STE_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Tasmania	Korean	1	1	45
Tasmania	Lebanese	0	0	165
Tasmania	Lebanese	0	1	65
Tasmania	Lebanese	1	0	16
Tasmania	Lebanese	1	1	85
Tasmania	Macedonian	0	0	42
Tasmania	Macedonian	0	1	17
Tasmania	Macedonian	1	0	4
Tasmania	Macedonian	1	1	16
Tasmania	Maltese			7
Tasmania	Maltese	0	0	249
Tasmania	Maltese	0	1	115
Tasmania	Maltese	1	0	44
Tasmania	Maltese	1	1	247
Tasmania	Maori			21
Tasmania	Maori	0	0	524
Tasmania	Maori	0	1	186
Tasmania	Maori	1	0	132
Tasmania	Maori	1	1	186
Tasmania	NZ			23
Tasmania	NZ	0	0	1146
Tasmania	NZ	0	1	571
Tasmania	NZ	1	0	441
Tasmania	NZ	1	1	333
Tasmania	(Other)			228
Tasmania	(Other)	0	0	14829
Tasmania	(Other)	0	1	2663
Tasmania	(Other)	1	0	1845
Tasmania	(Other)	1	1	4438
Tasmania	Polish			34
Tasmania	Polish	0	0	1690
Tasmania	Polish	0	1	501
Tasmania	Polish	1	0	200
Tasmania	Polish	1	1	1066
Tasmania	Russian			9
Tasmania	Russian	0	0	502
Tasmania	Russian	0	1	76
Tasmania	Russian	1	0	52
Tasmania	Russian	1	1	203
Tasmania	Scottish			674
Tasmania	Scottish	0	0	6853
Tasmania	Scottish	0	1	3478
Tasmania	Scottish	1	0	2357
Tasmania	Scottish	1	1	34185
Tasmania	Serbian			3
Tasmania	Serbian	0	0	192
Tasmania	Serbian	0	1	42
Tasmania	Serbian	1	0	12
Tasmania	Serbian	1	1	47
Tasmania	South African			3
Tasmania	South African	0	0	817
Tasmania	South African	0	1	116
Tasmania	South African	1	0	91
Tasmania	South African	1	1	63
Tasmania	Spanish			6
Tasmania	Spanish	0	0	636
Tasmania	Spanish	0	1	85
Tasmania	Spanish	1	0	58
Tasmania	Spanish	1	1	307
Tasmania	Sri Lankan			8
Tasmania	Sri Lankan	0	0	338
Tasmania	Sri Lankan	0	1	30
Tasmania	Sri Lankan	1	0	14
Tasmania	Sri Lankan	1	1	20
Tasmania	Turkish	0	0	95
Tasmania	Turkish	0	1	30
Tasmania	Turkish	1	0	17
Tasmania	Turkish	1	1	10
Tasmania	Vietnamese			5
Tasmania	Vietnamese	0	0	425
Tasmania	Vietnamese	0	1	29
Tasmania	Vietnamese	1	0	25
Tasmania	Vietnamese	1	1	16
Tasmania	Welsh			30
Tasmania	Welsh	0	0	1249
Tasmania	Welsh	0	1	314
Tasmania	Welsh	1	0	182
Tasmania	Welsh	1	1	1228
Northern Territory				26738
Northern Territory		0	0	733
Northern Territory		0	1	100
Northern Territory		1	0	90
Northern Territory		1	1	1742
Northern Territory	Australian			1271
Northern Territory	Australian		1	51324
Northern Territory	Australian	0	0	1473
Northern Territory	Australian	0	1	5877
Northern Territory	Australian	1	0	5480
Northern Territory	Australian Aboriginal			538
Northern Territory	Australian Aboriginal	0	0	14
Northern Territory	Australian Aboriginal	0	1	172
Northern Territory	Australian Aboriginal	1	0	85
Northern Territory	Australian Aboriginal	1	1	36752
Northern Territory	Chinese			61
Northern Territory	Chinese	0	0	4599
Northern Territory	Chinese	0	1	254
Northern Territory	Chinese	1	0	316
Northern Territory	Chinese	1	1	1008
Northern Territory	Croatian			6
Northern Territory	Croatian	0	0	142
Northern Territory	Croatian	0	1	55
Northern Territory	Croatian	1	0	22
Northern Territory	Croatian	1	1	102
Northern Territory	Dutch			30
Northern Territory	Dutch	0	0	1151
Northern Territory	Dutch	0	1	391
Northern Territory	Dutch	1	0	242
Northern Territory	Dutch	1	1	696
Northern Territory	English			844
Northern Territory	English	0	0	11955
Northern Territory	English	0	1	4638
Northern Territory	English	1	0	4073
Northern Territory	English	1	1	33461
Northern Territory	Filipino			92
Northern Territory	Filipino	0	0	6042
Northern Territory	Filipino	0	1	99
Northern Territory	Filipino	1	0	546
Northern Territory	Filipino	1	1	173
Northern Territory	French			15
Northern Territory	French	0	0	653
Northern Territory	French	0	1	70
Northern Territory	French	1	0	70
Northern Territory	French	1	1	333
Northern Territory	German			116
Northern Territory	German	0	0	2063
Northern Territory	German	0	1	646
Northern Territory	German	1	0	541
Northern Territory	German	1	1	5372
Northern Territory	Greek			50
Northern Territory	Greek	0	0	2223
Northern Territory	Greek	0	1	633
Northern Territory	Greek	1	0	244
Northern Territory	Greek	1	1	930
Northern Territory	Hungarian			4
Northern Territory	Hungarian	0	0	217
Northern Territory	Hungarian	0	1	37
Northern Territory	Hungarian	1	0	28
Northern Territory	Hungarian	1	1	79
Northern Territory	Indian			30
Northern Territory	Indian	0	0	4301
Northern Territory	Indian	0	1	67
Northern Territory	Indian	1	0	58
Northern Territory	Indian	1	1	84
Northern Territory	Irish			230
Northern Territory	Irish	0	0	3380
Northern Territory	Irish	0	1	1235
Northern Territory	Irish	1	0	985
Northern Territory	Irish	1	1	12638
Northern Territory	Italian			66
Northern Territory	Italian	0	0	1351
Northern Territory	Italian	0	1	526
Northern Territory	Italian	1	0	235
Northern Territory	Italian	1	1	1969
Northern Territory	Korean			3
Northern Territory	Korean	0	0	427
Northern Territory	Korean	0	1	10
Northern Territory	Korean	1	0	23
Northern Territory	Korean	1	1	22
Northern Territory	Lebanese			3
Northern Territory	Lebanese	0	0	91
Northern Territory	Lebanese	0	1	17
Northern Territory	Lebanese	1	0	4
Northern Territory	Lebanese	1	1	39
Northern Territory	Macedonian	0	0	36
Northern Territory	Macedonian	0	1	9
Northern Territory	Macedonian	1	0	4
Northern Territory	Macedonian	1	1	17
Northern Territory	Maltese			4
Northern Territory	Maltese	0	0	116
Northern Territory	Maltese	0	1	73
Northern Territory	Maltese	1	0	19
Northern Territory	Maltese	1	1	184
Northern Territory	Maori			21
Northern Territory	Maori	0	0	1175
Northern Territory	Maori	0	1	183
Northern Territory	Maori	1	0	141
Northern Territory	Maori	1	1	124
Northern Territory	NZ			18
Northern Territory	NZ	0	0	1078
Northern Territory	NZ	0	1	321
Northern Territory	NZ	1	0	268
Northern Territory	NZ	1	1	149
Northern Territory	(Other)			277
Northern Territory	(Other)	0	0	15412
Northern Territory	(Other)	0	1	1262
Northern Territory	(Other)	1	0	1496
Northern Territory	(Other)	1	1	2442
Northern Territory	Polish			10
Northern Territory	Polish	0	0	422
Northern Territory	Polish	0	1	93
Northern Territory	Polish	1	0	67
Northern Territory	Polish	1	1	290
Northern Territory	Russian	0	0	217
Northern Territory	Russian	0	1	18
Northern Territory	Russian	1	0	38
Northern Territory	Russian	1	1	102
Northern Territory	Scottish			179
Northern Territory	Scottish	0	0	3077
Northern Territory	Scottish	0	1	1140
Northern Territory	Scottish	1	0	982
Northern Territory	Scottish	1	1	9596
Northern Territory	Serbian			4
Northern Territory	Serbian	0	0	97
Northern Territory	Serbian	0	1	12
Northern Territory	Serbian	1	0	3
Northern Territory	Serbian	1	1	14
Northern Territory	South African			6
Northern Territory	South African	0	0	500
Northern Territory	South African	0	1	77
Northern Territory	South African	1	0	32
Northern Territory	South African	1	1	52
Northern Territory	Spanish			12
Northern Territory	Spanish	0	0	693
Northern Territory	Spanish	0	1	38
Northern Territory	Spanish	1	0	39
Northern Territory	Spanish	1	1	137
Northern Territory	Sri Lankan	0	0	671
Northern Territory	Sri Lankan	0	1	36
Northern Territory	Sri Lankan	1	0	14
Northern Territory	Sri Lankan	1	1	31
Northern Territory	Turkish	0	0	80
Northern Territory	Turkish	0	1	5
Northern Territory	Turkish	1	1	17
Northern Territory	Vietnamese			18
Northern Territory	Vietnamese	0	0	1197
Northern Territory	Vietnamese	0	1	27
Northern Territory	Vietnamese	1	0	64
Northern Territory	Vietnamese	1	1	19
Northern Territory	Welsh			11
Northern Territory	Welsh	0	0	409
Northern Territory	Welsh	0	1	91
Northern Territory	Welsh	1	0	86
Northern Territory	Welsh	1	1	400
Australian Capital Territory				20467
Australian Capital Territory		0	0	1209
Australian Capital Territory		0	1	149
Australian Capital Territory		1	0	106
Australian Capital Territory		1	1	1468
Australian Capital Territory	Australian			1196
Australian Capital Territory	Australian		1	95019
Australian Capital Territory	Australian	0	0	3023
Australian Capital Territory	Australian	0	1	15441
Australian Capital Territory	Australian	1	0	12601
Australian Capital Territory	Australian Aboriginal			16
Australian Capital Territory	Australian Aboriginal	0	0	12
Australian Capital Territory	Australian Aboriginal	0	1	72
Australian Capital Territory	Australian Aboriginal	1	0	36
Australian Capital Territory	Australian Aboriginal	1	1	938
Australian Capital Territory	Chinese			141
Australian Capital Territory	Chinese	0	0	20068
Australian Capital Territory	Chinese	0	1	460
Australian Capital Territory	Chinese	1	0	913
Australian Capital Territory	Chinese	1	1	896
Australian Capital Territory	Croatian			42
Australian Capital Territory	Croatian	0	0	2879
Australian Capital Territory	Croatian	0	1	451
Australian Capital Territory	Croatian	1	0	225
Australian Capital Territory	Croatian	1	1	1025
Australian Capital Territory	Dutch			42
Australian Capital Territory	Dutch	0	0	2732
Australian Capital Territory	Dutch	0	1	1057
Australian Capital Territory	Dutch	1	0	719
Australian Capital Territory	Dutch	1	1	1954
Australian Capital Territory	English			1259
Australian Capital Territory	English	0	0	23268
Australian Capital Territory	English	0	1	13944
Australian Capital Territory	English	1	0	10718
Australian Capital Territory	English	1	1	82846
Australian Capital Territory	Filipino			39
Australian Capital Territory	Filipino	0	0	4253
Australian Capital Territory	Filipino	0	1	95
Australian Capital Territory	Filipino	1	0	485
Australian Capital Territory	Filipino	1	1	99
Australian Capital Territory	French			18
Australian Capital Territory	French	0	0	1254
Australian Capital Territory	French	0	1	230
Australian Capital Territory	French	1	0	198
Australian Capital Territory	French	1	1	873
Australian Capital Territory	German			154
Australian Capital Territory	German	0	0	4838
Australian Capital Territory	German	0	1	1681
Australian Capital Territory	German	1	0	1230
Australian Capital Territory	German	1	1	9740
Australian Capital Territory	Greek			26
Australian Capital Territory	Greek	0	0	2459
Australian Capital Territory	Greek	0	1	528
Australian Capital Territory	Greek	1	0	276
Australian Capital Territory	Greek	1	1	1496
Australian Capital Territory	Hungarian			17
Australian Capital Territory	Hungarian	0	0	913
Australian Capital Territory	Hungarian	0	1	238
Australian Capital Territory	Hungarian	1	0	164
Australian Capital Territory	Hungarian	1	1	417
Australian Capital Territory	Indian			59
Australian Capital Territory	Indian	0	0	13823
Australian Capital Territory	Indian	0	1	258
Australian Capital Territory	Indian	1	0	254
Australian Capital Territory	Indian	1	1	159
Australian Capital Territory	Irish			473
Australian Capital Territory	Irish	0	0	5372
Australian Capital Territory	Irish	0	1	3913
Australian Capital Territory	Irish	1	0	2935
Australian Capital Territory	Irish	1	1	38923
Australian Capital Territory	Italian			125
Australian Capital Territory	Italian	0	0	5133
Australian Capital Territory	Italian	0	1	1628
Australian Capital Territory	Italian	1	0	797
Australian Capital Territory	Italian	1	1	5302
Australian Capital Territory	Korean			16
Australian Capital Territory	Korean	0	0	2559
Australian Capital Territory	Korean	0	1	38
Australian Capital Territory	Korean	1	0	117
Australian Capital Territory	Korean	1	1	47
Australian Capital Territory	Lebanese			24
Australian Capital Territory	Lebanese	0	0	765
Australian Capital Territory	Lebanese	0	1	223
Australian Capital Territory	Lebanese	1	0	95
Australian Capital Territory	Lebanese	1	1	288
Australian Capital Territory	Macedonian			11
Australian Capital Territory	Macedonian	0	0	753
Australian Capital Territory	Macedonian	0	1	106
Australian Capital Territory	Macedonian	1	0	58
Australian Capital Territory	Macedonian	1	1	164
Australian Capital Territory	Maltese			12
Australian Capital Territory	Maltese	0	0	630
Australian Capital Territory	Maltese	0	1	227
Australian Capital Territory	Maltese	1	0	162
Australian Capital Territory	Maltese	1	1	613
Australian Capital Territory	Maori			17
Australian Capital Territory	Maori	0	0	565
Australian Capital Territory	Maori	0	1	159
Australian Capital Territory	Maori	1	0	120
Australian Capital Territory	Maori	1	1	115
Australian Capital Territory	NZ			20
Australian Capital Territory	NZ	0	0	1312
Australian Capital Territory	NZ	0	1	593
Australian Capital Territory	NZ	1	0	461
Australian Capital Territory	NZ	1	1	268
Australian Capital Territory	(Other)			399
Australian Capital Territory	(Other)	0	0	36850
Australian Capital Territory	(Other)	0	1	3938
Australian Capital Territory	(Other)	1	0	3730
Australian Capital Territory	(Other)	1	1	4883
Australian Capital Territory	Polish			21
Australian Capital Territory	Polish	0	0	2438
Australian Capital Territory	Polish	0	1	421
Australian Capital Territory	Polish	1	0	356
Australian Capital Territory	Polish	1	1	956
Australian Capital Territory	Russian			20
Australian Capital Territory	Russian	0	0	1104
Australian Capital Territory	Russian	0	1	125
Australian Capital Territory	Russian	1	0	135
Australian Capital Territory	Russian	1	1	280
Australian Capital Territory	Scottish			323
Australian Capital Territory	Scottish	0	0	6424
Australian Capital Territory	Scottish	0	1	3809
Australian Capital Territory	Scottish	1	0	2954
Australian Capital Territory	Scottish	1	1	26645
Australian Capital Territory	Serbian			9
Australian Capital Territory	Serbian	0	0	1250
Australian Capital Territory	Serbian	0	1	203
Australian Capital Territory	Serbian	1	0	73
Australian Capital Territory	Serbian	1	1	178
Australian Capital Territory	South African			3
Australian Capital Territory	South African	0	0	1174
Australian Capital Territory	South African	0	1	159
Australian Capital Territory	South African	1	0	130
Australian Capital Territory	South African	1	1	65
Australian Capital Territory	Spanish			37
Australian Capital Territory	Spanish	0	0	1953
Australian Capital Territory	Spanish	0	1	250
Australian Capital Territory	Spanish	1	0	155
Australian Capital Territory	Spanish	1	1	391
Australian Capital Territory	Sri Lankan			6
Australian Capital Territory	Sri Lankan	0	0	2335
Australian Capital Territory	Sri Lankan	0	1	106
Australian Capital Territory	Sri Lankan	1	0	113
Australian Capital Territory	Sri Lankan	1	1	65
Australian Capital Territory	Turkish			6
Australian Capital Territory	Turkish	0	0	384
Australian Capital Territory	Turkish	0	1	45
Australian Capital Territory	Turkish	1	0	21
Australian Capital Territory	Turkish	1	1	38
Australian Capital Territory	Vietnamese			40
Australian Capital Territory	Vietnamese	0	0	4534
Australian Capital Territory	Vietnamese	0	1	83
Australian Capital Territory	Vietnamese	1	0	193
Australian Capital Territory	Vietnamese	1	1	89
Australian Capital Territory	Welsh			20
Australian Capital Territory	Welsh	0	0	1055
Australian Capital Territory	Welsh	0	1	361
Australian Capital Territory	Welsh	1	0	235
Australian Capital Territory	Welsh	1	1	1392
Other Territories				682
Other Territories		0	0	31
Other Territories		1	0	13
Other Territories		1	1	52
Other Territories	Australian			21
Other Territories	Australian		1	789
Other Territories	Australian	0	0	32
Other Territories	Australian	0	1	123
Other Territories	Australian	1	0	128
Other Territories	Australian Aboriginal			6
Other Territories	Australian Aboriginal	1	1	87
Other Territories	Chinese			15
Other Territories	Chinese	0	0	432
Other Territories	Chinese	0	1	11
Other Territories	Chinese	1	0	19
Other Territories	Chinese	1	1	23
Other Territories	Croatian	1	0	3
Other Territories	Dutch	0	0	25
Other Territories	Dutch	0	1	10
Other Territories	Dutch	1	0	3
Other Territories	Dutch	1	1	7
Other Territories	English			14
Other Territories	English	0	0	323
Other Territories	English	0	1	103
Other Territories	English	1	0	107
Other Territories	English	1	1	411
Other Territories	Filipino	0	0	66
Other Territories	Filipino	1	0	5
Other Territories	French	0	0	10
Other Territories	French	1	1	3
Other Territories	German			5
Other Territories	German	0	0	41
Other Territories	German	0	1	12
Other Territories	German	1	0	7
Other Territories	German	1	1	39
Other Territories	Hungarian	0	0	5
Other Territories	Indian	0	0	19
Other Territories	Indian	0	1	4
Other Territories	Irish			5
Other Territories	Irish	0	0	63
Other Territories	Irish	0	1	15
Other Territories	Irish	1	0	16
Other Territories	Irish	1	1	121
Other Territories	Italian			3
Other Territories	Italian	0	0	17
Other Territories	Italian	0	1	5
Other Territories	Italian	1	0	7
Other Territories	Italian	1	1	18
Other Territories	Korean	0	0	3
Other Territories	Lebanese	0	1	3
Other Territories	Maltese	0	0	4
Other Territories	Maltese	0	1	3
Other Territories	Maltese	1	0	3
Other Territories	Maltese	1	1	8
Other Territories	Maori	0	0	39
Other Territories	Maori	0	1	3
Other Territories	Maori	1	0	3
Other Territories	Maori	1	1	3
Other Territories	NZ	0	0	59
Other Territories	NZ	0	1	13
Other Territories	NZ	1	0	26
Other Territories	NZ	1	1	3
Other Territories	(Other)			35
Other Territories	(Other)	0	0	372
Other Territories	(Other)	0	1	172
Other Territories	(Other)	1	0	167
Other Territories	(Other)	1	1	599
Other Territories	Polish	0	0	3
Other Territories	Polish	1	1	3
Other Territories	Russian	0	0	3
Other Territories	Scottish	0	0	92
Other Territories	Scottish	0	1	17
Other Territories	Scottish	1	0	14
Other Territories	Scottish	1	1	100
Other Territories	South African	0	0	17
Other Territories	Spanish	0	0	4
Other Territories	Vietnamese	0	0	8
Other Territories	Welsh	0	0	3
Other Territories	Welsh	1	0	3
