LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA26980,0,0,0,6,14,3589,130,112,18,14,12,15,12,11,109,4028,612,6,3,0,0,0,0,0,0,35,659,432,7,3,0,3,0,0,0,0,39,490,375,22,5,0,0,0,3,0,0,30,440,5,0,0,0,0,0,0,0,0,7,12,817,25,13,0,5,0,4,0,0,72,941,0,0,0,0,0,0,0,0,0,3,4,1428,33,15,3,3,0,4,0,0,115,1611,9750,1538,1419,321,353,284,238,321,261,342,14832,12345,5066,7521,1398,1699,1982,2310,2409,1339,877,36930,3277,823,1394,353,491,631,811,1074,633,817,10298,83,27,29,0,7,9,17,11,15,21,218,15698,5910,8947,1752,2193,2625,3138,3499,1977,1706,47452,27,0,4,0,3,0,3,3,7,30,71,25477,7456,10375,2076,2548,2911,3376,3814,2242,2077,62351
LGA27070,0,0,0,10,17,4228,72,80,11,7,4,13,4,4,286,4720,160,0,0,0,0,0,0,0,0,13,180,366,7,4,0,0,0,0,0,0,29,414,612,5,9,5,6,3,0,0,0,93,730,18,0,0,0,0,0,0,0,0,3,18,996,7,7,5,4,4,0,0,0,124,1155,3,0,0,0,0,0,0,0,0,12,15,1166,12,14,5,4,4,0,0,0,145,1348,7518,1178,1502,340,383,306,248,267,156,457,12357,19319,5314,10322,1560,1744,2132,1721,1574,837,1150,45687,6204,707,1161,302,384,616,418,505,419,762,11478,242,39,81,9,8,16,9,18,20,55,498,25769,6060,11567,1867,2143,2768,2148,2090,1274,1974,57660,39,4,7,0,0,0,0,3,9,59,124,33325,7242,13073,2207,2524,3078,2396,2367,1438,2494,70138
LGA27170,0,0,0,0,0,363,4,7,0,0,0,0,0,0,12,386,75,0,0,0,0,0,0,0,0,4,76,63,0,0,0,0,0,0,0,0,5,67,19,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,5,80,0,0,0,0,0,0,0,0,0,3,3,147,0,0,0,0,0,0,0,0,8,165,1593,138,188,39,43,19,31,23,9,86,2161,542,122,449,74,104,68,36,54,46,52,1547,57,11,41,19,11,12,7,19,28,8,224,11,0,4,0,0,0,0,0,0,3,18,611,134,499,88,116,75,44,79,81,58,1789,6,0,0,3,0,0,0,0,0,3,12,2211,276,683,131,157,93,74,99,93,152,3957
LGA27260,0,0,0,8,19,1868,76,117,18,16,20,8,9,15,83,2235,210,6,4,0,0,0,0,0,0,12,230,159,4,7,0,0,0,0,0,0,3,177,171,7,18,5,0,3,0,0,0,8,210,6,0,0,0,0,0,0,0,0,0,7,331,12,24,9,0,3,0,3,0,17,395,4,0,0,0,0,0,0,0,0,0,5,543,17,23,9,0,3,0,7,0,36,631,10346,2851,4232,978,1136,841,649,626,344,617,22625,12429,10455,19232,2704,2861,2859,2678,2553,1372,1147,58295,1816,685,1869,404,445,591,609,753,663,620,8459,116,68,123,14,17,15,21,23,24,35,469,14361,11207,21225,3124,3332,3470,3311,3329,2054,1799,67216,36,9,10,3,3,4,4,5,5,321,403,24746,14068,25468,4105,4474,4313,3963,3963,2402,2738,90246
LGA27350,0,0,0,3,3,1403,46,26,0,0,3,3,0,0,50,1539,83,0,0,0,0,0,0,0,0,13,93,129,3,0,0,0,0,0,0,0,5,142,337,5,0,0,3,0,0,0,0,14,359,6,0,0,0,0,0,0,0,0,4,13,476,9,3,0,3,0,0,0,0,23,511,0,0,0,0,0,0,0,0,0,0,0,551,9,5,0,3,0,0,0,0,34,603,5034,1092,1556,583,601,606,668,702,471,382,11684,3643,1124,1490,315,424,460,612,674,437,296,9468,2530,301,312,60,63,102,87,116,98,133,3802,44,12,23,3,3,3,3,3,3,11,119,6214,1433,1825,375,492,560,701,797,545,443,13390,12,0,0,3,0,0,0,3,3,38,59,11261,2530,3379,958,1100,1167,1371,1503,1014,855,25136
LGA27450,0,0,0,3,5,2284,35,19,0,0,3,7,6,0,86,2445,522,6,3,0,0,0,0,0,0,43,575,223,0,3,0,3,0,0,0,0,26,255,74,0,0,0,0,0,0,0,0,5,73,0,0,0,0,0,0,0,0,0,0,0,297,0,3,0,3,0,0,0,0,28,331,0,0,0,0,0,0,0,0,0,6,10,818,6,3,0,3,0,0,0,0,75,906,13295,1204,1160,170,173,149,146,116,47,534,16991,3223,677,1209,180,247,193,179,144,79,148,6281,288,55,207,48,73,81,68,82,56,94,1048,25,0,10,0,0,0,0,0,0,3,49,3540,739,1425,226,320,279,248,224,136,250,7381,25,0,3,0,0,0,0,0,0,17,50,16856,1945,2587,394,497,424,392,340,182,805,24419
LGA27630,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4,40,10,0,0,0,0,0,0,0,0,6,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,12,20,245,6,10,0,4,12,0,0,0,19,285,26,3,27,4,11,16,5,3,0,4,90,0,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,28,3,28,4,11,16,5,3,3,3,106,0,0,0,0,0,0,0,0,0,3,3,273,6,35,3,15,20,9,5,3,28,399
LGA29399,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,6,3,0,3,0,4,0,3,73,12,6,4,3,0,0,13,5,8,8,64,0,0,0,0,0,0,0,6,7,0,18,0,0,0,0,0,0,0,0,0,0,0,12,6,3,3,0,3,15,13,11,13,81,0,0,0,0,0,0,0,0,0,0,0,54,11,7,4,0,8,15,14,17,13,156
LGA29499,0,0,0,3,3,33,0,0,0,0,0,0,0,0,5,38,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,308,64,60,23,11,26,21,69,105,55,738,142,61,115,23,41,41,59,106,174,61,823,38,6,17,3,6,9,29,45,88,45,292,0,0,0,0,0,0,0,0,0,11,10,179,68,138,27,41,54,92,147,264,120,1127,0,3,0,0,0,0,0,3,0,132,147,486,138,195,49,54,81,109,221,375,305,2011
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,15,9,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,0,0,0,3,0,27
LGA30300,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,90,16,25,3,3,5,6,7,4,17,180,13,6,21,0,0,9,5,14,4,5,80,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,11,19,0,0,9,3,14,8,5,88,0,0,0,0,0,0,0,0,0,0,0,112,21,48,3,5,20,13,21,7,15,263
LGA30370,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,346,35,89,31,27,17,8,17,6,27,605,52,30,141,22,50,27,20,22,12,10,396,5,6,48,7,32,17,5,26,16,5,174,0,0,0,0,0,3,0,0,0,0,3,56,38,188,33,79,52,27,48,26,19,569,0,0,0,0,0,0,0,0,0,0,0,405,73,281,57,111,70,39,63,31,48,1174
LGA30410,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,82,16,11,4,0,0,0,4,0,3,122,9,3,7,12,7,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,12,7,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,93,17,19,16,7,0,0,5,0,3,163
