LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA36820,..,7,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,13,4,14,0,14,..,29,4,32,0,32,..,188,35,221,3,223,..,36,4,44,0,44,..,7,3,9,0,9,..,0,0,0,0,0,..,3,0,5,0,5,..,4,0,4,0,4,..,15,0,17,0,17,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,25,..,6,0,5,0,5,..,27,0,28,0,26,..,8,3,11,0,11,..,64,3,69,3,75,..,17,0,16,0,18,..,3,0,3,0,3,..,16,0,18,0,18,..,3,0,3,0,3,..,7,0,7,0,7,..,172,30,204,21,224,..,919,106,1026,35,1064,..,73,6,76,2028,2108,21661,993,114,1102,2065,24827
LGA36910,..,56,6,58,0,63,..,133,11,143,0,143,..,250,5,256,0,256,..,265,41,307,9,315,..,234,17,248,0,250,..,82,7,89,0,90,..,446,33,484,8,486,..,1406,113,1521,12,1541,..,169,17,180,4,187,..,136,7,144,3,148,..,139,64,198,0,202,..,7,0,7,0,7,..,7,0,7,0,10,..,113,26,135,0,139,..,36,0,39,0,41,..,60,9,69,3,73,..,30,5,31,0,31,..,31,3,31,0,31,..,385,14,399,12,407,..,54,3,55,0,55,..,469,13,482,4,482,..,92,4,94,0,94,..,998,24,1025,12,1041,..,233,21,257,0,257,..,117,6,119,0,120,..,92,9,105,3,106,..,18,0,16,0,16,..,92,24,117,0,117,..,2425,627,3053,45,3094,..,8825,1527,10352,119,10471,..,364,32,399,10373,10772,139538,9188,1560,10747,10490,160779
LGA36950,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,10,0,10,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,62,14,69,4,79,..,1411,201,1610,77,1689,..,28,14,39,543,582,1335,1439,213,1650,625,3610
LGA36960,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,106,23,134,7,133,..,3166,557,3718,179,3901,..,15,12,35,341,370,243,3182,572,3753,522,4514
LGA37010,..,330,42,374,3,379,..,78,0,78,0,78,..,302,14,312,0,310,..,235,33,260,3,266,..,156,6,159,0,159,..,82,7,86,0,86,..,257,38,289,0,289,..,1104,92,1191,5,1199,..,760,70,830,14,838,..,207,22,230,0,228,..,197,81,279,0,277,..,6,0,9,0,14,..,28,0,27,0,27,..,78,7,85,0,85,..,90,5,95,0,95,..,94,19,115,0,115,..,63,5,67,0,74,..,30,3,32,0,32,..,466,22,488,3,493,..,134,16,149,0,149,..,756,33,788,9,795,..,117,6,128,0,127,..,1483,74,1552,15,1565,..,388,32,418,5,423,..,179,7,186,4,196,..,217,40,260,0,263,..,15,4,15,0,15,..,253,99,345,5,351,..,3269,680,3949,92,4040,..,11651,1577,13228,186,13417,..,431,29,466,13799,14262,159081,12080,1608,13689,13988,186757
LGA37300,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,5,0,5,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,24,0,24,0,24,..,8,0,8,0,8,..,46,0,46,0,46,..,0,0,0,0,0,..,4,0,4,0,4,..,19,3,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,92,21,108,0,111,..,295,31,326,10,331,..,20,0,24,371,398,3173,311,35,346,378,3905
LGA37310,..,8,0,8,0,8,..,4,0,4,0,4,..,40,0,40,0,43,..,54,9,60,0,65,..,13,0,13,0,13,..,11,0,8,0,8,..,42,3,47,0,47,..,161,10,169,3,178,..,11,0,11,0,11,..,9,0,7,0,7,..,6,9,10,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,11,0,9,0,9,..,9,0,9,0,9,..,5,0,5,0,5,..,7,0,7,0,7,..,166,6,168,0,168,..,3,0,3,0,3,..,178,7,177,3,185,..,22,4,24,0,24,..,364,15,377,3,383,..,37,8,40,0,40,..,13,4,12,0,12,..,15,5,19,0,19,..,0,0,4,0,4,..,16,0,19,5,18,..,163,30,195,6,203,..,1059,94,1159,24,1181,..,80,7,82,3522,3609,28657,1136,97,1240,3546,33444
LGA37340,..,27,0,30,0,30,..,3,0,3,0,3,..,13,0,13,0,13,..,32,8,37,0,37,..,18,0,23,0,23,..,7,0,7,0,13,..,28,0,28,0,28,..,100,10,113,0,112,..,89,7,98,3,104,..,68,23,88,0,88,..,71,88,159,0,159,..,0,0,0,0,0,..,4,0,4,0,7,..,4,0,4,0,4,..,24,3,22,0,22,..,11,0,11,0,11,..,6,0,6,0,6,..,6,0,6,0,6,..,93,0,92,3,93,..,22,3,24,0,22,..,132,0,134,0,133,..,15,0,15,0,15,..,265,3,270,4,272,..,57,0,63,0,61,..,15,4,16,0,16,..,73,17,90,0,89,..,21,3,25,0,25,..,51,20,78,0,78,..,273,31,307,3,315,..,1700,403,2105,20,2127,..,107,4,113,4162,4279,27373,1814,406,2218,4187,33778
LGA37400,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,18,0,19,..,10,0,10,108,112,1004,16,3,20,107,1134
LGA37550,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,78,0,78,10,90,..,8,0,8,46,58,817,85,0,84,61,962
LGA37570,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,175,5,182,4,186,..,0,0,3,5,5,88,176,3,184,9,282
LGA37600,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,244,20,266,40,303,..,11,0,11,81,92,2165,260,20,276,123,2559
LGA39499,..,9,0,11,0,11,..,0,0,0,0,0,..,16,3,19,0,19,..,9,0,14,0,14,..,8,0,8,0,8,..,4,0,4,0,4,..,18,0,18,0,18,..,59,3,65,0,65,..,68,10,70,3,71,..,11,17,29,3,28,..,14,30,46,0,46,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,20,0,20,0,20,..,9,3,11,0,11,..,11,0,13,0,13,..,0,0,0,0,0,..,13,0,13,0,13,..,16,0,16,0,16,..,16,0,16,0,16,..,10,0,15,0,11,..,55,0,58,0,57,..,57,3,59,0,59,..,6,0,4,0,4,..,7,7,10,0,14,..,0,0,0,0,0,..,15,14,32,0,32,..,218,42,257,10,269,..,1024,247,1275,22,1293,..,29,6,35,2483,2524,8697,1060,255,1312,2504,12510
LGA39799,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,3,0,3,22,23,110,20,0,20,22,150
LGA40070,..,207,22,225,0,230,..,65,5,65,0,65,..,166,5,172,0,168,..,34,4,35,0,35,..,60,0,65,0,65,..,53,0,53,3,57,..,79,0,77,0,77,..,452,12,462,3,470,..,219,29,247,3,248,..,112,24,131,0,131,..,230,65,298,4,298,..,0,0,0,0,0,..,3,0,3,0,3,..,107,7,120,0,122,..,39,0,39,0,39,..,63,7,71,0,71,..,0,0,0,0,0,..,24,3,20,0,22,..,54,0,54,0,54,..,65,0,73,0,73,..,49,0,49,0,49,..,83,0,85,0,85,..,247,8,255,0,255,..,195,22,215,3,221,..,67,0,67,0,67,..,68,11,79,3,83,..,19,0,19,0,19,..,213,28,244,3,244,..,539,50,587,7,593,..,6829,1114,7947,59,8011,..,41,8,53,2367,2421,11637,6875,1126,8003,2429,22063
LGA40120,..,92,3,99,0,94,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,9,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,28,0,32,0,32,..,320,28,346,3,351,..,56,4,58,0,58,..,6,0,6,0,6,..,0,0,0,0,0,..,17,0,17,0,17,..,32,3,29,0,29,..,108,10,113,0,113,..,56,6,62,0,62,..,0,0,0,0,0,..,16,4,22,0,22,..,15,0,15,0,15,..,17,3,19,0,19,..,23,3,29,0,29,..,15,0,15,0,15,..,70,6,74,0,77,..,82,8,88,0,88,..,0,0,0,0,0,..,17,4,23,0,23,..,5,0,4,0,4,..,56,37,93,0,93,..,254,46,297,7,304,..,1962,188,2151,19,2171,..,79,3,84,1680,1760,34930,2036,195,2231,1702,38863
LGA40220,..,23,0,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,15,0,15,..,51,0,57,0,57,..,11,3,17,3,19,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,5,0,5,..,0,0,0,0,0,..,30,4,31,0,31,..,7,0,7,0,11,..,0,0,0,3,3,..,3,0,3,0,3,..,21,0,21,0,21,..,18,0,18,0,18,..,26,0,28,0,28,..,3,0,3,0,3,..,66,0,66,0,66,..,9,0,12,0,14,..,0,0,0,0,0,..,13,0,10,0,10,..,0,0,0,0,0,..,5,0,5,0,5,..,85,12,96,3,100,..,597,40,637,25,660,..,73,3,81,1502,1583,23629,672,44,712,1523,25873
LGA40250,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,1390,284,1681,40,1718,..,20,10,33,229,263,292,1418,292,1707,270,2276
LGA40310,..,3,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,25,0,20,0,20,..,55,0,53,0,53,..,11,4,10,3,18,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,23,0,23,0,23,..,23,0,27,0,27,..,0,0,0,0,0,..,10,5,15,0,15,..,0,0,0,0,0,..,3,3,3,0,3,..,73,9,83,6,84,..,492,30,525,16,540,..,36,0,42,1192,1231,21788,529,36,562,1207,23558
LGA40430,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,18,0,18,..,6,0,10,179,188,2337,24,0,26,179,2544
LGA40520,..,321,60,383,13,393,..,13,0,13,0,13,..,6,0,6,0,6,..,115,27,142,0,146,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,137,27,156,0,159,..,52,10,68,3,70,..,3,3,3,0,3,..,3,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,28,0,28,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,0,0,..,53,0,53,0,53,..,10,0,6,0,6,..,10,0,10,0,10,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,3,..,73,8,80,0,86,..,807,126,938,28,960,..,26,4,28,700,725,8858,837,129,968,724,10545
LGA40700,..,647,61,701,3,708,..,91,4,96,0,96,..,294,5,297,0,296,..,93,12,104,0,104,..,272,14,281,0,281,..,103,3,109,0,109,..,150,10,162,0,162,..,995,50,1049,4,1050,..,946,107,1052,13,1060,..,169,19,180,0,180,..,313,87,403,0,406,..,0,0,0,0,0,..,15,0,15,0,16,..,262,45,307,0,304,..,84,6,94,0,95,..,112,19,131,0,131,..,6,0,6,0,6,..,49,0,48,0,48,..,60,3,60,0,60,..,92,4,98,0,98,..,83,0,81,0,85,..,69,0,70,0,70,..,304,12,311,0,311,..,214,13,225,0,225,..,174,6,186,0,186,..,64,3,67,0,67,..,22,3,24,0,24,..,204,35,237,3,243,..,807,87,888,13,903,..,9220,1325,10548,57,10604,..,87,14,98,1573,1673,31629,9314,1333,10650,1632,43911
LGA40910,..,951,101,1048,7,1057,..,98,5,102,0,102,..,528,39,568,0,568,..,611,61,670,12,677,..,344,26,370,7,371,..,99,22,115,0,115,..,218,20,237,0,233,..,1890,163,2057,18,2068,..,4696,826,5519,75,5596,..,78,7,87,3,91,..,365,185,549,9,556,..,5,0,4,0,4,..,29,4,31,0,31,..,263,61,330,0,329,..,175,24,198,0,198,..,180,33,210,4,213,..,14,0,14,0,14,..,84,13,98,0,98,..,68,4,74,0,74,..,88,6,97,0,97,..,108,3,111,0,111,..,90,3,96,0,96,..,359,17,374,0,374,..,230,13,246,0,247,..,210,20,226,0,226,..,36,8,43,0,47,..,8,3,15,0,15,..,168,44,210,3,211,..,1161,225,1382,38,1420,..,14625,2566,17186,172,17358,..,144,22,170,1504,1677,31131,14765,2582,17349,1683,50164
LGA41010,..,47,6,54,0,54,..,0,0,0,0,0,..,3,0,3,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,3,10,..,6,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,10,0,10,..,0,0,0,0,0,..,10,3,17,0,17,..,3,0,3,0,3,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,23,5,21,0,21,..,213,19,234,3,231,..,18,0,22,434,453,2723,234,17,254,432,3408
LGA41060,..,3792,717,4507,34,4547,..,113,12,124,0,125,..,519,35,559,4,561,..,931,106,1040,16,1056,..,84,11,88,0,88,..,289,35,328,3,333,..,330,23,352,0,357,..,2263,219,2488,30,2517,..,4606,838,5446,85,5532,..,104,19,120,0,120,..,98,27,123,0,124,..,180,28,202,0,203,..,108,10,117,0,117,..,203,55,264,4,266,..,608,103,709,7,723,..,393,75,468,3,470,..,12,3,12,0,12,..,1061,305,1367,13,1381,..,254,5,260,0,257,..,105,11,114,0,114,..,411,13,427,7,428,..,131,8,135,0,136,..,898,27,932,4,934,..,432,41,471,3,477,..,218,18,240,0,240,..,133,33,162,0,164,..,51,4,50,0,50,..,2010,960,2974,10,2983,..,3571,826,4399,102,4505,..,24859,5264,30119,347,30471,..,312,85,396,4915,5311,75979,25172,5352,30520,5258,111759
LGA41140,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,5,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,15,0,15,..,14,0,14,0,14,..,8,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,3,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,3,12,..,4,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,18,0,23,3,25,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,36,6,43,0,44,..,176,15,195,3,197,..,20,0,20,533,553,8273,196,15,213,538,9023
