ASGS_Structure,Census_Code_2016,Census_Name_2016
SA2,601021005,Cambridge
SA2,601021006,Geilston Bay - Risdon
SA2,601021007,Howrah - Tranmere
SA2,601021008,Lindisfarne - Rose Bay
SA2,601021009,Mornington - Warrane
SA2,601021010,Risdon Vale
SA2,601021011,Rokeby
SA2,601021012,South Arm
SA2,601031013,Austins Ferry - Granton
SA2,601031014,Berriedale - Chigwell
SA2,601031015,Claremont (Tas.)
SA2,601031016,Derwent Park - Lutana
SA2,601031017,Glenorchy
SA2,601031018,Montrose - Rosetta
SA2,601031019,Moonah
SA2,601031020,New Norfolk
SA2,601031021,West Moonah
SA2,601041022,Kingston - Huntingfield
SA2,601041023,Kingston Beach - Blackmans Bay
SA2,601041024,Margate - Snug
SA2,601041025,Mount Wellington
SA2,601041026,Taroona - Bonnet Hill
SA2,601051027,Hobart
SA2,601051028,Lenah Valley - Mount Stuart
SA2,601051029,Mount Nelson - Dynnyrne
SA2,601051030,New Town
SA2,601051031,Sandy Bay
SA2,601051032,South Hobart - Fern Tree
SA2,601051033,West Hobart
SA2,601061034,Dodges Ferry - Lewisham
SA2,601061035,Sorell - Richmond
SA2,602011036,Invermay
SA2,602011037,Kings Meadows - Punchbowl
SA2,602011038,Launceston
SA2,602011039,Legana
SA2,602011040,Mowbray
SA2,602011041,Newnham - Mayfield
SA2,602011042,Newstead
SA2,602011043,Norwood (Tas.)
SA2,602011044,Prospect Vale - Blackstone
SA2,602011045,Ravenswood
SA2,602011046,Riverside
SA2,602011047,South Launceston
SA2,602011048,Summerhill - Prospect
SA2,602011049,Trevallyn
SA2,602011050,Waverley - St Leonards
SA2,602011051,West Launceston
SA2,602011052,Youngtown - Relbia
SA2,602021053,Beauty Point - Beaconsfield
SA2,602021054,Deloraine
SA2,602021055,Grindelwald - Lanena
SA2,602021056,Hadspen - Carrick
SA2,602021057,Westbury
SA2,602031058,Dilston - Lilydale
SA2,602031059,George Town
SA2,602031060,Longford
SA2,602031061,Northern Midlands
SA2,602031062,Perth - Evandale
SA2,602031064,St Helens - Scamander
SA2,602031099,Flinders and Cape Barren Islands
SA2,602031100,Scottsdale - Bridport
SA2,603011065,Central Highlands
SA2,603011066,Derwent Valley
SA2,603011067,Southern Midlands
SA2,603011068,Wilderness - East
SA2,603021069,Bruny Island - Kettering
SA2,603021070,Cygnet
SA2,603021071,Geeveston - Dover
SA2,603021072,Huonville - Franklin
SA2,603031073,Forestier - Tasman
SA2,603031074,Triabunna - Bicheno
SA2,604011075,Acton - Upper Burnie
SA2,604011076,Burnie - Ulverstone Region
SA2,604011077,Burnie - Wivenhoe
SA2,604011078,Parklands - Camdale
SA2,604011079,Penguin - Sulphur Creek
SA2,604011080,Romaine - Havenview
SA2,604011081,Somerset
SA2,604011082,Ulverstone
SA2,604011083,West Ulverstone
SA2,604011084,Wynyard
SA2,604021085,Devonport
SA2,604021086,East Devonport
SA2,604021087,Latrobe
SA2,604021088,Miandetta - Don
SA2,604021089,Port Sorell
SA2,604021090,Quoiba - Spreyton
SA2,604021091,Sheffield - Railton
SA2,604021092,Turners Beach - Forth
SA2,604031093,King Island
SA2,604031094,North West
SA2,604031095,Smithton
SA2,604031096,Waratah
SA2,604031097,West Coast (Tas.)
SA2,604031098,Wilderness - West
SA2,697979799,Migratory - Offshore - Shipping (Tas.)
SA2,699999499,No usual address (Tas.)
SA2,701011001,Darwin Airport
SA2,701011002,Darwin City
SA2,701011003,East Point
SA2,701011004,Fannie Bay - The Gardens
SA2,701011005,Larrakeyah
SA2,701011006,Ludmilla - The Narrows
SA2,701011007,Parap
SA2,701011008,Stuart Park
SA2,701011009,Woolner - Bayview - Winnellie
SA2,701021010,Alawa
SA2,701021011,Anula
SA2,701021012,Berrimah
SA2,701021013,Brinkin - Nakara
SA2,701021014,Buffalo Creek
SA2,701021015,Charles Darwin
SA2,701021016,Coconut Grove
SA2,701021017,East Arm
SA2,701021018,Jingili
SA2,701021019,Karama
SA2,701021020,Leanyer
SA2,701021021,Lyons (NT)
SA2,701021022,Malak - Marrara
SA2,701021023,Millner
SA2,701021024,Moil
SA2,701021025,Nightcliff
SA2,701021026,Rapid Creek
SA2,701021027,Tiwi
SA2,701021028,Wagaman
SA2,701021029,Wanguri
SA2,701021030,Wulagi
SA2,701031031,Howard Springs
SA2,701031032,Humpty Doo
SA2,701031033,Koolpinyah
SA2,701031034,Virginia
SA2,701031035,Weddell
SA2,701041036,Bakewell
SA2,701041037,Driver
SA2,701041038,Durack - Marlow Lagoon
SA2,701041039,Gray
SA2,701041040,Moulden
SA2,701041041,Palmerston - North
SA2,701041042,Palmerston - South
SA2,701041043,Rosebery - Bellamack
SA2,701041044,Woodroffe
SA2,702011045,Charles
SA2,702011046,East Side
SA2,702011047,Flynn (NT)
SA2,702011048,Larapinta
SA2,702011049,Mount Johns
SA2,702011050,Petermann - Simpson
SA2,702011051,Ross
SA2,702011052,Sandover - Plenty
SA2,702011053,Tanami
SA2,702011054,Yuendumu - Anmatjere
SA2,702021055,Barkly
SA2,702021056,Tennant Creek
SA2,702031057,Alligator
SA2,702031058,Daly
SA2,702031059,Thamarrurr
SA2,702031060,Tiwi Islands
SA2,702031061,West Arnhem
SA2,702041062,Anindilyakwa
SA2,702041063,East Arnhem
SA2,702041064,Nhulunbuy
SA2,702051065,Elsey
SA2,702051066,Gulf
SA2,702051067,Katherine
SA2,702051068,Victoria River
SA2,797979799,Migratory - Offshore - Shipping (NT)
SA2,799999499,No usual address (NT)
SA2,801011001,Aranda
SA2,801011002,Belconnen
SA2,801011003,Bruce
SA2,801011004,Charnwood
SA2,801011005,Cook
SA2,801011006,Dunlop
SA2,801011007,Evatt
SA2,801011008,Florey
SA2,801011009,Flynn (ACT)
SA2,801011010,Fraser
SA2,801011011,Giralang
SA2,801011012,Gooromon
SA2,801011013,Hawker
SA2,801011014,Higgins
SA2,801011015,Holt
SA2,801011016,Kaleen
SA2,801011017,Latham
SA2,801011018,Lawson
SA2,801011019,Macgregor (ACT)
SA2,801011020,Macquarie
SA2,801011021,McKellar
SA2,801011022,Melba
SA2,801011023,Page
SA2,801011024,Scullin
SA2,801011025,Spence
SA2,801011026,Weetangera
SA2,801011111,Molonglo Corridor
SA2,801011112,West Belconnen
SA2,801031031,Hume
SA2,801031032,Kowen
SA2,801031113,Canberra East
SA2,801031114,Canberra Airport
SA2,801031115,Majura
SA2,801041034,Amaroo
SA2,801041035,Bonner
SA2,801041036,Casey
SA2,801041037,Crace
SA2,801041038,Forde
SA2,801041039,Franklin
SA2,801041040,Gungahlin
SA2,801041043,Hall
SA2,801041044,Harrison
SA2,801041045,Mitchell
SA2,801041046,Ngunnawal
SA2,801041047,Nicholls
SA2,801041048,Palmerston
SA2,801041116,Gungahlin - East
SA2,801041117,Gungahlin - West
SA2,801041118,Jacka
SA2,801041119,Kenny
SA2,801041120,Moncrieff
SA2,801041121,Taylor
SA2,801041122,Throsby
SA2,801051049,Acton
SA2,801051050,Ainslie
SA2,801051051,Braddon
SA2,801051053,Civic
SA2,801051054,Dickson
SA2,801051055,Downer
SA2,801051056,Hackett
SA2,801051057,Lyneham
SA2,801051058,O'Connor (ACT)
SA2,801051060,Turner
SA2,801051061,Watson
SA2,801051123,Black Mountain
SA2,801051124,Campbell
SA2,801051125,Duntroon
SA2,801051126,Parkes (ACT) - North
SA2,801051127,Reid
SA2,801051128,Russell
SA2,801061062,Deakin
SA2,801061063,Forrest
SA2,801061064,Griffith (ACT)
SA2,801061066,Lake Burley Griffin
SA2,801061067,Narrabundah
SA2,801061068,Parkes (ACT) - South
SA2,801061069,Red Hill (ACT)
SA2,801061070,Yarralumla
SA2,801061129,Barton
SA2,801061130,Fyshwick
SA2,801061131,Kingston (ACT)
SA2,801071071,Banks
SA2,801071072,Bonython
SA2,801071073,Calwell
SA2,801071074,Chisholm
SA2,801071075,Conder
SA2,801071076,Fadden
SA2,801071077,Gilmore
SA2,801071078,Gordon (ACT)
SA2,801071079,Gowrie (ACT)
SA2,801071080,Greenway
SA2,801071081,Isabella Plains
SA2,801071082,Kambah
SA2,801071083,Macarthur
SA2,801071084,Monash
SA2,801071085,Mount Taylor
SA2,801071086,Oxley (ACT)
SA2,801071087,Richardson
SA2,801071088,Theodore
SA2,801071089,Tuggeranong
SA2,801071090,Wanniassa
SA2,801071132,Tuggeranong - West
SA2,801081091,Chapman
SA2,801081092,Duffy
SA2,801081093,Fisher
SA2,801081094,Holder
SA2,801081095,Rivett
SA2,801081096,Stirling
SA2,801081097,Waramanga
SA2,801081098,Weston
SA2,801081133,Scrivener
SA2,801091099,Chifley
SA2,801091100,Curtin
SA2,801091101,Farrer
SA2,801091102,Garran
SA2,801091103,Hughes
SA2,801091104,Isaacs
SA2,801091105,Lyons (ACT)
SA2,801091106,Mawson
SA2,801091107,O'Malley
SA2,801091108,Pearce
SA2,801091109,Phillip
SA2,801091110,Torrens
SA2,801101134,Arboretum
SA2,801101135,Coombs
SA2,801101136,Denman Prospect
SA2,801101137,Molonglo
SA2,801101138,Molonglo - North
SA2,801101139,Wright
SA2,801111140,ACT - South West
SA2,801111141,Namadgi
SA2,897979799,Migratory - Offshore - Shipping (ACT)
SA2,899999499,No usual address (ACT)
SA2,901011001,Christmas Island
SA2,901021002,Cocos (Keeling) Islands
SA2,901031003,Jervis Bay
SA2,901041004,Norfolk Island
SA2,997979799,Migratory - Offshore - Shipping (OT)
SA2,999999499,No usual address (OT)
