SA3_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
40107,243,244,491,913,885,1803,259,268,531,410,394,806,1587,1553,3139,328,321,648,200,201,402,489,545,1037,1016,1074,2086,53,60,111,64,91,151,37,19,58,100,167,267,0,0,0,250,337,586,793,986,1782,382,401,780,76,90,161,259,364,625,5,7,7,1513,1846,3355,33,42,72,69,103,176,0,0,3,104,149,255,914,990,1906,5631,6192,11824
40201,212,199,414,993,928,1925,235,225,464,466,461,926,1695,1613,3310,444,391,833,311,357,672,386,362,751,1148,1113,2254,58,55,109,26,64,94,90,99,192,96,190,289,0,0,7,267,411,686,179,294,482,54,113,163,30,56,83,76,165,241,0,4,4,338,633,969,20,36,57,24,95,120,3,0,4,48,132,184,1099,1053,2154,4810,5166,9970
40202,729,684,1409,3100,2931,6031,756,745,1499,823,768,1589,4679,4445,9117,1654,1513,3166,515,583,1104,556,504,1066,2730,2606,5335,210,249,454,175,358,535,201,212,410,311,562,871,9,9,21,910,1387,2297,490,669,1157,197,283,484,71,109,185,194,353,544,3,7,10,958,1417,2373,154,216,371,143,337,477,12,11,18,308,562,866,3643,3605,7251,13949,14705,28654
40203,447,441,892,1597,1525,3119,768,738,1506,404,405,812,2770,2668,5434,913,765,1680,452,527,977,341,327,666,1713,1616,3328,172,159,333,201,308,503,118,87,205,291,410,700,5,9,15,788,964,1756,1085,1025,2109,508,541,1044,89,92,179,313,444,759,8,11,16,1996,2112,4111,128,160,287,162,226,387,6,0,9,296,381,677,2660,2161,4824,10667,10349,21019
40204,891,901,1794,4427,4072,8499,1153,1157,2307,940,950,1890,6525,6172,12695,2408,2133,4538,846,878,1726,797,807,1600,4047,3816,7860,280,310,587,348,507,854,248,260,509,437,796,1237,12,12,25,1326,1889,3217,1407,1624,3031,585,637,1224,140,213,351,361,601,961,4,13,21,2500,3090,5594,260,334,588,259,502,758,12,8,18,527,840,1369,3892,3991,7880,19714,20697,40409
40205,554,523,1074,2830,2630,5462,759,681,1436,706,685,1388,4291,4000,8291,1565,1472,3036,579,577,1153,658,692,1352,2806,2734,5542,165,163,328,103,176,284,231,167,401,311,456,766,3,10,13,812,974,1783,966,1160,2122,300,409,712,128,171,294,306,590,891,7,5,7,1707,2326,4037,81,100,185,151,269,422,9,6,12,243,378,613,1841,2031,3876,12246,12966,25209
40301,179,157,339,605,590,1201,234,251,488,273,294,570,1121,1140,2255,360,342,703,321,256,581,191,161,352,871,764,1630,49,24,74,40,49,87,83,44,126,94,151,248,0,0,5,266,275,541,429,588,1015,167,220,389,54,63,120,158,264,415,4,8,6,814,1138,1951,25,21,51,48,86,136,0,3,0,74,118,187,973,1109,2078,4290,4692,8984
40302,561,502,1071,2366,2285,4655,716,701,1414,447,432,874,3523,3422,6947,1369,1383,2748,555,523,1075,420,411,830,2341,2317,4660,154,165,322,146,253,396,202,101,304,313,442,754,5,8,13,819,966,1786,1298,1670,2966,700,787,1490,116,175,294,422,678,1100,4,15,14,2541,3331,5865,106,134,236,147,248,398,4,11,14,260,392,649,2057,2249,4304,12113,13175,25283
40303,420,398,820,1924,1872,3797,450,492,935,559,593,1158,2933,2958,5888,787,790,1580,422,447,867,807,725,1537,2021,1969,3987,78,84,160,75,94,172,103,73,180,182,267,446,0,3,0,441,516,959,1223,1552,2773,553,654,1212,104,124,230,345,581,923,7,15,26,2241,2922,5164,65,59,123,96,156,254,3,5,10,166,224,392,1347,1410,2752,9576,10392,19967
40304,1058,1027,2083,5692,5181,10867,1035,998,2036,1316,1267,2586,8040,7448,15489,3213,3133,6341,694,640,1337,1127,1170,2294,5029,4946,9971,231,270,499,161,357,519,418,318,731,502,818,1320,12,9,20,1320,1767,3087,1171,1662,2835,433,668,1103,180,244,426,491,964,1457,8,15,20,2288,3553,5839,114,203,313,276,488,765,5,9,16,394,698,1093,4696,4987,9682,22825,24422,47250
40401,600,568,1166,2440,2273,4718,1467,1434,2896,335,340,681,4244,4048,8292,1394,1326,2717,996,1066,2059,343,327,669,2728,2713,5450,178,188,363,195,250,445,189,119,315,325,519,844,17,7,27,907,1077,1983,1523,1690,3207,509,586,1092,151,190,336,447,702,1153,7,24,30,2640,3187,5826,143,133,276,204,289,501,0,13,9,348,433,788,3054,3178,6230,14530,15206,29736
40402,328,332,656,1367,1280,2647,726,637,1364,180,187,368,2275,2109,4382,879,797,1676,475,500,974,171,150,323,1529,1444,2974,156,132,284,134,202,336,94,85,181,176,356,526,5,3,13,565,778,1349,594,781,1373,245,303,545,75,84,158,204,364,570,3,9,6,1116,1541,2659,76,111,191,90,180,272,8,6,10,175,294,469,1737,1884,3621,7712,8386,16097
40403,348,337,683,1320,1173,2488,578,675,1253,276,272,542,2177,2117,4289,617,672,1289,426,451,879,323,325,649,1361,1449,2815,140,125,260,169,216,387,110,84,196,225,263,480,0,6,4,641,689,1329,1238,1453,2691,571,680,1259,116,128,245,299,456,754,3,8,10,2233,2726,4964,100,104,202,133,191,326,0,8,7,231,302,538,1608,1809,3410,8601,9434,18027
40501,259,201,451,1249,1101,2350,54,41,90,568,542,1108,1870,1678,3548,669,650,1321,94,67,156,306,322,627,1067,1041,2106,30,39,65,13,64,71,100,63,166,98,172,266,3,4,4,239,344,581,116,243,365,41,86,127,15,23,37,67,154,223,0,3,4,241,507,751,19,29,48,33,89,121,0,0,3,59,115,172,1151,1128,2280,4887,5015,9899
40502,148,138,288,700,661,1359,120,135,260,164,170,336,981,969,1952,519,509,1030,16,16,28,101,120,225,640,649,1290,19,18,33,7,23,28,42,41,83,60,111,170,0,0,0,125,195,321,25,50,75,9,39,47,7,3,10,30,75,99,0,0,0,67,164,235,11,10,22,20,56,74,0,0,0,26,68,99,875,878,1753,2862,3063,5923
40503,160,129,291,765,755,1519,319,311,633,65,62,135,1154,1129,2283,535,494,1027,200,206,410,55,71,128,792,774,1570,16,37,55,12,64,76,63,53,116,75,104,174,3,0,3,171,256,430,29,65,94,11,36,51,5,18,24,36,82,117,0,0,0,82,209,289,22,25,45,12,46,57,0,0,3,29,68,101,1021,1013,2034,3410,3576,6987
40504,127,107,232,754,632,1384,107,94,202,117,143,267,981,871,1847,567,489,1058,11,3,21,82,71,158,666,571,1234,10,18,30,11,27,35,37,34,67,28,74,99,0,0,0,90,148,237,13,35,51,12,24,39,4,8,9,14,59,75,0,0,0,43,135,178,15,12,29,21,60,79,0,0,0,31,77,110,1032,1004,2039,2972,2913,5883
40601,387,357,739,2084,1919,3999,402,411,809,227,232,460,2715,2557,5273,1164,1054,2226,316,356,670,93,144,237,1576,1552,3129,38,79,115,54,108,158,95,116,211,118,303,426,10,8,12,318,612,926,39,125,166,39,141,187,18,58,70,92,233,322,3,3,7,193,555,749,32,40,70,51,121,176,8,0,5,88,167,251,2707,2507,5217,7970,8314,16283
40602,183,186,367,954,872,1824,193,165,363,27,35,65,1170,1073,2250,465,480,942,94,103,199,5,12,26,568,599,1169,20,15,33,13,31,40,52,49,105,102,118,225,3,3,7,190,222,413,13,36,47,14,33,45,11,16,22,66,126,189,0,0,0,100,212,310,13,16,29,16,60,78,0,4,4,29,77,105,2154,1396,3549,4393,3767,8164
40701,227,239,468,1353,1294,2646,66,48,119,463,437,894,1879,1776,3659,824,828,1655,42,49,87,319,393,707,1188,1259,2450,30,52,80,19,94,114,82,76,158,103,196,298,4,5,8,239,418,661,89,160,247,59,94,152,19,30,47,62,223,284,0,3,3,230,503,733,32,29,55,39,95,137,0,0,0,68,126,193,1857,1927,3784,5692,6256,11950
40702,413,361,772,2563,2332,4891,481,430,907,261,229,490,3307,2987,6289,1392,1371,2765,320,325,639,164,147,310,1874,1846,3716,58,73,128,44,114,160,178,160,332,131,302,434,6,6,12,417,654,1067,93,190,284,34,119,157,28,41,68,91,253,345,0,0,0,243,609,855,46,40,84,81,164,238,3,3,4,125,210,333,2801,2357,5157,9169,9016,18185
40703,369,352,722,2200,1994,4192,474,425,899,372,364,736,3048,2781,5830,1638,1658,3293,59,47,110,200,180,384,1897,1886,3784,64,65,131,41,96,136,136,127,261,147,294,448,6,3,9,394,595,989,110,217,328,46,93,142,13,36,48,74,209,281,4,6,6,245,563,812,47,65,106,88,153,238,0,3,8,134,217,349,3326,2769,6098,9414,9170,18582
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,5,8,8,28,30,55,0,3,5,0,5,8,29,43,76,34,38,70,0,0,0,4,6,15,39,47,86,4,5,12,7,10,20,0,4,3,3,7,10,0,0,0,21,24,43,22,12,35,16,19,33,0,3,3,7,9,12,0,0,0,40,38,81,11,10,21,7,3,13,0,0,0,18,11,29,403,220,625,552,393,946
50101,325,308,629,1566,1386,2959,405,401,804,480,491,972,2452,2273,4733,1065,979,2038,325,344,673,362,369,732,1754,1693,3446,47,84,129,34,86,122,143,81,217,115,270,384,3,4,6,347,521,871,59,106,167,47,131,177,10,32,42,90,273,356,0,0,0,200,544,736,32,44,83,56,122,174,3,0,3,96,164,260,2124,2087,4217,7288,7598,14887
50102,697,605,1299,3349,3186,6541,840,842,1683,557,494,1051,4747,4526,9275,2450,2405,4855,660,694,1352,564,565,1131,3678,3662,7341,165,190,355,77,195,265,330,172,505,189,481,670,8,9,17,770,1043,1808,123,327,455,92,283,382,46,103,146,181,516,694,0,7,7,446,1239,1683,53,93,149,125,260,387,3,3,7,183,355,537,4504,4135,8644,15027,15568,30590
50103,129,104,233,598,600,1196,267,284,551,30,40,68,896,928,1819,570,516,1085,124,156,278,69,53,119,762,717,1481,23,21,42,4,17,22,50,37,89,36,91,122,6,0,5,112,167,274,17,26,40,14,30,45,3,8,13,22,88,114,0,0,0,53,152,207,13,16,30,11,41,51,5,3,7,26,57,82,1074,1133,2204,3051,3259,6317
50201,547,503,1052,2719,2559,5279,642,699,1338,690,678,1361,4045,3933,7984,1637,1523,3160,539,607,1141,751,802,1553,2932,2935,5861,173,207,381,67,197,264,274,167,445,168,320,487,3,6,10,689,899,1588,397,617,1017,105,323,434,63,123,188,156,439,600,0,0,6,736,1511,2244,65,129,194,118,327,443,8,3,10,190,454,647,3722,3534,7255,12860,13770,26629
50301,432,385,818,1854,1702,3559,434,443,871,795,819,1613,3081,2966,6052,649,564,1215,450,592,1043,1898,1800,3699,2998,2959,5958,80,51,132,45,59,105,69,44,111,82,154,237,0,0,0,276,313,589,2485,2414,4896,744,671,1412,185,167,347,367,533,904,10,22,26,3788,3799,7584,42,42,84,84,165,256,7,5,10,130,213,351,2069,2053,4115,12780,12679,25458
50302,538,479,1022,2215,2006,4226,485,456,943,283,325,611,2990,2788,5778,965,993,1956,520,434,948,470,676,1139,1950,2097,4044,219,233,452,394,525,925,96,97,196,319,454,769,3,7,9,1037,1314,2347,1595,1822,3417,1025,987,2015,168,242,408,856,1058,1913,16,12,29,3664,4120,7784,251,337,592,262,478,734,0,6,10,516,820,1332,5105,4788,9889,15793,16407,32198
50401,447,415,861,1828,1585,3409,811,813,1625,330,330,662,2974,2723,5697,1021,998,2018,654,649,1307,371,364,735,2048,2011,4059,217,159,380,220,259,486,173,106,275,249,374,617,11,8,22,866,904,1773,930,977,1904,385,436,818,129,158,288,398,611,1012,12,12,26,1855,2196,4050,130,121,253,190,264,456,8,5,13,319,392,719,2736,2751,5485,11246,11392,22641
50402,253,218,469,1188,1112,2302,248,209,452,331,341,670,1769,1661,3425,645,671,1320,327,270,599,488,460,957,1465,1411,2875,78,56,137,30,71,100,136,56,191,65,162,221,3,0,3,306,344,649,228,336,567,60,107,173,63,67,125,120,250,370,9,3,9,481,763,1246,31,47,81,47,107,157,0,0,0,81,157,239,3180,1257,4434,7534,5806,13337
50403,848,851,1695,4031,3662,7696,1152,1086,2235,1074,982,2058,6258,5735,11993,2595,2428,5029,1072,1017,2089,1178,1001,2173,4840,4447,9291,322,291,620,180,263,439,343,219,564,338,595,934,13,18,31,1200,1390,2589,944,1336,2283,299,499,798,159,240,405,408,706,1109,6,16,21,1818,2797,4613,158,194,350,229,482,713,12,10,23,393,689,1085,4648,4966,9617,20001,20876,40879
50501,1008,876,1889,5007,4691,9697,1342,1318,2660,982,1016,1999,7333,7026,14360,3048,2820,5867,1230,1257,2483,1613,1540,3150,5883,5613,11497,303,293,601,117,226,346,489,193,684,357,521,880,6,12,16,1280,1245,2520,2188,2428,4614,532,699,1233,269,384,657,594,1057,1650,7,17,28,3596,4586,8180,106,141,249,219,400,619,8,5,14,333,548,880,3494,3211,6704,22934,23102,46036
50502,1119,1075,2196,4353,4170,8525,1906,1854,3759,875,875,1749,7131,6899,14027,2581,2388,4969,1559,1543,3105,1321,1385,2708,5459,5316,10778,460,391,846,514,651,1166,352,189,543,609,863,1474,26,18,41,1963,2102,4066,2405,2665,5068,1010,1171,2178,336,389,727,951,1366,2311,21,32,56,4719,5616,10336,322,345,668,416,724,1138,14,11,28,756,1082,1834,6613,7019,13636,27760,29113,56872
50503,1391,1312,2701,6973,6480,13456,1529,1500,3030,1337,1254,2599,9843,9236,19081,4376,4009,8383,1317,1408,2725,1441,1477,2915,7133,6891,14031,488,482,966,244,461,703,590,292,884,482,778,1263,25,15,41,1826,2025,3849,1676,2098,3774,467,798,1259,254,375,626,565,992,1554,15,21,37,2966,4288,7249,254,310,557,313,693,1008,9,13,19,573,1015,1589,6207,6233,12439,29939,31004,60941
50601,633,612,1244,2681,2461,5136,396,423,822,677,687,1364,3751,3569,7323,1573,1541,3113,273,271,545,571,618,1190,2421,2427,4854,188,220,406,122,220,340,209,145,352,216,364,583,9,6,12,743,952,1694,494,677,1174,201,333,537,76,128,205,285,470,754,6,13,17,1068,1621,2686,107,131,235,135,282,416,7,9,15,245,425,665,2788,2703,5488,11644,12311,23947
50602,341,322,661,1267,1206,2474,612,589,1204,299,296,596,2184,2091,4274,717,658,1372,471,503,978,200,194,392,1391,1352,2743,270,173,445,277,358,629,147,100,243,241,328,565,3,3,5,941,956,1890,1124,1074,2197,596,623,1220,97,161,265,400,511,912,5,6,18,2229,2388,4616,204,172,369,207,296,503,4,7,12,413,465,879,3756,3362,7117,11253,10939,22193
50603,501,463,969,2802,2631,5426,593,516,1116,393,371,763,3791,3516,7311,2361,2240,4597,475,447,922,388,418,802,3219,3102,6322,408,295,699,355,387,739,234,101,335,272,408,677,5,10,12,1274,1195,2473,2674,2601,5277,1103,891,1990,215,211,429,401,517,922,20,16,30,4412,4231,8651,256,204,459,198,274,472,4,3,7,458,481,936,2666,2679,5350,16332,15671,32001
50604,811,817,1624,4016,3639,7658,764,697,1460,793,805,1595,5571,5137,10706,2753,2512,5262,723,701,1423,717,732,1450,4194,3947,8140,364,336,701,262,380,648,308,216,526,330,577,906,15,9,25,1284,1526,2808,1225,1392,2614,430,563,996,148,186,335,324,553,880,5,17,24,2136,2711,4845,211,210,426,239,409,652,6,6,17,460,632,1092,4649,3416,8066,19100,18180,37278
50605,373,319,694,1787,1733,3520,429,444,874,381,352,733,2600,2529,5131,1118,1136,2254,649,612,1257,341,365,708,2111,2116,4220,109,101,211,44,91,141,178,89,271,126,182,303,3,3,3,463,472,933,374,558,930,113,184,298,70,110,171,159,328,484,0,5,12,713,1181,1892,51,60,112,94,196,297,4,3,9,150,264,415,1841,1775,3611,8243,8656,16895
50606,205,203,407,1016,908,1929,126,121,249,264,264,524,1408,1293,2705,541,522,1067,70,73,146,276,307,585,891,905,1796,50,50,104,18,40,55,70,62,130,78,106,182,3,0,3,219,254,477,119,190,307,36,82,121,20,33,54,61,125,191,3,0,3,239,429,671,22,32,59,31,68,97,3,0,3,54,101,155,1264,826,2088,4278,4019,8301
50607,211,186,392,748,795,1547,335,283,619,277,262,534,1366,1340,2699,364,339,697,565,256,814,540,482,1026,1468,1074,2543,107,96,204,80,126,204,63,37,100,114,168,280,3,4,9,363,434,790,1165,1231,2398,490,416,910,110,120,229,282,359,637,10,4,10,2051,2138,4189,52,41,96,81,151,227,4,4,8,139,193,330,1469,1545,3008,7053,6902,13955
50701,656,688,1346,3415,3106,6522,962,973,1936,308,330,644,4687,4415,9101,1657,1607,3259,1123,1211,2328,412,456,866,3190,3267,6456,287,207,493,155,212,366,272,161,431,280,420,696,8,5,12,993,999,1993,890,1285,2175,334,520,857,137,200,341,399,721,1121,0,14,16,1772,2737,4507,122,120,237,190,322,508,4,7,10,315,444,759,3415,3384,6790,15023,15937,30959
50702,182,198,378,830,805,1630,196,237,436,150,180,330,1179,1223,2397,405,390,796,309,369,679,191,201,392,903,960,1870,58,43,103,66,74,131,52,33,86,65,118,186,3,0,3,242,265,511,415,523,939,229,354,587,53,79,127,232,383,614,8,3,11,936,1346,2281,25,28,55,63,117,176,3,0,4,91,142,234,1695,1713,3416,5224,5849,11076
50703,285,261,544,1299,1165,2470,244,234,476,298,340,636,1844,1739,3585,721,705,1424,178,153,331,224,233,461,1121,1092,2210,108,95,202,51,107,159,108,54,158,118,161,275,0,0,3,382,419,801,215,341,558,101,167,269,38,60,100,141,223,365,0,3,3,503,792,1296,55,68,122,62,147,209,0,0,0,116,215,335,2586,1518,4100,6837,6032,12863
50704,574,595,1172,3121,2716,5832,789,831,1618,278,341,617,4186,3888,8074,1728,1580,3310,1121,1276,2395,810,764,1579,3663,3618,7281,210,138,350,143,159,298,191,83,283,187,285,468,7,5,14,743,669,1410,2042,2222,4262,609,693,1297,232,245,471,477,674,1158,8,11,28,3372,3842,7216,69,121,194,166,267,430,3,5,10,237,389,625,2589,2749,5341,15359,15759,31120
50705,854,793,1646,4794,4469,9263,687,758,1447,905,844,1745,6389,6072,12458,2860,2709,5569,580,615,1189,947,942,1887,4387,4257,8644,280,294,576,91,267,359,367,262,628,274,532,809,16,19,31,1027,1372,2398,594,916,1509,183,476,658,100,190,295,314,675,987,3,10,15,1193,2263,3460,109,155,261,178,457,629,11,9,16,292,620,914,5232,4731,9960,19370,20105,39476
50901,370,310,678,1789,1672,3461,239,237,482,446,448,893,2473,2363,4835,1373,1259,2634,142,136,281,427,440,865,1940,1841,3776,122,87,214,51,85,136,158,130,282,166,317,479,3,8,10,494,633,1126,66,99,167,36,96,132,20,36,55,84,239,323,3,0,3,208,467,676,41,55,96,52,96,150,0,3,3,90,157,247,3118,2516,5630,8690,8281,16965
50902,340,298,634,1768,1710,3482,372,354,730,111,125,235,2260,2192,4451,1130,1056,2190,234,217,448,174,170,349,1537,1442,2983,60,53,113,8,41,54,109,102,211,90,251,341,0,4,4,269,449,723,69,125,194,28,71,99,11,30,44,69,180,244,3,0,3,184,402,582,112,42,152,37,128,166,3,0,5,155,172,329,3496,2699,6193,8236,7659,15897
50903,139,107,253,772,819,1592,75,75,158,10,25,40,863,918,1783,446,419,861,8,6,10,33,23,51,476,446,930,14,16,26,3,17,29,36,25,60,22,93,111,4,0,4,76,151,229,12,31,44,3,24,27,6,14,24,28,70,99,0,0,3,50,145,192,3,11,15,13,50,60,0,5,5,14,68,83,1174,1083,2264,2799,2926,5729
51001,242,221,462,1214,1198,2417,382,359,738,95,110,207,1688,1673,3360,727,669,1397,130,157,285,61,70,135,917,901,1820,23,17,39,15,16,33,62,48,114,127,212,337,0,7,12,231,301,532,24,47,65,28,75,98,5,19,23,78,234,309,3,3,3,134,377,509,19,26,46,25,75,105,3,3,10,50,100,153,2687,2500,5184,5955,6071,12027
51002,167,151,314,874,834,1707,75,79,161,35,34,70,984,947,1935,476,490,969,6,3,10,26,12,43,505,513,1020,23,16,40,23,22,44,42,51,96,102,163,263,4,3,7,194,256,452,4,11,21,13,38,45,7,20,32,139,150,288,3,0,4,162,223,384,5,21,23,39,66,105,3,5,6,45,89,135,2833,1597,4423,4893,3777,8665
51003,283,230,507,1307,1203,2507,180,178,364,46,45,89,1530,1425,2956,658,473,1135,170,165,339,21,16,29,850,649,1504,14,14,27,17,25,42,61,57,118,177,191,372,7,3,12,275,295,569,9,29,41,37,45,81,5,12,16,143,185,323,0,0,0,194,270,467,7,8,20,48,84,130,3,0,6,63,91,155,3677,1513,5193,6867,4480,11348
51101,88,100,186,587,571,1155,46,42,91,56,44,106,692,658,1349,441,415,865,10,4,15,116,117,236,567,543,1112,22,10,26,3,7,15,28,33,65,26,69,100,0,0,0,83,123,204,11,19,27,10,16,22,4,15,20,15,60,73,0,0,0,35,107,140,9,9,19,10,31,38,0,0,0,15,36,52,1046,970,2013,2520,2537,5062
51102,75,57,133,246,224,472,87,84,179,55,55,108,397,358,757,165,147,318,55,48,99,4,13,19,227,204,432,7,3,7,0,6,12,19,15,30,17,50,72,0,0,0,39,82,123,0,8,10,3,14,19,0,3,8,16,36,46,0,0,0,25,60,81,4,3,4,3,11,13,0,0,0,6,14,20,745,638,1375,1510,1409,2925
51103,261,245,510,1426,1390,2816,276,309,583,117,101,219,1813,1797,3617,693,655,1346,328,354,685,94,98,192,1115,1106,2220,43,53,94,9,41,52,102,131,229,111,277,390,7,7,10,269,505,772,105,52,154,87,62,148,20,29,49,133,218,348,0,0,0,336,367,701,19,36,51,49,90,141,8,3,4,70,130,197,2760,2121,4874,6634,6266,12899
51104,326,289,617,1583,1447,3027,570,591,1166,272,291,561,2421,2327,4749,930,859,1793,536,593,1132,241,259,498,1709,1713,3421,63,114,182,40,87,124,119,102,218,116,279,396,6,4,9,344,583,927,41,119,168,33,98,134,15,55,72,86,255,338,0,3,4,189,523,714,33,41,75,47,103,146,0,3,4,81,143,224,3164,2659,5822,8230,8241,16471
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,3,0,3,70,8,75,87,6,94
59999,14,7,17,51,51,96,13,3,16,13,14,26,72,70,139,21,26,49,0,3,7,3,3,7,27,35,61,5,7,9,14,10,28,3,3,11,14,14,30,0,0,0,34,40,67,27,34,61,25,14,38,4,3,8,9,19,25,0,0,0,67,70,128,8,10,20,14,11,27,0,0,0,28,16,43,982,607,1592,1215,838,2049
60101,62,77,136,641,603,1243,258,233,492,67,48,115,961,884,1849,365,329,691,191,157,350,23,15,44,581,500,1076,75,66,141,13,16,32,46,36,84,38,78,115,3,0,3,167,202,369,43,81,124,16,23,40,6,8,22,19,70,92,0,0,0,89,189,274,8,12,20,10,43,53,0,0,0,22,56,80,674,734,1409,2552,2643,5193
60102,200,192,393,1723,1556,3281,523,564,1086,193,236,424,2439,2353,4789,889,778,1662,493,486,976,206,212,425,1584,1476,3066,130,129,259,37,95,136,157,81,242,144,216,354,3,3,9,467,525,994,312,381,691,121,158,275,45,57,96,202,428,630,4,4,9,681,1030,1711,38,47,86,83,118,202,3,7,9,122,171,294,1808,1520,3333,7317,7265,14585
60103,184,198,382,1609,1525,3138,651,644,1298,110,102,216,2372,2274,4647,963,937,1897,449,473,929,97,90,184,1511,1502,3012,186,207,393,92,144,238,154,106,264,175,252,424,4,9,14,613,725,1337,265,281,543,137,157,293,35,65,101,161,324,479,0,3,3,601,824,1421,60,66,126,90,179,266,4,0,9,151,249,400,1985,2220,4203,7415,7992,15402
60104,147,141,287,1121,992,2117,265,291,558,320,297,624,1712,1586,3293,702,604,1307,209,257,467,326,316,641,1229,1175,2413,86,73,157,29,37,65,76,41,120,113,151,264,0,3,3,306,308,614,238,274,512,96,159,259,34,60,89,170,353,529,0,3,3,546,855,1399,26,38,59,40,105,141,4,0,6,71,139,211,808,820,1631,4820,5025,9844
60105,208,187,396,1278,1103,2379,193,258,455,361,362,725,1840,1721,3562,661,523,1189,203,278,478,570,577,1153,1434,1381,2819,108,106,214,105,136,242,94,62,153,140,189,320,3,3,6,444,487,934,1396,1505,2899,864,797,1659,113,119,231,396,665,1066,8,9,14,2772,3100,5871,35,46,81,83,117,202,3,3,4,118,166,287,1617,1598,3211,8435,8644,17077
60106,54,58,114,530,501,1036,156,151,304,33,27,57,719,678,1399,301,261,563,111,162,276,36,42,79,457,467,924,42,49,92,9,33,42,56,30,83,36,75,108,4,0,4,142,178,324,53,76,130,18,29,47,3,18,23,44,110,155,0,3,3,119,233,350,14,8,19,17,40,55,0,0,0,28,49,79,560,609,1168,2079,2273,4349
