SA3_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
11801,1200,1036,2233,2135,2048,4184,454,548,1001,1604,1468,3069,4193,4068,8260,426,430,859,452,532,988,2190,2190,4382,3068,3155,6225,82,114,199,133,213,347,145,123,266,378,520,900,6,7,13,748,977,1726,1433,1704,3138,484,740,1227,226,258,487,875,1273,2149,19,15,34,3049,3981,7028,157,218,377,449,674,1125,7,12,20,612,905,1519,6139,6799,12937,19002,20917,39923
11802,1134,1074,2208,2381,2330,4709,1309,1240,2545,889,869,1757,4577,4435,9007,957,956,1912,1300,1242,2542,993,982,1981,3249,3184,6435,162,184,343,186,280,468,262,135,397,423,566,992,18,13,22,1051,1171,2225,5929,5899,11834,1986,1664,3652,281,284,564,846,1319,2164,31,36,59,9070,9201,18266,237,302,538,354,530,878,4,5,17,597,843,1434,6786,5299,12089,26453,25207,51666
11901,1581,1403,2980,4794,4356,9153,1837,1747,3582,1378,1427,2811,8015,7531,15545,3609,3639,7251,1581,1450,3028,994,962,1954,6183,6051,12231,319,318,634,263,602,862,602,202,804,406,694,1097,27,15,37,1611,1831,3446,2531,2929,5465,707,727,1430,346,387,735,513,706,1218,21,28,48,4115,4779,8892,281,462,737,290,645,938,13,19,29,580,1126,1705,5630,5799,11425,27712,28525,56238
11902,1142,988,2130,3717,3332,7045,1350,1317,2663,756,767,1526,5822,5411,11231,2468,2511,4982,1307,1173,2480,613,522,1133,4388,4210,8598,307,277,583,356,487,847,349,143,496,370,586,959,23,19,40,1406,1515,2923,2398,2240,4644,1290,886,2174,251,249,499,496,560,1051,35,26,64,4476,3959,8435,469,489,952,336,593,929,19,22,42,820,1107,1927,4620,4578,9195,22672,21764,44441
11903,1013,905,1917,3364,3147,6512,924,965,1888,354,391,750,4644,4500,9146,2454,2335,4798,1067,1005,2077,549,665,1213,4076,4008,8087,229,236,463,225,373,598,323,126,451,318,491,811,3,9,15,1099,1230,2329,2913,2897,5813,1097,1114,2212,269,245,514,503,620,1117,19,21,47,4799,4898,9702,288,341,626,304,510,814,9,3,14,599,861,1460,3070,3242,6305,19297,19651,38946
11904,1035,976,2014,3193,2868,6060,1062,1105,2168,452,458,906,4702,4428,9133,2127,2060,4186,1063,967,2029,450,500,947,3636,3521,7156,286,258,543,301,452,753,360,184,544,511,620,1130,11,12,18,1470,1521,2993,2618,2661,5280,1337,1278,2613,228,251,477,643,779,1418,27,25,53,4850,4998,9850,418,485,901,493,682,1175,16,14,37,929,1181,2114,4560,4582,9137,21183,21209,42392
12001,722,634,1356,1756,1681,3444,967,927,1892,319,339,653,3040,2950,5992,767,677,1439,896,883,1780,442,509,947,2106,2061,4169,115,118,229,129,175,306,133,62,195,197,318,510,3,0,6,579,680,1260,1521,1846,3366,615,627,1242,190,166,356,499,668,1171,8,25,32,2830,3342,6170,129,159,284,190,315,507,3,8,8,326,477,800,2391,2647,5034,11997,12783,24779
12002,564,527,1087,1506,1457,2964,422,368,792,283,258,541,2214,2078,4290,472,419,887,307,381,687,438,364,798,1216,1160,2375,64,55,113,52,80,133,72,45,112,135,207,343,3,4,4,328,385,709,624,732,1353,230,383,615,87,123,206,469,743,1213,0,8,9,1406,1981,3391,34,51,84,118,197,321,0,0,0,150,254,403,2174,2207,4379,8042,8595,16640
12003,1005,970,1975,3022,3008,6022,1096,1099,2191,488,495,976,4606,4593,9195,1935,2201,4140,1217,1020,2235,854,811,1666,4009,4029,8036,366,327,691,397,561,952,270,153,426,486,690,1178,4,14,16,1515,1741,3263,4058,4137,8200,1839,1741,3587,367,325,685,931,1240,2176,35,30,67,7226,7476,14709,570,601,1174,478,702,1182,8,20,29,1060,1320,2383,5040,4892,9930,24465,25031,49492
12101,1214,1099,2312,3353,3316,6669,876,720,1595,661,615,1274,4887,4652,9543,1121,1365,2482,1388,805,2194,1295,1074,2366,3800,3244,7047,109,128,244,175,278,453,107,91,195,281,539,823,7,7,13,682,1043,1724,2039,2179,4219,643,803,1445,238,237,478,754,1003,1757,14,18,34,3688,4238,7927,164,234,403,251,451,704,4,7,14,423,694,1122,2763,2973,5729,17456,17950,35407
12102,908,840,1748,2984,2870,5849,597,543,1143,344,299,639,3921,3707,7633,1683,1777,3459,596,792,1385,541,423,961,2815,2984,5802,101,106,209,92,181,275,286,90,377,276,494,767,3,3,4,758,880,1638,1080,1242,2321,367,396,764,164,154,321,411,638,1046,7,6,16,2028,2437,4460,73,95,161,146,247,394,0,3,4,220,344,562,1508,1579,3087,12170,12767,24938
12103,1221,1095,2319,4015,3745,7759,685,610,1298,1516,1384,2906,6217,5745,11965,1994,1636,3631,791,998,1789,2851,2798,5647,5636,5432,11067,96,96,191,85,137,214,181,94,274,224,432,654,3,6,13,588,760,1347,2434,2713,5146,398,496,897,315,260,573,630,914,1545,18,16,30,3791,4403,8195,72,87,157,219,410,627,0,0,0,294,497,786,2267,2645,4910,20013,20575,40591
12104,718,732,1455,1754,1700,3456,378,444,825,678,564,1241,2812,2710,5520,549,618,1172,410,438,848,1035,929,1958,2000,1983,3978,66,77,140,68,160,222,66,58,124,225,410,640,3,8,9,428,715,1140,1022,1197,2218,386,629,1014,162,192,355,797,1164,1965,3,15,21,2367,3197,5565,83,127,211,191,398,589,0,4,4,277,526,803,3443,3715,7153,12042,13570,25614
12201,465,437,896,1241,1264,2506,292,265,552,254,269,522,1790,1797,3587,333,347,681,396,372,769,521,518,1044,1247,1245,2487,21,31,55,33,56,90,58,34,91,100,168,269,0,3,5,213,294,506,470,545,1012,111,170,289,83,80,160,253,314,561,3,5,12,920,1110,2028,33,44,84,114,216,327,0,3,3,153,266,414,1355,1445,2802,6137,6591,12725
12202,668,587,1255,2117,2052,4172,308,313,624,418,384,798,2838,2751,5595,1070,1068,2140,501,567,1071,597,540,1135,2173,2171,4344,67,63,127,29,39,70,261,97,364,151,220,370,0,0,3,515,418,930,583,644,1234,105,162,262,110,107,211,218,372,592,0,4,10,1016,1293,2307,32,35,64,82,221,295,0,0,0,109,252,364,1506,1692,3200,8822,9173,17992
12203,1646,1462,3114,5266,4975,10245,1148,1037,2185,889,769,1664,7312,6783,14090,2725,2777,5498,1646,1260,2901,1132,1025,2148,5494,5053,10552,152,141,290,196,278,472,506,254,763,486,759,1251,12,8,20,1345,1443,2788,1488,1681,3167,411,549,962,276,301,579,642,1030,1677,8,17,25,2826,3585,6408,134,167,299,330,511,838,9,3,12,473,681,1154,3787,4286,8071,22883,23293,46182
12301,762,746,1505,2368,2244,4608,704,745,1452,401,371,777,3472,3360,6832,1327,1373,2703,769,747,1517,340,346,687,2441,2468,4908,72,93,166,27,73,92,378,164,537,140,255,392,3,4,5,612,582,1197,447,691,1136,95,206,302,84,118,205,208,412,626,3,6,9,837,1437,2278,31,58,91,62,185,246,0,0,0,94,244,339,1231,1393,2618,9448,10229,19682
12302,1440,1317,2754,5653,5234,10890,1060,1045,2098,795,734,1535,7511,7013,14523,3635,3622,7257,1382,1249,2633,562,519,1079,5584,5394,10972,261,269,529,193,346,543,585,289,877,414,719,1137,14,18,35,1475,1648,3125,1572,1877,3453,524,657,1185,233,282,512,465,746,1210,15,28,44,2810,3588,6403,202,302,502,225,543,766,6,11,24,437,857,1294,5087,5682,10764,24343,25502,49841
12303,462,434,897,1563,1439,3009,286,287,579,255,246,499,2108,1973,4086,899,833,1729,351,332,680,267,306,570,1517,1469,2985,41,50,90,5,41,46,261,98,357,81,161,243,7,4,8,394,347,748,224,372,593,74,121,196,44,67,103,92,233,320,3,5,5,430,797,1222,17,29,50,39,117,154,0,0,4,61,146,209,1267,1264,2528,6244,6430,12672
12401,732,707,1440,2313,2261,4576,526,496,1018,506,444,944,3341,3196,6543,1552,1535,3088,564,474,1034,570,517,1089,2690,2525,5212,101,114,219,77,118,192,301,160,462,267,433,698,4,4,14,753,833,1590,653,754,1407,193,290,483,88,137,223,436,871,1312,4,3,13,1378,2061,3434,60,91,147,107,244,348,0,3,6,172,338,505,1821,1936,3754,10882,11596,22483
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
12403,1624,1453,3069,4579,4311,8892,1326,1363,2689,722,765,1480,6620,6437,13059,2315,2475,4784,1756,1621,3373,753,652,1404,4820,4742,9562,141,218,357,108,294,401,717,335,1043,387,691,1071,15,10,25,1361,1539,2906,1039,1332,2367,379,504,888,200,294,496,453,847,1302,11,14,25,2077,3000,5073,104,135,237,180,427,606,8,12,12,289,571,859,3855,4126,7981,20644,21867,42511
12404,359,326,680,1022,903,1920,404,418,823,135,133,268,1562,1456,3019,624,604,1222,334,392,721,165,165,324,1114,1154,2268,38,77,110,18,45,70,226,102,328,111,186,302,4,3,4,393,419,812,235,371,607,89,142,231,43,86,126,92,206,293,4,3,4,458,806,1264,15,37,54,33,109,142,0,3,3,50,143,197,1898,1468,3364,5838,5777,11611
12405,510,446,955,1784,1719,3506,430,448,883,195,157,346,2413,2327,4738,1155,1155,2309,493,468,963,143,170,307,1783,1794,3577,78,93,176,69,128,202,258,138,396,136,251,389,3,7,6,549,617,1166,423,501,918,128,159,291,75,114,189,119,243,362,5,3,9,751,1018,1771,56,101,154,56,156,214,3,10,10,118,264,380,1819,1961,3771,7939,8423,16363
12501,607,539,1147,2072,1921,3993,521,486,1006,497,481,984,3089,2894,5986,1579,1567,3147,443,452,895,404,376,785,2429,2398,4823,235,200,433,368,396,762,192,94,283,340,368,712,8,8,14,1141,1056,2201,1977,1775,3749,1178,901,2079,204,179,381,424,425,848,15,15,32,3794,3286,7078,411,408,821,391,477,865,11,10,20,817,894,1709,4858,3297,8148,16740,14362,31096
12502,562,587,1154,2097,1963,4064,624,592,1212,171,174,342,2895,2726,5617,1525,1411,2934,626,548,1176,327,271,597,2477,2231,4712,87,73,162,100,206,311,167,64,228,181,312,490,9,4,15,540,664,1204,1228,1288,2513,352,404,754,139,144,289,316,419,738,10,11,20,2053,2268,4315,88,114,204,144,243,389,8,3,7,241,360,596,1521,1557,3078,10292,10396,20682
12503,1400,1249,2652,4327,3928,8254,1816,1952,3767,717,682,1404,6858,6570,13421,2935,2766,5705,1558,1672,3231,484,514,992,4977,4954,9934,365,365,727,299,546,844,431,201,634,450,639,1091,27,30,53,1581,1773,3355,2026,2338,4363,779,735,1518,287,289,579,431,588,1021,15,18,34,3540,3970,7505,368,470,837,281,580,858,15,16,28,659,1066,1724,5742,5420,11164,24756,24992,49754
12504,1304,1179,2482,4395,4038,8431,1000,994,1997,224,234,457,5617,5269,10885,2338,2183,4520,805,864,1667,487,273,755,3632,3309,6939,224,165,386,229,412,644,239,131,373,386,687,1072,16,4,16,1091,1395,2485,2248,2032,4278,1180,1189,2372,259,245,497,668,848,1514,15,22,37,4369,4332,8704,374,336,711,302,573,869,10,8,17,680,914,1591,4764,4721,9482,21450,21127,42579
12601,421,407,830,1721,1676,3392,221,227,447,180,140,325,2119,2045,4160,1178,1167,2344,235,320,554,386,317,702,1801,1798,3599,66,53,116,69,96,163,114,36,151,122,249,373,3,0,4,370,441,812,1300,1287,2586,352,342,696,124,129,255,267,340,608,9,9,18,2047,2116,4159,54,64,113,71,146,216,0,0,3,119,213,334,752,752,1505,7642,7761,15400
12602,1132,1099,2236,3340,3132,6469,1183,1148,2333,470,397,868,4991,4679,9670,1867,1758,3623,1766,1161,2928,653,623,1276,4280,3547,7833,216,273,485,291,448,740,260,112,374,420,689,1114,8,16,20,1197,1542,2730,3560,3755,7316,1359,1440,2797,330,352,674,767,992,1763,24,15,34,6038,6550,12588,199,224,422,276,490,764,3,9,12,475,721,1196,3136,3316,6448,21251,21451,42699
12701,1001,868,1869,3215,2974,6192,1185,1201,2389,770,745,1516,5168,4926,10094,2415,2333,4751,1243,1251,2489,594,644,1236,4256,4223,8480,186,175,363,100,219,317,410,165,577,225,371,601,14,17,31,941,946,1890,1219,1646,2869,204,299,500,195,231,426,239,455,689,4,10,16,1862,2645,4506,138,182,320,162,300,460,18,6,21,312,495,801,3639,3711,7349,17173,17809,34985
12702,1238,1143,2385,5562,5116,10678,1648,1667,3313,427,421,842,7635,7202,14834,5357,5003,10354,1384,1484,2870,410,467,874,7147,6954,14098,555,469,1020,436,773,1200,575,242,819,458,743,1198,39,29,66,2048,2250,4302,2858,3480,6334,549,613,1161,392,402,796,380,516,896,27,19,44,4205,5030,9231,549,767,1315,403,877,1289,21,34,59,969,1688,2658,5415,5591,11005,28660,29857,58515
12703,1036,948,1990,3684,3382,7073,1068,1095,2160,790,768,1558,5540,5252,10793,2500,2366,4867,1056,1033,2089,701,748,1447,4257,4149,8406,203,221,424,217,386,604,370,169,539,333,545,880,18,19,41,1144,1335,2482,1401,1767,3163,366,505,869,184,254,435,372,609,982,9,16,24,2326,3149,5480,233,290,521,225,403,628,8,6,18,468,696,1166,4811,4812,9624,19593,20354,39944
12801,1122,919,2041,3428,3100,6526,960,928,1891,200,201,403,4585,4235,8820,2182,2091,4272,934,972,1905,356,430,787,3468,3494,6962,99,154,256,60,106,166,504,170,675,311,433,743,11,10,18,989,866,1854,1046,1354,2398,238,292,531,190,229,419,448,757,1205,5,18,27,1927,2642,4572,50,77,126,164,329,491,3,14,13,212,419,634,2765,2914,5680,15064,15500,30561
12802,1254,1155,2408,3584,3366,6947,1266,1252,2514,336,285,624,5184,4901,10087,2336,2245,4577,1139,1116,2262,428,449,882,3909,3810,7717,115,148,261,59,94,155,595,222,822,266,418,686,10,8,16,1040,898,1939,1199,1491,2691,230,288,522,177,254,431,454,805,1258,11,13,25,2081,2850,4927,75,77,155,151,292,443,0,3,3,226,370,603,1807,1920,3730,15499,15913,31413
19797,0,0,0,3,7,10,0,0,0,0,0,0,4,7,10,4,10,9,0,4,3,0,0,0,3,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,3,3,7,21,33,46,29,62,93
19999,32,19,49,85,106,191,8,10,21,14,15,36,107,131,243,63,32,97,5,10,16,10,19,25,75,55,134,15,20,43,17,30,44,29,15,44,31,53,78,5,0,9,97,120,217,110,123,228,64,76,139,10,10,17,31,42,71,0,4,7,209,254,461,26,38,60,37,33,65,0,0,4,60,69,129,2231,1127,3360,2819,1779,4593
20101,902,869,1772,2782,2579,5362,1230,1232,2463,483,496,975,4496,4304,8797,1468,1490,2961,1261,1116,2372,715,764,1479,3443,3371,6814,175,158,331,66,122,188,237,161,398,242,314,554,11,5,17,733,758,1487,1173,1565,2742,392,548,944,121,183,300,407,744,1156,9,4,18,2100,3048,5150,124,118,245,187,308,494,4,3,9,319,435,747,3368,3735,7100,15357,16516,31865
20102,204,187,386,777,760,1539,264,257,523,107,102,210,1151,1121,2270,442,455,893,215,227,441,112,127,244,770,814,1583,27,28,56,10,12,29,65,37,103,63,85,142,4,7,8,171,169,337,84,129,212,39,97,144,25,27,53,73,206,275,0,3,3,220,470,690,24,35,56,43,89,132,0,0,0,64,121,189,1308,1385,2686,3884,4264,8145
20103,163,173,340,783,679,1457,161,181,345,45,48,97,988,909,1895,466,448,916,132,126,257,126,132,261,730,704,1435,24,28,51,6,17,21,43,21,71,33,54,86,5,0,5,110,125,243,63,97,151,15,49,66,11,28,44,50,82,135,0,0,4,137,252,392,16,32,49,37,57,93,3,6,6,57,99,150,1416,1063,2483,3604,3330,6937
20201,805,716,1521,2633,2439,5073,1065,1013,2082,309,300,606,4011,3755,7763,1877,1781,3657,780,717,1505,393,378,767,3051,2876,5928,182,230,416,109,183,293,253,168,425,198,358,561,9,7,15,757,947,1712,767,1316,2081,219,366,580,73,126,198,275,495,772,7,10,15,1332,2313,3647,83,107,188,151,263,417,8,5,14,240,371,611,3529,3771,7305,13734,14760,28488
20202,380,326,712,1330,1223,2547,389,372,764,195,214,405,1912,1811,3719,767,777,1546,341,349,695,301,337,637,1410,1466,2879,59,59,120,21,62,81,110,58,165,96,128,229,3,0,3,286,312,597,134,239,375,64,133,201,22,31,56,107,293,407,0,3,9,333,710,1042,19,28,50,62,142,198,0,5,8,81,174,256,2691,2185,4879,7093,6982,14073
20203,87,62,147,306,322,633,91,86,175,28,15,38,422,428,845,253,279,528,58,51,105,36,46,88,349,379,725,12,8,22,6,12,21,22,7,28,13,29,41,0,0,0,50,64,109,21,38,57,4,17,19,6,0,9,9,42,50,0,0,0,43,97,137,4,12,18,5,34,43,0,0,0,13,43,56,621,569,1194,1579,1637,3215
20301,201,169,367,802,777,1577,51,56,112,156,117,270,1006,944,1954,342,321,662,165,193,361,236,173,406,741,692,1428,15,21,39,10,16,27,72,38,102,36,93,125,3,0,6,136,170,305,93,118,216,13,55,65,19,29,48,45,98,146,0,3,3,180,299,477,16,14,32,17,70,91,0,0,0,35,86,121,686,640,1328,2975,3004,5982
20302,1553,1397,2956,4823,4592,9416,1668,1641,3304,841,819,1660,7327,7055,14381,3146,2720,5869,1441,1800,3243,1520,1380,2904,6105,5901,12011,378,441,818,170,344,517,536,313,849,505,667,1167,7,18,23,1593,1786,3374,2391,2871,5257,842,893,1738,230,332,561,591,1101,1695,11,22,39,4060,5221,9286,259,325,584,392,681,1075,13,11,28,666,1022,1686,7006,6609,13619,28312,28991,57301
20303,685,607,1293,2272,2141,4411,715,666,1385,313,304,623,3304,3118,6419,1093,926,2017,629,705,1333,595,521,1113,2314,2152,4470,90,103,190,40,92,131,210,95,300,194,238,430,6,0,3,531,517,1055,413,571,983,133,253,386,63,84,148,207,477,687,0,4,11,820,1395,2213,43,64,106,115,220,336,3,5,6,161,283,447,2185,2323,4504,10004,10390,20394
20401,412,363,774,1347,1271,2623,620,579,1199,93,110,198,2058,1966,4025,1054,1048,2103,355,346,698,262,256,519,1671,1646,3316,93,82,179,26,50,79,161,102,267,117,199,318,3,3,3,409,444,849,130,200,333,32,103,140,29,49,79,109,276,382,0,3,3,299,639,934,87,52,142,67,157,219,3,0,3,157,208,368,2579,2649,5225,7591,7908,15493
20402,307,308,617,1041,925,1962,615,554,1164,187,218,398,1839,1694,3528,684,642,1329,587,640,1226,170,182,353,1447,1466,2909,66,72,140,25,81,105,131,79,210,91,184,272,0,7,10,315,423,737,72,165,240,33,73,104,9,35,45,68,219,286,0,3,7,186,496,676,30,34,63,41,94,142,0,0,6,77,129,209,1887,2127,4014,6054,6639,12690
20403,637,607,1240,1979,1896,3875,727,660,1389,342,360,699,3045,2915,5962,1420,1347,2775,608,621,1230,260,317,577,2289,2285,4575,192,148,345,75,138,215,288,184,470,200,372,567,9,3,12,763,843,1606,139,302,443,84,187,276,30,64,96,190,445,635,3,4,6,451,1007,1454,132,96,230,102,217,321,6,3,17,246,317,561,2901,2725,5625,10327,10703,21027
20501,383,374,764,1519,1370,2887,396,431,825,263,246,508,2176,2053,4225,895,886,1788,312,340,658,296,338,632,1510,1564,3075,74,84,164,23,78,102,165,93,261,88,210,297,0,0,3,355,469,823,174,313,492,56,177,229,33,53,92,104,271,382,0,5,9,369,823,1199,41,65,106,65,141,205,3,5,5,106,212,316,1770,1965,3735,6674,7464,14141
20502,299,300,604,1149,1110,2254,311,308,617,149,110,262,1605,1524,3132,741,701,1443,385,390,771,98,89,185,1227,1181,2404,44,76,118,21,73,90,90,70,162,84,155,234,3,6,6,240,376,617,41,97,136,14,71,87,10,26,38,68,205,277,0,3,3,133,403,539,23,37,62,48,113,162,3,4,6,80,157,235,2172,2346,4524,5756,6288,12044
20503,467,430,897,1801,1770,3570,313,294,608,215,241,453,2325,2308,4633,1207,1156,2366,248,280,533,270,333,597,1725,1768,3497,67,83,142,35,76,104,155,89,242,120,218,337,4,7,9,371,464,838,106,155,260,55,114,165,10,40,54,87,312,394,0,3,3,257,621,876,61,59,121,82,173,252,7,4,10,144,240,389,2594,2766,5361,7882,8602,16483
20504,482,464,953,2067,1889,3954,709,720,1430,167,175,345,2941,2782,5727,1339,1407,2743,552,522,1079,255,278,531,2143,2209,4355,114,153,271,56,130,185,232,154,382,155,249,408,11,8,16,569,691,1260,317,511,827,134,222,355,40,97,141,160,332,495,3,4,4,656,1166,1825,90,67,159,106,253,354,8,5,13,205,325,523,3186,3375,6561,10182,11015,21199
20505,342,296,631,1172,1079,2256,433,409,844,152,140,283,1756,1629,3384,725,710,1433,398,422,814,180,204,389,1304,1335,2636,44,41,88,19,57,72,109,66,176,70,162,230,0,3,3,246,332,574,85,147,232,19,81,100,19,43,66,82,225,308,0,0,3,206,498,710,36,47,80,60,105,164,0,8,8,93,157,247,2641,1842,4484,6585,6088,12672
20601,653,607,1258,1770,1600,3369,620,639,1265,144,189,333,2535,2430,4968,1131,961,2095,321,444,763,174,241,416,1632,1639,3270,167,156,325,221,205,433,106,68,175,265,279,540,3,8,10,767,724,1492,1820,2257,4073,1262,1464,2726,150,251,402,705,1180,1884,16,14,25,3948,5170,9112,125,169,297,201,310,505,3,9,9,323,487,811,2540,2662,5201,12397,13720,26118
20602,470,414,886,1510,1407,2917,328,370,698,82,135,218,1920,1905,3825,808,667,1473,226,284,509,248,219,469,1280,1167,2450,87,87,174,107,132,240,69,34,103,157,172,326,3,3,5,424,426,849,731,1020,1747,416,616,1032,64,105,169,411,755,1163,4,4,7,1623,2492,4122,49,66,118,88,192,279,0,0,0,139,260,399,1619,1765,3378,7485,8426,15915
20603,501,473,977,1180,1030,2212,901,896,1798,311,368,684,2391,2302,4695,738,651,1388,670,696,1370,430,550,979,1841,1899,3734,122,136,256,114,172,280,113,59,166,151,182,331,8,0,8,499,540,1043,1327,1468,2796,567,597,1163,139,150,288,408,631,1039,9,13,18,2445,2857,5305,110,189,300,151,298,449,6,10,11,263,495,761,2311,2476,4787,10256,11037,21293
20604,402,377,774,961,891,1850,203,208,408,189,231,425,1347,1330,2682,724,626,1350,143,163,309,390,459,845,1260,1248,2511,687,760,1449,695,910,1601,157,115,272,434,545,977,7,7,16,1969,2345,4314,10713,13996,24707,3288,3333,6618,287,363,647,1013,1284,2298,39,40,83,15345,19012,34363,728,1064,1798,710,887,1597,5,17,22,1443,1970,3414,8285,7967,16246,30051,34253,64307
20605,633,600,1224,1566,1520,3086,286,303,591,511,435,946,2362,2257,4617,677,609,1280,189,228,418,644,657,1297,1504,1490,2993,122,137,255,188,250,444,74,85,161,283,368,653,5,10,16,685,850,1529,1151,1365,2519,710,945,1654,123,181,306,792,1192,1986,13,13,26,2794,3699,6489,169,181,352,289,506,797,5,7,18,463,700,1163,5191,5209,10399,13627,14795,28419
20606,306,312,618,500,464,960,152,167,320,458,512,970,1109,1143,2253,137,204,345,149,186,327,581,645,1229,868,1035,1897,102,101,206,115,143,260,55,56,107,168,201,363,5,5,9,442,505,943,1246,1716,2965,585,702,1289,126,190,316,572,710,1281,6,8,12,2542,3315,5859,64,105,170,147,285,428,0,5,11,204,395,602,2821,3027,5850,8293,9734,18027
20607,446,464,914,1471,1366,2840,286,307,588,164,217,383,1923,1889,3810,656,779,1438,272,226,500,305,354,660,1230,1364,2594,140,134,276,199,264,465,74,70,144,293,305,606,5,7,20,721,780,1499,1368,1883,3254,999,1203,2202,157,212,364,923,1392,2315,9,10,23,3454,4700,8156,116,221,336,247,429,674,3,14,16,359,661,1018,4068,4208,8276,12200,14072,26273
20701,1440,1331,2772,4558,4117,8679,1389,1269,2655,1181,1446,2627,7132,6829,13958,2141,2193,4331,1515,1232,2747,2933,3155,6091,6588,6581,13172,306,209,516,216,285,500,175,73,242,326,404,731,7,6,6,1026,977,2008,4918,4798,9709,1338,1399,2741,405,435,839,993,1429,2425,19,28,43,7669,8094,15761,192,234,430,300,580,875,9,16,26,500,825,1326,4112,4377,8485,28468,29014,57488
20702,706,648,1351,2384,2142,4522,735,675,1417,237,246,479,3355,3062,6419,1858,1655,3513,573,613,1187,563,574,1138,2992,2844,5842,183,147,334,132,184,311,159,56,215,190,242,433,5,6,18,673,641,1315,1813,1891,3702,430,471,902,154,151,311,336,444,788,12,22,32,2749,2984,5733,132,148,277,239,415,655,4,7,11,378,567,948,1924,2231,4151,12775,12981,25758
20703,880,836,1717,2868,2576,5439,722,705,1431,301,387,688,3891,3663,7557,1821,1654,3480,659,716,1373,782,1049,1837,3263,3427,6687,367,227,596,262,291,551,198,81,279,257,312,569,4,9,10,1087,923,2011,3516,3549,7068,1117,1107,2227,208,226,430,479,693,1168,16,15,34,5341,5583,10926,233,215,447,310,478,782,4,3,8,546,702,1243,2316,2547,4861,17324,17676,35004
