SA3_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
31902,82,504,2656,8069,4311,701,177,470,16969,5,57,196,59,11,0,0,19,348,0,0,11,3,0,0,0,0,19,5,57,216,57,11,3,0,19,362,4,90,338,49,11,3,0,36,530,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,11,0,3,0,0,0,0,0,0,7,4,102,338,48,11,3,0,39,545,95,178,63,51,19,3,3,49,472,0,10,11,26,19,8,3,8,92,188,857,3286,8258,4368,717,184,585,18441
31903,74,395,2053,8241,4793,733,176,410,16883,0,36,346,100,6,0,0,23,518,8,43,123,84,3,0,0,13,273,10,80,472,181,16,0,0,35,795,4,175,137,37,7,0,3,19,384,0,3,15,13,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,181,157,51,7,0,3,23,419,87,179,81,40,29,3,3,40,459,0,15,16,25,11,9,0,15,95,174,843,2775,8542,4856,750,183,520,18644
31904,23,155,1757,7827,6761,863,198,379,17955,16,101,746,452,30,4,0,50,1395,18,155,402,427,22,0,0,31,1056,28,257,1143,877,58,4,0,82,2451,3,42,252,88,7,0,0,29,427,0,19,113,32,0,0,0,0,168,0,16,126,65,0,0,0,10,211,0,0,0,0,0,0,0,0,0,0,75,490,185,7,0,0,40,806,76,227,94,45,18,3,0,40,494,3,16,42,50,18,3,4,74,201,131,723,3530,8978,6855,872,205,617,21913
31905,66,309,2566,7621,3713,627,134,406,15439,5,192,287,66,0,0,0,37,595,0,37,66,24,0,0,0,7,125,5,228,353,88,3,0,0,38,722,3,60,237,51,11,0,0,29,396,0,8,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,75,244,60,11,0,0,30,415,75,169,59,33,13,0,7,37,400,8,14,14,41,27,0,0,16,118,153,788,3226,7844,3770,635,141,528,17100
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,0,56,325,409,160,58,23,19,1060,13,265,502,193,31,5,0,26,1024,4,117,933,817,87,14,3,44,2012,16,381,1437,1006,116,16,3,70,3040,11,215,268,117,5,3,0,24,648,18,170,570,83,7,0,3,34,878,67,751,1640,351,34,4,3,53,2896,0,0,3,0,0,0,0,0,3,99,1135,2472,556,44,8,8,111,4421,0,16,23,17,5,3,6,7,72,3,13,17,15,4,0,3,31,86,120,1603,4279,1993,325,84,44,237,8678
40102,40,341,2412,11919,7821,1329,268,320,24431,0,129,367,209,14,0,4,28,756,0,3,16,27,11,0,0,0,60,0,133,383,240,28,0,3,24,814,0,25,103,12,3,0,0,5,153,0,3,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,120,12,3,0,0,5,169,10,37,31,13,7,0,3,3,109,0,5,38,55,15,6,5,12,136,55,540,2985,12231,7872,1334,273,365,25654
40103,3,99,1176,5038,3727,918,190,114,11273,3,227,1483,801,66,4,0,82,2664,0,99,321,518,99,4,0,17,1067,3,329,1804,1319,164,12,0,100,3727,6,319,998,90,5,0,0,43,1453,0,14,93,4,0,0,0,3,119,0,38,82,33,0,0,0,3,162,0,0,0,0,0,0,0,0,0,4,375,1177,126,5,0,0,47,1736,0,0,3,4,0,0,0,0,13,0,3,4,12,4,0,0,0,26,11,802,4158,6509,3905,933,192,262,16778
40104,13,97,1142,8732,3555,526,98,215,14379,4,110,1055,1345,252,24,4,94,2895,0,0,93,271,116,26,0,7,520,4,119,1148,1620,366,50,4,104,3409,8,196,1098,181,10,3,4,45,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,196,1099,182,13,3,4,47,1551,0,0,0,7,3,0,0,0,8,0,5,4,17,10,3,4,5,47,30,419,3397,10545,3948,588,109,369,19402
40105,5,76,1244,4324,1653,324,47,129,7808,0,276,1566,774,92,9,7,60,2778,0,69,633,847,79,18,0,43,1689,0,345,2198,1618,171,25,7,96,4464,11,458,1404,145,7,0,3,41,2074,0,27,180,0,4,0,0,7,216,0,11,100,27,0,0,0,3,144,0,3,0,0,0,0,0,0,3,8,499,1687,177,7,0,3,49,2436,0,0,12,9,9,0,0,4,38,0,5,16,16,11,3,0,7,63,21,927,5153,6152,1855,360,52,289,14808
40106,4,85,1078,3657,1806,385,90,96,7198,0,222,705,416,33,3,3,40,1433,0,11,237,322,70,4,0,18,664,0,228,950,742,107,14,3,58,2098,3,179,868,46,3,0,0,40,1139,0,10,67,0,0,0,0,10,90,0,17,58,3,0,0,0,3,85,0,0,4,0,0,0,0,0,7,6,212,1000,52,3,0,0,56,1322,0,14,12,11,3,0,0,4,46,0,0,7,16,3,0,0,8,36,11,540,3046,4472,1918,400,89,218,10697
40107,10,78,1309,4335,2347,445,74,120,8711,0,178,1096,583,46,4,0,39,1948,0,51,274,382,32,4,0,21,764,0,227,1367,964,84,9,0,60,2713,29,503,1861,321,14,0,0,62,2794,0,32,170,34,6,0,0,6,256,0,17,146,40,3,3,0,3,215,0,0,0,0,0,0,0,0,0,32,556,2175,395,23,5,6,76,3262,0,3,3,6,0,0,0,0,15,0,8,9,12,0,0,0,3,32,36,872,4870,5713,2456,455,77,256,14738
40201,7,150,969,5416,3726,574,111,186,11132,11,167,507,513,34,0,0,46,1283,0,0,20,45,5,0,0,0,67,11,167,532,551,39,0,0,51,1350,27,13,74,6,0,0,0,7,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,74,6,0,0,0,7,126,14,43,4,5,3,0,0,5,74,0,3,7,10,9,0,0,6,45,57,376,1587,5994,3783,575,114,260,12728
40202,36,155,1259,16085,6517,924,189,547,25711,34,300,1190,2865,260,21,17,216,4896,0,36,189,378,22,0,0,16,644,33,339,1371,3242,281,24,17,229,5538,9,229,198,37,0,5,0,40,519,0,6,49,4,0,0,0,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,237,247,37,0,5,0,42,578,10,56,20,5,3,0,0,3,97,0,16,3,32,23,3,0,7,85,91,799,2904,19402,6823,948,208,833,32011
40203,27,198,2083,12173,3247,443,79,339,18592,24,209,1540,1779,165,27,7,125,3873,0,27,227,790,95,17,0,15,1164,25,232,1760,2571,258,43,10,139,5036,4,243,1145,108,0,0,3,61,1568,0,11,22,0,0,0,0,0,26,0,4,33,0,0,0,0,0,39,0,0,0,0,0,0,0,0,3,4,260,1200,106,0,0,3,59,1639,8,35,3,9,3,0,0,6,67,0,8,13,53,11,0,0,8,97,65,730,5073,14911,3528,484,96,551,25442
40204,51,249,1853,27119,9234,1257,236,785,40787,6,346,2116,1639,78,5,4,128,4331,5,12,281,982,124,9,0,17,1433,11,349,2404,2618,200,15,6,148,5756,5,293,840,170,9,3,0,65,1384,0,14,311,63,0,0,0,7,387,0,18,272,21,0,0,0,3,315,0,0,3,0,0,0,0,0,3,5,323,1422,250,9,3,0,70,2092,15,68,35,50,0,0,0,9,176,0,4,16,28,7,0,0,12,76,87,997,5730,30066,9448,1278,243,1029,48886
40205,20,176,1917,18821,8648,1243,179,419,31422,3,162,1385,642,50,4,0,82,2324,0,0,112,340,11,0,0,11,472,3,166,1492,979,58,4,3,97,2790,0,59,520,160,0,0,0,26,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,64,526,163,3,0,0,26,776,0,0,3,12,4,0,0,0,23,0,0,11,29,7,3,0,4,59,26,407,3943,20007,8720,1249,183,544,35079
40301,0,55,928,3974,1873,296,77,113,7316,4,227,1906,745,42,8,4,81,3020,0,40,285,519,126,11,0,12,1000,5,272,2196,1261,160,16,7,97,4017,3,398,822,85,7,3,7,46,1369,0,108,375,117,3,0,0,26,628,3,190,310,196,12,0,0,20,726,0,0,0,3,0,0,0,0,3,9,696,1515,399,22,3,6,93,2732,5,11,13,8,4,0,0,0,37,0,8,20,21,8,0,0,13,66,19,1040,4664,5663,2068,317,93,305,14168
40302,18,158,2479,14998,5769,888,144,417,24882,7,501,2621,3045,178,31,9,175,6564,3,39,453,1210,120,18,6,43,1887,8,536,3071,4260,304,41,17,216,8453,7,378,1616,329,15,0,0,83,2426,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,383,1618,331,15,0,0,83,2436,0,0,7,13,3,0,0,0,20,0,3,24,70,8,3,0,4,113,35,1085,7206,19664,6094,932,159,717,35901
40303,11,168,2000,9270,5513,1145,216,254,18569,3,137,739,876,228,20,3,34,2043,0,10,75,92,54,13,5,66,319,3,147,819,973,282,31,4,103,2364,10,318,1640,146,13,0,3,60,2196,0,25,84,0,0,0,0,0,115,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,346,1719,152,11,3,3,62,2309,0,0,17,13,7,6,0,0,43,0,8,21,30,4,0,0,11,84,29,669,4567,10438,5822,1185,223,427,23365
40304,54,394,3500,34453,14762,2126,318,864,56486,32,421,2751,1063,44,0,6,198,4520,0,12,137,366,57,9,0,21,598,32,437,2888,1430,99,8,6,222,5118,3,160,713,364,21,0,0,36,1313,0,3,31,3,0,0,0,4,39,0,6,36,10,0,0,0,0,51,0,5,5,3,0,0,0,0,12,3,173,791,382,21,0,0,45,1413,41,125,97,23,9,0,0,16,312,3,21,29,51,20,0,0,13,135,140,1144,7308,36338,14916,2141,327,1155,63464
40401,37,250,3819,16398,5548,747,133,491,27428,19,584,3301,3051,287,29,12,239,7524,6,80,1067,2125,656,105,20,69,4124,25,668,4369,5176,936,139,31,308,11647,14,417,1995,258,9,0,4,85,2793,3,22,348,30,0,0,3,17,419,0,46,353,89,4,0,0,12,505,0,14,13,4,0,0,0,0,28,16,502,2702,385,12,0,7,118,3744,6,17,17,26,7,0,4,8,94,0,9,32,68,24,3,3,9,152,80,1445,10945,22051,6535,895,178,930,43059
40402,15,181,2446,9497,2631,365,66,290,15494,23,381,1937,1447,179,17,12,136,4129,4,53,332,717,86,12,0,18,1223,28,436,2267,2161,266,25,16,158,5358,9,315,1060,122,10,4,3,54,1570,0,6,94,19,0,0,0,0,122,0,143,70,20,0,0,0,4,245,0,4,3,0,0,0,0,0,5,12,464,1232,159,12,8,4,61,1945,4,8,24,31,15,3,0,6,89,3,15,20,28,8,0,3,11,78,59,1106,5991,11874,2924,400,89,521,22965
40403,17,206,2233,9248,3008,463,117,283,15569,13,522,2179,1193,79,11,9,120,4113,3,81,304,686,95,6,4,24,1197,16,602,2475,1878,167,19,9,142,5311,17,489,2064,128,11,4,3,67,2783,16,103,447,9,0,0,0,18,596,0,12,187,20,0,0,0,7,228,0,0,0,0,0,0,0,0,0,31,603,2699,159,11,4,3,93,3602,0,8,27,5,9,0,0,4,52,0,7,17,39,14,3,0,12,91,62,1426,7449,11325,3210,490,127,538,24623
40501,24,166,1435,6310,3766,462,72,168,12401,0,65,238,220,7,0,0,23,558,0,0,3,0,0,0,0,0,12,0,65,243,225,7,3,0,23,566,0,54,54,21,0,0,3,11,145,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,57,21,0,0,3,11,142,25,33,21,18,5,0,0,8,105,0,6,6,30,16,4,0,6,64,48,320,1759,6595,3793,465,83,217,13283
40502,21,154,1306,4291,1973,289,78,169,8280,0,59,86,73,6,3,3,8,240,0,0,0,0,0,0,0,0,3,0,63,86,71,6,3,3,8,243,0,36,51,3,0,0,0,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,3,0,0,0,6,97,9,29,19,29,10,0,3,16,123,0,3,22,20,19,0,0,9,75,38,288,1485,4416,2010,293,84,208,8818
40503,17,156,1361,5674,2032,281,64,211,9787,0,110,231,434,28,11,3,40,862,0,3,0,3,9,0,0,0,16,0,115,231,436,39,12,3,45,877,0,52,52,10,0,0,3,9,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,10,3,0,3,9,133,13,25,7,14,8,5,0,12,88,3,3,10,45,16,0,5,6,89,37,343,1671,6180,2095,294,79,278,10978
40504,17,160,1533,5219,2188,263,50,207,9632,0,99,161,74,3,0,0,16,347,0,0,4,9,4,0,0,0,17,0,99,158,80,8,3,0,16,363,0,27,82,36,3,0,0,7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,82,36,3,0,0,7,162,11,70,37,23,12,0,3,13,168,3,7,4,22,13,0,0,7,53,35,355,1813,5384,2216,264,56,251,10376
40601,47,295,1916,9309,3821,529,96,364,16373,15,185,926,2617,177,36,24,185,4168,0,0,11,63,16,0,0,0,92,15,185,935,2679,194,36,24,183,4259,6,133,448,124,6,0,0,34,759,0,3,20,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,134,471,128,5,0,0,33,787,45,107,41,47,28,8,0,19,293,0,6,27,49,16,3,0,11,116,110,729,3388,12215,4070,573,130,615,21824
40602,24,224,946,4114,1665,232,44,220,7467,5,62,234,405,38,7,14,39,814,0,0,3,15,10,3,0,0,31,5,62,237,418,52,14,14,39,847,0,73,185,80,7,0,0,12,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,185,80,7,0,0,12,358,20,45,18,22,9,0,0,28,141,0,18,22,49,22,16,4,11,151,50,418,1411,4687,1753,257,65,309,8954
40701,43,348,2971,9927,4480,582,117,350,18815,3,76,503,174,11,3,0,39,806,0,0,36,99,14,4,0,5,160,3,76,533,275,19,8,0,43,962,0,81,162,39,3,0,0,12,290,0,12,15,11,0,0,0,0,37,0,0,5,3,0,0,0,0,13,0,3,0,3,0,0,0,0,3,0,88,180,52,3,0,0,8,342,26,86,46,34,5,3,3,16,214,0,0,22,33,20,4,0,7,97,82,597,3756,10322,4533,595,118,426,20431
40702,34,265,2399,12474,5141,721,125,417,21575,7,160,678,725,51,13,11,56,1689,0,4,20,27,3,0,0,0,55,7,158,697,755,47,12,8,56,1747,10,151,657,173,9,3,0,44,1053,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,16,0,0,3,0,0,0,0,0,3,10,151,665,176,9,3,0,44,1070,20,44,23,33,9,0,0,3,129,0,0,22,50,14,0,3,15,107,67,624,3799,13482,5219,739,141,534,24625
40703,57,454,3206,13643,5446,691,144,592,24229,6,177,733,577,31,4,9,99,1632,0,8,5,0,0,3,0,0,20,6,181,737,577,28,13,9,96,1652,6,120,390,34,3,0,0,47,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,119,390,34,3,0,0,47,599,38,123,93,71,21,3,0,20,375,8,20,23,74,30,9,0,26,194,119,898,4449,14402,5532,712,153,781,27048
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,24,251,1219,6117,7212,734,143,244,15953,3,134,439,398,80,4,3,49,1106,0,33,11,78,42,6,0,6,179,3,163,453,475,124,9,4,58,1290,0,25,48,4,3,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,30,55,6,3,0,0,4,96,30,130,260,68,18,3,3,28,542,5,10,23,31,18,4,3,15,101,61,585,2005,6703,7375,755,151,352,17981
50102,34,186,1964,11726,15646,1613,252,561,31987,11,306,949,1199,96,9,5,92,2666,0,16,76,250,44,3,0,6,396,11,317,1029,1446,138,9,6,104,3063,10,222,404,156,5,0,4,52,848,0,3,54,29,0,0,0,3,85,0,0,20,17,0,0,0,0,37,0,0,0,0,0,0,0,0,0,10,227,483,202,5,0,4,54,975,38,157,103,30,3,0,3,27,363,0,13,18,41,29,6,4,32,137,88,896,3593,13451,15827,1628,267,773,36528
50103,24,168,1100,3583,2596,386,101,172,8135,0,46,140,32,3,0,0,11,235,0,0,0,0,0,0,0,0,4,0,46,142,33,4,0,0,11,236,0,47,66,9,0,0,3,9,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,9,0,0,3,9,130,3,31,22,10,5,0,6,9,86,0,3,9,15,11,0,3,0,52,34,293,1339,3652,2620,385,105,209,8633
50201,31,273,1884,9778,15835,1472,232,542,30043,13,374,1458,1341,95,3,0,150,3439,4,52,206,583,85,12,0,28,965,17,423,1666,1927,178,17,0,180,4402,3,192,436,194,4,0,0,49,885,3,0,44,82,6,0,0,0,141,0,5,88,137,12,0,0,3,245,0,0,0,0,0,0,0,0,0,9,200,569,415,21,0,0,56,1269,39,184,125,14,10,0,0,29,400,0,12,19,18,20,3,0,5,83,92,1086,4264,12159,16058,1492,236,811,36196
50301,5,79,1207,5172,6733,2410,474,219,16296,0,118,543,660,71,11,5,33,1432,3,65,424,1046,295,35,0,31,1895,4,180,971,1703,368,41,3,67,3332,3,327,783,157,15,0,3,48,1331,35,551,549,119,3,0,0,27,1290,0,170,710,253,20,3,0,25,1174,0,0,0,0,0,0,0,0,0,37,1045,2034,535,36,7,7,101,3797,0,0,3,0,5,0,0,0,13,0,7,9,16,6,0,0,12,51,45,1307,4223,7426,7149,2458,486,393,23490
50302,6,175,2671,7558,4455,865,134,345,16211,3,237,1068,935,114,11,4,72,2449,11,280,1301,2464,429,36,5,64,4594,14,515,2366,3406,545,51,10,132,7037,28,926,1836,346,15,3,4,114,3265,69,1433,2515,435,8,0,9,112,4589,126,2875,4984,1236,44,11,3,206,9486,0,3,0,0,0,0,0,0,8,225,5235,9339,2019,71,14,11,433,17352,3,22,43,23,5,0,0,13,116,7,22,44,36,12,3,0,19,141,263,5980,14467,13039,5082,931,157,947,40859
50401,20,162,2043,10813,7699,1070,188,418,22418,11,298,1478,2126,291,16,6,121,4349,5,183,567,844,125,9,0,43,1777,10,479,2050,2971,417,23,7,166,6129,7,189,820,253,4,0,0,37,1305,0,120,379,48,4,0,0,14,564,0,249,262,17,0,0,0,13,544,0,0,0,0,0,0,0,0,3,5,556,1464,319,7,3,3,61,2415,0,3,3,5,3,0,0,3,19,0,6,6,31,23,3,3,8,82,40,1208,5572,14144,8145,1103,197,655,31065
50402,17,154,982,5007,5918,1023,224,198,13520,3,157,256,212,30,3,0,29,690,0,4,24,3,0,0,0,0,33,3,165,278,213,30,5,0,32,725,0,8,7,0,0,0,0,0,12,0,4,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,19,12,0,0,0,0,3,30,6,13,4,0,3,0,3,3,36,0,4,3,7,7,4,0,3,28,22,350,1276,5232,5960,1029,227,234,14335
50403,39,201,1170,12168,19885,2169,380,604,36612,8,240,1071,2451,435,22,4,122,4353,0,49,217,344,55,0,0,15,683,6,297,1285,2794,488,26,3,135,5035,0,56,90,45,7,0,0,5,201,0,46,183,20,3,3,0,5,254,0,0,20,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,99,287,63,10,3,0,15,477,28,94,89,24,10,0,0,25,268,0,9,4,35,27,0,3,15,98,69,705,2839,15077,20415,2205,392,801,42496
50501,26,130,764,13610,27869,4365,611,567,47934,0,129,672,2089,269,23,9,78,3262,5,79,140,621,301,54,14,33,1249,5,205,807,2709,571,80,22,106,4509,23,83,190,175,10,0,0,32,505,0,42,228,79,11,0,0,10,363,0,69,176,86,3,0,0,13,348,0,3,0,0,0,0,0,0,5,23,201,595,341,18,3,0,51,1233,0,35,94,24,12,3,3,11,175,0,14,11,12,16,5,3,10,65,58,575,2267,16696,28490,4450,636,747,53914
50502,29,258,2471,18947,16087,2829,452,726,41791,27,1107,6659,13212,677,50,28,594,22356,0,192,905,3125,951,75,12,100,5357,26,1300,7566,16331,1630,129,32,692,27716,18,723,2241,356,12,0,0,123,3483,0,211,368,67,5,0,0,17,675,3,61,159,152,3,0,0,14,405,0,0,0,3,0,0,0,0,5,29,999,2769,575,25,3,0,160,4568,8,13,3,13,5,0,0,7,52,0,10,31,82,33,4,0,16,170,91,2583,12840,35946,17782,2961,487,1604,74300
50503,45,196,1627,15589,32763,3317,462,858,54856,6,344,1199,3083,699,45,3,161,5541,0,34,155,340,66,16,8,16,634,6,377,1355,3422,765,64,8,177,6178,0,18,37,20,4,4,0,3,78,0,8,25,3,0,0,0,0,36,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,25,65,25,5,4,0,5,128,17,69,46,10,10,4,0,6,158,0,3,5,29,18,3,0,5,72,67,671,3108,19067,33560,3389,477,1053,61388
50601,34,164,861,9435,11365,1366,257,423,23905,7,185,630,1830,316,18,7,132,3122,0,8,6,33,15,0,3,3,70,7,200,635,1870,334,18,5,135,3195,0,22,82,35,12,0,0,5,156,0,3,53,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,134,43,12,0,0,5,222,15,37,12,11,4,0,0,5,83,0,3,9,16,7,3,0,10,53,53,427,1645,11374,11727,1391,264,579,27453
50602,13,213,2063,8719,4400,569,106,383,16477,14,380,1102,2251,346,29,6,157,4279,22,157,450,1223,311,24,8,50,2247,32,540,1546,3472,658,53,10,216,6530,6,312,385,207,70,9,8,87,1078,7,288,549,98,0,0,0,35,977,6,561,807,298,21,0,0,33,1730,0,0,0,0,0,0,0,0,0,19,1160,1736,603,93,6,8,158,3778,0,5,4,10,8,0,0,4,33,3,11,18,29,21,0,3,19,88,73,1930,5370,12828,5169,627,126,780,26910
