SA3_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
11203,72,428,2745,10085,7417,1405,290,493,22929,9,258,1587,2134,60,8,5,185,4243,5,136,660,1269,107,18,7,45,2248,15,389,2249,3402,167,24,12,228,6489,32,300,1208,376,27,8,0,96,2051,0,98,881,311,5,0,3,79,1368,0,64,446,205,7,0,0,31,751,0,3,3,0,0,0,0,0,5,37,470,2532,894,33,8,3,202,4180,109,507,429,68,18,0,3,77,1211,11,45,112,54,23,0,7,24,282,240,1835,8073,14503,7661,1441,313,1022,35089
11301,25,178,1336,6750,4756,737,149,395,14326,0,80,266,213,13,3,0,37,614,0,0,29,4,0,0,0,0,31,0,82,293,221,9,3,0,37,651,6,173,654,220,10,0,3,74,1146,0,6,21,5,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,11,6,184,670,221,16,3,3,79,1184,36,45,30,34,17,3,3,17,180,0,12,19,46,25,10,6,6,127,77,498,2344,7282,4818,754,162,536,16474
11302,13,92,695,2566,1331,197,35,123,5047,4,34,48,17,0,0,0,5,105,0,6,16,3,0,0,0,0,27,4,40,60,21,0,0,0,8,135,0,32,104,5,0,0,0,12,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,104,5,0,0,0,12,153,0,10,6,8,5,0,0,4,32,0,8,7,14,10,3,0,4,41,26,174,861,2609,1344,201,32,152,5403
11303,33,246,2811,13636,9941,1820,336,727,29552,5,100,649,147,15,0,0,41,951,4,3,115,82,3,0,0,0,203,5,104,759,226,17,0,0,46,1154,34,363,1626,219,17,0,3,110,2365,0,26,40,12,0,0,0,4,85,3,11,13,6,0,0,0,0,35,0,3,3,3,3,0,0,0,14,35,402,1681,241,17,0,3,114,2488,12,58,50,70,71,9,3,24,293,0,5,26,44,32,14,11,14,143,88,811,5330,14213,10079,1841,352,923,33640
11401,40,476,3850,15092,10735,1931,385,789,33301,11,200,1079,543,45,3,3,94,1981,0,100,260,202,15,7,0,23,608,13,305,1340,743,61,8,4,113,2585,12,160,424,221,23,3,4,65,921,0,4,11,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,11,13,176,438,231,27,3,4,65,963,39,224,514,121,31,3,0,65,1002,12,41,69,76,32,17,0,31,276,123,1222,6214,16259,10893,1962,397,1060,38127
11402,29,236,1528,6591,5816,1305,317,304,16123,0,68,442,201,23,0,4,24,764,0,0,93,164,23,0,0,3,293,0,68,541,361,46,4,4,30,1055,4,80,168,38,11,0,0,15,319,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,81,170,44,11,0,0,13,324,10,30,46,15,8,3,0,14,136,0,5,33,35,29,3,10,16,130,47,420,2309,7047,5910,1320,329,382,17770
11501,17,114,502,6882,20235,6386,1184,417,35745,3,142,570,470,37,3,0,34,1269,3,50,569,3024,766,53,9,56,4519,8,187,1137,3493,804,51,7,98,5786,7,167,460,263,9,3,3,39,953,5,129,607,269,4,0,0,33,1038,3,170,592,268,16,0,0,16,1062,3,6,6,3,0,0,0,3,21,13,469,1659,800,27,5,3,92,3075,0,0,0,10,8,3,0,0,22,0,15,16,14,26,12,0,12,96,41,788,3319,11200,21096,6453,1197,624,44721
11502,14,102,402,1581,3054,1295,589,114,7147,0,15,75,23,4,3,0,0,125,0,5,18,160,23,0,0,0,205,0,18,89,187,27,3,0,3,328,0,9,112,24,3,0,0,9,160,0,11,17,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,22,133,24,7,0,0,11,199,5,33,47,26,13,3,4,13,138,0,3,7,18,10,3,3,10,58,21,173,676,1836,3116,1303,596,147,7867
11503,18,155,640,2683,2666,853,307,122,7443,0,6,3,7,4,0,0,0,24,0,0,0,4,0,0,0,0,4,0,6,3,8,4,0,3,0,26,0,7,14,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,10,4,0,0,0,0,29,13,28,9,4,9,7,0,6,75,0,15,13,13,18,6,0,13,80,36,208,673,2716,2695,862,306,147,7649
11504,6,47,181,1451,4997,1210,259,132,8281,0,57,13,14,4,3,0,16,110,0,7,0,114,603,167,17,10,922,0,64,20,132,611,172,23,21,1033,0,5,16,22,9,3,0,0,56,0,0,0,0,0,0,0,0,0,0,30,46,9,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,34,63,30,9,3,0,3,146,4,16,17,6,6,0,0,7,59,0,3,10,7,13,4,0,8,55,12,165,283,1628,5639,1393,282,170,9577
11601,45,353,2527,17444,10144,2177,500,902,34091,24,176,494,681,133,9,0,82,1608,10,220,682,2373,550,46,8,104,3995,39,400,1175,3057,684,56,5,186,5605,84,337,187,40,6,0,0,49,704,5,7,174,22,0,0,0,7,219,8,75,1663,91,9,0,0,62,1906,0,20,5,3,3,0,0,3,34,95,430,2032,159,14,0,0,125,2863,0,12,34,22,5,5,0,0,78,5,30,27,34,8,7,0,29,145,192,1225,5799,20717,10859,2250,516,1234,42788
11602,12,112,614,4297,10743,2156,368,333,18636,0,14,85,1437,1718,159,15,25,3461,0,46,218,1275,1496,342,60,47,3484,3,61,304,2719,3218,499,72,72,6945,0,3,69,361,60,0,0,4,500,0,0,44,8,0,0,0,0,58,0,19,122,44,0,0,0,5,194,0,3,0,0,0,0,0,0,5,0,28,237,422,62,3,0,11,763,3,28,116,59,27,3,0,58,293,3,9,20,44,25,4,0,23,136,22,237,1285,7535,14081,2669,444,502,26768
11603,49,184,769,15103,7862,1462,324,686,26445,7,79,221,845,80,12,0,44,1289,9,141,277,1535,623,8,4,74,2673,21,218,502,2380,699,17,3,117,3955,12,201,68,73,7,0,0,27,376,6,32,432,22,0,0,3,28,525,6,49,756,63,3,0,0,24,900,0,9,3,0,0,0,0,0,10,24,288,1257,151,11,0,3,79,1807,0,16,19,39,5,0,0,0,79,0,7,18,12,15,0,0,17,72,94,711,2565,17681,8595,1479,329,897,32360
11701,15,33,787,2688,1294,409,136,116,5484,8,64,396,443,104,19,6,27,1065,0,101,172,612,176,12,0,31,1111,7,170,573,1052,283,29,6,60,2176,66,289,920,206,24,10,8,59,1580,27,244,1983,592,11,0,0,93,2949,19,897,2465,555,5,3,0,99,4042,0,0,0,0,3,0,0,0,8,114,1424,5370,1350,45,10,8,242,8571,0,24,47,27,7,3,0,8,118,0,14,22,13,6,3,0,11,78,132,1668,6799,5136,1636,464,148,437,16424
11702,12,82,1113,2866,1359,287,100,157,5972,19,149,1656,1588,291,38,14,79,3836,17,71,391,954,406,64,22,65,1986,35,221,2042,2543,701,110,31,141,5822,141,1045,1341,263,58,7,6,92,2947,71,777,1944,180,10,0,5,82,3071,73,578,1066,104,0,0,0,45,1871,6,70,57,23,12,11,4,4,190,286,2469,4408,567,85,18,21,222,8080,12,109,130,92,26,6,9,23,405,8,44,33,19,14,7,12,47,174,351,2929,7726,6089,2175,424,161,580,20447
11703,11,90,350,747,400,112,29,90,1829,11,562,2418,1413,288,37,16,106,4856,133,1138,4176,5253,2069,386,157,444,13766,143,1696,6597,6664,2363,428,174,554,18621,269,1135,909,285,41,18,26,161,2836,796,3472,3928,759,85,14,17,221,9300,2868,20662,23347,5194,338,62,97,1524,54082,4,9,18,4,0,0,0,0,35,3937,25279,28199,6246,461,89,144,1904,66252,38,159,145,104,22,5,6,43,519,25,126,144,59,22,8,15,180,579,4152,27354,35427,13828,3267,648,364,2764,87796
11801,12,67,540,2473,3381,1708,435,170,8779,9,77,1000,1303,345,67,4,60,2868,13,134,1528,3393,1864,316,35,156,7440,22,209,2533,4693,2208,378,41,220,10310,73,1094,2765,1043,176,33,21,204,5417,271,2438,7168,1960,181,20,14,342,12395,517,2599,5101,2065,111,5,11,295,10699,0,12,33,30,6,0,3,4,90,863,6150,15068,5094,475,66,49,839,28600,10,151,195,112,23,5,0,15,514,4,28,76,65,33,10,3,32,251,909,6607,18404,12434,6118,2168,528,1277,48449
11802,17,100,994,4997,4634,1762,553,260,13316,45,117,1134,1612,334,64,13,81,3396,12,156,801,2403,1217,188,32,105,4911,54,275,1939,4011,1546,249,47,185,8306,195,1166,2736,1068,119,35,16,283,5616,123,2585,8743,1818,72,26,4,397,13773,203,1981,4820,1303,64,25,5,250,8645,3,33,16,8,6,3,0,0,75,526,5763,16314,4196,260,91,27,931,28104,7,105,166,100,36,9,3,16,452,3,33,34,33,25,12,4,54,191,608,6277,19447,13338,6507,2125,638,1441,50373
11901,63,310,3717,15296,9391,2798,710,833,33117,39,263,456,1237,163,12,0,72,2239,16,396,940,3569,2944,244,31,194,8331,59,654,1401,4802,3113,255,27,262,10573,110,909,650,221,53,11,0,130,2094,47,223,2932,520,7,3,3,112,3846,16,89,1488,333,3,0,3,65,1988,0,13,33,10,6,3,0,8,74,174,1238,5102,1087,70,17,9,314,8003,0,20,116,70,23,5,0,13,253,3,19,47,45,51,6,0,32,199,305,2244,10380,21301,12641,3089,746,1449,52154
11902,43,182,2959,10452,5088,1579,424,571,21308,25,94,618,432,73,15,5,42,1309,13,174,934,1358,876,62,14,101,3525,40,263,1554,1791,943,79,17,144,4837,80,852,7230,635,77,15,9,347,9240,43,289,3758,387,18,10,4,131,4626,0,163,1272,302,32,0,0,45,1813,0,6,9,10,0,0,0,0,24,121,1302,12274,1329,128,19,13,525,15708,0,26,102,56,28,4,0,10,226,0,25,51,34,20,5,3,28,163,205,1813,16937,13662,6207,1684,459,1283,42240
11903,22,184,2268,9418,7181,2774,699,451,23001,66,172,588,1149,83,9,3,67,2141,11,216,578,1498,853,155,15,81,3410,72,382,1164,2647,937,170,19,143,5547,67,455,1137,234,32,7,6,73,2004,16,265,3164,982,61,3,3,134,4632,18,901,4328,1336,88,7,4,165,6855,0,15,15,6,3,0,0,0,50,105,1641,8651,2559,182,19,11,373,13540,3,26,84,49,17,3,0,9,185,3,10,42,26,15,8,0,39,148,206,2246,12207,14696,8328,2975,738,1018,42420
11904,23,182,2523,9652,5370,1717,445,489,20399,16,118,1653,1628,87,15,7,94,3626,8,72,385,1392,438,49,12,55,2400,26,189,2035,3022,523,64,16,153,6026,33,405,1008,212,19,3,3,65,1757,36,372,4020,655,17,3,0,148,5253,60,1627,9467,1889,55,8,11,329,13444,3,36,31,26,8,0,0,3,108,125,2441,14530,2784,103,17,20,548,20564,11,117,178,83,21,3,0,24,436,0,36,61,25,12,9,6,26,170,186,2968,19329,15563,6023,1803,481,1235,47593
12001,5,65,1523,5491,3609,1170,231,204,12290,5,63,511,352,74,16,3,20,1046,4,70,477,1087,199,16,3,38,1890,11,126,988,1437,270,28,3,61,2936,69,486,1948,695,58,5,7,81,3340,3,168,2228,838,34,0,7,64,3346,18,1594,4964,2059,76,4,0,142,8857,0,5,4,4,0,0,0,0,18,92,2255,9145,3600,160,10,9,290,15560,3,52,146,81,14,3,4,11,306,4,22,50,26,17,9,3,21,151,112,2522,11849,10644,4071,1223,253,574,31246
12002,4,71,919,1687,694,128,31,60,3595,11,244,2154,2172,643,90,15,87,5407,8,238,1815,2820,973,164,23,96,6131,14,483,3965,4984,1614,253,40,180,11535,60,525,657,168,31,8,3,51,1507,87,637,988,151,12,3,3,57,1927,152,853,1093,304,10,3,3,50,2464,10,46,46,19,0,0,0,0,119,300,2061,2783,641,58,12,9,155,6022,7,54,85,60,12,8,0,14,226,8,31,38,26,10,4,3,11,142,334,2700,7793,7401,2394,400,85,416,21515
12003,27,178,1976,8453,5589,2094,688,407,19406,18,116,1255,1112,184,30,13,53,2769,13,145,762,1271,741,241,83,70,3329,28,258,2019,2384,923,278,95,124,6103,152,1533,4186,690,92,26,38,290,7007,108,1247,7246,992,68,11,6,292,9963,62,1340,5500,1304,73,46,8,238,8566,3,27,36,13,3,0,4,11,93,326,4142,16973,2994,238,76,47,831,25633,8,118,240,136,36,12,3,29,582,5,52,114,57,27,7,8,196,466,396,4751,21314,14023,6818,2461,842,1586,52190
12101,21,100,1402,6136,6878,2541,469,258,17808,4,33,455,446,94,15,5,16,1068,10,133,411,962,210,23,4,28,1768,12,165,869,1412,297,34,5,46,2836,50,500,1417,434,26,3,0,71,2506,93,784,4004,851,28,0,3,114,5879,217,3115,5933,1787,47,3,7,204,11316,6,13,16,14,5,0,0,0,52,365,4413,11364,3088,115,9,18,387,19751,0,18,44,14,5,0,0,5,86,3,34,27,23,11,4,5,11,121,399,4731,13702,10679,7309,2588,494,713,40605
12102,13,188,1170,7139,7240,1928,356,249,18292,0,99,64,141,49,3,6,13,368,10,80,314,1017,171,16,3,36,1636,10,173,373,1162,219,19,4,50,2007,10,224,314,186,15,3,0,18,776,77,287,2290,323,3,0,3,59,3053,42,553,2132,336,8,0,0,49,3118,0,8,0,0,0,0,0,3,14,130,1073,4733,853,24,3,9,126,6957,0,11,18,10,5,0,0,4,44,3,17,21,22,9,3,0,26,98,162,1470,6323,9177,7496,1952,372,451,27397
12103,15,105,820,7039,12827,6008,1256,305,28383,0,32,133,96,17,4,0,15,297,0,25,216,792,175,17,6,22,1263,0,56,353,887,192,26,6,40,1560,15,177,646,569,27,3,0,49,1485,26,176,826,516,11,0,0,42,1597,3,743,2934,1644,45,0,0,60,5431,0,0,0,0,0,0,0,0,3,48,1090,4403,2724,88,8,3,156,8518,0,9,6,8,0,0,0,0,21,0,20,20,9,12,5,3,11,84,64,1279,5600,10670,13119,6049,1267,513,38566
12104,13,55,596,2298,2725,1196,220,98,7198,3,54,644,1016,241,25,0,40,2022,9,123,769,2035,458,64,16,56,3535,10,176,1413,3051,697,89,17,94,5552,59,963,2467,1254,124,21,11,102,5006,150,2580,5341,1409,60,13,7,176,9734,432,4039,5670,1901,71,10,3,228,12351,0,13,31,15,4,0,0,0,71,645,7596,13500,4581,261,40,25,507,27156,3,37,54,19,4,0,0,4,122,3,33,33,27,4,0,3,16,120,676,7888,15601,9975,3695,1326,263,720,40152
12201,3,38,416,1953,2264,874,128,80,5760,3,18,196,325,112,9,0,10,669,3,74,330,828,205,32,5,25,1499,4,89,526,1149,318,40,6,34,2164,23,329,1117,453,35,8,5,49,2023,14,450,1488,505,26,5,3,56,2544,101,717,1247,773,34,0,0,57,2936,0,4,6,0,0,0,0,0,10,133,1502,3861,1728,94,12,6,166,7509,0,18,30,14,6,0,0,6,76,0,6,15,12,3,3,0,6,50,147,1650,4860,4855,2688,929,145,288,15559
12202,27,205,999,5085,5710,1940,411,246,14622,0,35,90,123,43,6,3,7,306,18,132,432,940,175,19,14,44,1772,18,170,522,1060,216,28,18,49,2075,17,166,583,435,64,18,0,75,1349,9,235,858,213,0,3,0,44,1363,0,139,482,144,3,0,0,6,779,0,12,5,3,0,0,0,4,26,27,550,1924,789,67,19,0,129,3516,6,34,112,39,3,3,0,15,216,4,34,31,30,9,7,0,11,135,82,990,3590,7010,6017,1994,430,453,20562
12203,35,294,1707,10480,11887,4408,1045,471,30329,70,281,477,243,48,4,0,97,1238,20,271,611,1152,240,27,11,71,2411,94,552,1093,1395,289,37,18,172,3650,92,1136,1491,383,64,19,11,119,3314,62,1670,6566,636,23,5,4,204,9170,24,1121,3105,562,5,3,3,98,4925,0,23,14,10,6,0,0,6,66,177,3955,11184,1596,100,28,13,428,17472,10,22,58,23,10,12,3,30,164,3,35,54,37,17,5,4,36,197,322,4862,14089,13532,12306,4480,1084,1132,51814
12301,13,66,333,4991,10010,1940,322,225,17903,14,134,270,229,76,3,3,26,755,0,34,133,281,109,17,0,14,584,14,165,408,506,182,14,7,44,1338,0,23,93,11,0,0,0,7,141,0,0,27,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,124,17,0,0,0,7,180,4,23,10,0,3,0,0,3,42,3,3,5,10,4,0,0,4,30,37,286,870,5528,10205,1955,328,282,19497
12302,70,247,1236,20379,13118,2888,775,825,39535,23,94,1661,1870,111,14,3,120,3896,18,284,1416,2034,447,26,3,150,4378,40,383,3075,3901,558,35,5,271,8272,28,144,567,235,7,0,0,44,1022,0,15,267,70,0,0,0,10,359,3,81,543,161,0,0,0,16,805,0,4,11,3,3,0,0,4,24,28,240,1386,475,12,0,0,66,2212,3,14,30,28,15,3,3,8,110,25,80,36,18,17,7,0,19,199,162,965,5766,24803,13719,2933,788,1194,50325
12303,26,148,692,3994,5147,1386,361,243,11999,3,45,300,163,26,4,3,26,573,0,8,20,13,6,0,0,0,56,3,61,324,179,31,4,3,31,632,0,29,50,14,3,0,0,0,94,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,52,17,3,0,0,0,107,8,46,20,15,13,9,0,4,110,0,5,3,17,5,5,9,4,49,37,278,1099,4221,5199,1401,375,283,12900
12401,26,396,3267,11720,8218,1965,416,410,26418,18,187,262,290,27,3,0,29,811,0,52,245,252,13,6,3,18,590,18,238,502,546,37,7,5,44,1404,11,159,188,43,5,0,0,22,428,0,45,71,14,0,0,0,5,140,0,0,9,0,0,0,0,0,10,0,6,3,0,0,0,0,0,10,13,210,261,55,7,0,0,31,582,0,15,11,13,9,0,0,5,53,3,13,30,21,15,10,6,15,109,57,872,4073,12349,8286,1987,432,506,28560
12402,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12403,37,241,1168,16104,15092,3194,747,656,37241,21,159,654,1116,64,9,4,86,2115,15,180,582,2417,249,11,6,144,3593,38,339,1234,3533,309,17,12,227,5716,32,192,916,120,0,3,3,67,1330,7,86,903,85,0,0,0,32,1113,9,44,391,47,0,0,3,14,518,0,3,19,3,4,0,0,0,27,50,326,2227,254,8,3,5,113,2989,3,54,66,31,7,3,0,25,197,5,10,38,55,29,3,5,17,162,132,970,4735,19981,15454,3219,767,1041,46294
12404,11,77,629,4649,2928,753,235,179,9455,11,136,541,760,45,3,3,52,1557,0,48,83,299,56,3,0,10,501,11,185,628,1055,102,9,3,65,2059,0,56,230,26,0,0,0,11,332,0,0,66,8,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,62,291,35,0,0,0,20,413,0,3,18,12,5,0,4,0,31,4,4,28,35,19,8,3,8,103,29,333,1593,5783,3049,768,246,271,12063
12405,22,131,766,7942,4202,939,223,349,14564,3,60,189,252,33,4,3,33,579,0,20,110,934,84,6,3,36,1193,9,82,304,1188,117,5,6,63,1774,0,58,186,44,0,0,0,10,297,18,24,282,25,0,0,0,13,363,0,4,143,11,0,0,0,5,161,0,7,3,0,3,0,0,0,14,20,91,610,78,3,0,0,36,831,0,5,12,3,4,0,0,0,29,0,5,17,13,0,0,0,10,51,51,321,1704,9219,4321,948,230,453,17247
12501,28,152,1511,4698,3029,924,264,364,10967,5,40,169,157,41,4,0,29,442,7,61,365,1701,453,65,18,73,2747,16,108,535,1856,497,69,18,96,3192,28,282,1777,254,38,10,5,129,2526,26,129,1446,535,9,0,0,97,2240,46,1443,4110,1125,61,3,0,178,6963,0,12,27,16,0,0,0,6,66,97,1863,7355,1927,108,17,7,411,11786,0,22,58,45,20,8,3,11,175,3,25,27,21,10,0,3,41,126,145,2165,9491,8552,3652,1020,291,928,26251
12502,21,108,1061,5608,4773,1452,366,245,13629,40,182,155,393,24,7,0,28,827,28,176,759,2304,863,74,5,75,4292,66,363,915,2693,893,80,7,99,5115,38,190,262,80,12,0,3,30,624,29,69,522,217,14,0,0,24,865,0,209,864,305,7,0,0,32,1419,0,3,5,3,0,0,0,0,14,67,473,1664,604,38,0,3,86,2924,0,7,23,12,0,0,0,0,47,0,8,21,9,23,5,0,12,83,155,962,3682,8934,5727,1541,375,440,21804
12503,61,309,3296,14166,7918,2078,553,776,29146,59,386,796,698,126,13,7,100,2191,17,301,769,2121,1148,192,25,133,4705,76,689,1567,2820,1272,198,30,231,6891,94,686,1129,285,36,14,4,120,2360,26,297,3231,405,34,3,4,152,4146,8,171,1717,353,5,3,3,66,2333,0,24,29,18,3,0,3,8,81,124,1179,6112,1061,74,21,13,348,8925,3,16,64,81,40,11,6,16,233,3,30,40,39,37,8,0,25,185,267,2220,11088,18163,9345,2309,600,1392,45380
12504,23,153,1592,9031,5856,1649,351,386,19047,21,207,1068,922,112,12,3,83,2429,6,243,970,2322,598,66,17,95,4321,29,454,2042,3237,706,81,21,179,6750,51,543,3654,677,25,3,6,208,5157,35,457,6141,924,21,3,3,232,7822,159,1167,5582,1070,21,3,3,180,8179,0,11,14,8,0,0,0,9,34,244,2169,15392,2670,72,10,6,628,21195,3,10,110,49,9,3,0,4,193,9,48,67,35,29,6,3,66,251,305,2841,19201,15023,6667,1741,387,1264,47432
12601,8,64,513,3652,4625,1632,388,148,11037,14,22,163,244,23,0,0,13,476,0,43,140,506,209,26,6,37,957,14,67,306,751,233,31,4,48,1433,5,100,107,30,8,0,0,15,267,4,76,1007,336,11,0,0,24,1454,16,109,912,221,3,0,0,14,1271,4,9,4,4,0,0,0,3,20,27,289,2027,585,19,0,0,56,3014,3,6,3,3,0,0,0,0,16,0,7,8,8,5,3,0,8,34,50,430,2860,4992,4883,1665,399,264,15539
12602,26,152,1924,8949,7891,2908,799,408,23057,19,166,752,1596,123,13,4,71,2742,13,390,1892,1887,587,80,17,99,4975,31,559,2647,3485,716,92,27,168,7710,24,543,824,226,21,6,4,58,1704,28,1319,5173,493,25,4,3,188,7238,75,2148,4040,745,34,0,0,97,7139,0,7,10,3,0,0,0,0,27,124,4019,10048,1468,78,12,12,341,16110,8,24,46,34,0,3,0,3,122,0,29,84,50,18,8,5,44,236,186,4779,14752,13982,8699,3030,841,960,47236
12701,25,183,691,7462,13526,2441,529,603,25466,6,14,84,377,36,3,0,37,560,0,58,90,798,308,19,7,31,1306,11,69,174,1170,347,20,4,72,1865,58,119,135,102,3,3,3,30,456,27,17,172,33,0,0,0,18,267,0,7,0,0,0,0,0,0,9,0,3,3,3,0,0,0,3,12,81,149,310,137,3,3,3,52,742,0,11,10,7,11,0,0,10,52,0,8,29,22,47,5,0,63,174,122,418,1215,8804,13936,2470,539,798,28295
12702,68,356,2283,17482,13247,3506,978,1002,38916,26,154,366,797,78,9,3,61,1503,14,223,1024,3307,706,35,4,165,5484,39,371,1392,4102,786,49,9,227,6979,21,508,1051,396,43,5,8,76,2118,9,215,1977,248,8,0,3,97,2544,16,208,1621,147,3,0,0,61,2053,0,18,59,15,3,0,0,3,104,44,952,4702,803,57,13,9,234,6822,9,74,77,149,66,24,8,30,429,0,32,83,49,26,7,3,55,261,163,1791,8540,22597,14172,3592,1006,1548,53414
12703,31,136,833,9151,10390,2127,373,539,23572,23,107,283,242,25,6,0,34,727,12,205,998,1987,328,18,7,112,3666,33,315,1282,2229,349,29,8,153,4394,73,271,582,82,10,0,0,53,1069,20,222,2889,278,10,0,3,144,3572,10,181,1448,613,11,0,0,70,2338,0,14,22,12,0,0,0,4,58,103,684,4948,994,29,4,7,278,7043,0,9,11,29,14,0,0,6,68,0,26,24,14,20,5,3,8,103,166,1164,7096,12416,10800,2161,391,987,35183
