SA3_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
30910,439,345,184,129,168,75,43,1391,114,112,69,50,75,27,9,459,141,152,75,61,53,14,7,510,389,454,292,198,282,107,57,1774,9,8,0,3,0,0,0,18,1085,1072,619,439,581,233,117,4157,42,61,53,47,68,21,17,322,19,32,27,23,42,18,4,157,37,39,27,13,24,11,8,154,98,135,95,67,90,40,14,531,4,11,5,0,3,0,0,22,194,282,206,155,227,89,42,1191,1287,1356,829,590,803,320,162,5348
31001,2099,1968,1070,738,1000,540,316,7734,304,258,126,85,93,33,12,907,404,296,133,91,88,36,12,1062,1160,1018,523,366,428,145,54,3689,35,35,13,9,8,3,0,104,4010,3574,1866,1283,1611,755,404,13505,326,422,320,235,321,193,109,1923,84,114,59,38,48,11,10,361,67,87,50,23,38,14,9,281,352,456,266,187,247,60,28,1594,46,55,42,16,19,8,4,183,870,1130,735,501,667,285,157,4352,4877,4702,2601,1787,2282,1041,562,17851
31002,82,118,96,57,87,12,7,452,136,151,117,68,106,18,3,592,151,179,106,71,68,22,4,602,2211,2591,1527,910,1146,209,66,8658,21,25,24,6,8,3,0,85,2598,3063,1868,1111,1410,254,78,10381,9,15,14,14,10,4,0,77,68,80,50,30,45,5,0,274,25,42,18,31,35,8,0,158,602,760,513,307,389,52,14,2639,19,25,9,9,12,0,0,75,728,928,604,391,487,66,21,3220,3320,3986,2478,1507,1893,321,99,13607
31003,543,593,369,221,283,87,34,2127,441,395,231,147,195,57,26,1490,390,395,214,132,144,51,19,1352,3983,3890,2063,1283,1575,496,193,13491,31,29,19,17,10,3,0,112,5390,5309,2896,1797,2210,692,275,18568,89,130,112,52,76,28,3,487,139,192,122,56,86,21,8,618,62,76,65,38,54,23,10,338,1299,1624,927,567,676,158,63,5309,57,54,32,21,20,3,0,185,1641,2077,1256,737,911,238,85,6932,7027,7381,4145,2536,3119,932,364,25504
31004,2132,2186,1185,757,858,346,131,7595,627,510,224,149,191,47,15,1768,492,369,198,106,152,31,17,1354,2883,2371,1089,679,852,199,56,8134,38,40,18,13,11,0,0,110,6171,5468,2722,1703,2063,618,225,18965,347,439,276,180,267,96,39,1646,182,214,111,82,80,10,13,692,107,142,73,47,67,8,4,451,738,919,510,321,365,77,27,2963,53,58,29,20,14,0,3,180,1428,1777,995,655,800,197,83,5934,7599,7248,3717,2356,2860,820,307,24901
31101,25,36,35,28,27,6,0,148,16,33,27,12,29,5,0,129,34,49,21,17,14,3,0,134,440,582,286,177,218,50,15,1768,0,4,3,3,0,0,0,11,512,705,372,238,287,65,19,2193,5,10,12,7,3,0,0,36,18,14,17,10,6,0,0,67,4,18,4,3,17,3,0,56,167,223,126,80,96,11,4,706,11,17,4,3,3,0,0,38,200,278,166,98,127,20,3,899,715,985,538,331,412,87,26,3091
31102,465,482,257,175,231,53,35,1699,238,217,95,72,71,23,3,713,199,160,102,62,71,13,10,613,1119,1036,510,319,376,67,32,3459,16,17,7,3,0,0,0,42,2036,1910,968,628,748,158,78,6535,97,114,83,55,75,17,9,451,94,97,40,36,39,3,3,318,67,86,42,30,36,5,4,269,540,622,308,206,220,45,14,1961,31,32,12,11,16,0,0,102,832,946,487,336,383,76,35,3102,2871,2860,1463,962,1128,234,112,9633
31103,1691,1673,936,587,771,286,141,6078,443,378,218,139,151,51,16,1389,402,358,172,120,117,37,14,1222,2091,2030,1139,677,855,234,87,7111,35,24,20,13,9,0,0,111,4662,4469,2478,1532,1908,609,253,15917,234,310,197,149,185,72,36,1193,152,209,108,63,88,19,5,646,104,144,82,48,62,16,6,455,746,996,516,329,376,58,24,3043,43,51,21,19,13,3,3,159,1282,1715,931,608,733,170,64,5498,5942,6176,3410,2143,2644,778,321,21412
31104,239,332,230,156,218,72,32,1275,229,304,194,132,158,39,12,1066,232,261,158,115,122,35,17,944,1825,2079,1229,778,920,186,57,7076,13,10,7,5,13,0,0,55,2533,2989,1823,1185,1431,334,115,10408,28,33,30,23,37,5,0,163,55,59,41,25,30,0,6,213,34,54,44,19,37,6,0,190,356,412,256,142,167,28,10,1374,12,10,5,5,12,0,0,48,481,575,368,219,282,42,16,1982,3017,3560,2190,1400,1711,373,134,12395
31105,825,863,520,311,468,194,99,3295,374,337,170,83,126,35,12,1146,329,341,165,100,135,38,14,1105,1657,1570,837,518,623,197,71,5475,30,27,14,9,4,0,0,91,3211,3145,1707,1021,1362,460,202,11115,96,145,82,66,94,46,26,555,103,120,59,45,56,24,11,408,64,78,45,27,47,12,3,272,464,544,301,212,243,69,25,1866,22,24,23,5,6,5,0,89,743,912,514,356,451,149,72,3189,3953,4061,2219,1379,1812,606,270,14300
31106,1944,1750,967,597,789,351,192,6592,393,381,179,128,155,45,19,1302,388,350,158,88,107,39,17,1144,1668,1529,779,481,604,155,71,5291,21,28,18,9,12,3,3,91,4419,4037,2105,1301,1667,588,298,14421,263,388,298,206,305,136,90,1689,147,156,89,64,72,17,4,547,85,101,83,41,59,13,10,395,594,740,476,287,321,66,25,2511,69,54,26,24,14,4,7,205,1156,1450,972,622,771,243,130,5347,5575,5492,3082,1929,2436,834,429,19767
31201,156,184,87,41,55,0,0,523,109,85,29,17,21,0,0,263,135,119,45,22,23,3,0,346,1752,1685,804,413,488,23,3,5175,4,12,4,3,3,0,0,26,2156,2087,975,491,588,26,8,6334,3,14,14,9,11,0,0,57,18,28,6,4,8,0,0,66,7,13,10,7,11,0,0,43,230,292,161,119,124,3,5,931,9,14,6,3,14,0,0,46,278,356,198,140,160,4,5,1144,2437,2445,1169,634,749,30,7,7478
31202,553,564,377,249,322,70,33,2172,304,258,157,98,126,15,6,967,411,328,200,105,141,14,6,1208,4554,4798,2706,1699,2171,242,68,16242,33,21,18,11,10,0,0,101,5856,5968,3459,2166,2776,354,116,20696,43,49,39,34,52,13,3,225,86,86,50,34,50,3,0,308,58,79,63,45,42,4,0,287,1068,1377,834,523,625,55,13,4490,51,37,22,13,7,0,0,133,1295,1632,1002,650,772,76,17,5446,7151,7602,4464,2817,3547,427,128,26137
31203,89,98,47,21,31,3,0,296,48,71,40,24,18,0,0,198,123,90,38,30,17,0,0,305,617,675,393,225,262,12,0,2187,8,5,3,0,7,0,0,17,892,940,519,305,339,11,7,3007,3,21,6,3,14,0,0,52,15,13,12,5,10,0,0,64,14,26,7,7,12,0,0,76,115,194,118,81,86,0,0,595,9,7,5,0,4,0,0,22,153,271,149,100,129,3,0,805,1039,1210,671,405,464,16,7,3811
31301,57,105,79,51,73,20,4,387,87,86,56,33,33,11,0,314,91,101,49,34,41,9,3,332,592,744,453,271,340,76,26,2503,6,0,3,0,5,0,0,13,838,1036,635,397,492,115,33,3551,10,23,20,12,17,0,3,79,17,35,33,11,14,4,3,124,13,24,18,11,14,0,3,87,213,360,234,140,167,26,9,1143,3,4,10,6,3,0,0,23,251,448,317,187,207,32,15,1458,1091,1486,950,579,707,148,52,5006
31302,347,422,251,170,220,71,28,1518,246,261,157,100,102,27,11,907,275,277,147,83,97,26,4,909,2638,2414,1258,787,934,219,74,8323,28,23,15,11,6,3,0,81,3534,3403,1822,1149,1364,344,117,11735,61,92,64,55,48,16,11,346,112,127,88,43,58,16,5,449,79,89,69,45,65,10,7,355,964,1149,633,356,455,79,41,3680,36,41,30,13,16,3,0,142,1252,1500,874,516,640,131,64,4974,4784,4901,2698,1663,2002,479,184,16706
31303,33,58,41,24,23,5,3,195,14,28,26,15,8,0,0,91,22,28,6,8,16,3,3,90,412,438,287,182,184,32,10,1555,6,7,6,3,0,0,0,24,494,555,371,236,239,45,16,1948,3,10,7,7,3,0,0,27,11,10,3,6,4,3,0,37,16,7,6,8,7,0,0,39,97,122,76,66,76,7,0,449,3,7,4,0,3,0,0,13,122,154,104,83,96,13,0,568,617,704,471,317,337,58,14,2517
31304,317,514,357,225,344,133,44,1933,295,335,182,123,152,45,14,1145,262,291,176,127,152,42,18,1060,2126,2468,1386,891,1200,300,101,8474,12,24,14,7,6,0,0,64,3009,3630,2110,1382,1859,523,177,12683,34,49,76,37,51,21,9,275,82,88,76,40,54,3,7,355,45,60,51,24,51,14,12,249,549,762,488,316,398,73,29,2622,22,26,11,9,12,0,3,86,737,987,696,434,568,116,55,3593,3751,4618,2807,1812,2425,635,231,16272
31305,324,470,266,173,225,70,27,1556,235,245,155,83,125,31,11,888,217,220,119,63,89,24,12,743,1301,1361,740,491,651,192,68,4802,19,10,7,3,3,4,0,52,2104,2312,1292,813,1090,316,121,8045,50,93,75,64,86,23,3,399,79,97,77,51,67,12,7,387,43,73,63,34,32,18,3,264,462,634,408,261,339,79,41,2230,35,25,12,5,3,0,0,81,668,935,628,421,529,123,57,3359,2768,3244,1923,1232,1622,442,172,11404
31401,546,750,508,327,484,232,103,2956,564,670,379,232,298,112,43,2296,447,520,262,149,249,97,40,1769,3373,3920,2265,1402,1838,791,301,13880,22,18,14,4,13,4,4,75,4951,5874,3426,2119,2883,1230,487,20977,28,56,47,43,58,22,17,263,61,92,64,56,65,15,13,369,28,57,53,22,44,19,8,231,243,468,344,239,327,140,58,1815,9,17,3,3,11,0,0,46,367,694,519,356,503,197,91,2721,5314,6570,3942,2474,3386,1426,580,23698
31402,1260,1332,728,449,550,192,82,4598,548,418,229,106,140,36,10,1481,403,342,167,96,128,40,15,1195,2795,2404,1201,694,756,215,70,8132,20,32,15,9,13,0,0,89,5029,4532,2333,1352,1585,484,170,15493,108,156,113,90,110,31,10,608,120,150,90,39,61,9,3,468,77,100,65,47,28,6,5,327,648,838,463,279,368,87,36,2722,27,19,12,6,12,3,0,79,985,1263,733,458,573,136,56,4206,6016,5798,3068,1812,2154,623,228,19698
31403,341,348,194,107,158,61,22,1236,182,178,84,60,67,24,8,610,211,166,99,50,64,21,10,615,1243,1239,617,380,481,131,56,4151,15,19,11,4,3,0,0,53,2003,1944,1008,605,774,241,97,6660,26,50,52,24,34,18,15,218,46,79,51,28,26,11,3,245,30,40,24,20,30,8,0,160,306,443,248,174,224,54,15,1462,12,16,14,8,6,0,0,62,421,631,388,259,324,94,38,2151,2420,2580,1391,865,1090,339,129,8816
31501,36,59,32,28,15,0,0,171,47,63,26,12,11,0,0,163,98,94,39,19,26,0,0,278,1550,1725,876,405,353,29,13,4949,8,23,5,9,3,0,0,54,1739,1952,989,471,417,30,10,5609,0,8,5,7,3,0,0,24,15,15,8,4,4,0,0,55,9,20,12,7,3,0,0,52,631,698,362,193,127,3,6,2023,22,19,12,6,0,0,0,62,671,771,401,216,141,9,6,2211,2413,2721,1386,690,553,36,18,7823
31502,190,197,105,62,63,3,0,621,95,59,39,19,22,0,0,225,121,76,43,23,29,0,0,283,1374,1216,634,319,289,11,4,3849,21,6,15,3,0,0,0,45,1795,1550,836,423,402,21,6,5027,14,13,13,10,14,0,0,71,21,22,3,12,10,0,0,61,11,10,15,7,5,0,0,46,385,445,268,174,133,3,0,1412,28,28,15,5,5,0,0,83,452,518,315,207,170,3,0,1670,2251,2065,1150,622,574,20,10,6700
31503,33,37,18,8,8,0,0,107,18,24,15,4,6,0,0,66,51,37,17,10,5,0,0,128,740,720,383,162,181,4,8,2195,6,3,0,0,0,0,0,14,849,820,437,193,200,7,8,2505,0,0,3,0,0,0,0,5,6,8,0,6,5,0,0,18,3,7,4,4,0,0,0,10,180,235,126,79,72,0,0,698,13,9,6,7,0,0,0,34,198,252,137,93,75,0,0,761,1045,1075,577,281,273,14,8,3269
31601,385,540,339,243,338,82,31,1951,313,344,196,127,165,36,18,1202,286,295,149,96,120,41,12,990,1573,1757,1063,666,847,222,77,6207,15,8,10,3,3,5,0,35,2573,2938,1750,1125,1473,381,147,10390,24,54,56,34,51,17,17,251,41,93,48,45,57,12,3,306,28,58,43,38,53,5,6,228,249,415,301,217,292,60,23,1562,5,13,3,4,3,0,0,28,354,628,454,339,459,94,47,2379,2925,3571,2207,1470,1931,473,193,12772
31602,418,523,357,241,308,86,29,1966,304,359,200,130,145,36,14,1188,380,351,190,116,154,32,15,1244,2248,2510,1488,924,1239,277,79,8767,15,18,9,8,9,0,3,57,3363,3762,2254,1416,1850,437,134,13219,30,70,46,50,94,23,8,321,90,124,83,53,77,15,0,443,41,87,63,50,55,20,7,312,399,745,493,330,423,77,43,2516,16,20,23,15,12,0,0,86,576,1040,709,497,658,140,60,3676,3936,4809,2959,1908,2509,572,194,16895
31603,317,266,142,93,146,45,21,1031,206,216,109,54,82,20,8,696,300,220,127,64,84,20,6,822,1302,1283,748,444,564,147,54,4543,4,11,3,4,9,0,0,29,2129,2005,1128,663,881,220,90,7119,15,43,39,22,47,9,7,187,50,96,50,34,38,17,5,297,27,72,34,30,51,6,5,229,265,451,293,213,278,45,33,1571,7,16,14,5,3,0,0,46,368,674,433,301,417,79,52,2323,2495,2677,1570,972,1301,298,140,9445
31605,254,361,218,153,179,49,14,1217,196,217,130,76,104,10,9,744,166,233,122,69,79,21,6,694,880,1108,693,399,463,95,33,3671,8,3,9,4,4,0,0,30,1500,1918,1164,703,827,172,63,6358,23,54,45,38,45,3,4,218,31,88,63,39,46,9,3,272,23,62,43,36,54,9,0,215,137,282,253,169,209,33,17,1098,12,3,3,0,5,0,0,22,215,484,403,281,360,52,24,1826,1721,2401,1572,980,1187,225,90,8182
31606,133,213,173,119,132,41,21,831,196,228,151,82,106,32,11,806,199,244,155,89,133,21,8,846,1376,1728,1001,690,816,173,67,5849,15,8,9,6,4,0,0,38,1916,2414,1485,988,1185,269,108,8368,0,17,19,21,18,9,3,91,32,69,52,36,43,3,3,237,21,45,24,18,33,5,0,140,282,434,279,220,255,43,16,1522,12,19,16,6,7,4,0,60,347,578,388,306,358,57,29,2056,2260,2986,1874,1294,1539,326,139,10420
31607,164,219,127,96,116,29,15,763,188,222,124,72,86,13,12,721,179,186,123,71,84,15,4,664,1470,1602,874,507,624,130,58,5264,4,12,4,5,3,3,0,26,2008,2230,1265,749,917,191,91,7444,8,24,24,20,24,13,4,111,43,51,45,29,36,3,3,209,32,55,30,21,25,8,3,168,286,441,258,181,210,38,16,1428,12,8,12,5,3,0,0,44,376,577,368,254,295,61,28,1958,2389,2808,1629,1001,1210,254,118,9404
31608,55,126,73,57,73,19,3,412,81,119,78,58,59,12,0,404,91,119,63,49,70,10,5,400,537,774,468,305,360,54,14,2505,5,3,3,4,4,0,0,22,776,1136,690,473,560,87,31,3749,7,6,13,9,16,3,3,49,21,30,24,22,20,3,5,133,15,33,19,7,21,0,0,94,88,188,122,78,84,13,6,577,3,5,3,0,4,0,0,17,127,262,179,126,151,15,9,873,904,1399,872,593,712,106,41,4621
31701,1017,886,521,326,378,114,41,3296,351,396,236,155,202,32,9,1386,402,400,245,139,223,26,12,1452,5567,6002,3314,2153,2684,447,176,20339,41,36,13,7,11,0,4,115,7383,7723,4331,2785,3505,623,246,26585,94,163,93,88,137,53,32,656,88,154,76,67,75,10,4,466,59,79,46,36,54,5,3,281,1226,1703,1055,740,922,132,56,5830,44,41,26,15,16,3,0,142,1507,2134,1290,943,1209,203,95,7384,8892,9860,5620,3728,4710,824,336,33968
31801,41,55,38,23,25,5,3,189,38,50,36,29,25,6,0,178,57,82,36,18,33,3,0,231,1546,1715,1045,688,829,54,18,5894,9,10,8,5,3,0,0,34,1684,1917,1167,764,911,67,24,6523,0,8,0,0,9,0,0,14,3,18,16,12,15,0,0,66,17,12,8,9,6,0,0,54,423,532,336,230,227,10,6,1765,14,20,6,8,3,0,0,56,459,592,366,264,254,12,13,1947,2137,2506,1530,1021,1170,76,34,8469
31802,982,998,633,424,537,213,93,3888,620,558,347,207,281,77,30,2117,724,617,356,199,267,85,33,2279,7012,6761,3662,2354,2951,757,308,23803,33,43,28,14,4,0,0,126,9372,8978,5023,3194,4034,1138,470,32207,120,175,120,91,131,74,29,735,152,240,109,114,134,32,16,790,95,168,107,75,110,18,17,595,1796,2370,1387,968,1091,251,96,7959,61,70,42,30,25,0,0,235,2227,3020,1758,1275,1492,384,160,10316,11595,12006,6783,4470,5520,1521,627,42521
31901,218,229,160,84,135,32,5,862,168,207,127,74,93,13,3,695,185,219,119,97,109,12,7,750,2553,2983,1790,1200,1511,167,46,10241,26,21,15,9,10,0,0,79,3145,3658,2210,1461,1860,231,65,12631,7,22,20,16,20,3,5,100,75,109,65,50,49,8,3,366,33,61,43,25,61,12,3,238,898,1209,758,497,539,60,24,3992,37,35,16,9,6,3,0,111,1054,1439,904,600,682,81,40,4801,4197,5100,3109,2061,2542,317,109,17435
31902,47,86,48,33,46,10,0,267,71,80,64,36,46,0,0,290,93,110,52,30,40,3,0,328,1614,1857,1155,740,802,31,12,6214,15,22,4,7,8,0,0,49,1842,2150,1316,845,933,38,11,7146,10,16,15,6,9,0,0,52,30,50,31,28,17,0,0,153,25,26,18,12,15,0,0,99,559,708,453,269,284,20,7,2296,28,18,14,10,10,0,0,75,646,820,529,324,329,21,7,2675,2487,2974,1848,1173,1264,57,21,9824
31903,60,93,73,43,71,16,4,360,94,130,88,56,62,13,0,437,109,144,78,43,54,8,7,444,1534,1733,1121,697,801,73,25,5982,12,13,17,3,3,0,0,47,1811,2111,1375,843,990,100,34,7270,12,11,15,20,24,3,0,88,36,52,36,22,23,0,0,175,21,42,26,19,30,3,3,141,499,646,385,270,328,32,19,2174,25,23,18,13,10,0,0,81,585,784,476,344,418,37,22,2658,2395,2888,1852,1184,1401,141,56,9927
31904,174,201,123,79,118,14,4,703,125,146,103,56,107,16,4,556,157,196,108,71,80,4,6,627,1396,1652,980,613,749,72,16,5471,10,10,9,9,12,0,0,51,1865,2203,1331,823,1062,101,27,7411,12,21,26,16,27,4,4,107,57,71,51,31,53,12,0,278,33,70,41,23,46,4,6,218,505,804,496,314,370,54,13,2556,20,30,18,7,10,0,0,81,628,995,630,393,512,73,24,3243,2489,3193,1961,1216,1572,177,50,10661
31905,45,58,35,25,33,3,0,205,63,75,61,32,46,0,0,277,79,88,52,33,48,3,0,304,1250,1407,917,580,693,63,24,4925,23,9,5,0,3,0,0,47,1454,1638,1074,678,833,74,24,5758,5,19,12,4,13,0,0,54,30,30,20,17,15,0,3,119,22,18,20,25,18,0,0,105,486,610,372,248,292,19,12,2040,19,23,18,10,10,0,0,88,561,703,444,313,349,26,16,2405,2016,2340,1515,987,1179,92,38,8167
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,182,133,53,23,35,13,10,454,21,20,6,3,5,3,0,63,36,34,11,6,11,8,6,111,129,103,57,37,52,50,29,455,0,0,0,0,0,0,0,3,372,284,130,73,107,76,46,1092,22,16,13,15,27,13,19,123,0,7,3,4,0,3,6,31,3,4,4,0,13,0,11,29,22,38,23,14,31,21,13,155,0,3,0,0,0,0,0,10,51,70,43,34,70,43,40,347,421,352,169,110,180,120,83,1439
40102,151,253,206,150,236,140,67,1205,289,340,211,141,196,81,50,1308,284,307,163,116,179,70,40,1159,2731,3157,1808,1089,1545,588,268,11183,8,15,5,9,4,7,0,46,3460,4062,2402,1513,2158,885,422,14903,16,22,28,24,30,26,17,161,34,67,48,41,57,27,15,300,13,38,42,32,60,16,8,203,268,452,335,237,369,125,57,1840,8,15,15,6,6,0,0,57,343,594,471,345,525,189,94,2560,3806,4657,2871,1855,2681,1078,519,17470
40103,595,688,463,303,359,214,117,2739,122,204,140,114,140,95,51,871,176,204,127,74,106,69,41,791,867,1074,758,532,708,469,267,4669,6,12,3,0,3,0,0,24,1773,2184,1481,1020,1307,848,479,9095,31,64,57,64,111,59,29,421,15,23,37,16,29,23,16,162,15,17,6,7,32,14,16,108,48,118,96,79,111,71,52,587,5,3,0,3,0,0,0,9,116,229,203,170,290,162,109,1289,1885,2411,1687,1192,1596,1013,594,10382
40104,831,736,355,248,357,230,113,2861,171,141,88,49,101,72,46,668,163,142,81,34,62,38,29,557,1155,1321,749,495,734,386,190,5017,15,15,11,3,3,0,0,48,2331,2357,1283,831,1251,718,373,9148,50,84,64,35,80,67,28,408,44,37,28,24,45,33,26,229,20,36,11,12,29,16,3,133,144,243,184,105,180,75,57,987,11,9,4,9,3,4,0,51,275,405,296,188,331,192,116,1801,2600,2763,1578,1019,1583,910,491,10949
40105,408,361,167,86,120,74,36,1268,100,110,81,55,65,43,18,471,121,101,72,43,49,40,25,438,809,840,433,294,392,236,142,3147,0,0,0,0,0,0,0,5,1442,1416,756,471,623,390,217,5326,37,51,39,33,64,20,24,263,19,26,23,11,31,18,15,147,10,21,11,15,19,11,7,91,73,135,82,67,118,68,50,604,0,8,3,3,0,3,3,19,142,239,161,131,238,115,106,1129,1581,1656,913,597,865,512,322,6454
40106,371,308,180,67,101,67,41,1130,127,116,54,37,54,50,27,467,123,95,49,29,56,26,23,407,721,836,502,304,409,243,142,3158,3,5,0,0,0,0,0,13,1349,1363,789,447,615,384,236,5168,20,38,25,16,26,21,10,152,9,13,6,9,17,10,4,75,7,15,9,3,8,9,13,55,46,100,62,44,78,52,28,404,3,0,0,0,0,0,0,9,84,166,98,74,128,93,46,689,1427,1529,885,520,738,469,287,5861
40107,329,340,186,102,122,74,38,1194,124,186,110,73,100,62,45,713,168,156,81,43,58,48,28,588,925,1118,662,405,554,328,201,4191,6,3,5,3,0,0,0,18,1560,1805,1045,613,844,515,323,6700,11,43,34,32,31,17,9,179,17,34,23,21,32,17,8,157,15,30,14,14,16,12,9,100,64,165,104,69,109,70,44,614,3,3,3,3,0,0,0,12,111,265,177,136,189,118,75,1061,1668,2063,1218,748,1037,637,394,7765
40201,64,83,72,72,116,53,10,453,77,122,82,58,75,45,14,472,84,94,64,41,80,35,12,413,1270,1363,758,516,615,195,68,4781,7,6,7,4,6,0,0,36,1498,1668,982,698,883,324,98,6150,3,14,18,8,20,8,3,72,21,35,24,15,31,9,10,145,8,19,22,20,22,16,5,108,310,398,233,155,238,62,18,1413,11,11,12,4,6,0,0,49,355,478,308,203,314,95,32,1788,1852,2145,1293,894,1200,418,137,7938
40202,1005,927,510,327,432,268,117,3591,224,233,159,118,173,73,26,1004,235,239,124,76,130,66,35,924,3366,2815,1394,825,1024,336,102,9871,41,46,18,12,13,7,4,135,4879,4268,2208,1364,1771,744,287,15528,229,223,143,96,150,73,37,963,131,125,76,66,69,35,16,511,56,83,46,38,65,25,18,324,1625,1672,844,551,653,180,51,5578,84,87,47,27,12,6,0,274,2126,2202,1156,777,956,324,114,7642,7002,6467,3366,2138,2726,1063,400,23169
40203,2013,1405,685,378,561,382,223,5637,239,170,103,72,88,31,18,730,253,156,70,24,64,30,19,619,1488,1253,604,364,485,198,77,4472,4,11,13,5,3,3,0,39,3993,2998,1469,853,1200,643,340,11490,139,167,121,95,163,130,71,891,44,63,51,28,47,18,10,262,34,47,46,17,33,21,7,196,309,441,277,198,260,106,51,1645,22,17,12,7,7,4,0,74,555,732,500,341,509,283,142,3065,4552,3729,1967,1197,1705,930,484,14559
40204,2905,2558,1330,802,1185,778,459,10018,436,395,204,168,199,88,43,1533,417,381,174,131,165,81,48,1393,3362,3255,1701,1022,1310,477,159,11285,49,43,28,11,14,10,3,151,7166,6638,3427,2133,2871,1430,710,24387,305,401,276,207,318,221,130,1865,140,163,106,94,103,39,20,668,78,119,58,57,100,31,18,462,1164,1433,819,566,671,189,72,4908,63,64,43,23,23,3,7,217,1752,2181,1300,948,1220,482,238,8124,8924,8814,4732,3077,4092,1916,948,32502
40205,783,713,380,251,408,259,135,2921,343,349,230,179,273,126,70,1573,291,292,168,143,198,118,51,1262,3033,2993,1714,1124,1439,611,251,11172,14,10,8,4,10,3,0,46,4469,4352,2496,1697,2325,1117,508,16965,37,59,57,41,85,56,43,383,66,97,80,54,97,33,18,447,30,62,41,43,68,32,20,299,421,712,444,340,465,167,92,2646,19,22,17,9,5,0,3,83,566,954,639,491,725,298,173,3850,5031,5308,3135,2190,3058,1412,680,20815
