SA3_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
11402,105,126,77,69,66,27,8,479,145,205,123,85,105,25,7,684,153,190,97,71,78,16,5,612,1479,1758,994,630,754,166,61,5830,7,17,10,3,0,0,0,45,1893,2289,1295,851,1011,234,81,7659,3,7,12,17,16,9,3,76,37,61,43,39,71,12,0,262,13,30,35,20,43,0,3,143,237,331,251,188,246,54,13,1324,7,13,0,8,9,0,0,40,298,451,348,271,386,84,21,1846,2191,2741,1638,1125,1393,318,106,9504
11501,3544,4287,2354,1508,2304,1754,966,16725,645,807,490,277,414,217,130,2975,682,732,379,275,356,210,93,2721,2755,3637,2172,1421,1860,1111,474,13433,23,32,17,13,9,4,3,101,7654,9490,5405,3494,4944,3297,1662,35953,115,238,188,157,288,218,133,1344,44,83,68,65,76,42,18,409,28,75,57,41,56,28,23,306,173,298,287,211,308,141,77,1499,13,18,6,9,5,7,0,67,378,716,603,486,739,438,250,3613,8032,10205,6015,3976,5684,3740,1915,39561
11502,129,222,164,137,183,122,82,1044,114,160,107,86,108,53,25,646,132,127,92,71,85,51,18,568,762,949,593,430,545,276,106,3667,3,10,3,0,0,0,0,19,1142,1463,959,726,929,493,233,5951,15,21,19,8,30,13,8,122,22,13,15,13,11,8,4,85,3,17,10,10,18,4,3,63,46,106,86,53,66,25,16,391,5,0,3,0,6,0,0,15,82,164,126,81,126,54,37,677,1222,1631,1093,806,1058,549,267,6630
11503,29,46,39,22,38,24,13,204,66,117,63,53,54,21,9,389,76,79,66,44,49,20,11,348,1034,1117,702,459,555,172,87,4131,4,12,5,5,3,0,0,28,1211,1367,881,584,699,244,124,5102,4,3,5,0,4,3,0,15,15,19,16,13,14,0,0,84,8,7,5,8,10,3,6,48,101,129,93,86,120,32,8,569,8,8,0,0,7,0,0,20,127,164,120,112,154,42,17,735,1334,1534,995,691,859,278,138,5834
11504,509,660,370,274,395,257,114,2579,169,236,155,97,117,50,11,842,167,174,92,61,78,34,11,614,1265,1551,850,532,660,201,96,5147,7,9,4,3,6,0,0,28,2116,2640,1468,962,1253,541,236,9217,16,33,29,16,25,22,22,167,14,24,25,16,20,14,0,105,9,20,13,8,17,5,3,83,97,139,108,79,95,35,16,564,6,10,0,0,0,0,0,18,138,223,169,123,157,72,43,934,2256,2863,1637,1087,1411,618,277,10147
11601,4630,4269,2066,1243,1880,1268,646,16002,643,557,269,163,229,101,36,1998,521,448,190,148,181,83,45,1616,2435,2163,1126,735,965,349,154,7930,41,45,23,11,15,7,3,145,8263,7478,3683,2304,3263,1814,879,27682,283,409,275,211,344,226,131,1881,157,196,114,77,114,32,12,701,70,99,71,59,78,41,9,439,663,792,505,377,404,114,53,2904,53,55,41,19,22,3,4,197,1223,1546,1009,749,965,412,217,6118,9487,9028,4690,3050,4228,2226,1097,33800
11602,3255,3479,1720,1036,1521,1074,526,12614,579,515,314,159,195,89,32,1872,573,482,202,107,157,59,35,1625,2611,2512,1371,770,962,343,99,8665,25,32,9,3,3,6,0,81,7049,7017,3607,2075,2838,1570,693,24858,98,184,123,85,155,111,80,835,57,99,62,47,69,23,10,374,46,63,44,27,44,20,9,250,300,451,320,171,283,107,31,1668,18,23,11,9,12,0,0,71,517,821,551,343,569,262,133,3199,7567,7836,4165,2420,3402,1835,830,28048
11603,3716,3868,2072,1369,1989,1192,602,14807,514,462,234,136,166,43,24,1579,449,411,193,105,148,55,27,1396,1670,1527,849,604,743,199,78,5680,69,69,29,19,22,7,4,222,6416,6339,3380,2239,3070,1495,736,23683,364,552,363,274,395,198,129,2275,265,280,132,104,116,29,6,937,107,118,55,57,64,24,9,424,1287,1295,744,464,508,116,31,4450,105,113,69,35,44,11,4,379,2125,2363,1365,937,1123,378,183,8464,8539,8707,4739,3174,4195,1872,922,32144
11701,1118,926,478,251,403,293,171,3640,239,256,126,70,96,41,16,846,263,208,101,64,85,28,13,762,809,744,422,231,256,118,56,2636,17,15,3,8,3,0,0,51,2456,2141,1131,629,841,480,260,7940,67,98,73,55,87,72,39,495,33,56,38,47,39,6,10,233,29,29,23,26,26,13,9,154,129,160,112,65,97,31,19,607,7,10,11,3,8,3,0,39,265,354,255,198,262,128,70,1525,2717,2498,1385,823,1101,608,326,9466
11702,520,406,235,150,231,128,77,1738,381,366,150,79,83,28,17,1112,333,291,122,69,87,28,22,961,1223,1001,442,240,262,110,66,3348,13,13,3,3,0,0,0,36,2471,2088,949,545,664,296,175,7193,59,91,67,64,80,60,38,454,45,57,48,28,30,18,9,235,36,52,34,23,23,3,8,172,93,139,87,68,85,31,25,517,11,16,7,3,5,3,0,47,231,349,241,191,218,114,75,1424,2708,2437,1187,736,881,410,255,8618
11703,2387,1121,402,237,348,256,170,4932,747,416,167,98,129,64,23,1641,853,421,164,86,108,61,32,1718,1782,1069,474,285,339,176,94,4215,32,13,7,3,0,0,0,56,5797,3040,1216,712,929,566,309,12568,166,215,166,123,239,183,130,1222,108,108,76,50,59,39,30,467,53,75,59,29,61,28,17,330,224,322,167,122,150,72,46,1090,35,34,16,6,11,3,3,112,579,754,489,332,518,328,227,3229,6377,3795,1701,1041,1443,894,540,15800
11801,1740,1605,730,486,633,364,252,5817,1034,899,458,264,317,161,108,3243,923,824,396,225,278,158,86,2886,2331,2087,1126,661,848,483,290,7836,31,25,10,8,4,3,3,81,6068,5440,2724,1645,2075,1169,737,19860,92,196,134,88,141,96,72,817,79,140,111,58,88,47,33,562,55,113,56,50,66,40,20,389,117,274,192,126,186,110,81,1089,16,16,7,3,3,6,0,53,350,739,493,314,490,305,206,2907,6418,6177,3217,1966,2563,1477,946,22762
11802,2268,1896,911,549,788,516,330,7260,839,838,359,211,241,131,67,2690,943,812,372,211,246,124,57,2760,2414,2295,1318,748,994,525,276,8568,23,17,12,8,7,0,0,64,6482,5864,2970,1720,2285,1297,735,21347,130,217,145,123,180,157,120,1068,91,163,102,71,81,43,25,577,61,128,68,33,76,35,21,420,229,345,241,185,227,123,56,1407,38,25,25,14,18,10,7,133,552,873,584,424,585,357,231,3607,7035,6736,3556,2140,2867,1656,963,24950
11901,4393,4364,2569,1733,2489,1864,1053,18464,1546,1560,840,496,576,279,112,5418,984,899,463,236,269,130,61,3042,3209,2846,1477,816,994,485,216,10044,88,74,45,29,28,15,4,280,10223,9741,5388,3312,4359,2776,1448,37250,509,741,565,454,714,451,282,3719,253,370,220,161,172,82,32,1289,136,192,134,73,102,42,19,709,629,636,389,231,336,111,48,2382,71,90,32,25,31,13,8,262,1604,2028,1355,942,1352,703,385,8368,11821,11769,6745,4247,5711,3481,1833,45617
11902,4974,3958,2037,1299,1934,1372,744,16308,777,804,440,270,328,171,71,2855,650,602,285,164,207,110,60,2086,1871,1915,942,518,611,293,112,6256,66,64,22,24,23,14,9,217,8338,7345,3726,2274,3100,1963,991,27730,354,531,422,310,534,370,204,2721,171,228,145,99,101,51,19,819,74,131,93,56,63,39,16,471,244,333,203,132,162,57,32,1158,52,54,34,16,19,7,3,191,904,1282,891,604,877,520,279,5367,9247,8627,4615,2880,3978,2477,1268,33098
11903,3201,2557,1357,917,1420,1152,584,11195,603,588,328,227,287,190,93,2314,564,558,302,169,252,131,54,2028,1903,2118,1210,794,1072,646,302,8048,29,35,15,16,0,0,6,109,6300,5864,3218,2123,3035,2117,1037,23694,277,413,290,247,431,346,183,2185,89,124,71,51,73,56,23,497,67,104,69,44,61,29,16,383,202,270,190,161,240,108,51,1213,34,36,22,14,12,5,0,122,661,945,644,520,811,542,268,4397,6961,6807,3865,2638,3849,2666,1305,28095
11904,3342,2400,1273,841,1322,969,513,10661,768,782,399,226,300,165,59,2695,795,640,291,157,199,95,53,2231,2255,2090,1070,666,797,387,164,7421,36,28,11,12,10,7,0,112,7197,5946,3047,1896,2625,1626,786,23122,219,319,242,190,328,260,150,1706,111,186,126,90,125,55,26,717,70,136,85,51,58,32,16,450,269,339,211,150,206,90,42,1294,36,30,23,13,19,6,0,128,708,1010,684,490,736,439,236,4294,7904,6951,3723,2386,3363,2070,1019,27416
12001,1764,1105,506,318,415,335,186,4633,557,448,268,127,164,109,55,1735,549,475,206,131,164,79,44,1640,1815,1907,1011,586,751,475,236,6775,22,6,9,3,3,0,0,49,4707,3939,1998,1171,1499,998,520,14827,96,159,103,87,128,115,78,761,33,85,62,42,47,37,23,334,31,65,40,29,38,28,19,246,125,235,147,90,161,81,32,872,5,17,10,3,0,0,0,37,288,559,359,252,379,263,158,2254,4993,4502,2361,1420,1878,1265,676,17084
12002,721,626,245,131,163,75,36,2002,669,537,218,131,144,72,34,1802,532,405,165,103,109,31,27,1366,1650,1399,628,371,360,169,100,4677,22,8,3,3,0,0,0,39,3593,2974,1254,738,778,353,188,9887,39,63,34,27,54,27,12,255,44,66,41,27,49,24,15,264,21,49,22,26,41,14,15,189,89,156,117,75,85,55,39,621,7,9,3,0,5,3,3,30,192,343,225,153,233,126,78,1354,3785,3318,1476,896,1011,482,268,11241
12003,3399,2658,1357,900,1431,1190,664,11603,674,714,408,226,318,179,90,2615,649,649,311,174,267,141,72,2263,1964,2006,1132,645,920,534,261,7455,34,27,10,13,7,12,7,109,6714,6052,3226,1958,2943,2061,1092,24045,250,327,268,250,449,335,212,2103,101,108,93,63,78,40,26,506,47,111,68,54,76,36,24,418,182,285,182,130,192,105,57,1134,24,24,15,7,22,8,0,95,605,864,632,506,809,525,322,4262,7320,6915,3851,2466,3759,2585,1412,28312
12101,2900,2530,1091,626,894,613,336,8993,689,769,432,213,321,186,90,2702,865,834,404,224,287,159,81,2842,2178,2325,1348,789,1031,567,348,8585,24,23,16,7,10,0,4,84,6656,6476,3291,1865,2534,1525,867,23208,148,278,209,150,246,216,136,1385,57,72,65,47,68,46,23,371,52,88,47,41,45,30,18,322,65,183,137,103,165,105,55,816,6,17,6,3,4,0,5,46,331,636,466,348,522,395,240,2935,6989,7112,3759,2208,3054,1920,1104,26146
12102,2193,2037,939,557,774,509,276,7289,440,536,272,177,234,109,54,1835,547,536,270,172,218,114,56,1908,1761,2038,1129,729,986,462,229,7330,18,11,8,5,4,0,0,54,4957,5164,2619,1639,2226,1200,614,18409,79,183,126,99,157,124,65,838,32,59,54,55,50,22,13,283,23,49,41,36,43,23,10,234,72,188,158,131,199,88,58,894,6,5,10,0,3,4,3,29,213,482,386,321,456,268,146,2279,5167,5644,3003,1960,2685,1464,761,20682
12103,2469,3213,1789,1217,1747,1175,671,12279,602,902,597,371,551,302,155,3471,699,927,499,295,474,299,144,3328,1753,2746,1886,1256,1761,1027,559,10984,24,16,8,10,14,3,0,77,5542,7801,4774,3148,4546,2806,1527,30136,127,238,215,178,344,223,126,1453,22,70,49,48,94,54,28,373,35,74,58,48,61,44,21,341,75,198,179,146,208,136,72,1011,3,3,0,3,10,3,0,36,270,586,501,425,718,457,250,3206,5816,8390,5276,3571,5261,3263,1775,33341
12104,1563,1268,589,331,453,246,134,4592,666,479,243,151,196,120,63,1924,654,500,234,142,162,100,57,1842,1621,1364,694,409,556,333,223,5202,9,6,3,0,0,0,0,28,4517,3621,1762,1034,1369,800,477,13583,65,148,127,96,119,68,49,676,48,83,49,37,71,40,30,358,30,75,39,36,63,39,20,304,85,189,126,88,134,97,68,784,5,9,9,8,4,0,0,28,247,494,352,260,386,244,165,2150,4763,4118,2119,1292,1757,1044,642,15731
12201,802,753,365,230,266,121,49,2584,358,376,150,87,139,64,36,1200,350,359,197,88,122,71,36,1223,851,925,542,347,420,221,117,3423,4,6,7,4,3,0,0,23,2358,2422,1259,751,949,479,241,8458,27,62,33,26,45,16,13,220,12,42,31,18,39,20,10,172,16,32,29,12,31,22,9,143,31,96,91,57,88,41,25,435,3,5,3,4,3,0,0,19,84,241,186,114,201,96,60,985,2447,2658,1443,864,1154,574,298,9447
12202,446,618,346,230,361,140,81,2214,424,512,279,171,221,88,46,1731,448,476,248,124,197,87,47,1633,1714,2052,1189,727,912,401,212,7214,4,11,6,7,6,0,0,37,3036,3665,2071,1261,1697,714,382,12823,16,53,28,28,56,14,11,210,46,92,59,36,51,30,14,332,28,40,37,34,54,14,16,213,104,209,143,128,200,84,48,915,8,11,10,3,3,0,0,37,210,411,279,228,362,143,84,1713,3243,4078,2350,1491,2052,856,475,14539
12203,2146,2479,1267,782,1104,595,303,8672,1214,1324,778,431,518,215,94,4578,1247,1271,615,325,481,230,112,4279,3955,4320,2331,1543,1945,861,385,15335,21,29,19,6,11,10,0,87,8586,9416,5010,3092,4059,1902,887,32959,87,174,143,107,184,102,69,863,83,191,121,94,114,50,42,695,57,150,90,70,110,50,27,550,229,413,334,225,361,146,70,1779,13,26,9,7,6,3,3,66,475,954,700,493,782,356,208,3955,9061,10369,5712,3587,4839,2261,1093,36915
12301,418,451,258,201,298,157,81,1867,410,421,250,164,197,64,32,1530,327,332,153,110,126,36,17,1095,3096,2973,1651,1040,1183,452,179,10581,24,20,8,6,9,6,0,70,4273,4194,2323,1525,1811,712,314,15145,34,59,34,25,59,29,19,258,45,71,67,58,59,32,18,344,24,39,27,16,39,7,9,166,352,558,376,239,299,103,41,1966,14,10,13,3,3,3,0,52,470,741,516,339,463,172,82,2782,4744,4932,2835,1864,2274,883,394,17930
12302,3665,3706,1898,1310,1781,1136,607,14107,775,699,431,242,317,117,58,2649,674,580,306,194,257,87,51,2141,3419,3090,1691,1031,1279,486,252,11244,45,78,45,43,17,8,3,238,8574,8155,4374,2812,3644,1839,970,30378,308,431,325,262,354,211,128,2019,271,338,205,146,189,53,29,1222,154,184,125,99,100,38,22,716,1474,1739,977,603,737,157,79,5766,130,120,56,34,21,7,0,375,2332,2807,1679,1143,1403,463,261,10085,10904,10968,6058,3953,5043,2302,1237,40460
12303,80,113,80,47,68,38,12,447,153,194,109,92,97,41,15,698,137,172,82,67,81,29,12,575,1905,2044,1163,767,899,265,139,7175,16,22,12,7,6,0,0,64,2291,2547,1455,973,1149,374,181,8966,4,11,8,8,10,5,3,53,29,40,17,18,28,4,5,141,13,26,20,5,23,8,0,91,253,334,209,136,196,50,19,1188,17,17,4,10,0,0,0,47,308,426,263,178,256,67,25,1520,2595,2973,1716,1147,1406,443,209,10489
12401,163,251,150,106,152,56,44,918,400,511,285,187,263,85,42,1770,322,405,223,130,200,86,31,1397,2594,2715,1599,999,1342,491,222,9964,14,22,4,3,9,0,0,54,3497,3904,2259,1418,1961,721,338,14102,12,36,43,26,56,9,5,187,55,107,77,60,90,26,21,443,34,62,73,41,56,14,12,295,365,555,377,254,371,108,49,2079,16,21,9,3,11,0,0,59,479,777,581,389,586,154,88,3065,3978,4685,2842,1808,2545,875,433,17169
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,1371,1310,697,410,632,359,184,4958,689,680,386,270,341,153,63,2569,578,557,281,182,253,89,65,2000,5626,5151,2791,1717,2117,692,282,18382,52,33,19,8,12,0,0,125,8317,7733,4166,2586,3352,1296,591,28044,117,122,109,70,120,70,46,650,143,223,139,85,131,34,10,775,83,144,90,61,86,43,11,512,1231,1438,829,612,716,206,86,5122,70,60,28,24,18,7,0,201,1647,1985,1190,850,1078,353,156,7251,9960,9718,5359,3436,4432,1646,750,35295
12404,88,98,62,42,70,36,18,407,123,122,86,45,71,34,19,500,120,117,55,41,52,18,7,416,1346,1336,758,483,571,190,65,4754,5,12,3,4,8,5,0,39,1693,1685,968,614,771,283,106,6119,7,13,7,14,21,8,3,81,31,38,36,25,22,14,4,170,19,44,27,24,27,11,6,143,333,407,247,183,202,69,34,1471,10,12,10,5,6,0,0,43,398,511,322,251,281,102,44,1909,2086,2196,1290,867,1056,385,148,8027
12405,842,891,479,325,486,301,177,3492,306,257,136,89,131,46,23,979,192,173,104,52,85,31,8,645,1423,1312,695,428,579,171,75,4683,32,21,14,8,5,0,0,82,2787,2658,1421,906,1286,550,277,9889,105,156,101,69,107,50,37,628,103,108,57,35,49,13,5,379,54,59,37,25,24,12,3,225,525,578,298,203,248,60,29,1944,46,28,11,9,4,0,4,99,840,937,503,345,442,136,80,3273,3628,3587,1928,1249,1727,690,356,13161
12501,4051,3136,1454,943,1441,1158,634,12821,432,350,181,108,125,49,17,1254,375,299,140,62,72,35,17,989,571,402,190,105,113,70,28,1477,29,29,13,11,3,8,0,100,5455,4219,1981,1231,1752,1312,690,16644,297,376,269,197,325,256,166,1885,64,88,53,31,37,19,10,288,45,46,28,21,22,13,10,190,119,102,53,32,50,8,7,371,20,30,13,12,10,5,4,96,540,642,424,287,446,297,187,2824,5999,4855,2405,1518,2200,1606,880,19469
12502,2171,2166,1031,666,1101,918,443,8501,285,240,136,102,115,71,32,983,354,307,146,87,100,70,28,1099,992,1045,579,359,484,291,123,3876,17,12,5,3,3,7,0,45,3813,3769,1901,1224,1810,1357,626,14502,117,224,144,136,212,167,100,1096,62,42,36,26,31,19,14,229,27,46,27,35,41,19,11,204,110,198,133,110,121,63,27,759,11,15,6,0,3,0,3,42,327,525,346,302,415,262,150,2328,4141,4295,2245,1531,2224,1620,774,16824
12503,5008,4409,2448,1576,2270,1700,915,18323,1480,1515,756,445,449,198,91,4931,875,782,335,210,227,112,41,2580,2340,1941,894,520,576,254,112,6629,76,95,55,24,22,5,3,270,9779,8741,4483,2766,3540,2264,1153,32729,497,717,536,391,588,367,268,3364,268,340,185,109,128,46,21,1102,112,150,88,59,56,20,14,494,487,501,272,165,224,80,43,1769,85,67,42,25,31,13,3,269,1448,1778,1119,752,1033,518,345,6997,11225,10526,5600,3518,4564,2785,1500,39725
12504,7053,5268,2098,1145,1417,972,549,18506,541,437,248,133,168,70,44,1647,557,446,189,115,115,68,30,1525,1804,1574,829,495,605,310,138,5752,36,32,10,6,10,3,3,96,9991,7759,3371,1900,2308,1429,767,27521,280,377,257,207,349,241,164,1871,94,114,55,44,70,40,13,429,62,77,50,31,59,24,11,324,245,312,239,130,175,74,41,1212,21,23,26,14,18,3,0,104,701,897,630,426,668,383,230,3941,10693,8655,4000,2326,2979,1806,1003,31460
12601,1334,1439,734,457,727,604,320,5618,179,232,145,79,129,66,42,870,199,233,129,77,120,85,29,866,674,868,545,368,530,382,214,3579,15,6,3,3,0,0,0,33,2393,2783,1553,984,1503,1138,604,10956,64,139,78,81,118,121,74,674,6,17,16,19,24,11,3,95,8,21,13,12,29,13,9,103,36,83,60,52,66,42,25,363,0,3,4,3,0,0,0,11,108,270,170,161,238,182,108,1244,2502,3048,1721,1142,1743,1326,707,12198
12602,3673,2821,1230,809,1254,939,601,11330,630,708,402,218,287,160,72,2470,796,709,336,174,253,150,69,2486,2053,2245,1363,831,1059,621,323,8494,25,13,7,9,13,4,3,69,7176,6498,3343,2033,2862,1873,1079,24860,236,318,217,165,236,225,149,1548,46,97,62,52,81,47,27,408,48,79,40,36,61,32,22,319,143,256,153,117,176,104,69,1019,13,9,9,0,6,0,3,45,484,759,483,369,555,410,276,3334,7661,7258,3829,2404,3412,2286,1348,28195
12701,2538,2993,1862,1269,1738,1250,617,12263,766,684,388,256,312,133,50,2584,599,507,271,148,173,81,34,1815,2363,1982,1102,701,880,341,139,7500,39,56,40,31,18,4,0,186,6304,6221,3661,2393,3124,1813,834,24352,305,467,316,243,356,224,131,2038,161,211,136,73,110,41,18,749,87,105,74,48,61,11,11,392,448,531,359,236,287,80,28,1971,69,53,37,30,22,3,3,209,1056,1361,920,629,836,362,187,5360,7359,7585,4580,3025,3960,2177,1019,29705
12702,5483,6121,3762,2641,3841,2812,1627,26286,707,522,288,186,265,139,78,2188,729,510,243,145,192,93,57,1970,1449,1272,722,449,619,299,143,4942,84,86,46,26,26,7,3,284,8447,8508,5060,3450,4946,3348,1907,35673,1051,1686,1210,886,1264,889,462,7445,216,248,148,91,97,40,29,865,156,196,97,60,79,38,19,651,461,471,291,205,237,70,42,1775,143,148,91,66,63,42,11,566,2035,2749,1831,1315,1742,1080,559,11303,10480,11260,6894,4762,6689,4425,2471,46978
12703,3744,3678,2066,1335,1853,1328,718,14713,755,630,371,225,269,107,45,2413,626,560,248,119,157,76,37,1828,2322,2023,1033,654,823,310,127,7281,50,41,34,13,8,10,6,159,7503,6936,3753,2352,3107,1823,930,26401,417,539,368,243,396,240,160,2368,164,170,90,64,105,27,13,629,109,126,73,57,66,30,11,471,410,483,239,194,271,71,43,1715,42,40,27,24,19,7,6,167,1132,1362,792,581,863,378,236,5346,8640,8297,4544,2929,3971,2204,1164,31743
12801,789,682,405,272,399,290,178,3012,576,577,354,211,277,119,63,2171,631,573,338,180,247,125,66,2164,3757,3663,2037,1358,1726,893,444,13870,21,15,10,8,11,7,0,74,5775,5519,3136,2025,2658,1431,745,21290,54,94,82,62,78,47,31,444,94,131,80,56,75,38,24,491,60,107,63,51,75,32,5,396,262,463,348,245,374,138,83,1911,19,18,18,11,14,0,0,88,487,816,592,422,615,254,149,3333,6259,6337,3730,2454,3275,1685,891,24625
12802,703,720,387,273,446,308,143,2974,671,692,400,258,328,176,87,2619,634,605,278,184,255,149,81,2199,4198,4578,2506,1571,1999,1021,496,16367,11,24,5,7,6,3,0,56,6213,6616,3583,2302,3039,1657,809,24219,43,60,47,50,74,55,33,359,68,108,81,57,74,41,25,456,34,79,56,43,67,34,14,322,301,469,398,295,389,183,101,2129,17,26,5,3,6,3,0,72,455,740,582,450,613,314,173,3335,6670,7362,4169,2749,3658,1965,983,27551
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,423,339,184,109,136,62,22,1276,238,245,139,96,135,37,7,897,251,217,108,82,97,39,7,801,4148,4071,2257,1341,1827,642,250,14533,26,20,17,11,12,0,0,86,5080,4896,2697,1633,2208,778,290,17590,32,66,38,31,36,11,8,216,68,80,47,46,58,17,9,339,17,43,25,18,30,12,8,162,937,1260,805,512,754,231,66,4568,45,40,23,16,14,0,0,140,1104,1499,949,628,890,266,95,5430,6182,6393,3653,2263,3102,1048,383,23020
20102,39,45,36,23,24,5,0,173,74,88,49,42,49,17,6,322,56,93,58,33,39,16,7,294,918,1113,641,379,473,137,42,3702,9,3,0,11,3,0,0,28,1090,1341,787,483,588,177,61,4526,0,12,6,5,3,0,0,28,13,28,21,17,23,3,0,104,7,17,9,6,7,0,0,48,157,203,151,101,129,28,17,775,3,12,3,3,3,0,4,22,180,266,191,129,168,30,14,979,1272,1607,976,609,753,208,76,5498
20103,28,23,17,8,18,11,4,110,37,45,29,22,16,5,0,155,30,46,30,24,13,3,0,153,782,935,533,322,470,115,31,3185,4,6,3,3,3,0,0,18,886,1055,614,384,522,128,32,3630,0,5,3,0,0,0,0,11,8,18,4,7,11,4,0,57,0,10,3,0,4,3,0,23,200,261,159,144,142,41,13,963,11,18,3,10,4,4,0,45,224,311,179,168,163,51,12,1103,1108,1365,793,549,690,182,41,4725
20201,400,322,174,109,156,59,16,1238,179,176,107,69,79,33,11,652,184,166,66,44,68,20,6,557,3815,3625,1937,1305,1685,545,165,13090,12,14,14,10,3,0,0,59,4597,4302,2301,1540,1999,658,202,15597,27,38,24,21,34,16,9,166,54,70,50,40,57,15,11,298,22,49,43,24,31,7,0,168,956,1252,761,522,707,217,87,4498,40,37,18,14,13,3,0,116,1098,1436,898,614,841,259,104,5249,5697,5742,3201,2154,2835,914,304,20846
