SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED21401,0,0,4,10,5,8,0,0,0,27,3,21,33,124,46,45,25,5,0,301,0,0,0,23,7,29,29,14,10,109,0,0,4,18,8,20,43,28,16,144,3,37,77,120,66,62,57,15,0,440,6,46,95,148,123,83,56,34,4,593,0,0,0,6,10,12,18,16,5,69,0,9,27,105,72,76,65,25,15,389,0,4,35,199,48,78,48,7,3,424,4,8,21,56,12,3,3,3,0,103,0,0,0,24,29,40,48,37,8,185,0,0,4,16,40,27,4,17,4,116,7,36,27,52,31,11,18,7,0,189,0,3,41,187,154,165,69,22,5,648,0,0,0,4,8,12,3,5,0,38,0,0,0,17,13,11,6,4,0,46,13,60,90,440,271,273,258,255,136,1785,85,217,250,629,402,363,369,344,187,2851,2908,6355,7385,14768,8501,7405,6788,5378,2171,61657
SED21503,0,3,0,13,7,3,0,0,0,33,3,27,66,235,84,85,50,9,3,566,0,0,3,32,17,25,26,12,10,128,0,0,10,21,30,37,54,30,8,191,0,8,49,62,18,23,3,0,0,164,0,12,37,57,39,16,14,4,0,186,0,0,0,8,13,18,24,14,6,84,8,29,110,347,155,140,84,34,9,912,0,0,21,72,5,15,0,3,0,124,3,5,39,71,19,7,3,0,0,158,0,7,9,100,161,172,154,67,12,681,0,0,3,22,21,13,3,8,0,69,0,20,25,46,23,15,11,0,0,133,20,40,327,439,135,120,39,22,3,1139,0,0,0,5,12,3,4,4,0,30,0,3,11,20,0,4,0,0,0,39,51,162,245,809,253,228,175,105,42,2071,136,248,531,954,417,381,350,268,89,3381,3617,6653,9933,18002,7541,6451,5237,3127,1204,61764
SED21608,0,0,0,13,15,0,0,0,0,24,3,20,12,79,19,20,9,0,0,163,0,0,0,13,3,0,10,8,6,43,0,8,7,23,42,63,84,28,5,256,0,4,3,9,9,3,0,0,0,25,0,3,12,40,21,12,13,8,0,102,0,0,0,0,9,12,7,4,0,35,0,0,3,27,6,6,6,3,0,51,0,0,0,6,0,0,0,0,0,8,3,7,11,23,8,8,0,0,0,58,0,0,0,0,5,6,3,0,0,14,0,0,0,4,0,0,0,0,0,3,0,18,14,31,15,23,24,3,0,133,0,7,3,13,10,3,0,0,0,41,0,0,0,5,8,7,10,7,0,40,0,0,0,4,0,3,0,0,0,15,3,32,74,140,85,94,71,53,28,571,204,398,535,1025,699,705,606,286,117,4580,3674,7773,8125,14125,8107,7715,5969,2684,1043,59223
SED21706,0,0,3,15,7,6,0,0,0,33,5,13,28,153,52,34,23,3,0,311,0,3,0,39,16,51,54,19,16,201,3,6,7,47,44,46,35,31,18,240,10,31,63,119,34,42,29,3,0,324,5,21,44,124,79,51,27,17,4,372,0,0,0,14,13,14,14,11,3,61,3,25,241,444,118,101,88,35,17,1074,3,4,35,146,16,12,8,3,0,241,3,10,43,113,33,8,11,0,0,223,0,0,0,0,8,11,5,0,3,35,0,0,3,16,8,8,7,3,0,54,13,42,44,77,48,30,27,3,0,288,3,18,151,283,133,147,73,25,15,853,0,0,0,5,5,5,3,6,3,27,0,6,7,29,3,10,0,0,0,57,25,79,211,556,245,226,204,151,60,1756,164,258,483,903,440,356,289,242,193,3326,3518,8096,11150,17663,9136,7096,4891,3109,2020,66686
SED21805,0,0,0,8,22,5,0,0,0,36,6,39,89,280,181,105,41,5,3,754,0,3,8,70,19,54,37,10,9,199,3,23,14,94,97,134,115,79,30,579,3,3,3,28,13,14,0,0,0,61,3,45,64,219,145,78,36,9,3,614,0,0,0,6,22,18,12,20,0,83,0,12,8,140,95,87,59,26,8,439,0,3,3,11,3,14,0,0,0,35,4,12,10,102,20,6,0,0,0,158,0,0,0,12,7,5,0,0,3,29,0,3,0,21,27,15,9,11,0,90,8,31,25,84,32,31,20,3,3,224,3,3,14,92,33,11,9,4,0,178,3,3,3,29,27,30,21,13,3,124,0,6,12,57,13,3,5,3,0,111,15,73,102,647,318,248,209,120,30,1761,232,421,451,1303,649,656,506,323,164,4702,4767,8027,7571,19803,9553,8049,5706,2938,1300,67718
SED21906,0,0,0,11,6,9,0,0,0,22,3,12,19,236,49,38,10,4,3,377,0,3,3,75,24,102,215,179,403,1006,0,3,14,74,44,39,40,25,8,242,4,26,29,81,13,16,15,13,3,182,4,35,211,607,431,350,227,114,53,2040,0,0,0,10,7,17,11,10,7,66,0,4,18,124,28,36,31,17,4,267,0,0,11,74,5,6,0,0,0,101,7,11,14,96,20,7,5,0,0,155,0,3,0,8,3,6,3,0,0,27,0,0,0,23,12,8,0,3,8,49,24,86,78,278,114,67,39,14,10,701,4,7,53,108,25,22,8,0,0,233,0,0,0,13,3,7,3,0,4,34,0,0,5,25,21,20,13,3,0,93,45,214,274,1636,722,776,985,508,369,5524,189,267,373,1448,476,422,321,234,180,3906,3943,7251,7988,21896,7791,6812,5156,2739,1968,65552
SED22005,0,0,3,9,6,0,3,0,0,26,9,64,101,398,193,151,68,11,11,1000,0,0,6,52,36,59,60,31,27,276,0,3,10,32,29,28,42,29,19,188,3,27,39,82,23,20,15,4,0,205,3,25,37,119,76,47,40,18,4,369,0,0,0,8,12,27,31,30,7,123,9,38,142,591,133,165,202,85,35,1396,0,4,20,138,6,9,0,0,0,183,14,86,69,226,42,22,4,0,0,462,0,0,0,0,11,12,18,12,6,53,0,3,5,27,47,35,49,11,7,194,6,25,12,51,22,9,4,0,3,135,28,91,390,1423,941,940,393,160,91,4472,0,5,0,8,6,0,8,4,0,27,0,11,10,39,6,0,0,0,0,65,91,270,281,1246,585,539,483,281,115,3898,209,286,497,1173,437,430,406,368,264,4068,4513,7362,10967,23069,8634,7365,5807,4131,2116,73961
SED22105,0,0,3,8,3,3,0,0,0,23,24,202,308,872,392,143,44,12,4,2010,0,5,9,84,21,39,44,7,0,208,0,13,12,68,89,116,92,60,14,470,3,32,27,72,32,20,6,0,0,196,3,41,84,219,109,67,36,18,4,580,0,0,0,18,49,38,32,12,4,160,34,315,263,1993,485,296,160,48,13,3611,0,0,0,42,0,10,0,0,0,50,3,21,34,169,25,17,5,0,0,260,0,0,4,58,18,26,4,0,0,117,3,0,13,82,69,19,12,9,0,207,8,31,26,61,24,9,10,0,0,165,3,11,24,205,61,42,11,5,3,364,0,4,9,19,13,16,12,3,0,76,0,27,48,141,29,11,0,0,0,259,27,279,518,1463,680,438,229,114,41,3789,496,736,694,1935,672,544,390,213,152,5825,9815,14802,11965,33838,10903,7648,4829,2319,920,97040
SED22201,0,0,0,12,16,11,0,0,0,40,3,17,23,123,63,42,22,8,0,292,0,0,0,30,7,20,12,13,3,89,0,6,7,44,62,77,96,69,31,386,0,10,13,22,29,26,5,3,0,107,0,14,61,127,87,56,46,22,6,420,0,0,0,0,9,10,6,10,3,34,0,5,15,121,28,43,26,12,6,263,0,3,0,30,12,0,3,0,0,50,8,27,34,63,7,7,7,0,0,147,0,0,0,0,4,3,3,4,0,17,0,0,0,9,5,0,4,0,0,17,5,14,22,54,39,23,18,0,0,174,0,0,7,59,22,28,22,3,0,149,0,3,0,3,10,17,16,11,3,68,0,4,4,23,6,7,0,0,0,48,4,41,64,268,137,127,137,97,41,911,139,251,276,773,383,337,320,251,144,2879,3924,6947,7148,16166,7768,6970,5363,3214,1545,59049
SED22305,0,0,4,10,0,0,0,0,0,14,19,64,122,419,197,146,59,24,7,1056,0,0,15,72,61,150,107,50,61,515,0,0,0,13,20,59,88,57,33,271,0,5,12,37,6,22,14,3,0,103,0,8,13,64,28,39,65,30,11,255,0,0,4,101,103,111,90,80,20,511,43,263,412,2198,581,412,315,123,63,4404,0,0,3,36,10,8,9,0,0,63,0,25,33,119,21,7,3,0,0,203,0,4,28,293,199,177,121,61,18,903,5,3,7,67,82,63,40,24,3,289,3,16,14,20,15,15,3,3,3,92,6,24,85,526,296,262,76,38,24,1332,0,0,0,3,6,4,7,3,3,33,0,3,10,41,3,0,0,0,0,55,54,256,575,1641,780,745,474,282,99,4909,414,624,695,1796,723,646,521,373,160,5957,5449,8682,9999,24173,8357,7816,5631,3440,1363,74906
SED22404,0,0,0,12,16,4,0,0,0,32,4,3,7,38,12,17,3,0,0,80,0,6,5,11,4,19,17,12,3,80,0,3,5,25,53,74,91,31,15,301,0,3,5,9,11,8,0,0,0,30,0,7,19,42,30,43,25,6,3,184,0,0,0,0,8,12,10,7,0,32,0,0,0,14,11,7,10,6,0,44,0,0,7,19,0,0,0,0,0,33,4,5,8,23,10,6,3,0,0,56,0,0,0,7,3,5,5,3,0,18,0,0,0,0,3,0,0,0,0,7,0,3,7,40,35,34,32,6,0,168,0,0,4,11,4,3,0,0,0,23,0,0,3,5,10,14,13,9,4,67,0,0,0,7,4,3,0,0,0,17,3,29,22,118,88,105,100,86,37,578,204,459,438,1143,856,921,740,319,113,5183,3046,7358,6232,12317,8640,9052,7270,3088,1127,58119
SED22501,0,0,0,11,10,8,3,0,0,28,0,3,8,51,16,13,18,0,3,111,0,0,0,30,9,16,9,7,8,69,3,12,10,43,59,83,76,29,9,331,3,23,8,28,14,14,8,3,0,103,0,31,30,125,80,43,18,12,0,335,0,0,0,0,18,11,9,4,0,50,0,6,11,61,20,36,24,3,0,170,3,3,0,16,0,0,0,0,0,20,4,3,10,23,8,3,3,0,0,62,0,3,3,11,32,39,35,9,3,145,0,0,0,7,9,12,7,0,0,40,4,46,23,73,57,38,27,6,0,278,0,0,5,34,14,16,5,0,0,77,0,3,3,16,22,9,7,8,4,66,0,0,8,9,14,11,4,0,0,39,9,61,46,270,174,166,142,84,40,982,85,174,188,496,358,347,293,154,96,2197,3504,7735,7335,14058,8796,8570,5765,2335,949,59042
SED22607,0,0,0,13,3,4,3,3,0,30,5,18,22,185,47,26,16,0,0,332,0,0,0,31,15,31,16,16,14,119,0,8,14,57,34,40,45,9,9,212,0,18,16,77,12,11,8,0,3,148,3,3,17,82,17,12,10,3,0,147,0,0,0,7,12,13,9,11,3,58,0,26,10,151,39,39,27,6,8,306,0,0,10,87,9,4,4,0,0,110,0,3,25,122,20,11,4,0,0,182,0,0,0,22,17,9,11,0,0,57,0,4,6,81,74,33,11,10,0,226,9,33,29,125,30,30,11,0,0,273,6,50,95,419,213,225,91,73,22,1194,0,0,0,12,10,0,9,3,0,29,0,0,0,27,0,0,0,0,0,31,60,144,363,1453,414,240,205,112,78,3068,265,398,499,1737,561,515,328,251,134,4695,3822,7339,8696,22392,8918,7344,4380,2659,1457,67008
SED22704,0,0,3,13,4,0,6,0,0,27,7,36,24,118,42,43,16,0,3,290,0,0,0,3,3,8,8,8,6,39,0,0,3,18,27,61,69,35,12,232,0,0,3,9,7,0,3,0,0,23,0,3,3,23,9,13,11,6,0,70,0,0,0,0,9,4,6,3,3,30,0,0,0,13,5,8,3,3,0,30,0,0,8,21,0,3,0,0,0,27,4,5,18,36,11,9,3,0,0,77,0,0,3,3,9,9,11,0,0,32,0,0,0,6,9,3,7,0,0,28,3,12,10,28,21,18,27,7,0,113,0,0,3,16,3,3,0,0,0,30,0,0,0,4,9,11,17,4,3,42,0,0,4,8,13,4,0,0,0,22,3,18,24,76,80,92,119,76,26,512,241,457,553,1183,917,1101,903,564,251,6171,3354,7443,7134,12944,9026,9996,8296,4307,1706,64201
SED22802,0,0,0,10,10,3,3,0,0,32,0,11,30,81,57,30,17,4,0,234,0,0,3,18,18,25,20,10,4,104,0,0,7,37,62,83,88,49,14,333,0,10,13,15,14,5,8,0,0,53,0,15,45,83,66,55,23,13,0,302,0,0,0,0,3,10,9,3,0,20,0,3,3,49,28,29,20,6,0,140,0,0,4,16,7,3,0,0,0,35,0,15,18,51,25,0,3,0,0,117,0,0,0,0,6,7,9,9,0,26,0,0,0,3,4,0,5,5,0,16,0,14,17,40,25,24,27,0,0,150,0,4,21,26,9,3,0,0,0,58,0,0,0,7,12,16,7,3,4,49,0,0,8,16,11,7,0,0,0,45,5,16,47,166,119,105,97,72,26,642,110,231,303,698,444,364,350,194,120,2819,3553,7416,7654,14936,8163,6920,5306,2456,851,57261
SED22901,0,0,3,15,13,6,0,0,0,37,0,26,45,164,86,95,56,6,3,478,0,3,0,29,10,56,31,3,14,148,0,3,4,29,41,74,86,55,24,314,6,71,110,122,87,68,36,11,3,511,0,25,47,117,79,69,74,18,5,431,0,0,0,10,13,15,17,6,8,66,8,40,121,413,206,230,145,35,18,1223,6,5,9,78,15,17,15,0,0,147,0,4,18,66,17,9,0,0,0,122,0,0,0,3,5,0,9,3,0,18,0,0,4,5,7,13,4,4,0,37,5,25,23,43,25,17,12,3,3,160,0,7,19,165,133,127,48,7,4,504,0,0,0,4,9,12,8,10,4,63,0,3,0,21,3,12,8,0,0,44,6,33,92,315,190,225,195,144,117,1324,101,164,192,538,294,319,320,228,152,2311,3236,6302,7201,15015,7677,7883,5664,2891,1579,57447
SED23007,3,3,8,19,15,9,0,0,0,60,12,52,113,648,196,197,111,29,12,1373,0,0,3,67,30,67,45,38,35,289,0,9,3,49,33,33,27,28,8,185,7,5,21,119,22,20,7,0,0,199,0,7,9,88,16,11,6,0,0,127,0,0,0,19,33,35,42,25,10,165,5,22,104,349,48,25,9,6,8,582,4,0,6,126,3,5,0,0,0,154,4,18,52,179,28,10,8,3,0,296,0,3,8,82,92,137,191,75,24,597,0,0,3,111,82,56,22,10,7,288,7,22,24,108,21,13,8,0,0,199,56,173,932,3632,2115,1952,670,294,109,9929,0,0,0,14,3,4,3,0,0,27,0,0,0,35,3,3,0,0,0,46,67,181,643,2029,702,471,381,237,102,4809,398,475,827,2293,741,621,483,314,170,6336,5281,7455,11715,30857,9275,7571,4952,2971,1342,81421
SED23101,0,0,0,5,7,3,0,0,0,21,11,24,42,168,71,65,29,11,3,414,0,0,0,28,16,50,42,26,7,167,0,0,4,24,16,49,73,56,27,244,10,92,77,118,66,71,38,14,0,494,0,18,47,88,66,41,26,22,5,320,0,0,0,8,3,22,8,16,3,53,6,58,169,427,181,189,158,66,26,1290,0,10,20,106,29,21,15,0,0,204,3,12,9,99,17,17,5,0,0,162,0,0,0,0,8,9,6,7,0,23,0,0,0,13,9,7,7,3,3,43,6,33,31,44,30,22,18,3,0,194,3,14,45,293,265,250,108,44,13,1042,0,0,0,4,11,7,8,5,3,35,0,3,12,27,12,8,3,4,0,65,8,98,105,340,231,197,267,194,81,1517,114,168,190,512,268,278,286,257,155,2232,3068,7104,7584,14653,7827,6807,6316,4385,1865,59610
SED23205,0,0,5,27,12,11,3,0,0,52,13,25,29,154,68,48,27,0,3,371,0,4,0,38,27,56,23,14,4,164,0,13,13,72,86,133,131,101,54,603,0,4,8,27,10,8,4,0,0,65,0,10,32,93,65,31,16,16,9,271,0,0,0,9,17,21,21,11,3,75,0,7,12,62,20,29,35,21,3,193,0,0,7,15,6,3,0,0,0,29,10,8,13,76,10,6,0,0,0,122,0,0,3,7,7,4,0,3,0,19,0,0,0,13,13,12,3,0,0,38,0,15,19,52,46,35,25,5,0,192,0,9,6,37,5,7,0,0,0,65,0,4,4,20,25,18,30,20,3,126,0,4,9,36,15,12,4,3,0,76,17,88,119,478,232,223,208,132,58,1563,246,419,542,1255,681,629,518,352,161,4787,3770,6821,7384,15958,8213,7676,6131,3534,1696,61181
SED23308,0,0,0,9,10,3,0,0,0,25,3,19,28,123,35,28,27,0,0,268,0,0,0,14,7,16,13,16,16,80,0,8,5,51,46,87,85,59,12,350,0,0,12,19,7,7,13,0,0,59,0,6,10,52,15,18,16,14,4,142,0,0,0,4,7,17,20,14,6,63,0,13,11,86,8,10,10,0,0,142,0,0,3,12,0,0,0,0,0,25,0,14,12,33,13,5,0,0,0,77,0,0,0,8,11,19,11,11,7,63,0,0,0,11,8,0,4,0,0,23,3,17,20,76,25,20,19,4,0,184,0,0,16,49,18,8,3,0,0,103,0,4,0,14,9,16,20,5,5,79,0,0,3,22,5,0,3,0,0,40,21,48,66,261,101,113,106,90,73,863,188,325,458,1087,628,511,448,346,186,4172,3739,6663,8076,17037,8358,7777,5708,3562,1966,62886
SED23402,0,0,0,15,12,0,0,0,0,30,8,23,36,143,77,43,12,0,3,341,0,0,3,38,21,32,8,6,4,120,3,14,27,80,109,155,106,57,26,579,6,20,24,36,28,12,5,0,0,138,0,28,62,149,111,55,29,16,7,461,0,0,0,9,28,31,26,6,4,96,11,58,53,359,133,92,53,23,6,788,4,6,5,35,0,0,0,0,0,56,3,3,6,47,14,4,0,0,0,78,0,0,0,3,3,0,3,0,0,15,0,0,0,11,15,8,5,0,0,35,6,25,24,58,30,22,17,7,0,194,0,0,7,20,17,7,0,0,0,52,0,4,3,21,28,14,15,7,0,88,0,4,6,35,13,15,5,0,0,83,18,72,134,458,253,178,147,101,36,1392,241,384,453,1034,596,499,355,225,89,3885,5080,9358,9347,18317,9661,7606,5175,2691,1104,68345
SED23502,0,0,0,9,7,6,6,0,0,30,8,23,11,82,38,35,11,3,3,207,0,0,0,8,0,12,15,3,5,48,0,3,0,23,22,69,101,59,17,287,0,4,0,7,0,0,0,0,0,24,0,7,12,31,28,22,16,4,0,119,0,0,0,0,0,6,9,0,0,22,0,0,0,19,3,9,3,3,0,42,0,0,8,32,0,0,0,0,0,41,0,3,3,13,7,5,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,3,23,11,17,32,7,0,98,0,3,7,41,12,5,4,0,0,73,0,3,0,9,12,9,20,4,0,61,0,0,7,4,4,3,5,0,0,23,0,13,9,75,62,73,110,69,33,447,207,435,499,1033,778,956,1015,549,274,5737,3069,6743,5701,11146,7590,9409,9200,4653,1701,59212
SED23602,0,0,0,6,3,7,0,0,0,18,8,21,22,91,57,31,14,3,0,247,0,0,0,10,3,16,14,4,10,56,0,9,4,21,27,54,82,39,11,254,0,5,3,6,8,5,0,0,0,24,0,15,12,35,24,16,19,9,0,138,0,0,0,0,0,10,6,7,0,22,0,3,7,34,10,12,17,0,3,80,0,0,9,31,0,0,0,0,0,40,0,4,11,16,16,8,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,0,0,0,0,17,6,24,4,39,17,23,30,5,3,148,0,3,11,68,34,15,3,0,0,142,0,0,3,0,9,11,11,3,0,32,0,0,0,5,3,10,7,0,0,31,0,18,22,97,52,80,99,51,20,436,200,450,384,1011,750,916,800,453,174,5144,3159,6831,5756,12156,7781,8728,7378,3624,1529,56943
SED23702,0,0,0,8,15,5,0,0,0,32,6,29,28,120,43,24,3,0,0,259,0,0,3,14,5,22,12,10,8,82,0,9,20,87,138,159,113,91,21,637,0,0,0,18,6,11,0,3,0,37,3,7,33,67,34,27,36,9,0,214,0,0,0,8,14,6,13,12,0,49,0,3,4,24,18,20,11,4,4,86,0,0,3,5,5,4,0,0,0,16,4,8,8,48,11,4,0,0,0,89,0,0,0,6,4,0,0,0,0,9,0,0,0,3,6,3,0,0,0,16,0,4,12,41,18,13,17,9,0,124,0,0,0,16,3,5,0,0,0,26,0,3,6,20,31,25,19,3,7,117,0,0,10,8,5,8,0,0,0,34,3,15,33,173,142,137,126,65,20,719,190,374,456,1030,675,639,522,278,104,4262,4160,8693,9476,17015,10074,8828,6244,2887,911,68282
SED23806,0,0,0,19,14,8,0,3,0,38,0,8,28,147,21,29,4,3,0,244,0,0,0,41,7,22,25,10,21,131,0,8,6,75,52,36,62,25,9,268,10,30,50,142,36,41,19,10,3,350,0,13,48,154,73,60,41,17,3,416,0,0,0,5,12,3,3,6,0,39,3,7,71,264,34,53,42,18,3,501,0,8,19,136,16,22,12,3,0,214,3,7,44,166,19,8,0,4,0,245,0,0,0,6,6,9,10,0,3,36,0,5,3,24,4,6,0,3,3,49,20,107,79,161,86,40,21,10,3,517,6,17,225,297,76,63,21,13,0,717,0,0,0,16,6,18,8,7,0,56,0,0,6,30,10,14,3,0,0,67,42,98,254,846,197,121,138,80,74,1842,131,228,503,1181,410,317,276,231,137,3419,3142,7277,10180,20466,8252,6654,5162,2764,1424,65331
SED23901,0,0,3,12,10,4,0,0,0,28,3,9,30,169,56,42,21,11,3,332,0,0,3,39,19,37,23,19,16,160,0,7,7,66,33,50,45,36,15,264,8,12,31,78,19,16,19,8,0,193,4,8,13,93,49,21,12,8,7,218,0,0,0,12,8,25,25,24,11,105,0,18,32,145,66,66,58,23,5,423,4,7,11,76,13,11,8,0,0,129,3,9,26,69,29,15,3,0,0,154,0,0,3,32,30,45,58,26,3,185,0,0,0,13,12,14,3,4,0,45,11,42,37,94,34,29,19,8,0,281,3,18,55,214,72,61,27,8,8,460,0,0,5,6,7,7,13,3,4,44,0,0,3,32,6,6,3,0,0,46,41,123,207,925,344,218,194,145,87,2283,199,294,379,979,494,420,380,346,344,3828,4020,7483,7543,17897,8692,7462,5571,3471,2014,64148
SED24006,0,0,0,11,13,6,3,0,0,39,3,10,11,92,28,22,9,7,0,188,0,0,6,19,10,35,22,25,24,152,0,12,3,32,23,33,39,12,12,178,7,64,74,99,56,59,38,14,9,420,0,11,47,131,71,50,37,21,0,372,0,0,0,3,8,10,7,8,3,41,5,17,53,121,107,79,27,33,8,445,7,10,24,195,43,71,42,9,0,400,0,15,27,77,21,10,3,0,0,148,0,0,0,7,14,15,13,15,6,80,0,3,6,17,39,10,5,7,0,89,10,62,59,89,53,48,21,10,3,356,0,18,83,301,268,180,54,14,5,931,0,0,4,10,7,4,9,0,3,37,0,0,0,12,6,3,0,0,0,27,13,79,100,390,221,179,164,132,98,1373,103,273,326,755,486,433,353,224,156,3111,2657,8261,9750,14102,9800,7731,5517,3306,2018,63146
SED24105,0,4,0,9,5,0,0,0,0,16,10,40,116,330,172,125,40,16,3,846,0,0,3,40,32,69,61,27,15,245,0,5,6,17,35,32,57,37,18,204,3,15,23,67,18,24,11,3,0,169,3,24,39,99,67,30,40,11,0,316,0,0,0,32,30,45,45,37,8,196,8,73,119,683,285,293,285,118,56,1920,0,9,12,42,6,11,0,0,0,77,12,75,61,348,37,24,3,0,0,564,0,0,0,18,23,22,16,10,0,85,0,7,20,117,167,88,67,27,0,493,3,30,15,27,5,7,12,3,0,101,39,119,496,2673,1789,1445,438,182,90,7269,0,3,0,6,8,12,3,0,0,27,0,10,10,45,7,0,0,0,0,65,20,144,244,830,477,429,279,188,68,2671,211,337,411,927,413,401,344,194,80,3332,4551,8591,9718,20230,9010,7820,5951,2960,1267,70098
SED24207,0,4,3,9,3,0,0,0,0,21,18,235,542,1642,888,612,242,54,16,4244,0,0,10,113,75,89,64,22,14,390,0,7,7,17,30,36,42,21,9,165,7,32,22,45,25,10,4,3,0,155,0,5,27,47,34,9,5,3,0,124,0,0,0,44,48,64,57,29,4,246,5,49,58,349,170,66,36,15,4,752,0,5,7,39,11,4,3,0,0,75,3,10,14,151,35,11,7,3,0,234,3,8,37,263,249,349,258,76,11,1253,0,0,13,96,91,62,32,9,0,305,12,29,27,51,14,3,0,0,0,137,42,120,448,3047,1624,1066,343,116,44,6857,0,0,0,6,4,0,3,5,0,20,0,3,15,34,10,0,3,0,0,68,43,284,676,2355,1154,839,559,186,54,6145,388,748,632,1682,745,701,498,200,51,5627,6893,12521,10954,27377,10469,8032,5041,1909,539,83732
