SED_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SED24207,36,51,209,413,649,1053,1301,609,196,4516,4,31,114,204,314,377,254,206,78,1581,301,559,1338,1150,929,718,638,303,91,6014,2286,5483,13099,14210,10438,8014,5035,1902,539,61007
SED24308,61,89,214,272,308,613,1126,1029,496,4199,14,26,90,106,104,84,113,118,43,691,262,415,973,844,874,777,783,674,445,6048,1849,4450,8718,8279,8559,7684,6002,3449,1543,50540
SED24408,38,45,96,121,202,379,946,1096,733,3660,3,4,13,26,47,34,15,18,14,180,185,167,395,415,591,726,798,667,479,4429,1249,2660,5513,5784,7673,8527,6961,4177,2062,44615
SED24504,31,18,42,63,116,225,562,471,282,1807,3,3,13,16,18,21,18,15,10,114,205,172,290,538,683,752,712,447,246,4054,1304,2513,4685,7622,9046,8579,6782,2678,1117,44316
SED24606,9,12,15,20,35,69,262,376,253,1045,0,0,26,13,24,23,32,70,20,212,140,261,601,428,415,371,398,372,238,3219,1242,4985,9365,7461,7728,6381,5304,3226,1698,47387
SED24703,24,97,193,117,133,176,222,299,185,1452,16,90,152,78,86,97,69,91,52,732,868,2566,4150,1711,1092,865,626,317,144,12342,8372,26434,36400,13111,8143,6381,4336,1846,802,105819
SED24808,57,63,216,206,306,594,966,519,232,3160,5,15,74,92,110,81,82,46,16,518,285,373,883,807,724,679,666,426,207,5041,2199,5059,11950,11141,9552,8577,6107,2282,849,57719
SED24904,41,76,158,177,314,602,1114,1060,611,4150,8,21,63,78,91,79,77,96,32,553,309,365,797,617,905,1011,974,771,466,6217,1690,3532,7566,7068,8391,8595,6588,3805,1747,48981
SED25003,13,34,92,166,254,627,1053,777,416,3431,4,17,47,71,67,131,163,145,57,694,170,267,573,471,470,450,334,247,113,3086,1886,4943,10592,9974,9753,7454,4181,2101,891,51777
SED25102,16,19,58,46,98,157,356,282,205,1237,4,3,14,22,24,18,18,20,13,135,132,167,316,363,429,452,408,286,198,2749,1377,3361,6227,7964,8596,8051,5324,1999,879,43773
SED25205,12,15,32,57,107,195,507,595,393,1911,3,9,23,32,45,52,44,70,34,308,116,170,414,463,472,438,445,506,439,3464,1322,3355,7378,9695,9572,7257,5124,3312,1644,48665
SED25302,18,19,38,62,70,129,409,461,336,1540,7,3,5,12,19,10,16,21,10,113,152,134,227,366,458,464,608,569,420,3398,1324,2607,4397,7793,9000,7637,7777,4651,1982,47169
SED25402,36,74,151,161,226,505,887,886,498,3418,3,6,33,24,33,34,36,54,20,254,296,382,675,591,787,870,803,728,395,5534,1713,4162,8048,7404,8549,8794,6477,3593,1545,50288
SED25501,13,13,21,56,101,194,448,631,340,1814,0,5,43,48,65,82,59,102,47,451,145,200,303,333,347,321,316,425,298,2693,1727,4563,7137,7912,8935,6805,5351,4494,1810,48744
SED25605,20,29,139,163,261,475,997,979,433,3490,3,32,116,113,154,200,203,216,80,1128,147,217,488,391,455,442,500,455,398,3493,1407,4235,9238,7976,7950,7158,6465,3864,1688,49984
SED25704,23,47,134,143,211,511,1070,1127,726,3985,8,14,36,41,53,40,39,52,20,300,287,285,603,616,853,946,1023,873,507,5992,1560,3058,6210,6687,8361,8821,7445,4636,2019,48798
SED25802,43,47,112,128,244,408,973,896,538,3391,6,7,22,33,46,22,44,33,19,230,249,292,497,606,777,869,844,626,257,5017,1773,3645,7116,7442,9161,9330,7791,3932,1472,51667
SED25905,29,58,164,180,295,536,769,614,341,2978,10,28,116,160,161,157,135,113,35,909,200,258,432,394,464,479,418,375,306,3318,1967,5002,9125,8527,9632,8171,4707,2376,1049,50547
SED26005,49,61,241,345,348,478,579,358,125,2573,14,65,255,340,268,186,111,65,25,1329,272,284,640,648,613,502,334,249,114,3653,2647,5889,10587,13299,11772,7606,4048,1632,445,57926
SED26102,25,31,65,64,133,247,776,853,570,2750,3,7,24,30,35,37,49,52,25,261,176,161,329,462,565,706,989,939,573,4892,1074,2300,4751,6103,7515,8891,9764,5802,2491,48685
SED26207,8,12,44,66,138,357,1361,1502,641,4134,3,11,22,24,48,84,192,272,115,782,139,160,425,426,414,418,646,575,330,3543,1297,3433,7164,8011,8364,6729,6310,4317,1731,47346
SED26303,7,15,49,62,112,283,830,1214,537,3114,0,13,23,31,45,91,173,330,114,833,158,280,998,784,588,448,365,401,263,4276,1106,4413,13063,11114,9095,5979,3687,2901,1323,52690
SED26406,12,41,57,56,105,268,803,945,516,2797,11,17,48,25,49,85,145,214,62,657,205,447,869,488,417,361,316,398,314,3814,2955,9130,14063,9769,8118,6117,4390,3206,1651,59409
SED26504,31,39,87,101,167,371,962,958,562,3272,3,3,17,15,27,29,33,59,22,205,253,219,458,557,689,876,966,779,563,5352,1346,2551,5226,6279,7675,8394,7384,4323,1951,45119
SED26603,22,32,104,158,281,503,1173,1663,976,4915,4,18,51,63,114,162,238,323,150,1122,191,330,979,797,598,530,500,561,457,4946,1558,5203,14265,11686,9248,6572,4506,4099,2413,59545
SED26708,29,34,94,133,158,357,875,882,538,3099,0,10,20,27,48,56,37,17,5,218,213,213,429,500,699,802,830,632,338,4656,1388,2796,5807,6842,8424,8867,7036,3732,1570,46464
SED26806,7,21,57,52,80,141,247,408,251,1261,0,11,33,19,26,40,50,106,42,341,228,643,2554,1241,846,708,623,472,319,7638,1252,6884,24179,11359,7543,6091,4764,2804,1419,66294
SED26903,24,31,125,177,292,603,1288,1693,852,5071,8,27,75,90,124,177,240,402,146,1279,209,377,1060,760,743,581,616,625,480,5457,1388,4801,13219,10390,8443,6471,4580,3944,2111,55341
SED27003,13,25,91,134,214,324,461,517,234,2009,3,17,47,87,109,130,128,233,112,863,199,607,2269,1163,887,737,535,339,161,6892,1063,5703,23028,11946,8139,6343,4174,2194,842,63430
SED27101,41,33,153,141,186,234,468,552,395,2200,4,22,114,71,102,133,79,84,32,650,103,123,459,372,372,326,354,348,210,2672,1246,3453,9672,9645,8143,6440,5105,3241,1432,48386
SED27208,38,48,106,143,275,561,1225,1134,686,4217,0,11,27,31,48,48,41,19,12,244,213,239,667,798,983,1070,1139,874,395,6375,1397,2769,5813,6790,8633,9819,8545,4510,1923,50201
SED27305,6,20,50,37,112,271,450,403,109,1455,0,14,29,30,41,70,55,46,15,306,132,147,252,247,367,340,259,189,75,2003,1635,4113,6254,7438,9165,7097,4003,1994,525,42221
SED27406,8,6,29,29,51,117,287,363,378,1273,0,0,13,9,19,33,28,42,22,164,122,148,351,397,481,445,433,370,378,3128,1140,3015,5805,7961,9229,7485,5818,3124,2157,45737
SED27504,40,87,232,274,310,558,1073,1055,566,4198,16,38,125,153,128,92,89,89,53,788,321,294,721,697,851,912,964,730,410,5903,1853,3854,8326,8127,9151,8680,6903,3991,1698,52591
SED27608,22,23,48,72,79,157,419,498,378,1693,4,11,27,20,21,16,13,16,4,135,191,262,439,476,480,429,469,450,372,3565,1943,4909,8630,9481,8808,7796,6241,3309,1635,52756
SED27708,27,41,97,113,169,421,892,884,626,3269,4,7,32,29,32,18,23,6,3,152,282,298,486,580,754,811,839,683,388,5122,1671,3536,6678,7386,8774,8793,6761,3627,1663,48887
SED27807,32,89,359,494,709,1138,1723,1510,568,6628,19,61,264,269,469,464,356,399,224,2532,325,508,1181,755,759,766,803,587,274,5950,2101,6252,13227,9501,8834,8584,6268,3738,1396,59899
SED27907,28,29,76,94,150,340,821,672,316,2527,12,8,24,27,24,45,109,89,39,375,171,256,530,485,488,548,558,386,175,3595,1667,3964,8270,8153,8342,7570,5589,2694,981,47222
SED28007,20,26,93,170,370,751,1031,554,223,3228,0,15,58,81,141,196,157,141,45,835,233,265,548,647,563,483,363,201,163,3478,2213,5366,10782,12110,10924,7556,3992,1610,654,55208
SED28107,45,77,225,243,320,494,645,414,130,2585,7,22,120,122,157,160,111,83,31,813,333,464,1571,1158,774,566,415,191,53,5519,2408,6121,20273,15969,10477,7422,4026,1484,390,68568
SED28203,20,52,218,300,472,1156,2266,1882,498,6863,9,23,106,133,187,285,422,572,177,1921,193,300,852,649,548,577,698,461,160,4437,1680,4333,12126,9779,7630,6636,5965,3860,1032,53042
SED28301,4,9,22,37,68,227,555,620,348,1910,0,8,30,42,36,59,81,136,67,455,138,133,203,255,359,388,355,391,251,2468,1559,3859,5788,7371,9311,7821,5925,3424,1523,46584
SED28408,39,35,91,104,174,305,652,691,501,2589,3,11,17,28,37,25,14,14,6,151,210,267,460,425,543,512,596,532,259,3808,1594,3825,7169,6743,7540,6955,5642,3387,1546,44396
SED28507,49,88,252,285,310,469,905,646,353,3354,8,18,98,168,128,116,96,96,42,772,207,338,783,616,586,612,519,389,189,4231,1808,4699,11743,10072,8857,7443,4860,2347,922,52756
SED28607,18,22,68,107,169,375,910,1184,606,3453,5,13,30,37,72,113,176,273,122,849,148,239,706,716,603,479,441,496,360,4191,1357,3847,11015,12316,10148,7204,4516,3272,1653,55330
SED28704,27,28,120,116,153,311,616,381,179,1939,3,0,25,27,26,39,54,50,9,240,254,251,719,708,641,497,475,243,69,3858,2041,4626,12428,12406,10561,7772,5042,1773,558,57192
SED28803,49,107,386,508,611,766,994,493,151,4069,17,46,139,178,266,304,276,205,56,1488,295,350,857,663,602,451,312,148,67,3738,2781,6567,15328,13378,11665,7766,3951,1505,439,63375
SED29494,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
SED30001,18,16,64,84,138,202,504,252,126,1402,0,10,21,30,22,21,29,14,12,145,270,254,671,679,560,444,343,198,94,3513,2446,4326,10114,10914,9179,6566,4378,1577,499,49998
SED30002,3,10,55,88,149,239,420,298,171,1432,0,13,43,48,79,105,52,37,23,388,130,155,377,345,369,286,266,211,192,2336,1939,3556,8128,7914,7484,5595,3439,1516,714,40275
SED30003,8,0,15,18,26,51,170,240,163,697,0,3,12,8,15,10,13,13,3,78,83,157,317,301,333,225,186,162,107,1880,1552,3669,5837,6967,6851,4719,3251,1612,719,35183
SED30004,5,9,16,36,58,99,402,537,321,1484,0,3,10,22,18,28,19,19,16,147,54,124,259,225,286,252,243,271,312,2019,1324,2746,5294,5887,6177,5342,4193,2639,1288,34883
SED30005,15,6,31,50,82,177,371,245,136,1114,0,3,18,17,20,15,21,8,4,108,247,259,602,716,849,718,568,274,95,4330,1675,2933,7045,9114,9851,8112,5199,1856,579,46359
SED30006,7,21,61,75,166,305,930,686,328,2588,5,0,6,11,23,20,24,26,4,127,257,266,589,606,766,765,662,374,161,4441,1846,2971,6052,7495,8595,7579,6001,2642,897,44085
SED30007,6,46,65,52,84,105,202,195,142,888,0,34,62,21,35,13,31,27,20,239,235,853,2139,1183,892,698,536,311,311,7168,2191,8716,19413,9246,6586,5182,3169,1403,781,56688
SED30008,8,15,46,65,123,224,506,560,304,1863,0,4,32,19,34,38,32,29,8,196,161,303,535,546,616,640,762,707,456,4733,1375,3139,6020,6330,6830,6971,7132,3997,1717,43507
SED30009,4,7,18,34,55,97,370,341,198,1119,4,0,16,8,13,7,5,14,3,73,150,158,289,333,410,346,401,401,383,2860,1520,2710,5095,6320,7270,6199,5211,2866,1290,38469
SED30010,8,14,14,39,45,88,300,333,261,1098,0,9,17,10,10,12,14,26,6,111,125,233,761,543,463,360,262,223,184,3145,1315,3748,9862,8763,7169,4953,2786,1507,854,40959
SED30011,12,26,74,119,194,329,1054,1091,585,3489,3,3,32,20,35,38,29,29,13,199,163,229,427,343,474,502,574,639,366,3731,1445,2709,5167,4557,5189,5316,4989,3634,1620,34627
SED30012,31,53,160,197,279,377,613,380,168,2249,11,7,47,99,123,104,58,36,14,502,381,482,988,788,750,573,439,245,100,4741,2871,6011,13965,11571,9056,6358,3593,1549,503,55477
SED30013,9,7,43,99,176,375,941,800,344,2801,3,8,21,15,26,21,26,31,16,167,373,755,973,735,755,653,644,415,191,5483,1769,3741,6107,5863,6533,6395,4834,2424,830,38492
SED30014,8,7,28,54,75,148,376,380,258,1337,4,0,15,13,12,10,19,17,14,104,155,206,543,570,460,485,507,406,291,3618,1340,2821,7527,7698,6607,5942,4973,2846,1284,41031
SED30015,11,11,55,76,196,375,1203,742,207,2883,3,7,6,6,19,16,31,17,3,110,188,145,281,401,550,711,760,422,128,3593,1328,1851,3973,5320,7014,7972,7356,2923,665,38398
SED30016,24,36,140,168,198,302,598,522,298,2289,4,30,83,114,116,84,66,56,15,566,393,587,1355,1137,1149,975,692,437,241,6957,1831,3991,9451,8584,8306,7294,5014,2403,1034,47915
SED30017,13,24,98,112,251,464,1391,1006,410,3777,4,5,29,17,18,21,43,42,14,197,201,248,552,571,783,727,755,536,197,4568,1322,2124,4792,5253,6587,6636,5632,2716,883,35944
SED30018,5,17,49,56,112,191,715,596,403,2133,0,3,8,3,22,10,17,15,13,91,154,138,325,394,466,462,578,420,347,3283,1472,2301,4980,6390,6960,6839,6611,3433,1531,40516
SED30019,9,16,42,56,104,212,581,389,236,1656,0,3,13,10,11,22,18,15,12,118,72,99,239,255,267,308,272,238,145,1890,1502,3025,6267,6358,6489,6297,4125,1775,776,36609
SED30020,9,4,21,42,66,136,428,534,252,1494,0,4,9,5,20,33,26,20,16,138,108,153,320,355,314,302,209,203,105,2073,1605,3388,6771,7727,7265,5872,3763,1931,794,39112
SED30021,3,5,31,44,70,106,283,276,203,1013,3,3,15,23,15,22,19,14,11,127,124,333,881,568,573,463,293,188,170,3599,1388,4044,10037,7920,7394,5583,3500,1732,920,42517
SED30022,4,6,14,44,76,125,527,476,265,1548,3,3,12,11,13,12,14,14,9,86,86,102,233,229,349,422,384,434,427,2670,1676,2771,4547,5902,7610,7167,5475,2980,1372,39500
SED30023,20,38,72,111,197,345,1082,821,328,3015,9,3,19,30,19,23,25,15,7,152,260,256,522,546,626,585,555,408,215,3973,2074,3651,6733,7114,7689,6937,5037,2414,866,42514
SED30024,59,54,125,169,279,611,877,608,208,2999,8,3,26,22,29,41,55,59,25,266,396,463,978,795,845,864,651,368,182,5534,1874,3277,6966,6549,6869,6335,4185,1851,566,38468
SED30025,12,23,99,97,153,266,649,439,223,1953,3,9,27,31,37,31,26,19,15,196,341,351,917,801,876,650,658,440,226,5260,2427,4694,10152,10114,9639,7651,6728,3040,994,55439
SED30026,4,10,29,25,68,157,373,412,304,1370,0,4,3,15,12,10,12,14,11,84,121,203,477,412,510,601,522,409,224,3487,1318,2581,5486,6180,6837,6898,5324,2855,1465,38951
SED30027,19,17,50,72,178,353,878,727,276,2568,4,8,3,11,24,36,19,31,14,151,269,431,895,885,897,769,672,463,183,5476,1412,2367,5580,5954,6468,6510,5199,2549,862,36903
SED30028,10,4,18,24,36,66,388,403,229,1175,0,5,8,16,8,3,13,14,6,81,85,127,249,256,274,220,187,200,136,1735,1394,3028,5907,6956,6672,4880,3620,1778,857,35098
SED30029,7,3,13,28,44,82,400,298,162,1034,0,3,11,15,13,16,10,4,3,77,91,89,178,244,274,253,234,156,144,1658,1441,2333,4708,7001,6938,5286,4191,1511,653,34067
SED30030,9,18,58,81,129,217,388,330,160,1391,3,4,24,18,16,28,22,24,11,149,176,234,490,469,530,438,408,321,245,3308,1918,3525,7731,8651,8255,6263,4499,2208,891,43954
SED30031,7,9,45,82,155,251,621,477,170,1810,3,9,18,19,22,23,10,9,6,106,245,299,660,653,712,556,326,209,86,3741,1700,3471,8146,8123,8103,6075,3271,1457,477,40828
SED30032,7,21,58,70,132,238,788,520,199,2039,3,11,25,5,14,15,22,8,4,115,230,410,736,711,630,687,562,322,156,4447,1724,3025,5825,6919,7987,7713,6580,2630,802,43212
SED30033,7,8,28,39,73,99,282,378,272,1190,4,10,22,23,19,21,18,26,21,150,113,219,550,371,347,255,223,223,244,2544,1305,3643,8615,7481,6157,4329,2800,1822,1070,37219
SED30034,8,8,50,60,168,336,641,377,141,1794,0,5,8,12,12,20,32,10,6,113,259,322,802,767,770,607,404,224,74,4231,1269,2512,6365,5731,5847,4726,2691,1181,363,30684
SED30035,11,15,73,83,170,368,1069,806,357,2944,0,4,8,19,19,15,32,18,8,119,162,151,337,436,620,720,758,526,284,3994,1321,2120,4384,5333,7036,7753,6812,3061,1031,38852
SED30036,15,19,53,92,157,347,1115,946,380,3125,3,5,20,16,29,21,23,31,9,164,195,200,374,442,541,680,887,746,355,4412,1397,2228,4586,5439,6467,7666,8622,4770,1517,42691
SED30037,12,17,65,82,155,347,882,782,361,2705,0,6,14,16,16,19,41,25,20,159,191,262,593,548,675,709,630,364,147,4120,1416,2972,7062,6529,6982,7055,5224,2468,816,40521
SED30038,26,41,197,335,418,453,649,429,176,2721,0,24,137,148,277,265,120,91,49,1110,419,818,1847,1430,987,655,504,349,140,7145,2208,4568,9247,8263,7805,5838,3571,1792,587,43893
SED30039,0,13,17,26,30,37,87,118,112,434,0,11,10,23,17,15,11,10,3,92,192,458,486,326,271,236,202,138,119,2436,3335,8170,7868,6193,5357,4330,3288,1538,794,40881
SED30040,21,29,95,111,189,344,882,774,399,2848,3,3,18,28,51,58,35,28,9,225,212,292,564,482,470,429,345,329,158,3280,1815,3666,7621,6614,6598,5688,3959,2327,978,39273
SED30041,18,26,86,104,196,360,1015,742,342,2888,3,7,6,9,27,29,31,19,7,140,259,292,656,585,620,580,504,371,119,3980,2006,3627,6973,6942,7586,6432,4560,2225,757,41109
SED30042,18,19,57,77,117,214,606,388,188,1691,0,5,23,18,20,22,21,23,3,120,126,198,448,381,413,350,348,218,216,2695,1739,3602,7646,7424,6858,5781,4101,1688,742,39573
SED30043,11,6,38,46,68,149,526,670,402,1917,3,9,8,6,12,13,10,12,12,91,155,210,342,367,409,321,379,451,299,2923,1911,3222,5896,6802,6833,5678,5446,3860,1661,41317
SED30044,16,30,80,123,165,282,903,737,287,2609,4,12,29,31,31,21,15,16,8,170,212,232,549,600,725,670,563,403,238,4184,1816,3138,6423,6829,7621,7273,5121,2498,910,41636
SED30045,13,29,117,122,213,426,1237,736,273,3158,4,6,36,31,28,32,30,21,6,199,278,326,618,642,734,655,611,327,167,4361,2123,3521,6562,7273,8024,6591,5076,2068,671,41905
SED30046,10,20,73,101,171,325,554,371,125,1741,3,9,40,41,64,91,54,29,10,331,215,154,378,413,505,404,352,185,60,2657,1989,3261,6194,6789,7301,6183,3778,1486,390,37367
SED30047,8,16,40,58,103,175,652,571,374,1995,0,3,16,28,17,12,10,20,7,120,150,138,312,366,425,346,330,334,267,2667,1623,2617,5681,7339,7355,5786,4298,2403,1216,38317
SED30048,14,24,48,75,148,297,719,681,357,2374,3,4,9,16,28,19,21,20,16,138,133,226,590,554,653,617,449,353,216,3785,1303,2761,6203,5557,6210,5521,3518,2067,951,34084
SED30049,5,11,29,41,108,156,446,492,228,1524,0,21,28,19,30,33,35,32,16,227,119,205,349,281,315,275,271,284,214,2315,1764,3884,6537,6489,6358,4696,3683,2214,945,36575
SED30050,7,9,41,43,94,150,395,444,285,1468,0,3,9,11,15,17,11,6,7,89,157,300,589,494,559,621,594,527,329,4171,1360,3292,7062,6519,7377,7603,5946,3277,1376,43809
SED30051,8,20,57,119,226,453,1385,953,365,3583,0,3,6,12,24,32,43,23,7,150,209,270,562,665,722,852,923,594,205,5010,1352,2141,4318,5527,6876,8298,7917,3388,1067,40874
SED30052,9,7,28,43,85,137,306,329,203,1144,0,8,18,13,17,29,26,29,15,163,189,310,600,451,479,463,436,412,378,3725,1816,4199,7845,7014,7156,6212,5309,2813,1277,43628
SED30053,14,11,38,80,187,444,1130,668,198,2766,3,0,13,13,17,28,23,24,10,124,279,474,1174,1041,1064,879,568,336,121,5942,1630,2951,7149,7272,7949,7218,4421,1835,468,40900
SED30054,4,4,13,19,18,39,142,130,94,472,3,0,0,10,10,13,6,9,3,49,85,105,125,243,286,242,209,220,274,1779,1642,2768,3884,6609,7459,5642,4356,2133,933,35419
SED30055,25,25,73,104,167,256,660,410,152,1877,0,11,31,20,15,13,22,11,4,135,182,234,426,407,415,395,356,199,117,2723,2189,3823,7149,7526,7647,6012,4098,1589,524,40564
SED30056,5,6,20,12,17,43,119,165,151,552,0,5,12,9,11,14,6,18,9,83,137,491,811,436,363,311,239,160,98,3040,1721,6275,10017,6529,5432,4003,2631,1167,548,38333
SED30057,30,33,80,94,187,322,524,265,85,1613,0,3,20,11,18,25,60,29,14,175,225,301,747,534,598,503,313,131,46,3391,1173,2356,5647,4306,4390,3470,2052,753,202,24352
SED30058,6,5,29,57,84,122,221,241,164,929,0,3,18,36,50,52,16,25,12,216,70,131,291,252,259,232,269,262,368,2134,1357,2774,6010,6829,6391,5481,3905,1766,967,35483
SED30059,14,11,31,63,79,167,302,274,164,1101,3,4,14,8,17,7,15,14,5,90,174,176,493,538,503,549,496,458,479,3867,1751,2951,6259,8018,8231,6797,5314,2556,1132,43010
SED30060,25,31,66,100,188,323,735,601,311,2385,4,21,52,44,67,62,38,34,26,358,287,261,631,584,666,613,481,334,116,3976,1872,3088,6714,6904,7032,5936,3999,1891,721,38155
SED30061,12,18,59,64,103,175,481,533,267,1717,3,12,28,47,51,25,25,20,13,226,148,254,415,342,361,320,317,310,174,2652,2302,4262,5839,5510,5614,4803,3503,2086,852,34769
SED30062,9,36,86,100,165,314,800,586,287,2384,3,16,31,23,32,29,33,18,13,188,218,309,713,692,601,458,488,485,371,4337,2337,4780,10408,10726,9122,6412,5389,2949,1314,53424
SED30063,12,20,77,105,200,442,1421,950,402,3624,0,10,13,7,33,33,20,26,3,147,207,186,382,540,634,755,740,511,219,4176,1387,2231,4802,5571,6669,7516,6861,3047,925,39007
SED30064,16,15,40,65,119,233,593,552,308,1940,0,0,7,8,26,29,29,10,3,110,139,187,370,459,520,516,542,392,301,3426,1411,2449,5432,6530,7256,7037,5802,2910,1260,40073
SED30065,7,11,24,41,59,117,356,304,210,1130,3,4,9,6,15,14,13,10,4,71,135,124,244,440,518,537,626,416,342,3375,1267,1784,3830,6419,7912,7904,7466,3413,1335,41334
SED30066,11,17,59,92,151,205,618,596,364,2116,0,14,48,43,55,63,28,20,18,296,112,260,633,471,423,374,329,304,339,3249,1462,4059,10440,8364,6579,5598,3779,2236,1190,43722
SED30067,10,23,58,73,93,154,613,397,155,1582,0,7,20,11,28,21,26,10,3,138,129,165,374,386,367,347,264,219,175,2427,1794,3468,7481,7877,7305,5969,4123,1541,558,40114
SED30068,20,29,71,129,188,382,1200,949,386,3352,7,7,15,23,33,40,34,26,10,187,181,181,426,405,518,668,911,802,706,4800,1560,2603,5250,5514,6490,7805,8730,4661,1852,44463
SED30069,13,22,34,83,174,268,814,716,360,2487,3,4,19,20,31,28,23,17,6,158,152,130,359,424,537,549,685,591,440,3866,1374,2308,4853,6122,7261,7103,6353,3439,1498,40315
SED30070,15,15,44,57,99,208,678,541,317,1975,0,3,9,15,18,19,16,8,7,84,123,114,241,353,393,380,486,332,240,2664,1608,2545,5135,6498,7449,6766,5978,2891,1182,40057
SED30071,20,22,103,105,189,269,880,978,404,2967,3,6,19,19,22,30,15,23,9,155,241,308,563,512,608,587,474,542,442,4273,1763,3502,7144,5698,6193,5470,3816,2718,1256,37560
SED30072,8,15,38,72,127,222,716,598,322,2123,0,3,18,26,33,40,24,42,5,198,130,146,298,368,409,277,308,383,281,2610,1467,2759,6557,7470,7096,5730,4260,2458,1175,38974
SED30073,8,21,52,54,102,142,338,318,163,1198,11,11,43,27,29,44,56,60,21,302,207,617,1388,728,638,509,316,198,116,4719,1821,7094,14838,8250,6336,4986,3066,1476,721,48592
SED30074,15,19,70,102,199,452,1156,887,424,3314,0,6,12,9,21,20,43,26,10,154,198,169,416,428,574,697,749,567,312,4115,1373,2399,4801,5267,6481,7127,6213,3227,1185,38071
SED30075,21,27,73,93,145,249,491,409,274,1790,0,14,42,30,46,58,26,22,20,272,459,477,780,625,688,573,617,514,445,5183,2488,6028,9059,7501,7595,6464,5431,3109,1661,49331
SED30076,4,14,38,56,75,148,480,244,148,1205,3,0,12,15,14,20,29,13,9,118,120,170,333,322,329,341,274,128,62,2083,1583,3037,6788,7245,6503,6170,4539,1424,487,37783
SED30077,3,6,24,46,92,107,359,461,297,1396,3,6,21,30,35,29,21,27,15,188,108,241,529,373,293,263,246,286,383,2735,1291,3915,8549,7068,6229,4275,2934,2096,1262,37611
SED30078,8,35,85,111,182,279,434,335,188,1657,7,19,101,79,104,131,95,79,34,640,160,219,536,363,297,265,206,166,126,2347,1937,4940,10941,8583,6895,5931,3755,1566,726,45270
SED30079,15,47,137,158,177,326,594,559,377,2392,8,49,139,116,146,126,70,75,43,766,150,347,628,411,377,316,396,302,228,3152,1737,5795,10930,7078,5727,5288,4331,2458,1174,44520
SED30080,8,16,59,60,78,142,340,317,140,1160,8,16,42,38,20,26,22,20,16,208,290,678,1334,900,962,911,873,498,231,6680,1612,4713,9652,7401,7965,7358,6584,3187,1103,49576
SED30081,29,16,65,84,156,258,607,403,148,1769,0,7,13,15,26,12,19,18,5,116,251,310,548,490,523,441,369,234,114,3286,2061,3989,7419,6987,6985,5468,3565,1526,473,38485
SED30082,21,32,54,80,165,280,869,747,343,2590,4,5,18,29,41,48,29,20,17,208,269,258,461,456,466,507,545,411,200,3571,1640,3376,6216,5912,6547,6261,5062,2753,1030,38804
SED30083,22,33,74,90,129,164,730,875,475,2594,4,7,28,35,50,37,30,22,18,233,163,243,448,363,379,439,470,637,682,3818,1530,3335,6983,6036,5800,5533,4777,3475,1908,39370
SED30084,28,25,62,106,181,300,525,411,237,1877,3,6,12,26,20,35,19,23,7,150,199,403,782,666,714,640,505,277,146,4332,1514,3921,7765,6699,7024,6163,3952,1800,784,39635
SED30085,16,21,65,92,220,443,949,685,289,2779,0,0,0,10,22,25,58,45,19,192,221,261,641,646,748,720,642,378,167,4418,1171,2224,5273,5053,5648,5234,3846,2008,724,31186
SED30086,28,44,165,180,303,414,781,567,370,2848,6,30,69,92,110,84,78,43,22,532,294,390,815,649,684,631,586,375,165,4601,2265,4814,9985,8431,7504,6458,5004,2475,1121,48055
SED30087,7,15,54,68,121,253,694,505,204,1919,3,4,11,13,13,7,20,16,3,83,275,447,1099,922,949,729,525,309,127,5381,1740,3559,8542,8415,8760,7207,4447,1919,583,45184
SED30088,32,127,364,384,382,482,787,397,107,3074,15,87,240,275,248,162,108,70,29,1219,382,473,875,819,717,648,508,321,105,4833,2526,4857,9930,8497,7195,5817,4063,1589,439,44914
