SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED10034,4842,9674,1735,150,16398,2083,240,18726,129,101,80,3,313,253,15,583,434,634,337,20,1418,464,51,1931,560,736,418,21,1732,718,63,2507,228,149,107,0,489,419,22,928,690,426,340,36,1498,1010,112,2620,275,159,91,11,534,316,36,892,4,0,3,0,10,7,0,12,1196,736,545,51,2523,1753,176,4448,5,0,0,0,9,7,0,18,6,8,7,0,29,59,3,91,0,0,0,0,0,0,0,0,10,4,12,0,23,18,0,44,25,13,16,0,59,87,3,151,14,28,3,3,49,26,7,81,6634,11174,2722,234,20760,4673,484,25916
SED10035,1500,2884,756,142,5283,1161,488,6923,624,651,244,40,1559,583,221,2366,685,767,292,72,1814,504,421,2743,1312,1418,536,118,3370,1093,645,5108,519,584,226,60,1391,862,376,2631,1366,857,456,135,2815,1741,972,5526,6341,2349,749,437,9878,5314,3593,18782,13,7,8,0,29,27,8,62,8244,3796,1445,628,14106,7939,4954,26997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,38,47,15,8,109,52,46,203,38,47,13,8,112,56,45,213,51,32,7,0,92,124,28,243,11140,8175,2754,894,22962,10366,6156,39483
SED10036,3935,11338,2474,249,17998,2242,263,20505,109,92,74,6,285,254,8,547,499,1105,535,32,2169,679,58,2914,605,1198,611,41,2456,934,73,3461,36,14,10,3,67,147,0,210,37,32,48,3,121,122,7,255,8,13,6,0,33,9,0,43,10,8,5,0,24,16,0,39,87,75,68,8,240,296,9,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,7,0,38,12,0,50,9,25,6,0,37,12,0,51,11,18,5,0,34,30,0,63,4653,12647,3171,300,20767,3501,348,24620
SED10037,4977,10254,1855,195,17282,2580,340,20205,78,98,43,3,226,184,10,418,293,500,181,12,981,260,29,1272,366,594,229,12,1208,451,39,1695,151,123,65,7,345,260,26,627,655,738,317,64,1771,933,154,2867,165,217,54,7,440,167,33,646,3,3,0,0,12,19,0,24,974,1083,436,75,2572,1378,218,4167,4,3,0,0,11,4,0,18,7,7,3,3,23,26,3,49,0,0,0,0,0,0,0,0,11,12,3,0,27,13,0,46,21,23,12,3,61,42,4,108,31,23,12,3,65,53,3,119,6376,11978,2538,291,21184,4502,611,26292
SED10038,5517,8602,2151,201,16471,3220,516,20207,372,233,267,23,893,893,105,1889,582,537,488,30,1633,1121,118,2865,952,770,755,51,2523,2010,224,4754,428,247,257,17,948,1127,155,2227,119,57,45,4,225,247,32,503,50,23,16,0,84,64,10,160,0,0,0,0,0,6,0,5,597,329,317,22,1262,1441,201,2900,8,3,0,0,15,18,0,27,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,4,24,21,18,0,64,40,8,110,27,28,25,0,77,59,8,151,21,30,15,0,71,43,0,112,7110,9752,3264,275,20404,6774,950,28130
SED10039,6809,7607,2337,150,16904,3571,383,20860,374,129,192,15,705,811,49,1563,287,162,127,3,575,344,39,954,656,286,316,18,1279,1156,88,2523,164,59,62,5,287,433,21,744,31,10,3,0,38,43,0,84,65,0,3,0,70,116,3,192,0,0,0,0,0,6,0,6,257,68,69,9,402,597,23,1023,22,8,3,0,38,53,0,95,101,13,10,0,121,200,3,331,0,3,0,0,3,3,0,10,10,11,3,0,23,7,3,39,140,33,16,0,191,266,14,464,70,47,5,0,122,88,21,229,7933,8040,2745,175,18895,5674,531,25098
SED10040,2803,6235,1632,246,10919,1777,373,13066,322,614,225,22,1190,500,53,1742,322,751,197,20,1293,288,66,1645,640,1363,428,50,2478,795,119,3393,316,346,170,26,862,442,94,1399,903,1042,442,83,2474,819,241,3540,2353,2274,817,211,5662,1574,932,8167,19,26,9,3,53,34,5,97,3589,3691,1448,321,9051,2874,1274,13201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,43,19,3,114,67,25,208,44,42,23,3,116,66,25,209,23,21,12,0,59,57,8,119,7106,11354,3537,619,22619,5564,1806,29993
SED10041,4065,9458,1333,142,14998,1890,195,17087,78,42,22,3,145,103,21,266,309,287,132,14,741,368,19,1125,389,322,150,17,884,467,37,1392,286,161,81,9,532,482,35,1049,364,243,154,27,789,544,43,1374,1556,1956,570,81,4161,1405,174,5744,0,0,0,0,0,0,0,0,2207,2358,803,115,5484,2433,244,8163,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,3,3,0,12,9,3,23,7,3,3,0,17,9,3,25,16,13,4,0,29,29,3,64,6682,12156,2298,272,21413,4835,484,26732
SED10042,7073,7454,3106,209,17850,4776,575,23203,433,89,127,12,654,851,32,1530,155,56,71,6,291,238,15,540,588,143,194,14,942,1083,45,2074,90,28,55,4,176,297,11,481,44,3,4,0,49,23,4,78,12,10,3,0,24,15,4,43,6,0,0,0,10,4,0,17,146,36,67,10,264,340,20,622,4,4,6,0,14,29,0,38,49,9,10,0,65,164,8,239,6,0,3,0,9,3,0,18,5,5,5,0,13,6,3,26,64,20,20,0,103,196,16,316,12,10,3,0,34,38,0,71,7895,7668,3400,229,19186,6438,658,26282
SED10043,2214,6885,1864,249,11212,1889,306,13404,124,269,120,14,523,345,32,899,513,1569,528,58,2665,619,76,3360,630,1835,652,67,3189,965,107,4262,910,1919,551,108,3483,1327,404,5216,453,1027,472,56,2007,817,142,2973,280,254,96,17,649,318,74,1045,3,9,0,0,12,4,3,20,1642,3212,1124,185,6156,2468,618,9246,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,30,73,29,6,131,34,10,181,30,72,27,6,139,35,10,185,14,34,19,4,72,28,5,106,4535,12035,3684,509,20772,5381,1050,27208
SED10044,3291,7560,1192,171,12209,1864,276,14348,212,286,94,5,605,285,26,911,470,641,177,22,1306,517,58,1882,679,927,272,30,1909,801,84,2797,415,310,145,25,899,873,108,1881,1290,905,392,84,2672,1892,337,4902,1854,1000,373,81,3300,1943,335,5579,18,13,3,0,32,21,3,49,3572,2229,910,193,6906,4731,779,12414,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,10,10,7,29,3,8,3,0,19,21,7,43,24,37,10,3,70,48,6,120,7571,10761,2389,396,21107,7461,1148,29721
SED10045,7208,6301,3300,229,17033,6093,981,24101,192,70,169,12,449,831,55,1327,72,35,85,9,204,284,34,527,263,106,259,24,650,1116,93,1851,155,51,133,16,353,723,67,1148,9,0,14,0,32,79,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,169,56,142,16,387,802,72,1261,24,10,13,0,55,185,4,245,15,8,10,3,38,65,5,108,3,10,8,0,21,44,3,60,65,53,17,3,135,41,8,184,114,76,43,5,246,332,19,598,40,41,14,4,101,78,6,177,7796,6578,3760,272,18412,8410,1165,27995
SED10046,2529,9129,2979,252,14900,1864,229,16991,83,170,110,8,374,177,15,570,230,576,367,25,1187,343,34,1563,309,745,475,29,1566,520,46,2135,153,217,185,28,575,663,43,1283,560,1038,561,62,2221,1214,147,3584,485,818,359,41,1704,496,103,2302,3,8,3,0,11,3,3,24,1201,2073,1114,132,4517,2376,297,7191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,9,11,0,26,5,8,0,0,9,12,3,26,7,13,10,3,32,35,3,70,4056,11969,4580,419,21023,4810,576,26405
SED10047,5226,9294,4352,359,19228,3921,657,23810,153,196,156,7,511,433,33,980,369,642,443,47,1497,516,69,2093,522,835,605,54,2014,952,108,3074,85,89,108,16,295,392,24,716,92,70,71,10,248,317,35,597,60,47,70,8,178,132,15,326,7,4,0,3,14,15,0,28,241,205,247,31,731,859,71,1660,9,3,0,0,9,13,0,26,28,3,15,0,50,75,3,126,5,7,10,0,13,16,0,32,6,9,11,0,27,10,5,47,48,24,35,6,109,115,10,229,24,52,21,0,91,55,12,157,6064,10407,5249,450,22170,5906,854,28936
SED10048,4375,10267,3077,237,17959,2608,385,20956,425,647,400,41,1515,885,70,2469,478,940,542,42,2002,712,77,2786,898,1586,940,88,3514,1596,143,5252,36,61,36,3,138,125,5,270,18,23,9,0,46,22,3,74,9,19,3,0,31,6,0,36,3,3,3,0,8,4,0,15,66,102,53,3,227,158,8,395,3,0,0,0,3,26,0,27,0,0,0,0,3,0,0,3,4,0,0,0,6,4,0,5,3,6,3,0,12,7,4,18,8,9,4,0,20,34,3,55,112,26,0,0,145,30,0,175,5463,11992,4074,332,21865,4423,549,26838
SED10049,6586,9207,3245,255,19296,3950,555,23793,437,166,274,24,896,946,63,1904,76,43,70,5,200,316,23,533,521,207,344,31,1094,1259,82,2435,60,20,58,9,150,402,21,569,0,0,0,0,0,0,0,0,6,0,0,0,12,22,3,32,0,0,0,0,0,0,0,3,64,20,64,9,156,424,18,607,0,3,7,0,14,31,0,41,0,0,0,0,0,3,0,3,3,3,3,0,6,3,0,11,19,8,9,0,30,13,3,54,19,18,17,0,56,53,3,108,81,18,19,5,118,255,3,379,7271,9470,3686,291,20717,5944,661,27320
SED10050,2523,6897,1004,96,10522,1390,253,12166,185,321,80,0,587,170,43,806,576,674,162,12,1437,410,82,1930,764,1000,246,16,2023,584,130,2732,799,626,239,29,1687,895,256,2838,2089,1203,545,87,3921,2130,606,6656,1639,629,251,43,2561,1636,355,4555,4,5,4,0,16,7,3,29,4533,2464,1033,155,8187,4670,1225,14077,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,32,28,16,8,0,55,23,13,97,32,16,15,0,58,54,13,128,15,31,13,0,56,39,12,104,7867,10405,2304,268,20842,6741,1630,29213
SED10051,2352,5103,1169,204,8822,1506,360,10684,424,753,226,33,1438,621,88,2145,728,1745,579,49,3097,697,143,3939,1145,2501,808,83,4535,1318,227,6086,369,348,285,40,1036,1056,145,2235,1023,960,557,85,2627,1713,352,4693,1239,873,370,120,2600,1336,470,4406,0,3,0,0,3,15,0,16,2631,2182,1211,245,6271,4117,975,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,22,4,83,37,18,143,36,29,22,4,87,37,18,145,21,26,10,3,60,29,9,94,6184,9844,3213,536,19774,7005,1586,28358
SED10052,4123,8301,1544,136,14106,1987,225,16325,237,317,131,8,691,414,18,1132,842,939,429,36,2243,949,86,3273,1077,1255,561,45,2932,1364,105,4402,187,162,100,5,455,417,34,910,520,383,307,28,1248,921,125,2292,467,262,153,23,905,750,76,1735,3,0,0,0,6,0,0,10,1174,814,569,57,2615,2087,235,4933,11,4,3,0,18,25,4,39,10,0,5,0,12,11,0,32,0,0,0,0,0,5,0,5,12,18,14,0,44,16,11,64,32,18,22,0,73,60,15,146,14,4,5,0,30,26,3,59,6428,10395,2700,236,19760,5523,580,25860
SED10053,6169,8043,2067,146,16425,4135,430,20991,354,275,182,14,833,867,52,1750,319,237,166,23,755,586,74,1414,682,516,350,38,1583,1455,124,3164,171,132,104,11,414,784,74,1281,97,71,30,4,212,293,34,538,188,125,61,12,382,531,46,960,3,7,0,0,6,10,0,15,457,336,196,27,1014,1617,160,2793,10,0,0,0,14,23,0,31,19,12,3,0,37,47,7,89,11,10,0,0,20,11,0,30,8,10,6,3,28,20,0,52,43,35,16,5,96,102,7,205,77,68,19,3,165,137,14,321,7438,8992,2645,219,19289,7453,729,27475
SED10054,3526,10102,3418,289,17338,2425,363,20126,155,465,195,31,846,310,42,1195,277,1079,555,32,1943,323,40,2302,438,1547,748,56,2787,630,80,3502,22,32,26,3,75,68,0,146,86,114,55,13,258,112,15,390,166,307,154,19,645,218,40,900,0,3,0,0,4,3,0,5,271,451,227,31,982,400,57,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,6,0,13,3,19,4,0,27,3,0,30,3,24,9,0,41,10,0,45,7,17,11,0,38,6,3,53,4240,12144,4419,386,21183,3473,497,25159
SED10055,4927,12169,2693,209,20005,2186,264,22448,52,41,54,3,152,73,3,228,111,258,184,5,563,156,19,743,158,304,236,13,713,233,23,968,15,6,6,0,30,49,0,82,0,0,0,0,0,0,0,0,6,8,18,0,34,8,0,45,0,3,0,0,3,4,0,8,25,17,26,0,71,64,4,132,3,0,3,3,6,22,0,29,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,4,0,0,0,4,0,0,4,8,3,3,4,19,20,0,42,19,32,5,0,66,12,0,80,5143,12535,2968,224,20869,2512,291,23674
SED10056,8205,7961,2641,242,19050,6243,593,25877,184,78,79,12,346,600,40,985,8,8,6,0,25,20,0,48,193,89,86,7,371,619,41,1031,330,206,163,23,725,1060,98,1880,3,3,0,0,7,17,3,25,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,334,208,168,23,731,1084,102,1920,42,10,6,0,59,121,10,189,53,8,11,0,70,92,14,170,8,9,0,0,19,21,0,35,43,39,6,3,85,43,14,148,144,64,26,8,234,272,33,544,53,60,22,0,138,86,11,228,8932,8372,2940,281,20527,8309,772,29600
SED10057,7969,5462,2830,200,16450,5289,608,22342,769,125,247,23,1164,1493,76,2732,97,42,61,0,209,143,17,367,869,167,314,21,1370,1633,92,3100,194,71,176,17,459,925,67,1451,71,19,39,3,125,211,15,353,125,25,52,4,203,181,18,405,0,0,0,0,0,3,0,7,394,111,270,23,793,1317,102,2210,33,10,9,0,50,91,3,140,96,15,21,0,128,150,11,294,10,0,3,0,7,14,0,31,18,12,15,0,47,40,9,98,153,35,51,3,238,297,24,556,70,32,21,0,126,82,6,217,9445,5808,3475,251,18978,8617,827,28429
SED10058,4714,5431,2059,241,12438,4162,1173,17769,376,171,187,33,762,844,146,1755,1039,565,409,43,2049,1260,416,3722,1416,732,594,68,2811,2108,560,5479,341,89,151,24,608,1370,206,2179,331,81,147,31,594,1005,199,1790,592,136,90,11,826,832,141,1802,8,0,0,0,12,42,7,61,1281,313,382,66,2040,3250,551,5841,0,0,0,0,3,4,4,7,11,0,0,0,12,4,0,21,0,0,0,0,0,0,0,3,23,11,11,3,44,53,13,112,31,12,18,3,66,62,18,143,30,15,4,3,56,106,17,177,7467,6501,3057,379,17411,9682,2315,29406
SED10059,557,794,219,44,1609,409,322,2338,1385,1147,356,83,2971,1147,720,4833,2028,1746,509,143,4430,1505,1692,7622,3415,2888,867,228,7401,2649,2406,12459,703,191,119,27,1042,1257,352,2652,1248,284,192,74,1801,1967,646,4413,2895,542,330,202,3961,5787,1593,11341,35,9,9,0,57,30,13,99,4879,1022,653,301,6855,9047,2608,18511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,7,117,55,22,8,206,168,138,509,124,59,22,8,213,168,138,517,47,34,8,4,89,125,46,265,9024,4797,1763,584,16170,12390,5522,34093
SED10060,1412,2863,401,53,4736,734,72,5539,358,498,133,12,998,269,48,1318,878,791,201,25,1892,602,162,2656,1230,1290,333,34,2891,867,216,3972,1154,723,266,48,2187,1255,245,3678,2556,1152,482,112,4302,3259,599,8155,3747,1340,503,144,5731,5003,732,11467,20,12,10,0,42,16,0,64,7475,3221,1254,302,12251,9534,1582,23364,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,0,0,29,14,10,3,50,23,4,85,27,17,10,3,55,33,4,89,18,16,0,3,40,48,7,97,10165,7419,2001,390,19974,11205,1883,33061
SED10061,7699,6856,3110,296,17957,6379,800,25138,211,168,119,14,511,622,77,1208,30,18,17,6,65,106,17,190,240,179,131,24,574,732,89,1396,174,80,130,19,398,994,64,1462,8,3,0,0,17,32,3,46,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,186,86,127,21,419,1024,71,1512,41,3,7,0,55,74,0,127,8,5,3,0,14,52,0,65,5,3,3,0,15,13,0,25,34,18,3,0,55,24,4,79,85,32,15,0,136,153,4,297,84,68,27,0,185,101,7,294,8297,7222,3413,340,19270,8395,970,28630
SED10062,3840,7945,1615,206,13607,2253,278,16139,361,349,163,20,897,662,38,1595,504,978,302,24,1805,443,62,2306,860,1329,465,47,2699,1100,93,3901,180,152,80,13,423,389,41,858,593,658,319,42,1620,666,127,2409,524,508,247,44,1328,675,103,2101,3,0,0,0,7,5,0,6,1295,1327,651,99,3370,1734,270,5375,0,3,0,0,3,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,20,28,12,0,63,29,8,103,18,36,14,0,70,32,8,113,15,21,6,3,47,19,3,71,6031,10651,2752,360,19795,5143,657,25599
SED10063,7288,7975,3051,217,18529,5919,603,25055,245,102,147,8,499,918,58,1477,28,17,18,4,65,140,13,216,272,115,165,7,562,1059,76,1697,119,34,66,6,226,725,26,983,4,4,3,0,11,36,4,51,6,0,0,0,6,8,0,17,0,3,0,0,3,3,0,6,128,40,72,6,250,775,35,1054,9,0,0,0,11,45,0,63,3,3,5,0,10,14,0,27,8,4,4,0,16,8,0,24,19,10,8,3,41,30,3,74,33,21,17,3,76,97,6,183,35,42,7,0,84,118,8,215,7755,8194,3317,239,19504,7970,726,28197
SED10064,7959,5835,3454,233,17480,6229,738,24445,180,76,120,7,378,606,36,1023,31,25,27,0,81,79,3,170,210,101,142,9,466,684,41,1190,149,55,117,11,337,654,31,1020,23,10,13,0,44,52,3,91,8,0,0,0,8,28,0,35,0,0,0,0,0,7,0,10,180,64,133,11,385,736,35,1155,64,7,6,0,76,137,3,215,77,8,9,7,104,164,8,275,3,7,0,0,9,21,4,29,22,6,11,3,45,32,7,88,163,27,32,10,236,356,22,607,72,48,23,0,145,92,10,246,8589,6078,3780,263,18711,8092,846,27646
SED10065,2710,5885,1561,183,10338,1929,365,12640,192,281,107,9,584,447,48,1082,1074,2360,602,59,4098,946,230,5267,1270,2641,710,71,4682,1393,277,6353,621,873,277,64,1838,985,168,2997,1313,1777,541,116,3750,1541,422,5710,1778,2014,471,117,4376,1536,604,6518,7,8,0,0,11,3,0,20,3722,4671,1288,297,9979,4062,1198,15240,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,29,85,11,4,136,50,26,211,34,84,17,4,137,53,26,214,30,46,8,3,90,78,12,179,7759,13331,3582,554,25232,7524,1871,34622
SED10066,5320,8382,2866,235,16802,3292,483,20576,303,184,235,21,751,877,49,1673,515,514,552,39,1625,911,133,2665,814,704,795,60,2368,1790,181,4336,153,99,133,16,397,647,45,1090,186,96,139,12,433,514,72,1024,59,25,51,4,135,156,27,311,0,8,5,0,7,0,0,15,396,222,328,30,974,1315,143,2438,4,0,0,0,3,0,0,3,18,5,3,6,34,72,0,109,0,0,0,0,7,3,3,14,3,0,3,0,7,5,0,18,27,13,14,6,49,89,4,141,17,16,12,3,42,29,3,75,6570,9327,4008,335,20239,6511,814,27568
SED10067,4475,7819,1362,94,13743,2068,317,16122,162,109,48,3,319,312,16,655,557,553,199,12,1318,651,24,1998,717,664,246,15,1640,968,42,2652,528,314,160,15,1019,823,47,1883,660,367,213,24,1257,892,62,2207,512,325,169,19,1024,641,60,1719,3,3,0,0,6,12,3,26,1710,1010,540,54,3307,2369,167,5838,0,0,0,0,5,4,0,5,22,9,12,0,48,94,4,139,3,0,3,0,5,0,0,8,39,14,13,3,68,25,3,96,64,31,29,3,120,119,9,250,41,37,16,0,93,56,12,160,7003,9548,2187,163,18909,5574,539,25021
SED10068,7939,6012,2218,148,16320,4230,563,21113,815,167,308,22,1319,1473,106,2899,319,111,176,12,621,397,36,1052,1134,285,486,31,1934,1870,146,3950,303,69,177,10,557,1033,76,1668,99,26,71,9,205,296,39,532,309,53,70,3,437,470,71,981,0,0,0,0,0,0,0,4,707,146,320,22,1199,1801,185,3186,87,11,7,10,110,207,6,329,112,3,13,0,129,248,10,392,0,0,0,0,3,8,0,8,8,10,6,0,28,20,3,48,210,23,34,10,274,491,17,782,42,23,18,0,79,79,10,168,10034,6490,3066,215,19809,8474,916,29200
SED10069,7079,6676,2349,172,16275,4197,463,20932,470,140,283,15,912,1031,52,1994,519,286,265,10,1079,472,71,1619,989,433,545,23,1992,1496,120,3610,94,19,43,0,157,279,16,456,63,13,20,0,96,101,6,204,107,16,26,3,153,157,16,328,0,4,5,0,10,13,0,16,263,60,93,7,421,548,36,1002,82,3,8,3,102,143,14,254,82,11,17,0,106,168,9,284,11,6,0,0,15,3,0,23,15,12,7,0,38,18,3,60,182,31,33,8,256,335,23,616,35,18,13,0,66,58,7,132,8543,7209,3037,211,19001,6637,647,26292
SED10070,4090,9294,2356,288,16025,2379,326,18732,271,662,245,29,1205,495,52,1750,369,1246,316,34,1961,453,57,2466,636,1903,563,59,3171,949,105,4222,121,220,46,5,396,281,22,692,164,263,95,14,539,200,21,758,21,49,21,4,91,27,5,129,11,18,7,3,40,21,4,65,321,551,168,22,1063,530,48,1646,8,0,4,3,15,60,4,74,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,25,88,24,4,146,24,7,171,33,88,29,3,156,78,10,246,18,44,6,0,73,41,5,116,5091,11891,3132,375,20492,3978,500,24970
SED10071,3172,10695,1879,172,15918,1660,325,17910,746,1876,368,23,3015,404,40,3462,654,2038,401,33,3124,299,60,3484,1394,3917,769,60,6141,702,99,6941,93,243,62,5,412,81,12,500,15,12,5,0,37,19,3,58,62,43,29,0,131,60,6,194,0,0,0,0,3,0,0,5,175,300,100,8,586,153,22,763,0,0,0,0,0,0,0,0,4,3,11,0,19,49,0,68,0,0,0,0,3,4,0,6,18,33,10,4,60,16,4,72,21,37,19,3,79,63,3,153,18,41,18,0,84,39,3,125,4784,14989,2781,249,22806,2624,454,25887
SED10072,3029,5709,1472,210,10424,1981,395,12804,561,594,237,29,1420,802,96,2316,371,554,165,27,1108,327,59,1496,925,1143,398,57,2527,1127,155,3812,190,167,119,23,501,460,88,1047,682,644,358,75,1760,1070,175,3010,2961,2007,712,225,5903,2392,1102,9395,9,10,5,0,30,19,3,48,3843,2823,1195,321,8195,3939,1366,13495,12,3,0,0,13,52,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,22,4,111,59,14,192,43,57,22,9,128,109,20,253,32,18,13,3,61,46,5,121,7879,9753,3099,599,21333,7215,1941,30485
SED10073,3206,6795,1420,218,11642,1994,590,14223,460,682,208,26,1384,526,83,2000,789,1181,339,47,2358,1058,214,3627,1251,1868,551,74,3738,1578,298,5621,223,163,83,19,488,439,54,972,1370,1233,447,140,3188,1782,529,5498,2146,1379,408,164,4097,1684,609,6391,6,8,0,0,12,8,0,16,3739,2780,932,326,7782,3915,1186,12880,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,23,17,5,0,49,29,16,91,21,18,5,0,51,29,16,100,34,50,12,0,95,61,15,173,8254,11508,2935,620,23311,7581,2104,33004
SED10074,4569,9010,2196,250,16027,2863,454,19342,217,268,132,14,632,496,34,1164,501,1066,406,47,2023,618,115,2756,722,1332,541,62,2650,1117,147,3918,260,133,49,13,457,727,23,1206,294,469,85,29,874,301,67,1245,612,1004,124,44,1785,398,104,2295,3,3,0,0,8,9,0,17,1170,1616,257,89,3128,1436,192,4759,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,4,9,0,0,12,6,0,20,3,10,3,0,16,0,0,18,10,17,4,0,29,9,3,36,13,23,9,0,42,29,4,78,6479,11991,3007,392,21881,5453,806,28138
