SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED30025,5688,7841,2429,172,16135,2648,571,19352,287,202,203,17,710,477,50,1233,730,555,555,40,1872,579,153,2604,1016,751,757,55,2581,1054,204,3836,116,73,97,4,290,207,40,538,113,27,49,4,197,106,25,326,147,65,41,0,253,102,23,380,3,0,0,0,3,0,0,4,382,167,185,14,744,415,85,1245,10,5,0,0,16,13,0,30,47,5,8,0,61,76,5,142,3,3,0,0,9,0,0,10,3,3,0,0,5,0,0,12,70,18,10,0,91,95,3,189,15,26,15,0,60,22,3,86,7173,8805,3394,236,19611,4228,870,24707
SED30026,3034,4146,1181,95,8450,1581,347,10373,234,118,171,13,532,584,42,1162,493,379,379,25,1273,632,141,2040,725,495,552,33,1806,1215,182,3202,234,99,169,21,513,642,129,1276,445,134,151,12,742,694,134,1567,543,136,102,12,790,600,91,1480,0,0,0,0,0,4,0,5,1218,364,421,44,2043,1935,355,4334,22,3,5,0,26,40,8,71,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,5,0,3,7,0,6,4,3,21,23,7,11,0,45,47,12,100,8,15,13,0,38,28,4,66,5009,5024,2179,171,12375,4807,895,18080
SED30027,4770,4501,1678,140,11087,3583,413,15079,74,34,40,3,148,211,17,373,60,24,13,0,107,109,11,229,140,57,50,4,251,317,29,599,116,44,84,8,253,420,36,710,3,0,3,0,5,9,0,17,3,0,0,0,3,5,0,8,0,0,0,0,0,0,0,4,120,44,85,8,265,432,37,736,47,9,0,0,58,171,5,237,10,4,0,0,15,33,3,49,9,0,3,0,10,23,3,34,18,11,7,0,31,23,9,56,84,22,10,3,115,242,19,378,24,18,5,4,54,38,0,98,5140,4646,1832,160,11770,4619,492,16885
SED30028,3607,6125,1330,152,11213,1812,362,13386,57,18,43,4,129,244,7,374,284,151,156,22,613,391,92,1100,349,177,198,26,744,626,99,1471,160,52,70,16,293,401,46,739,118,38,45,10,214,263,51,528,23,6,4,3,41,104,3,147,0,0,0,0,0,4,0,4,306,92,119,28,549,768,101,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,12,15,0,30,4267,6404,1646,201,12520,3220,562,16307
SED30029,4107,6519,1345,121,12090,1815,242,14150,76,5,19,0,96,157,3,262,98,53,75,6,225,217,12,448,170,58,86,5,326,373,15,715,67,55,65,0,182,134,12,329,3,0,3,0,7,3,0,9,6,0,0,0,6,5,0,18,0,0,0,0,0,0,0,3,73,55,66,0,195,143,10,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,3,0,0,3,0,4,3,0,9,0,0,7,9,7,5,0,17,7,0,30,4365,6642,1501,126,12640,2345,272,15252
SED30030,3989,6623,1827,137,12576,1760,510,14849,250,117,158,8,533,463,48,1041,586,602,634,29,1848,667,169,2691,833,718,789,39,2381,1135,214,3729,127,76,87,4,295,233,25,555,16,0,10,0,27,104,11,144,4,0,5,0,13,44,0,54,0,0,0,0,0,4,0,8,148,75,105,4,334,386,37,757,9,0,3,0,10,46,0,59,13,3,3,0,16,65,4,91,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,17,5,9,0,29,121,4,155,10,9,3,0,17,14,0,35,5005,7432,2725,172,15339,3416,770,19524
SED30031,4833,6530,1762,132,13265,2784,456,16501,79,40,52,7,178,234,14,423,132,90,67,10,304,228,24,554,210,130,120,16,476,463,47,980,131,76,80,5,298,574,42,915,21,3,12,3,37,78,15,130,64,27,5,3,94,123,15,231,0,0,0,0,0,0,0,0,219,105,95,14,435,778,69,1281,56,7,8,3,68,142,5,223,11,3,0,0,12,12,0,23,0,4,3,0,12,9,0,21,0,4,0,0,8,0,0,6,65,20,14,3,95,165,9,267,9,6,4,0,23,15,0,35,5343,6788,1991,164,14295,4194,580,19067
SED30032,6103,5930,1839,143,14013,2901,527,17439,142,96,132,5,378,228,35,640,16,10,11,0,28,24,0,59,155,103,142,5,402,253,39,695,17,4,13,0,30,32,0,62,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,13,9,0,21,25,6,16,0,43,46,0,94,20,3,5,0,30,50,0,77,9,3,8,0,21,50,0,73,3,11,3,0,12,16,0,32,9,14,3,0,21,11,3,30,38,30,18,0,87,125,3,213,37,20,12,0,72,41,0,111,6365,6086,2024,152,14623,3363,576,18560
SED30033,2857,4808,1222,183,9072,2060,564,11690,23,13,5,0,37,50,7,95,342,207,124,42,708,460,176,1341,360,216,128,40,743,511,180,1435,348,142,107,39,626,764,152,1538,657,224,148,63,1097,953,261,2304,175,31,27,6,244,250,40,526,0,0,0,0,5,0,0,4,1177,394,284,105,1967,1959,453,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,6,0,57,20,9,84,19,31,6,0,62,17,9,84,22,8,9,0,37,22,7,72,4436,5466,1644,331,11881,4572,1208,17659
SED30034,3345,4451,1039,116,8950,2704,277,11928,66,33,32,8,138,196,27,360,18,15,8,5,45,24,8,74,83,46,42,9,175,219,36,430,118,67,56,11,250,421,34,699,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,67,56,11,251,422,34,705,69,10,6,3,89,155,9,251,17,3,0,0,14,8,3,30,21,3,3,0,27,43,4,78,6,4,0,0,12,20,0,31,107,24,13,0,146,227,17,389,110,105,20,0,234,129,10,367,3766,4688,1162,138,9755,3700,363,13817
SED30035,5772,4421,2120,121,12435,3851,569,16853,89,30,73,6,188,318,20,524,40,12,39,0,102,170,11,273,132,42,111,8,289,485,32,797,36,7,32,4,79,265,13,357,7,3,0,0,14,17,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,42,17,35,4,96,288,11,397,59,8,7,0,73,151,3,232,20,3,4,0,28,81,4,114,16,15,4,0,35,30,3,72,12,12,5,0,23,10,3,38,106,38,16,0,163,279,13,457,15,20,11,0,49,42,0,91,6069,4528,2294,131,13025,4940,626,18589
SED30036,6314,4139,2107,127,12690,3451,575,16720,335,63,157,14,566,766,64,1395,207,65,156,10,447,559,52,1055,543,132,320,21,1009,1324,115,2453,107,20,37,3,160,249,15,431,32,4,22,0,61,90,17,168,99,3,3,3,110,92,9,215,0,0,0,0,0,0,0,3,242,26,61,7,335,432,41,814,74,10,18,3,101,184,11,306,34,3,7,0,51,86,5,145,12,3,3,0,20,6,0,22,6,4,3,0,11,8,0,23,133,14,26,4,184,291,24,497,52,19,12,0,77,116,4,205,7285,4328,2528,163,14301,5618,764,20673
SED30037,5998,5655,1724,147,13524,3537,549,17605,55,25,30,4,113,145,21,282,7,5,8,3,22,12,0,36,68,26,37,7,138,161,20,317,87,55,60,8,208,324,19,553,6,0,0,0,8,10,0,19,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,4,100,58,58,8,220,343,19,578,101,12,7,0,119,180,6,306,11,0,0,0,16,28,3,43,6,3,5,0,16,22,0,36,8,8,5,0,19,20,0,38,126,24,16,0,171,241,16,423,38,27,7,3,76,24,3,107,6329,5790,1848,161,14126,4305,605,19031
SED30038,3202,5923,2700,288,12117,2546,553,15218,66,34,45,4,146,164,12,317,279,390,300,43,1011,312,110,1438,340,425,343,49,1153,476,121,1750,10,3,3,0,19,94,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,0,18,93,4,113,9,0,11,3,27,132,7,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,23,29,4,63,23,3,90,20,24,36,7,87,153,8,253,6,14,9,0,34,22,3,56,3585,6391,3097,344,13407,3291,694,17391
SED30039,2353,4100,728,137,7315,1398,788,9499,18,5,3,0,32,57,11,105,281,241,126,28,684,321,230,1241,300,250,137,29,714,382,242,1339,306,205,80,49,641,552,314,1500,689,368,169,111,1332,952,698,2983,476,253,100,67,899,559,372,1820,0,0,0,0,0,0,0,3,1473,831,342,224,2870,2065,1374,6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,3,8,0,3,0,0,7,7,3,17,31,32,4,0,66,56,19,138,4155,5216,1211,399,10977,3904,2425,17304
SED30040,4181,5412,2454,233,12275,3293,547,16118,135,65,167,11,378,638,47,1055,94,70,131,5,302,324,46,670,233,136,290,19,681,956,91,1728,28,15,57,7,106,356,22,495,12,0,16,0,24,39,7,69,5,0,0,0,7,26,0,39,0,0,0,0,0,0,0,3,43,18,79,5,150,429,27,604,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,0,16,7,0,17,14,5,4,0,22,4,0,28,10,5,4,0,25,22,0,46,4482,5578,2823,255,13144,4712,672,18527
SED30041,4634,6007,2597,185,13426,3088,517,17033,163,48,122,12,345,551,48,948,37,21,42,0,109,115,8,233,202,73,168,12,461,664,54,1177,13,8,23,0,37,72,3,110,3,0,7,0,9,7,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,26,0,52,78,3,133,11,4,3,0,24,46,5,67,3,0,0,0,3,16,0,25,0,3,0,0,4,5,0,5,4,3,0,0,11,4,0,15,22,13,6,3,37,74,7,115,15,16,7,0,41,21,0,61,4888,6112,2806,205,14012,3924,585,18519
SED30042,4240,6087,1956,146,12424,2116,397,14940,305,131,164,11,613,688,47,1352,313,238,439,22,1015,443,103,1557,621,375,602,33,1624,1125,149,2907,23,13,24,0,64,105,17,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,24,0,64,111,17,191,22,0,3,0,27,112,0,139,18,0,0,0,23,56,0,76,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,37,3,6,0,48,166,3,216,8,12,3,0,28,14,3,42,4936,6491,2589,182,14191,3535,573,18304
SED30043,4290,5551,1810,129,11779,2076,575,14428,935,111,204,22,1269,1445,61,2778,117,96,113,14,338,164,26,528,1052,208,315,33,1607,1605,95,3308,89,22,38,3,154,103,19,278,76,23,17,0,106,41,12,165,320,81,92,8,503,293,72,866,0,0,0,0,3,0,0,3,478,129,153,6,770,435,102,1306,3,0,0,0,6,25,0,35,44,0,3,0,46,128,5,173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,48,0,3,0,52,156,3,217,17,13,6,0,31,9,0,40,5885,5905,2285,168,14238,4293,773,19305
SED30044,5340,5851,1901,159,13247,2964,456,16672,153,79,73,11,314,391,35,736,47,10,20,3,83,85,9,181,200,88,89,10,392,485,49,923,147,61,103,3,316,527,47,892,17,3,7,0,29,35,3,65,32,7,0,0,40,29,3,74,0,0,0,0,0,0,0,0,192,78,111,3,379,594,54,1027,56,5,9,0,75,131,6,205,43,3,3,0,44,69,0,116,3,4,3,0,15,15,0,35,4,5,0,0,8,5,0,16,109,16,19,4,146,222,8,374,19,16,4,0,41,113,3,155,5859,6044,2126,176,14209,4370,567,19148
SED30045,5197,6150,1842,165,13359,2673,628,16662,55,30,38,4,131,134,30,290,5,3,9,0,16,12,4,35,63,30,44,5,147,146,36,333,66,24,18,7,113,147,18,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,66,27,23,7,122,147,18,279,16,3,18,0,38,140,3,181,11,4,10,0,28,50,8,78,3,3,0,0,7,3,0,13,59,53,16,5,133,43,23,200,91,65,44,3,208,228,34,475,30,42,4,0,67,36,5,114,5446,6319,1964,176,13904,3235,720,17857
SED30046,3947,6361,1889,151,12346,1835,379,14564,73,23,18,3,110,78,3,194,67,87,61,11,221,83,18,328,136,106,81,15,335,162,18,518,0,3,11,0,16,11,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,17,8,33,18,3,0,0,23,50,0,70,14,0,7,0,18,95,3,120,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,4,30,7,6,0,47,146,4,194,11,7,3,0,23,7,0,32,4128,6484,1995,167,12772,2170,413,15354
SED30047,3823,5530,1719,191,11267,2508,447,14216,175,57,109,13,356,667,21,1054,382,376,380,34,1176,499,81,1760,564,437,490,44,1533,1173,110,2805,85,26,42,4,156,469,24,646,71,14,24,5,118,169,15,294,3,4,0,0,12,19,3,30,0,0,3,0,3,0,0,3,161,45,74,4,286,654,35,977,0,3,0,0,3,0,0,3,33,7,0,0,48,58,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,37,12,3,0,51,56,3,116,14,11,4,0,30,16,3,56,4597,6038,2285,245,13164,4413,595,18169
SED30048,3510,3852,1553,152,9073,2528,434,12036,275,173,159,15,633,1079,64,1771,149,104,128,14,389,416,58,866,425,278,284,25,1015,1494,124,2639,158,117,123,10,412,663,55,1126,7,3,6,0,14,19,3,30,112,34,11,0,157,106,20,287,0,0,0,0,0,0,0,0,279,150,136,12,585,788,73,1445,39,7,10,0,46,74,0,124,15,3,3,0,15,29,3,47,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,52,6,14,0,71,102,3,184,14,6,11,0,28,47,3,81,4280,4298,1999,190,10769,4966,643,16379
SED30049,3337,5475,1285,155,10252,1839,472,12563,67,29,18,3,124,121,13,254,265,341,186,32,823,285,114,1223,335,373,198,43,948,405,131,1479,74,81,51,6,214,275,46,537,89,33,21,10,144,141,94,382,112,32,20,18,185,84,75,349,0,0,0,0,3,0,0,8,281,143,91,31,547,501,218,1268,16,3,3,0,16,68,0,90,45,19,23,0,93,192,5,293,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,3,61,25,28,0,112,270,11,389,10,9,3,0,17,19,3,39,4028,6020,1610,228,11880,3036,829,15742
SED30050,3510,3481,1134,110,8244,1894,552,10692,324,73,129,13,537,659,55,1252,729,405,401,36,1579,985,223,2784,1055,484,533,46,2115,1645,278,4040,428,190,269,34,918,1074,209,2201,408,135,165,16,715,644,148,1511,924,193,174,31,1318,939,177,2442,0,0,0,0,0,6,0,5,1760,515,606,78,2963,2659,536,6155,53,3,3,0,61,69,5,137,21,7,0,0,28,28,0,55,0,0,0,0,3,3,0,4,6,7,0,0,15,0,0,18,78,16,5,0,98,104,5,208,36,7,13,0,59,70,7,139,6443,4509,2291,242,13481,6369,1382,21236
SED30051,6388,4316,2054,170,12919,4007,624,17555,77,13,44,5,143,447,9,595,15,7,21,0,45,79,3,128,93,26,64,7,185,524,16,724,47,14,45,5,109,266,14,393,0,0,0,0,0,6,0,4,6,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,51,12,51,5,118,278,14,409,78,8,15,0,96,166,10,270,14,3,7,0,23,21,6,51,16,17,6,0,41,22,3,66,3,3,3,0,9,7,0,15,115,29,24,0,172,217,16,407,34,34,3,0,70,43,9,126,6679,4411,2194,177,13467,5079,681,19222
SED30052,3371,4440,1106,115,9029,1643,494,11177,200,129,113,12,445,321,62,825,920,740,621,56,2344,999,362,3704,1116,867,740,65,2791,1318,424,4530,276,101,84,14,477,479,143,1098,452,158,199,30,834,673,252,1765,312,97,73,17,495,455,121,1076,0,0,0,0,0,0,0,0,1037,354,353,58,1812,1607,518,3936,3,0,0,0,3,5,0,12,8,0,7,0,17,53,4,73,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,9,4,10,0,29,59,4,88,10,6,0,0,23,12,3,37,5548,5675,2209,246,13679,4646,1449,19771
SED30053,5427,5891,1582,137,13042,3180,381,16596,62,34,29,3,132,79,9,217,10,4,4,0,26,23,15,59,77,37,30,3,152,103,24,277,56,12,38,0,109,177,9,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,56,11,38,0,112,186,9,312,51,7,4,0,60,167,9,240,4,3,0,0,5,12,0,23,22,16,6,0,38,32,3,75,4,7,0,0,11,15,0,26,79,36,12,0,121,220,18,360,15,25,10,0,55,41,3,102,5657,6004,1670,145,13479,3729,433,17637
SED30054,4176,7035,1334,116,12663,1809,336,14810,74,8,11,4,97,177,3,278,66,38,56,3,163,91,12,266,136,47,68,6,261,266,18,547,6,15,13,0,33,17,0,52,7,0,3,0,15,3,0,20,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,20,15,12,0,53,23,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,10,3,0,11,4,6,0,0,14,3,0,18,4,10,0,0,16,12,3,27,4343,7110,1422,121,13006,2113,351,15475
SED30055,4363,6853,2363,144,13721,2115,461,16296,193,76,220,13,503,355,40,897,77,71,169,8,325,158,37,516,267,150,388,20,822,518,77,1415,23,8,15,0,49,129,5,185,0,0,0,0,3,5,0,7,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,25,10,14,0,56,153,4,208,3,0,3,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,3,0,10,3,0,14,14,5,4,0,20,15,0,38,4664,7022,2780,166,14630,2798,543,17965
SED30056,2339,3556,675,182,6755,1489,1108,9347,19,6,5,0,31,73,8,117,307,143,77,23,548,325,156,1029,321,152,83,24,581,402,171,1149,430,124,88,46,683,839,263,1785,732,205,112,80,1126,958,535,2624,697,171,102,67,1036,848,428,2311,3,0,0,0,3,0,0,3,1857,499,305,186,2851,2642,1227,6722,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,6,0,3,21,13,12,42,14,4,0,3,22,13,12,43,18,12,0,0,25,80,6,119,4545,4217,1065,397,10234,4624,2518,17377
SED30057,2170,2849,1032,110,6158,1749,303,8214,230,163,89,15,495,462,53,1014,31,21,12,0,69,78,12,161,262,179,108,12,565,544,73,1175,99,71,58,11,243,263,31,532,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,98,74,58,11,242,264,31,540,71,15,3,0,98,186,7,288,3,0,0,0,3,11,3,19,8,0,0,0,5,20,0,25,16,12,0,0,25,12,0,38,97,30,9,0,137,235,13,376,69,48,8,0,128,87,3,220,2707,3180,1209,133,7226,2879,415,10520
SED30058,3829,6204,1352,173,11558,2048,429,14031,55,20,30,0,99,109,10,217,281,262,143,16,709,311,57,1072,332,282,172,21,807,420,62,1290,52,25,18,5,102,185,6,293,24,7,5,0,38,66,14,110,19,0,5,0,21,8,3,37,0,0,0,0,0,0,0,0,90,32,31,6,158,267,20,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,3,0,0,3,3,0,4,3,3,0,0,12,15,0,25,4251,6524,1557,197,12536,2749,513,15799
SED30059,3675,5984,1381,90,11128,1498,370,12998,225,198,155,16,591,249,32,873,916,843,723,41,2524,790,220,3537,1139,1042,878,61,3116,1041,250,4410,54,15,15,0,82,211,10,305,115,33,43,0,197,136,17,355,156,46,38,4,245,113,29,388,0,0,0,0,0,3,0,4,325,94,101,9,528,466,55,1045,47,4,15,3,73,239,12,326,0,0,0,0,3,0,0,8,3,3,0,0,6,0,0,11,0,3,3,0,10,0,0,10,55,11,18,3,90,252,12,351,3,17,3,0,23,135,3,170,5201,7139,2382,162,14888,3389,691,18970
SED30060,4174,5254,2333,193,11961,2781,465,15208,61,57,96,9,227,188,14,432,28,10,28,0,62,69,5,139,93,70,123,9,291,260,19,571,117,125,156,9,403,450,39,895,36,20,14,0,71,28,7,109,3,3,4,0,12,9,0,20,0,0,0,0,0,0,0,0,152,146,175,9,485,491,51,1026,18,0,9,0,27,82,0,111,0,0,0,0,3,15,0,22,12,17,4,0,38,21,3,63,22,16,16,3,57,62,9,129,55,39,27,5,120,188,19,326,27,21,3,0,48,28,3,85,4501,5527,2665,221,12910,3750,554,17217
SED30061,3641,4332,1832,192,9996,2338,775,13111,220,89,124,17,450,779,42,1273,94,53,76,14,234,254,85,573,311,141,198,32,684,1033,129,1849,55,28,45,11,133,260,28,421,61,13,9,5,93,93,49,236,3,0,0,0,5,5,3,16,0,0,0,0,0,0,0,3,120,43,50,16,231,358,80,675,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,7,0,4,3,0,8,0,0,8,3,5,3,0,11,9,0,17,3,3,0,0,7,7,0,16,4072,4529,2095,242,10932,3747,988,15665
SED30062,5403,8561,2683,178,16825,2942,555,20316,371,109,170,12,654,478,51,1182,394,438,483,37,1350,455,122,1930,761,546,649,43,2007,931,169,3112,105,21,54,3,192,295,12,497,22,3,0,0,29,114,5,154,40,12,17,3,70,83,9,151,0,0,0,0,0,0,0,0,174,33,77,9,287,492,19,802,8,3,9,3,14,55,3,79,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,8,3,21,73,3,100,16,15,13,0,45,11,0,58,6356,9158,3426,235,19176,4457,754,24387
SED30063,6047,4691,1876,154,12766,4065,562,17390,41,34,28,0,114,224,9,345,3,4,3,0,12,6,0,16,41,39,36,0,120,236,9,363,41,17,29,4,88,265,26,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,43,22,25,4,92,261,26,380,34,12,11,3,47,118,11,177,3,0,4,0,10,11,0,17,13,5,0,0,17,14,0,35,8,4,4,0,21,10,0,28,56,24,16,0,93,154,14,263,55,36,19,0,114,56,7,178,6244,4803,1969,171,13186,4771,617,18575
SED30064,5039,5324,1799,125,12288,2871,520,15673,328,76,60,6,466,343,22,837,129,73,132,3,347,252,31,623,454,149,193,5,812,596,56,1461,71,21,99,6,203,515,35,752,6,0,17,0,22,20,6,44,0,0,0,0,0,0,0,4,4,0,0,0,4,13,0,21,78,29,116,6,225,552,36,822,37,11,15,0,58,165,14,233,19,0,9,0,30,73,0,105,8,4,3,0,19,14,3,33,0,5,0,0,9,0,4,12,66,16,27,0,111,248,26,378,35,35,12,0,80,35,0,122,5676,5555,2144,142,13518,4298,632,18449
SED30065,5599,5077,1603,85,12376,2505,506,15385,347,33,63,5,445,590,32,1069,498,169,207,8,888,611,91,1580,846,202,269,13,1330,1201,116,2652,190,67,110,9,366,451,47,868,141,22,38,0,204,162,26,399,39,9,7,0,54,31,4,86,0,0,0,0,0,0,0,0,372,93,150,6,622,648,77,1354,11,3,0,0,15,24,0,35,7,0,0,0,7,10,0,12,4,6,0,0,9,3,0,17,0,0,0,0,3,4,0,10,20,10,0,0,33,37,0,77,45,34,12,0,84,62,9,156,6879,5422,2038,112,14450,4454,715,19617
SED30066,3750,4993,1778,245,10770,2939,794,14500,93,62,82,4,244,305,21,568,405,310,235,35,984,478,174,1637,494,373,316,44,1226,789,198,2205,399,209,145,39,795,821,136,1753,260,141,72,25,498,452,129,1075,415,137,65,28,645,519,138,1306,0,0,0,0,4,3,0,7,1072,494,287,88,1947,1794,403,4145,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,14,4,4,16,7,3,0,0,15,3,4,25,11,17,11,0,40,33,8,81,5343,5875,2394,380,13993,5554,1408,20949
