SED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
SED30019,0,0,3,8,42,44,159,134,23,12,24,14,11,10,8,501,0,0,4,17,4,11,4,5,0,3,0,0,4,0,0,61,0,0,0,4,0,7,19,19,0,6,7,3,0,0,4,67,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,14,6,140,327,619,316,323,345,308,47,48,51,14,20,10,62,2631,0,3,0,19,16,17,21,21,5,5,8,3,3,0,0,116,0,0,0,0,12,13,10,11,4,0,3,7,0,0,0,62,0,0,3,0,7,8,27,12,0,0,3,3,0,0,0,62,0,32,73,201,147,184,225,160,18,27,34,14,23,18,37,1189,8,362,614,1143,1165,1415,1907,1618,275,269,223,160,171,98,254,9681
SED30020,0,0,0,15,50,28,269,351,40,45,29,24,26,18,8,898,0,0,0,13,18,43,61,70,3,9,8,4,8,0,7,255,0,0,0,0,7,18,29,15,10,4,3,9,7,0,5,103,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,7,4,0,0,6,4,0,0,0,0,0,0,22,11,105,239,395,216,261,393,316,64,47,37,33,47,11,42,2225,0,3,3,15,17,26,46,45,4,4,11,12,7,6,5,204,0,0,0,9,112,50,17,15,9,8,3,3,6,0,9,255,0,0,3,4,5,10,50,31,3,0,3,0,0,0,0,116,0,49,79,271,182,359,406,349,61,55,64,54,39,53,55,2088,19,392,686,1116,1260,1903,2682,2625,490,416,384,305,331,216,285,13134
SED30021,0,0,3,12,28,40,130,85,4,9,12,9,8,5,7,356,0,3,3,14,12,15,16,28,7,20,7,9,4,7,6,162,0,0,0,3,0,13,35,56,8,10,7,9,11,10,14,175,0,0,0,3,0,3,3,0,0,0,3,0,0,4,0,25,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,17,10,81,158,342,213,240,389,296,75,69,50,80,57,28,77,2167,0,3,5,23,18,27,66,34,6,15,11,13,10,17,10,247,0,0,0,0,25,24,7,8,3,0,9,5,9,3,11,109,0,0,0,0,8,17,25,20,3,0,3,3,3,3,0,83,5,28,51,153,145,269,318,472,91,126,195,181,153,143,87,2427,34,276,469,916,976,1463,2044,2488,485,640,648,688,594,454,452,12628
SED30022,0,0,9,20,38,56,375,367,44,62,57,29,49,16,19,1143,0,0,4,4,7,11,22,24,3,4,0,0,0,0,0,85,0,0,0,5,3,8,17,10,3,4,10,4,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,14,209,472,759,407,468,902,1022,170,136,87,87,72,18,106,4943,0,3,7,35,23,21,49,19,21,18,3,10,9,4,3,214,0,0,0,3,29,14,4,14,0,0,0,3,0,0,0,64,0,0,0,3,8,14,55,34,3,6,0,6,0,0,0,137,3,44,97,227,143,179,246,161,30,31,30,28,28,17,43,1317,27,538,856,1423,1278,1539,2751,2447,432,398,318,287,255,110,325,12978
SED30023,0,0,3,6,10,10,83,108,17,26,5,4,0,3,6,275,0,0,0,0,0,3,7,22,3,6,4,8,7,3,0,59,0,0,0,0,0,0,6,14,0,0,3,3,0,0,3,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,93,189,282,108,76,78,78,4,10,8,8,6,5,42,988,0,0,3,15,3,3,12,18,3,3,4,0,0,3,3,70,0,0,0,0,0,4,0,10,0,4,0,5,0,0,3,24,0,0,0,0,10,7,47,27,0,0,4,6,3,0,0,112,3,14,36,76,56,41,154,271,52,79,86,63,70,70,33,1114,11,183,314,492,438,368,661,1067,188,314,328,293,293,245,190,5381
SED30024,0,0,3,8,23,7,44,37,3,8,9,16,3,3,3,161,0,3,0,3,0,0,3,6,0,0,0,3,0,0,0,29,0,0,0,0,4,11,29,40,5,7,3,3,4,6,8,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,86,191,284,112,141,175,138,15,27,27,30,51,25,71,1380,0,0,12,18,8,27,25,13,7,3,3,7,6,0,5,144,0,0,0,3,0,3,0,20,0,0,3,4,0,0,0,35,0,0,0,3,0,3,23,8,0,0,0,0,4,0,0,46,4,31,96,181,125,126,134,132,34,44,32,60,96,41,134,1275,17,343,725,811,619,631,800,763,167,179,154,216,260,135,429,6241
SED30025,0,3,3,20,42,56,369,479,70,60,60,43,53,29,20,1305,0,0,10,4,3,7,11,15,4,0,0,0,0,0,3,64,0,0,0,0,5,11,30,41,15,4,3,6,4,5,11,130,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,15,18,21,21,9,3,3,8,0,3,0,5,115,16,239,543,982,519,554,746,902,134,153,136,94,76,56,118,5259,0,3,11,26,15,37,44,52,9,9,0,12,10,14,10,248,0,0,0,7,32,18,10,8,0,0,0,0,3,3,4,85,0,0,3,0,9,7,51,47,11,11,3,7,3,0,0,160,0,49,112,266,221,275,380,442,63,60,71,83,45,42,87,2203,21,542,981,1790,1853,2413,4089,4403,766,935,758,651,506,329,638,20684
SED30026,0,0,5,16,34,36,97,80,8,11,9,10,11,0,9,329,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,9,23,0,5,6,3,7,3,0,79,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,8,14,206,415,607,253,298,348,346,39,37,34,44,25,23,110,2801,0,0,3,25,19,41,67,49,5,4,19,15,13,12,10,286,0,0,0,0,3,4,0,0,0,0,0,8,0,3,0,26,0,0,0,0,12,6,3,4,0,0,0,0,0,0,3,29,3,34,66,165,105,101,167,142,29,46,34,31,45,30,44,1066,28,471,734,1203,1014,1160,1478,1215,196,224,192,184,214,153,353,8821
SED30027,0,0,8,13,3,11,44,62,10,4,5,3,4,3,3,172,0,0,3,6,0,0,0,4,12,5,0,0,0,0,0,31,0,0,0,3,4,6,16,14,5,4,3,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,8,134,277,364,105,114,115,83,3,18,15,7,23,24,49,1339,0,0,9,36,22,21,14,14,0,5,3,0,4,0,8,144,0,0,0,0,3,7,3,12,0,0,0,3,0,0,0,23,0,3,0,0,7,4,14,14,3,0,0,0,0,0,0,56,3,25,73,161,72,67,86,92,20,19,23,14,16,13,85,767,24,346,598,902,588,497,600,633,130,136,112,109,127,90,289,5185
SED30028,0,0,3,12,33,42,282,193,23,31,18,14,22,9,12,704,0,4,0,14,13,8,5,22,0,10,0,6,4,0,3,85,0,0,0,4,3,19,27,28,0,8,0,5,3,3,7,105,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,6,110,195,400,209,230,453,426,64,65,66,40,29,15,34,2343,0,8,3,13,16,27,30,43,5,7,3,15,17,3,10,197,0,0,0,3,20,8,4,4,0,0,0,5,0,0,3,50,0,0,0,0,17,5,45,18,0,4,4,3,0,0,0,106,3,31,54,142,116,166,214,232,37,46,27,38,40,26,26,1199,25,292,447,860,899,1133,1873,1608,262,314,229,237,201,136,191,8694
SED30029,0,0,13,8,34,49,202,159,24,29,9,5,7,9,4,548,0,0,4,17,10,21,14,3,0,0,0,0,0,0,3,74,0,0,0,0,0,8,13,27,10,9,0,8,7,0,0,84,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,8,106,262,488,253,274,552,472,68,59,61,35,50,14,70,2756,0,3,7,23,16,19,42,33,11,3,7,7,7,0,3,186,0,0,0,0,16,7,11,8,0,0,0,0,0,0,0,44,0,0,0,0,17,21,22,19,0,0,0,0,0,0,0,87,3,17,51,151,119,160,224,156,38,32,25,30,11,11,22,1045,11,247,496,958,940,1090,1688,1347,229,214,159,159,135,62,177,7910
SED30030,0,0,3,9,39,52,208,132,8,7,16,20,17,4,9,527,0,4,6,5,4,15,15,16,0,0,0,7,3,3,0,68,0,0,0,3,3,9,32,46,5,3,6,6,7,6,0,120,0,0,3,8,5,3,3,6,0,0,0,0,0,0,0,25,0,0,0,9,3,10,3,3,0,0,0,0,0,0,0,26,9,151,425,651,301,336,513,619,79,65,51,37,35,9,89,3359,0,0,7,23,13,35,47,21,14,0,3,9,3,9,4,189,0,0,0,3,12,10,8,9,0,0,0,4,3,0,8,57,0,0,0,3,15,11,25,16,0,3,0,0,0,0,0,74,4,47,121,273,204,311,335,266,37,44,49,34,31,14,59,1820,23,394,839,1425,1518,2321,3479,2995,518,420,358,358,265,149,449,15522
SED30031,0,0,0,8,9,33,136,290,67,50,31,28,11,10,18,688,0,0,0,0,0,0,4,34,6,18,0,0,0,3,3,66,0,0,0,0,6,7,14,42,9,0,4,4,4,6,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,74,222,390,202,110,144,142,31,51,45,37,37,3,30,1528,0,0,6,18,8,6,17,21,20,23,8,11,5,3,5,152,0,0,0,0,5,8,7,0,3,0,0,0,0,0,3,28,0,0,3,0,14,0,22,37,3,17,3,8,7,6,4,117,3,16,58,112,76,87,105,189,62,48,45,34,29,16,19,894,19,172,406,748,745,699,1057,1786,478,546,457,385,295,156,233,8174
SED30032,0,3,9,19,31,33,112,68,3,11,7,9,12,0,10,332,0,0,5,14,0,3,0,5,0,0,0,0,0,0,3,28,0,0,0,0,0,3,4,6,3,0,0,0,3,0,7,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,211,483,781,371,337,449,386,28,35,19,34,18,11,123,3285,0,3,17,39,30,29,39,44,10,11,6,0,6,0,5,228,0,0,0,0,5,12,11,4,0,3,0,0,0,0,17,51,0,0,4,0,14,13,34,8,0,0,4,3,0,0,3,87,9,41,95,205,128,108,159,108,29,15,15,30,51,53,95,1134,23,491,859,1426,1247,1102,1364,1059,157,162,117,138,142,134,487,8895
SED30033,0,0,5,24,26,35,88,54,9,6,9,6,7,0,4,280,0,3,0,11,11,18,19,51,15,12,8,6,3,12,3,180,0,0,0,0,11,19,24,26,8,6,3,9,9,4,4,111,0,0,0,8,5,0,10,0,0,0,0,0,0,0,0,21,0,0,0,3,4,3,3,4,0,0,0,0,0,0,0,22,13,98,184,300,190,175,248,204,51,20,37,28,25,10,48,1639,0,3,0,27,17,28,39,31,10,8,3,14,10,3,11,206,0,0,0,10,52,35,19,18,0,3,4,9,7,4,0,158,0,0,0,3,14,8,18,8,3,0,0,0,0,0,0,66,5,39,52,180,164,327,476,414,86,79,125,111,100,78,71,2297,33,300,457,839,1002,1324,1870,1938,417,386,479,515,418,265,329,10560
SED30034,0,0,0,3,9,12,56,121,7,18,10,9,9,7,3,272,0,0,0,3,0,0,0,11,0,3,6,5,3,0,0,26,0,0,0,0,5,0,14,7,3,4,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,47,104,156,53,54,58,51,19,15,13,10,9,4,28,612,0,0,0,21,5,5,8,14,0,0,0,3,0,13,6,74,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,19,43,0,6,0,3,0,0,5,79,0,12,16,55,30,26,64,88,29,28,15,18,8,4,20,419,0,102,173,348,337,367,586,839,246,215,146,141,95,47,168,3813
SED30035,0,0,3,11,32,14,53,46,4,12,7,3,6,3,3,212,0,0,3,3,0,4,0,0,6,0,0,0,6,0,0,30,0,0,0,0,3,3,9,12,0,0,3,3,4,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,190,425,620,218,177,186,182,15,12,34,6,19,0,78,2179,0,0,10,33,19,17,27,27,0,10,3,0,3,0,4,159,0,0,0,0,3,0,8,10,0,0,8,0,0,3,0,37,0,0,0,3,7,0,25,7,0,0,0,0,0,0,3,49,0,27,87,147,95,86,62,36,5,9,20,4,10,14,9,619,9,386,731,1130,850,660,717,550,89,84,112,44,84,39,188,5672
SED30036,0,0,6,11,31,27,98,72,0,9,12,3,8,0,11,287,0,3,10,5,0,3,3,17,14,3,0,8,0,0,0,71,0,0,0,0,3,7,12,20,9,4,0,5,7,4,7,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,17,337,696,1106,381,272,300,243,31,26,30,14,46,20,125,3649,0,3,12,21,11,16,24,18,6,0,0,0,0,3,0,132,0,0,0,0,8,3,3,4,0,0,3,3,0,0,0,34,0,0,0,0,5,7,16,20,3,3,0,0,0,0,0,60,0,58,114,264,113,78,96,134,25,21,14,18,20,10,37,1005,23,705,1145,1887,1157,1003,1210,973,161,162,117,143,143,78,328,9241
SED30037,0,0,0,6,10,6,34,68,10,3,3,9,5,0,3,155,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,19,0,0,0,0,3,11,11,13,0,4,0,3,0,7,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,117,247,348,141,146,138,184,27,27,18,19,25,17,43,1514,0,3,0,23,7,14,17,15,3,3,0,4,3,3,0,111,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,13,0,0,0,0,13,3,13,22,0,0,0,0,0,0,0,54,6,39,103,149,87,79,119,95,18,22,8,8,30,27,35,833,62,535,719,779,621,636,696,837,138,158,106,145,207,106,260,6008
SED30038,0,0,4,4,16,17,112,69,7,12,7,4,12,0,8,279,0,0,0,10,10,66,52,101,29,44,30,3,7,11,5,367,0,0,0,3,10,23,12,17,10,3,0,0,4,0,9,91,0,0,0,7,0,4,4,0,0,0,0,0,0,0,3,19,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,13,3,114,317,660,212,171,152,150,23,16,10,4,5,0,97,1943,0,0,0,13,14,17,24,26,9,3,4,6,3,0,13,132,3,0,0,60,1216,1729,771,804,134,144,228,127,125,62,231,5637,0,0,0,0,10,9,35,43,3,0,0,3,0,0,6,113,0,24,59,282,300,620,963,1142,232,200,299,279,293,143,272,5112,13,355,570,1334,2339,3603,3610,3926,761,736,927,691,673,343,1131,21006
SED30039,0,0,6,16,64,85,245,151,40,29,19,20,21,9,3,712,0,3,5,14,17,25,35,47,10,22,12,21,21,25,3,261,0,0,4,4,4,15,21,28,3,8,14,10,29,15,9,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,3,0,24,12,86,170,312,228,255,448,303,67,86,52,77,54,49,53,2246,0,8,19,41,28,47,109,61,19,41,46,39,53,48,18,580,0,0,0,18,67,33,25,47,25,35,37,53,59,48,9,454,0,0,0,6,25,21,42,26,4,0,0,12,3,0,3,133,10,41,51,140,154,269,400,424,117,175,231,287,334,290,71,2983,30,266,374,830,1068,1474,2566,2428,678,879,1107,1502,2049,1761,495,17499
SED30040,0,0,0,12,15,12,30,26,6,0,3,0,0,0,0,109,0,3,0,0,0,4,8,18,6,11,3,0,7,0,4,67,0,0,0,0,3,12,16,20,0,0,0,4,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,122,260,502,179,151,112,88,15,16,16,15,9,9,60,1550,0,0,7,9,3,11,30,21,4,7,0,6,0,0,3,102,0,0,0,9,14,11,5,11,3,7,0,0,3,0,3,65,0,0,0,0,6,3,8,15,0,0,0,0,5,0,3,44,0,13,45,105,79,112,169,142,23,56,30,44,42,16,30,894,16,268,476,844,672,712,986,1001,202,272,147,207,137,82,257,6276
SED30041,0,0,3,10,16,11,74,85,11,5,5,0,7,0,8,239,0,0,0,0,0,3,3,15,0,0,0,0,3,0,0,26,0,0,0,0,9,11,13,5,8,0,3,6,0,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,10,130,332,714,227,160,204,143,17,20,13,10,4,3,69,2051,0,0,3,14,10,21,34,29,0,0,4,3,7,0,3,125,0,0,0,0,7,9,0,0,0,3,0,0,0,0,9,38,0,0,0,3,3,6,8,12,0,0,4,0,0,0,0,43,0,19,52,114,72,95,108,90,21,26,8,19,28,11,47,711,14,289,571,1124,798,761,977,775,133,146,117,98,113,59,286,6260
SED30042,0,0,3,4,31,32,177,194,43,33,19,4,6,3,6,552,0,0,0,18,3,10,8,3,4,3,0,3,0,3,0,54,0,0,0,0,0,8,14,26,3,3,5,3,3,0,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,10,112,374,629,326,264,368,396,39,65,32,17,8,6,55,2694,0,3,3,16,15,19,48,30,7,0,7,0,4,0,0,150,0,0,0,0,10,7,3,11,0,0,0,4,0,0,3,40,0,0,0,3,14,12,21,55,3,3,3,0,5,3,4,138,3,14,53,155,119,178,243,246,48,50,30,17,20,38,39,1254,10,257,577,1067,1016,1319,1962,1955,412,350,256,186,144,138,271,9925
SED30043,0,3,10,16,35,25,138,165,13,23,22,34,17,33,12,547,0,0,3,4,3,3,5,13,0,4,0,8,3,3,3,46,0,0,0,0,6,3,11,14,7,9,6,0,3,0,3,64,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,238,428,689,321,291,533,716,88,83,62,52,69,31,105,3711,0,0,4,28,25,30,52,43,21,3,3,13,4,6,3,241,0,0,0,0,3,7,4,10,0,3,11,3,0,0,8,52,0,0,0,3,11,10,73,42,0,0,0,6,3,3,4,158,9,38,103,158,110,110,167,130,18,45,46,41,63,86,35,1156,40,497,821,1250,1122,1152,1915,1935,287,358,311,283,314,253,329,10861
SED30044,0,0,8,8,17,14,94,153,7,13,10,11,13,7,6,351,0,0,3,7,0,3,9,51,13,33,3,0,4,3,0,128,0,0,0,0,4,12,9,18,0,6,9,7,3,3,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,102,233,352,183,116,175,138,15,30,22,12,37,11,52,1492,0,3,7,23,11,23,18,18,0,5,3,3,6,0,3,131,0,0,0,0,0,4,37,166,5,6,8,0,15,3,8,252,0,0,0,0,3,4,11,29,0,3,0,0,0,0,0,60,0,10,44,138,50,75,122,253,35,46,65,23,27,23,29,950,15,219,411,749,628,553,837,1387,179,310,230,179,198,98,215,6194
SED30045,0,0,4,8,9,17,91,79,3,3,3,0,0,0,3,228,0,0,0,0,3,3,3,4,0,0,0,3,8,0,0,26,0,0,0,0,3,25,9,9,0,3,5,0,3,0,9,63,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,15,3,114,343,628,204,179,210,194,10,23,5,0,26,6,75,2023,0,4,3,29,11,10,17,14,11,7,0,4,7,4,6,123,0,0,0,0,22,21,13,3,7,0,3,0,8,7,7,97,0,0,0,3,16,8,37,27,3,7,0,0,0,3,0,100,6,20,47,129,119,122,151,157,33,55,102,96,183,88,145,1445,8,268,581,1061,812,843,1052,945,168,172,209,244,410,248,438,7454
SED30046,0,0,0,12,31,37,73,48,4,7,5,4,0,0,0,236,0,0,3,5,0,5,9,7,3,0,0,0,4,0,0,41,0,0,0,0,5,107,30,13,11,12,0,0,0,0,7,186,0,0,0,7,4,3,9,0,0,0,0,0,0,0,0,34,0,0,0,0,3,3,0,4,0,0,3,0,0,0,6,19,0,108,398,804,334,254,191,157,14,18,8,16,12,0,64,2392,0,4,0,8,11,11,21,16,0,3,0,0,4,3,13,94,0,0,0,3,55,67,30,15,3,3,3,4,0,0,8,205,0,0,0,0,9,3,19,12,0,0,0,0,4,0,0,60,0,21,79,281,260,643,546,369,60,52,79,52,38,31,60,2576,6,295,709,1493,1446,2191,2274,1899,311,337,297,250,190,109,382,12178
SED30047,0,3,4,11,24,31,113,142,19,29,7,8,19,8,8,428,0,0,3,5,6,17,20,22,0,0,3,7,3,0,0,89,0,0,0,0,0,4,25,31,3,4,6,10,5,4,3,102,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,10,162,374,541,273,250,413,455,85,87,73,58,48,20,83,2934,0,0,3,21,25,18,37,35,7,3,5,3,12,3,4,180,0,0,0,0,34,37,19,21,3,3,3,0,3,0,3,127,0,0,0,3,13,6,12,14,0,4,0,0,7,0,0,69,3,29,64,178,121,170,190,213,52,62,48,44,34,22,43,1269,23,326,585,1060,1037,1343,2108,2156,469,451,395,301,279,127,344,11008
SED30048,0,0,0,3,5,7,90,171,16,12,3,5,3,0,9,325,0,0,0,0,5,0,3,18,0,6,0,3,4,4,0,46,0,0,0,0,0,7,11,22,5,5,4,14,9,7,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,80,199,230,86,87,82,117,12,11,13,5,15,13,29,988,0,0,3,4,11,11,19,14,4,4,0,0,0,0,3,76,0,0,0,0,4,5,3,10,4,4,4,7,6,0,0,48,0,0,4,3,8,3,40,67,0,8,0,3,0,0,3,147,6,12,36,93,51,47,83,191,37,30,21,26,20,22,22,696,25,238,373,497,511,467,712,1551,333,329,230,241,199,121,183,6015
SED30049,0,0,3,6,40,38,195,246,26,26,21,13,11,15,6,650,0,0,3,5,31,74,83,162,32,23,22,24,10,13,15,489,0,0,0,0,3,12,15,26,3,0,10,7,12,9,9,104,0,0,0,10,3,6,6,0,0,0,0,0,0,0,0,24,0,0,0,9,4,3,6,5,5,0,0,0,0,0,0,35,3,109,196,299,155,139,193,200,22,33,20,12,17,11,61,1467,0,0,6,19,21,19,37,21,13,14,3,3,4,3,4,173,0,0,0,14,164,95,29,40,6,13,19,10,4,7,9,407,0,0,3,0,18,12,29,27,0,0,0,0,9,0,0,102,7,46,79,273,229,513,643,419,96,93,119,96,102,79,90,2867,24,379,577,994,1325,2180,2952,3430,657,703,795,655,736,443,535,16378
SED30050,0,3,5,18,35,43,126,122,17,19,17,14,21,4,20,456,0,0,0,10,0,11,0,3,0,6,0,3,5,0,0,43,0,0,0,0,4,11,23,26,3,3,10,8,16,5,4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,3,3,0,0,0,18,18,189,443,673,334,294,396,387,38,83,50,50,82,30,96,3166,0,3,6,28,33,28,44,49,15,13,19,13,21,8,0,278,0,0,3,0,12,4,6,11,5,7,0,3,3,0,3,60,0,0,0,4,12,10,24,10,4,3,0,0,3,0,3,74,3,56,67,177,104,100,128,168,38,58,46,87,102,41,52,1222,31,469,769,1276,1137,1152,1610,1725,268,406,376,384,448,210,352,10618
SED30051,0,0,3,5,8,11,48,25,9,3,3,0,0,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,9,0,3,0,7,5,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,206,404,687,227,153,118,64,0,8,4,14,4,3,84,1991,0,0,0,25,10,17,24,15,0,0,3,4,0,0,0,109,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,15,0,0,3,3,12,4,9,0,0,0,0,0,0,0,0,26,4,27,77,133,74,57,56,30,0,7,5,8,3,0,37,517,19,415,693,1172,800,622,572,381,55,57,52,59,50,27,272,5238
