SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED50502,18832,19018,37854,1278,1120,2402,2226,2084,4312,1214,1107,2319,1311,1127,2434,2767,2824,5590,2597,2586,5187,2610,2623,5234,2295,2476,4767,1550,1721,3268,768,908,1683,212,433,651,17911,18346,36252,928,679,1600,490,492,984,25,21,38,11,20,28,522,531,1059,11196,11074,22272,6356,6662,13016,13313,13235,26555,4332,4642,8976,15357,15495,30854,217,224,438,2046,1899,3952,860,826,1686,423,392,810,509,789,1302,7395,7927,15320,1556,1485,3044,3512,3357,6867,780,739,1524,680,816,1490,148,195,340,17533,17770,35302,862,958,1821
SED50605,17012,17965,34984,780,773,1549,2175,1897,4074,1292,1194,2488,1496,1289,2779,2106,1927,4032,1941,2191,4130,2099,2462,4561,2065,2318,4383,1734,1812,3551,917,1217,2132,418,883,1301,16259,17383,33644,756,582,1336,97,83,179,0,0,0,4,0,4,99,88,190,9391,9638,19027,6826,7549,14371,11614,11978,23589,4543,5097,9642,13384,14205,27583,190,218,414,2071,1810,3876,1128,1069,2192,835,733,1567,676,821,1495,9401,9766,19161,970,1033,2001,1904,2329,4240,473,546,1021,294,437,728,56,78,135,15634,16469,32094,1414,1780,3198
SED50702,21455,20630,42085,1489,1353,2840,2123,1953,4073,1003,909,1910,1807,1609,3419,4650,4315,8965,3225,2937,6162,2560,2286,4845,2101,2142,4242,1379,1490,2870,829,1085,1916,299,549,847,20090,19770,39854,1362,862,2225,474,524,998,11,7,16,23,10,30,504,542,1049,10663,10388,21050,8543,8191,16732,13113,12764,25879,6125,5882,12006,14599,14308,28910,224,218,441,1873,1714,3592,662,650,1317,650,543,1196,892,1138,2039,9355,9383,18735,1576,1404,2985,3079,2859,5937,744,690,1432,643,768,1407,236,176,409,18705,18322,37027,2486,2147,4631
SED50806,17644,18410,36051,1086,1030,2121,2127,2063,4193,1054,966,2019,1030,990,2016,2284,2317,4598,2254,2229,4489,2444,2495,4935,2341,2591,4939,1803,1950,3754,882,1159,2036,334,618,954,16203,17295,33494,1443,1118,2554,576,583,1161,15,11,22,18,11,31,609,602,1208,12644,13052,25703,3531,3875,7409,14458,15449,29907,1490,1660,3153,14374,15345,29724,182,202,388,1936,1861,3804,648,638,1290,115,172,285,292,604,897,5133,6206,11339,1661,1743,3403,4277,4332,8609,930,851,1780,611,698,1315,55,60,116,15214,16483,31690,1877,1632,3506
SED50904,37485,38768,76256,3515,3336,6850,6168,5728,11891,2758,2596,5354,2659,2769,5425,6365,6998,13362,5625,5883,11507,4897,5021,9918,2590,2980,5576,1728,2008,3736,937,1035,1977,259,404,662,35195,37471,72668,2289,1292,3585,587,670,1257,25,15,36,14,19,31,623,704,1331,19112,19600,38708,15131,15975,31103,29738,30526,60267,4855,5448,10303,27544,28624,56170,680,639,1316,5531,5119,10646,1878,1825,3701,610,740,1347,818,1615,2431,13539,15782,29316,3403,3401,6802,6268,5882,12146,1266,1139,2405,469,545,1015,112,158,273,33691,35609,69306,2318,2604,4925
SED51005,23999,22975,46972,1743,1702,3443,2572,2350,4925,1363,1147,2513,2333,1996,4328,5424,4976,10397,3494,3031,6522,2484,2361,4841,2038,2245,4276,1470,1696,3167,786,969,1749,285,504,795,22891,22248,45146,1103,723,1827,398,423,818,6,5,15,9,5,16,410,437,845,10245,9921,20165,12222,11663,23880,11958,11670,23625,10605,9993,20598,15467,15141,30604,279,287,565,2324,2146,4475,999,909,1902,1116,976,2092,1344,1529,2875,11642,11152,22791,1568,1440,3015,3196,2989,6186,786,759,1545,710,826,1537,241,284,534,22168,21437,43602,1278,1301,2575
SED51104,17032,17590,34619,1081,1032,2109,2635,2480,5112,1057,1008,2068,865,786,1655,1551,1661,3216,2387,2547,4939,2419,2541,4954,2174,2420,4590,1891,1936,3831,746,801,1545,226,370,600,16039,16940,32982,994,648,1639,85,68,151,5,3,11,4,0,6,94,76,170,11235,11526,22764,5063,5392,10453,14681,14920,29603,1674,2059,3729,14818,15436,30253,277,244,517,2530,2387,4918,879,879,1761,401,388,782,388,603,983,8492,8946,17436,1212,1151,2362,2182,2518,4699,468,501,967,234,271,507,20,24,41,15911,16677,32590,581,713,1295
SED51201,17749,16558,34312,1048,1040,2092,2236,2094,4331,913,736,1648,942,656,1601,1919,1811,3736,1969,1913,3885,2429,2286,4715,2732,2595,5327,2229,1912,4140,1012,1066,2077,311,447,755,16335,15533,31866,1416,1029,2440,867,895,1768,10,4,12,4,12,21,886,913,1796,13039,12325,25371,2830,2499,5333,14882,14334,29216,754,685,1434,14590,14060,28643,187,183,371,1958,1827,3784,507,483,989,136,90,229,156,430,593,4707,5186,9889,1442,1552,2989,4160,3665,7824,1047,755,1797,811,584,1392,64,35,97,14853,14579,29428,2814,1829,4637
SED51304,20455,21059,41512,1189,1073,2264,3324,2834,6159,1436,1261,2693,1287,1167,2455,2465,2595,5060,2706,3017,5725,2845,3026,5877,2263,2297,4562,1476,1684,3161,1048,1353,2400,421,747,1170,19454,20235,39689,1003,820,1825,68,62,132,3,7,15,0,0,5,79,76,149,12701,12776,25475,6662,7206,13871,15758,15855,31613,3644,4173,7813,16574,17051,33625,322,280,605,3160,2719,5886,1264,1142,2412,693,624,1314,722,1022,1738,11575,11966,23534,954,1030,1982,1609,2137,3739,493,511,1008,240,342,581,24,55,80,18665,19473,38138,1356,1415,2767
SED51405,23783,24438,48223,1917,1911,3829,3153,3078,6232,1457,1487,2945,1561,1595,3153,4014,4339,8360,3908,3859,7768,3196,3244,6435,2300,2475,4783,1385,1380,2765,703,766,1470,197,301,496,22467,23572,46041,1319,867,2182,311,345,650,4,3,11,4,4,8,322,353,672,14124,14511,28637,8151,8479,16624,17002,17277,34281,5390,5817,11205,18887,19501,38390,353,387,741,2928,2856,5787,1025,1146,2166,451,532,985,583,1045,1632,9513,10782,20299,2019,1878,3899,4125,3767,7890,881,785,1664,639,745,1388,113,138,254,21907,22912,44821,1138,1212,2354
SED51506,19806,20225,40028,1435,1341,2771,3064,3038,6101,1472,1438,2909,1088,999,2090,2226,2472,4701,2538,2709,5247,2805,2957,5763,2439,2450,4888,1800,1672,3471,717,844,1564,217,309,523,18206,19201,37409,1600,1024,2619,466,490,951,14,18,24,4,17,23,484,518,999,14835,15136,29972,3414,3646,7059,17322,17725,35045,1109,1261,2371,17016,17452,34468,286,245,535,2768,2773,5544,1010,1001,2013,111,182,297,228,700,931,5185,6554,11742,2189,2144,4326,4870,4373,9244,1037,897,1933,583,436,1018,28,30,61,17606,18509,36116,1265,1292,2549
SED51604,18047,19563,37604,883,762,1644,2371,2398,4763,1357,1358,2712,1123,1053,2176,2110,2353,4464,2049,2170,4221,2522,2870,5389,2304,2513,4819,1976,2111,4092,986,1209,2197,361,768,1133,16870,18575,35443,1171,987,2163,120,114,231,3,6,3,3,8,9,121,126,249,11548,12461,24012,5096,5628,10723,14792,15966,30761,1862,2182,4045,14738,16066,30798,222,199,418,2229,2268,4493,1205,1218,2427,621,582,1205,568,881,1443,10653,11559,22209,835,982,1815,1353,1702,3058,424,486,910,152,189,340,20,24,46,15795,17294,33087,1699,1993,3689
SED51702,31211,30798,62005,2886,2677,5560,4563,4346,8913,1880,1802,3685,1930,1973,3905,5342,5545,10886,4650,4605,9255,4098,3957,8052,2938,3095,6028,2023,1876,3904,732,678,1410,171,233,408,29475,29886,59366,1732,906,2638,402,398,805,5,15,19,4,6,8,416,416,834,19313,19013,38322,10150,10249,20405,24308,24175,48486,4917,5182,10101,25036,24852,49882,552,531,1083,4204,4006,8217,1293,1369,2660,453,547,1002,694,1231,1921,11526,13243,24769,2663,2708,5367,6012,5148,11159,1136,831,1968,514,434,946,66,83,146,28511,29232,57747,1568,1293,2861
SED51806,19861,20772,40633,1075,1059,2135,2533,2344,4880,1218,1215,2431,1002,945,1952,1774,1946,3723,2182,2465,4648,2627,2744,5373,2617,2995,5614,2923,3042,5965,1500,1507,3007,400,515,915,17783,19458,37246,2078,1314,3393,293,280,574,14,8,22,3,11,10,311,297,609,13158,13595,26751,5265,5877,11142,17492,18324,35819,1037,1307,2340,16448,17282,33731,225,208,435,2339,2178,4524,814,882,1692,183,250,438,255,650,903,6257,7148,13408,1939,2145,4084,4816,5026,9845,1127,1069,2196,596,551,1154,26,28,56,17360,18919,36282,1017,1136,2154
SED51903,27050,24864,51913,2048,1915,3967,3685,3633,7318,1611,1527,3140,1675,1449,3120,4130,3958,8096,3759,3525,7284,4072,3459,7536,3260,2766,6025,1906,1551,3455,719,792,1511,176,285,463,24970,23324,48292,2076,1542,3616,1564,1653,3216,25,19,50,28,41,71,1618,1719,3334,18544,17041,35585,5189,5083,10271,21769,20172,41946,2159,2203,4362,20732,19207,39940,336,358,692,3237,3164,6402,934,924,1861,178,189,368,427,857,1282,7318,8061,15371,2702,2490,5189,6028,4707,10735,1332,960,2294,796,577,1378,70,52,127,22357,21511,43865,6743,3736,10480
SED52002,21494,21385,42877,1586,1474,3068,2825,2733,5558,1336,1243,2580,1456,1364,2820,3431,3444,6868,3155,3028,6186,2833,2703,5537,2286,2442,4729,1616,1727,3338,785,941,1726,182,294,476,20252,20609,40857,1241,778,2024,506,522,1030,7,10,18,7,6,13,522,539,1056,13438,13242,26677,6662,6898,13557,16412,16291,32703,3811,3971,7773,17163,17137,34299,286,262,545,2618,2530,5145,918,905,1824,309,427,742,469,800,1265,7496,8393,15891,2064,1974,4034,4497,4067,8565,968,864,1835,616,568,1181,137,120,258,19828,20189,40015,1099,998,2094
SED52105,19584,21124,40702,1064,1055,2116,2090,2118,4211,952,984,1934,1057,1129,2187,2874,3120,5996,2840,2955,5793,3060,3128,6196,2613,2753,5366,1727,1987,3715,960,1244,2201,337,648,983,18221,20081,38303,1362,1041,2399,226,220,447,4,8,14,3,12,14,233,234,473,12045,13028,25080,5714,6213,11925,15316,16279,31596,2539,3092,5628,15725,17162,32885,205,237,441,1920,1946,3866,733,800,1529,409,525,937,720,1181,1899,9677,11003,20684,1296,1157,2448,2439,2415,4851,559,592,1152,607,800,1408,75,108,190,17025,18943,35964,2275,2302,4571
SED52201,18873,19237,38111,1255,1259,2518,2692,2680,5369,1353,1325,2677,1119,1062,2186,2273,2365,4643,2381,2488,4873,2740,2806,5555,2330,2351,4681,1613,1606,3216,845,925,1769,271,354,628,17280,18147,35431,1595,1088,2680,1735,1783,3512,10,10,17,42,20,58,1785,1806,3590,14508,14642,29147,2676,2996,5672,15737,16211,31946,1306,1510,2812,15848,16418,32261,233,218,458,2425,2412,4840,803,865,1673,93,190,287,255,663,914,4979,6245,11223,1985,2100,4085,4207,3825,8038,1050,819,1872,759,643,1404,60,63,123,16290,17314,33606,2136,1913,4046
SED52304,23956,24330,48285,1827,1775,3607,3559,3441,7002,1807,1715,3521,1561,1502,3059,3527,3677,7200,3719,3767,7487,3208,3237,6438,2234,2291,4520,1562,1677,3237,727,889,1615,234,362,590,22967,23649,46621,988,679,1670,274,319,595,11,12,17,4,3,9,289,340,625,13532,13680,27212,9210,9471,18673,14887,15032,29921,7930,8226,16157,19816,20208,40023,338,376,709,3316,3154,6477,1375,1364,2739,573,586,1161,623,987,1607,9719,10159,19875,1950,1823,3774,3829,3735,7565,870,894,1766,735,960,1697,284,381,663,22551,23119,45670,916,1037,1956
SED52402,20813,21043,41855,1489,1437,2931,2771,2633,5402,1311,1226,2535,1431,1361,2795,3173,3172,6339,2856,2813,5670,2634,2551,5186,2301,2498,4804,1702,1824,3526,873,1109,1981,269,421,684,19803,20320,40127,1009,723,1728,471,623,1100,3,11,16,6,10,22,488,643,1129,11506,11542,23048,7868,8090,15963,14358,14513,28872,5156,5280,10437,15967,16183,32146,280,261,545,2491,2397,4887,928,882,1815,356,437,793,555,861,1420,7308,7807,15117,1859,1916,3778,4095,4057,8156,988,882,1871,681,725,1405,221,217,443,19252,19707,38956,1055,1091,2147
SED52504,16698,17095,33796,921,893,1809,2339,2228,4565,1188,1102,2292,1053,947,2005,1681,1637,3316,2091,2261,4352,2441,2633,5073,2339,2597,4937,1844,1815,3661,609,702,1307,191,288,482,15756,16473,32231,948,622,1567,89,89,178,7,4,9,0,0,3,98,96,186,10362,10501,20861,5579,5890,11471,14497,14699,29200,1515,1788,3308,14334,14709,29049,231,219,451,2229,2123,4355,968,963,1933,438,417,854,348,537,888,8028,8584,16616,1361,1237,2598,2564,2733,5297,506,497,1008,238,232,468,16,22,40,15615,16320,31941,494,543,1037
SED52605,20117,20305,40420,1369,1345,2715,2998,2705,5705,1477,1355,2833,1479,1310,2786,2750,2818,5566,2987,3128,6111,2693,2922,5618,2299,2491,4790,1372,1319,2694,533,609,1145,145,311,458,19082,19720,38803,1029,583,1619,246,226,479,5,3,4,8,8,14,265,237,503,12251,12261,24510,6936,7209,14148,15445,15530,30977,3792,3991,7784,16406,16691,33104,304,311,617,2848,2562,5409,1143,1097,2235,569,558,1125,574,820,1395,9124,9820,18949,1589,1507,3098,3083,2964,6049,682,640,1320,316,391,705,56,86,145,18731,19395,38125,722,693,1419
SED52704,18315,18372,36687,1209,1073,2288,2050,2036,4082,1215,1196,2409,1505,1392,2892,3104,2823,5926,2412,2503,4917,2494,2617,5113,2294,2312,4602,1306,1412,2716,545,691,1240,185,307,497,17250,17757,35003,1064,613,1680,159,164,327,3,4,11,13,8,24,177,179,358,9838,9838,19673,7447,7662,15108,15089,15023,30112,2272,2517,4793,14490,14684,29171,262,229,485,1912,1906,3820,874,950,1827,592,563,1160,597,871,1470,8407,8945,17355,1700,1560,3266,3079,2895,5970,564,570,1141,259,340,599,43,45,81,16760,17179,33935,1091,1253,2345
SED52802,18292,18315,36602,1060,993,2057,2513,2391,4905,1383,1315,2699,1073,906,1984,1823,1781,3607,2258,2279,4539,2567,2648,5213,2294,2330,4623,2009,2045,4048,1001,1131,2130,314,481,801,17209,17587,34791,1080,733,1810,260,324,578,8,7,16,5,6,12,266,337,609,11124,11114,22235,6025,6147,12179,14485,14577,29062,2752,2763,5509,15217,15301,30516,223,217,441,2335,2224,4557,1057,1047,2100,319,367,686,366,705,1069,7276,7983,15257,1607,1443,3054,3339,3137,6475,710,653,1362,511,473,980,143,124,265,16632,16873,33506,1008,1108,2122
SED52903,2765,1893,4661,157,147,304,278,252,535,127,110,240,194,148,340,643,408,1051,460,257,719,450,260,704,291,194,488,121,83,201,35,26,58,11,3,15,2578,1747,4320,190,148,334,1023,1068,2096,0,0,0,7,13,21,1034,1084,2122,1841,1471,3318,428,188,618,1347,746,2094,906,905,1812,2035,1536,3574,20,30,46,227,198,425,24,35,56,3,14,18,43,46,84,653,394,1045,230,137,365,464,243,706,151,141,293,180,215,392,25,14,32,1489,1498,2987,4148,867,5014
SED53003,17158,17207,34364,1529,1427,2957,2711,2717,5426,1090,947,2036,1127,1146,2272,2867,3222,6089,2461,2659,5119,2252,2301,4551,1928,1826,3752,906,676,1579,248,215,461,52,69,117,15785,15892,31673,1371,1316,2686,6704,7163,13866,43,48,88,161,189,346,6905,7391,14299,13162,13050,26212,2013,2142,4155,11442,11461,22911,3336,3577,6910,13944,14114,28062,236,229,473,2192,2199,4392,476,420,896,75,90,164,293,629,918,4476,5470,9949,1412,1534,2942,3103,2588,5686,747,613,1359,638,508,1144,190,204,394,14293,14787,29081,8977,8410,17387
SED53104,16695,17193,33886,974,921,1895,2277,2184,4461,1200,1018,2214,994,859,1852,1771,1731,3509,2181,2278,4464,2318,2561,4878,2415,2598,5019,1694,1666,3358,613,855,1470,260,512,770,15835,16591,32430,863,598,1456,95,120,212,8,4,11,0,3,5,99,127,228,10594,10981,21583,5477,5608,11077,14542,14850,29392,1584,1824,3409,14353,14895,29250,226,212,438,2188,2078,4262,941,845,1791,337,375,711,341,620,963,7555,7952,15503,1428,1430,2859,2937,2994,5927,547,598,1141,297,359,656,22,28,52,15715,16292,32007,474,682,1159
SED53205,32795,32262,65064,2948,2754,5703,4803,4577,9382,1998,1921,3916,2407,2373,4777,5973,6149,12126,4963,4599,9561,4047,3877,7928,2813,2850,5669,1767,1884,3654,870,937,1805,209,335,542,30627,31082,61704,2174,1188,3358,1079,809,1888,19,18,33,26,14,46,1125,833,1961,19368,18937,38300,10786,10883,21668,24438,24791,49232,4939,5214,10150,24240,24590,48829,543,506,1052,4285,4097,8382,1279,1303,2581,439,594,1037,718,1365,2082,10476,11904,22385,3003,2929,5933,6160,5900,12063,1299,1151,2447,668,665,1328,75,109,187,28501,29785,58287,3019,2180,5208
SED53306,20280,21748,42036,1332,1267,2604,2632,2568,5202,1312,1232,2542,1244,1244,2483,2488,2713,5207,2359,2456,4816,2548,2800,5352,2295,2636,4932,2113,2320,4434,1452,1765,3221,501,745,1249,18601,20535,39136,1680,1211,2896,520,568,1092,17,15,26,10,12,19,545,591,1138,13322,14151,27469,5418,6038,11459,17424,18637,36060,1442,1725,3171,16402,17697,34099,260,239,501,2402,2334,4734,838,834,1667,228,323,558,283,778,1066,6042,7114,13157,2035,2142,4175,4637,4907,9540,1182,1177,2359,772,836,1611,66,51,116,18129,19868,37998,1370,1573,2940
SED53402,20332,20707,41038,1301,1254,2557,2029,1903,3934,897,888,1782,1301,1301,2597,4046,4161,8212,3366,3314,6678,2720,2571,5296,2179,2237,4416,1426,1438,2864,710,1003,1709,358,631,989,19213,19884,39102,1118,823,1941,243,289,534,17,3,18,19,23,37,275,313,588,11578,11811,23388,7347,7470,14823,14301,14373,28677,4708,4979,9691,15634,16013,31643,246,240,485,1896,1773,3671,694,711,1406,534,531,1067,941,1247,2189,10551,10997,21552,1299,1186,2481,2477,2405,4883,539,552,1096,513,633,1148,123,154,273,18448,18878,37324,1299,1523,2822
SED53502,20032,20172,40207,1260,1159,2417,2509,2265,4772,1308,1183,2493,1396,1393,2783,2762,2750,5509,2552,2682,5230,2920,2835,5750,2427,2419,4843,1727,1889,3621,885,1072,1955,298,533,831,18747,19310,38058,1289,863,2150,752,804,1557,15,10,29,13,10,18,785,817,1602,13254,13177,26428,5222,5401,10622,16185,16122,32306,2362,2592,4949,16319,16422,32745,229,192,427,2306,2039,4347,866,838,1700,280,326,603,444,773,1219,6861,7588,14450,1884,1774,3659,4171,4045,8222,979,856,1832,651,736,1385,73,86,160,17915,18487,36401,1676,1603,3274
SED53602,22879,22299,45176,1722,1606,3327,2859,2737,5600,1496,1427,2923,1877,1625,3503,4238,3956,8192,3003,2900,5899,2901,2755,5662,2386,2487,4873,1433,1628,3060,777,912,1687,177,267,444,21897,21592,43484,983,710,1693,515,569,1086,11,12,23,6,4,13,532,585,1120,10702,10563,21270,10483,10179,20655,11331,11116,22452,10002,9748,19750,16988,16834,33828,297,284,579,2539,2397,4935,1099,1099,2194,686,651,1335,973,1243,2217,9025,8816,17840,1742,1680,3424,3511,3381,6897,818,848,1663,1082,1184,2264,533,560,1097,21231,20854,42087,1188,1221,2407
SED53701,18720,17233,35951,1016,897,1915,2297,2182,4479,1003,784,1784,729,666,1399,1689,1724,3415,2109,2066,4169,2815,2734,5545,3151,2811,5965,2557,2203,4759,1107,922,2026,245,250,493,16931,16023,32956,1786,1206,2992,741,775,1516,14,5,11,5,4,12,758,785,1540,13611,12246,25862,3001,3128,6125,16253,14951,31207,712,767,1479,15848,14557,30404,198,179,373,1988,1905,3895,631,525,1151,70,127,194,126,433,564,4984,5638,10625,1747,1701,3454,4828,3907,8733,1140,737,1880,793,520,1312,43,40,85,15877,15267,31150,3707,2790,6501
SED53802,19219,19497,38713,1238,1064,2295,2067,1899,3966,1077,977,2046,1292,1267,2556,3709,3503,7212,2630,2610,5240,2266,2337,4603,2007,2314,4323,1608,1880,3492,1040,1181,2228,289,467,752,18366,18814,37180,855,686,1537,171,177,348,5,6,18,10,0,10,183,192,377,9733,9681,19419,8256,8594,16848,11278,11218,22494,6790,7171,13955,14594,14921,29519,241,192,435,1880,1739,3617,824,784,1606,551,515,1067,764,933,1691,9147,9331,18476,1304,1226,2537,2703,2911,5615,599,652,1248,773,925,1690,190,263,448,17866,18268,36132,943,941,1887
SED53902,18771,20297,39064,1114,996,2106,1858,1865,3717,937,1097,2029,1239,1378,2615,3359,3319,6679,2687,2776,5463,2483,2506,4989,2108,2267,4371,1455,1692,3148,1020,1470,2492,512,936,1445,17874,19537,37410,898,753,1651,124,145,267,8,4,14,0,7,7,133,160,284,10500,11472,21970,6939,7328,14269,12873,13848,26719,4655,5026,9682,14700,16058,30763,231,217,440,1721,1695,3420,771,925,1695,575,625,1202,818,1090,1904,10017,10724,20742,1150,1159,2307,2103,2504,4602,549,661,1209,524,707,1233,102,117,223,17036,18270,35302,1371,1786,3159
SED54006,20746,20617,41365,1400,1239,2634,3128,3002,6134,1416,1318,2736,997,933,1924,2251,2384,4632,2540,2700,5238,2865,2897,5763,2621,2669,5297,2170,2108,4276,1111,1057,2161,252,318,570,19003,19539,38548,1746,1075,2822,450,483,935,7,11,20,10,11,17,463,503,973,15157,14987,30142,3671,3863,7540,17908,17904,35809,1108,1164,2273,17528,17419,34945,280,238,516,2799,2715,5509,891,875,1764,130,185,313,213,642,852,5157,6278,11433,2139,2172,4314,5269,4724,9993,1166,949,2120,725,567,1292,63,44,111,18160,18621,36777,1651,1594,3239
SED54104,19631,20482,40118,984,975,1962,2400,2220,4620,1303,1391,2692,1966,1845,3813,2964,2865,5826,2377,2596,4974,2371,2580,4957,2187,2400,4585,1815,1920,3735,910,1085,1992,349,610,960,18667,19637,38299,964,852,1818,101,110,216,3,4,10,8,8,11,116,123,237,11136,11652,22788,7308,7629,14938,14616,14989,29601,3836,4334,8172,14980,15754,30733,252,248,502,2276,2107,4386,1164,1278,2444,1414,1257,2675,1173,1222,2396,12743,13158,25894,719,823,1543,1110,1475,2590,325,356,680,176,237,412,19,27,51,17167,17980,35144,2662,3057,5719
SED54203,16290,9284,25574,824,689,1509,1382,1225,2602,439,381,820,687,526,1219,3604,1814,5418,3357,1496,4858,2960,1325,4283,1969,1086,3055,804,524,1332,226,163,389,47,59,112,15165,8587,23752,1127,699,1825,1563,1424,2986,39,40,79,34,24,60,1634,1493,3127,9530,6203,15731,3805,1733,5537,11684,7070,18754,1768,998,2765,11445,7133,18579,137,121,263,1146,1007,2157,201,171,372,37,47,83,302,297,599,5170,3081,8255,1665,906,2571,3381,1627,5008,601,310,911,374,213,590,70,40,105,7774,7143,14918,23926,7255,31185
SED54304,20926,21196,42119,1111,1050,2160,3286,3050,6338,1828,1779,3606,1549,1368,2912,1890,1962,3849,2752,3112,5864,3804,4046,7847,2570,2540,5113,1427,1388,2818,567,668,1234,144,227,375,19783,20563,40352,1138,626,1765,93,103,196,9,4,17,0,0,0,102,109,214,10153,10220,20374,9878,10127,20010,17926,17950,35876,2193,2498,4696,16985,17272,34255,327,269,594,3116,2900,6014,1430,1448,2882,573,604,1174,407,729,1135,9606,10424,20032,1897,1791,3689,3359,3195,6556,581,563,1141,221,252,475,28,39,64,19626,20342,39969,539,628,1165
SED54404,27172,26033,53199,1254,1219,2479,1730,1582,3305,770,918,1686,2186,2526,4716,8280,7828,16108,4434,3952,8387,3296,2858,6148,2613,2355,4974,1623,1429,3051,714,846,1559,265,518,780,25427,24735,50161,1738,1301,3041,186,165,350,5,8,10,11,3,11,196,174,372,12631,11907,24543,11212,11144,22356,16887,15437,32330,7032,7744,14780,17655,16759,34412,213,230,441,1553,1442,2992,593,686,1273,890,1070,1965,1769,2162,3935,16409,15906,32321,1371,1121,2492,2107,1942,4048,428,400,831,447,694,1138,122,179,305,22366,22050,44416,7005,5477,12483
SED54503,26722,19804,46532,2067,1947,4011,3316,3014,6330,1099,1003,2107,1536,1361,2892,6215,4586,10801,5260,3330,8588,4093,2643,6740,2404,1406,3808,590,393,988,112,100,215,30,26,57,24985,18758,43750,1734,1044,2780,3469,3319,6785,155,108,266,119,113,233,3742,3544,7289,16826,13057,29878,5412,4078,9496,18692,14049,32739,3542,3223,6769,19145,14755,33904,364,328,687,2789,2546,5333,607,593,1204,82,151,236,520,805,1324,8040,7055,15095,2801,1705,4501,4853,2829,7684,785,548,1334,404,306,705,81,92,172,17610,16504,34112,20081,5747,25825
