SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED10089,39568,41225,80787,2678,2453,5129,4920,4591,9509,2676,2623,5291,3854,3697,7546,5726,5653,11381,4924,5139,10061,4646,4963,9609,4319,4644,8967,3336,3588,6929,1730,2395,4127,748,1478,2234,37548,39522,77073,2015,1701,3721,1528,1637,3161,34,32,58,32,30,60,1584,1700,3286,32014,33263,65276,5922,6219,12141,33306,34448,67754,4619,4837,9455,34832,36440,71278,692,605,1297,4625,4307,8930,2010,2044,4060,1955,2034,3995,1778,2179,3948,14634,15829,30465,2198,1906,4100,8947,9107,18049,2702,3208,5908,1416,1579,2991,129,167,299,36835,38058,74892,2789,3287,6077
SED10090,40319,44492,84809,2928,2806,5734,5298,5019,10319,2136,2070,4204,2265,2586,4852,6200,7094,13295,6795,7552,14349,5495,6015,11509,4055,4715,8773,3016,3488,6504,1451,1912,3363,673,1236,1910,38743,42935,81680,1576,1550,3126,86,74,160,7,3,13,3,0,4,96,80,176,21749,22660,44409,16468,19517,35980,25120,25998,51119,13210,16296,29505,30834,33240,64077,764,728,1490,5000,4750,9752,1889,1863,3756,1306,1531,2833,1610,2433,4042,25086,27973,53061,1195,1360,2550,2399,3171,5572,741,917,1660,605,773,1375,154,274,428,37365,41183,78548,2438,2864,5300
SED10091,36510,38066,74568,2376,2148,4526,5397,5108,10507,2500,2540,5035,1967,1951,3924,3834,3960,7792,4389,4756,9144,4928,5260,10188,4561,4968,9531,3913,4124,8035,2040,2250,4289,603,998,1600,34812,36498,71316,1694,1566,3261,961,1042,2010,13,16,29,14,14,27,988,1074,2065,29310,30322,59627,4804,5294,10100,32377,33733,66103,2068,2271,4338,32906,34275,67180,640,612,1251,4975,4701,9671,1766,1891,3660,477,629,1108,556,1186,1747,11086,13644,24727,2071,2140,4205,9660,9104,18766,2331,2280,4610,1169,1061,2228,93,77,174,33833,34996,68831,2132,2665,4798
SED10092,41460,41511,82971,2247,2162,4408,4386,4043,8427,2563,2534,5095,4145,3826,7967,6465,5988,12454,4881,4754,9632,5174,5046,10217,4790,4931,9723,3675,3858,7535,2316,2928,5245,822,1437,2265,39458,39674,79128,2002,1840,3841,1031,1080,2108,24,19,45,10,19,27,1064,1115,2182,27318,27220,54543,11013,11213,22231,28508,28399,56904,10228,10516,20746,33931,34527,68455,577,568,1144,3993,3695,7695,1893,1979,3868,2186,1976,4162,1970,2140,4109,16207,16094,32309,2187,1881,4065,8335,8284,16619,2304,2486,4792,2249,2717,4966,369,566,931,37669,37740,75410,3952,3812,7762
SED10093,37404,39742,77145,2477,2410,4886,5434,5089,10528,2544,2494,5041,2294,2342,4633,4148,4478,8624,4499,4927,9432,4895,5085,9983,4396,4778,9178,3672,4114,7786,2190,2656,4849,837,1371,2202,35647,38164,73807,1755,1580,3337,1931,1927,3856,48,41,91,25,46,73,2003,2016,4016,30009,31643,61647,4742,5203,9946,33039,34902,67943,2022,2311,4336,33256,35284,68541,657,613,1274,4960,4685,9646,1690,1740,3427,501,672,1180,686,1527,2205,9761,11303,21065,2353,2262,4613,9811,10415,20226,2858,3150,6013,1695,1695,3384,166,110,279,34446,36690,71140,2592,2775,5374
SED19494,7351,4939,12288,188,149,338,202,200,402,285,232,517,746,615,1358,1615,1091,2703,1269,629,1900,1148,646,1798,986,732,1722,719,477,1196,162,120,282,32,48,78,0,0,0,7351,4939,12288,503,289,789,17,8,26,20,3,25,538,301,839,4304,2726,7028,1663,1346,3012,4175,3038,7212,997,821,1822,4199,3009,7203,24,19,43,148,158,304,90,82,172,137,141,283,179,254,430,2208,1965,4169,385,247,633,1339,826,2159,454,274,731,286,135,420,41,24,65,0,0,0,0,0,0
SED19797,171,239,412,10,4,14,7,14,22,3,7,12,9,4,9,11,24,32,18,14,34,25,31,50,22,53,74,48,60,108,16,24,42,3,7,10,173,234,409,3,3,6,4,10,10,0,0,0,0,0,0,5,10,13,102,135,232,60,86,142,119,154,279,36,55,92,137,184,325,0,0,0,10,10,22,0,5,5,0,3,3,0,6,8,52,76,125,12,15,22,38,57,93,9,22,35,13,12,27,0,0,4,0,0,0,1415,1860,3279
SED20106,37542,38414,75951,1680,1698,3380,2197,2120,4314,1166,1314,2472,3012,3517,6531,10070,10368,20435,6473,6328,12802,4858,4765,9621,3805,3874,7680,2750,2708,5452,1155,1225,2377,372,508,884,35510,36500,72013,2030,1911,3942,129,109,237,6,8,13,9,6,14,140,122,265,19457,19524,38978,13648,14554,28201,23952,23590,47544,9315,10670,19980,24915,25371,50284,327,339,673,1955,1891,3851,927,1060,1989,1496,1739,3238,1926,2530,4459,23681,24794,48477,2146,2066,4211,1982,1829,3814,673,650,1325,713,858,1566,145,211,355,31866,33295,65160,7385,6939,14328
SED20207,45554,46137,91695,4267,4009,8276,6682,6268,12955,2488,2385,4879,2656,2475,5130,7355,8147,15499,8340,8184,16521,5953,5959,11915,3963,4149,8115,2426,2618,5048,1098,1356,2458,328,578,905,44092,44881,88976,1464,1260,2719,262,254,515,8,5,17,8,3,7,276,262,540,24400,24368,48764,18691,19309,37998,25909,25475,51386,17358,18389,35747,34170,34088,68262,784,762,1549,6118,5738,11858,1957,1988,3952,1067,1038,2109,1417,2276,3693,20925,22403,43332,3699,3378,7075,4439,3893,8328,1600,1641,3246,1383,1784,3170,298,410,705,42931,43556,86484,2099,2134,4234
SED20302,35313,37386,72701,2720,2560,5277,4992,4864,9859,2116,1971,4092,1697,1767,3469,4301,4868,9171,4440,4775,9214,4390,4601,8991,4199,4521,8722,3850,4264,8113,1957,2146,4099,650,1051,1699,33173,35382,68557,2144,2007,4151,284,294,578,10,14,29,17,12,31,316,316,633,25797,27344,53142,6913,7252,14164,29032,30697,59729,4037,4316,8360,30422,32098,62525,490,476,965,4518,4413,8931,1468,1482,2952,377,475,850,595,1303,1903,10189,13011,23195,4408,4391,8802,6077,5492,11565,2601,2354,4955,1676,1757,3434,128,142,273,32152,33998,66153,2417,2776,5196
SED20401,30328,31860,62184,2138,2063,4205,3621,3388,7013,1715,1675,3383,1892,1818,3710,4563,4690,9252,4416,4438,8857,4008,4284,8290,3427,3802,7231,2658,3045,5708,1396,1659,3054,498,984,1474,29092,30651,59739,1238,1208,2444,190,189,381,8,8,20,0,3,4,201,201,402,21670,22109,43772,7065,7983,15043,23589,24408,47991,5243,5848,11089,26078,27055,53138,411,406,812,3340,3159,6507,1354,1350,2701,691,683,1367,733,1282,2013,12348,14152,26495,3617,3484,7104,4204,3860,8064,1622,1570,3193,1021,1249,2269,153,178,335,28310,29481,57789,1476,1879,3353
SED20508,28565,30653,59222,1759,1596,3357,3768,3605,7376,1713,1584,3294,1316,1179,2501,2556,2900,5459,3282,3663,6949,3484,4014,7499,4060,4580,8639,3912,4307,8217,2005,2191,4200,700,1028,1731,26390,28568,54962,2174,2084,4260,218,255,468,5,6,13,4,3,8,227,261,490,22998,24863,47857,3682,3847,7531,25754,27627,53380,1207,1400,2609,25697,27699,53399,386,310,694,3492,3366,6859,1301,1257,2555,411,469,883,527,1013,1537,9893,12292,22190,3930,4070,8003,4299,4163,8461,1783,1615,3400,1215,1281,2496,77,56,130,25700,27668,53366,1648,1911,3560
SED20604,31681,32532,64222,2025,1963,3994,4244,4147,8392,2142,1956,4102,1967,1610,3580,3531,3782,7317,3721,3981,7699,4276,4525,8807,4341,4574,8918,3387,3401,6793,1527,1721,3249,513,854,1369,29320,30487,59806,2360,2051,4414,550,664,1205,36,20,58,21,12,34,601,696,1302,26386,27050,53433,2996,3184,6181,28065,28993,57057,1420,1606,3025,28415,29386,57801,448,433,885,3892,3830,7723,1527,1455,2980,445,490,932,650,1340,1987,9074,11292,20370,4051,3941,7992,6163,5461,11625,2075,1913,3990,1489,1362,2851,108,104,207,27951,29492,57438,3045,2440,5485
SED20704,31097,33147,64246,2149,2061,4211,4556,4127,8687,2202,2204,4403,2241,2346,4590,3660,4019,7678,3542,4050,7595,3954,4323,8278,3833,4195,8032,2899,3029,5934,1485,1780,3259,566,1002,1570,29341,31538,60882,1752,1610,3359,475,492,969,19,20,35,6,12,21,496,526,1023,26549,28287,54839,2321,2513,4827,27706,29533,57239,1324,1491,2820,28147,30020,58170,393,383,767,4105,3738,7844,1585,1675,3258,724,998,1715,585,1132,1718,9806,12571,22382,3825,3928,7756,4941,4546,9486,2133,1938,4065,1396,1410,2806,115,116,225,28338,30061,58398,2117,2551,4665
SED20804,29430,30686,60122,1792,1762,3554,3602,3365,6966,1736,1640,3375,1790,1760,3555,3695,3662,7356,3555,3633,7194,3806,4060,7873,4008,4233,8241,3158,3523,6689,1705,2008,3709,580,1032,1609,27651,28991,56637,1785,1697,3480,483,442,928,12,17,33,13,14,24,508,473,977,24287,25420,49707,2736,2717,5455,25371,26997,52369,1273,1424,2699,25503,27317,52822,298,287,581,3227,3059,6285,1194,1168,2358,373,522,890,578,1045,1620,8810,11079,19885,3548,3575,7117,4843,4480,9320,2203,2024,4232,1505,1620,3125,146,123,269,26033,27771,53797,3049,2564,5609
SED20906,29585,31447,61033,1986,1864,3853,4377,4023,8399,2009,1858,3865,1815,1605,3424,3222,3470,6687,4283,4749,9033,4525,4919,9443,3276,3513,6788,2101,2421,4520,1283,1864,3146,708,1166,1873,28443,30358,58804,1144,1090,2236,57,68,127,3,4,13,0,3,3,64,73,139,18544,19187,37728,9583,10742,20327,19677,20491,40164,8606,9616,18224,24630,26130,50766,528,452,979,4090,3790,7883,1747,1656,3408,937,881,1817,813,1221,2033,15219,16896,32113,2232,2346,4580,2353,2310,4663,973,988,1964,965,1296,2263,134,196,334,27913,29647,57563,1217,1403,2619
SED21001,33317,36028,69349,1804,1751,3555,4080,3867,7945,2366,2225,4590,2877,2632,5502,4837,4994,9832,4280,4694,8973,4491,5036,9528,3632,3952,7587,2479,2927,5406,1574,2326,3901,907,1617,2527,31943,34717,66664,1371,1310,2684,72,49,119,7,4,12,0,0,3,76,56,130,19372,20374,39749,12455,14024,26478,20406,21433,41844,11526,13116,24643,25321,27339,52662,439,464,897,3858,3677,7540,2101,2010,4111,1823,1607,3428,1524,2001,3531,19423,21118,40533,2327,2478,4808,2074,2239,4315,1043,1146,2186,785,1245,2035,216,311,531,31059,33547,64604,1828,2290,4117
SED21106,29598,32899,62498,1670,1438,3113,4057,3901,7956,1863,1773,3637,1571,1667,3235,3444,4119,7556,4041,4736,8780,4651,5366,10020,3689,3978,7667,2633,2890,5527,1341,1720,3058,639,1314,1952,27990,31377,59371,1608,1524,3130,74,52,124,3,0,7,0,0,0,77,52,132,19898,22121,42017,7787,8638,16430,23384,25470,48852,4402,5376,9778,24654,27358,52009,484,382,868,3758,3658,7416,1655,1551,3209,860,891,1750,758,1394,2149,17159,19418,36572,1904,2384,4283,1654,2055,3707,730,739,1469,545,720,1262,78,107,188,26851,29717,56569,1884,2541,4423
SED21203,36488,35861,72350,2883,2706,5581,5288,5038,10326,2571,2562,5133,3027,2525,5552,6175,5498,11675,4637,4482,9122,4583,4517,9099,3232,3307,6540,2125,2524,4647,1501,1940,3442,483,759,1242,35419,34936,70355,1067,931,2000,199,238,433,20,14,37,3,15,18,225,267,491,16614,16677,33291,16659,16094,32753,10653,10386,21038,23035,22960,45995,27067,27656,54724,407,378,782,4436,4288,8724,1866,2052,3917,1267,1027,2297,1502,1732,3234,13348,12580,25931,2484,2312,4795,3460,3150,6610,1969,1962,3935,3192,3856,7045,920,1478,2397,33958,33438,67392,2514,2406,4916
SED21303,34147,36906,71047,1806,1747,3554,2788,2691,5477,1316,1316,2635,3096,3755,6846,9159,9594,18752,5752,5850,11601,3902,4085,7985,2740,3113,5849,1789,2084,3872,1247,1748,2999,553,920,1473,32629,35322,67953,1511,1581,3098,155,188,351,9,13,20,6,3,12,174,207,373,21273,22771,44043,10535,11592,22130,21965,23403,45368,10097,11215,21312,26682,28951,55632,362,352,714,2611,2506,5113,1090,1091,2178,1630,2069,3699,2414,3137,5550,20992,23510,44507,1888,1608,3498,1868,1523,3387,740,697,1434,1485,2089,3575,352,598,951,31417,33899,65314,2261,2471,4734
SED21401,29688,31976,61657,1482,1433,2908,3262,3095,6355,1888,1707,3596,1953,1837,3790,3709,3720,7423,3504,3844,7342,4006,4493,8501,3452,3950,7405,3043,3747,6788,2536,2843,5378,855,1309,2171,28633,30855,59486,1053,1122,2174,57,46,101,3,4,9,3,0,8,61,53,118,15945,16427,32371,12395,14049,26443,14636,15003,29641,13878,15642,29519,24201,25758,49965,338,348,689,3043,2882,5929,1653,1538,3189,1155,1061,2210,943,1300,2240,16287,17147,33432,2195,2301,4496,2245,2587,4826,1054,1163,2215,1442,2046,3486,288,430,725,28090,29982,58063,1164,1578,2741
SED21503,30320,31444,61764,1876,1741,3617,3448,3207,6653,1978,1927,3903,3039,2988,6025,4885,4850,9738,4109,4161,8268,3622,3924,7541,3065,3384,6451,2456,2782,5237,1389,1736,3127,446,754,1204,29208,30239,59445,1108,1210,2320,180,190,372,6,9,16,3,6,12,186,207,394,18602,19484,38088,10082,10214,20300,18344,18946,37290,10554,10970,21518,23935,25095,49033,363,359,724,3228,2979,6208,1644,1697,3342,1874,1948,3828,1429,1652,3080,14757,15907,30664,2693,2542,5238,3014,2794,5801,1396,1304,2700,1249,1756,3006,271,346,619,28053,28908,56961,2021,2351,4377
SED21608,29077,30145,59223,1863,1805,3674,3996,3772,7773,1918,1885,3799,2201,2127,4325,3264,3445,6705,3581,3833,7417,3895,4215,8107,3781,3942,7715,2929,3044,5969,1250,1432,2684,401,640,1043,27401,28599,55998,1676,1543,3219,348,378,728,8,21,32,14,4,20,372,410,777,23884,24786,48668,2950,3021,5975,25865,26797,52670,1262,1327,2584,25895,26840,52741,348,346,699,3635,3459,7092,1358,1391,2752,783,890,1672,610,1171,1786,9117,11257,20370,3574,3754,7322,4809,4014,8825,2096,1847,3939,1372,1278,2653,83,52,137,26311,27391,53700,2212,2316,4531
SED21706,31937,34747,66686,1814,1702,3518,4058,4040,8096,2170,2473,4642,3395,3114,6505,4707,4554,9260,3952,4456,8405,4305,4828,9136,3354,3742,7096,2221,2671,4891,1308,1801,3109,652,1369,2020,30657,33482,64141,1282,1261,2544,91,83,174,3,7,10,0,3,8,94,95,189,19128,20680,39809,11209,12339,23550,20247,21574,41815,10151,11533,21682,24561,26914,51474,469,471,939,3838,3826,7662,1921,2232,4155,2288,2181,4466,1505,1908,3411,18837,20238,39076,1978,2274,4249,1799,2190,3987,888,1026,1913,777,1173,1950,213,259,472,29556,31916,61472,1883,2430,4321
SED21805,33084,34627,67718,2419,2346,4767,4181,3851,8027,1879,1839,3712,1940,1918,3854,4482,4996,9476,5135,5198,10327,4691,4862,9553,3938,4104,8049,2674,3034,5706,1266,1671,2938,483,816,1300,31589,33261,64854,1494,1368,2860,281,288,567,19,19,35,3,4,9,302,315,617,23291,23891,47177,7490,8347,15836,26519,27386,53906,4459,5098,9553,28041,29265,57308,505,452,959,3823,3551,7374,1360,1428,2790,515,597,1114,682,1336,2019,12085,14449,26537,4027,3724,7752,4939,4550,9494,1931,1762,3689,1125,1274,2400,111,136,243,30599,32065,62663,1830,1975,3803
SED21906,31716,33840,65552,1945,1998,3943,3747,3502,7251,1575,1578,3156,2312,2517,4833,6265,6466,12726,4515,4648,9169,3728,4071,7791,3290,3528,6812,2483,2677,5156,1143,1593,2739,709,1262,1968,30348,32468,62817,1360,1372,2730,46,61,104,3,3,9,3,0,3,50,69,119,18127,19223,37346,11663,12631,24296,21073,22331,43408,8762,9605,18371,24800,26699,51496,520,528,1045,3517,3287,6805,1391,1391,2788,1394,1535,2930,1486,1913,3397,19392,21160,40548,1673,1822,3495,1585,1602,3183,681,668,1350,658,873,1528,134,165,299,29005,30897,59902,2165,2508,4678
SED22005,37020,36946,73961,2310,2203,4513,3855,3509,7362,2104,1915,4022,3808,3143,6948,6813,6305,13118,5046,4903,9954,4235,4397,8634,3519,3838,7365,2696,3112,5807,1830,2300,4131,799,1313,2116,35928,35869,71792,1093,1079,2168,55,75,132,8,4,10,8,3,10,67,84,151,15495,15051,30545,19453,19894,39353,14279,13849,28130,20878,21297,42178,25942,26162,52098,448,425,876,3537,3254,6791,1745,1658,3399,2357,2006,4364,1858,2011,3867,19001,18694,37694,2485,2147,4624,3015,2718,5739,1307,1388,2697,2166,2961,5124,820,1103,1924,34845,34662,69506,2267,2428,4696
SED22105,48085,48955,97040,4986,4827,9815,7571,7228,14802,2961,2795,5754,3114,3099,6210,8409,9503,17906,8210,7717,15928,5470,5429,10903,3753,3891,7648,2258,2576,4829,1020,1295,2319,334,587,920,46640,47578,94225,1442,1376,2814,275,290,569,15,11,25,7,5,9,301,310,609,27147,27682,54828,18031,18349,36382,28782,29183,57967,16656,17113,33767,37961,38048,76008,805,778,1584,6864,6602,13468,2189,2210,4391,884,965,1852,1187,2117,3303,17705,19866,37572,4534,4186,8724,6285,5508,11794,2448,2288,4741,1591,1821,3408,445,559,1005,45375,46166,91537,2228,2331,4552
SED22201,28184,30871,59049,2039,1886,3924,3562,3393,6947,1814,1679,3496,1804,1850,3653,3964,4352,8319,3829,4018,7850,3639,4128,7768,3268,3702,6970,2371,2997,5363,1341,1871,3214,546,997,1545,26939,29644,56582,1245,1225,2469,152,148,300,12,6,18,3,0,3,166,156,316,20877,22580,43462,5963,6744,12709,22902,24931,47842,4035,4511,8542,24367,26673,51035,409,380,790,3309,3164,6473,1451,1393,2844,675,735,1411,725,1171,1890,11343,13700,25044,3496,3442,6935,3722,3682,7408,1469,1501,2971,1069,1309,2374,150,188,338,26423,28707,55133,1164,1581,2746
SED22305,39077,35833,74906,2833,2614,5449,4462,4219,8682,2191,2042,4233,3400,2371,5772,7236,6281,13514,5929,4722,10655,4407,3952,8357,3846,3963,7816,2729,2897,5631,1526,1911,3440,507,857,1363,37838,34799,72638,1235,1033,2265,202,204,411,15,13,24,13,14,26,226,232,461,13942,13246,27184,22054,19701,41758,12546,12009,24556,23774,21327,45103,25811,25231,51037,361,346,702,3809,3680,7493,1646,1638,3283,1166,1007,2170,1524,1853,3377,15380,14529,29910,3021,2446,5466,4081,3418,7508,1805,1601,3404,2774,2891,5664,1713,1355,3071,35926,33048,68967,3220,2817,6034
SED22404,29004,29115,58119,1544,1494,3046,3776,3582,7358,1779,1700,3479,1419,1331,2745,2633,2742,5380,3343,3595,6937,4315,4324,8640,4481,4569,9052,3754,3521,7270,1504,1579,3088,450,679,1127,26966,27300,54264,2041,1817,3859,347,425,768,15,25,37,8,7,20,367,452,821,22807,22896,45696,3569,3672,7239,25855,25951,51805,1025,1140,2162,25663,25728,51397,348,347,693,3384,3189,6576,1280,1286,2572,314,401,713,390,870,1259,8480,11012,19493,3805,3805,7604,5294,3992,9291,2284,1666,3956,1345,1188,2542,70,54,117,25695,25809,51501,4122,3939,8060
SED22501,28698,30348,59042,1759,1741,3504,3978,3760,7735,1959,1827,3787,1809,1735,3543,2973,3069,6044,3807,4211,8017,4156,4644,8796,4030,4538,8570,2861,2900,5765,1039,1301,2335,327,621,949,27415,29103,56512,1286,1248,2528,116,130,245,8,3,8,0,3,0,125,140,257,22809,23998,46802,4853,5192,10045,24664,25752,50419,3095,3569,6664,26127,27475,53605,394,427,821,3811,3581,7392,1663,1596,3258,820,852,1670,657,1016,1672,13759,15434,29195,3239,3268,6506,3035,2865,5897,1173,1200,2370,706,904,1613,64,65,130,27133,28624,55765,846,1060,1908
SED22607,32366,34640,67008,1959,1871,3822,3773,3573,7339,1703,1833,3536,2543,2610,5157,6001,6502,12508,4766,5119,9881,4353,4561,8918,3523,3817,7344,2119,2265,4380,1087,1574,2659,538,919,1457,30979,33275,64254,1383,1365,2749,134,125,258,9,8,17,10,8,15,151,137,288,21502,22639,44141,8546,9631,18173,21878,22759,44641,8348,9665,18018,26320,28134,54451,380,367,746,3433,3296,6736,1454,1584,3043,1284,1352,2634,1470,2010,3481,17559,19385,36942,2448,2318,4762,2217,2162,4382,925,955,1879,1098,1513,2612,246,464,711,29716,31811,61526,2223,2331,4545
SED22704,32200,31997,64201,1770,1583,3354,3814,3625,7443,2090,1849,3944,1716,1479,3191,3058,3001,6054,3346,3544,6885,4365,4658,9026,5011,4984,9996,4235,4055,8296,2092,2214,4307,704,1007,1706,30253,30220,60469,1952,1780,3727,488,487,976,18,6,25,8,10,15,513,510,1021,26185,25797,51980,2973,3076,6047,28120,28111,56234,1266,1309,2577,28349,28223,56572,307,319,630,3427,3219,6640,1417,1344,2756,340,350,693,381,903,1289,8209,10315,18521,4354,4276,8631,5920,5013,10932,2862,2254,5120,1964,1830,3791,80,68,145,28336,28534,56875,3412,2777,6188
SED22802,28158,29105,57261,1792,1759,3553,3764,3646,7416,2061,1975,4040,1878,1738,3617,3688,3816,7499,3637,3800,7436,3924,4241,8163,3325,3594,6920,2594,2715,5306,1149,1311,2456,339,510,851,26775,27807,54574,1385,1298,2682,214,206,424,12,10,17,5,7,13,231,214,452,22186,22817,45007,4601,4840,9443,24715,25382,50097,2237,2480,4716,25229,26038,51268,436,397,830,3503,3423,6928,1616,1603,3213,563,572,1133,574,933,1509,9294,11709,21005,4075,3823,7902,4821,3963,8782,1947,1603,3554,1067,1081,2143,111,119,233,26445,27415,53858,1001,1024,2023
SED22901,27887,29563,57447,1674,1566,3236,3275,3025,6302,1807,1720,3524,1907,1772,3679,3738,3822,7553,3646,3807,7455,3677,4008,7677,3688,4199,7883,2683,2978,5664,1269,1623,2891,522,1051,1579,26863,28528,55398,1019,1038,2052,124,122,242,4,5,10,3,3,5,128,135,260,17831,18233,36062,8952,10124,19076,19247,19954,39203,7699,8612,16320,23704,24770,48470,342,324,665,3098,2889,5982,1510,1501,3006,804,780,1577,736,1115,1850,12676,14076,26749,3113,3125,6235,3446,3327,6772,1459,1488,2948,880,1213,2095,142,223,363,26422,27781,54202,1231,1598,2829
SED23007,41338,40082,81421,2713,2566,5281,3777,3676,7455,1989,2031,4025,4124,3569,7689,9642,8841,18480,6457,5919,12372,4636,4642,9275,3731,3840,7571,2409,2544,4952,1348,1630,2971,513,830,1342,39892,38673,78566,1444,1405,2851,196,166,363,16,14,23,7,5,10,212,184,394,18585,18052,36637,19518,18928,38446,16576,15733,32308,21747,21604,43352,29046,29228,58278,456,388,846,3332,3260,6587,1587,1691,3283,2137,1856,3992,2537,2828,5365,21536,20500,42035,2570,2070,4640,3070,2844,5909,1360,1378,2731,2173,2887,5056,830,1060,1893,38096,37073,75174,3168,2967,6140
SED23101,28795,30810,59610,1597,1474,3068,3671,3436,7104,1916,1795,3705,2068,1812,3876,3412,3351,6758,3737,4154,7895,3722,4098,7827,3153,3650,6807,2864,3445,6316,1978,2406,4385,676,1190,1865,27732,29740,57471,1068,1068,2136,50,44,92,4,7,11,0,0,0,56,52,103,16209,16907,33112,11518,12744,24260,16510,17228,33732,11351,12552,23911,23068,24643,47707,434,388,821,3499,3270,6767,1720,1633,3352,1209,1099,2312,964,1288,2255,15199,16254,31446,2387,2449,4838,2399,2798,5196,1131,1192,2318,1028,1524,2549,251,391,647,27292,29054,56343,1064,1371,2431
SED23205,29615,31563,61181,1950,1822,3770,3503,3312,6821,1761,1729,3491,1928,1967,3890,3989,4136,8119,3848,3983,7833,3965,4250,8213,3664,4010,7676,2840,3297,6131,1548,1989,3534,620,1075,1696,28245,30275,58517,1374,1287,2663,308,276,583,18,10,29,7,15,24,334,307,640,20848,21907,42757,6433,7199,13632,24356,25717,50075,3221,3679,6898,24906,26481,51385,423,365,790,3161,3004,6168,1283,1326,2613,562,699,1263,706,1306,2014,10745,12685,23431,3563,3468,7024,4491,4314,8807,1839,1804,3648,1100,1392,2496,101,119,219,27014,28713,55719,2425,2781,5204
SED23308,29995,32889,62886,1911,1829,3739,3402,3260,6663,1748,1702,3454,2251,2370,4622,4462,4679,9141,3820,4083,7894,3972,4389,8358,3654,4124,7777,2603,3104,5708,1455,2105,3562,724,1244,1966,28318,31223,59543,1673,1663,3337,245,285,532,15,7,22,8,7,17,267,301,570,23444,25869,49309,4566,4833,9399,25220,27855,53067,2994,3084,6081,25868,28683,54547,401,332,731,3114,3004,6121,1349,1358,2707,867,1041,1909,1032,1498,2525,11936,14284,26222,3794,3666,7460,3790,3764,7555,1706,1847,3550,1289,1782,3069,121,147,266,27294,29826,57125,2464,2692,5153
