SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED49494,13,3,3,3,15,30,16,9,96,0,0,0,0,0,0,0,0,0,3,3,9,6,15,4,3,7,16,45,30,15,159,14,3,4,0,0,0,0,0,0,0,23,3,3,4,0,0,0,4,0,5,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,6,6,37,0,0,0,0,0,0,0,0,0,6,6,19,9,14,0,0,0,3,0,11,12,68,40,3,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,41,6,6,0,0,0,0,0,0,6,59,54,0,6,0,0,0,0,0,0,3,66,4,0,3,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,106,12,30,40,25,19,20,15,305,0,0,0,0,0,0,0,0,0,21,21,141,48,169,29,56,46,38,29,18,44,626,252,70,76,12,10,12,12,10,9,18,470,35,69,149,13,16,13,9,10,3,4,326,0,4,18,0,3,4,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,3,37,73,166,11,25,19,10,5,3,6,360,0,0,0,0,0,0,0,0,0,15,17,284,144,243,25,33,31,20,17,9,37,841,667,64,61,5,17,8,7,0,3,23,848,68,40,77,7,8,4,3,3,0,7,222,3,3,7,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,72,48,80,8,8,9,3,3,0,11,247,0,0,0,0,0,0,0,0,0,12,12,735,111,147,14,29,17,5,8,6,47,1109,952,51,22,10,10,3,0,0,0,19,1069,92,11,13,0
SED50205,189,34,56,70,64,60,35,11,739,0,0,0,0,0,0,0,0,0,0,0,315,191,306,87,121,113,98,74,41,27,1364,427,152,132,18,43,26,29,12,8,18,861,285,124,206,47,51,45,45,24,11,0,845,5,8,13,5,4,4,0,10,0,5,55,0,0,0,0,0,0,0,0,0,0,3,291,135,213,51,61,53,45,38,10,3,912,0,0,0,0,0,0,0,0,0,4,4,718,284,345,76,106,78,69,46,23,28,1773,1014,138,116,35,14,23,20,8,3,23,1391,320,61,96,11,28,14,16,10,3,12,570,13,7,9,3,3,3,6,4,0,3,52,0,0,0,0,0,0,0,0,0,0,0,338,66,110,12,33,17,15,13,9,12,621,0,0,0,0,0,0,0,0,0,3,5,1354,212,218,44,54,39,37,20,12,32,2016,1039,65,35,7,4,10,0,8,6,16,1197,385,36,18,6
SED50302,595,119,143,157,108,99,51,26,1514,0,0,0,0,0,0,0,0,0,3,6,426,249,781,163,196,208,133,106,58,55,2384,512,87,158,22,34,15,15,9,5,15,874,145,166,551,67,84,90,42,25,9,21,1213,3,12,54,8,10,15,8,8,3,5,116,0,0,0,0,0,0,3,0,0,0,8,154,174,607,77,92,105,52,35,15,29,1338,3,0,0,0,0,0,0,0,0,0,6,667,258,769,98,124,115,63,45,25,47,2217,1218,108,110,20,19,15,9,0,0,43,1540,184,81,200,26,34,26,3,6,0,5,565,16,9,33,10,5,6,3,7,0,3,102,4,0,4,0,0,0,0,0,0,0,8,194,96,236,45,33,31,10,12,4,7,673,5,0,0,0,0,0,0,0,0,0,4,1418,205,347,62,62,44,17,17,4,54,2226,1414,71,50,17,17,8,9,9,0,29,1617,272,30,38,3
SED50404,822,148,185,228,266,231,116,71,2554,0,0,0,0,0,0,0,0,0,6,3,566,350,1132,336,364,364,343,280,137,101,3978,445,146,184,44,36,21,14,11,4,15,913,357,242,417,72,74,84,69,45,27,26,1402,16,26,45,8,16,7,6,11,6,9,135,0,0,0,0,0,0,0,0,0,0,4,373,262,462,81,91,89,75,56,31,35,1546,3,0,0,0,0,0,0,0,0,0,3,817,406,650,120,126,115,83,64,34,47,2467,657,99,74,15,7,4,11,6,3,17,885,461,129,136,15,24,22,12,7,3,16,823,53,18,28,6,6,6,10,12,13,14,176,0,0,0,0,0,0,0,0,0,3,5,521,147,158,28,27,24,20,20,16,32,1003,0,0,0,0,0,0,0,0,0,0,0,1177,251,231,37,39,28,32,20,20,47,1888,705,39,21,3,3,0,0,4,0,10,788,639,46,30,6
SED50502,437,94,125,137,94,94,40,42,1408,0,0,0,0,0,0,0,0,0,3,7,404,226,625,150,223,173,114,110,50,62,2143,437,99,131,22,34,15,6,11,6,17,779,297,196,328,48,78,32,24,21,6,18,1056,34,29,63,12,12,15,3,9,4,3,190,8,3,0,0,0,0,0,0,0,0,12,341,230,398,60,92,49,32,30,13,18,1261,0,0,0,0,0,0,0,0,0,0,0,776,335,523,85,120,63,38,41,14,40,2041,906,107,76,18,25,12,3,5,0,21,1166,433,96,149,24,24,7,11,3,0,9,758,138,36,58,12,4,6,10,0,8,12,285,3,0,0,0,0,0,0,0,0,0,3,574,129,213,37,30,18,20,3,8,17,1047,0,0,0,0,0,0,0,0,0,3,3,1481,239,293,52,52,23,19,9,8,38,2216,1058,31,25,0,3,3,3,0,0,26,1158,581,27,25,3
SED50605,319,78,94,114,115,140,79,37,1461,0,0,0,0,0,0,0,0,0,3,6,470,322,431,105,134,135,145,157,82,50,2024,412,94,116,26,23,18,6,11,6,12,730,437,206,275,57,78,77,81,44,37,15,1304,7,17,28,7,7,6,9,9,6,0,87,3,0,0,0,0,0,0,0,0,0,6,444,223,302,66,80,84,91,57,38,22,1396,0,0,0,0,0,0,0,0,0,0,3,851,318,414,92,104,106,100,72,48,30,2130,743,142,99,29,25,11,7,7,4,11,1081,512,170,180,26,48,22,14,20,4,11,1012,30,26,40,8,11,9,6,6,3,3,137,0,0,0,0,4,0,0,0,0,0,8,546,191,217,33,56,25,23,22,9,15,1149,0,3,0,0,0,0,0,0,0,0,3,1293,332,315,65,81,40,28,28,15,31,2239,904,76,37,5,8,7,4,0,0,11,1059,750,99,47,3
SED50702,1067,233,321,345,291,252,128,81,3272,0,0,0,0,0,0,0,0,0,13,10,495,473,1380,377,513,478,374,316,158,129,4682,396,123,186,39,47,29,26,8,0,19,870,335,288,563,130,148,94,83,55,27,21,1754,6,27,69,10,31,19,19,12,7,11,220,0,0,3,0,0,0,0,0,0,0,9,341,317,637,145,180,120,97,68,29,35,1987,0,0,3,0,0,0,0,0,0,16,16,739,441,822,191,231,143,120,77,32,68,2877,804,91,78,13,33,13,10,5,3,39,1083,347,114,197,30,51,21,15,16,6,15,815,43,33,63,3,10,9,6,15,6,14,205,0,3,3,0,0,0,0,0,0,0,3,397,150,267,29,59,25,20,30,13,28,1022,0,0,0,0,0,0,0,0,0,12,13,1202,241,343,42,95,39,32,32,20,76,2120,875,43,66,16,15,10,6,6,0,13,1057,383,44,33,10
SED50806,151,31,49,83,86,79,31,45,607,0,0,0,0,0,0,0,0,0,11,11,146,80,250,64,94,117,108,96,38,61,1068,263,72,92,31,29,18,15,11,8,18,557,42,55,192,21,47,73,40,21,4,9,498,0,3,15,4,3,5,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,45,61,208,27,49,76,40,25,7,8,543,0,0,0,0,0,0,0,0,0,5,10,312,134,296,58,78,93,49,31,18,31,1109,601,80,118,26,19,22,14,6,3,30,920,71,27,74,14,15,9,10,5,4,7,236,11,0,11,0,3,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,82,27,83,17,14,10,11,5,7,8,272,0,0,0,0,0,0,0,0,0,14,17,686,113,200,39,36,33,22,13,8,51,1204,784,43,37,14,12,3,8,0,0,19,918,97,12,15,4
SED50904,705,103,154,150,125,111,69,62,1976,3,4,3,0,0,0,0,0,0,3,8,1283,793,1613,366,467,347,234,218,132,162,5613,1192,513,1217,274,345,158,109,60,34,112,4007,251,333,692,133,157,101,47,46,25,20,1808,19,37,36,8,3,4,5,6,8,3,129,0,3,11,0,0,0,0,3,0,0,22,267,367,741,142,157,108,54,59,36,29,1955,3,0,0,0,0,0,0,0,0,5,9,1459,887,1959,414,505,268,163,115,62,143,5974,1772,746,1322,179,221,89,47,31,14,84,4502,291,226,407,67,54,32,19,7,4,12,1123,31,35,29,7,3,8,0,3,3,7,138,4,3,4,0,0,3,0,0,0,0,16,330,259,442,74,61,39,20,14,11,24,1274,4,3,3,0,0,0,0,0,0,3,9,2107,1012,1773,256,278,133,65,41,20,105,5785,1567,215,301,31,46,24,15,26,9,43,2284,321,73,86,6
SED51005,1973,349,524,478,564,452,313,162,5765,3,0,0,0,0,0,3,0,0,4,5,581,775,2225,431,627,526,614,504,333,190,6788,400,114,148,22,21,28,13,9,3,18,790,485,452,972,123,220,187,143,101,68,32,2784,37,43,184,20,37,32,21,24,14,18,423,3,0,5,0,0,0,0,0,0,0,13,517,492,1157,143,261,223,164,121,82,59,3220,0,0,0,0,0,0,0,0,0,3,4,924,609,1307,163,282,253,183,133,87,80,4012,706,67,98,14,10,12,9,7,0,20,947,478,206,427,47,71,43,23,20,8,15,1343,75,50,158,11,26,29,17,8,15,28,420,5,0,0,0,0,0,0,0,0,0,11,559,254,586,62,104,67,40,37,25,45,1779,0,0,0,0,0,0,0,0,0,3,4,1262,325,679,74,119,80,50,42,24,66,2728,844,40,40,12,11,4,5,0,3,22,978,496,68,113,20
SED51104,91,22,28,31,19,20,7,5,344,0,0,0,0,0,0,0,0,0,0,0,280,115,259,73,78,66,48,46,18,24,997,516,188,238,42,51,43,19,13,17,25,1160,132,116,164,44,27,24,17,17,3,4,549,3,0,8,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,133,117,171,44,33,26,15,15,3,10,569,0,0,0,0,0,0,0,0,0,0,0,657,305,403,87,83,72,39,32,22,37,1727,907,272,235,28,40,37,16,9,7,29,1572,194,78,107,3,21,4,0,0,3,9,419,13,4,6,0,0,0,3,3,0,3,25,3,0,0,0,0,0,0,0,0,0,3,212,80,114,6,21,4,4,3,3,8,451,0,0,0,0,0,0,0,0,0,0,0,1116,346,347,35,62,41,22,9,11,43,2026,1137,91,41,4,8,0,0,0,0,13,1304,306,25,21,0
SED51201,52,22,20,22,31,26,4,8,213,0,0,0,0,0,0,0,0,0,192,193,82,46,128,44,59,45,48,40,15,213,721,187,49,45,6,7,3,8,4,0,15,326,22,13,77,17,30,28,7,16,5,0,209,0,0,0,0,0,4,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,8,77,17,29,34,7,18,5,6,220,0,0,0,0,0,0,0,0,0,108,106,207,64,124,28,40,32,16,18,5,125,655,505,54,43,11,9,5,4,3,0,33,674,27,22,52,12,11,0,0,3,0,3,135,3,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,34,25,56,12,11,3,3,3,0,3,153,0,0,0,0,0,0,0,0,0,57,61,537,85,101,25,24,10,9,10,0,91,885,726,41,23,4,12,3,0,5,3,36,856,49,7,3,0
SED51304,345,79,94,168,220,210,160,36,1518,0,0,0,0,0,0,0,0,0,0,3,311,206,513,148,161,223,277,251,179,67,2341,546,169,186,46,55,36,36,33,16,28,1135,256,206,323,65,90,107,132,97,43,15,1330,10,5,17,3,9,8,3,8,3,7,78,0,0,3,0,0,0,0,0,0,0,5,271,218,338,70,92,108,139,103,46,24,1407,0,0,0,0,0,0,0,0,0,0,5,817,386,523,112,152,145,167,134,59,50,2544,1029,213,162,23,28,13,18,15,4,13,1519,331,123,120,15,26,38,13,18,7,11,707,16,7,13,0,4,0,5,3,7,0,54,0,0,0,0,0,0,0,0,0,0,4,350,131,128,15,28,39,25,23,13,10,766,0,0,0,0,0,0,0,0,0,0,0,1380,352,290,38,53,54,39,31,20,32,2279,1014,102,53,3,12,5,3,6,0,12,1213,348,43,33,7
SED51405,597,102,159,158,118,122,56,35,1804,0,0,0,0,0,0,0,0,0,0,3,636,390,924,219,272,251,185,170,82,57,3192,598,189,308,74,78,42,42,28,17,32,1394,333,254,559,101,144,90,69,64,23,13,1642,13,3,98,7,13,17,16,8,8,5,189,0,0,0,0,0,0,0,0,0,0,0,342,254,659,108,159,107,81,74,27,18,1831,0,0,0,0,0,0,0,0,0,0,0,944,449,967,182,236,144,120,99,41,50,3227,943,207,237,50,43,18,17,19,3,18,1544,528,128,307,42,45,21,14,15,5,18,1118,35,18,48,3,9,8,9,4,3,16,150,9,4,8,0,0,0,0,0,0,0,14,575,153,362,45,51,20,16,24,5,36,1285,0,0,0,4,0,0,0,0,0,3,8,1516,354,599,97,97,36,34,39,11,54,2836,991,72,72,15,10,11,8,10,3,18,1208,618,60,53,3
SED51506,119,32,36,39,30,27,20,13,353,0,0,0,0,0,0,0,0,0,0,0,134,84,239,59,61,66,48,39,30,31,791,314,110,164,33,23,33,11,3,0,19,708,37,59,183,29,39,31,18,9,4,3,415,7,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,41,62,191,29,40,31,19,11,4,3,427,0,0,0,0,0,0,0,0,0,0,3,351,169,352,60,63,66,26,14,11,30,1141,722,142,170,15,25,16,12,5,3,31,1131,72,51,131,4,10,13,3,6,0,5,299,9,3,4,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,79,61,133,12,10,12,4,7,0,6,324,0,0,0,0,0,0,0,0,0,0,4,806,199,308,21,34,27,14,12,3,36,1458,722,89,72,11,11,3,3,0,0,30,940,67,13,19,8
SED51604,146,26,53,55,96,84,29,12,595,0,0,0,0,0,0,0,0,0,6,6,261,103,292,111,148,135,148,175,66,44,1480,364,130,174,50,48,41,30,27,23,18,897,106,115,120,31,46,55,52,41,17,4,585,3,0,3,0,0,3,0,3,8,0,26,0,0,0,0,0,0,0,0,0,0,6,105,122,129,33,47,58,55,41,22,7,617,0,0,0,0,0,0,0,0,0,6,6,467,249,301,83,89,104,89,69,40,29,1522,916,199,162,32,28,25,31,20,13,24,1454,231,84,54,11,9,13,15,13,6,7,451,4,3,3,0,0,8,0,3,0,0,26,3,0,0,0,0,0,0,0,0,0,3,235,88,57,11,14,19,18,13,15,7,477,0,0,0,0,0,0,0,0,0,0,0,1150,292,226,46,38,45,42,35,25,27,1930,1070,96,55,21,7,10,3,8,3,24,1288,251,20,21,0
SED51702,1118,169,213,159,115,78,60,37,2482,0,0,0,0,0,0,0,0,0,12,13,805,579,1523,264,312,226,153,107,75,77,4129,866,231,360,73,71,30,30,16,11,21,1709,228,318,911,120,177,89,46,33,27,17,1965,7,9,44,11,7,4,6,3,3,0,97,0,3,0,0,0,0,0,0,0,0,8,233,324,960,130,184,96,53,42,29,20,2065,0,0,0,0,0,0,0,0,0,25,22,1101,558,1322,198,256,126,82,51,38,68,3803,1847,318,361,49,52,25,23,5,7,56,2740,202,123,334,45,48,44,13,12,4,4,827,12,10,30,5,3,10,4,3,11,6,98,3,0,3,0,0,0,0,0,0,0,8,215,132,370,49,52,48,20,18,14,11,933,3,0,0,0,0,0,0,0,0,26,33,2063,454,725,97,105,72,44,23,22,92,3703,1759,126,114,17,19,18,14,6,4,38,2108,200,49,64,12
SED51806,93,32,42,26,24,16,6,5,284,0,0,0,0,0,0,0,0,0,0,0,170,92,244,76,97,68,58,41,15,24,886,356,122,278,74,73,45,40,28,9,15,1047,51,57,149,27,36,23,35,16,3,7,415,3,7,3,0,4,3,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,58,67,154,31,40,31,37,16,3,7,448,0,0,0,0,0,0,0,0,0,0,0,410,183,436,102,112,75,81,46,17,21,1498,871,191,329,61,63,60,27,14,11,28,1648,71,47,90,13,13,14,8,8,3,6,268,3,0,7,0,0,3,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,4,77,50,95,12,16,10,8,8,3,4,286,0,0,0,0,0,0,0,0,0,0,0,949,242,422,72,81,71,40,27,13,34,1940,1212,100,122,30,19,17,9,3,0,36,1540,111,26,10,4
SED51903,269,91,84,71,74,59,37,29,814,0,0,0,0,0,0,0,0,0,3,5,239,177,578,232,223,132,130,94,57,75,1949,387,153,261,63,50,33,18,19,7,36,1029,73,124,317,77,94,50,27,31,10,11,823,6,0,10,3,3,3,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,4,78,124,335,85,95,51,33,35,13,11,853,0,0,3,0,0,0,0,0,0,7,12,464,281,600,147,148,83,51,54,15,56,1899,837,134,207,50,45,23,8,12,4,57,1381,103,79,184,36,30,21,17,21,8,3,484,4,4,12,0,3,0,0,3,0,0,24,0,0,3,0,0,0,0,0,0,0,3,102,78,199,36,33,23,17,23,8,9,518,0,0,0,0,0,0,0,0,0,0,0,937,212,400,84,75,48,26,31,9,59,1895,826,77,123,29,18,11,8,10,0,30,1144,142,16,40,4
SED52002,659,118,117,134,95,82,57,21,1573,0,0,0,0,0,0,0,0,0,0,0,394,271,858,173,192,174,118,103,59,52,2389,464,120,179,32,33,22,11,15,3,18,895,190,204,584,68,105,61,42,27,20,4,1294,4,19,70,12,13,13,4,8,3,3,158,0,0,3,0,0,0,0,0,0,0,6,196,224,653,80,117,76,47,37,20,10,1460,0,0,0,0,0,0,0,0,0,0,3,661,348,829,113,142,93,60,47,30,33,2353,971,133,165,32,28,23,10,10,0,31,1399,232,81,231,19,27,14,9,5,7,16,646,28,12,51,6,13,11,0,9,7,6,145,4,3,7,0,0,0,0,0,0,0,11,263,96,289,27,45,24,9,18,15,25,804,0,0,0,0,0,0,0,0,0,0,3,1230,233,454,59,72,49,21,23,16,55,2206,1080,63,64,18,11,10,3,3,3,31,1282,232,47,31,3
SED52105,208,67,68,82,80,74,56,18,782,0,0,0,0,0,0,0,0,0,0,0,352,135,474,183,181,146,154,164,87,50,1930,540,192,317,81,51,46,32,23,13,26,1320,130,103,207,35,47,42,27,31,3,11,632,3,3,4,0,5,0,4,4,0,0,27,0,3,0,0,0,0,0,0,0,0,3,137,109,205,38,50,41,30,37,0,17,664,0,0,0,0,0,0,0,0,0,0,0,670,297,526,120,102,86,66,58,20,38,1987,1168,164,143,37,31,17,20,14,4,43,1625,234,62,61,7,23,11,5,4,3,3,410,18,6,0,0,6,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,255,68,62,7,25,15,3,8,3,3,446,0,0,0,0,0,0,0,0,0,3,0,1418,231,198,40,56,31,23,17,8,51,2070,1247,56,32,6,7,9,4,5,3,23,1400,294,12,6,4
SED52201,106,32,35,46,29,35,15,4,349,0,0,0,0,0,0,0,0,0,3,3,112,54,183,64,71,64,36,50,20,21,662,165,64,83,31,24,15,5,10,0,13,426,41,53,190,35,50,39,20,21,5,4,460,3,0,6,0,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,7,46,54,197,32,53,39,20,21,12,10,487,0,0,0,0,0,0,0,0,0,0,5,211,127,281,63,82,54,34,35,16,22,913,551,76,91,45,28,8,13,3,0,25,831,79,38,86,29,26,17,7,4,0,5,307,10,3,10,0,3,0,3,0,4,3,32,0,0,0,0,0,0,0,0,0,0,0,88,46,93,29,29,17,14,6,3,10,336,0,0,0,0,0,0,0,0,0,3,3,639,120,186,74,58,24,28,10,3,36,1174,567,29,47,3,6,3,3,0,0,11,674,57,11,22,8
SED52304,684,116,164,127,108,106,58,41,2201,0,0,0,0,0,0,0,0,0,0,3,839,463,895,176,245,188,133,126,73,59,3189,584,126,211,37,34,31,11,4,5,29,1083,764,411,623,80,91,69,46,32,13,29,2156,107,63,106,15,24,27,16,11,6,18,393,0,3,5,5,3,0,0,0,0,0,16,877,472,735,95,111,98,58,42,23,49,2568,3,0,0,0,0,0,0,0,0,0,3,1464,602,953,136,148,130,71,49,29,74,3652,936,145,150,29,21,16,4,15,3,38,1354,837,243,328,32,33,14,16,7,3,22,1534,236,71,66,10,14,25,7,3,8,21,450,8,4,5,0,0,0,0,0,0,0,14,1076,317,398,47,42,40,25,8,11,41,1998,0,0,0,0,0,0,0,0,0,0,3,2011,460,546,69,65,53,32,17,16,78,3355,916,68,41,9,4,3,6,3,0,29,1072,692,80,52,13
SED52402,727,149,174,193,150,124,82,45,2016,0,0,0,0,0,0,0,0,0,0,3,454,267,895,206,214,222,172,129,91,75,2725,439,114,163,31,24,17,6,9,6,19,825,258,225,556,115,109,75,51,54,19,20,1487,11,22,160,23,51,27,11,11,7,11,332,0,4,4,0,3,0,0,0,0,0,15,275,247,714,136,156,102,61,71,34,29,1829,0,0,0,0,0,0,0,0,0,0,0,711,363,881,170,179,123,70,76,35,52,2657,1033,120,118,30,25,11,9,7,3,26,1373,326,114,267,36,37,23,19,19,0,17,851,46,30,86,12,10,14,7,4,8,12,241,0,0,3,0,0,0,0,0,0,0,3,377,146,358,55,53,30,23,23,6,28,1093,0,0,3,0,0,0,0,0,0,3,5,1405,267,477,83,74,41,27,26,10,56,2475,1300,43,61,8,8,13,10,5,0,26,1474,374,38,55,6
