SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED30045,110,28,41,93,118,197,88,88,851,0,0,0,0,0,0,0,0,0,19,16,200,94,199,45,51,110,126,215,99,124,1260,360,102,103,13,5,5,7,8,3,25,632,95,57,110,11,17,15,13,20,17,11,365,12,10,23,3,8,12,4,3,7,0,76,3,0,0,0,0,0,0,0,0,0,8,106,68,135,16,29,25,17,24,17,12,455,0,0,0,0,0,0,0,0,0,13,18,471,173,241,33,33,33,26,24,22,45,1101,804,104,120,7,8,4,3,0,0,43,1099,107,48,54,8,8,0,0,0,0,10,226,14,4,3,8,0,3,0,0,0,4,38,4,0,0,0,0,0,0,0,0,0,7,120,51,59,8,9,3,0,3,0,14,266,0,0,0,0,0,0,0,0,0,8,14,928,157,181,17,16,5,3,3,0,66,1380,772,47,23,3,4,3,0,3,0,22,882,143,14,19,0
SED30046,319,35,38,58,54,37,18,13,958,0,0,0,0,0,0,0,0,0,4,4,582,190,466,73,79,77,77,52,25,40,1667,600,147,165,21,30,10,15,11,3,26,1023,347,155,194,31,28,20,11,7,8,11,810,35,25,36,9,4,9,3,3,3,3,132,3,3,6,0,0,0,0,0,0,0,15,385,183,234,40,31,24,20,7,8,18,953,0,0,0,0,0,0,0,0,0,3,6,987,328,401,61,63,35,29,20,13,46,1978,1125,169,124,13,15,12,5,7,3,37,1515,433,95,100,8,9,11,13,4,4,13,699,80,28,25,5,3,4,4,0,0,10,160,3,0,0,0,0,0,0,0,0,0,3,511,125,130,15,9,13,12,10,8,25,861,0,0,0,0,0,0,0,0,0,0,0,1638,292,252,32,33,28,16,15,10,62,2379,1179,57,67,8,11,13,3,3,0,33,1377,411,39,30,0
SED30047,206,38,42,40,37,37,15,14,546,0,0,0,0,0,0,0,0,0,4,4,276,203,480,105,114,84,85,66,22,42,1477,505,269,307,83,57,55,25,38,13,34,1385,133,142,254,34,46,38,11,17,5,12,697,9,8,21,4,5,3,3,3,0,0,48,6,0,0,0,0,0,0,0,0,3,6,141,152,272,36,51,40,17,24,5,13,760,0,0,0,0,0,0,0,0,0,0,4,648,420,585,120,107,98,36,63,20,47,2148,1001,260,211,40,44,19,19,13,11,33,1651,205,82,107,14,17,16,11,3,0,3,457,16,11,0,0,0,0,6,3,0,0,41,0,0,0,0,0,0,0,0,0,0,3,219,95,112,14,17,21,14,8,0,10,501,3,0,0,0,0,0,0,0,0,3,8,1222,355,325,58,55,40,31,15,9,39,2156,923,104,85,17,20,9,3,5,3,26,1195,201,31,24,3
SED30048,269,47,70,49,54,43,31,12,637,0,0,0,0,0,0,0,0,0,0,0,136,81,399,70,90,72,68,58,39,34,1045,180,84,72,25,19,10,5,4,0,9,406,46,43,284,51,61,25,33,25,14,3,588,0,3,15,4,3,3,5,3,0,3,39,0,0,0,4,0,0,0,0,0,0,6,47,45,304,60,67,24,38,24,14,7,634,0,0,0,0,0,0,0,0,0,3,3,222,126,375,85,78,34,46,34,12,19,1042,399,61,88,30,14,7,3,0,3,16,618,79,38,166,14,22,14,5,7,0,10,357,3,3,15,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,4,83,44,189,14,30,16,5,7,0,11,393,0,0,0,0,0,0,0,0,0,0,0,479,101,269,48,40,25,10,4,6,21,1015,477,45,58,5,3,5,3,3,0,12,607,102,20,41,6
SED30049,856,133,162,181,173,188,82,52,2477,0,0,0,0,0,3,0,0,0,0,7,524,463,1020,166,201,215,193,213,98,64,3162,441,153,135,24,20,13,6,9,7,15,825,506,359,592,94,87,70,45,36,23,31,1845,23,30,90,15,13,22,18,11,18,7,240,6,0,8,0,0,0,0,0,0,0,15,535,394,687,109,102,90,62,46,42,34,2098,0,0,0,0,0,0,0,0,0,3,3,976,543,822,134,124,101,71,54,47,57,2928,712,107,93,9,14,3,4,3,3,21,978,604,216,254,44,33,50,20,17,4,11,1266,80,33,59,15,17,9,9,11,4,14,247,12,3,0,0,0,0,0,0,0,0,12,695,255,322,58,47,61,28,26,11,29,1525,0,0,0,0,0,0,0,0,0,0,0,1410,362,417,70,59,62,34,29,13,50,2511,646,36,38,4,3,0,0,0,0,12,742,623,70,45,0
SED30050,276,32,75,71,117,102,42,17,791,0,0,0,0,0,0,0,0,0,3,3,225,148,504,77,157,141,177,172,67,44,1720,430,194,200,40,38,21,26,33,10,29,1016,61,77,156,27,28,29,14,24,7,13,437,0,10,12,6,0,4,6,3,9,5,45,0,0,0,0,0,0,0,0,0,0,3,61,88,172,25,28,30,20,27,15,19,484,0,0,0,0,0,0,0,0,0,0,3,488,281,373,67,64,53,51,58,25,51,1503,869,177,180,30,26,18,22,22,15,36,1376,141,46,56,12,9,13,3,0,0,5,283,0,3,5,0,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,142,47,57,12,12,17,10,0,3,5,302,0,0,0,0,0,0,0,0,0,0,3,1005,224,231,35,38,34,31,23,17,42,1683,1096,104,116,20,17,22,5,16,4,38,1438,115,23,21,3
SED30051,25,7,7,4,6,5,0,3,86,0,0,0,0,0,0,0,0,0,10,8,65,36,55,14,16,11,10,10,4,22,238,211,38,40,4,4,6,8,3,0,21,334,28,24,42,3,7,3,3,6,3,6,126,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,28,26,44,7,7,8,3,6,3,6,140,0,0,0,0,0,0,0,0,0,10,9,242,65,86,12,15,13,14,9,3,30,480,580,60,50,3,3,6,0,3,0,36,740,69,18,20,7,0,0,4,0,0,6,132,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,76,18,21,7,0,3,4,0,0,6,136,3,0,0,0,0,0,0,0,0,9,10,656,78,73,7,3,14,3,7,0,50,888,898,42,31,3,4,3,0,0,0,34,1024,114,9,4,3
SED30052,385,64,81,96,157,196,85,40,1393,0,0,0,0,0,0,0,0,0,0,5,457,338,715,152,180,171,248,298,129,82,2764,624,250,289,59,43,27,44,32,11,41,1422,281,227,244,33,28,33,53,43,19,21,982,21,21,34,8,11,10,5,10,10,3,126,3,0,3,0,0,0,0,0,0,0,10,306,249,283,42,32,43,65,52,23,22,1118,0,0,0,0,0,0,0,0,0,0,3,930,503,569,95,81,69,104,80,41,63,2540,1090,245,233,32,38,17,26,20,9,35,1736,490,125,86,25,14,12,22,15,8,26,812,53,33,29,3,3,6,3,7,4,15,151,0,0,0,0,0,0,0,0,0,0,4,543,157,117,22,17,24,21,21,14,36,966,0,0,0,0,0,0,0,0,0,0,0,1633,399,352,58,54,36,50,42,14,71,2709,1132,169,104,13,8,19,14,6,4,35,1503,508,62,34,4
SED30053,72,28,22,10,16,5,6,7,204,0,0,0,0,0,0,0,0,0,7,7,87,57,157,46,47,21,28,19,7,26,503,188,57,81,19,10,7,5,0,0,12,370,29,32,112,15,19,16,3,6,0,3,228,0,0,14,4,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,29,32,125,16,19,19,8,7,0,3,248,0,0,0,0,0,0,0,0,0,10,10,222,87,203,27,27,20,14,7,0,24,629,399,65,47,20,8,7,0,3,0,20,563,40,30,67,6,7,0,0,0,0,3,155,0,0,6,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,32,71,10,7,0,0,0,0,8,167,0,0,0,0,0,0,0,0,0,20,22,438,97,117,24,17,11,0,3,0,44,745,488,33,21,8,0,4,3,0,0,23,582,83,3,4,0
SED30054,179,28,40,41,32,31,23,9,571,0,0,0,0,0,0,0,0,0,0,3,354,195,315,61,71,63,50,38,34,46,1225,585,265,306,75,50,44,42,25,19,20,1430,195,249,309,42,57,52,34,24,15,15,996,3,6,17,8,3,0,6,3,3,0,53,0,0,0,0,0,0,0,0,0,0,0,205,254,327,50,66,59,37,27,21,15,1052,3,0,0,0,0,0,0,0,0,0,3,790,518,632,125,113,105,80,50,39,38,2480,1184,411,347,36,41,15,12,12,5,28,2097,398,194,196,15,15,13,9,12,4,9,866,17,5,25,3,4,3,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,4,423,198,222,16,19,10,8,14,4,8,934,0,0,0,0,0,0,0,0,0,0,3,1604,615,573,51,63,28,25,29,7,38,3033,1114,201,73,11,17,5,6,0,0,22,1454,412,68,27,5
SED30055,106,26,35,42,38,74,44,61,516,0,0,0,0,0,0,0,0,0,0,3,296,146,244,58,63,70,59,87,52,86,1146,497,176,261,46,39,26,12,10,0,12,1083,95,72,108,22,16,10,12,19,3,9,366,4,7,14,3,0,3,3,0,0,0,37,3,3,0,0,0,0,0,0,0,0,11,98,86,126,25,16,13,12,21,3,7,411,0,0,0,0,0,0,0,0,0,0,0,597,262,383,71,53,37,28,31,3,23,1494,947,193,256,21,27,13,4,11,0,29,1510,180,45,64,6,11,4,3,3,0,7,327,12,6,7,0,0,0,3,3,0,0,37,3,0,3,0,0,0,0,0,0,0,7,200,54,74,4,11,4,6,11,0,7,368,0,0,0,0,0,0,0,0,0,0,0,1151,251,329,30,37,14,7,21,0,40,1875,993,82,69,14,8,5,7,0,0,41,1221,167,33,23,0
SED30056,400,103,148,206,225,253,172,50,1821,0,0,0,0,0,0,0,0,0,0,0,480,286,652,212,228,310,312,333,226,96,3126,529,182,216,47,34,31,13,22,16,23,1105,151,147,228,41,54,54,58,49,35,15,825,3,0,12,6,4,8,5,10,3,4,50,0,0,0,0,0,0,0,0,0,0,4,155,147,240,49,57,60,58,53,38,15,873,0,0,0,0,0,0,0,0,0,0,4,682,326,453,89,93,87,73,78,50,40,1980,785,104,83,16,12,10,13,7,13,14,1055,199,47,68,7,21,10,11,11,3,0,374,9,9,6,3,0,0,0,8,4,0,35,0,0,0,0,0,0,0,0,0,0,3,208,47,71,12,16,9,16,12,12,3,406,3,0,0,0,0,0,0,0,0,0,3,994,153,152,26,32,24,26,23,19,22,1471,610,36,22,4,0,4,3,15,0,8,697,166,10,11,3
SED30057,132,32,40,36,33,29,16,5,379,0,0,0,0,0,0,0,0,0,0,0,129,61,231,82,84,71,59,51,31,18,817,141,70,64,26,22,12,11,4,4,12,370,29,48,130,23,43,23,19,9,0,3,332,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,34,49,137,23,48,21,19,4,5,4,350,0,0,0,0,0,0,0,0,0,0,0,174,114,208,55,67,38,29,11,9,18,719,258,33,52,21,11,14,3,5,4,27,425,59,26,91,11,15,6,0,0,0,3,218,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,64,25,88,15,15,7,5,0,0,5,229,0,0,0,0,0,0,0,0,0,0,0,325,57,140,35,23,22,6,4,3,29,651,240,14,15,0,11,6,0,3,3,11,307,82,8,26,3
SED30058,375,61,57,61,55,47,38,29,1074,0,0,0,0,0,0,0,0,0,0,0,517,293,548,102,92,101,79,67,42,49,1892,538,218,185,37,52,22,20,8,5,30,1110,494,277,409,72,79,48,36,21,6,17,1459,31,21,32,14,8,13,7,10,3,3,136,0,6,0,0,0,0,0,0,0,0,10,525,304,444,80,88,62,47,26,15,16,1600,0,0,0,0,0,0,0,0,0,0,0,1057,526,628,121,133,79,65,35,18,48,2713,881,185,140,13,22,15,11,5,4,26,1300,748,204,187,23,19,14,22,6,6,7,1233,97,20,44,4,5,3,8,0,3,8,188,3,0,0,0,0,0,0,0,0,0,6,846,227,229,21,23,17,28,4,8,18,1425,0,0,0,0,0,0,0,0,0,0,0,1727,413,368,38,44,34,41,8,12,44,2723,979,94,55,4,3,4,8,3,0,16,1160,794,70,52,4
SED30059,214,33,23,48,39,43,15,18,614,0,0,0,0,0,0,0,3,0,6,13,397,299,465,84,70,86,79,78,25,52,1631,778,327,338,52,54,57,31,29,16,42,1720,243,194,244,30,27,22,23,16,8,16,822,7,20,28,5,4,3,3,10,0,3,89,0,3,0,0,0,0,0,0,0,0,5,255,219,272,35,33,27,24,27,8,19,920,0,0,0,0,0,0,0,0,0,8,7,1028,554,607,84,88,82,57,55,21,72,2650,1309,356,358,44,36,23,19,13,6,47,2214,406,138,129,25,22,11,10,4,3,18,764,45,18,29,9,3,5,9,0,0,3,114,0,0,0,0,0,0,0,0,0,0,4,449,161,155,28,21,12,18,4,4,17,884,0,0,0,0,0,0,0,0,0,3,8,1754,514,520,75,59,40,42,21,12,71,3100,1367,211,142,17,10,6,5,11,3,35,1814,352,68,30,5
SED30060,275,33,42,47,40,42,21,14,683,0,0,0,0,0,0,0,0,0,3,3,257,123,366,62,54,58,49,61,29,28,1086,359,118,72,12,15,13,8,5,3,21,631,132,104,163,16,26,11,11,11,3,21,501,24,16,17,5,3,3,0,0,0,0,72,3,3,3,0,0,0,0,0,0,0,9,164,123,182,20,27,15,15,14,3,21,580,0,0,0,0,0,0,0,0,0,3,3,521,244,252,32,45,32,14,19,4,42,1207,609,84,58,13,8,8,3,4,3,39,822,207,46,71,4,7,6,3,3,0,14,347,34,10,9,3,0,0,0,0,0,0,59,0,0,3,0,0,0,0,0,0,0,4,239,54,82,10,7,6,3,3,0,14,410,0,0,0,0,0,0,0,0,0,0,0,850,142,141,16,13,9,6,5,3,56,1236,683,32,29,4,4,3,0,0,0,33,780,206,24,14,3
SED30061,216,57,62,94,92,98,44,23,804,0,0,0,0,0,0,0,0,0,0,0,191,110,307,74,81,110,116,127,71,33,1209,210,92,87,9,7,19,4,4,9,18,461,58,116,293,50,42,33,31,38,23,10,687,0,6,36,6,3,16,12,9,4,7,102,0,0,3,0,0,0,0,0,0,4,6,64,120,328,54,38,49,40,50,24,23,795,0,0,0,0,0,0,0,0,0,0,0,270,217,411,62,51,71,44,51,32,40,1261,464,70,74,11,9,6,7,6,3,18,681,153,68,159,22,12,15,7,5,3,3,439,13,8,18,9,5,3,9,6,0,5,68,4,3,3,0,0,0,0,0,0,0,11,174,75,175,24,22,19,17,5,3,6,522,0,0,0,0,0,0,0,0,0,0,0,636,149,252,39,33,25,22,12,7,29,1198,514,32,33,9,3,3,0,4,0,13,615,140,28,33,3
SED30062,514,98,101,67,73,93,39,36,1310,0,0,0,0,0,0,0,0,0,6,8,561,338,939,215,219,166,137,145,59,85,2872,727,321,552,98,104,75,63,53,38,46,2076,210,237,649,110,87,66,39,49,19,19,1479,8,19,26,4,4,0,3,3,3,0,62,0,3,3,0,0,0,0,0,0,0,5,215,253,677,113,94,66,45,46,19,19,1556,3,0,0,0,0,0,0,0,0,3,3,937,577,1233,209,203,143,103,100,58,63,3636,1060,317,556,83,62,49,28,19,8,34,2222,320,141,287,45,39,27,11,33,9,12,918,23,10,12,0,5,3,0,3,0,9,66,4,0,0,0,0,0,0,0,0,0,7,343,159,300,41,51,29,14,29,14,16,989,3,0,0,0,0,0,0,0,0,0,3,1405,475,859,123,115,74,38,53,22,52,3219,1046,119,157,21,19,6,10,9,10,35,1435,301,42,68,14
SED30063,65,18,17,39,19,39,31,18,276,0,0,0,0,0,0,0,0,0,0,0,84,39,86,26,22,47,32,45,29,28,437,204,52,38,0,4,6,6,0,11,14,335,27,17,83,11,17,12,11,5,5,9,187,5,3,9,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,4,29,15,89,13,17,14,11,5,9,12,221,0,0,0,0,0,0,0,0,0,0,0,233,66,135,18,19,16,12,8,13,27,559,506,49,46,13,6,0,0,3,0,30,643,57,25,35,6,5,7,0,3,0,3,138,8,0,11,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,62,21,42,4,5,7,3,3,0,9,164,0,0,0,0,0,0,0,0,0,0,0,570,67,87,17,9,7,4,3,0,39,803,715,46,18,7,7,0,0,3,0,35,823,99,12,9,0
SED30064,100,16,11,19,7,24,26,6,250,0,0,0,0,0,0,0,0,0,0,0,183,96,231,42,36,43,18,40,25,27,743,402,171,179,31,19,21,9,8,0,21,858,50,50,95,19,13,7,18,3,3,6,267,0,3,3,4,0,0,0,3,0,0,21,3,0,0,0,0,0,0,0,0,0,3,52,57,97,26,13,8,18,3,3,6,291,0,0,0,0,0,0,0,0,0,0,0,461,226,275,57,27,31,27,14,4,27,1144,872,192,168,26,19,9,4,10,7,27,1320,105,37,50,5,9,3,3,0,0,3,215,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,113,34,51,10,9,3,3,0,0,3,224,3,0,0,0,0,0,0,0,0,0,3,981,225,218,29,25,15,6,8,4,29,1550,1031,77,66,17,11,6,9,6,4,26,1247,130,17,16,3
SED30065,104,18,35,33,40,31,21,13,351,0,0,0,0,0,0,0,0,0,0,0,179,88,217,51,70,74,54,60,34,34,856,472,236,267,35,45,37,35,30,18,30,1211,69,72,131,14,21,23,18,8,3,8,372,4,0,3,5,0,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,3,72,76,137,15,25,26,21,12,5,8,397,0,0,0,0,0,0,0,0,0,0,3,549,311,404,56,70,62,56,49,23,34,1614,1101,356,290,35,34,20,20,18,7,30,1922,194,59,41,3,8,7,10,4,3,0,327,3,3,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,196,61,46,3,8,7,10,5,3,3,340,3,0,0,0,0,0,0,0,0,0,3,1296,417,333,40,42,32,31,23,14,38,2266,1430,161,138,16,16,10,14,11,0,34,1832,208,25,4,0
SED30066,954,113,175,234,278,226,83,40,2418,0,0,0,0,0,3,0,0,0,5,11,495,303,1262,203,248,305,332,275,104,78,3602,615,205,266,40,31,28,22,13,6,31,1252,226,279,541,78,71,69,48,50,22,10,1394,6,6,45,19,8,17,6,8,7,3,127,0,0,7,4,0,0,0,0,0,0,12,238,290,591,102,78,84,54,54,26,13,1529,0,0,0,0,0,0,0,0,0,0,3,853,495,858,139,108,105,70,69,32,42,2785,725,133,97,7,13,3,6,11,3,30,1035,349,110,200,26,26,13,8,6,4,8,756,41,10,38,9,7,10,4,6,14,5,155,3,3,4,0,0,0,0,0,0,0,8,396,124,242,35,37,28,8,18,16,17,921,0,0,0,0,0,0,0,0,0,0,3,1127,260,341,41,53,33,16,24,21,47,1961,675,75,41,8,8,5,3,3,3,14,828,310,35,39,3
SED30067,256,35,47,51,44,28,41,14,676,0,0,0,0,0,0,0,0,0,0,0,401,225,428,71,85,95,58,42,48,32,1488,536,202,230,36,28,29,14,15,3,18,1108,141,147,283,36,35,26,9,12,14,12,715,3,0,24,3,0,0,3,5,10,3,52,0,0,8,0,0,0,0,0,0,0,6,148,154,311,41,38,26,12,18,25,15,777,0,0,0,0,0,0,0,0,0,3,3,684,357,537,76,67,54,28,31,25,35,1887,890,235,219,20,18,15,8,3,0,31,1442,204,121,155,13,10,9,7,3,7,5,528,12,8,7,3,0,3,0,0,4,3,45,4,0,3,0,0,0,0,0,0,0,8,220,124,162,20,11,8,9,3,11,8,582,0,0,0,0,0,0,0,0,0,0,0,1112,362,382,37,34,25,11,3,11,44,2025,905,92,67,9,4,4,8,0,0,18,1112,207,45,33,7
SED30068,75,25,22,32,46,83,63,61,473,0,0,0,0,0,0,0,0,0,3,3,192,103,154,46,45,46,65,91,81,74,893,381,115,157,24,17,12,3,12,3,16,745,60,53,111,13,24,9,9,16,12,9,313,3,6,11,3,0,4,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,3,63,57,128,18,24,15,9,14,8,7,346,0,0,0,0,0,0,0,0,0,0,0,445,170,280,44,42,22,19,28,16,31,1093,735,131,151,27,23,7,15,8,3,33,1140,135,35,64,4,12,3,6,3,0,10,276,7,3,13,0,4,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,3,150,44,71,10,19,3,6,3,3,10,316,0,0,0,0,0,0,0,0,0,3,3,880,179,221,40,37,14,19,11,5,43,1453,1154,98,64,14,17,15,5,6,4,43,1427,174,22,14,0
SED30069,92,23,30,39,44,32,18,19,385,0,0,0,0,0,0,0,0,0,0,4,251,117,259,62,79,62,56,56,26,39,999,489,167,227,35,38,31,9,12,9,31,1045,108,68,107,26,30,28,19,19,13,13,428,4,0,3,0,3,0,4,7,0,3,24,0,0,0,0,0,0,0,0,0,0,0,116,71,114,26,36,33,24,17,13,16,460,3,0,0,0,0,0,0,0,0,0,8,603,238,338,62,73,68,27,30,16,48,1508,992,225,242,34,33,13,11,10,7,48,1620,157,83,89,16,10,10,13,4,0,3,382,6,13,11,3,0,0,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,4,164,92,98,22,12,10,10,4,0,10,426,0,0,0,0,0,0,0,0,0,3,0,1155,320,343,56,42,23,19,18,6,63,2051,1229,90,107,14,12,10,4,18,8,40,1529,208,25,16,3
SED30070,84,11,22,21,9,13,8,10,226,0,0,0,0,0,0,0,0,0,0,3,290,137,208,51,42,44,19,19,16,30,869,518,186,231,45,24,24,14,18,9,28,1101,105,78,132,15,14,13,15,5,3,10,383,0,0,8,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,106,77,135,15,14,14,11,5,4,11,403,0,0,0,0,0,0,0,0,0,0,0,628,272,369,64,42,44,23,26,9,39,1505,1105,287,353,36,26,21,15,7,3,21,1873,138,75,75,10,9,5,0,3,0,4,311,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,145,75,77,6,9,5,0,3,0,4,326,0,3,0,0,0,0,0,0,0,3,8,1250,364,428,40,36,23,14,12,4,28,2202,1235,129,87,14,9,13,3,6,13,28,1532,196,33,16,3
