CED_NAME16	EduInstitutionType	Sex	students
Forrest	Secondary	M	5229
Forrest	Technical or Further Educational Institution	F	1497
Forrest	Technical or Further Educational Institution	M	1069
Forrest	University or other tertiary	F	1756
Forrest	University or other tertiary	M	628
Fremantle		F	6030
Fremantle		M	5836
Fremantle	Infants/Primary	F	6000
Fremantle	Infants/Primary	M	6276
Fremantle	Pre-school	F	950
Fremantle	Pre-school	M	909
Fremantle	Secondary	F	4495
Fremantle	Secondary	M	4362
Fremantle	Technical or Further Educational Institution	F	1332
Fremantle	Technical or Further Educational Institution	M	1313
Fremantle	University or other tertiary	F	4442
Fremantle	University or other tertiary	M	2984
Hasluck		F	5389
Hasluck		M	7113
Hasluck	Infants/Primary	F	5742
Hasluck	Infants/Primary	M	6252
Hasluck	Pre-school	F	798
Hasluck	Pre-school	M	888
Hasluck	Secondary	F	4763
Hasluck	Secondary	M	5026
Hasluck	Technical or Further Educational Institution	F	1484
Hasluck	Technical or Further Educational Institution	M	1267
Hasluck	University or other tertiary	F	2918
Hasluck	University or other tertiary	M	1928
Moore		F	3393
Moore		M	3462
Moore	Infants/Primary	F	6446
Moore	Infants/Primary	M	6737
Moore	Pre-school	F	791
Moore	Pre-school	M	913
Moore	Secondary	F	5194
Moore	Secondary	M	5410
Moore	Technical or Further Educational Institution	F	1114
Moore	Technical or Further Educational Institution	M	1160
Moore	University or other tertiary	F	4285
Moore	University or other tertiary	M	3375
O'Connor		F	8223
O'Connor		M	9323
O'Connor	Infants/Primary	F	6631
O'Connor	Infants/Primary	M	6737
O'Connor	Pre-school	F	883
O'Connor	Pre-school	M	985
O'Connor	Secondary	F	4658
O'Connor	Secondary	M	4860
O'Connor	Technical or Further Educational Institution	F	1599
O'Connor	Technical or Further Educational Institution	M	1050
O'Connor	University or other tertiary	F	1204
O'Connor	University or other tertiary	M	664
Pearce		F	8548
Pearce		M	8174
Pearce	Infants/Primary	F	8662
Pearce	Infants/Primary	M	9357
Pearce	Pre-school	F	1213
Pearce	Pre-school	M	1318
Pearce	Secondary	F	6394
Pearce	Secondary	M	6643
Pearce	Technical or Further Educational Institution	F	1893
Pearce	Technical or Further Educational Institution	M	1544
Pearce	University or other tertiary	F	3468
Pearce	University or other tertiary	M	2105
Perth		F	7426
Perth		M	7387
Perth	Infants/Primary	F	4381
Perth	Infants/Primary	M	4759
Perth	Pre-school	F	694
Perth	Pre-school	M	753
Perth	Secondary	F	3380
Perth	Secondary	M	3241
Perth	Technical or Further Educational Institution	F	1906
Perth	Technical or Further Educational Institution	M	1642
Perth	University or other tertiary	F	5105
Perth	University or other tertiary	M	4426
Stirling		F	6286
Stirling		M	5786
Stirling	Infants/Primary	F	5311
Stirling	Infants/Primary	M	5390
Stirling	Pre-school	F	835
Stirling	Pre-school	M	870
Stirling	Secondary	F	4039
Stirling	Secondary	M	3897
Stirling	Technical or Further Educational Institution	F	1737
Stirling	Technical or Further Educational Institution	M	1600
Stirling	University or other tertiary	F	4158
Stirling	University or other tertiary	M	3543
Swan		F	7994
Swan		M	8209
Swan	Infants/Primary	F	5043
Swan	Infants/Primary	M	5222
Swan	Pre-school	F	748
Swan	Pre-school	M	829
Swan	Secondary	F	3528
Swan	Secondary	M	4026
Swan	Technical or Further Educational Institution	F	2157
Swan	Technical or Further Educational Institution	M	2146
Swan	University or other tertiary	F	7003
Swan	University or other tertiary	M	7038
Tangney		F	3850
Tangney		M	3505
Tangney	Infants/Primary	F	5509
Tangney	Infants/Primary	M	5913
Tangney	Pre-school	F	774
Tangney	Pre-school	M	781
Tangney	Secondary	F	5262
Tangney	Secondary	M	5419
Tangney	Technical or Further Educational Institution	F	1026
Tangney	Technical or Further Educational Institution	M	1104
Tangney	University or other tertiary	F	5046
Tangney	University or other tertiary	M	4526
No usual address (WA)		F	628
No usual address (WA)		M	1004
No usual address (WA)	Infants/Primary	F	68
No usual address (WA)	Infants/Primary	M	77
No usual address (WA)	Pre-school	F	7
No usual address (WA)	Pre-school	M	14
No usual address (WA)	Secondary	F	32
No usual address (WA)	Secondary	M	24
No usual address (WA)	Technical or Further Educational Institution	F	34
No usual address (WA)	Technical or Further Educational Institution	M	36
No usual address (WA)	University or other tertiary	F	70
No usual address (WA)	University or other tertiary	M	65
Migratory - Offshore - Shipping (WA)		F	8
Migratory - Offshore - Shipping (WA)		M	70
Migratory - Offshore - Shipping (WA)	Secondary	M	3
Migratory - Offshore - Shipping (WA)	Technical or Further Educational Institution	M	3
Migratory - Offshore - Shipping (WA)	University or other tertiary	M	3
Bass		F	4310
Bass		M	4047
Bass	Infants/Primary	F	4257
Bass	Infants/Primary	M	4475
Bass	Pre-school	F	375
Bass	Pre-school	M	437
Bass	Secondary	F	2953
Bass	Secondary	M	3032
Bass	Technical or Further Educational Institution	F	1297
Bass	Technical or Further Educational Institution	M	1066
Bass	University or other tertiary	F	2341
Bass	University or other tertiary	M	1891
Braddon		F	4201
Braddon		M	3813
Braddon	Infants/Primary	F	4143
Braddon	Infants/Primary	M	4353
Braddon	Pre-school	F	292
Braddon	Pre-school	M	349
Braddon	Secondary	F	2741
Braddon	Secondary	M	2790
Braddon	Technical or Further Educational Institution	F	1157
Braddon	Technical or Further Educational Institution	M	934
Braddon	University or other tertiary	F	1084
Braddon	University or other tertiary	M	502
Denison		F	4084
Denison		M	3780
Denison	Infants/Primary	F	3949
Denison	Infants/Primary	M	4183
Denison	Pre-school	F	381
Denison	Pre-school	M	382
Denison	Secondary	F	2955
Denison	Secondary	M	3001
Denison	Technical or Further Educational Institution	F	1189
Denison	Technical or Further Educational Institution	M	1035
Denison	University or other tertiary	F	4056
Denison	University or other tertiary	M	3464
Franklin		F	3514
Franklin		M	3629
Franklin	Infants/Primary	F	4669
Franklin	Infants/Primary	M	4908
Franklin	Pre-school	F	392
Franklin	Pre-school	M	418
Franklin	Secondary	F	3056
Franklin	Secondary	M	3306
Franklin	Technical or Further Educational Institution	F	1048
Franklin	Technical or Further Educational Institution	M	963
Franklin	University or other tertiary	F	2047
Franklin	University or other tertiary	M	1286
Lyons		F	4898
Lyons		M	4682
Lyons	Infants/Primary	F	4263
Lyons	Infants/Primary	M	4556
Lyons	Pre-school	F	354
Lyons	Pre-school	M	345
Lyons	Secondary	F	2709
Lyons	Secondary	M	2891
Lyons	Technical or Further Educational Institution	F	1088
Lyons	Technical or Further Educational Institution	M	843
Lyons	University or other tertiary	F	1058
Lyons	University or other tertiary	M	486
No usual address (Tas.)		F	64
No usual address (Tas.)		M	122
No usual address (Tas.)	Infants/Primary	F	12
No usual address (Tas.)	Infants/Primary	M	14
No usual address (Tas.)	Pre-school	F	3
No usual address (Tas.)	Pre-school	M	3
No usual address (Tas.)	Secondary	F	12
No usual address (Tas.)	Secondary	M	4
No usual address (Tas.)	Technical or Further Educational Institution	F	13
No usual address (Tas.)	Technical or Further Educational Institution	M	3
No usual address (Tas.)	University or other tertiary	F	17
No usual address (Tas.)	University or other tertiary	M	17
Migratory - Offshore - Shipping (Tas.)		M	4
Lingiari		F	8033
Lingiari		M	11496
Lingiari	Infants/Primary	F	5304
Lingiari	Infants/Primary	M	5716
Lingiari	Pre-school	F	988
Lingiari	Pre-school	M	988
Lingiari	Secondary	F	3219
Lingiari	Secondary	M	3491
Lingiari	Technical or Further Educational Institution	F	727
Lingiari	Technical or Further Educational Institution	M	550
Lingiari	University or other tertiary	F	1545
Lingiari	University or other tertiary	M	699
Solomon		F	6466
Solomon		M	6709
Solomon	Infants/Primary	F	4587
Solomon	Infants/Primary	M	4869
Solomon	Pre-school	F	863
Solomon	Pre-school	M	898
Solomon	Secondary	F	3324
Solomon	Secondary	M	3292
Solomon	Technical or Further Educational Institution	F	1000
Solomon	Technical or Further Educational Institution	M	729
Solomon	University or other tertiary	F	3557
Solomon	University or other tertiary	M	2250
No usual address (NT)		F	397
No usual address (NT)		M	462
No usual address (NT)	Infants/Primary	F	31
No usual address (NT)	Infants/Primary	M	28
No usual address (NT)	Pre-school	M	3
No usual address (NT)	Secondary	F	7
No usual address (NT)	Secondary	M	5
No usual address (NT)	Technical or Further Educational Institution	F	8
No usual address (NT)	Technical or Further Educational Institution	M	26
No usual address (NT)	University or other tertiary	F	10
No usual address (NT)	University or other tertiary	M	9
Migratory - Offshore - Shipping (NT)		F	4
Migratory - Offshore - Shipping (NT)		M	12
Canberra		F	6955
Canberra		M	7005
Canberra	Infants/Primary	F	7411
Canberra	Infants/Primary	M	7972
Canberra	Pre-school	F	1251
Canberra	Pre-school	M	1308
Canberra	Secondary	F	6069
Canberra	Secondary	M	6264
Canberra	Technical or Further Educational Institution	F	1926
Canberra	Technical or Further Educational Institution	M	1750
Canberra	University or other tertiary	F	8343
Canberra	University or other tertiary	M	7345
Fenner		F	6411
Fenner		M	6057
Fenner	Infants/Primary	F	8535
Fenner	Infants/Primary	M	9052
Fenner	Pre-school	F	1552
Fenner	Pre-school	M	1821
Fenner	Secondary	F	5910
Fenner	Secondary	M	6061
Fenner	Technical or Further Educational Institution	F	2397
Fenner	Technical or Further Educational Institution	M	2090
Fenner	University or other tertiary	F	9901
Fenner	University or other tertiary	M	8657
No usual address (ACT)		F	28
No usual address (ACT)		M	76
No usual address (ACT)	Infants/Primary	F	12
No usual address (ACT)	Infants/Primary	M	11
No usual address (ACT)	Pre-school	M	3
No usual address (ACT)	Secondary	F	4
No usual address (ACT)	Secondary	M	3
No usual address (ACT)	Technical or Further Educational Institution	F	3
No usual address (ACT)	University or other tertiary	F	28
No usual address (ACT)	University or other tertiary	M	31
No usual address (OT)		F	4
