CED_NAME16	Age	Sex	Volunteer	adults
Chisholm	75-84	F	0	3872
Chisholm	75-84	F	1	1023
Chisholm	75-84	M		393
Chisholm	75-84	M	0	2970
Chisholm	75-84	M	1	745
Chisholm	85+	F		471
Chisholm	85+	F	0	2221
Chisholm	85+	F	1	255
Chisholm	85+	M		247
Chisholm	85+	M	0	1383
Chisholm	85+	M	1	218
Corangamite	15-19	F		367
Corangamite	15-19	F	0	2896
Corangamite	15-19	F	1	1230
Corangamite	15-19	M		391
Corangamite	15-19	M	0	3311
Corangamite	15-19	M	1	1022
Corangamite	20-24	F		244
Corangamite	20-24	F	0	2890
Corangamite	20-24	F	1	1029
Corangamite	20-24	M		307
Corangamite	20-24	M	0	3489
Corangamite	20-24	M	1	964
Corangamite	25-34	F		472
Corangamite	25-34	F	0	6530
Corangamite	25-34	F	1	1847
Corangamite	25-34	M		530
Corangamite	25-34	M	0	6471
Corangamite	25-34	M	1	1430
Corangamite	35-44	F		511
Corangamite	35-44	F	0	6497
Corangamite	35-44	F	1	3156
Corangamite	35-44	M		556
Corangamite	35-44	M	0	6818
Corangamite	35-44	M	1	2224
Corangamite	45-54	F		527
Corangamite	45-54	F	0	6605
Corangamite	45-54	F	1	3232
Corangamite	45-54	M		596
Corangamite	45-54	M	0	6327
Corangamite	45-54	M	1	2599
Corangamite	55-64	F		617
Corangamite	55-64	F	0	6942
Corangamite	55-64	F	1	2573
Corangamite	55-64	M		624
Corangamite	55-64	M	0	6485
Corangamite	55-64	M	1	2417
Corangamite	65-74	F		670
Corangamite	65-74	F	0	5033
Corangamite	65-74	F	1	2572
Corangamite	65-74	M		639
Corangamite	65-74	M	0	4824
Corangamite	65-74	M	1	2305
Corangamite	75-84	F		577
Corangamite	75-84	F	0	2816
Corangamite	75-84	F	1	1087
Corangamite	75-84	M		428
Corangamite	75-84	M	0	2348
Corangamite	75-84	M	1	950
Corangamite	85+	F		368
Corangamite	85+	F	0	1991
Corangamite	85+	F	1	224
Corangamite	85+	M		205
Corangamite	85+	M	0	1045
Corangamite	85+	M	1	142
Corio	15-19	F		370
Corio	15-19	F	0	3072
Corio	15-19	F	1	1074
Corio	15-19	M		436
Corio	15-19	M	0	3375
Corio	15-19	M	1	916
Corio	20-24	F		348
Corio	20-24	F	0	3571
Corio	20-24	F	1	966
Corio	20-24	M		421
Corio	20-24	M	0	3780
Corio	20-24	M	1	642
Corio	25-34	F		631
Corio	25-34	F	0	7452
Corio	25-34	F	1	1713
Corio	25-34	M		1027
Corio	25-34	M	0	7168
Corio	25-34	M	1	1299
Corio	35-44	F		536
Corio	35-44	F	0	6511
Corio	35-44	F	1	2308
Corio	35-44	M		870
Corio	35-44	M	0	6611
Corio	35-44	M	1	1540
Corio	45-54	F		662
Corio	45-54	F	0	7283
Corio	45-54	F	1	2309
Corio	45-54	M		822
Corio	45-54	M	0	6913
Corio	45-54	M	1	1788
Corio	55-64	F		745
Corio	55-64	F	0	7327
Corio	55-64	F	1	1952
Corio	55-64	M		732
Corio	55-64	M	0	6625
Corio	55-64	M	1	1684
Corio	65-74	F		735
Corio	65-74	F	0	5553
Corio	65-74	F	1	1837
Corio	65-74	M		722
Corio	65-74	M	0	5086
Corio	65-74	M	1	1471
Corio	75-84	F		710
Corio	75-84	F	0	3446
Corio	75-84	F	1	731
Corio	75-84	M		521
Corio	75-84	M	0	2782
Corio	75-84	M	1	636
Corio	85+	F		478
Corio	85+	F	0	1861
Corio	85+	F	1	123
Corio	85+	M		288
Corio	85+	M	0	1113
Corio	85+	M	1	92
Deakin	15-19	F		187
Deakin	15-19	F	0	2870
Deakin	15-19	F	1	1060
Deakin	15-19	M		219
Deakin	15-19	M	0	3188
Deakin	15-19	M	1	882
Deakin	20-24	F		166
Deakin	20-24	F	0	2838
Deakin	20-24	F	1	1049
Deakin	20-24	M		170
Deakin	20-24	M	0	3410
Deakin	20-24	M	1	810
Deakin	25-34	F		486
Deakin	25-34	F	0	8029
Deakin	25-34	F	1	1880
Deakin	25-34	M		459
Deakin	25-34	M	0	7787
Deakin	25-34	M	1	1508
Deakin	35-44	F		430
Deakin	35-44	F	0	7296
Deakin	35-44	F	1	3244
Deakin	35-44	M		456
Deakin	35-44	M	0	7761
Deakin	35-44	M	1	2269
Deakin	45-54	F		398
Deakin	45-54	F	0	6803
Deakin	45-54	F	1	2822
Deakin	45-54	M		436
Deakin	45-54	M	0	6626
Deakin	45-54	M	1	2322
Deakin	55-64	F		347
Deakin	55-64	F	0	6181
Deakin	55-64	F	1	1849
Deakin	55-64	M		331
Deakin	55-64	M	0	5592
Deakin	55-64	M	1	1564
Deakin	65-74	F		431
Deakin	65-74	F	0	4966
Deakin	65-74	F	1	1942
Deakin	65-74	M		321
Deakin	65-74	M	0	4209
Deakin	65-74	M	1	1477
Deakin	75-84	F		544
Deakin	75-84	F	0	3357
Deakin	75-84	F	1	1003
Deakin	75-84	M		309
Deakin	75-84	M	0	2547
Deakin	75-84	M	1	824
Deakin	85+	F		460
Deakin	85+	F	0	2170
Deakin	85+	F	1	212
Deakin	85+	M		215
Deakin	85+	M	0	1153
Deakin	85+	M	1	163
Dunkley	15-19	F		329
Dunkley	15-19	F	0	3223
Dunkley	15-19	F	1	787
Dunkley	15-19	M		378
Dunkley	15-19	M	0	3359
Dunkley	15-19	M	1	597
Dunkley	20-24	F		296
Dunkley	20-24	F	0	3167
Dunkley	20-24	F	1	736
Dunkley	20-24	M		292
Dunkley	20-24	M	0	3406
Dunkley	20-24	M	1	530
Dunkley	25-34	F		587
Dunkley	25-34	F	0	6997
Dunkley	25-34	F	1	1294
Dunkley	25-34	M		607
Dunkley	25-34	M	0	6844
Dunkley	25-34	M	1	963
Dunkley	35-44	F		589
Dunkley	35-44	F	0	6960
Dunkley	35-44	F	1	2348
Dunkley	35-44	M		619
Dunkley	35-44	M	0	7072
Dunkley	35-44	M	1	1530
Dunkley	45-54	F		649
Dunkley	45-54	F	0	7709
Dunkley	45-54	F	1	2249
Dunkley	45-54	M		662
Dunkley	45-54	M	0	7374
Dunkley	45-54	M	1	1817
Dunkley	55-64	F		612
Dunkley	55-64	F	0	7256
Dunkley	55-64	F	1	1699
Dunkley	55-64	M		631
Dunkley	55-64	M	0	6697
Dunkley	55-64	M	1	1321
Dunkley	65-74	F		723
Dunkley	65-74	F	0	5770
Dunkley	65-74	F	1	1828
Dunkley	65-74	M		572
Dunkley	65-74	M	0	5162
Dunkley	65-74	M	1	1320
Dunkley	75-84	F		651
Dunkley	75-84	F	0	3329
Dunkley	75-84	F	1	847
Dunkley	75-84	M		465
Dunkley	75-84	M	0	2792
Dunkley	75-84	M	1	652
Dunkley	85+	F		350
Dunkley	85+	F	0	1837
Dunkley	85+	F	1	142
Dunkley	85+	M		185
Dunkley	85+	M	0	1072
Dunkley	85+	M	1	113
Flinders	15-19	F		394
Flinders	15-19	F	0	2899
Flinders	15-19	F	1	779
Flinders	15-19	M		455
Flinders	15-19	M	0	3477
Flinders	15-19	M	1	641
Flinders	20-24	F		233
Flinders	20-24	F	0	2732
Flinders	20-24	F	1	577
Flinders	20-24	M		273
Flinders	20-24	M	0	3213
Flinders	20-24	M	1	479
Flinders	25-34	F		482
Flinders	25-34	F	0	5921
Flinders	25-34	F	1	1277
Flinders	25-34	M		463
Flinders	25-34	M	0	5678
Flinders	25-34	M	1	790
Flinders	35-44	F		600
Flinders	35-44	F	0	6065
Flinders	35-44	F	1	2497
Flinders	35-44	M		580
Flinders	35-44	M	0	6246
Flinders	35-44	M	1	1696
Flinders	45-54	F		676
Flinders	45-54	F	0	7555
Flinders	45-54	F	1	2614
Flinders	45-54	M		718
Flinders	45-54	M	0	7318
Flinders	45-54	M	1	2088
Flinders	55-64	F		804
Flinders	55-64	F	0	8159
Flinders	55-64	F	1	2337
Flinders	55-64	M		740
Flinders	55-64	M	0	7694
Flinders	55-64	M	1	1873
Flinders	65-74	F		934
Flinders	65-74	F	0	6843
Flinders	65-74	F	1	2768
Flinders	65-74	M		896
Flinders	65-74	M	0	6821
Flinders	65-74	M	1	2050
Flinders	75-84	F		890
Flinders	75-84	F	0	3538
Flinders	75-84	F	1	1186
Flinders	75-84	M		748
Flinders	75-84	M	0	3528
Flinders	75-84	M	1	1033
Flinders	85+	F		584
Flinders	85+	F	0	1842
Flinders	85+	F	1	241
Flinders	85+	M		356
Flinders	85+	M	0	1308
Flinders	85+	M	1	203
Gellibrand	15-19	F		307
Gellibrand	15-19	F	0	2822
Gellibrand	15-19	F	1	726
Gellibrand	15-19	M		336
Gellibrand	15-19	M	0	3083
Gellibrand	15-19	M	1	685
Gellibrand	20-24	F		403
Gellibrand	20-24	F	0	3834
Gellibrand	20-24	F	1	1097
Gellibrand	20-24	M		464
Gellibrand	20-24	M	0	4735
Gellibrand	20-24	M	1	864
Gellibrand	25-34	F		1081
Gellibrand	25-34	F	0	11334
Gellibrand	25-34	F	1	2483
Gellibrand	25-34	M		1175
Gellibrand	25-34	M	0	12391
Gellibrand	25-34	M	1	1934
Gellibrand	35-44	F		825
Gellibrand	35-44	F	0	9463
Gellibrand	35-44	F	1	2870
Gellibrand	35-44	M		965
Gellibrand	35-44	M	0	10255
Gellibrand	35-44	M	1	2182
Gellibrand	45-54	F		670
Gellibrand	45-54	F	0	7750
Gellibrand	45-54	F	1	2440
Gellibrand	45-54	M		751
Gellibrand	45-54	M	0	8021
Gellibrand	45-54	M	1	1965
Gellibrand	55-64	F		579
Gellibrand	55-64	F	0	6491
Gellibrand	55-64	F	1	1439
Gellibrand	55-64	M		622
Gellibrand	55-64	M	0	6370
Gellibrand	55-64	M	1	1318
Gellibrand	65-74	F		557
Gellibrand	65-74	F	0	4446
Gellibrand	65-74	F	1	939
Gellibrand	65-74	M		487
Gellibrand	65-74	M	0	4193
Gellibrand	65-74	M	1	707
Gellibrand	75-84	F		511
Gellibrand	75-84	F	0	3344
Gellibrand	75-84	F	1	364
Gellibrand	75-84	M		456
Gellibrand	75-84	M	0	2508
Gellibrand	75-84	M	1	304
Gellibrand	85+	F		343
Gellibrand	85+	F	0	1791
Gellibrand	85+	F	1	91
Gellibrand	85+	M		219
Gellibrand	85+	M	0	1037
Gellibrand	85+	M	1	74
Gippsland	15-19	F		482
Gippsland	15-19	F	0	2663
Gippsland	15-19	F	1	780
Gippsland	15-19	M		551
Gippsland	15-19	M	0	2915
Gippsland	15-19	M	1	698
Gippsland	20-24	F		352
Gippsland	20-24	F	0	2600
Gippsland	20-24	F	1	682
Gippsland	20-24	M		452
Gippsland	20-24	M	0	2824
Gippsland	20-24	M	1	603
Gippsland	25-34	F		658
Gippsland	25-34	F	0	5674
Gippsland	25-34	F	1	1646
Gippsland	25-34	M		972
Gippsland	25-34	M	0	5479
Gippsland	25-34	M	1	1232
Gippsland	35-44	F		619
Gippsland	35-44	F	0	4973
Gippsland	35-44	F	1	2354
Gippsland	35-44	M		893
Gippsland	35-44	M	0	5057
Gippsland	35-44	M	1	1712
Gippsland	45-54	F		827
Gippsland	45-54	F	0	6297
Gippsland	45-54	F	1	2634
Gippsland	45-54	M		918
Gippsland	45-54	M	0	6039
Gippsland	45-54	M	1	2104
Gippsland	55-64	F		926
Gippsland	55-64	F	0	7214
Gippsland	55-64	F	1	2726
Gippsland	55-64	M		976
Gippsland	55-64	M	0	6901
Gippsland	55-64	M	1	2446
Gippsland	65-74	F		953
Gippsland	65-74	F	0	5434
Gippsland	65-74	F	1	2520
Gippsland	65-74	M		1032
Gippsland	65-74	M	0	5924
Gippsland	65-74	M	1	2272
Gippsland	75-84	F		901
Gippsland	75-84	F	0	2952
Gippsland	75-84	F	1	1046
Gippsland	75-84	M		665
Gippsland	75-84	M	0	2868
Gippsland	75-84	M	1	905
Gippsland	85+	F		510
Gippsland	85+	F	0	1501
Gippsland	85+	F	1	201
Gippsland	85+	M		291
Gippsland	85+	M	0	953
Gippsland	85+	M	1	167
Goldstein	15-19	F		241
Goldstein	15-19	F	0	2952
Goldstein	15-19	F	1	1219
Goldstein	15-19	M		283
Goldstein	15-19	M	0	3458
Goldstein	15-19	M	1	1050
Goldstein	20-24	F		209
Goldstein	20-24	F	0	2759
Goldstein	20-24	F	1	980
Goldstein	20-24	M		224
Goldstein	20-24	M	0	3103
Goldstein	20-24	M	1	829
Goldstein	25-34	F		447
Goldstein	25-34	F	0	6001
Goldstein	25-34	F	1	1339
Goldstein	25-34	M		490
Goldstein	25-34	M	0	5811
Goldstein	25-34	M	1	938
Goldstein	35-44	F		514
Goldstein	35-44	F	0	6965
Goldstein	35-44	F	1	2955
Goldstein	35-44	M		522
Goldstein	35-44	M	0	6612
Goldstein	35-44	M	1	1959
Goldstein	45-54	F		603
Goldstein	45-54	F	0	7958
Goldstein	45-54	F	1	3730
Goldstein	45-54	M		613
Goldstein	45-54	M	0	7408
Goldstein	45-54	M	1	3052
Goldstein	55-64	F		491
Goldstein	55-64	F	0	6815
Goldstein	55-64	F	1	2221
Goldstein	55-64	M		499
Goldstein	55-64	M	0	6313
Goldstein	55-64	M	1	2007
Goldstein	65-74	F		448
Goldstein	65-74	F	0	4955
Goldstein	65-74	F	1	1801
Goldstein	65-74	M		389
Goldstein	65-74	M	0	4545
Goldstein	65-74	M	1	1479
Goldstein	75-84	F		392
Goldstein	75-84	F	0	3049
Goldstein	75-84	F	1	859
Goldstein	75-84	M		292
Goldstein	75-84	M	0	2344
Goldstein	75-84	M	1	643
Goldstein	85+	F		444
Goldstein	85+	F	0	2675
Goldstein	85+	F	1	261
Goldstein	85+	M		189
Goldstein	85+	M	0	1386
Goldstein	85+	M	1	157
Gorton	15-19	F		493
Gorton	15-19	F	0	4835
Gorton	15-19	F	1	890
Gorton	15-19	M		548
Gorton	15-19	M	0	5264
Gorton	15-19	M	1	709
Gorton	20-24	F		563
Gorton	20-24	F	0	4851
Gorton	20-24	F	1	923
Gorton	20-24	M		579
Gorton	20-24	M	0	5307
Gorton	20-24	M	1	612
Gorton	25-34	F		1156
Gorton	25-34	F	0	12858
Gorton	25-34	F	1	1802
Gorton	25-34	M		1369
Gorton	25-34	M	0	11965
Gorton	25-34	M	1	1293
Gorton	35-44	F		1068
Gorton	35-44	F	0	12436
Gorton	35-44	F	1	2644
Gorton	35-44	M		1195
Gorton	35-44	M	0	12548
Gorton	35-44	M	1	1918
Gorton	45-54	F		869
Gorton	45-54	F	0	9843
Gorton	45-54	F	1	1662
Gorton	45-54	M		906
Gorton	45-54	M	0	9636
Gorton	45-54	M	1	1414
Gorton	55-64	F		693
Gorton	55-64	F	0	8089
Gorton	55-64	F	1	1046
Gorton	55-64	M		687
Gorton	55-64	M	0	7547
Gorton	55-64	M	1	868
Gorton	65-74	F		601
Gorton	65-74	F	0	4652
Gorton	65-74	F	1	667
Gorton	65-74	M		501
Gorton	65-74	M	0	4807
Gorton	65-74	M	1	610
Gorton	75-84	F		297
Gorton	75-84	F	0	1826
Gorton	75-84	F	1	170
Gorton	75-84	M		260
Gorton	75-84	M	0	1609
Gorton	75-84	M	1	163
Gorton	85+	F		114
Gorton	85+	F	0	725
Gorton	85+	F	1	29
Gorton	85+	M		59
Gorton	85+	M	0	375
Gorton	85+	M	1	28
Higgins	15-19	F		244
Higgins	15-19	F	0	2469
Higgins	15-19	F	1	1102
Higgins	15-19	M		250
Higgins	15-19	M	0	2481
Higgins	15-19	M	1	957
Higgins	20-24	F		488
Higgins	20-24	F	0	5171
Higgins	20-24	F	1	1716
Higgins	20-24	M		421
Higgins	20-24	M	0	4553
Higgins	20-24	M	1	1210
Higgins	25-34	F		1358
Higgins	25-34	F	0	12475
Higgins	25-34	F	1	3093
Higgins	25-34	M		1337
Higgins	25-34	M	0	12227
Higgins	25-34	M	1	2324
Higgins	35-44	F		687
Higgins	35-44	F	0	7176
Higgins	35-44	F	1	2910
Higgins	35-44	M		759
Higgins	35-44	M	0	7698
Higgins	35-44	M	1	2114
Higgins	45-54	F		537
Higgins	45-54	F	0	6215
Higgins	45-54	F	1	3037
Higgins	45-54	M		621
Higgins	45-54	M	0	6233
Higgins	45-54	M	1	2379
Higgins	55-64	F		515
Higgins	55-64	F	0	5572
Higgins	55-64	F	1	2010
Higgins	55-64	M		472
Higgins	55-64	M	0	5029
Higgins	55-64	M	1	1723
Higgins	65-74	F		443
Higgins	65-74	F	0	4315
Higgins	65-74	F	1	1556
Higgins	65-74	M		400
Higgins	65-74	M	0	3782
Higgins	65-74	M	1	1241
Higgins	75-84	F		453
Higgins	75-84	F	0	2887
Higgins	75-84	F	1	723
Higgins	75-84	M		348
Higgins	75-84	M	0	2198
Higgins	75-84	M	1	598
Higgins	85+	F		323
Higgins	85+	F	0	1778
Higgins	85+	F	1	172
Higgins	85+	M		140
Higgins	85+	M	0	1030
Higgins	85+	M	1	130
Holt	15-19	F		475
Holt	15-19	F	0	4966
Holt	15-19	F	1	916
Holt	15-19	M		546
Holt	15-19	M	0	5585
Holt	15-19	M	1	782
Holt	20-24	F		438
Holt	20-24	F	0	5297
Holt	20-24	F	1	1059
Holt	20-24	M		549
Holt	20-24	M	0	6061
Holt	20-24	M	1	819
Holt	25-34	F		1015
Holt	25-34	F	0	13842
Holt	25-34	F	1	1996
Holt	25-34	M		1090
Holt	25-34	M	0	13190
Holt	25-34	M	1	1518
Holt	35-44	F		799
Holt	35-44	F	0	11384
Holt	35-44	F	1	2467
Holt	35-44	M		944
Holt	35-44	M	0	12418
Holt	35-44	M	1	1945
Holt	45-54	F		760
Holt	45-54	F	0	9917
Holt	45-54	F	1	1837
Holt	45-54	M		776
Holt	45-54	M	0	9956
Holt	45-54	M	1	1636
Holt	55-64	F		654
Holt	55-64	F	0	8073
Holt	55-64	F	1	1285
Holt	55-64	M		638
Holt	55-64	M	0	7893
Holt	55-64	M	1	1127
Holt	65-74	F		553
Holt	65-74	F	0	4674
Holt	65-74	F	1	769
Holt	65-74	M		489
Holt	65-74	M	0	4547
Holt	65-74	M	1	665
Holt	75-84	F		389
Holt	75-84	F	0	2428
Holt	75-84	F	1	248
Holt	75-84	M		347
Holt	75-84	M	0	1980
Holt	75-84	M	1	213
Holt	85+	F		172
Holt	85+	F	0	1149
Holt	85+	F	1	36
Holt	85+	M		104
Holt	85+	M	0	625
Holt	85+	M	1	22
Hotham	15-19	F		248
Hotham	15-19	F	0	3137
Hotham	15-19	F	1	819
Hotham	15-19	M		281
Hotham	15-19	M	0	3452
Hotham	15-19	M	1	726
Hotham	20-24	F		272
Hotham	20-24	F	0	3666
Hotham	20-24	F	1	926
Hotham	20-24	M		360
Hotham	20-24	M	0	4495
Hotham	20-24	M	1	782
Hotham	25-34	F		574
Hotham	25-34	F	0	8930
Hotham	25-34	F	1	1435
Hotham	25-34	M		630
Hotham	25-34	M	0	9149
Hotham	25-34	M	1	1191
Hotham	35-44	F		519
Hotham	35-44	F	0	8203
Hotham	35-44	F	1	2211
Hotham	35-44	M		554
Hotham	35-44	M	0	8299
Hotham	35-44	M	1	1659
Hotham	45-54	F		486
Hotham	45-54	F	0	7959
Hotham	45-54	F	1	1973
Hotham	45-54	M		512
Hotham	45-54	M	0	7630
Hotham	45-54	M	1	1685
Hotham	55-64	F		426
Hotham	55-64	F	0	6864
Hotham	55-64	F	1	1264
Hotham	55-64	M		429
Hotham	55-64	M	0	6563
Hotham	55-64	M	1	1089
Hotham	65-74	F		463
Hotham	65-74	F	0	5151
Hotham	65-74	F	1	1079
Hotham	65-74	M		417
Hotham	65-74	M	0	4513
Hotham	65-74	M	1	860
Hotham	75-84	F		516
Hotham	75-84	F	0	3523
Hotham	75-84	F	1	583
Hotham	75-84	M		367
Hotham	75-84	M	0	2858
Hotham	75-84	M	1	447
Hotham	85+	F		450
Hotham	85+	F	0	1951
Hotham	85+	F	1	159
Hotham	85+	M		207
Hotham	85+	M	0	1279
Hotham	85+	M	1	108
Indi	15-19	F		502
Indi	15-19	F	0	2379
Indi	15-19	F	1	1140
Indi	15-19	M		534
Indi	15-19	M	0	2811
Indi	15-19	M	1	981
Indi	20-24	F		274
Indi	20-24	F	0	2278
Indi	20-24	F	1	633
Indi	20-24	M		334
Indi	20-24	M	0	2722
Indi	20-24	M	1	617
Indi	25-34	F		523
Indi	25-34	F	0	5184
Indi	25-34	F	1	1563
Indi	25-34	M		614
Indi	25-34	M	0	4968
Indi	25-34	M	1	1184
Indi	35-44	F		613
Indi	35-44	F	0	4903
Indi	35-44	F	1	2875
Indi	35-44	M		695
Indi	35-44	M	0	4984
Indi	35-44	M	1	2047
Indi	45-54	F		741
Indi	45-54	F	0	6053
Indi	45-54	F	1	3156
Indi	45-54	M		771
Indi	45-54	M	0	5842
Indi	45-54	M	1	2775
Indi	55-64	F		829
Indi	55-64	F	0	6753
Indi	55-64	F	1	3106
Indi	55-64	M		895
Indi	55-64	M	0	6592
Indi	55-64	M	1	2785
Indi	65-74	F		836
Indi	65-74	F	0	4911
Indi	65-74	F	1	2762
Indi	65-74	M		865
Indi	65-74	M	0	5222
Indi	65-74	M	1	2507
Indi	75-84	F		663
Indi	75-84	F	0	2737
Indi	75-84	F	1	1082
Indi	75-84	M		574
Indi	75-84	M	0	2570
Indi	75-84	M	1	881
Indi	85+	F		469
Indi	85+	F	0	1646
Indi	85+	F	1	230
Indi	85+	M		283
Indi	85+	M	0	970
Indi	85+	M	1	150
Isaacs	15-19	F		298
Isaacs	15-19	F	0	3365
Isaacs	15-19	F	1	893
Isaacs	15-19	M		335
Isaacs	15-19	M	0	3784
Isaacs	15-19	M	1	668
Isaacs	20-24	F		253
Isaacs	20-24	F	0	3570
Isaacs	20-24	F	1	827
Isaacs	20-24	M		324
Isaacs	20-24	M	0	4130
Isaacs	20-24	M	1	708
Isaacs	25-34	F		641
Isaacs	25-34	F	0	9143
Isaacs	25-34	F	1	1534
Isaacs	25-34	M		682
Isaacs	25-34	M	0	8955
Isaacs	25-34	M	1	1145
Isaacs	35-44	F		653
Isaacs	35-44	F	0	8983
Isaacs	35-44	F	1	2578
Isaacs	35-44	M		692
Isaacs	35-44	M	0	9213
Isaacs	35-44	M	1	1779
Isaacs	45-54	F		562
Isaacs	45-54	F	0	8554
Isaacs	45-54	F	1	2231
Isaacs	45-54	M		650
Isaacs	45-54	M	0	8375
Isaacs	45-54	M	1	1936
Isaacs	55-64	F		542
Isaacs	55-64	F	0	7068
Isaacs	55-64	F	1	1431
Isaacs	55-64	M		539
Isaacs	55-64	M	0	6819
Isaacs	55-64	M	1	1246
Isaacs	65-74	F		566
Isaacs	65-74	F	0	4958
Isaacs	65-74	F	1	1225
Isaacs	65-74	M		489
Isaacs	65-74	M	0	4559
Isaacs	65-74	M	1	900
Isaacs	75-84	F		534
Isaacs	75-84	F	0	2898
Isaacs	75-84	F	1	530
Isaacs	75-84	M		397
Isaacs	75-84	M	0	2245
Isaacs	75-84	M	1	417
Isaacs	85+	F		437
Isaacs	85+	F	0	1668
Isaacs	85+	F	1	116
Isaacs	85+	M		215
Isaacs	85+	M	0	933
Isaacs	85+	M	1	94
Jagajaga	15-19	F		235
Jagajaga	15-19	F	0	2770
Jagajaga	15-19	F	1	1039
Jagajaga	15-19	M		260
Jagajaga	15-19	M	0	3220
Jagajaga	15-19	M	1	851
Jagajaga	20-24	F		197
Jagajaga	20-24	F	0	2960
Jagajaga	20-24	F	1	996
Jagajaga	20-24	M		229
Jagajaga	20-24	M	0	3431
Jagajaga	20-24	M	1	706
Jagajaga	25-34	F		449
Jagajaga	25-34	F	0	6810
Jagajaga	25-34	F	1	1614
Jagajaga	25-34	M		465
Jagajaga	25-34	M	0	6817
Jagajaga	25-34	M	1	1283
Jagajaga	35-44	F		421
Jagajaga	35-44	F	0	6883
Jagajaga	35-44	F	1	2990
Jagajaga	35-44	M		474
Jagajaga	35-44	M	0	7164
Jagajaga	35-44	M	1	1944
Jagajaga	45-54	F		460
Jagajaga	45-54	F	0	6958
Jagajaga	45-54	F	1	2895
Jagajaga	45-54	M		530
Jagajaga	45-54	M	0	6625
Jagajaga	45-54	M	1	2323
Jagajaga	55-64	F		411
Jagajaga	55-64	F	0	6908
Jagajaga	55-64	F	1	2027
Jagajaga	55-64	M		421
Jagajaga	55-64	M	0	6355
Jagajaga	55-64	M	1	1731
Jagajaga	65-74	F		453
Jagajaga	65-74	F	0	4644
Jagajaga	65-74	F	1	1713
Jagajaga	65-74	M		369
Jagajaga	65-74	M	0	4462
Jagajaga	65-74	M	1	1407
Jagajaga	75-84	F		445
Jagajaga	75-84	F	0	2716
Jagajaga	75-84	F	1	700
Jagajaga	75-84	M		301
Jagajaga	75-84	M	0	2178
Jagajaga	75-84	M	1	560
Jagajaga	85+	F		381
Jagajaga	85+	F	0	1615
Jagajaga	85+	F	1	141
Jagajaga	85+	M		188
Jagajaga	85+	M	0	928
Jagajaga	85+	M	1	107
Kooyong	15-19	F		263
Kooyong	15-19	F	0	3254
Kooyong	15-19	F	1	1671
Kooyong	15-19	M		270
Kooyong	15-19	M	0	3468
Kooyong	15-19	M	1	1464
Kooyong	20-24	F		298
Kooyong	20-24	F	0	3951
Kooyong	20-24	F	1	1626
Kooyong	20-24	M		331
Kooyong	20-24	M	0	4379
Kooyong	20-24	M	1	1364
Kooyong	25-34	F		615
Kooyong	25-34	F	0	7634
Kooyong	25-34	F	1	2081
Kooyong	25-34	M		653
Kooyong	25-34	M	0	7677
Kooyong	25-34	M	1	1688
Kooyong	35-44	F		479
Kooyong	35-44	F	0	6220
Kooyong	35-44	F	1	2879
Kooyong	35-44	M		459
Kooyong	35-44	M	0	5865
Kooyong	35-44	M	1	1848
Kooyong	45-54	F		491
Kooyong	45-54	F	0	6933
Kooyong	45-54	F	1	3573
Kooyong	45-54	M		536
Kooyong	45-54	M	0	6210
Kooyong	45-54	M	1	2830
Kooyong	55-64	F		424
Kooyong	55-64	F	0	5842
Kooyong	55-64	F	1	2345
Kooyong	55-64	M		392
Kooyong	55-64	M	0	5334
Kooyong	55-64	M	1	2024
Kooyong	65-74	F		428
Kooyong	65-74	F	0	4329
Kooyong	65-74	F	1	1845
Kooyong	65-74	M		326
Kooyong	65-74	M	0	3729
Kooyong	65-74	M	1	1613
Kooyong	75-84	F		362
Kooyong	75-84	F	0	2760
Kooyong	75-84	F	1	944
Kooyong	75-84	M		251
Kooyong	75-84	M	0	2136
Kooyong	75-84	M	1	724
Kooyong	85+	F		300
Kooyong	85+	F	0	2331
Kooyong	85+	F	1	241
Kooyong	85+	M		155
Kooyong	85+	M	0	1143
Kooyong	85+	M	1	205
La Trobe	15-19	F		323
La Trobe	15-19	F	0	3983
La Trobe	15-19	F	1	1216
La Trobe	15-19	M		364
La Trobe	15-19	M	0	4762
La Trobe	15-19	M	1	917
La Trobe	20-24	F		225
La Trobe	20-24	F	0	3601
La Trobe	20-24	F	1	975
La Trobe	20-24	M		240
La Trobe	20-24	M	0	4063
La Trobe	20-24	M	1	710
La Trobe	25-34	F		483
La Trobe	25-34	F	0	7464
La Trobe	25-34	F	1	1540
La Trobe	25-34	M		465
La Trobe	25-34	M	0	7320
La Trobe	25-34	M	1	1111
La Trobe	35-44	F		499
La Trobe	35-44	F	0	8412
La Trobe	35-44	F	1	3275
La Trobe	35-44	M		540
La Trobe	35-44	M	0	8352
La Trobe	35-44	M	1	2243
La Trobe	45-54	F		571
La Trobe	45-54	F	0	8714
La Trobe	45-54	F	1	2796
La Trobe	45-54	M		578
La Trobe	45-54	M	0	8694
La Trobe	45-54	M	1	2459
La Trobe	55-64	F		437
La Trobe	55-64	F	0	6873
La Trobe	55-64	F	1	1817
La Trobe	55-64	M		473
La Trobe	55-64	M	0	6822
La Trobe	55-64	M	1	1605
La Trobe	65-74	F		411
La Trobe	65-74	F	0	4139
La Trobe	65-74	F	1	1301
La Trobe	65-74	M		378
La Trobe	65-74	M	0	4024
La Trobe	65-74	M	1	1154
