CED_NAME16	Age	UsualResidence	persons
Kingsford Smith	35-44	Visitor from NT	7
Kingsford Smith	35-44	Visitor from QLD	90
Kingsford Smith	35-44	Visitor from SA	23
Kingsford Smith	35-44	Visitor from TAS	17
Kingsford Smith	35-44	Visitor from VIC	72
Kingsford Smith	35-44	Visitor from WA	51
Kingsford Smith	35-44	Visitor same SA2	27
Kingsford Smith	45-54	Home	20661
Kingsford Smith	45-54	Visitor from ACT	26
Kingsford Smith	45-54	Visitor from NSW	618
Kingsford Smith	45-54	Visitor from NT	6
Kingsford Smith	45-54	Visitor from QLD	91
Kingsford Smith	45-54	Visitor from SA	47
Kingsford Smith	45-54	Visitor from TAS	14
Kingsford Smith	45-54	Visitor from VIC	137
Kingsford Smith	45-54	Visitor from WA	45
Kingsford Smith	45-54	Visitor same SA2	17
Kingsford Smith	55-64	Home	15849
Kingsford Smith	55-64	Visitor from ACT	33
Kingsford Smith	55-64	Visitor from NSW	629
Kingsford Smith	55-64	Visitor from NT	6
Kingsford Smith	55-64	Visitor from QLD	83
Kingsford Smith	55-64	Visitor from SA	25
Kingsford Smith	55-64	Visitor from TAS	13
Kingsford Smith	55-64	Visitor from VIC	84
Kingsford Smith	55-64	Visitor from WA	35
Kingsford Smith	55-64	Visitor same SA2	18
Kingsford Smith	65-74	Home	11802
Kingsford Smith	65-74	Visitor from ACT	19
Kingsford Smith	65-74	Visitor from NSW	450
Kingsford Smith	65-74	Visitor from NT	7
Kingsford Smith	65-74	Visitor from QLD	53
Kingsford Smith	65-74	Visitor from SA	12
Kingsford Smith	65-74	Visitor from TAS	10
Kingsford Smith	65-74	Visitor from VIC	33
Kingsford Smith	65-74	Visitor from WA	17
Kingsford Smith	65-74	Visitor same SA2	19
Kingsford Smith	75-84	Home	7298
Kingsford Smith	75-84	Visitor from ACT	5
Kingsford Smith	75-84	Visitor from NSW	247
Kingsford Smith	75-84	Visitor from QLD	10
Kingsford Smith	75-84	Visitor from VIC	19
Kingsford Smith	75-84	Visitor from WA	5
Kingsford Smith	75-84	Visitor same SA2	10
Kingsford Smith	85+	Home	3329
Kingsford Smith	85+	Visitor from NSW	186
Kingsford Smith	85+	Visitor from QLD	3
Kingsford Smith	85+	Visitor same SA2	11
Lindsay	0-14	Home	34590
Lindsay	0-14	Visitor from NSW	634
Lindsay	0-14	Visitor from QLD	19
Lindsay	0-14	Visitor from VIC	6
Lindsay	0-14	Visitor from WA	3
Lindsay	0-14	Visitor same SA2	32
Lindsay	15-24	Home	21748
Lindsay	15-24	Visitor from ACT	15
Lindsay	15-24	Visitor from NSW	855
Lindsay	15-24	Visitor from NT	3
Lindsay	15-24	Visitor from QLD	33
Lindsay	15-24	Visitor from SA	10
Lindsay	15-24	Visitor from VIC	6
Lindsay	15-24	Visitor from WA	4
Lindsay	15-24	Visitor same SA2	31
Lindsay	25-34	Home	25035
Lindsay	25-34	Visitor from ACT	9
Lindsay	25-34	Visitor from NSW	825
Lindsay	25-34	Visitor from QLD	42
Lindsay	25-34	Visitor from SA	5
Lindsay	25-34	Visitor from TAS	3
Lindsay	25-34	Visitor from VIC	21
Lindsay	25-34	Visitor from WA	10
Lindsay	25-34	Visitor same SA2	24
Lindsay	35-44	Home	22910
Lindsay	35-44	Visitor from ACT	4
Lindsay	35-44	Visitor from NSW	543
Lindsay	35-44	Visitor from NT	3
Lindsay	35-44	Visitor from QLD	9
Lindsay	35-44	Visitor from VIC	19
Lindsay	35-44	Visitor from WA	6
Lindsay	35-44	Visitor same SA2	20
Lindsay	45-54	Home	19934
Lindsay	45-54	Visitor from ACT	11
Lindsay	45-54	Visitor from NSW	423
Lindsay	45-54	Visitor from QLD	40
Lindsay	45-54	Visitor from SA	7
Lindsay	45-54	Visitor from VIC	15
Lindsay	45-54	Visitor from WA	7
Lindsay	45-54	Visitor same SA2	20
Lindsay	55-64	Home	17436
Lindsay	55-64	Visitor from ACT	4
Lindsay	55-64	Visitor from NSW	378
Lindsay	55-64	Visitor from QLD	37
Lindsay	55-64	Visitor from SA	6
Lindsay	55-64	Visitor from TAS	3
Lindsay	55-64	Visitor from VIC	20
Lindsay	55-64	Visitor from WA	7
Lindsay	55-64	Visitor same SA2	7
Lindsay	65-74	Home	11970
Lindsay	65-74	Visitor from NSW	346
Lindsay	65-74	Visitor from QLD	20
Lindsay	65-74	Visitor from TAS	4
Lindsay	65-74	Visitor from VIC	5
Lindsay	65-74	Visitor from WA	3
Lindsay	65-74	Visitor same SA2	9
Lindsay	75-84	Home	5262
Lindsay	75-84	Visitor from NSW	228
Lindsay	75-84	Visitor from QLD	15
Lindsay	75-84	Visitor from VIC	8
Lindsay	75-84	Visitor from WA	4
Lindsay	75-84	Visitor same SA2	8
Lindsay	85+	Home	2011
Lindsay	85+	Visitor from NSW	111
Lindsay	85+	Visitor from QLD	9
Lindsay	85+	Visitor same SA2	3
Lyne	0-14	Home	23307
Lyne	0-14	Visitor from ACT	5
Lyne	0-14	Visitor from NSW	534
Lyne	0-14	Visitor from QLD	31
Lyne	0-14	Visitor from VIC	21
Lyne	0-14	Visitor from WA	3
Lyne	0-14	Visitor same SA2	34
Lyne	15-24	Home	12841
Lyne	15-24	Visitor from ACT	7
Lyne	15-24	Visitor from NSW	825
Lyne	15-24	Visitor from NT	3
Lyne	15-24	Visitor from QLD	55
Lyne	15-24	Visitor from VIC	15
Lyne	15-24	Visitor from WA	4
Lyne	15-24	Visitor same SA2	47
Lyne	25-34	Home	10385
Lyne	25-34	Visitor from ACT	7
Lyne	25-34	Visitor from NSW	680
Lyne	25-34	Visitor from NT	4
Lyne	25-34	Visitor from QLD	52
Lyne	25-34	Visitor from VIC	32
Lyne	25-34	Visitor from WA	9
Lyne	25-34	Visitor same SA2	29
Lyne	35-44	Home	13426
Lyne	35-44	Visitor from ACT	3
Lyne	35-44	Visitor from NSW	541
Lyne	35-44	Visitor from NT	3
Lyne	35-44	Visitor from QLD	38
Lyne	35-44	Visitor from SA	3
Lyne	35-44	Visitor from VIC	26
Lyne	35-44	Visitor from WA	3
Lyne	35-44	Visitor same SA2	19
Lyne	45-54	Home	18122
Lyne	45-54	Visitor from ACT	9
Lyne	45-54	Visitor from NSW	644
Lyne	45-54	Visitor from NT	4
Lyne	45-54	Visitor from QLD	62
Lyne	45-54	Visitor from SA	9
Lyne	45-54	Visitor from VIC	37
Lyne	45-54	Visitor from WA	10
Lyne	45-54	Visitor same SA2	33
Lyne	55-64	Home	21349
Lyne	55-64	Visitor from ACT	16
Lyne	55-64	Visitor from NSW	939
Lyne	55-64	Visitor from NT	10
Lyne	55-64	Visitor from QLD	100
Lyne	55-64	Visitor from SA	21
Lyne	55-64	Visitor from TAS	24
Lyne	55-64	Visitor from VIC	148
Lyne	55-64	Visitor from WA	11
Lyne	55-64	Visitor same SA2	31
Lyne	65-74	Home	21062
Lyne	65-74	Visitor from ACT	16
Lyne	65-74	Visitor from NSW	1017
Lyne	65-74	Visitor from QLD	67
Lyne	65-74	Visitor from SA	31
Lyne	65-74	Visitor from TAS	23
Lyne	65-74	Visitor from VIC	213
Lyne	65-74	Visitor from WA	8
Lyne	65-74	Visitor same SA2	44
Lyne	75-84	Home	11603
Lyne	75-84	Visitor from ACT	22
Lyne	75-84	Visitor from NSW	432
Lyne	75-84	Visitor from QLD	25
Lyne	75-84	Visitor from SA	16
Lyne	75-84	Visitor from TAS	8
Lyne	75-84	Visitor from VIC	74
Lyne	75-84	Visitor from WA	3
Lyne	75-84	Visitor same SA2	23
Lyne	85+	Home	4580
Lyne	85+	Visitor from NSW	206
Lyne	85+	Visitor from QLD	3
Lyne	85+	Visitor from SA	4
Lyne	85+	Visitor from VIC	4
Lyne	85+	Visitor same SA2	7
Macarthur	0-14	Home	35230
Macarthur	0-14	Visitor from NSW	561
Macarthur	0-14	Visitor from QLD	5
Macarthur	0-14	Visitor from VIC	10
Macarthur	0-14	Visitor from WA	4
Macarthur	0-14	Visitor same SA2	42
Macarthur	15-24	Home	21793
Macarthur	15-24	Visitor from ACT	9
Macarthur	15-24	Visitor from NSW	795
Macarthur	15-24	Visitor from NT	3
Macarthur	15-24	Visitor from QLD	16
Macarthur	15-24	Visitor from SA	3
Macarthur	15-24	Visitor from VIC	8
Macarthur	15-24	Visitor from WA	7
Macarthur	15-24	Visitor same SA2	47
Macarthur	25-34	Home	23828
Macarthur	25-34	Visitor from ACT	4
Macarthur	25-34	Visitor from NSW	833
Macarthur	25-34	Visitor from NT	7
Macarthur	25-34	Visitor from QLD	21
Macarthur	25-34	Visitor from SA	10
Macarthur	25-34	Visitor from VIC	23
Macarthur	25-34	Visitor from WA	3
Macarthur	25-34	Visitor same SA2	19
Macarthur	35-44	Home	21595
Macarthur	35-44	Visitor from ACT	8
Macarthur	35-44	Visitor from NSW	527
Macarthur	35-44	Visitor from QLD	18
Macarthur	35-44	Visitor from SA	5
Macarthur	35-44	Visitor from VIC	19
Macarthur	35-44	Visitor from WA	9
Macarthur	35-44	Visitor same SA2	24
Macarthur	45-54	Home	19385
Macarthur	45-54	Visitor from ACT	7
Macarthur	45-54	Visitor from NSW	440
Macarthur	45-54	Visitor from QLD	33
Macarthur	45-54	Visitor from SA	7
Macarthur	45-54	Visitor from VIC	23
Macarthur	45-54	Visitor from WA	11
Macarthur	45-54	Visitor same SA2	13
Macarthur	55-64	Home	17789
Macarthur	55-64	Visitor from ACT	3
Macarthur	55-64	Visitor from NSW	434
Macarthur	55-64	Visitor from QLD	33
Macarthur	55-64	Visitor from SA	10
Macarthur	55-64	Visitor from VIC	9
Macarthur	55-64	Visitor from WA	10
Macarthur	55-64	Visitor same SA2	17
Macarthur	65-74	Home	11324
Macarthur	65-74	Visitor from NSW	327
Macarthur	65-74	Visitor from QLD	12
Macarthur	65-74	Visitor from SA	3
Macarthur	65-74	Visitor from TAS	3
Macarthur	65-74	Visitor from VIC	10
Macarthur	65-74	Visitor from WA	4
Macarthur	65-74	Visitor same SA2	11
Macarthur	75-84	Home	4469
Macarthur	75-84	Visitor from NSW	194
Macarthur	75-84	Visitor from QLD	5
Macarthur	75-84	Visitor from SA	3
Macarthur	75-84	Visitor from VIC	5
Macarthur	75-84	Visitor same SA2	7
Macarthur	85+	Home	1368
Macarthur	85+	Visitor from NSW	101
Macarthur	85+	Visitor same SA2	3
Mackellar	0-14	Home	28225
Mackellar	0-14	Visitor from NSW	345
Mackellar	0-14	Visitor from QLD	3
Mackellar	0-14	Visitor from TAS	3
Mackellar	0-14	Visitor from VIC	16
Mackellar	0-14	Visitor from WA	6
Mackellar	0-14	Visitor same SA2	9
Mackellar	15-24	Home	15759
Mackellar	15-24	Visitor from ACT	3
Mackellar	15-24	Visitor from NSW	399
Mackellar	15-24	Visitor from QLD	5
Mackellar	15-24	Visitor from SA	13
Mackellar	15-24	Visitor from VIC	15
Mackellar	15-24	Visitor from WA	8
Mackellar	15-24	Visitor same SA2	10
Mackellar	25-34	Home	14044
Mackellar	25-34	Visitor from ACT	4
Mackellar	25-34	Visitor from NSW	521
Mackellar	25-34	Visitor from QLD	16
Mackellar	25-34	Visitor from SA	4
Mackellar	25-34	Visitor from TAS	3
Mackellar	25-34	Visitor from VIC	28
Mackellar	25-34	Visitor from WA	9
Mackellar	25-34	Visitor same SA2	15
Mackellar	35-44	Home	19987
Mackellar	35-44	Visitor from ACT	3
Mackellar	35-44	Visitor from NSW	338
Mackellar	35-44	Visitor from QLD	27
Mackellar	35-44	Visitor from SA	5
Mackellar	35-44	Visitor from TAS	3
Mackellar	35-44	Visitor from VIC	19
Mackellar	35-44	Visitor from WA	11
Mackellar	35-44	Visitor same SA2	15
Mackellar	45-54	Home	21076
Mackellar	45-54	Visitor from NSW	333
Mackellar	45-54	Visitor from NT	3
Mackellar	45-54	Visitor from QLD	48
Mackellar	45-54	Visitor from SA	9
Mackellar	45-54	Visitor from VIC	24
Mackellar	45-54	Visitor from WA	4
Mackellar	45-54	Visitor same SA2	22
Mackellar	55-64	Home	16803
Mackellar	55-64	Visitor from ACT	5
Mackellar	55-64	Visitor from NSW	347
Mackellar	55-64	Visitor from QLD	29
Mackellar	55-64	Visitor from SA	8
Mackellar	55-64	Visitor from TAS	3
Mackellar	55-64	Visitor from VIC	27
Mackellar	55-64	Visitor from WA	7
Mackellar	55-64	Visitor same SA2	21
Mackellar	65-74	Home	13757
Mackellar	65-74	Visitor from ACT	4
Mackellar	65-74	Visitor from NSW	288
Mackellar	65-74	Visitor from QLD	36
Mackellar	65-74	Visitor from SA	6
Mackellar	65-74	Visitor from TAS	4
Mackellar	65-74	Visitor from VIC	24
Mackellar	65-74	Visitor from WA	9
Mackellar	65-74	Visitor same SA2	12
Mackellar	75-84	Home	8221
Mackellar	75-84	Visitor from NSW	172
Mackellar	75-84	Visitor from QLD	14
Mackellar	75-84	Visitor from VIC	15
Mackellar	75-84	Visitor from WA	5
Mackellar	75-84	Visitor same SA2	11
Mackellar	85+	Home	4397
Mackellar	85+	Visitor from ACT	4
Mackellar	85+	Visitor from NSW	142
Mackellar	85+	Visitor from QLD	5
Mackellar	85+	Visitor from VIC	3
Mackellar	85+	Visitor same SA2	11
Macquarie	0-14	Home	26343
Macquarie	0-14	Visitor from NSW	399
Macquarie	0-14	Visitor from QLD	29
Macquarie	0-14	Visitor from VIC	11
Macquarie	0-14	Visitor same SA2	16
Macquarie	15-24	Home	16488
Macquarie	15-24	Visitor from ACT	10
Macquarie	15-24	Visitor from NSW	677
Macquarie	15-24	Visitor from NT	3
Macquarie	15-24	Visitor from QLD	36
Macquarie	15-24	Visitor from SA	3
Macquarie	15-24	Visitor from VIC	10
Macquarie	15-24	Visitor same SA2	27
Macquarie	25-34	Home	14203
Macquarie	25-34	Visitor from ACT	7
Macquarie	25-34	Visitor from NSW	675
Macquarie	25-34	Visitor from NT	8
Macquarie	25-34	Visitor from QLD	51
Macquarie	25-34	Visitor from SA	13
Macquarie	25-34	Visitor from VIC	22
Macquarie	25-34	Visitor from WA	31
Macquarie	25-34	Visitor same SA2	17
Macquarie	35-44	Home	17139
Macquarie	35-44	Visitor from ACT	7
Macquarie	35-44	Visitor from NSW	454
Macquarie	35-44	Visitor from NT	7
Macquarie	35-44	Visitor from QLD	47
Macquarie	35-44	Visitor from SA	19
Macquarie	35-44	Visitor from VIC	17
Macquarie	35-44	Visitor from WA	12
Macquarie	35-44	Visitor same SA2	8
Macquarie	45-54	Home	19709
Macquarie	45-54	Visitor from ACT	9
Macquarie	45-54	Visitor from NSW	481
Macquarie	45-54	Visitor from QLD	42
Macquarie	45-54	Visitor from SA	13
Macquarie	45-54	Visitor from VIC	43
Macquarie	45-54	Visitor from WA	13
Macquarie	45-54	Visitor same SA2	28
Macquarie	55-64	Home	18589
Macquarie	55-64	Visitor from ACT	14
Macquarie	55-64	Visitor from NSW	541
Macquarie	55-64	Visitor from QLD	58
Macquarie	55-64	Visitor from SA	19
Macquarie	55-64	Visitor from TAS	13
Macquarie	55-64	Visitor from VIC	35
Macquarie	55-64	Visitor from WA	13
Macquarie	55-64	Visitor same SA2	18
Macquarie	65-74	Home	13904
Macquarie	65-74	Visitor from ACT	8
Macquarie	65-74	Visitor from NSW	497
Macquarie	65-74	Visitor from QLD	52
Macquarie	65-74	Visitor from SA	3
Macquarie	65-74	Visitor from TAS	11
Macquarie	65-74	Visitor from VIC	23
Macquarie	65-74	Visitor from WA	3
Macquarie	65-74	Visitor same SA2	18
Macquarie	75-84	Home	6406
Macquarie	75-84	Visitor from NSW	234
Macquarie	75-84	Visitor from QLD	5
Macquarie	75-84	Visitor from VIC	6
Macquarie	75-84	Visitor from WA	3
Macquarie	75-84	Visitor same SA2	13
Macquarie	85+	Home	2471
Macquarie	85+	Visitor from NSW	118
Macquarie	85+	Visitor same SA2	10
McMahon	0-14	Home	33857
McMahon	0-14	Visitor from NSW	448
McMahon	0-14	Visitor from QLD	15
McMahon	0-14	Visitor from VIC	9
McMahon	0-14	Visitor same SA2	41
McMahon	15-24	Home	22284
McMahon	15-24	Visitor from NSW	518
McMahon	15-24	Visitor from QLD	12
McMahon	15-24	Visitor from SA	3
McMahon	15-24	Visitor from VIC	15
McMahon	15-24	Visitor same SA2	27
McMahon	25-34	Home	24109
McMahon	25-34	Visitor from ACT	4
McMahon	25-34	Visitor from NSW	696
McMahon	25-34	Visitor from QLD	26
McMahon	25-34	Visitor from SA	11
McMahon	25-34	Visitor from TAS	3
McMahon	25-34	Visitor from VIC	18
McMahon	25-34	Visitor from WA	9
McMahon	25-34	Visitor same SA2	35
McMahon	35-44	Home	21816
McMahon	35-44	Visitor from NSW	455
McMahon	35-44	Visitor from QLD	33
McMahon	35-44	Visitor from SA	5
McMahon	35-44	Visitor from TAS	3
McMahon	35-44	Visitor from VIC	29
McMahon	35-44	Visitor from WA	3
McMahon	35-44	Visitor same SA2	25
McMahon	45-54	Home	20543
McMahon	45-54	Visitor from NSW	360
McMahon	45-54	Visitor from QLD	21
McMahon	45-54	Visitor from VIC	18
McMahon	45-54	Visitor from WA	12
McMahon	45-54	Visitor same SA2	26
McMahon	55-64	Home	18016
McMahon	55-64	Visitor from ACT	9
McMahon	55-64	Visitor from NSW	337
McMahon	55-64	Visitor from QLD	24
McMahon	55-64	Visitor from SA	3
McMahon	55-64	Visitor from VIC	11
McMahon	55-64	Visitor from WA	6
McMahon	55-64	Visitor same SA2	16
McMahon	65-74	Home	11919
McMahon	65-74	Visitor from NSW	222
McMahon	65-74	Visitor from QLD	17
McMahon	65-74	Visitor from SA	3
McMahon	65-74	Visitor from TAS	3
McMahon	65-74	Visitor from VIC	7
McMahon	65-74	Visitor from WA	10
McMahon	65-74	Visitor same SA2	13
McMahon	75-84	Home	6202
McMahon	75-84	Visitor from NSW	156
McMahon	75-84	Visitor from QLD	9
McMahon	75-84	Visitor from VIC	8
McMahon	75-84	Visitor same SA2	14
McMahon	85+	Home	2348
McMahon	85+	Visitor from NSW	65
McMahon	85+	Visitor same SA2	8
Mitchell	0-14	Home	33069
Mitchell	0-14	Visitor from NSW	266
Mitchell	0-14	Visitor from NT	4
Mitchell	0-14	Visitor from QLD	9
Mitchell	0-14	Visitor from SA	3
Mitchell	0-14	Visitor from VIC	4
Mitchell	0-14	Visitor from WA	3
Mitchell	0-14	Visitor same SA2	10
Mitchell	15-24	Home	18824
Mitchell	15-24	Visitor from ACT	3
Mitchell	15-24	Visitor from NSW	368
Mitchell	15-24	Visitor from QLD	12
Mitchell	15-24	Visitor from SA	3
Mitchell	15-24	Visitor from TAS	3
Mitchell	15-24	Visitor from VIC	6
Mitchell	15-24	Visitor from WA	3
Mitchell	15-24	Visitor same SA2	7
Mitchell	25-34	Home	16253
Mitchell	25-34	Visitor from ACT	8
Mitchell	25-34	Visitor from NSW	507
Mitchell	25-34	Visitor from QLD	22
Mitchell	25-34	Visitor from SA	10
Mitchell	25-34	Visitor from VIC	51
Mitchell	25-34	Visitor from WA	6
Mitchell	25-34	Visitor same SA2	3
Mitchell	35-44	Home	23611
Mitchell	35-44	Visitor from ACT	3
Mitchell	35-44	Visitor from NSW	269
Mitchell	35-44	Visitor from NT	3
Mitchell	35-44	Visitor from QLD	34
Mitchell	35-44	Visitor from SA	4
Mitchell	35-44	Visitor from VIC	27
Mitchell	35-44	Visitor from WA	10
Mitchell	35-44	Visitor same SA2	5
Mitchell	45-54	Home	20985
Mitchell	45-54	Visitor from ACT	10
Mitchell	45-54	Visitor from NSW	285
Mitchell	45-54	Visitor from QLD	31
Mitchell	45-54	Visitor from SA	6
Mitchell	45-54	Visitor from TAS	4
Mitchell	45-54	Visitor from VIC	38
Mitchell	45-54	Visitor from WA	3
Mitchell	45-54	Visitor same SA2	7
Mitchell	55-64	Home	16477
Mitchell	55-64	Visitor from NSW	238
Mitchell	55-64	Visitor from QLD	40
Mitchell	55-64	Visitor from SA	10
Mitchell	55-64	Visitor from VIC	34
Mitchell	55-64	Visitor from WA	3
Mitchell	55-64	Visitor same SA2	8
Mitchell	65-74	Home	12376
Mitchell	65-74	Visitor from NSW	305
Mitchell	65-74	Visitor from QLD	36
Mitchell	65-74	Visitor from SA	4
Mitchell	65-74	Visitor from TAS	5
Mitchell	65-74	Visitor from VIC	15
Mitchell	65-74	Visitor from WA	6
Mitchell	65-74	Visitor same SA2	3
Mitchell	75-84	Home	5559
Mitchell	75-84	Visitor from NSW	174
Mitchell	75-84	Visitor from QLD	7
Mitchell	75-84	Visitor from TAS	3
Mitchell	75-84	Visitor from VIC	8
Mitchell	75-84	Visitor same SA2	13
Mitchell	85+	Home	2108
Mitchell	85+	Visitor from NSW	96
Mitchell	85+	Visitor from VIC	4
New England	0-14	Home	28684
New England	0-14	Visitor from ACT	6
New England	0-14	Visitor from NSW	805
New England	0-14	Visitor from NT	5
New England	0-14	Visitor from QLD	90
New England	0-14	Visitor from SA	4
New England	0-14	Visitor from VIC	8
New England	0-14	Visitor same SA2	70
New England	15-24	Home	17223
New England	15-24	Visitor from ACT	10
New England	15-24	Visitor from NSW	1671
New England	15-24	Visitor from NT	4
New England	15-24	Visitor from QLD	152
New England	15-24	Visitor from SA	13
New England	15-24	Visitor from TAS	3
New England	15-24	Visitor from VIC	42
New England	15-24	Visitor from WA	5
New England	15-24	Visitor same SA2	75
New England	25-34	Home	15766
New England	25-34	Visitor from ACT	16
New England	25-34	Visitor from NSW	986
New England	25-34	Visitor from NT	7
New England	25-34	Visitor from QLD	140
New England	25-34	Visitor from SA	23
New England	25-34	Visitor from TAS	3
New England	25-34	Visitor from VIC	50
New England	25-34	Visitor from WA	7
New England	25-34	Visitor same SA2	50
New England	35-44	Home	16294
New England	35-44	Visitor from ACT	14
New England	35-44	Visitor from NSW	663
New England	35-44	Visitor from NT	6
New England	35-44	Visitor from QLD	95
New England	35-44	Visitor from SA	3
New England	35-44	Visitor from TAS	10
New England	35-44	Visitor from VIC	27
New England	35-44	Visitor from WA	13
New England	35-44	Visitor same SA2	31
New England	45-54	Home	18600
New England	45-54	Visitor from ACT	3
New England	45-54	Visitor from NSW	697
New England	45-54	Visitor from NT	3
New England	45-54	Visitor from QLD	165
New England	45-54	Visitor from SA	18
New England	45-54	Visitor from TAS	9
New England	45-54	Visitor from VIC	38
New England	45-54	Visitor from WA	7
New England	45-54	Visitor same SA2	35
New England	55-64	Home	19377
New England	55-64	Visitor from ACT	7
New England	55-64	Visitor from NSW	889
New England	55-64	Visitor from QLD	178
New England	55-64	Visitor from SA	38
New England	55-64	Visitor from TAS	19
New England	55-64	Visitor from VIC	103
New England	55-64	Visitor from WA	19
New England	55-64	Visitor same SA2	32
New England	65-74	Home	15824
New England	65-74	Visitor from ACT	8
New England	65-74	Visitor from NSW	755
New England	65-74	Visitor from QLD	163
New England	65-74	Visitor from SA	34
New England	65-74	Visitor from TAS	22
New England	65-74	Visitor from VIC	121
New England	65-74	Visitor from WA	11
New England	65-74	Visitor same SA2	32
New England	75-84	Home	9090
New England	75-84	Visitor from ACT	9
New England	75-84	Visitor from NSW	386
New England	75-84	Visitor from QLD	30
New England	75-84	Visitor from SA	20
New England	75-84	Visitor from TAS	7
New England	75-84	Visitor from VIC	27
New England	75-84	Visitor from WA	3
New England	75-84	Visitor same SA2	21
New England	85+	Home	3584
New England	85+	Visitor from NSW	135
New England	85+	Visitor from QLD	5
New England	85+	Visitor from WA	4
New England	85+	Visitor same SA2	12
Newcastle	0-14	Home	25294
Newcastle	0-14	Visitor from NSW	554
Newcastle	0-14	Visitor from QLD	17
Newcastle	0-14	Visitor from SA	3
Newcastle	0-14	Visitor from WA	3
Newcastle	0-14	Visitor same SA2	23
Newcastle	15-24	Home	20973
Newcastle	15-24	Visitor from ACT	8
Newcastle	15-24	Visitor from NSW	1180
Newcastle	15-24	Visitor from NT	3
Newcastle	15-24	Visitor from QLD	40
Newcastle	15-24	Visitor from SA	3
Newcastle	15-24	Visitor from TAS	3
Newcastle	15-24	Visitor from VIC	21
Newcastle	15-24	Visitor from WA	8
Newcastle	15-24	Visitor same SA2	41
Newcastle	25-34	Home	21808
Newcastle	25-34	Visitor from ACT	5
Newcastle	25-34	Visitor from NSW	1082
Newcastle	25-34	Visitor from NT	9
Newcastle	25-34	Visitor from QLD	50
Newcastle	25-34	Visitor from SA	8
Newcastle	25-34	Visitor from VIC	28
Newcastle	25-34	Visitor from WA	13
Newcastle	25-34	Visitor same SA2	23
Newcastle	35-44	Home	18912
Newcastle	35-44	Visitor from ACT	3
Newcastle	35-44	Visitor from NSW	761
Newcastle	35-44	Visitor from QLD	50
Newcastle	35-44	Visitor from SA	10
Newcastle	35-44	Visitor from TAS	3
Newcastle	35-44	Visitor from VIC	46
Newcastle	35-44	Visitor from WA	19
Newcastle	35-44	Visitor same SA2	24
Newcastle	45-54	Home	18504
Newcastle	45-54	Visitor from ACT	9
Newcastle	45-54	Visitor from NSW	728
Newcastle	45-54	Visitor from NT	4
Newcastle	45-54	Visitor from QLD	64
Newcastle	45-54	Visitor from SA	15
Newcastle	45-54	Visitor from TAS	4
Newcastle	45-54	Visitor from VIC	57
Newcastle	45-54	Visitor from WA	11
Newcastle	45-54	Visitor same SA2	14
Newcastle	55-64	Home	16924
Newcastle	55-64	Visitor from ACT	20
Newcastle	55-64	Visitor from NSW	724
Newcastle	55-64	Visitor from NT	3
Newcastle	55-64	Visitor from QLD	56
Newcastle	55-64	Visitor from SA	16
Newcastle	55-64	Visitor from TAS	12
Newcastle	55-64	Visitor from VIC	42
Newcastle	55-64	Visitor from WA	19
Newcastle	55-64	Visitor same SA2	19
Newcastle	65-74	Home	11803
Newcastle	65-74	Visitor from ACT	11
Newcastle	65-74	Visitor from NSW	535
Newcastle	65-74	Visitor from QLD	41
Newcastle	65-74	Visitor from SA	13
Newcastle	65-74	Visitor from TAS	12
Newcastle	65-74	Visitor from VIC	23
Newcastle	65-74	Visitor from WA	11
Newcastle	65-74	Visitor same SA2	18
Newcastle	75-84	Home	6838
Newcastle	75-84	Visitor from NSW	346
Newcastle	75-84	Visitor from QLD	8
Newcastle	75-84	Visitor from SA	3
Newcastle	75-84	Visitor from TAS	6
Newcastle	75-84	Visitor from VIC	3
Newcastle	75-84	Visitor from WA	3
Newcastle	75-84	Visitor same SA2	17
Newcastle	85+	Home	3777
Newcastle	85+	Visitor from NSW	200
Newcastle	85+	Visitor from QLD	3
Newcastle	85+	Visitor same SA2	8
North Sydney	0-14	Home	26870
North Sydney	0-14	Visitor from NSW	430
North Sydney	0-14	Visitor from QLD	20
North Sydney	0-14	Visitor from SA	4
North Sydney	0-14	Visitor from VIC	16
North Sydney	0-14	Visitor from WA	3
North Sydney	0-14	Visitor same SA2	15
North Sydney	15-24	Home	15825
North Sydney	15-24	Visitor from ACT	16
North Sydney	15-24	Visitor from NSW	567
North Sydney	15-24	Visitor from NT	3
North Sydney	15-24	Visitor from QLD	30
North Sydney	15-24	Visitor from SA	5
North Sydney	15-24	Visitor from TAS	3
North Sydney	15-24	Visitor from VIC	23
North Sydney	15-24	Visitor from WA	7
North Sydney	15-24	Visitor same SA2	19
North Sydney	25-34	Home	27987
North Sydney	25-34	Visitor from ACT	8
North Sydney	25-34	Visitor from NSW	914
North Sydney	25-34	Visitor from QLD	66
North Sydney	25-34	Visitor from SA	9
North Sydney	25-34	Visitor from TAS	4
North Sydney	25-34	Visitor from VIC	73
North Sydney	25-34	Visitor from WA	37
North Sydney	25-34	Visitor same SA2	14
North Sydney	35-44	Home	26167
North Sydney	35-44	Visitor from ACT	21
North Sydney	35-44	Visitor from NSW	623
North Sydney	35-44	Visitor from NT	7
North Sydney	35-44	Visitor from QLD	94
North Sydney	35-44	Visitor from SA	28
North Sydney	35-44	Visitor from TAS	4
North Sydney	35-44	Visitor from VIC	86
North Sydney	35-44	Visitor from WA	33
North Sydney	35-44	Visitor same SA2	10
North Sydney	45-54	Home	20281
