CED_NAME16	Age	UsualResidence	persons
Cunningham	25-34	Visitor from WA	8
Cunningham	25-34	Visitor same SA2	21
Cunningham	35-44	Home	19027
Cunningham	35-44	Visitor from ACT	17
Cunningham	35-44	Visitor from NSW	568
Cunningham	35-44	Visitor from NT	4
Cunningham	35-44	Visitor from QLD	20
Cunningham	35-44	Visitor from SA	10
Cunningham	35-44	Visitor from TAS	3
Cunningham	35-44	Visitor from VIC	17
Cunningham	35-44	Visitor from WA	17
Cunningham	35-44	Visitor same SA2	20
Cunningham	45-54	Home	19339
Cunningham	45-54	Visitor from ACT	19
Cunningham	45-54	Visitor from NSW	551
Cunningham	45-54	Visitor from QLD	29
Cunningham	45-54	Visitor from SA	9
Cunningham	45-54	Visitor from TAS	5
Cunningham	45-54	Visitor from VIC	20
Cunningham	45-54	Visitor from WA	11
Cunningham	45-54	Visitor same SA2	20
Cunningham	55-64	Home	17402
Cunningham	55-64	Visitor from ACT	9
Cunningham	55-64	Visitor from NSW	468
Cunningham	55-64	Visitor from NT	3
Cunningham	55-64	Visitor from QLD	36
Cunningham	55-64	Visitor from SA	9
Cunningham	55-64	Visitor from TAS	13
Cunningham	55-64	Visitor from VIC	31
Cunningham	55-64	Visitor from WA	11
Cunningham	55-64	Visitor same SA2	20
Cunningham	65-74	Home	12937
Cunningham	65-74	Visitor from ACT	6
Cunningham	65-74	Visitor from NSW	438
Cunningham	65-74	Visitor from QLD	20
Cunningham	65-74	Visitor from SA	8
Cunningham	65-74	Visitor from TAS	8
Cunningham	65-74	Visitor from VIC	27
Cunningham	65-74	Visitor from WA	11
Cunningham	65-74	Visitor same SA2	22
Cunningham	75-84	Home	8439
Cunningham	75-84	Visitor from ACT	5
Cunningham	75-84	Visitor from NSW	334
Cunningham	75-84	Visitor from QLD	7
Cunningham	75-84	Visitor from TAS	8
Cunningham	75-84	Visitor from VIC	7
Cunningham	75-84	Visitor same SA2	13
Cunningham	85+	Home	3976
Cunningham	85+	Visitor from NSW	238
Cunningham	85+	Visitor from VIC	3
Cunningham	85+	Visitor same SA2	17
Dobell	0-14	Home	29248
Dobell	0-14	Visitor from ACT	13
Dobell	0-14	Visitor from NSW	544
Dobell	0-14	Visitor from QLD	30
Dobell	0-14	Visitor from VIC	14
Dobell	0-14	Visitor from WA	3
Dobell	0-14	Visitor same SA2	34
Dobell	15-24	Home	17653
Dobell	15-24	Visitor from ACT	6
Dobell	15-24	Visitor from NSW	759
Dobell	15-24	Visitor from QLD	15
Dobell	15-24	Visitor from SA	7
Dobell	15-24	Visitor from VIC	6
Dobell	15-24	Visitor from WA	3
Dobell	15-24	Visitor same SA2	26
Dobell	25-34	Home	16224
Dobell	25-34	Visitor from ACT	16
Dobell	25-34	Visitor from NSW	733
Dobell	25-34	Visitor from QLD	35
Dobell	25-34	Visitor from TAS	4
Dobell	25-34	Visitor from VIC	15
Dobell	25-34	Visitor from WA	11
Dobell	25-34	Visitor same SA2	22
Dobell	35-44	Home	18008
Dobell	35-44	Visitor from ACT	6
Dobell	35-44	Visitor from NSW	500
Dobell	35-44	Visitor from NT	3
Dobell	35-44	Visitor from QLD	30
Dobell	35-44	Visitor from VIC	14
Dobell	35-44	Visitor from WA	7
Dobell	35-44	Visitor same SA2	18
Dobell	45-54	Home	19263
Dobell	45-54	Visitor from ACT	6
Dobell	45-54	Visitor from NSW	483
Dobell	45-54	Visitor from QLD	44
Dobell	45-54	Visitor from SA	3
Dobell	45-54	Visitor from TAS	4
Dobell	45-54	Visitor from VIC	21
Dobell	45-54	Visitor from WA	4
Dobell	45-54	Visitor same SA2	28
Dobell	55-64	Home	18088
Dobell	55-64	Visitor from ACT	15
Dobell	55-64	Visitor from NSW	471
Dobell	55-64	Visitor from QLD	43
Dobell	55-64	Visitor from SA	8
Dobell	55-64	Visitor from TAS	3
Dobell	55-64	Visitor from VIC	26
Dobell	55-64	Visitor from WA	10
Dobell	55-64	Visitor same SA2	24
Dobell	65-74	Home	14882
Dobell	65-74	Visitor from ACT	7
Dobell	65-74	Visitor from NSW	413
Dobell	65-74	Visitor from NT	3
Dobell	65-74	Visitor from QLD	21
Dobell	65-74	Visitor from SA	14
Dobell	65-74	Visitor from VIC	24
Dobell	65-74	Visitor from WA	5
Dobell	65-74	Visitor same SA2	24
Dobell	75-84	Home	9136
Dobell	75-84	Visitor from NSW	250
Dobell	75-84	Visitor from QLD	9
Dobell	75-84	Visitor from VIC	9
Dobell	75-84	Visitor same SA2	9
Dobell	85+	Home	4602
Dobell	85+	Visitor from NSW	164
Dobell	85+	Visitor from QLD	3
Dobell	85+	Visitor from TAS	3
Dobell	85+	Visitor same SA2	7
Eden-Monaro	0-14	Home	25925
Eden-Monaro	0-14	Visitor from ACT	214
Eden-Monaro	0-14	Visitor from NSW	1983
Eden-Monaro	0-14	Visitor from NT	7
Eden-Monaro	0-14	Visitor from QLD	503
Eden-Monaro	0-14	Visitor from SA	28
Eden-Monaro	0-14	Visitor from TAS	13
Eden-Monaro	0-14	Visitor from VIC	112
Eden-Monaro	0-14	Visitor from WA	25
Eden-Monaro	0-14	Visitor same SA2	42
Eden-Monaro	15-24	Home	14474
Eden-Monaro	15-24	Visitor from ACT	262
Eden-Monaro	15-24	Visitor from NSW	1753
Eden-Monaro	15-24	Visitor from NT	14
Eden-Monaro	15-24	Visitor from QLD	357
Eden-Monaro	15-24	Visitor from SA	61
Eden-Monaro	15-24	Visitor from TAS	30
Eden-Monaro	15-24	Visitor from VIC	145
Eden-Monaro	15-24	Visitor from WA	35
Eden-Monaro	15-24	Visitor same SA2	34
Eden-Monaro	25-34	Home	14708
Eden-Monaro	25-34	Visitor from ACT	292
Eden-Monaro	25-34	Visitor from NSW	2091
Eden-Monaro	25-34	Visitor from NT	11
Eden-Monaro	25-34	Visitor from QLD	347
Eden-Monaro	25-34	Visitor from SA	70
Eden-Monaro	25-34	Visitor from TAS	17
Eden-Monaro	25-34	Visitor from VIC	208
Eden-Monaro	25-34	Visitor from WA	57
Eden-Monaro	25-34	Visitor same SA2	27
Eden-Monaro	35-44	Home	16964
Eden-Monaro	35-44	Visitor from ACT	242
Eden-Monaro	35-44	Visitor from NSW	2034
Eden-Monaro	35-44	Visitor from NT	3
Eden-Monaro	35-44	Visitor from QLD	466
Eden-Monaro	35-44	Visitor from SA	37
Eden-Monaro	35-44	Visitor from TAS	16
Eden-Monaro	35-44	Visitor from VIC	164
Eden-Monaro	35-44	Visitor from WA	41
Eden-Monaro	35-44	Visitor same SA2	22
Eden-Monaro	45-54	Home	20692
Eden-Monaro	45-54	Visitor from ACT	197
Eden-Monaro	45-54	Visitor from NSW	1893
Eden-Monaro	45-54	Visitor from NT	9
Eden-Monaro	45-54	Visitor from QLD	433
Eden-Monaro	45-54	Visitor from SA	48
Eden-Monaro	45-54	Visitor from TAS	24
Eden-Monaro	45-54	Visitor from VIC	203
Eden-Monaro	45-54	Visitor from WA	40
Eden-Monaro	45-54	Visitor same SA2	22
Eden-Monaro	55-64	Home	20145
Eden-Monaro	55-64	Visitor from ACT	277
Eden-Monaro	55-64	Visitor from NSW	2132
Eden-Monaro	55-64	Visitor from NT	7
Eden-Monaro	55-64	Visitor from QLD	323
Eden-Monaro	55-64	Visitor from SA	49
Eden-Monaro	55-64	Visitor from TAS	33
Eden-Monaro	55-64	Visitor from VIC	308
Eden-Monaro	55-64	Visitor from WA	53
Eden-Monaro	55-64	Visitor same SA2	32
Eden-Monaro	65-74	Home	14927
Eden-Monaro	65-74	Visitor from ACT	215
Eden-Monaro	65-74	Visitor from NSW	1398
Eden-Monaro	65-74	Visitor from NT	8
Eden-Monaro	65-74	Visitor from QLD	196
Eden-Monaro	65-74	Visitor from SA	48
Eden-Monaro	65-74	Visitor from TAS	47
Eden-Monaro	65-74	Visitor from VIC	372
Eden-Monaro	65-74	Visitor from WA	31
Eden-Monaro	65-74	Visitor same SA2	25
Eden-Monaro	75-84	Home	7314
Eden-Monaro	75-84	Visitor from ACT	74
Eden-Monaro	75-84	Visitor from NSW	381
Eden-Monaro	75-84	Visitor from QLD	31
Eden-Monaro	75-84	Visitor from SA	14
Eden-Monaro	75-84	Visitor from TAS	5
Eden-Monaro	75-84	Visitor from VIC	260
Eden-Monaro	75-84	Visitor from WA	6
Eden-Monaro	75-84	Visitor same SA2	15
Eden-Monaro	85+	Home	3026
Eden-Monaro	85+	Visitor from ACT	17
Eden-Monaro	85+	Visitor from NSW	130
Eden-Monaro	85+	Visitor from VIC	52
Eden-Monaro	85+	Visitor same SA2	9
Farrer	0-14	Home	30452
Farrer	0-14	Visitor from ACT	7
Farrer	0-14	Visitor from NSW	616
Farrer	0-14	Visitor from NT	9
Farrer	0-14	Visitor from QLD	29
Farrer	0-14	Visitor from SA	17
Farrer	0-14	Visitor from TAS	7
Farrer	0-14	Visitor from VIC	187
Farrer	0-14	Visitor from WA	9
Farrer	0-14	Visitor same SA2	36
Farrer	15-24	Home	17485
Farrer	15-24	Visitor from ACT	20
Farrer	15-24	Visitor from NSW	923
Farrer	15-24	Visitor from NT	6
Farrer	15-24	Visitor from QLD	29
Farrer	15-24	Visitor from SA	25
Farrer	15-24	Visitor from TAS	10
Farrer	15-24	Visitor from VIC	450
Farrer	15-24	Visitor from WA	15
Farrer	15-24	Visitor same SA2	51
Farrer	25-34	Home	17086
Farrer	25-34	Visitor from ACT	19
Farrer	25-34	Visitor from NSW	816
Farrer	25-34	Visitor from NT	6
Farrer	25-34	Visitor from QLD	55
Farrer	25-34	Visitor from SA	48
Farrer	25-34	Visitor from TAS	5
Farrer	25-34	Visitor from VIC	487
Farrer	25-34	Visitor from WA	40
Farrer	25-34	Visitor same SA2	51
Farrer	35-44	Home	17572
Farrer	35-44	Visitor from ACT	15
Farrer	35-44	Visitor from NSW	501
Farrer	35-44	Visitor from NT	10
Farrer	35-44	Visitor from QLD	45
Farrer	35-44	Visitor from SA	38
Farrer	35-44	Visitor from TAS	3
Farrer	35-44	Visitor from VIC	359
Farrer	35-44	Visitor from WA	16
Farrer	35-44	Visitor same SA2	33
Farrer	45-54	Home	19976
Farrer	45-54	Visitor from ACT	24
Farrer	45-54	Visitor from NSW	614
Farrer	45-54	Visitor from NT	3
Farrer	45-54	Visitor from QLD	65
Farrer	45-54	Visitor from SA	45
Farrer	45-54	Visitor from TAS	12
Farrer	45-54	Visitor from VIC	543
Farrer	45-54	Visitor from WA	24
Farrer	45-54	Visitor same SA2	40
Farrer	55-64	Home	20765
Farrer	55-64	Visitor from ACT	20
Farrer	55-64	Visitor from NSW	714
Farrer	55-64	Visitor from NT	3
Farrer	55-64	Visitor from QLD	100
Farrer	55-64	Visitor from SA	109
Farrer	55-64	Visitor from TAS	19
Farrer	55-64	Visitor from VIC	613
Farrer	55-64	Visitor from WA	26
Farrer	55-64	Visitor same SA2	41
Farrer	65-74	Home	16163
Farrer	65-74	Visitor from ACT	16
Farrer	65-74	Visitor from NSW	494
Farrer	65-74	Visitor from QLD	69
Farrer	65-74	Visitor from SA	130
Farrer	65-74	Visitor from TAS	27
Farrer	65-74	Visitor from VIC	599
Farrer	65-74	Visitor from WA	30
Farrer	65-74	Visitor same SA2	35
Farrer	75-84	Home	9705
Farrer	75-84	Visitor from ACT	3
Farrer	75-84	Visitor from NSW	279
Farrer	75-84	Visitor from QLD	11
Farrer	75-84	Visitor from SA	37
Farrer	75-84	Visitor from TAS	8
Farrer	75-84	Visitor from VIC	222
Farrer	75-84	Visitor from WA	3
Farrer	75-84	Visitor same SA2	47
Farrer	85+	Home	4159
Farrer	85+	Visitor from NSW	144
Farrer	85+	Visitor from SA	3
Farrer	85+	Visitor from VIC	53
Farrer	85+	Visitor same SA2	12
Fowler	0-14	Home	30694
Fowler	0-14	Visitor from ACT	5
Fowler	0-14	Visitor from NSW	565
Fowler	0-14	Visitor from QLD	7
Fowler	0-14	Visitor from SA	5
Fowler	0-14	Visitor from VIC	9
Fowler	0-14	Visitor same SA2	59
Fowler	15-24	Home	23196
Fowler	15-24	Visitor from ACT	8
Fowler	15-24	Visitor from NSW	568
Fowler	15-24	Visitor from QLD	17
Fowler	15-24	Visitor from SA	3
Fowler	15-24	Visitor from TAS	6
Fowler	15-24	Visitor from VIC	7
Fowler	15-24	Visitor from WA	6
Fowler	15-24	Visitor same SA2	54
Fowler	25-34	Home	22840
Fowler	25-34	Visitor from ACT	4
Fowler	25-34	Visitor from NSW	862
Fowler	25-34	Visitor from QLD	19
Fowler	25-34	Visitor from SA	3
Fowler	25-34	Visitor from VIC	20
Fowler	25-34	Visitor from WA	5
Fowler	25-34	Visitor same SA2	50
Fowler	35-44	Home	20434
Fowler	35-44	Visitor from ACT	9
Fowler	35-44	Visitor from NSW	581
Fowler	35-44	Visitor from QLD	13
Fowler	35-44	Visitor from VIC	20
Fowler	35-44	Visitor from WA	5
Fowler	35-44	Visitor same SA2	33
Fowler	45-54	Home	21429
Fowler	45-54	Visitor from ACT	3
Fowler	45-54	Visitor from NSW	517
Fowler	45-54	Visitor from QLD	15
Fowler	45-54	Visitor from TAS	3
Fowler	45-54	Visitor from VIC	8
Fowler	45-54	Visitor same SA2	34
Fowler	55-64	Home	19652
Fowler	55-64	Visitor from ACT	3
Fowler	55-64	Visitor from NSW	463
Fowler	55-64	Visitor from QLD	18
Fowler	55-64	Visitor from VIC	14
Fowler	55-64	Visitor from WA	4
Fowler	55-64	Visitor same SA2	27
Fowler	65-74	Home	11973
Fowler	65-74	Visitor from NSW	295
Fowler	65-74	Visitor from QLD	12
Fowler	65-74	Visitor from SA	3
Fowler	65-74	Visitor from VIC	7
Fowler	65-74	Visitor from WA	3
Fowler	65-74	Visitor same SA2	21
Fowler	75-84	Home	6476
Fowler	75-84	Visitor from NSW	274
Fowler	75-84	Visitor same SA2	6
Fowler	85+	Home	2820
Fowler	85+	Visitor from NSW	157
Fowler	85+	Visitor from QLD	3
Fowler	85+	Visitor same SA2	7
Gilmore	0-14	Home	23499
Gilmore	0-14	Visitor from ACT	42
Gilmore	0-14	Visitor from NSW	601
Gilmore	0-14	Visitor from NT	7
Gilmore	0-14	Visitor from QLD	30
Gilmore	0-14	Visitor from SA	3
Gilmore	0-14	Visitor from VIC	26
Gilmore	0-14	Visitor same SA2	32
Gilmore	15-24	Home	13654
Gilmore	15-24	Visitor from ACT	39
Gilmore	15-24	Visitor from NSW	852
Gilmore	15-24	Visitor from NT	4
Gilmore	15-24	Visitor from QLD	30
Gilmore	15-24	Visitor from SA	4
Gilmore	15-24	Visitor from VIC	23
Gilmore	15-24	Visitor from WA	4
Gilmore	15-24	Visitor same SA2	34
Gilmore	25-34	Home	12197
Gilmore	25-34	Visitor from ACT	37
Gilmore	25-34	Visitor from NSW	789
Gilmore	25-34	Visitor from NT	6
Gilmore	25-34	Visitor from QLD	37
Gilmore	25-34	Visitor from SA	8
Gilmore	25-34	Visitor from VIC	46
Gilmore	25-34	Visitor from WA	25
Gilmore	25-34	Visitor same SA2	24
Gilmore	35-44	Home	14265
Gilmore	35-44	Visitor from ACT	51
Gilmore	35-44	Visitor from NSW	644
Gilmore	35-44	Visitor from QLD	27
Gilmore	35-44	Visitor from SA	7
Gilmore	35-44	Visitor from TAS	3
Gilmore	35-44	Visitor from VIC	56
Gilmore	35-44	Visitor from WA	18
Gilmore	35-44	Visitor same SA2	21
Gilmore	45-54	Home	17603
Gilmore	45-54	Visitor from ACT	88
Gilmore	45-54	Visitor from NSW	764
Gilmore	45-54	Visitor from QLD	38
Gilmore	45-54	Visitor from SA	6
Gilmore	45-54	Visitor from TAS	7
Gilmore	45-54	Visitor from VIC	66
Gilmore	45-54	Visitor from WA	13
Gilmore	45-54	Visitor same SA2	32
Gilmore	55-64	Home	21886
Gilmore	55-64	Visitor from ACT	147
Gilmore	55-64	Visitor from NSW	983
Gilmore	55-64	Visitor from NT	4
Gilmore	55-64	Visitor from QLD	60
Gilmore	55-64	Visitor from SA	14
Gilmore	55-64	Visitor from TAS	29
Gilmore	55-64	Visitor from VIC	104
Gilmore	55-64	Visitor from WA	13
Gilmore	55-64	Visitor same SA2	35
Gilmore	65-74	Home	20815
Gilmore	65-74	Visitor from ACT	125
Gilmore	65-74	Visitor from NSW	807
Gilmore	65-74	Visitor from QLD	47
Gilmore	65-74	Visitor from SA	23
Gilmore	65-74	Visitor from TAS	27
Gilmore	65-74	Visitor from VIC	139
Gilmore	65-74	Visitor same SA2	38
Gilmore	75-84	Home	11520
Gilmore	75-84	Visitor from ACT	48
Gilmore	75-84	Visitor from NSW	354
Gilmore	75-84	Visitor from QLD	9
Gilmore	75-84	Visitor from SA	3
Gilmore	75-84	Visitor from TAS	10
Gilmore	75-84	Visitor from VIC	71
Gilmore	75-84	Visitor from WA	5
Gilmore	75-84	Visitor same SA2	23
Gilmore	85+	Home	4612
Gilmore	85+	Visitor from ACT	8
Gilmore	85+	Visitor from NSW	190
Gilmore	85+	Visitor from QLD	3
Gilmore	85+	Visitor from SA	3
Gilmore	85+	Visitor from VIC	6
Gilmore	85+	Visitor same SA2	22
Grayndler	0-14	Home	22824
Grayndler	0-14	Visitor from ACT	3
Grayndler	0-14	Visitor from NSW	271
Grayndler	0-14	Visitor from QLD	5
Grayndler	0-14	Visitor from VIC	6
Grayndler	0-14	Visitor from WA	3
Grayndler	0-14	Visitor same SA2	6
Grayndler	15-24	Home	14749
Grayndler	15-24	Visitor from ACT	10
Grayndler	15-24	Visitor from NSW	509
Grayndler	15-24	Visitor from NT	3
Grayndler	15-24	Visitor from QLD	14
Grayndler	15-24	Visitor from SA	4
Grayndler	15-24	Visitor from TAS	3
Grayndler	15-24	Visitor from VIC	12
Grayndler	15-24	Visitor from WA	10
Grayndler	15-24	Visitor same SA2	12
Grayndler	25-34	Home	28850
Grayndler	25-34	Visitor from ACT	9
Grayndler	25-34	Visitor from NSW	780
Grayndler	25-34	Visitor from QLD	31
Grayndler	25-34	Visitor from SA	8
Grayndler	25-34	Visitor from TAS	3
Grayndler	25-34	Visitor from VIC	41
Grayndler	25-34	Visitor from WA	5
Grayndler	25-34	Visitor same SA2	16
Grayndler	35-44	Home	25584
Grayndler	35-44	Visitor from ACT	5
Grayndler	35-44	Visitor from NSW	511
Grayndler	35-44	Visitor from NT	4
Grayndler	35-44	Visitor from QLD	36
Grayndler	35-44	Visitor from SA	4
Grayndler	35-44	Visitor from TAS	3
Grayndler	35-44	Visitor from VIC	34
Grayndler	35-44	Visitor from WA	14
Grayndler	35-44	Visitor same SA2	19
Grayndler	45-54	Home	20028
Grayndler	45-54	Visitor from ACT	11
Grayndler	45-54	Visitor from NSW	409
Grayndler	45-54	Visitor from QLD	28
Grayndler	45-54	Visitor from SA	9
Grayndler	45-54	Visitor from VIC	47
Grayndler	45-54	Visitor from WA	9
Grayndler	45-54	Visitor same SA2	15
Grayndler	55-64	Home	14401
Grayndler	55-64	Visitor from ACT	9
Grayndler	55-64	Visitor from NSW	357
Grayndler	55-64	Visitor from QLD	31
Grayndler	55-64	Visitor from SA	12
Grayndler	55-64	Visitor from TAS	13
Grayndler	55-64	Visitor from VIC	25
Grayndler	55-64	Visitor from WA	8
Grayndler	55-64	Visitor same SA2	12
Grayndler	65-74	Home	9552
Grayndler	65-74	Visitor from ACT	16
Grayndler	65-74	Visitor from NSW	286
Grayndler	65-74	Visitor from QLD	32
Grayndler	65-74	Visitor from SA	13
Grayndler	65-74	Visitor from TAS	9
Grayndler	65-74	Visitor from VIC	22
Grayndler	65-74	Visitor from WA	12
Grayndler	65-74	Visitor same SA2	12
Grayndler	75-84	Home	5082
Grayndler	75-84	Visitor from ACT	7
Grayndler	75-84	Visitor from NSW	154
Grayndler	75-84	Visitor from QLD	5
Grayndler	75-84	Visitor from SA	5
Grayndler	75-84	Visitor from TAS	4
Grayndler	75-84	Visitor from VIC	6
Grayndler	75-84	Visitor from WA	10
Grayndler	75-84	Visitor same SA2	11
Grayndler	85+	Home	2262
Grayndler	85+	Visitor from NSW	108
Grayndler	85+	Visitor from QLD	4
Grayndler	85+	Visitor same SA2	7
Greenway	0-14	Home	38110
Greenway	0-14	Visitor from ACT	3
Greenway	0-14	Visitor from NSW	317
Greenway	0-14	Visitor from QLD	3
Greenway	0-14	Visitor from SA	3
Greenway	0-14	Visitor from VIC	6
Greenway	0-14	Visitor same SA2	20
Greenway	15-24	Home	20567
Greenway	15-24	Visitor from NSW	403
Greenway	15-24	Visitor from NT	3
Greenway	15-24	Visitor from QLD	4
Greenway	15-24	Visitor from SA	3
Greenway	15-24	Visitor same SA2	21
Greenway	25-34	Home	26135
Greenway	25-34	Visitor from ACT	3
Greenway	25-34	Visitor from NSW	559
Greenway	25-34	Visitor from QLD	15
Greenway	25-34	Visitor from SA	3
Greenway	25-34	Visitor from VIC	21
Greenway	25-34	Visitor from WA	3
Greenway	25-34	Visitor same SA2	32
Greenway	35-44	Home	28361
Greenway	35-44	Visitor from NSW	365
Greenway	35-44	Visitor from QLD	12
Greenway	35-44	Visitor from SA	7
Greenway	35-44	Visitor from TAS	3
Greenway	35-44	Visitor from VIC	10
Greenway	35-44	Visitor from WA	9
Greenway	35-44	Visitor same SA2	26
Greenway	45-54	Home	20672
Greenway	45-54	Visitor from ACT	5
Greenway	45-54	Visitor from NSW	264
Greenway	45-54	Visitor from QLD	21
Greenway	45-54	Visitor from SA	3
Greenway	45-54	Visitor from VIC	9
Greenway	45-54	Visitor from WA	3
Greenway	45-54	Visitor same SA2	14
Greenway	55-64	Home	15933
Greenway	55-64	Visitor from ACT	3
Greenway	55-64	Visitor from NSW	258
Greenway	55-64	Visitor from QLD	15
Greenway	55-64	Visitor from SA	4
Greenway	55-64	Visitor from TAS	5
Greenway	55-64	Visitor from VIC	8
Greenway	55-64	Visitor same SA2	21
Greenway	65-74	Home	10013
Greenway	65-74	Visitor from ACT	3
Greenway	65-74	Visitor from NSW	237
Greenway	65-74	Visitor from NT	3
Greenway	65-74	Visitor from QLD	22
Greenway	65-74	Visitor from SA	3
Greenway	65-74	Visitor from TAS	3
Greenway	65-74	Visitor from VIC	10
Greenway	65-74	Visitor same SA2	12
Greenway	75-84	Home	4540
Greenway	75-84	Visitor from NSW	159
Greenway	75-84	Visitor from QLD	4
Greenway	75-84	Visitor from SA	5
Greenway	75-84	Visitor from VIC	6
Greenway	75-84	Visitor same SA2	15
Greenway	85+	Home	1627
Greenway	85+	Visitor from NSW	81
Greenway	85+	Visitor same SA2	3
Hughes	0-14	Home	29428
Hughes	0-14	Visitor from ACT	3
Hughes	0-14	Visitor from NSW	337
Hughes	0-14	Visitor from QLD	3
Hughes	0-14	Visitor from VIC	7
Hughes	0-14	Visitor from WA	16
Hughes	0-14	Visitor same SA2	9
Hughes	15-24	Home	17557
Hughes	15-24	Visitor from ACT	10
Hughes	15-24	Visitor from NSW	422
Hughes	15-24	Visitor from NT	16
Hughes	15-24	Visitor from QLD	43
Hughes	15-24	Visitor from SA	13
Hughes	15-24	Visitor from TAS	3
Hughes	15-24	Visitor from VIC	14
Hughes	15-24	Visitor from WA	7
Hughes	15-24	Visitor same SA2	19
Hughes	25-34	Home	16516
Hughes	25-34	Visitor from ACT	12
Hughes	25-34	Visitor from NSW	509
Hughes	25-34	Visitor from NT	13
Hughes	25-34	Visitor from QLD	54
Hughes	25-34	Visitor from SA	12
Hughes	25-34	Visitor from VIC	39
Hughes	25-34	Visitor from WA	30
Hughes	25-34	Visitor same SA2	19
Hughes	35-44	Home	20199
Hughes	35-44	Visitor from ACT	6
Hughes	35-44	Visitor from NSW	269
Hughes	35-44	Visitor from NT	4
Hughes	35-44	Visitor from QLD	14
Hughes	35-44	Visitor from VIC	18
Hughes	35-44	Visitor from WA	10
Hughes	35-44	Visitor same SA2	8
Hughes	45-54	Home	19595
Hughes	45-54	Visitor from ACT	7
Hughes	45-54	Visitor from NSW	250
Hughes	45-54	Visitor from QLD	11
Hughes	45-54	Visitor from SA	3
Hughes	45-54	Visitor from TAS	7
Hughes	45-54	Visitor from VIC	13
Hughes	45-54	Visitor from WA	9
Hughes	45-54	Visitor same SA2	9
Hughes	55-64	Home	16525
Hughes	55-64	Visitor from NSW	233
Hughes	55-64	Visitor from QLD	20
Hughes	55-64	Visitor from SA	4
Hughes	55-64	Visitor from TAS	6
Hughes	55-64	Visitor from VIC	11
Hughes	55-64	Visitor from WA	9
Hughes	55-64	Visitor same SA2	8
Hughes	65-74	Home	11546
Hughes	65-74	Visitor from ACT	3
Hughes	65-74	Visitor from NSW	212
Hughes	65-74	Visitor from QLD	29
Hughes	65-74	Visitor from SA	5
Hughes	65-74	Visitor from TAS	4
Hughes	65-74	Visitor from VIC	11
Hughes	65-74	Visitor from WA	7
Hughes	65-74	Visitor same SA2	6
Hughes	75-84	Home	5429
Hughes	75-84	Visitor from NSW	153
Hughes	75-84	Visitor from QLD	9
Hughes	75-84	Visitor from TAS	3
Hughes	75-84	Visitor from VIC	3
Hughes	75-84	Visitor same SA2	11
Hughes	85+	Home	2702
Hughes	85+	Visitor from NSW	88
Hughes	85+	Visitor from VIC	7
Hughes	85+	Visitor same SA2	9
Hume	0-14	Home	30787
Hume	0-14	Visitor from ACT	11
Hume	0-14	Visitor from NSW	486
Hume	0-14	Visitor from QLD	12
Hume	0-14	Visitor from TAS	3
Hume	0-14	Visitor from VIC	7
Hume	0-14	Visitor same SA2	39
Hume	15-24	Home	17521
Hume	15-24	Visitor from ACT	30
Hume	15-24	Visitor from NSW	709
Hume	15-24	Visitor from NT	3
Hume	15-24	Visitor from QLD	24
Hume	15-24	Visitor from VIC	5
Hume	15-24	Visitor from WA	3
Hume	15-24	Visitor same SA2	30
Hume	25-34	Home	17209
Hume	25-34	Visitor from ACT	27
Hume	25-34	Visitor from NSW	762
Hume	25-34	Visitor from NT	3
Hume	25-34	Visitor from QLD	18
Hume	25-34	Visitor from SA	5
Hume	25-34	Visitor from TAS	4
Hume	25-34	Visitor from VIC	25
Hume	25-34	Visitor from WA	5
Hume	25-34	Visitor same SA2	19
