CED_NAME16	Age	persons
Herbert	35-44	21042
Herbert	45-54	20476
Herbert	55-64	17082
Herbert	65-74	11391
Herbert	75-84	5381
Herbert	85+	1988
Hinkler	0-4	7209
Hinkler	5-14	17302
Hinkler	15-19	8121
Hinkler	20-24	6616
Hinkler	25-34	13401
Hinkler	35-44	14885
Hinkler	45-54	17785
Hinkler	55-64	20305
Hinkler	65-74	20932
Hinkler	75-84	11345
Hinkler	85+	3830
Kennedy	0-4	9871
Kennedy	5-14	21885
Kennedy	15-19	9459
Kennedy	20-24	8470
Kennedy	25-34	18307
Kennedy	35-44	18440
Kennedy	45-54	21391
Kennedy	55-64	21006
Kennedy	65-74	15939
Kennedy	75-84	7931
Kennedy	85+	2703
Leichhardt	0-4	11861
Leichhardt	5-14	24726
Leichhardt	15-19	10792
Leichhardt	20-24	10517
Leichhardt	25-34	24364
Leichhardt	35-44	25105
Leichhardt	45-54	25324
Leichhardt	55-64	21463
Leichhardt	65-74	13764
Leichhardt	75-84	5533
Leichhardt	85+	1998
Lilley	0-4	9657
Lilley	5-14	17900
Lilley	15-19	8532
Lilley	20-24	10766
Lilley	25-34	25063
Lilley	35-44	22845
Lilley	45-54	20522
Lilley	55-64	16629
Lilley	65-74	11878
Lilley	75-84	7626
Lilley	85+	3961
Longman	0-4	10405
Longman	5-14	22527
Longman	15-19	10550
Longman	20-24	10037
Longman	25-34	19486
Longman	35-44	19907
Longman	45-54	20945
Longman	55-64	19348
Longman	65-74	16914
Longman	75-84	7683
Longman	85+	2794
Maranoa	0-4	9552
Maranoa	5-14	20454
Maranoa	15-19	8654
Maranoa	20-24	7701
Maranoa	25-34	16335
Maranoa	35-44	17101
Maranoa	45-54	20005
Maranoa	55-64	20483
Maranoa	65-74	17140
Maranoa	75-84	8699
Maranoa	85+	3128
McPherson	0-4	8727
McPherson	5-14	18734
McPherson	15-19	9365
McPherson	20-24	9085
McPherson	25-34	19037
McPherson	35-44	20879
McPherson	45-54	20401
McPherson	55-64	18390
McPherson	65-74	14814
McPherson	75-84	8157
McPherson	85+	3983
Moncrieff	0-4	7651
Moncrieff	5-14	15190
Moncrieff	15-19	8779
Moncrieff	20-24	12716
Moncrieff	25-34	25709
Moncrieff	35-44	20998
Moncrieff	45-54	21003
Moncrieff	55-64	19071
Moncrieff	65-74	16654
Moncrieff	75-84	8998
Moncrieff	85+	3976
Moreton	0-4	10022
Moreton	5-14	17864
Moreton	15-19	9647
Moreton	20-24	14951
Moreton	25-34	28735
Moreton	35-44	22256
Moreton	45-54	18947
Moreton	55-64	15581
Moreton	65-74	11087
Moreton	75-84	5936
Moreton	85+	3046
Oxley	0-4	12898
Oxley	5-14	24097
Oxley	15-19	11505
Oxley	20-24	11513
Oxley	25-34	24718
Oxley	35-44	24005
Oxley	45-54	21689
Oxley	55-64	16108
Oxley	65-74	10214
Oxley	75-84	4674
Oxley	85+	1774
Petrie	0-4	11247
Petrie	5-14	21720
Petrie	15-19	9752
Petrie	20-24	9616
Petrie	25-34	21379
Petrie	35-44	22780
Petrie	45-54	21320
Petrie	55-64	17841
Petrie	65-74	15223
Petrie	75-84	8495
Petrie	85+	3901
Rankin	0-4	14605
Rankin	5-14	26892
Rankin	15-19	12542
Rankin	20-24	12837
Rankin	25-34	28463
Rankin	35-44	25298
Rankin	45-54	21742
Rankin	55-64	18330
Rankin	65-74	12097
Rankin	75-84	4621
Rankin	85+	1738
Ryan	0-4	8323
Ryan	5-14	19827
Ryan	15-19	12305
Ryan	20-24	16664
Ryan	25-34	20694
Ryan	35-44	21173
Ryan	45-54	20093
Ryan	55-64	15618
Ryan	65-74	11939
Ryan	75-84	5843
Ryan	85+	2868
Wide Bay	0-4	7047
Wide Bay	5-14	17970
Wide Bay	15-19	8152
Wide Bay	20-24	6046
Wide Bay	25-34	12156
Wide Bay	35-44	15987
Wide Bay	45-54	20511
Wide Bay	55-64	22748
Wide Bay	65-74	20585
Wide Bay	75-84	9494
Wide Bay	85+	3396
Wright	0-4	9525
Wright	5-14	23383
Wright	15-19	10954
Wright	20-24	8755
Wright	25-34	16871
Wright	35-44	21112
Wright	45-54	23543
Wright	55-64	19566
Wright	65-74	14701
Wright	75-84	6013
Wright	85+	2018
No usual address (Qld)	0-4	339
No usual address (Qld)	5-14	489
No usual address (Qld)	15-19	408
No usual address (Qld)	20-24	1133
No usual address (Qld)	25-34	2293
No usual address (Qld)	35-44	1485
No usual address (Qld)	45-54	1663
No usual address (Qld)	55-64	2373
No usual address (Qld)	65-74	1916
No usual address (Qld)	75-84	381
No usual address (Qld)	85+	44
Migratory - Offshore - Shipping (Qld)	0-4	3
Migratory - Offshore - Shipping (Qld)	5-14	4
Migratory - Offshore - Shipping (Qld)	15-19	11
Migratory - Offshore - Shipping (Qld)	20-24	11
Migratory - Offshore - Shipping (Qld)	25-34	11
Migratory - Offshore - Shipping (Qld)	35-44	14
Migratory - Offshore - Shipping (Qld)	45-54	24
Migratory - Offshore - Shipping (Qld)	55-64	30
Migratory - Offshore - Shipping (Qld)	65-74	33
Migratory - Offshore - Shipping (Qld)	75-84	16
Migratory - Offshore - Shipping (Qld)	85+	4
Adelaide	0-4	8363
Adelaide	5-14	15642
Adelaide	15-19	9373
Adelaide	20-24	15585
Adelaide	25-34	28731
Adelaide	35-44	21621
Adelaide	45-54	20301
Adelaide	55-64	18789
Adelaide	65-74	13416
Adelaide	75-84	7323
Adelaide	85+	4292
Barker	0-4	8294
Barker	5-14	18563
Barker	15-19	8878
Barker	20-24	7553
Barker	25-34	15951
Barker	35-44	17175
Barker	45-54	20964
Barker	55-64	21194
Barker	65-74	17539
Barker	75-84	9327
Barker	85+	4071
Boothby	0-4	7738
Boothby	5-14	16622
Boothby	15-19	9325
Boothby	20-24	9434
Boothby	25-34	16992
Boothby	35-44	18541
Boothby	45-54	19703
Boothby	55-64	18997
Boothby	65-74	15127
Boothby	75-84	8454
Boothby	85+	4909
Grey	0-4	8354
Grey	5-14	17525
Grey	15-19	7824
Grey	20-24	7175
Grey	25-34	16049
Grey	35-44	15764
Grey	45-54	20014
Grey	55-64	21078
Grey	65-74	17194
Grey	75-84	8947
Grey	85+	3613
Hindmarsh	0-4	7863
Hindmarsh	5-14	14250
Hindmarsh	15-19	8022
Hindmarsh	20-24	10666
Hindmarsh	25-34	22010
Hindmarsh	35-44	19129
Hindmarsh	45-54	19871
Hindmarsh	55-64	18674
Hindmarsh	65-74	15105
Hindmarsh	75-84	9958
Hindmarsh	85+	5693
Kingston	0-4	9594
Kingston	5-14	18544
Kingston	15-19	8980
Kingston	20-24	9062
Kingston	25-34	19610
Kingston	35-44	19318
Kingston	45-54	19590
Kingston	55-64	18704
Kingston	65-74	14712
Kingston	75-84	6869
Kingston	85+	2917
Makin	0-4	8975
Makin	5-14	17796
Makin	15-19	9238
Makin	20-24	9686
Makin	25-34	20342
Makin	35-44	20198
Makin	45-54	20136
Makin	55-64	17752
Makin	65-74	14758
Makin	75-84	7620
Makin	85+	3013
Mayo	0-4	7135
Mayo	5-14	17423
Mayo	15-19	8507
Mayo	20-24	6492
Mayo	25-34	11939
Mayo	35-44	16234
Mayo	45-54	20052
Mayo	55-64	21226
Mayo	65-74	18915
Mayo	75-84	8858
Mayo	85+	3578
Port Adelaide	0-4	10516
Port Adelaide	5-14	19650
Port Adelaide	15-19	10164
Port Adelaide	20-24	11289
Port Adelaide	25-34	24527
Port Adelaide	35-44	21823
Port Adelaide	45-54	23055
Port Adelaide	55-64	20034
Port Adelaide	65-74	12835
Port Adelaide	75-84	7564
Port Adelaide	85+	3618
Sturt	0-4	7909
Sturt	5-14	16593
Sturt	15-19	9184
Sturt	20-24	9294
Sturt	25-34	18806
Sturt	35-44	19204
Sturt	45-54	19962
Sturt	55-64	17149
Sturt	65-74	15135
Sturt	75-84	10377
Sturt	85+	5555
Wakefield	0-4	12250
Wakefield	5-14	23193
Wakefield	15-19	11016
Wakefield	20-24	11492
Wakefield	25-34	22590
Wakefield	35-44	20039
Wakefield	45-54	22759
Wakefield	55-64	19924
Wakefield	65-74	13852
Wakefield	75-84	7894
Wakefield	85+	3201
No usual address (SA)	0-4	91
No usual address (SA)	5-14	129
No usual address (SA)	15-19	173
No usual address (SA)	20-24	266
No usual address (SA)	25-34	556
No usual address (SA)	35-44	421
No usual address (SA)	45-54	474
No usual address (SA)	55-64	403
No usual address (SA)	65-74	271
No usual address (SA)	75-84	59
No usual address (SA)	85+	22
Migratory - Offshore - Shipping (SA)	55-64	3
Brand	0-4	12804
Brand	5-14	23792
Brand	15-19	10509
Brand	20-24	11385
Brand	25-34	25801
Brand	35-44	23156
Brand	45-54	21851
Brand	55-64	15721
Brand	65-74	11015
Brand	75-84	5955
Brand	85+	2037
Burt	0-4	13438
Burt	5-14	23368
Burt	15-19	10904
Burt	20-24	11633
Burt	25-34	28094
Burt	35-44	24861
Burt	45-54	21317
Burt	55-64	16860
Burt	65-74	11129
Burt	75-84	5331
Burt	85+	1842
Canning	0-4	9133
Canning	5-14	18985
Canning	15-19	8882
Canning	20-24	8051
Canning	25-34	16981
Canning	35-44	17601
Canning	45-54	19755
Canning	55-64	18346
Canning	65-74	16328
Canning	75-84	8972
Canning	85+	2976
Cowan	0-4	10596
Cowan	5-14	20733
Cowan	15-19	10291
Cowan	20-24	9722
Cowan	25-34	21368
Cowan	35-44	21411
Cowan	45-54	20253
Cowan	55-64	15747
Cowan	65-74	10569
Cowan	75-84	4999
Cowan	85+	1850
Curtin	0-4	7402
Curtin	5-14	17655
Curtin	15-19	9050
Curtin	20-24	9936
Curtin	25-34	21453
Curtin	35-44	18743
Curtin	45-54	19069
Curtin	55-64	16151
Curtin	65-74	12270
Curtin	75-84	7523
Curtin	85+	3824
Durack	0-4	13214
Durack	5-14	24378
Durack	15-19	9290
Durack	20-24	10185
Durack	25-34	30981
Durack	35-44	27767
Durack	45-54	26557
Durack	55-64	21203
Durack	65-74	11573
Durack	75-84	4975
Durack	85+	1639
Forrest	0-4	9578
Forrest	5-14	20870
Forrest	15-19	9156
Forrest	20-24	6747
Forrest	25-34	17195
Forrest	35-44	19887
Forrest	45-54	20602
Forrest	55-64	19154
Forrest	65-74	14687
Forrest	75-84	7150
Forrest	85+	2742
Fremantle	0-4	9970
Fremantle	5-14	17798
Fremantle	15-19	8458
Fremantle	20-24	9126
Fremantle	25-34	23426
Fremantle	35-44	22638
Fremantle	45-54	20718
Fremantle	55-64	16661
Fremantle	65-74	11152
Fremantle	75-84	6250
Fremantle	85+	2544
Hasluck	0-4	8916
Hasluck	5-14	18177
Hasluck	15-19	9292
Hasluck	20-24	9028
Hasluck	25-34	19416
Hasluck	35-44	19500
Hasluck	45-54	20220
Hasluck	55-64	17223
Hasluck	65-74	13032
Hasluck	75-84	6501
Hasluck	85+	2322
Moore	0-4	7903
Moore	5-14	19058
Moore	15-19	9990
Moore	20-24	9196
Moore	25-34	15489
Moore	35-44	18840
Moore	45-54	21724
Moore	55-64	19177
Moore	65-74	12039
Moore	75-84	4880
Moore	85+	1954
O'Connor	0-4	10024
O'Connor	5-14	21021
O'Connor	15-19	9200
O'Connor	20-24	7822
O'Connor	25-34	19182
O'Connor	35-44	19349
O'Connor	45-54	22291
O'Connor	55-64	21533
O'Connor	65-74	15458
O'Connor	75-84	7652
O'Connor	85+	2787
Pearce	0-4	14389
Pearce	5-14	27265
Pearce	15-19	12247
Pearce	20-24	11766
Pearce	25-34	28235
Pearce	35-44	26362
Pearce	45-54	24907
Pearce	55-64	17194
Pearce	65-74	12101
Pearce	75-84	5602
Pearce	85+	1691
Perth	0-4	8163
Perth	5-14	13286
Perth	15-19	6792
Perth	20-24	11074
Perth	25-34	32922
Perth	35-44	22614
Perth	45-54	19045
Perth	55-64	16362
Perth	65-74	11175
Perth	75-84	6360
Perth	85+	3289
Stirling	0-4	9591
Stirling	5-14	15755
Stirling	15-19	7431
Stirling	20-24	9361
Stirling	25-34	27578
Stirling	35-44	21203
Stirling	45-54	18110
Stirling	55-64	15664
Stirling	65-74	12267
Stirling	75-84	7856
Stirling	85+	3184
Swan	0-4	9800
Swan	5-14	15234
Swan	15-19	8617
Swan	20-24	15573
Swan	25-34	34530
Swan	35-44	22763
Swan	45-54	18626
Swan	55-64	16365
Swan	65-74	11282
Swan	75-84	6677
Swan	85+	3741
Tangney	0-4	6640
Tangney	5-14	17338
Tangney	15-19	9723
Tangney	20-24	9191
Tangney	25-34	15091
Tangney	35-44	17320
Tangney	45-54	18847
Tangney	55-64	17647
Tangney	65-74	12941
Tangney	75-84	7313
Tangney	85+	3979
No usual address (WA)	0-4	161
No usual address (WA)	5-14	237
No usual address (WA)	15-19	151
No usual address (WA)	20-24	503
No usual address (WA)	25-34	1306
No usual address (WA)	35-44	910
No usual address (WA)	45-54	957
No usual address (WA)	55-64	977
No usual address (WA)	65-74	633
No usual address (WA)	75-84	98
No usual address (WA)	85+	23
Migratory - Offshore - Shipping (WA)	20-24	20
Migratory - Offshore - Shipping (WA)	25-34	127
Migratory - Offshore - Shipping (WA)	35-44	127
Migratory - Offshore - Shipping (WA)	45-54	105
Migratory - Offshore - Shipping (WA)	55-64	43
Migratory - Offshore - Shipping (WA)	65-74	8
Migratory - Offshore - Shipping (WA)	75-84	3
Migratory - Offshore - Shipping (WA)	85+	3
Bass	0-4	5775
Bass	5-14	12304
Bass	15-19	6565
Bass	20-24	7000
Bass	25-34	11810
Bass	35-44	11905
Bass	45-54	13665
Bass	55-64	13259
Bass	65-74	10759
Bass	75-84	5790
Bass	85+	2552
Braddon	0-4	5463
Braddon	5-14	11977
Braddon	15-19	6003
Braddon	20-24	5190
Braddon	25-34	10095
Braddon	35-44	10818
Braddon	45-54	13553
Braddon	55-64	13964
Braddon	65-74	11456
Braddon	75-84	6242
Braddon	85+	2295
Denison	0-4	5371
Denison	5-14	11428
Denison	15-19	6280
Denison	20-24	7693
Denison	25-34	14520
Denison	35-44	12695
Denison	45-54	13537
Denison	55-64	13210
Denison	65-74	9635
Denison	75-84	5509
Denison	85+	2701
Franklin	0-4	6222
Franklin	5-14	13178
Franklin	15-19	6114
Franklin	20-24	5076
Franklin	25-34	11485
Franklin	35-44	12917
Franklin	45-54	14289
Franklin	55-64	14888
Franklin	65-74	11760
Franklin	75-84	6124
Franklin	85+	2394
Lyons	0-4	5593
Lyons	5-14	12808
Lyons	15-19	6051
Lyons	20-24	4814
Lyons	25-34	9920
Lyons	35-44	11333
Lyons	45-54	14851
Lyons	55-64	16702
Lyons	65-74	13678
Lyons	75-84	5930
Lyons	85+	1823
No usual address (Tas.)	0-4	40
No usual address (Tas.)	5-14	36
No usual address (Tas.)	15-19	62
No usual address (Tas.)	20-24	90
No usual address (Tas.)	25-34	183
No usual address (Tas.)	35-44	147
No usual address (Tas.)	45-54	135
No usual address (Tas.)	55-64	113
No usual address (Tas.)	65-74	84
No usual address (Tas.)	75-84	12
No usual address (Tas.)	85+	3
Migratory - Offshore - Shipping (Tas.)	20-24	8
Migratory - Offshore - Shipping (Tas.)	25-34	23
Migratory - Offshore - Shipping (Tas.)	35-44	5
Migratory - Offshore - Shipping (Tas.)	45-54	15
Migratory - Offshore - Shipping (Tas.)	55-64	12
Migratory - Offshore - Shipping (Tas.)	65-74	7
Lingiari	0-4	8816
Lingiari	5-14	17480
Lingiari	15-19	7813
Lingiari	20-24	8324
Lingiari	25-34	19546
Lingiari	35-44	16580
Lingiari	45-54	16341
Lingiari	55-64	12018
Lingiari	65-74	5577
Lingiari	75-84	1660
Lingiari	85+	380
Solomon	0-4	8882
Solomon	5-14	14520
Solomon	15-19	6327
Solomon	20-24	8265
Solomon	25-34	23389
Solomon	35-44	17984
Solomon	45-54	14870
Solomon	55-64	11192
Solomon	65-74	6002
Solomon	75-84	2125
Solomon	85+	560
No usual address (NT)	0-4	81
No usual address (NT)	5-14	123
No usual address (NT)	15-19	32
No usual address (NT)	20-24	183
No usual address (NT)	25-34	457
No usual address (NT)	35-44	396
No usual address (NT)	45-54	461
No usual address (NT)	55-64	438
No usual address (NT)	65-74	278
No usual address (NT)	75-84	38
Migratory - Offshore - Shipping (NT)	5-14	3
Migratory - Offshore - Shipping (NT)	20-24	3
Migratory - Offshore - Shipping (NT)	25-34	30
Migratory - Offshore - Shipping (NT)	35-44	19
Migratory - Offshore - Shipping (NT)	45-54	9
Migratory - Offshore - Shipping (NT)	55-64	3
Migratory - Offshore - Shipping (NT)	75-84	3
Canberra	0-4	11531
Canberra	5-14	22585
Canberra	15-19	12977
Canberra	20-24	14652
Canberra	25-34	29170
Canberra	35-44	26258
Canberra	45-54	27002
Canberra	55-64	23306
Canberra	65-74	16544
Canberra	75-84	8268
Canberra	85+	3752
Fenner	0-4	15365
Fenner	5-14	25344
Fenner	15-19	11604
Fenner	20-24	16768
Fenner	25-34	37027
Fenner	35-44	32323
Fenner	45-54	24243
Fenner	55-64	18464
Fenner	65-74	13150
Fenner	75-84	6212
Fenner	85+	2449
No usual address (ACT)	0-4	12
No usual address (ACT)	5-14	22
No usual address (ACT)	15-19	35
No usual address (ACT)	20-24	79
No usual address (ACT)	25-34	108
No usual address (ACT)	35-44	107
No usual address (ACT)	45-54	68
No usual address (ACT)	55-64	78
No usual address (ACT)	65-74	24
No usual address (ACT)	75-84	8
No usual address (ACT)	85+	3
No usual address (OT)	0-4	3
No usual address (OT)	5-14	3
No usual address (OT)	15-19	3
No usual address (OT)	20-24	10
No usual address (OT)	35-44	5
No usual address (OT)	45-54	9
No usual address (OT)	55-64	11
No usual address (OT)	65-74	13
Migratory - Offshore - Shipping (OT)	25-34	3
