CED_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Moncrieff	0	4	323
Moncrieff	0	5	107
Moncrieff	0	6	63
Moncrieff	1	2	19796
Moncrieff	1	3	8561
Moncrieff	1	4	6919
Moncrieff	1	5	2498
Moncrieff	1	6	1080
Moreton	0	1	10856
Moreton	0	2	2001
Moreton	0	3	1010
Moreton	0	4	573
Moreton	0	5	287
Moreton	0	6	175
Moreton	1	2	14178
Moreton	1	3	8651
Moreton	1	4	8922
Moreton	1	5	3957
Moreton	1	6	2353
Oxley	0	1	8949
Oxley	0	2	1325
Oxley	0	3	279
Oxley	0	4	74
Oxley	0	5	25
Oxley	0	6	13
Oxley	1	2	13654
Oxley	1	3	9570
Oxley	1	4	9845
Oxley	1	5	4348
Oxley	1	6	3030
Petrie	0	1	14332
Petrie	0	2	1590
Petrie	0	3	295
Petrie	0	4	76
Petrie	0	5	17
Petrie	0	6	8
Petrie	1	2	18601
Petrie	1	3	9729
Petrie	1	4	8959
Petrie	1	5	3763
Petrie	1	6	1971
Rankin	0	1	9576
Rankin	0	2	1637
Rankin	0	3	392
Rankin	0	4	151
Rankin	0	5	65
Rankin	0	6	40
Rankin	1	2	14874
Rankin	1	3	10379
Rankin	1	4	10239
Rankin	1	5	4971
Rankin	1	6	3890
Ryan	0	1	10426
Ryan	0	2	2350
Ryan	0	3	1236
Ryan	0	4	520
Ryan	0	5	197
Ryan	0	6	100
Ryan	1	2	15594
Ryan	1	3	8231
Ryan	1	4	9611
Ryan	1	5	3837
Ryan	1	6	1263
Wide Bay	0	1	14396
Wide Bay	0	2	1656
Wide Bay	0	3	222
Wide Bay	0	4	51
Wide Bay	0	5	13
Wide Bay	0	6	7
Wide Bay	1	2	20568
Wide Bay	1	3	7148
Wide Bay	1	4	6219
Wide Bay	1	5	2741
Wide Bay	1	6	1563
Wright	0	1	8440
Wright	0	2	1161
Wright	0	3	193
Wright	0	4	83
Wright	0	5	48
Wright	0	6	34
Wright	1	2	16040
Wright	1	3	8140
Wright	1	4	8778
Wright	1	5	4274
Wright	1	6	2850
Adelaide	0	1	20418
Adelaide	0	2	3031
Adelaide	0	3	1258
Adelaide	0	4	503
Adelaide	0	5	149
Adelaide	0	6	104
Adelaide	1	2	18105
Adelaide	1	3	8485
Adelaide	1	4	8049
Adelaide	1	5	2722
Adelaide	1	6	1032
Barker	0	1	17013
Barker	0	2	1181
Barker	0	3	169
Barker	0	4	63
Barker	0	5	31
Barker	0	6	37
Barker	1	2	20631
Barker	1	3	7218
Barker	1	4	6961
Barker	1	5	3101
Barker	1	6	1248
Boothby	0	1	14113
Boothby	0	2	1297
Boothby	0	3	472
Boothby	0	4	159
Boothby	0	5	61
Boothby	0	6	20
Boothby	1	2	17807
Boothby	1	3	8267
Boothby	1	4	9068
Boothby	1	5	3036
Boothby	1	6	969
Grey	0	1	17887
Grey	0	2	1154
Grey	0	3	95
Grey	0	4	21
Grey	0	5	3
Grey	1	2	19519
Grey	1	3	6623
Grey	1	4	5935
Grey	1	5	2861
Grey	1	6	1310
Hindmarsh	0	1	19951
Hindmarsh	0	2	1989
Hindmarsh	0	3	601
Hindmarsh	0	4	231
Hindmarsh	0	5	60
Hindmarsh	0	6	42
Hindmarsh	1	2	19039
Hindmarsh	1	3	8416
Hindmarsh	1	4	8074
Hindmarsh	1	5	2609
Hindmarsh	1	6	868
Kingston	0	1	14305
Kingston	0	2	1303
Kingston	0	3	163
Kingston	0	4	42
Kingston	0	5	8
Kingston	0	6	3
Kingston	1	2	18442
Kingston	1	3	9225
Kingston	1	4	8568
Kingston	1	5	3012
Kingston	1	6	1156
Makin	0	1	13031
Makin	0	2	1202
Makin	0	3	216
Makin	0	4	70
Makin	0	5	29
Makin	0	6	19
Makin	1	2	18282
Makin	1	3	9014
Makin	1	4	8855
Makin	1	5	3227
Makin	1	6	1410
Mayo	0	1	12789
Mayo	0	2	893
Mayo	0	3	86
Mayo	0	4	24
Mayo	0	5	5
Mayo	0	6	3
Mayo	1	2	19731
Mayo	1	3	7214
Mayo	1	4	7758
Mayo	1	5	3072
Mayo	1	6	1125
Port Adelaide	0	1	17348
Port Adelaide	0	2	1749
Port Adelaide	0	3	326
Port Adelaide	0	4	114
Port Adelaide	0	5	44
Port Adelaide	0	6	24
Port Adelaide	1	2	17703
Port Adelaide	1	3	9949
Port Adelaide	1	4	8973
Port Adelaide	1	5	3500
Port Adelaide	1	6	2107
Sturt	0	1	16338
Sturt	0	2	1345
Sturt	0	3	384
Sturt	0	4	184
Sturt	0	5	63
Sturt	0	6	28
Sturt	1	2	17633
Sturt	1	3	8591
Sturt	1	4	8998
Sturt	1	5	3148
Sturt	1	6	1084
Wakefield	0	1	15935
Wakefield	0	2	1482
Wakefield	0	3	215
Wakefield	0	4	53
Wakefield	0	5	17
Wakefield	0	6	7
Wakefield	1	2	18807
Wakefield	1	3	9274
Wakefield	1	4	8643
Wakefield	1	5	3970
Wakefield	1	6	2369
Brand	0	1	11418
Brand	0	2	1275
Brand	0	3	182
Brand	0	4	58
Brand	0	5	17
Brand	0	6	3
Brand	1	2	16884
Brand	1	3	9563
Brand	1	4	9769
Brand	1	5	4177
Brand	1	6	2027
Burt	0	1	10779
Burt	0	2	1274
Burt	0	3	277
Burt	0	4	106
Burt	0	5	36
Burt	0	6	38
Burt	1	2	15693
Burt	1	3	10316
Burt	1	4	10323
Burt	1	5	4598
Burt	1	6	2721
Canning	0	1	11769
Canning	0	2	1072
Canning	0	3	128
Canning	0	4	36
Canning	0	5	12
Canning	0	6	6
Canning	1	2	18807
Canning	1	3	7797
Canning	1	4	7721
Canning	1	5	3270
Canning	1	6	1697
Cowan	0	1	8751
Cowan	0	2	966
Cowan	0	3	223
Cowan	0	4	95
Cowan	0	5	40
Cowan	0	6	31
Cowan	1	2	13687
Cowan	1	3	8741
Cowan	1	4	9722
Cowan	1	5	4043
Cowan	1	6	2422
Curtin	0	1	14974
Curtin	0	2	1734
Curtin	0	3	649
Curtin	0	4	247
Curtin	0	5	70
Curtin	0	6	24
Curtin	1	2	16140
Curtin	1	3	7224
Curtin	1	4	8251
Curtin	1	5	3378
Curtin	1	6	831
Durack	0	1	14355
Durack	0	2	1339
Durack	0	3	289
Durack	0	4	74
Durack	0	5	19
Durack	0	6	19
Durack	1	2	17315
Durack	1	3	7635
Durack	1	4	7943
Durack	1	5	3846
Durack	1	6	2372
Forrest	0	1	12126
Forrest	0	2	1158
Forrest	0	3	221
Forrest	0	4	69
Forrest	0	5	22
Forrest	0	6	14
Forrest	1	2	18309
Forrest	1	3	7761
Forrest	1	4	8093
Forrest	1	5	3334
Forrest	1	6	1319
Fremantle	0	1	13144
Fremantle	0	2	1542
Fremantle	0	3	427
Fremantle	0	4	167
Fremantle	0	5	53
Fremantle	0	6	18
Fremantle	1	2	16552
Fremantle	1	3	8803
Fremantle	1	4	9045
Fremantle	1	5	3234
Fremantle	1	6	1212
Hasluck	0	1	10970
Hasluck	0	2	1126
Hasluck	0	3	223
Hasluck	0	4	84
Hasluck	0	5	32
Hasluck	0	6	29
Hasluck	1	2	16025
Hasluck	1	3	8114
Hasluck	1	4	8049
Hasluck	1	5	3497
Hasluck	1	6	1830
Moore	0	1	8140
Moore	0	2	799
Moore	0	3	212
Moore	0	4	69
Moore	0	5	27
Moore	0	6	13
Moore	1	2	15506
Moore	1	3	8440
Moore	1	4	10387
Moore	1	5	3853
Moore	1	6	1132
O'Connor	0	1	15214
O'Connor	0	2	1210
O'Connor	0	3	187
O'Connor	0	4	61
O'Connor	0	5	16
O'Connor	0	6	10
O'Connor	1	2	18920
O'Connor	1	3	7247
O'Connor	1	4	7113
O'Connor	1	5	3459
O'Connor	1	6	1740
Pearce	0	1	10564
Pearce	0	2	1223
Pearce	0	3	205
Pearce	0	4	53
Pearce	0	5	13
Pearce	0	6	17
Pearce	1	2	18833
Pearce	1	3	10574
Pearce	1	4	11238
Pearce	1	5	4791
Pearce	1	6	2389
Perth	0	1	18045
Perth	0	2	2714
Perth	0	3	955
Perth	0	4	335
Perth	0	5	116
Perth	0	6	71
Perth	1	2	18690
Perth	1	3	8047
Perth	1	4	7147
Perth	1	5	2318
Perth	1	6	896
Stirling	0	1	16209
Stirling	0	2	1757
Stirling	0	3	533
Stirling	0	4	206
Stirling	0	5	77
Stirling	0	6	48
Stirling	1	2	17292
Stirling	1	3	8394
Stirling	1	4	7955
Stirling	1	5	2966
Stirling	1	6	1417
Swan	0	1	17450
Swan	0	2	2709
Swan	0	3	1144
Swan	0	4	567
Swan	0	5	255
Swan	0	6	135
Swan	1	2	17836
Swan	1	3	8668
Swan	1	4	7637
Swan	1	5	2837
Swan	1	6	1473
Tangney	0	1	10294
Tangney	0	2	845
Tangney	0	3	310
Tangney	0	4	163
Tangney	0	5	63
Tangney	0	6	31
Tangney	1	2	14698
Tangney	1	3	7839
Tangney	1	4	9266
Tangney	1	5	3492
Tangney	1	6	1300
Bass	0	1	12187
Bass	0	2	1056
Bass	0	3	240
Bass	0	4	81
Bass	0	5	33
Bass	0	6	15
Bass	1	2	12757
Bass	1	3	5330
Bass	1	4	4877
Bass	1	5	1859
Bass	1	6	862
Braddon	0	1	11851
Braddon	0	2	797
Braddon	0	3	79
Braddon	0	4	30
Braddon	0	5	6
Braddon	0	6	8
Braddon	1	2	13428
Braddon	1	3	5162
Braddon	1	4	4463
Braddon	1	5	1802
Braddon	1	6	822
Denison	0	1	13109
Denison	0	2	1446
Denison	0	3	535
Denison	0	4	212
Denison	0	5	69
Denison	0	6	45
Denison	1	2	12218
Denison	1	3	5512
Denison	1	4	4748
Denison	1	5	1791
Denison	1	6	801
Franklin	0	1	10365
Franklin	0	2	799
Franklin	0	3	112
Franklin	0	4	30
Franklin	0	5	7
Franklin	0	6	5
Franklin	1	2	13857
Franklin	1	3	5866
Franklin	1	4	5639
Franklin	1	5	2151
Franklin	1	6	900
Lyons	0	1	11001
Lyons	0	2	829
Lyons	0	3	54
Lyons	0	4	14
Lyons	0	5	6
Lyons	1	2	14622
Lyons	1	3	5384
Lyons	1	4	4751
Lyons	1	5	2004
Lyons	1	6	961
Lingiari	0	1	6457
Lingiari	0	2	800
Lingiari	0	3	190
Lingiari	0	4	84
Lingiari	0	5	18
Lingiari	0	6	9
Lingiari	1	2	7223
Lingiari	1	3	3882
Lingiari	1	4	4038
Lingiari	1	5	2271
Lingiari	1	6	3629
Solomon	0	1	7870
Solomon	0	2	1578
Solomon	0	3	512
Solomon	0	4	163
Solomon	0	5	51
Solomon	0	6	38
Solomon	1	2	10566
Solomon	1	3	6264
Solomon	1	4	5861
Solomon	1	5	2592
Solomon	1	6	1490
Canberra	0	1	18783
Canberra	0	2	1921
Canberra	0	3	501
Canberra	0	4	150
Canberra	0	5	42
Canberra	0	6	24
Canberra	1	2	22094
Canberra	1	3	10844
Canberra	1	4	10995
Canberra	1	5	4080
Canberra	1	6	1586
Fenner	0	1	16896
Fenner	0	2	2452
Fenner	0	3	1181
Fenner	0	4	430
Fenner	0	5	148
Fenner	0	6	92
Fenner	1	2	20757
Fenner	1	3	11754
Fenner	1	4	12283
Fenner	1	5	4504
Fenner	1	6	1967
