CED_NAME16	MaxSchoolingCompleted	Sex	persons
Lalor	Did not go to school	M	831
Lalor	Year 8	F	4430
Lalor	Year 8	M	3633
Lalor	Year 9	F	4597
Lalor	Year 9	M	4831
Lalor	Year 10	F	10892
Lalor	Year 10	M	12241
Lalor	Year 11	F	8976
Lalor	Year 11	M	9532
Lalor	Year 12	F	52283
Lalor	Year 12	M	49115
Mallee	Did not go to school	F	451
Mallee	Did not go to school	M	529
Mallee	Year 8	F	4690
Mallee	Year 8	M	5028
Mallee	Year 9	F	5067
Mallee	Year 9	M	5832
Mallee	Year 10	F	10724
Mallee	Year 10	M	12200
Mallee	Year 11	F	9519
Mallee	Year 11	M	9481
Mallee	Year 12	F	20808
Mallee	Year 12	M	16168
Maribyrnong	Did not go to school	F	2066
Maribyrnong	Did not go to school	M	1410
Maribyrnong	Year 8	F	6530
Maribyrnong	Year 8	M	4801
Maribyrnong	Year 9	F	3372
Maribyrnong	Year 9	M	3261
Maribyrnong	Year 10	F	6913
Maribyrnong	Year 10	M	7104
Maribyrnong	Year 11	F	5800
Maribyrnong	Year 11	M	6510
Maribyrnong	Year 12	F	40279
Maribyrnong	Year 12	M	38787
McEwen	Did not go to school	F	582
McEwen	Did not go to school	M	465
McEwen	Year 8	F	3812
McEwen	Year 8	M	3609
McEwen	Year 9	F	4856
McEwen	Year 9	M	5840
McEwen	Year 10	F	11972
McEwen	Year 10	M	14389
McEwen	Year 11	F	11306
McEwen	Year 11	M	11981
McEwen	Year 12	F	43997
McEwen	Year 12	M	36741
McMillan	Did not go to school	F	308
McMillan	Did not go to school	M	242
McMillan	Year 8	F	4334
McMillan	Year 8	M	4154
McMillan	Year 9	F	5527
McMillan	Year 9	M	6178
McMillan	Year 10	F	12650
McMillan	Year 10	M	14600
McMillan	Year 11	F	10949
McMillan	Year 11	M	11022
McMillan	Year 12	F	29056
McMillan	Year 12	M	22010
Melbourne	Did not go to school	F	1328
Melbourne	Did not go to school	M	697
Melbourne	Year 8	F	2752
Melbourne	Year 8	M	1856
Melbourne	Year 9	F	1687
Melbourne	Year 9	M	1596
Melbourne	Year 10	F	3492
Melbourne	Year 10	M	3868
Melbourne	Year 11	F	4262
Melbourne	Year 11	M	4655
Melbourne	Year 12	F	73815
Melbourne	Year 12	M	68082
Melbourne Ports	Did not go to school	F	370
Melbourne Ports	Did not go to school	M	284
Melbourne Ports	Year 8	F	1695
Melbourne Ports	Year 8	M	1407
Melbourne Ports	Year 9	F	1351
Melbourne Ports	Year 9	M	1439
Melbourne Ports	Year 10	F	3719
Melbourne Ports	Year 10	M	4057
Melbourne Ports	Year 11	F	4332
Melbourne Ports	Year 11	M	4375
Melbourne Ports	Year 12	F	53434
Melbourne Ports	Year 12	M	49326
Menzies	Did not go to school	F	732
Menzies	Did not go to school	M	481
Menzies	Year 8	F	3567
Menzies	Year 8	M	2629
Menzies	Year 9	F	2706
Menzies	Year 9	M	2585
Menzies	Year 10	F	6076
Menzies	Year 10	M	5727
Menzies	Year 11	F	6007
Menzies	Year 11	M	5927
Menzies	Year 12	F	37203
Menzies	Year 12	M	34795
Murray	Did not go to school	F	481
Murray	Did not go to school	M	542
Murray	Year 8	F	4512
Murray	Year 8	M	5110
Murray	Year 9	F	5116
Murray	Year 9	M	6287
Murray	Year 10	F	11363
Murray	Year 10	M	12917
Murray	Year 11	F	9594
Murray	Year 11	M	9634
Murray	Year 12	F	22267
Murray	Year 12	M	16969
Scullin	Did not go to school	F	1592
Scullin	Did not go to school	M	1129
Scullin	Year 8	F	6239
Scullin	Year 8	M	4931
Scullin	Year 9	F	3781
Scullin	Year 9	M	4036
Scullin	Year 10	F	7866
Scullin	Year 10	M	8994
Scullin	Year 11	F	7061
Scullin	Year 11	M	7540
Scullin	Year 12	F	37775
Scullin	Year 12	M	35489
Wannon	Did not go to school	F	150
Wannon	Did not go to school	M	233
Wannon	Year 8	F	4019
Wannon	Year 8	M	4464
Wannon	Year 9	F	4592
Wannon	Year 9	M	5667
Wannon	Year 10	F	9769
Wannon	Year 10	M	11466
Wannon	Year 11	F	9580
Wannon	Year 11	M	9519
Wannon	Year 12	F	21931
Wannon	Year 12	M	16610
Wills	Did not go to school	F	1585
Wills	Did not go to school	M	1001
Wills	Year 8	F	6272
Wills	Year 8	M	4481
Wills	Year 9	F	2600
Wills	Year 9	M	2619
Wills	Year 10	F	5347
Wills	Year 10	M	6139
Wills	Year 11	F	4977
Wills	Year 11	M	5554
Wills	Year 12	F	46908
Wills	Year 12	M	43654
No usual address (Vic.)	Did not go to school	F	42
No usual address (Vic.)	Did not go to school	M	43
No usual address (Vic.)	Year 8	F	82
No usual address (Vic.)	Year 8	M	155
No usual address (Vic.)	Year 9	F	143
No usual address (Vic.)	Year 9	M	257
No usual address (Vic.)	Year 10	F	301
No usual address (Vic.)	Year 10	M	475
No usual address (Vic.)	Year 11	F	247
No usual address (Vic.)	Year 11	M	379
No usual address (Vic.)	Year 12	F	1347
No usual address (Vic.)	Year 12	M	1345
Migratory - Offshore - Shipping (Vic.)	Year 10	M	9
Migratory - Offshore - Shipping (Vic.)	Year 11	M	4
Migratory - Offshore - Shipping (Vic.)	Year 12	M	6
Blair	Did not go to school	F	302
Blair	Did not go to school	M	313
Blair	Year 8	F	4040
Blair	Year 8	M	3958
Blair	Year 9	F	3385
Blair	Year 9	M	3984
Blair	Year 10	F	16165
Blair	Year 10	M	16269
Blair	Year 11	F	4852
Blair	Year 11	M	5228
Blair	Year 12	F	27679
Blair	Year 12	M	24032
Bonner	Did not go to school	F	272
Bonner	Did not go to school	M	222
Bonner	Year 8	F	2981
Bonner	Year 8	M	2213
Bonner	Year 9	F	2122
Bonner	Year 9	M	2123
Bonner	Year 10	F	11868
Bonner	Year 10	M	10492
Bonner	Year 11	F	3749
Bonner	Year 11	M	4054
Bonner	Year 12	F	37909
Bonner	Year 12	M	35171
Bowman	Did not go to school	F	129
Bowman	Did not go to school	M	141
Bowman	Year 8	F	2703
Bowman	Year 8	M	2467
Bowman	Year 9	F	2861
Bowman	Year 9	M	2962
Bowman	Year 10	F	16384
Bowman	Year 10	M	15268
Bowman	Year 11	F	4747
Bowman	Year 11	M	5197
Bowman	Year 12	F	31136
Bowman	Year 12	M	28200
Brisbane	Did not go to school	F	237
Brisbane	Did not go to school	M	235
Brisbane	Year 8	F	1511
Brisbane	Year 8	M	1193
Brisbane	Year 9	F	1138
Brisbane	Year 9	M	1302
Brisbane	Year 10	F	6717
Brisbane	Year 10	M	6259
Brisbane	Year 11	F	2969
Brisbane	Year 11	M	3308
Brisbane	Year 12	F	52155
Brisbane	Year 12	M	51312
Capricornia	Did not go to school	F	164
Capricornia	Did not go to school	M	244
Capricornia	Year 8	F	3537
Capricornia	Year 8	M	4056
Capricornia	Year 9	F	2930
Capricornia	Year 9	M	3599
Capricornia	Year 10	F	15720
Capricornia	Year 10	M	17105
Capricornia	Year 11	F	4578
Capricornia	Year 11	M	5157
Capricornia	Year 12	F	25588
Capricornia	Year 12	M	22246
Dawson	Did not go to school	F	182
Dawson	Did not go to school	M	221
Dawson	Year 8	F	3511
Dawson	Year 8	M	3725
Dawson	Year 9	F	3154
Dawson	Year 9	M	3681
Dawson	Year 10	F	16289
Dawson	Year 10	M	17652
Dawson	Year 11	F	5125
Dawson	Year 11	M	5870
Dawson	Year 12	F	27752
Dawson	Year 12	M	24356
Dickson	Did not go to school	F	141
Dickson	Did not go to school	M	138
Dickson	Year 8	F	2172
Dickson	Year 8	M	1919
Dickson	Year 9	F	2171
Dickson	Year 9	M	2405
Dickson	Year 10	F	13278
Dickson	Year 10	M	12656
Dickson	Year 11	F	4294
Dickson	Year 11	M	4751
Dickson	Year 12	F	33436
Dickson	Year 12	M	30818
Fadden	Did not go to school	F	280
Fadden	Did not go to school	M	227
Fadden	Year 8	F	2368
Fadden	Year 8	M	2063
Fadden	Year 9	F	3469
Fadden	Year 9	M	3552
Fadden	Year 10	F	16519
Fadden	Year 10	M	15202
Fadden	Year 11	F	6257
Fadden	Year 11	M	6245
Fadden	Year 12	F	36210
Fadden	Year 12	M	32487
Fairfax	Did not go to school	F	118
Fairfax	Did not go to school	M	136
Fairfax	Year 8	F	2290
Fairfax	Year 8	M	2188
Fairfax	Year 9	F	2984
Fairfax	Year 9	M	3078
Fairfax	Year 10	F	16125
Fairfax	Year 10	M	14698
Fairfax	Year 11	F	5694
Fairfax	Year 11	M	5585
Fairfax	Year 12	F	33425
Fairfax	Year 12	M	28846
Fisher	Did not go to school	F	119
Fisher	Did not go to school	M	126
Fisher	Year 8	F	2682
Fisher	Year 8	M	2535
Fisher	Year 9	F	3087
Fisher	Year 9	M	3098
Fisher	Year 10	F	15964
Fisher	Year 10	M	14479
Fisher	Year 11	F	5099
Fisher	Year 11	M	4890
Fisher	Year 12	F	28782
Fisher	Year 12	M	25530
Flynn	Did not go to school	F	162
Flynn	Did not go to school	M	249
Flynn	Year 8	F	3328
Flynn	Year 8	M	4490
Flynn	Year 9	F	3067
Flynn	Year 9	M	4243
Flynn	Year 10	F	16027
Flynn	Year 10	M	18753
Flynn	Year 11	F	5125
Flynn	Year 11	M	5698
Flynn	Year 12	F	24903
Flynn	Year 12	M	21546
Forde	Did not go to school	F	417
Forde	Did not go to school	M	371
Forde	Year 8	F	2921
Forde	Year 8	M	2765
Forde	Year 9	F	3609
Forde	Year 9	M	3888
Forde	Year 10	F	16242
Forde	Year 10	M	16058
Forde	Year 11	F	5923
Forde	Year 11	M	5963
Forde	Year 12	F	31945
Forde	Year 12	M	28398
Griffith	Did not go to school	F	327
Griffith	Did not go to school	M	239
Griffith	Year 8	F	2020
Griffith	Year 8	M	1517
Griffith	Year 9	F	1335
Griffith	Year 9	M	1425
Griffith	Year 10	F	7653
Griffith	Year 10	M	6991
Griffith	Year 11	F	3068
Griffith	Year 11	M	3446
Griffith	Year 12	F	48126
Griffith	Year 12	M	45871
Groom	Did not go to school	F	294
Groom	Did not go to school	M	265
Groom	Year 8	F	3870
Groom	Year 8	M	3744
Groom	Year 9	F	2901
Groom	Year 9	M	3255
Groom	Year 10	F	15694
Groom	Year 10	M	14962
Groom	Year 11	F	4381
Groom	Year 11	M	4166
Groom	Year 12	F	28937
Groom	Year 12	M	25286
Herbert	Did not go to school	F	255
Herbert	Did not go to school	M	245
Herbert	Year 8	F	2786
Herbert	Year 8	M	2838
Herbert	Year 9	F	2809
Herbert	Year 9	M	3256
Herbert	Year 10	F	14828
Herbert	Year 10	M	14657
Herbert	Year 11	F	5248
Herbert	Year 11	M	5894
Herbert	Year 12	F	32845
Herbert	Year 12	M	29576
Hinkler	Did not go to school	F	211
Hinkler	Did not go to school	M	257
Hinkler	Year 8	F	4650
Hinkler	Year 8	M	4812
Hinkler	Year 9	F	4393
Hinkler	Year 9	M	4541
Hinkler	Year 10	F	19027
Hinkler	Year 10	M	17267
Hinkler	Year 11	F	4995
Hinkler	Year 11	M	4854
Hinkler	Year 12	F	21935
Hinkler	Year 12	M	18717
Kennedy	Did not go to school	F	387
Kennedy	Did not go to school	M	393
Kennedy	Year 8	F	4301
Kennedy	Year 8	M	5225
Kennedy	Year 9	F	3308
Kennedy	Year 9	M	4233
Kennedy	Year 10	F	16212
Kennedy	Year 10	M	17713
Kennedy	Year 11	F	5072
Kennedy	Year 11	M	5530
Kennedy	Year 12	F	24299
Kennedy	Year 12	M	21277
Leichhardt	Did not go to school	F	477
Leichhardt	Did not go to school	M	481
Leichhardt	Year 8	F	2887
Leichhardt	Year 8	M	2963
Leichhardt	Year 9	F	2863
Leichhardt	Year 9	M	3339
Leichhardt	Year 10	F	14130
Leichhardt	Year 10	M	15105
Leichhardt	Year 11	F	6366
Leichhardt	Year 11	M	6557
Leichhardt	Year 12	F	35701
Leichhardt	Year 12	M	31306
Lilley	Did not go to school	F	357
Lilley	Did not go to school	M	304
Lilley	Year 8	F	3370
Lilley	Year 8	M	2442
Lilley	Year 9	F	2037
Lilley	Year 9	M	2163
Lilley	Year 10	F	12375
Lilley	Year 10	M	10773
Lilley	Year 11	F	3749
Lilley	Year 11	M	4202
Lilley	Year 12	F	39810
Lilley	Year 12	M	37327
Longman	Did not go to school	F	217
Longman	Did not go to school	M	242
Longman	Year 8	F	3383
Longman	Year 8	M	3639
Longman	Year 9	F	4016
Longman	Year 9	M	4266
Longman	Year 10	F	18441
Longman	Year 10	M	18010
Longman	Year 11	F	5753
Longman	Year 11	M	5780
Longman	Year 12	F	28158
Longman	Year 12	M	24123
Maranoa	Did not go to school	F	224
Maranoa	Did not go to school	M	301
Maranoa	Year 8	F	4571
Maranoa	Year 8	M	5779
Maranoa	Year 9	F	3352
Maranoa	Year 9	M	4383
Maranoa	Year 10	F	16722
Maranoa	Year 10	M	18349
Maranoa	Year 11	F	4420
Maranoa	Year 11	M	4370
Maranoa	Year 12	F	23740
Maranoa	Year 12	M	19175
McPherson	Did not go to school	F	149
McPherson	Did not go to school	M	170
McPherson	Year 8	F	1994
McPherson	Year 8	M	1749
McPherson	Year 9	F	3027
McPherson	Year 9	M	2872
McPherson	Year 10	F	14958
McPherson	Year 10	M	13383
McPherson	Year 11	F	5335
McPherson	Year 11	M	5149
McPherson	Year 12	F	34434
McPherson	Year 12	M	30514
Moncrieff	Did not go to school	F	294
Moncrieff	Did not go to school	M	232
Moncrieff	Year 8	F	2266
Moncrieff	Year 8	M	2013
Moncrieff	Year 9	F	2990
Moncrieff	Year 9	M	2968
Moncrieff	Year 10	F	14070
Moncrieff	Year 10	M	12854
Moncrieff	Year 11	F	5436
Moncrieff	Year 11	M	5484
Moncrieff	Year 12	F	38262
Moncrieff	Year 12	M	35827
Moreton	Did not go to school	F	868
Moreton	Did not go to school	M	633
Moreton	Year 8	F	2972
Moreton	Year 8	M	2230
Moreton	Year 9	F	1846
Moreton	Year 9	M	1797
Moreton	Year 10	F	8626
Moreton	Year 10	M	7794
Moreton	Year 11	F	2863
Moreton	Year 11	M	3358
Moreton	Year 12	F	44526
Moreton	Year 12	M	44217
Oxley	Did not go to school	F	1041
Oxley	Did not go to school	M	731
Oxley	Year 8	F	2921
Oxley	Year 8	M	2382
Oxley	Year 9	F	2529
Oxley	Year 9	M	2491
Oxley	Year 10	F	11587
Oxley	Year 10	M	11016
Oxley	Year 11	F	4608
Oxley	Year 11	M	4855
Oxley	Year 12	F	35829
Oxley	Year 12	M	33613
Petrie	Did not go to school	F	256
Petrie	Did not go to school	M	242
Petrie	Year 8	F	3486
Petrie	Year 8	M	2940
Petrie	Year 9	F	3391
Petrie	Year 9	M	3261
Petrie	Year 10	F	16382
Petrie	Year 10	M	14606
Petrie	Year 11	F	5312
Petrie	Year 11	M	5205
Petrie	Year 12	F	34320
Petrie	Year 12	M	30581
Rankin	Did not go to school	F	1099
Rankin	Did not go to school	M	926
Rankin	Year 8	F	3437
Rankin	Year 8	M	3142
Rankin	Year 9	F	3132
Rankin	Year 9	M	3394
Rankin	Year 10	F	14117
Rankin	Year 10	M	13785
Rankin	Year 11	F	5317
Rankin	Year 11	M	5480
Rankin	Year 12	F	37899
Rankin	Year 12	M	35531
Ryan	Did not go to school	F	129
Ryan	Did not go to school	M	129
Ryan	Year 8	F	1282
Ryan	Year 8	M	823
Ryan	Year 9	F	1425
Ryan	Year 9	M	1335
Ryan	Year 10	F	7824
Ryan	Year 10	M	6295
Ryan	Year 11	F	3141
Ryan	Year 11	M	3134
Ryan	Year 12	F	48459
Ryan	Year 12	M	46149
Wide Bay	Did not go to school	F	160
Wide Bay	Did not go to school	M	210
Wide Bay	Year 8	F	3683
Wide Bay	Year 8	M	4121
Wide Bay	Year 9	F	3637
Wide Bay	Year 9	M	4256
Wide Bay	Year 10	F	17741
Wide Bay	Year 10	M	17146
Wide Bay	Year 11	F	5188
Wide Bay	Year 11	M	5006
Wide Bay	Year 12	F	24441
Wide Bay	Year 12	M	21336
Wright	Did not go to school	F	202
Wright	Did not go to school	M	242
Wright	Year 8	F	3098
Wright	Year 8	M	3565
Wright	Year 9	F	3186
Wright	Year 9	M	4131
Wright	Year 10	F	16059
Wright	Year 10	M	17321
Wright	Year 11	F	5131
Wright	Year 11	M	5375
Wright	Year 12	F	29177
Wright	Year 12	M	24459
No usual address (Qld)	Did not go to school	F	24
No usual address (Qld)	Did not go to school	M	50
No usual address (Qld)	Year 8	F	186
No usual address (Qld)	Year 8	M	325
No usual address (Qld)	Year 9	F	281
No usual address (Qld)	Year 9	M	448
No usual address (Qld)	Year 10	F	1198
No usual address (Qld)	Year 10	M	1468
No usual address (Qld)	Year 11	F	379
No usual address (Qld)	Year 11	M	492
No usual address (Qld)	Year 12	F	2089
No usual address (Qld)	Year 12	M	2120
Migratory - Offshore - Shipping (Qld)	Year 8	F	6
Migratory - Offshore - Shipping (Qld)	Year 8	M	5
Migratory - Offshore - Shipping (Qld)	Year 9	F	7
Migratory - Offshore - Shipping (Qld)	Year 9	M	3
Migratory - Offshore - Shipping (Qld)	Year 10	F	26
Migratory - Offshore - Shipping (Qld)	Year 10	M	13
Migratory - Offshore - Shipping (Qld)	Year 11	F	9
Migratory - Offshore - Shipping (Qld)	Year 11	M	7
Migratory - Offshore - Shipping (Qld)	Year 12	F	23
Migratory - Offshore - Shipping (Qld)	Year 12	M	24
Adelaide	Did not go to school	F	965
Adelaide	Did not go to school	M	1019
Adelaide	Year 8	F	3394
Adelaide	Year 8	M	2689
Adelaide	Year 9	F	2234
Adelaide	Year 9	M	2126
Adelaide	Year 10	F	6128
Adelaide	Year 10	M	5904
Adelaide	Year 11	F	7256
Adelaide	Year 11	M	7684
Adelaide	Year 12	F	45546
Adelaide	Year 12	M	44035
Barker	Did not go to school	F	318
Barker	Did not go to school	M	467
Barker	Year 8	F	4736
Barker	Year 8	M	5155
Barker	Year 9	F	4161
Barker	Year 9	M	5042
Barker	Year 10	F	11536
Barker	Year 10	M	13198
Barker	Year 11	F	12376
Barker	Year 11	M	13217
Barker	Year 12	F	22397
Barker	Year 12	M	17994
Boothby	Did not go to school	F	329
Boothby	Did not go to school	M	268
Boothby	Year 8	F	2370
Boothby	Year 8	M	1829
Boothby	Year 9	F	2658
Boothby	Year 9	M	2336
Boothby	Year 10	F	8360
Boothby	Year 10	M	7222
Boothby	Year 11	F	9202
Boothby	Year 11	M	9411
Boothby	Year 12	F	37195
Boothby	Year 12	M	33440
Grey	Did not go to school	F	191
Grey	Did not go to school	M	244
Grey	Year 8	F	4088
Grey	Year 8	M	4638
Grey	Year 9	F	3958
Grey	Year 9	M	4627
Grey	Year 10	F	11160
Grey	Year 10	M	12644
Grey	Year 11	F	11912
Grey	Year 11	M	13697
Grey	Year 12	F	20350
Grey	Year 12	M	16584
Hindmarsh	Did not go to school	F	618
Hindmarsh	Did not go to school	M	430
Hindmarsh	Year 8	F	4193
Hindmarsh	Year 8	M	3030
Hindmarsh	Year 9	F	2897
Hindmarsh	Year 9	M	2503
Hindmarsh	Year 10	F	9100
Hindmarsh	Year 10	M	7793
Hindmarsh	Year 11	F	9392
Hindmarsh	Year 11	M	9833
Hindmarsh	Year 12	F	36391
Hindmarsh	Year 12	M	34190
Kingston	Did not go to school	F	148
Kingston	Did not go to school	M	154
Kingston	Year 8	F	2394
Kingston	Year 8	M	2145
Kingston	Year 9	F	3379
Kingston	Year 9	M	3497
Kingston	Year 10	F	11591
Kingston	Year 10	M	11352
Kingston	Year 11	F	11968
Kingston	Year 11	M	12676
Kingston	Year 12	F	28011
Kingston	Year 12	M	24010
Makin	Did not go to school	F	558
Makin	Did not go to school	M	448
Makin	Year 8	F	3070
Makin	Year 8	M	2546
Makin	Year 9	F	3318
Makin	Year 9	M	3075
Makin	Year 10	F	10571
Makin	Year 10	M	10144
Makin	Year 11	F	11184
Makin	Year 11	M	11907
Makin	Year 12	F	30215
Makin	Year 12	M	28125
Mayo	Did not go to school	F	89
Mayo	Did not go to school	M	106
Mayo	Year 8	F	2160
Mayo	Year 8	M	2291
Mayo	Year 9	F	2887
Mayo	Year 9	M	3262
Mayo	Year 10	F	9945
Mayo	Year 10	M	9964
Mayo	Year 11	F	10760
Mayo	Year 11	M	11254
Mayo	Year 12	F	29226
Mayo	Year 12	M	25204
Port Adelaide	Did not go to school	F	1850
Port Adelaide	Did not go to school	M	1241
Port Adelaide	Year 8	F	5476
Port Adelaide	Year 8	M	4274
Port Adelaide	Year 9	F	4037
Port Adelaide	Year 9	M	3956
Port Adelaide	Year 10	F	10609
Port Adelaide	Year 10	M	10821
Port Adelaide	Year 11	F	10647
Port Adelaide	Year 11	M	11997
Port Adelaide	Year 12	F	31567
Port Adelaide	Year 12	M	28704
Sturt	Did not go to school	F	654
Sturt	Did not go to school	M	434
Sturt	Year 8	F	4000
Sturt	Year 8	M	2878
Sturt	Year 9	F	2570
Sturt	Year 9	M	2188
Sturt	Year 10	F	7686
Sturt	Year 10	M	6356
Sturt	Year 11	F	8537
Sturt	Year 11	M	8202
Sturt	Year 12	F	38562
Sturt	Year 12	M	35478
Wakefield	Did not go to school	F	880
Wakefield	Did not go to school	M	657
Wakefield	Year 8	F	3925
Wakefield	Year 8	M	3934
Wakefield	Year 9	F	4502
Wakefield	Year 9	M	4952
Wakefield	Year 10	F	12980
Wakefield	Year 10	M	13466
Wakefield	Year 11	F	13244
Wakefield	Year 11	M	14316
Wakefield	Year 12	F	26058
Wakefield	Year 12	M	22300
No usual address (SA)	Did not go to school	F	10
No usual address (SA)	Did not go to school	M	20
No usual address (SA)	Year 8	F	49
No usual address (SA)	Year 8	M	96
No usual address (SA)	Year 9	F	61
No usual address (SA)	Year 9	M	120
No usual address (SA)	Year 10	F	184
No usual address (SA)	Year 10	M	291
No usual address (SA)	Year 11	F	130
No usual address (SA)	Year 11	M	220
No usual address (SA)	Year 12	F	378
No usual address (SA)	Year 12	M	462
Migratory - Offshore - Shipping (SA)	Year 12	M	3
Brand	Did not go to school	F	206
Brand	Did not go to school	M	143
Brand	Year 8	F	1725
Brand	Year 8	M	1691
Brand	Year 9	F	3019
Brand	Year 9	M	3430
Brand	Year 10	F	15730
Brand	Year 10	M	16527
Brand	Year 11	F	7936
Brand	Year 11	M	8072
Brand	Year 12	F	29777
Brand	Year 12	M	26193
Burt	Did not go to school	F	664
Burt	Did not go to school	M	566
Burt	Year 8	F	2115
Burt	Year 8	M	2014
Burt	Year 9	F	2970
Burt	Year 9	M	3348
Burt	Year 10	F	14233
Burt	Year 10	M	14721
Burt	Year 11	F	6941
Burt	Year 11	M	6974
Burt	Year 12	F	34875
Burt	Year 12	M	32311
Canning	Did not go to school	F	143
Canning	Did not go to school	M	161
Canning	Year 8	F	2072
Canning	Year 8	M	2257
Canning	Year 9	F	3495
Canning	Year 9	M	3928
Canning	Year 10	F	16545
Canning	Year 10	M	17027
Canning	Year 11	F	7463
Canning	Year 11	M	7025
Canning	Year 12	F	25353
Canning	Year 12	M	21638
Cowan	Did not go to school	F	898
Cowan	Did not go to school	M	752
Cowan	Year 8	F	2544
Cowan	Year 8	M	2064
Cowan	Year 9	F	2688
Cowan	Year 9	M	2796
Cowan	Year 10	F	12231
Cowan	Year 10	M	12886
Cowan	Year 11	F	6033
Cowan	Year 11	M	6371
Cowan	Year 12	F	30771
Cowan	Year 12	M	28674
Curtin	Did not go to school	F	147
Curtin	Did not go to school	M	94
Curtin	Year 8	F	1051
Curtin	Year 8	M	769
Curtin	Year 9	F	1715
Curtin	Year 9	M	1519
Curtin	Year 10	F	6646
Curtin	Year 10	M	5341
Curtin	Year 11	F	3563
Curtin	Year 11	M	3319
Curtin	Year 12	F	43642
Curtin	Year 12	M	40982
Durack	Did not go to school	F	433
Durack	Did not go to school	M	450
Durack	Year 8	F	2312
Durack	Year 8	M	3105
Durack	Year 9	F	3058
Durack	Year 9	M	4344
Durack	Year 10	F	14715
Durack	Year 10	M	20348
Durack	Year 11	F	7907
Durack	Year 11	M	9607
Durack	Year 12	F	27471
Durack	Year 12	M	28082
Forrest	Did not go to school	F	158
Forrest	Did not go to school	M	203
Forrest	Year 8	F	1882
Forrest	Year 8	M	2059
Forrest	Year 9	F	3023
Forrest	Year 9	M	3522
Forrest	Year 10	F	15741
Forrest	Year 10	M	16877
Forrest	Year 11	F	7169
Forrest	Year 11	M	6928
Forrest	Year 12	F	26534
Forrest	Year 12	M	21749
Fremantle	Did not go to school	F	411
Fremantle	Did not go to school	M	322
Fremantle	Year 8	F	2518
Fremantle	Year 8	M	2088
Fremantle	Year 9	F	2464
Fremantle	Year 9	M	2570
Fremantle	Year 10	F	10808
Fremantle	Year 10	M	11312
Fremantle	Year 11	F	5155
Fremantle	Year 11	M	5568
Fremantle	Year 12	F	35651
Fremantle	Year 12	M	31789
Hasluck	Did not go to school	F	400
Hasluck	Did not go to school	M	425
Hasluck	Year 8	F	1961
Hasluck	Year 8	M	1968
Hasluck	Year 9	F	2688
Hasluck	Year 9	M	3103
Hasluck	Year 10	F	12893
Hasluck	Year 10	M	14027
Hasluck	Year 11	F	5934
Hasluck	Year 11	M	6424
Hasluck	Year 12	F	29349
Hasluck	Year 12	M	26384
Moore	Did not go to school	F	117
Moore	Did not go to school	M	90
Moore	Year 8	F	1104
Moore	Year 8	M	910
Moore	Year 9	F	2085
Moore	Year 9	M	2069
Moore	Year 10	F	11109
Moore	Year 10	M	11089
Moore	Year 11	F	5682
Moore	Year 11	M	6021
Moore	Year 12	F	34714
Moore	Year 12	M	32494
O'Connor	Did not go to school	F	241
O'Connor	Did not go to school	M	329
O'Connor	Year 8	F	2376
O'Connor	Year 8	M	3012
O'Connor	Year 9	F	3341
O'Connor	Year 9	M	4296
O'Connor	Year 10	F	15474
O'Connor	Year 10	M	18088
O'Connor	Year 11	F	7367
O'Connor	Year 11	M	7393
O'Connor	Year 12	F	25332
O'Connor	Year 12	M	22110
Pearce	Did not go to school	F	335
Pearce	Did not go to school	M	269
Pearce	Year 8	F	1579
Pearce	Year 8	M	1690
Pearce	Year 9	F	2924
Pearce	Year 9	M	3469
Pearce	Year 10	F	15294
Pearce	Year 10	M	16693
Pearce	Year 11	F	8227
Pearce	Year 11	M	8084
Pearce	Year 12	F	36419
Pearce	Year 12	M	31368
Perth	Did not go to school	F	586
Perth	Did not go to school	M	433
Perth	Year 8	F	2473
Perth	Year 8	M	1919
Perth	Year 9	F	1947
Perth	Year 9	M	1947
Perth	Year 10	F	8731
Perth	Year 10	M	8789
Perth	Year 11	F	4199
Perth	Year 11	M	4605
Perth	Year 12	F	40720
Perth	Year 12	M	40064
Stirling	Did not go to school	F	906
Stirling	Did not go to school	M	742
Stirling	Year 8	F	3183
Stirling	Year 8	M	2605
Stirling	Year 9	F	2411
Stirling	Year 9	M	2156
Stirling	Year 10	F	10278
Stirling	Year 10	M	9318
Stirling	Year 11	F	4779
Stirling	Year 11	M	4937
Stirling	Year 12	F	36275
Stirling	Year 12	M	35150
Swan	Did not go to school	F	566
Swan	Did not go to school	M	559
Swan	Year 8	F	2320
Swan	Year 8	M	1856
Swan	Year 9	F	2346
Swan	Year 9	M	2347
Swan	Year 10	F	9784
Swan	Year 10	M	9841
Swan	Year 11	F	4850
Swan	Year 11	M	5279
Swan	Year 12	F	41809
Swan	Year 12	M	42230
Tangney	Did not go to school	F	295
Tangney	Did not go to school	M	218
Tangney	Year 8	F	1636
Tangney	Year 8	M	1235
Tangney	Year 9	F	2263
Tangney	Year 9	M	2029
Tangney	Year 10	F	9391
Tangney	Year 10	M	8218
Tangney	Year 11	F	4398
Tangney	Year 11	M	4129
Tangney	Year 12	F	36714
Tangney	Year 12	M	34901
No usual address (WA)	Did not go to school	F	12
No usual address (WA)	Did not go to school	M	25
No usual address (WA)	Year 8	F	46
No usual address (WA)	Year 8	M	100
No usual address (WA)	Year 9	F	85
No usual address (WA)	Year 9	M	179
No usual address (WA)	Year 10	F	434
