CED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Oxley	65-74	Did not go to school	M	100
Oxley	65-74	Year 8 or below	F	740
Oxley	65-74	Year 8 or below	M	592
Oxley	65-74	Year 9	F	296
Oxley	65-74	Year 9	M	260
Oxley	65-74	Year 10	F	1630
Oxley	65-74	Year 10	M	1238
Oxley	65-74	Year 11	F	264
Oxley	65-74	Year 11	M	226
Oxley	65-74	Year 12	F	1662
Oxley	65-74	Year 12	M	2014
Oxley	75-84		F	407
Oxley	75-84		M	322
Oxley	75-84	Did not go to school	F	99
Oxley	75-84	Did not go to school	M	47
Oxley	75-84	Year 8 or below	F	509
Oxley	75-84	Year 8 or below	M	370
Oxley	75-84	Year 9	F	148
Oxley	75-84	Year 9	M	128
Oxley	75-84	Year 10	F	690
Oxley	75-84	Year 10	M	454
Oxley	75-84	Year 11	F	117
Oxley	75-84	Year 11	M	62
Oxley	75-84	Year 12	F	614
Oxley	75-84	Year 12	M	704
Oxley	85+		F	332
Oxley	85+		M	128
Oxley	85+	Did not go to school	F	58
Oxley	85+	Did not go to school	M	18
Oxley	85+	Year 8 or below	F	262
Oxley	85+	Year 8 or below	M	158
Oxley	85+	Year 9	F	64
Oxley	85+	Year 9	M	32
Oxley	85+	Year 10	F	218
Oxley	85+	Year 10	M	105
Oxley	85+	Year 11	F	22
Oxley	85+	Year 11	M	18
Oxley	85+	Year 12	F	182
Oxley	85+	Year 12	M	172
Petrie	15-19		F	217
Petrie	15-19		M	240
Petrie	15-19	Did not go to school	F	3
Petrie	15-19	Did not go to school	M	3
Petrie	15-19	Year 8 or below	F	14
Petrie	15-19	Year 8 or below	M	13
Petrie	15-19	Year 9	F	61
Petrie	15-19	Year 9	M	67
Petrie	15-19	Year 10	F	217
Petrie	15-19	Year 10	M	287
Petrie	15-19	Year 11	F	171
Petrie	15-19	Year 11	M	194
Petrie	15-19	Year 12	F	1714
Petrie	15-19	Year 12	M	1697
Petrie	20-24		F	267
Petrie	20-24		M	289
Petrie	20-24	Did not go to school	F	9
Petrie	20-24	Did not go to school	M	11
Petrie	20-24	Year 8 or below	F	29
Petrie	20-24	Year 8 or below	M	38
Petrie	20-24	Year 9	F	81
Petrie	20-24	Year 9	M	124
Petrie	20-24	Year 10	F	495
Petrie	20-24	Year 10	M	593
Petrie	20-24	Year 11	F	292
Petrie	20-24	Year 11	M	345
Petrie	20-24	Year 12	F	3641
Petrie	20-24	Year 12	M	3387
Petrie	25-34		F	672
Petrie	25-34		M	649
Petrie	25-34	Did not go to school	F	28
Petrie	25-34	Did not go to school	M	33
Petrie	25-34	Year 8 or below	F	52
Petrie	25-34	Year 8 or below	M	95
Petrie	25-34	Year 9	F	193
Petrie	25-34	Year 9	M	302
Petrie	25-34	Year 10	F	1180
Petrie	25-34	Year 10	M	1431
Petrie	25-34	Year 11	F	805
Petrie	25-34	Year 11	M	837
Petrie	25-34	Year 12	F	8281
Petrie	25-34	Year 12	M	6817
Petrie	35-44		F	666
Petrie	35-44		M	732
Petrie	35-44	Did not go to school	F	35
Petrie	35-44	Did not go to school	M	39
Petrie	35-44	Year 8 or below	F	100
Petrie	35-44	Year 8 or below	M	128
Petrie	35-44	Year 9	F	298
Petrie	35-44	Year 9	M	336
Petrie	35-44	Year 10	F	1538
Petrie	35-44	Year 10	M	1822
Petrie	35-44	Year 11	F	833
Petrie	35-44	Year 11	M	855
Petrie	35-44	Year 12	F	8401
Petrie	35-44	Year 12	M	6990
Petrie	45-54		F	698
Petrie	45-54		M	721
Petrie	45-54	Did not go to school	F	50
Petrie	45-54	Did not go to school	M	45
Petrie	45-54	Year 8 or below	F	159
Petrie	45-54	Year 8 or below	M	238
Petrie	45-54	Year 9	F	367
Petrie	45-54	Year 9	M	508
Petrie	45-54	Year 10	F	3295
Petrie	45-54	Year 10	M	3128
Petrie	45-54	Year 11	F	1034
Petrie	45-54	Year 11	M	918
Petrie	45-54	Year 12	F	5356
Petrie	45-54	Year 12	M	4788
Petrie	55-64		F	612
Petrie	55-64		M	587
Petrie	55-64	Did not go to school	F	47
Petrie	55-64	Did not go to school	M	42
Petrie	55-64	Year 8 or below	F	371
Petrie	55-64	Year 8 or below	M	352
Petrie	55-64	Year 9	F	631
Petrie	55-64	Year 9	M	540
Petrie	55-64	Year 10	F	3858
Petrie	55-64	Year 10	M	3087
Petrie	55-64	Year 11	F	603
Petrie	55-64	Year 11	M	602
Petrie	55-64	Year 12	F	3357
Petrie	55-64	Year 12	M	3131
Petrie	65-74		F	727
Petrie	65-74		M	650
Petrie	65-74	Did not go to school	F	39
Petrie	65-74	Did not go to school	M	34
Petrie	65-74	Year 8 or below	F	1137
Petrie	65-74	Year 8 or below	M	927
Petrie	65-74	Year 9	F	632
Petrie	65-74	Year 9	M	500
Petrie	65-74	Year 10	F	3118
Petrie	65-74	Year 10	M	2275
Petrie	65-74	Year 11	F	434
Petrie	65-74	Year 11	M	383
Petrie	65-74	Year 12	F	2067
Petrie	65-74	Year 12	M	2283
Petrie	75-84		F	815
Petrie	75-84		M	527
Petrie	75-84	Did not go to school	F	35
Petrie	75-84	Did not go to school	M	25
Petrie	75-84	Year 8 or below	F	1004
Petrie	75-84	Year 8 or below	M	745
Petrie	75-84	Year 9	F	434
Petrie	75-84	Year 9	M	278
Petrie	75-84	Year 10	F	1396
Petrie	75-84	Year 10	M	937
Petrie	75-84	Year 11	F	221
Petrie	75-84	Year 11	M	174
Petrie	75-84	Year 12	F	897
Petrie	75-84	Year 12	M	991
Petrie	85+		F	758
Petrie	85+		M	357
Petrie	85+	Did not go to school	F	12
Petrie	85+	Did not go to school	M	11
Petrie	85+	Year 8 or below	F	601
Petrie	85+	Year 8 or below	M	327
Petrie	85+	Year 9	F	208
Petrie	85+	Year 9	M	93
Petrie	85+	Year 10	F	524
Petrie	85+	Year 10	M	229
Petrie	85+	Year 11	F	71
Petrie	85+	Year 11	M	54
Petrie	85+	Year 12	F	372
Petrie	85+	Year 12	M	281
Rankin	15-19		F	355
Rankin	15-19		M	390
Rankin	15-19	Did not go to school	F	7
Rankin	15-19	Did not go to school	M	7
Rankin	15-19	Year 8 or below	F	25
Rankin	15-19	Year 8 or below	M	40
Rankin	15-19	Year 9	F	58
Rankin	15-19	Year 9	M	98
Rankin	15-19	Year 10	F	236
Rankin	15-19	Year 10	M	361
Rankin	15-19	Year 11	F	231
Rankin	15-19	Year 11	M	286
Rankin	15-19	Year 12	F	2225
Rankin	15-19	Year 12	M	2148
Rankin	20-24		F	442
Rankin	20-24		M	445
Rankin	20-24	Did not go to school	F	35
Rankin	20-24	Did not go to school	M	70
Rankin	20-24	Year 8 or below	F	70
Rankin	20-24	Year 8 or below	M	102
Rankin	20-24	Year 9	F	96
Rankin	20-24	Year 9	M	172
Rankin	20-24	Year 10	F	486
Rankin	20-24	Year 10	M	656
Rankin	20-24	Year 11	F	401
Rankin	20-24	Year 11	M	429
Rankin	20-24	Year 12	F	4658
Rankin	20-24	Year 12	M	4676
Rankin	25-34		F	957
Rankin	25-34		M	901
Rankin	25-34	Did not go to school	F	160
Rankin	25-34	Did not go to school	M	197
Rankin	25-34	Year 8 or below	F	225
Rankin	25-34	Year 8 or below	M	287
Rankin	25-34	Year 9	F	300
Rankin	25-34	Year 9	M	375
Rankin	25-34	Year 10	F	1337
Rankin	25-34	Year 10	M	1619
Rankin	25-34	Year 11	F	853
Rankin	25-34	Year 11	M	913
Rankin	25-34	Year 12	F	10773
Rankin	25-34	Year 12	M	9516
Rankin	35-44		F	824
Rankin	35-44		M	807
Rankin	35-44	Did not go to school	F	228
Rankin	35-44	Did not go to school	M	151
Rankin	35-44	Year 8 or below	F	285
Rankin	35-44	Year 8 or below	M	301
Rankin	35-44	Year 9	F	323
Rankin	35-44	Year 9	M	422
Rankin	35-44	Year 10	F	1698
Rankin	35-44	Year 10	M	2018
Rankin	35-44	Year 11	F	911
Rankin	35-44	Year 11	M	904
Rankin	35-44	Year 12	F	8589
Rankin	35-44	Year 12	M	7810
Rankin	45-54		F	753
Rankin	45-54		M	764
Rankin	45-54	Did not go to school	F	226
Rankin	45-54	Did not go to school	M	165
Rankin	45-54	Year 8 or below	F	340
Rankin	45-54	Year 8 or below	M	363
Rankin	45-54	Year 9	F	447
Rankin	45-54	Year 9	M	540
Rankin	45-54	Year 10	F	3155
Rankin	45-54	Year 10	M	3003
Rankin	45-54	Year 11	F	922
Rankin	45-54	Year 11	M	867
Rankin	45-54	Year 12	F	5442
Rankin	45-54	Year 12	M	4725
Rankin	55-64		F	721
Rankin	55-64		M	665
Rankin	55-64	Did not go to school	F	164
Rankin	55-64	Did not go to school	M	154
Rankin	55-64	Year 8 or below	F	547
Rankin	55-64	Year 8 or below	M	513
Rankin	55-64	Year 9	F	658
Rankin	55-64	Year 9	M	577
Rankin	55-64	Year 10	F	3376
Rankin	55-64	Year 10	M	2890
Rankin	55-64	Year 11	F	583
Rankin	55-64	Year 11	M	575
Rankin	55-64	Year 12	F	3461
Rankin	55-64	Year 12	M	3427
Rankin	65-74		F	559
Rankin	65-74		M	566
Rankin	65-74	Did not go to school	F	115
Rankin	65-74	Did not go to school	M	103
Rankin	65-74	Year 8 or below	F	960
Rankin	65-74	Year 8 or below	M	824
Rankin	65-74	Year 9	F	433
Rankin	65-74	Year 9	M	427
Rankin	65-74	Year 10	F	2059
Rankin	65-74	Year 10	M	1707
Rankin	65-74	Year 11	F	275
Rankin	65-74	Year 11	M	287
Rankin	65-74	Year 12	F	1686
Rankin	65-74	Year 12	M	2083
Rankin	75-84		F	367
Rankin	75-84		M	342
Rankin	75-84	Did not go to school	F	107
Rankin	75-84	Did not go to school	M	51
Rankin	75-84	Year 8 or below	F	553
Rankin	75-84	Year 8 or below	M	466
Rankin	75-84	Year 9	F	186
Rankin	75-84	Year 9	M	158
Rankin	75-84	Year 10	F	605
Rankin	75-84	Year 10	M	469
Rankin	75-84	Year 11	F	105
Rankin	75-84	Year 11	M	76
Rankin	75-84	Year 12	F	522
Rankin	75-84	Year 12	M	612
Rankin	85+		F	229
Rankin	85+		M	141
Rankin	85+	Did not go to school	F	46
Rankin	85+	Did not go to school	M	16
Rankin	85+	Year 8 or below	F	343
Rankin	85+	Year 8 or below	M	149
Rankin	85+	Year 9	F	98
Rankin	85+	Year 9	M	63
Rankin	85+	Year 10	F	220
Rankin	85+	Year 10	M	97
Rankin	85+	Year 11	F	27
Rankin	85+	Year 11	M	16
Rankin	85+	Year 12	F	147
Rankin	85+	Year 12	M	143
Ryan	15-19		F	202
Ryan	15-19		M	196
Ryan	15-19	Year 8 or below	F	13
Ryan	15-19	Year 8 or below	M	5
Ryan	15-19	Year 9	F	18
Ryan	15-19	Year 9	M	28
Ryan	15-19	Year 10	F	93
Ryan	15-19	Year 10	M	113
Ryan	15-19	Year 11	F	64
Ryan	15-19	Year 11	M	111
Ryan	15-19	Year 12	F	3290
Ryan	15-19	Year 12	M	2965
Ryan	20-24		F	470
Ryan	20-24		M	442
Ryan	20-24	Did not go to school	F	10
Ryan	20-24	Did not go to school	M	7
Ryan	20-24	Year 8 or below	F	13
Ryan	20-24	Year 8 or below	M	11
Ryan	20-24	Year 9	F	52
Ryan	20-24	Year 9	M	37
Ryan	20-24	Year 10	F	116
Ryan	20-24	Year 10	M	220
Ryan	20-24	Year 11	F	131
Ryan	20-24	Year 11	M	212
Ryan	20-24	Year 12	F	7621
Ryan	20-24	Year 12	M	7287
Ryan	25-34		F	567
Ryan	25-34		M	628
Ryan	25-34	Did not go to school	F	9
Ryan	25-34	Did not go to school	M	24
Ryan	25-34	Year 8 or below	F	27
Ryan	25-34	Year 8 or below	M	31
Ryan	25-34	Year 9	F	49
Ryan	25-34	Year 9	M	75
Ryan	25-34	Year 10	F	281
Ryan	25-34	Year 10	M	427
Ryan	25-34	Year 11	F	214
Ryan	25-34	Year 11	M	311
Ryan	25-34	Year 12	F	9153
Ryan	25-34	Year 12	M	8881
Ryan	35-44		F	434
Ryan	35-44		M	493
Ryan	35-44	Did not go to school	F	25
Ryan	35-44	Did not go to school	M	26
Ryan	35-44	Year 8 or below	F	31
Ryan	35-44	Year 8 or below	M	36
Ryan	35-44	Year 9	F	50
Ryan	35-44	Year 9	M	71
Ryan	35-44	Year 10	F	451
Ryan	35-44	Year 10	M	585
Ryan	35-44	Year 11	F	307
Ryan	35-44	Year 11	M	372
Ryan	35-44	Year 12	F	9777
Ryan	35-44	Year 12	M	8515
Ryan	45-54		F	405
Ryan	45-54		M	454
Ryan	45-54	Did not go to school	F	25
Ryan	45-54	Did not go to school	M	18
Ryan	45-54	Year 8 or below	F	43
Ryan	45-54	Year 8 or below	M	45
Ryan	45-54	Year 9	F	86
Ryan	45-54	Year 9	M	104
Ryan	45-54	Year 10	F	1243
Ryan	45-54	Year 10	M	1207
Ryan	45-54	Year 11	F	548
Ryan	45-54	Year 11	M	509
Ryan	45-54	Year 12	F	8033
Ryan	45-54	Year 12	M	7383
Ryan	55-64		F	393
Ryan	55-64		M	399
Ryan	55-64	Did not go to school	F	21
Ryan	55-64	Did not go to school	M	21
Ryan	55-64	Year 8 or below	F	90
Ryan	55-64	Year 8 or below	M	69
Ryan	55-64	Year 9	F	116
Ryan	55-64	Year 9	M	102
Ryan	55-64	Year 10	F	1665
Ryan	55-64	Year 10	M	1131
Ryan	55-64	Year 11	F	422
Ryan	55-64	Year 11	M	357
Ryan	55-64	Year 12	F	5500
Ryan	55-64	Year 12	M	5321
Ryan	65-74		F	367
Ryan	65-74		M	323
Ryan	65-74	Did not go to school	F	17
Ryan	65-74	Did not go to school	M	19
Ryan	65-74	Year 8 or below	F	316
Ryan	65-74	Year 8 or below	M	206
Ryan	65-74	Year 9	F	192
Ryan	65-74	Year 9	M	134
Ryan	65-74	Year 10	F	1797
Ryan	65-74	Year 10	M	998
Ryan	65-74	Year 11	F	323
Ryan	65-74	Year 11	M	239
Ryan	65-74	Year 12	F	3241
Ryan	65-74	Year 12	M	3765
Ryan	75-84		F	338
Ryan	75-84		M	273
Ryan	75-84	Did not go to school	F	9
Ryan	75-84	Did not go to school	M	11
Ryan	75-84	Year 8 or below	F	365
Ryan	75-84	Year 8 or below	M	218
Ryan	75-84	Year 9	F	157
Ryan	75-84	Year 9	M	93
Ryan	75-84	Year 10	F	902
Ryan	75-84	Year 10	M	517
Ryan	75-84	Year 11	F	176
Ryan	75-84	Year 11	M	105
Ryan	75-84	Year 12	F	1233
Ryan	75-84	Year 12	M	1439
Ryan	85+		F	423
Ryan	85+		M	156
Ryan	85+	Did not go to school	F	12
Ryan	85+	Did not go to school	M	3
Ryan	85+	Year 8 or below	F	345
Ryan	85+	Year 8 or below	M	125
Ryan	85+	Year 9	F	127
Ryan	85+	Year 9	M	41
Ryan	85+	Year 10	F	446
Ryan	85+	Year 10	M	177
Ryan	85+	Year 11	F	67
Ryan	85+	Year 11	M	31
Ryan	85+	Year 12	F	471
Ryan	85+	Year 12	M	439
Wide Bay	15-19		F	223
Wide Bay	15-19		M	258
Wide Bay	15-19	Did not go to school	F	3
Wide Bay	15-19	Did not go to school	M	3
Wide Bay	15-19	Year 8 or below	F	14
Wide Bay	15-19	Year 8 or below	M	18
Wide Bay	15-19	Year 9	F	54
Wide Bay	15-19	Year 9	M	92
Wide Bay	15-19	Year 10	F	268
Wide Bay	15-19	Year 10	M	319
Wide Bay	15-19	Year 11	F	168
Wide Bay	15-19	Year 11	M	222
Wide Bay	15-19	Year 12	F	1103
Wide Bay	15-19	Year 12	M	1084
Wide Bay	20-24		F	225
Wide Bay	20-24		M	336
Wide Bay	20-24	Did not go to school	F	8
Wide Bay	20-24	Did not go to school	M	12
Wide Bay	20-24	Year 8 or below	F	15
Wide Bay	20-24	Year 8 or below	M	23
Wide Bay	20-24	Year 9	F	59
Wide Bay	20-24	Year 9	M	109
Wide Bay	20-24	Year 10	F	400
Wide Bay	20-24	Year 10	M	496
Wide Bay	20-24	Year 11	F	239
Wide Bay	20-24	Year 11	M	290
Wide Bay	20-24	Year 12	F	1929
Wide Bay	20-24	Year 12	M	1899
Wide Bay	25-34		F	454
Wide Bay	25-34		M	679
Wide Bay	25-34	Did not go to school	F	14
Wide Bay	25-34	Did not go to school	M	11
Wide Bay	25-34	Year 8 or below	F	57
Wide Bay	25-34	Year 8 or below	M	108
Wide Bay	25-34	Year 9	F	186
Wide Bay	25-34	Year 9	M	286
Wide Bay	25-34	Year 10	F	1002
Wide Bay	25-34	Year 10	M	1218
Wide Bay	25-34	Year 11	F	491
Wide Bay	25-34	Year 11	M	492
Wide Bay	25-34	Year 12	F	4015
Wide Bay	25-34	Year 12	M	3142
Wide Bay	35-44		F	624
Wide Bay	35-44		M	852
Wide Bay	35-44	Did not go to school	F	10
Wide Bay	35-44	Did not go to school	M	22
Wide Bay	35-44	Year 8 or below	F	105
Wide Bay	35-44	Year 8 or below	M	146
Wide Bay	35-44	Year 9	F	264
Wide Bay	35-44	Year 9	M	391
Wide Bay	35-44	Year 10	F	1550
Wide Bay	35-44	Year 10	M	1883
Wide Bay	35-44	Year 11	F	667
Wide Bay	35-44	Year 11	M	657
Wide Bay	35-44	Year 12	F	5062
Wide Bay	35-44	Year 12	M	3742
Wide Bay	45-54		F	810
Wide Bay	45-54		M	953
Wide Bay	45-54	Did not go to school	F	32
Wide Bay	45-54	Did not go to school	M	32
Wide Bay	45-54	Year 8 or below	F	195
Wide Bay	45-54	Year 8 or below	M	264
Wide Bay	45-54	Year 9	F	541
Wide Bay	45-54	Year 9	M	695
Wide Bay	45-54	Year 10	F	3645
Wide Bay	45-54	Year 10	M	3599
Wide Bay	45-54	Year 11	F	1107
Wide Bay	45-54	Year 11	M	953
Wide Bay	45-54	Year 12	F	4488
Wide Bay	45-54	Year 12	M	3184
Wide Bay	55-64		F	1001
Wide Bay	55-64		M	1019
Wide Bay	55-64	Did not go to school	F	27
Wide Bay	55-64	Did not go to school	M	27
Wide Bay	55-64	Year 8 or below	F	416
Wide Bay	55-64	Year 8 or below	M	547
Wide Bay	55-64	Year 9	F	800
Wide Bay	55-64	Year 9	M	850
Wide Bay	55-64	Year 10	F	4828
Wide Bay	55-64	Year 10	M	4428
Wide Bay	55-64	Year 11	F	906
Wide Bay	55-64	Year 11	M	834
Wide Bay	55-64	Year 12	F	3687
Wide Bay	55-64	Year 12	M	3360
Wide Bay	65-74		F	1049
Wide Bay	65-74		M	1104
Wide Bay	65-74	Did not go to school	F	33
Wide Bay	65-74	Did not go to school	M	56
Wide Bay	65-74	Year 8 or below	F	1254
Wide Bay	65-74	Year 8 or below	M	1496
Wide Bay	65-74	Year 9	F	772
Wide Bay	65-74	Year 9	M	872
Wide Bay	65-74	Year 10	F	3711
Wide Bay	65-74	Year 10	M	3189
Wide Bay	65-74	Year 11	F	629
Wide Bay	65-74	Year 11	M	593
Wide Bay	65-74	Year 12	F	2624
Wide Bay	65-74	Year 12	M	3187
Wide Bay	75-84		F	778
Wide Bay	75-84		M	728
Wide Bay	75-84	Did not go to school	F	21
Wide Bay	75-84	Did not go to school	M	34
Wide Bay	75-84	Year 8 or below	F	1028
Wide Bay	75-84	Year 8 or below	M	1080
Wide Bay	75-84	Year 9	F	402
Wide Bay	75-84	Year 9	M	404
Wide Bay	75-84	Year 10	F	1249
Wide Bay	75-84	Year 10	M	1045
Wide Bay	75-84	Year 11	F	260
Wide Bay	75-84	Year 11	M	192
Wide Bay	75-84	Year 12	F	1004
Wide Bay	75-84	Year 12	M	1264
Wide Bay	85+		F	538
Wide Bay	85+		M	289
Wide Bay	85+	Did not go to school	F	23
Wide Bay	85+	Did not go to school	M	9
Wide Bay	85+	Year 8 or below	F	568
Wide Bay	85+	Year 8 or below	M	390
Wide Bay	85+	Year 9	F	167
Wide Bay	85+	Year 9	M	94
Wide Bay	85+	Year 10	F	400
Wide Bay	85+	Year 10	M	223
Wide Bay	85+	Year 11	F	65
Wide Bay	85+	Year 11	M	59
Wide Bay	85+	Year 12	F	298
Wide Bay	85+	Year 12	M	282
Wright	15-19		F	367
Wright	15-19		M	348
Wright	15-19	Did not go to school	F	7
Wright	15-19	Did not go to school	M	6
Wright	15-19	Year 8 or below	F	10
Wright	15-19	Year 8 or below	M	18
Wright	15-19	Year 9	F	49
Wright	15-19	Year 9	M	88
Wright	15-19	Year 10	F	268
Wright	15-19	Year 10	M	394
Wright	15-19	Year 11	F	186
Wright	15-19	Year 11	M	276
Wright	15-19	Year 12	F	1834
Wright	15-19	Year 12	M	1670
Wright	20-24		F	342
Wright	20-24		M	389
Wright	20-24	Did not go to school	F	6
Wright	20-24	Did not go to school	M	6
Wright	20-24	Year 8 or below	F	16
Wright	20-24	Year 8 or below	M	34
Wright	20-24	Year 9	F	69
Wright	20-24	Year 9	M	106
Wright	20-24	Year 10	F	457
Wright	20-24	Year 10	M	623
Wright	20-24	Year 11	F	218
Wright	20-24	Year 11	M	340
Wright	20-24	Year 12	F	3283
Wright	20-24	Year 12	M	2838
Wright	25-34		F	665
Wright	25-34		M	834
Wright	25-34	Did not go to school	F	24
Wright	25-34	Did not go to school	M	32
Wright	25-34	Year 8 or below	F	70
Wright	25-34	Year 8 or below	M	138
Wright	25-34	Year 9	F	167
Wright	25-34	Year 9	M	321
Wright	25-34	Year 10	F	1142
Wright	25-34	Year 10	M	1585
Wright	25-34	Year 11	F	637
Wright	25-34	Year 11	M	674
Wright	25-34	Year 12	F	5967
Wright	25-34	Year 12	M	4586
Wright	35-44		F	780
Wright	35-44		M	900
Wright	35-44	Did not go to school	F	31
Wright	35-44	Did not go to school	M	24
Wright	35-44	Year 8 or below	F	93
Wright	35-44	Year 8 or below	M	155
Wright	35-44	Year 9	F	275
Wright	35-44	Year 9	M	484
Wright	35-44	Year 10	F	1916
Wright	35-44	Year 10	M	2520
Wright	35-44	Year 11	F	845
Wright	35-44	Year 11	M	895
Wright	35-44	Year 12	F	7021
Wright	35-44	Year 12	M	5177
Wright	45-54		F	950
Wright	45-54		M	1004
Wright	45-54	Did not go to school	F	37
Wright	45-54	Did not go to school	M	48
Wright	45-54	Year 8 or below	F	167
Wright	45-54	Year 8 or below	M	289
Wright	45-54	Year 9	F	531
Wright	45-54	Year 9	M	796
Wright	45-54	Year 10	F	4136
Wright	45-54	Year 10	M	4417
Wright	45-54	Year 11	F	1145
Wright	45-54	Year 11	M	1091
Wright	45-54	Year 12	F	5017
Wright	45-54	Year 12	M	3900
Wright	55-64		F	877
Wright	55-64		M	949
Wright	55-64	Did not go to school	F	29
Wright	55-64	Did not go to school	M	47
Wright	55-64	Year 8 or below	F	350
Wright	55-64	Year 8 or below	M	492
Wright	55-64	Year 9	F	717
Wright	55-64	Year 9	M	787
Wright	55-64	Year 10	F	3930
Wright	55-64	Year 10	M	3897
Wright	55-64	Year 11	F	675
Wright	55-64	Year 11	M	689
Wright	55-64	Year 12	F	3142
Wright	55-64	Year 12	M	2967
Wright	65-74		F	739
Wright	65-74		M	805
Wright	65-74	Did not go to school	F	29
Wright	65-74	Did not go to school	M	43
Wright	65-74	Year 8 or below	F	1096
Wright	65-74	Year 8 or below	M	1310
Wright	65-74	Year 9	F	524
Wright	65-74	Year 9	M	651
Wright	65-74	Year 10	F	2439
Wright	65-74	Year 10	M	2242
Wright	65-74	Year 11	F	418
Wright	65-74	Year 11	M	392
Wright	65-74	Year 12	F	1898
Wright	65-74	Year 12	M	2120
Wright	75-84		F	464
Wright	75-84		M	404
Wright	75-84	Did not go to school	F	28
Wright	75-84	Did not go to school	M	23
Wright	75-84	Year 8 or below	F	838
Wright	75-84	Year 8 or below	M	817
Wright	75-84	Year 9	F	255
Wright	75-84	Year 9	M	255
Wright	75-84	Year 10	F	722
Wright	75-84	Year 10	M	647
Wright	75-84	Year 11	F	131
Wright	75-84	Year 11	M	116
Wright	75-84	Year 12	F	562
Wright	75-84	Year 12	M	760
Wright	85+		F	307
Wright	85+		M	168
Wright	85+	Did not go to school	F	10
Wright	85+	Did not go to school	M	9
Wright	85+	Year 8 or below	F	420
Wright	85+	Year 8 or below	M	260
Wright	85+	Year 9	F	108
Wright	85+	Year 9	M	77
Wright	85+	Year 10	F	173
Wright	85+	Year 10	M	115
Wright	85+	Year 11	F	26
Wright	85+	Year 11	M	27
Wright	85+	Year 12	F	163
Wright	85+	Year 12	M	158
No usual address (Qld)	15-19		F	30
No usual address (Qld)	15-19		M	37
No usual address (Qld)	15-19	Did not go to school	F	4
No usual address (Qld)	15-19	Year 8 or below	M	5
No usual address (Qld)	15-19	Year 9	F	6
No usual address (Qld)	15-19	Year 9	M	14
No usual address (Qld)	15-19	Year 10	F	27
No usual address (Qld)	15-19	Year 10	M	32
No usual address (Qld)	15-19	Year 11	F	16
No usual address (Qld)	15-19	Year 11	M	23
No usual address (Qld)	15-19	Year 12	F	88
No usual address (Qld)	15-19	Year 12	M	63
No usual address (Qld)	20-24		F	117
No usual address (Qld)	20-24		M	122
No usual address (Qld)	20-24	Did not go to school	F	3
No usual address (Qld)	20-24	Did not go to school	M	3
No usual address (Qld)	20-24	Year 8 or below	F	4
No usual address (Qld)	20-24	Year 8 or below	M	4
No usual address (Qld)	20-24	Year 9	F	7
No usual address (Qld)	20-24	Year 9	M	21
No usual address (Qld)	20-24	Year 10	F	35
No usual address (Qld)	20-24	Year 10	M	66
No usual address (Qld)	20-24	Year 11	F	30
No usual address (Qld)	20-24	Year 11	M	52
No usual address (Qld)	20-24	Year 12	F	369
No usual address (Qld)	20-24	Year 12	M	295
No usual address (Qld)	25-34		F	223
No usual address (Qld)	25-34		M	336
No usual address (Qld)	25-34	Did not go to school	F	4
No usual address (Qld)	25-34	Did not go to school	M	4
No usual address (Qld)	25-34	Year 8 or below	F	12
No usual address (Qld)	25-34	Year 8 or below	M	18
No usual address (Qld)	25-34	Year 9	F	19
No usual address (Qld)	25-34	Year 9	M	62
No usual address (Qld)	25-34	Year 10	F	66
No usual address (Qld)	25-34	Year 10	M	163
No usual address (Qld)	25-34	Year 11	F	44
No usual address (Qld)	25-34	Year 11	M	92
No usual address (Qld)	25-34	Year 12	F	628
No usual address (Qld)	25-34	Year 12	M	619
No usual address (Qld)	35-44		F	134
No usual address (Qld)	35-44		M	319
No usual address (Qld)	35-44	Did not go to school	M	9
No usual address (Qld)	35-44	Year 8 or below	F	7
No usual address (Qld)	35-44	Year 8 or below	M	17
No usual address (Qld)	35-44	Year 9	F	12
No usual address (Qld)	35-44	Year 9	M	54
No usual address (Qld)	35-44	Year 10	F	76
No usual address (Qld)	35-44	Year 10	M	183
No usual address (Qld)	35-44	Year 11	F	29
No usual address (Qld)	35-44	Year 11	M	69
No usual address (Qld)	35-44	Year 12	F	251
No usual address (Qld)	35-44	Year 12	M	304
No usual address (Qld)	45-54		F	147
No usual address (Qld)	45-54		M	286
No usual address (Qld)	45-54	Did not go to school	F	7
No usual address (Qld)	45-54	Did not go to school	M	10
No usual address (Qld)	45-54	Year 8 or below	F	14
No usual address (Qld)	45-54	Year 8 or below	M	38
No usual address (Qld)	45-54	Year 9	F	33
No usual address (Qld)	45-54	Year 9	M	76
No usual address (Qld)	45-54	Year 10	F	206
No usual address (Qld)	45-54	Year 10	M	255
No usual address (Qld)	45-54	Year 11	F	81
No usual address (Qld)	45-54	Year 11	M	82
No usual address (Qld)	45-54	Year 12	F	217
No usual address (Qld)	45-54	Year 12	M	222
No usual address (Qld)	55-64		F	204
No usual address (Qld)	55-64		M	266
No usual address (Qld)	55-64	Did not go to school	M	5
No usual address (Qld)	55-64	Year 8 or below	F	40
No usual address (Qld)	55-64	Year 8 or below	M	50
No usual address (Qld)	55-64	Year 9	F	113
No usual address (Qld)	55-64	Year 9	M	69
No usual address (Qld)	55-64	Year 10	F	455
No usual address (Qld)	55-64	Year 10	M	391
No usual address (Qld)	55-64	Year 11	F	100
