SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
217031471,0,0,0,0,0,5,13,0,0,0,0,0,0,3,9,34,8,0,0,0,58,33,4,27,0,0,0,74,35,7,22,0,0,0,66,37,0,17,0,0,0,60,15,0,3,0,0,0,20,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,14,150,59,91,7,6,7,312
217031472,3,8,18,4,3,17,48,3,5,3,9,0,0,17,17,102,28,3,3,3,151,68,55,54,21,13,3,215,95,24,67,4,5,0,202,172,3,62,0,3,0,247,161,3,41,0,0,0,203,36,0,7,0,0,0,40,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,14,10,10,3,4,63,574,218,286,46,47,25,1196
217031473,0,0,28,0,18,22,78,0,0,3,0,0,0,3,4,0,21,0,4,0,30,19,0,26,0,5,0,52,19,0,16,0,7,0,39,23,0,24,0,0,0,51,13,0,9,0,0,0,21,7,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,8,0,23,92,0,147,0,40,28,302
217031474,0,3,30,0,23,29,83,0,12,5,0,0,0,23,9,20,31,0,12,0,66,37,3,55,0,3,0,99,21,3,26,0,3,0,51,40,0,12,0,0,0,55,11,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,12,0,25,117,42,172,3,57,27,425
217031475,0,0,62,0,47,48,167,0,0,3,0,0,0,6,11,16,27,0,12,0,72,27,9,46,0,10,4,84,41,0,26,0,6,0,76,53,0,21,0,5,0,79,20,0,10,0,0,0,30,3,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,18,0,25,0,45,170,25,220,0,109,55,582
217031476,0,0,11,0,11,17,46,0,0,3,0,3,0,6,9,3,4,12,5,0,36,10,3,17,0,0,0,27,12,0,13,0,0,0,26,50,0,15,0,0,0,73,52,0,15,0,5,0,72,19,0,10,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,152,9,93,13,40,16,326
217041477,0,0,52,0,58,39,146,0,0,4,0,0,0,7,3,0,35,6,4,0,53,32,0,58,0,15,0,106,22,0,25,0,3,0,54,25,0,23,0,3,0,53,8,0,8,0,0,0,20,3,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,16,0,12,0,32,106,4,223,11,104,44,493
217041478,0,0,43,0,32,27,110,0,3,4,0,3,0,4,13,32,27,0,9,0,78,21,5,33,0,11,0,70,26,0,31,0,3,0,55,69,5,40,0,6,0,113,83,0,26,0,3,0,118,54,0,14,0,0,0,72,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,8,0,30,273,52,233,0,75,32,667
217041479,4,21,18,3,3,20,66,3,13,3,3,0,0,24,33,161,22,3,0,3,226,110,73,48,10,3,0,239,145,43,72,4,0,3,268,312,44,87,8,3,0,452,443,4,105,8,11,0,566,263,4,37,0,5,0,314,32,0,6,0,0,0,45,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,24,22,9,3,3,7,60,1370,396,412,29,32,31,2271
217041480,0,15,27,7,9,7,67,3,12,8,4,0,0,31,32,93,29,14,14,0,180,104,26,52,38,8,0,229,111,18,37,0,3,0,173,212,14,50,4,7,0,297,323,4,69,0,3,0,395,137,0,32,3,3,0,175,24,0,3,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,9,11,8,3,3,52,964,199,323,75,60,18,1635
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,0,13,14,0,0,3,34,0,16,0,7,0,0,22,4,69,4,8,0,0,86,0,69,16,16,0,0,109,8,18,13,3,0,0,38,9,20,4,4,0,0,41,49,12,53,3,3,0,113,402,17,142,0,7,3,565,117,0,42,0,0,0,157,16,0,3,0,0,0,24,7,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,21,9,0,0,0,39,613,251,303,43,13,6,1235
301011002,0,0,4,0,0,14,21,0,3,0,0,0,0,4,0,6,0,0,3,0,9,0,3,0,0,0,0,3,0,3,3,0,0,0,11,0,4,7,0,0,0,11,7,0,6,0,0,0,19,96,0,43,3,0,0,145,58,0,17,0,0,0,76,33,0,3,0,0,0,37,17,0,3,0,0,0,24,4,0,3,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,8,224,18,104,3,4,16,378
301011003,0,7,19,3,0,9,32,0,8,0,0,0,0,11,0,34,4,7,3,0,53,0,25,6,5,0,0,37,0,6,3,0,4,0,11,3,8,11,3,3,0,37,52,12,36,3,3,0,108,266,6,87,0,0,0,357,212,0,44,0,0,0,255,36,0,12,0,0,0,46,13,0,0,0,0,0,17,3,0,0,0,0,0,9,4,0,0,0,0,0,3,3,0,0,0,0,0,3,14,5,6,3,0,0,33,619,113,225,23,17,10,1016
301011004,0,21,18,0,4,13,57,0,33,0,0,0,0,34,0,139,0,4,0,0,143,10,77,10,4,4,0,105,13,8,16,0,0,0,35,19,21,28,3,20,0,84,186,14,79,6,8,3,298,453,3,124,0,0,3,591,194,0,32,0,3,0,224,25,0,4,0,0,0,30,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,6,0,0,0,7,0,0,0,0,0,0,0,9,17,22,0,0,8,58,904,337,342,17,41,30,1671
301011005,0,3,3,0,0,3,12,0,0,0,0,0,0,3,0,11,0,0,0,0,11,0,9,4,0,10,0,21,0,10,7,0,0,0,16,5,3,3,0,3,0,16,70,5,38,4,0,3,111,174,3,51,3,8,0,231,21,0,7,0,0,0,32,12,0,0,0,0,0,18,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,8,291,49,116,5,17,6,486
301011006,0,4,7,0,0,7,20,0,4,0,0,0,0,4,0,28,4,0,0,0,34,3,12,3,0,0,0,18,3,4,11,0,0,0,13,3,4,10,0,0,0,19,61,0,25,4,0,3,90,214,4,70,0,0,0,291,201,0,30,0,0,3,234,69,0,11,0,0,0,84,26,0,3,0,0,0,30,7,0,0,0,0,0,10,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,0,0,0,0,15,601,76,174,4,11,14,881
301021007,0,28,15,0,5,5,54,0,37,3,0,0,0,40,0,203,8,7,0,0,216,8,46,7,10,3,3,80,4,20,7,0,0,3,33,18,7,36,0,3,3,79,138,3,62,0,0,0,211,543,5,101,0,3,3,661,281,0,61,0,3,3,351,90,0,19,0,3,0,112,14,0,4,0,0,0,19,16,0,3,0,0,0,15,4,0,0,0,0,0,12,17,0,0,0,0,0,21,18,20,15,3,4,3,59,1152,380,352,27,22,22,1959
301021008,0,0,0,0,0,3,6,0,0,0,0,0,0,4,0,8,0,0,0,0,10,0,3,0,0,4,0,6,0,4,0,0,0,0,4,5,0,0,0,0,0,9,22,0,21,0,0,0,44,115,0,54,0,0,0,169,94,0,24,0,0,0,119,31,0,8,0,0,0,42,12,0,3,0,0,0,14,6,0,3,0,0,0,11,3,0,0,0,0,0,4,3,0,0,0,0,0,3,12,0,4,0,3,4,15,301,15,121,3,3,11,450
301021009,0,5,15,0,3,10,34,0,9,0,0,0,0,10,0,26,3,0,0,0,35,3,7,6,0,0,0,24,3,6,9,0,0,0,25,3,5,12,0,0,0,22,27,4,30,0,3,0,67,292,0,70,0,8,0,372,449,0,41,0,3,0,486,69,0,19,0,0,0,87,23,0,4,0,0,0,31,6,0,3,0,0,0,15,3,0,0,0,0,0,7,0,0,0,0,0,0,0,12,6,10,0,3,0,28,910,80,215,3,16,12,1229
301021011,0,0,9,0,0,11,20,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,3,3,0,12,0,0,0,16,48,0,28,0,0,0,81,152,0,7,0,0,0,160,15,0,8,0,0,0,20,12,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,233,0,84,0,7,10,340
301021012,0,3,9,3,0,3,19,0,0,0,0,0,0,0,0,5,0,0,4,0,10,3,10,14,39,0,3,62,0,0,7,3,0,0,10,3,5,15,36,0,0,56,12,3,17,4,0,0,33,226,7,59,8,5,0,309,357,0,45,0,0,3,403,79,0,9,0,0,0,94,25,0,3,0,0,0,31,6,0,3,0,0,0,8,5,0,0,0,0,0,10,5,0,0,0,0,0,3,10,0,8,3,0,0,27,736,32,181,96,15,15,1072
301021013,0,4,19,0,0,9,31,0,0,0,11,0,0,10,0,17,6,9,4,0,34,0,23,10,30,5,0,65,4,5,9,0,0,0,21,5,7,9,0,0,0,23,33,10,37,0,0,0,83,324,11,110,3,0,0,453,361,0,44,3,0,0,415,45,0,9,0,0,0,50,10,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,8,3,0,41,804,78,264,60,12,13,1239
301021527,0,0,26,0,3,21,58,0,0,3,0,0,0,3,5,12,25,0,0,0,45,52,3,72,9,10,3,140,133,3,70,0,4,0,220,310,3,96,23,9,0,442,134,0,66,0,3,0,204,62,0,40,0,0,0,105,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,3,20,0,8,8,51,719,23,427,41,34,36,1275
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
301031015,3,3,8,0,3,7,20,0,10,0,0,0,0,15,0,26,8,0,0,0,37,3,9,10,0,0,0,20,0,0,3,0,0,0,11,15,0,9,0,0,0,29,71,8,21,0,0,0,105,246,0,36,0,0,0,286,81,0,12,0,0,0,89,60,0,10,0,0,0,67,22,0,0,0,0,0,29,12,0,3,0,0,0,11,4,0,0,0,0,0,7,12,0,3,0,0,0,12,9,6,6,0,0,0,16,535,67,126,4,9,3,744
301031016,3,4,15,3,0,4,29,0,7,0,3,0,0,8,0,45,3,3,0,0,48,0,24,3,0,0,0,29,0,18,7,0,0,0,24,14,13,9,3,0,0,45,41,21,23,3,0,3,94,292,9,92,0,6,0,393,130,0,24,0,5,0,159,74,0,9,0,0,0,84,21,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,0,0,3,25,582,145,187,22,19,12,968
301031017,0,3,5,0,0,0,6,0,3,0,0,0,0,7,0,14,0,3,0,0,12,0,9,0,0,0,0,19,0,7,7,0,0,0,16,0,9,3,0,0,0,12,18,10,13,0,0,0,40,106,7,18,0,0,3,127,95,0,16,0,0,0,112,35,0,7,0,0,0,39,28,0,0,0,0,0,27,7,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,3,5,3,3,0,0,0,8,304,62,74,3,0,6,445
301031018,0,0,11,0,0,6,14,0,3,0,0,0,0,3,0,15,8,0,3,0,20,3,11,10,0,4,0,21,0,8,4,0,0,0,10,11,11,12,0,0,0,33,44,0,36,0,0,0,90,337,3,103,3,9,0,454,102,0,23,0,0,0,132,17,0,8,0,0,0,20,9,0,0,0,0,0,10,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,11,539,41,215,6,13,7,828
301031019,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,6,167,9,38,4,8,0,222,220,0,25,3,0,0,248,112,0,4,0,0,0,115,53,0,4,0,0,0,54,13,0,0,0,0,0,13,3,0,0,0,0,0,3,6,0,0,0,0,0,6,7,0,3,0,0,0,8,578,16,78,11,8,3,692
301031020,8,17,8,0,0,9,44,0,41,3,0,0,0,52,3,149,3,0,0,0,163,6,53,17,0,0,0,76,26,18,16,0,0,0,70,65,16,39,3,4,0,128,189,10,65,3,3,3,281,499,0,103,3,6,6,618,171,0,37,3,0,0,216,64,0,10,0,0,0,77,43,0,0,0,0,0,45,10,0,0,0,0,0,12,6,0,0,0,0,0,6,3,0,0,0,0,0,8,12,20,7,3,0,4,49,1109,334,323,22,18,24,1832
301031021,3,10,19,0,3,8,40,0,21,0,0,0,0,21,0,103,5,0,3,3,109,0,57,9,3,0,0,76,0,15,10,0,0,0,32,18,26,16,0,0,0,61,48,17,46,8,0,3,118,602,11,170,6,22,4,821,224,0,38,0,0,0,264,51,0,4,0,0,0,51,13,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,7,7,17,10,3,4,6,44,980,274,325,29,31,24,1666
302011022,0,0,3,0,0,4,8,0,0,0,0,0,0,0,3,8,3,0,0,0,12,0,8,0,0,0,0,11,0,4,10,0,0,0,12,3,6,8,3,3,0,19,69,12,36,0,3,0,118,265,5,53,0,5,0,329,55,0,13,0,0,3,72,20,0,0,0,0,0,20,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,431,38,126,3,14,9,624
302011023,0,0,11,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,3,3,0,3,0,3,0,12,9,0,8,0,5,0,17,89,0,42,0,4,0,133,49,0,10,0,0,0,61,50,0,7,0,0,0,55,25,0,3,0,0,0,26,12,0,0,0,0,0,13,5,0,0,0,0,0,5,4,0,0,0,0,0,4,3,0,3,0,0,0,14,240,0,90,5,17,6,359
302011024,7,0,9,0,0,10,23,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,3,0,0,0,4,0,3,8,0,0,0,11,3,3,6,0,42,0,57,37,0,41,14,15,0,114,256,3,75,21,31,3,389,190,0,22,0,3,0,211,59,0,4,0,0,0,67,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,13,4,0,32,567,12,179,53,109,16,927
302011025,0,12,13,0,0,10,28,0,5,0,0,0,0,5,3,42,0,0,0,0,48,14,20,17,0,0,0,46,0,5,18,0,9,0,35,21,10,17,0,38,0,85,134,0,67,0,9,0,212,427,5,72,0,7,4,517,189,0,18,0,3,0,210,36,0,3,0,0,0,32,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,30,846,99,228,3,79,12,1261
302011026,0,0,7,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,7,0,0,3,0,5,0,10,4,11,3,0,78,0,99,0,4,11,0,31,0,47,130,0,37,3,7,0,178,92,0,17,0,0,0,115,34,0,9,0,0,0,42,10,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,0,7,0,20,290,14,96,3,135,6,546
302021027,0,3,6,0,3,3,14,0,4,0,4,3,0,15,0,16,4,4,19,0,51,4,3,6,0,66,0,77,3,0,12,0,30,0,36,0,0,11,0,23,0,36,40,0,45,3,33,0,114,342,0,126,20,9,0,502,165,0,24,0,3,0,189,57,0,11,0,0,3,68,10,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,3,6,3,0,28,633,32,257,29,191,6,1154
302021028,0,28,12,0,0,7,55,0,31,0,3,0,0,34,7,176,3,16,3,0,209,8,77,18,12,3,3,127,10,38,20,12,5,0,87,79,23,25,11,9,0,149,315,24,75,10,7,0,437,936,14,109,3,12,0,1077,173,0,21,0,0,0,198,8,0,5,0,0,0,11,3,3,0,0,0,0,8,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,33,14,3,0,0,70,1578,455,314,61,40,17,2468
302021029,0,3,8,0,0,3,14,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,7,0,0,0,6,4,0,4,0,0,0,4,17,0,12,0,3,0,30,179,0,41,0,0,0,230,105,0,10,0,0,0,122,22,0,6,0,0,0,33,6,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,10,354,5,104,0,9,4,480
302021030,0,3,9,0,0,0,13,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,7,5,0,0,0,11,0,0,3,0,0,0,6,6,3,7,0,0,0,14,36,0,21,0,3,0,59,152,0,48,0,3,0,201,49,0,4,0,0,0,51,11,0,3,0,0,0,18,8,0,3,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,262,17,98,4,10,0,398
302021031,0,16,17,0,0,11,47,0,23,0,0,0,0,26,6,78,12,8,0,0,105,11,38,16,7,0,0,73,14,11,29,5,3,0,59,83,9,45,3,12,0,147,431,3,123,3,14,0,575,640,6,122,0,4,6,776,257,0,45,0,0,0,305,66,0,15,0,0,0,83,37,0,5,0,0,0,42,16,0,0,0,0,0,22,0,0,3,0,0,0,3,3,0,3,0,0,0,5,20,10,14,5,3,7,56,1596,190,455,28,38,24,2324
302021032,0,15,7,0,0,4,29,0,26,0,0,0,0,27,0,89,9,0,3,3,106,5,72,9,0,0,0,92,17,18,13,0,4,0,59,56,31,23,3,14,3,123,133,23,30,0,3,0,193,391,12,75,0,3,0,478,119,3,12,0,0,0,140,22,0,4,0,0,0,23,4,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,8,0,3,0,46,767,312,200,5,29,10,1331
302021033,0,9,3,0,0,3,15,0,15,0,0,0,0,15,0,73,8,0,0,0,83,0,58,0,0,0,0,67,0,23,3,0,0,0,26,4,23,9,0,0,0,45,19,23,14,0,3,0,63,144,13,56,0,0,0,212,88,3,14,0,0,0,107,20,0,6,0,0,0,22,11,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6,0,0,0,17,296,245,120,10,8,3,676
302021034,0,0,15,0,0,7,24,0,10,0,0,0,0,11,0,21,4,0,0,0,24,4,11,3,0,0,0,28,13,5,8,0,0,0,23,19,8,12,0,0,0,36,87,3,32,3,0,0,125,299,3,57,0,0,0,360,157,0,21,0,0,0,190,45,0,7,0,0,0,55,17,0,3,0,0,0,20,10,0,0,0,0,0,11,6,0,0,0,0,0,9,4,0,0,0,0,0,8,3,11,3,4,0,0,24,672,73,166,11,10,10,937
302031035,0,4,7,0,0,10,26,4,7,0,0,0,0,11,0,18,3,0,0,0,26,3,11,6,0,0,0,27,0,4,3,0,0,0,8,6,6,19,0,0,0,28,45,5,40,3,0,0,95,365,3,85,4,11,0,472,90,0,13,0,3,0,105,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,9,19,6,0,51,538,68,185,26,27,15,859
302031036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8
302031037,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,4,0,0,0,13,72,0,6,0,0,0,80,39,0,3,0,0,0,44,21,0,5,0,0,0,20,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,4,157,0,30,4,3,3,192
302031038,0,13,13,3,0,6,31,0,15,0,0,0,0,16,0,57,3,0,0,0,66,9,28,4,6,0,0,52,7,7,8,0,0,0,15,42,3,11,0,0,0,64,125,7,44,0,8,3,185,257,0,54,0,3,0,310,104,0,13,0,0,0,126,38,0,3,0,0,0,47,13,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,5,0,3,35,605,136,161,12,20,12,952
302031039,0,4,8,0,0,10,28,0,7,0,0,0,0,6,0,23,3,0,0,0,32,6,19,9,8,3,0,50,4,4,11,0,3,0,21,9,7,17,5,3,0,42,56,4,33,12,0,0,106,245,4,73,0,3,3,328,168,0,29,0,0,0,193,75,0,5,0,0,0,88,8,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,9,4,10,7,3,0,28,579,67,213,37,15,20,928
