SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
121021404,0,0,10,0,0,3,17,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,0,3,3,0,0,0,0,0,4,4,0,5,0,0,0,13,12,0,15,0,3,0,27,19,0,32,0,0,0,53,66,0,35,0,0,0,103,112,0,20,0,0,0,129,48,0,5,0,0,0,62,17,0,3,0,0,0,20,6,0,0,0,0,0,6,0,0,3,0,0,0,4,7,0,5,0,0,0,18,305,4,149,0,6,6,467
121021406,3,10,20,0,7,8,42,0,9,0,6,0,0,17,0,64,0,9,0,0,77,0,27,0,13,0,0,49,0,10,4,6,0,0,26,4,8,10,0,17,0,38,10,11,14,3,11,0,49,29,9,11,0,4,0,55,113,0,35,0,8,0,154,163,3,25,0,0,0,196,118,0,14,0,0,0,133,56,0,3,0,0,0,60,23,0,0,0,0,0,23,15,0,0,0,0,0,15,6,6,17,4,8,8,43,545,161,154,51,41,21,971
121021577,3,3,18,3,0,14,42,0,11,0,3,0,0,17,0,56,8,3,0,0,68,3,23,8,14,3,0,54,4,9,9,3,3,0,32,11,11,13,6,0,0,40,46,8,25,3,0,0,80,529,5,81,3,4,3,633,1020,3,108,0,10,3,1144,229,0,17,0,3,0,253,39,0,4,0,0,0,42,11,0,3,0,0,0,8,3,0,3,0,0,0,5,0,0,0,0,0,0,7,33,11,21,0,0,0,64,1932,147,326,38,25,22,2488
121021578,0,4,18,0,0,16,34,0,3,0,3,0,0,10,3,53,7,14,0,0,80,0,23,8,4,0,0,37,3,9,10,3,0,0,26,8,11,9,7,0,0,37,74,10,24,11,3,0,116,154,4,38,8,3,0,201,161,3,27,3,0,3,192,121,7,12,0,0,0,141,68,0,7,0,0,0,79,32,0,0,0,0,0,31,8,0,0,0,0,0,8,7,0,0,0,0,0,7,8,9,7,4,0,3,34,641,129,174,58,13,19,1024
121021579,0,3,23,3,4,3,39,0,3,3,0,0,0,9,0,45,3,0,0,0,51,0,3,4,6,0,0,21,3,0,6,5,0,0,15,7,4,3,5,0,0,21,15,0,12,7,0,3,36,162,3,37,3,0,0,207,459,0,67,4,7,0,533,233,0,36,0,0,0,277,71,0,15,0,0,0,87,27,0,4,0,0,0,30,15,0,3,0,0,0,17,14,0,3,0,0,0,21,10,11,6,0,0,3,38,1018,73,230,40,20,10,1396
121031407,3,0,46,0,3,24,76,0,0,0,3,0,3,6,0,0,3,9,0,0,13,0,0,7,6,0,0,11,0,0,3,0,0,0,8,3,0,12,0,3,0,15,9,0,7,0,4,0,24,43,0,22,0,10,0,69,263,0,20,0,0,3,285,231,0,24,0,3,0,259,255,0,37,0,0,0,302,136,0,24,0,0,0,156,106,0,23,0,0,0,129,246,0,41,0,3,0,293,25,0,16,0,0,3,49,1323,0,288,27,26,31,1697
121031408,5,0,39,3,6,17,70,0,0,3,7,3,0,12,0,0,4,3,0,0,10,3,0,7,4,0,0,11,3,0,7,0,4,0,11,7,0,13,0,9,0,30,23,0,13,3,12,0,47,68,0,24,4,19,0,117,239,0,38,0,3,0,287,189,0,35,0,0,0,229,152,0,27,0,5,0,179,90,0,10,0,0,0,108,77,0,14,0,0,0,88,281,0,45,0,0,0,334,21,3,22,3,7,4,50,1162,9,299,29,59,23,1588
121031409,3,0,24,0,3,10,35,0,0,0,3,0,0,9,0,0,4,3,0,0,13,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,3,0,0,0,4,10,0,11,0,0,0,17,11,0,11,0,0,0,22,81,0,13,0,0,0,91,119,0,8,0,0,0,128,98,0,13,0,0,0,120,63,0,13,0,0,0,75,56,0,5,0,0,0,66,140,0,25,0,0,0,167,7,0,5,6,3,0,26,589,5,151,18,8,13,782
121031410,0,0,19,3,0,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,9,0,0,0,11,4,0,8,0,0,0,14,50,0,12,0,4,0,67,171,0,27,0,3,0,200,130,0,16,0,0,0,147,85,0,13,0,3,0,101,78,0,15,0,0,0,96,188,0,35,0,0,0,226,18,0,19,0,0,3,39,732,0,177,6,15,28,966
121031411,0,0,14,6,0,15,40,0,0,0,0,0,0,5,0,8,3,14,0,0,24,0,0,5,9,3,0,20,0,0,3,11,0,0,16,4,0,8,3,0,0,17,5,0,5,3,6,0,15,31,0,19,0,0,0,52,100,0,37,0,0,0,143,139,0,29,0,0,0,166,74,0,14,0,3,0,87,67,0,8,0,0,0,79,49,0,4,0,0,0,56,133,0,25,0,0,0,162,5,0,12,10,0,0,30,616,14,189,61,18,14,904
121031412,0,0,16,0,4,13,33,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,3,0,0,7,0,0,6,0,0,0,4,3,0,3,0,0,0,4,9,0,9,0,4,0,22,35,0,15,0,4,0,49,95,0,13,0,3,0,113,152,0,15,7,4,0,181,90,0,11,3,0,0,105,70,0,11,0,0,0,74,32,0,6,0,0,0,37,118,0,28,0,0,0,146,4,0,11,3,5,0,27,604,3,149,20,27,15,816
121041413,0,4,38,0,3,31,77,0,3,0,0,0,0,6,0,24,9,0,0,0,40,7,11,13,3,0,0,27,8,4,7,0,0,0,18,23,3,17,0,3,0,39,56,0,39,0,0,0,96,279,0,73,0,4,0,359,591,0,125,0,7,0,718,687,0,81,0,0,0,778,460,0,58,0,0,0,520,262,0,45,0,0,0,301,139,0,25,0,0,0,159,256,0,64,0,3,0,324,41,6,22,0,3,3,71,2805,54,617,12,24,38,3544
121041414,6,12,32,0,3,22,76,4,11,0,0,0,0,15,3,75,0,0,0,3,88,4,18,5,3,0,0,28,3,0,23,0,3,0,31,14,0,12,0,0,0,34,43,0,33,0,0,0,76,357,5,84,0,0,0,447,777,0,121,0,3,0,902,831,0,110,0,0,3,948,430,0,54,0,0,0,488,265,0,22,0,0,0,292,174,0,24,0,0,0,205,223,0,34,0,5,0,263,43,7,24,21,0,3,94,3189,131,587,26,20,33,3981
121041415,7,0,50,3,3,44,102,0,0,0,3,0,0,7,0,21,10,3,0,0,39,0,7,6,18,0,0,36,9,0,13,9,0,0,32,12,3,16,0,3,0,36,45,3,24,0,0,3,75,463,0,101,0,0,4,569,658,0,115,0,0,0,775,536,0,72,0,3,0,615,292,0,55,0,0,0,352,204,0,42,0,0,0,249,145,0,31,0,0,0,171,499,0,124,0,3,0,626,47,0,38,5,6,6,96,2914,41,698,48,22,60,3779
121041416,5,22,49,0,6,25,97,0,11,3,0,0,0,13,3,136,7,11,0,0,152,14,27,8,3,0,0,54,6,6,9,0,0,0,27,20,3,23,0,4,0,47,95,6,46,0,3,3,147,683,5,130,0,3,3,821,752,0,137,3,0,6,894,658,0,93,0,4,0,754,479,0,66,0,0,0,553,240,0,44,0,0,0,283,167,0,27,0,0,0,196,290,0,62,0,3,0,357,41,13,18,4,0,3,78,3449,228,720,23,25,43,4483
121041417,4,3,29,4,10,16,70,0,3,0,0,0,0,3,0,18,0,0,0,0,23,5,6,4,3,0,0,11,3,4,9,0,0,0,19,7,4,14,0,7,0,27,35,0,16,0,0,0,49,187,0,47,3,8,0,250,418,0,47,0,3,0,466,449,0,55,0,0,0,507,347,0,29,0,4,0,379,244,0,35,0,4,0,289,166,0,10,0,0,3,184,291,0,61,0,4,0,349,42,0,12,11,4,0,71,2200,43,371,23,42,31,2701
122011418,3,5,27,0,0,21,55,0,3,0,0,0,0,3,0,27,0,0,0,0,27,4,17,8,3,0,0,24,0,0,3,0,0,0,11,3,7,6,0,3,0,24,9,6,19,0,8,0,43,62,5,23,0,0,0,98,206,0,38,0,4,0,247,180,0,43,0,0,0,225,109,0,18,0,0,0,129,91,0,24,0,0,0,109,73,0,11,0,0,0,89,277,0,57,0,0,0,337,15,3,12,3,3,0,44,1035,70,292,11,32,18,1460
122011419,0,10,49,0,3,29,91,0,3,0,0,0,0,7,3,92,5,7,0,0,113,23,15,4,20,4,0,59,8,8,6,6,0,0,27,14,3,17,7,0,0,44,36,3,29,0,0,0,74,174,8,61,0,3,3,243,449,0,108,0,0,3,570,567,0,119,0,4,0,682,496,0,123,4,0,0,632,362,0,81,0,0,0,446,264,0,47,0,0,0,319,551,0,132,0,5,0,687,53,11,24,3,3,6,98,3012,158,810,48,25,41,4094
122021420,0,0,15,0,0,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,5,0,0,0,5,4,0,7,0,0,0,12,14,0,14,0,0,0,28,36,0,21,0,0,0,54,80,0,25,0,4,3,111,51,0,32,0,0,0,79,63,0,20,0,0,0,82,62,0,19,0,0,0,75,44,0,11,0,0,0,51,104,0,26,0,0,0,131,3,0,6,0,0,0,13,455,0,199,0,5,22,691
122021421,3,0,11,0,4,15,29,0,0,0,0,0,0,0,0,0,0,13,3,0,12,0,0,3,0,0,0,3,3,0,3,0,0,0,3,3,0,3,0,0,0,8,5,0,10,3,0,0,16,17,0,12,4,6,0,37,18,0,21,0,0,0,46,29,0,9,0,0,0,43,23,0,9,0,0,0,34,22,0,15,0,0,0,38,21,0,9,0,0,0,30,55,0,8,0,0,0,64,0,0,8,6,4,0,23,204,3,121,22,16,14,382
122021422,3,0,19,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,3,0,0,0,3,3,0,3,0,0,0,13,20,0,18,0,0,0,38,99,0,23,0,0,0,130,116,0,44,0,3,0,169,78,0,26,0,3,0,109,66,0,20,0,0,0,83,63,0,6,0,0,0,77,40,0,11,0,3,0,55,100,0,21,0,0,0,117,17,0,8,0,3,0,24,605,0,223,3,9,8,847
122021423,0,0,38,0,4,17,58,0,0,0,0,0,0,3,0,0,4,0,0,0,12,0,0,4,0,4,0,12,3,0,10,0,5,0,17,9,0,10,15,4,0,28,15,0,27,3,3,0,48,74,0,61,0,8,0,134,160,0,67,0,0,0,234,168,0,78,0,4,0,251,204,0,55,0,4,0,273,135,0,37,0,0,0,174,88,0,28,0,0,0,120,147,0,20,0,0,0,162,22,0,18,3,3,4,52,1027,3,452,32,34,27,1574
122031424,0,18,16,0,0,6,34,0,18,0,0,0,0,18,0,145,0,3,0,0,154,0,53,0,5,0,0,58,0,24,3,0,0,0,28,0,16,10,3,0,0,31,9,10,6,5,3,0,34,18,17,19,3,4,0,56,26,3,14,0,0,0,50,43,0,26,0,5,0,76,69,12,21,0,0,0,101,86,0,20,0,0,0,106,56,0,11,0,0,0,64,65,0,6,0,0,0,75,5,26,13,3,0,3,45,380,339,159,18,15,16,934
122031425,0,0,7,0,0,5,16,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,4,0,0,0,0,7,0,0,0,0,0,0,3,0,3,3,3,0,0,16,4,4,11,0,4,0,19,12,0,5,0,3,0,27,24,0,15,0,0,0,38,22,0,13,0,0,0,38,26,0,6,0,0,0,33,41,0,9,0,0,0,46,30,0,5,0,0,0,32,30,0,0,0,0,0,30,8,0,8,0,0,0,18,196,19,85,8,14,4,322
122031426,10,8,36,5,8,25,84,0,10,7,4,0,0,18,3,42,9,10,0,3,60,6,18,11,3,3,0,37,11,13,10,0,0,0,33,15,8,25,0,0,0,53,63,4,43,0,3,0,115,547,6,125,0,4,4,689,1250,3,202,0,11,7,1476,700,0,76,0,3,3,777,294,3,37,0,0,0,339,108,0,21,0,3,0,132,53,0,12,0,0,0,67,117,0,22,0,0,0,142,44,11,27,5,6,0,91,3217,121,659,30,44,47,4117
122031427,0,3,16,3,0,11,30,0,3,0,5,0,0,10,0,43,0,14,0,3,60,0,3,3,6,0,0,16,0,3,4,5,0,0,12,0,0,5,9,0,0,15,3,0,5,0,0,0,13,12,3,12,0,0,0,36,26,0,21,0,0,0,46,54,0,19,0,0,0,75,63,0,14,0,0,0,76,78,0,9,0,0,0,89,72,0,14,0,0,0,89,74,0,13,0,0,0,90,3,3,12,4,0,0,21,388,68,157,50,4,19,676
122031428,0,0,19,0,3,21,39,3,0,0,0,0,0,3,3,0,0,0,0,0,8,3,0,3,0,0,0,5,0,0,0,0,0,0,5,3,0,5,0,0,0,7,3,0,19,0,4,0,27,10,0,15,0,3,0,34,8,0,14,0,0,0,28,39,0,19,0,3,0,59,63,0,38,0,0,0,108,124,0,26,0,0,0,149,113,0,17,0,0,0,136,173,0,21,0,0,0,193,6,0,15,0,0,0,30,558,9,221,6,22,22,831
122031429,0,3,23,0,0,26,61,0,8,0,0,0,0,8,0,76,0,0,0,0,80,5,10,7,4,0,0,23,3,0,17,0,0,0,22,9,9,12,0,3,0,36,37,3,29,0,0,0,78,237,3,66,0,4,0,314,527,0,119,0,10,3,655,525,0,105,0,4,0,631,240,0,48,0,3,0,292,136,0,36,0,0,0,171,89,0,18,0,0,0,101,172,0,42,0,0,0,218,24,5,14,0,0,3,45,2009,110,539,11,29,40,2730
122031430,0,6,20,22,0,8,58,3,5,4,44,7,7,62,0,39,3,3,0,0,49,0,16,4,25,5,4,50,0,5,6,15,3,0,36,6,10,14,3,0,0,30,26,3,15,0,0,0,41,134,3,37,3,4,0,180,256,0,54,0,0,0,309,158,0,31,0,0,0,192,122,0,15,0,0,0,136,70,0,14,0,0,0,90,57,0,10,0,0,0,66,96,0,22,0,0,0,113,16,4,17,3,5,0,41,933,98,265,114,24,19,1450
122031431,0,3,27,7,3,20,55,0,4,0,11,3,0,17,3,40,10,38,13,5,109,7,3,7,13,0,0,33,3,4,10,8,8,0,36,10,6,10,17,16,0,58,26,3,32,5,9,0,75,202,0,80,7,3,0,290,485,7,112,0,6,3,606,387,0,63,0,3,0,453,231,0,35,0,0,0,269,146,0,36,0,0,0,179,76,0,16,0,0,0,92,146,0,28,0,3,0,171,33,8,7,9,5,10,74,1759,75,457,119,68,37,2519
122031432,0,0,5,0,3,8,17,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,11,0,0,3,0,0,0,4,6,0,5,0,0,0,12,8,0,11,0,0,0,18,8,0,5,0,0,0,12,16,0,3,0,0,0,17,10,0,0,0,0,0,12,21,0,8,0,0,0,29,0,0,3,0,0,0,10,68,0,62,0,18,8,156
123011433,0,8,12,3,0,7,34,0,3,0,3,0,0,12,0,63,3,0,0,3,72,0,15,10,0,0,0,23,3,3,6,0,0,0,12,11,3,6,0,0,0,23,43,4,24,0,0,0,76,170,8,30,0,5,0,212,136,0,15,0,0,0,155,35,0,4,0,0,0,46,9,0,6,0,0,0,12,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,8,5,0,0,21,421,115,126,13,8,11,701
123011434,0,6,12,0,0,13,30,0,0,0,4,0,0,3,4,49,0,3,0,0,50,0,19,3,0,0,0,24,3,9,4,4,0,0,24,11,16,10,3,15,0,52,37,4,22,0,4,0,65,196,17,42,0,4,0,261,398,0,48,0,4,0,451,160,0,8,0,0,0,174,34,0,0,0,0,0,34,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,5,11,5,13,5,3,5,41,865,121,175,12,38,16,1231
123011435,3,0,20,0,0,4,28,0,3,3,0,0,0,6,0,19,0,0,0,0,30,3,16,4,7,0,0,30,3,16,14,0,0,0,36,10,9,7,4,8,0,38,39,3,23,0,3,0,74,471,21,90,3,0,0,589,726,3,80,0,4,3,820,156,0,9,0,0,0,164,9,0,3,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,9,16,0,3,0,49,1443,103,272,13,25,18,1871
123021436,3,34,19,0,0,7,64,0,28,0,0,0,0,30,0,284,3,3,5,0,291,5,195,12,4,0,0,219,7,89,12,7,0,0,111,28,91,20,0,0,0,148,164,89,58,3,3,0,324,609,126,86,5,6,8,845,148,5,24,0,7,3,188,20,0,5,0,0,0,29,0,0,3,0,0,0,7,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,53,12,0,4,5,85,1009,1003,249,27,27,29,2348
123021437,0,19,10,0,0,14,48,0,16,0,3,0,0,25,0,135,0,3,4,0,149,9,56,12,13,5,3,101,16,40,12,6,0,0,73,80,13,20,4,4,0,127,328,18,62,3,0,4,410,910,16,83,6,3,3,1019,303,5,30,0,3,3,345,62,0,12,0,4,0,71,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,14,12,5,0,3,63,1747,331,262,54,24,26,2450
123021438,0,26,20,3,0,9,57,0,27,0,0,0,0,25,0,126,0,3,0,0,134,0,125,6,6,0,0,137,4,121,10,5,0,0,135,10,111,19,4,0,0,142,94,49,53,3,3,0,201,466,28,104,3,11,0,614,150,9,23,0,3,0,181,15,0,3,0,0,0,27,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,22,16,0,0,0,54,753,644,253,26,18,14,1710
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,0,20,18,11,3,30,82,0,10,3,0,0,0,13,0,89,0,3,3,0,96,4,57,17,7,4,3,90,6,18,10,0,0,0,40,11,18,20,0,21,0,79,218,47,51,3,8,0,319,650,3,55,3,0,3,715,241,0,28,0,0,0,276,85,0,11,0,0,0,92,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,12,8,0,3,3,53,1252,280,220,23,45,35,1865
123021441,3,9,15,4,0,11,44,0,14,0,3,0,0,12,3,100,8,11,0,0,119,5,57,10,13,0,0,91,3,29,11,9,0,0,51,47,25,11,6,0,3,91,248,54,43,17,6,0,370,517,32,75,0,3,0,634,139,3,21,0,0,0,175,14,0,4,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,16,10,3,0,0,48,1002,348,212,65,13,18,1659
123021442,0,36,19,0,0,12,67,0,33,0,0,3,0,36,3,292,8,7,0,0,313,4,221,8,5,0,3,236,12,96,15,3,0,3,128,28,84,18,4,8,0,135,231,155,56,4,9,0,452,651,86,68,3,16,9,824,266,3,29,0,3,6,310,57,0,13,0,0,0,70,7,7,4,0,0,0,17,3,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,3,16,56,12,0,3,0,83,1277,1065,245,25,38,34,2689
123021443,0,22,26,0,0,8,59,0,16,0,0,0,0,17,0,208,4,0,0,0,218,8,104,6,3,0,3,125,6,50,5,3,0,0,67,21,41,14,5,3,0,89,165,76,53,3,3,0,297,509,43,90,0,14,3,665,161,5,12,0,0,0,177,48,0,0,0,0,0,54,7,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,20,27,11,3,3,8,68,954,591,236,24,29,20,1851
123021444,4,19,12,0,0,8,42,0,15,0,0,0,0,18,0,174,3,4,5,0,191,3,137,7,3,0,0,153,3,59,13,0,0,0,79,24,44,15,4,0,0,88,171,78,57,4,3,3,313,600,56,90,4,15,0,773,132,0,22,0,0,0,159,38,0,0,0,0,0,42,8,4,0,0,0,0,13,4,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,10,45,13,0,3,4,79,1013,629,241,22,31,19,1951
123031445,0,0,10,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,9,0,7,3,0,3,0,10,0,16,3,0,4,0,5,0,13,7,0,3,0,0,0,6,27,0,6,0,3,0,33,59,0,14,0,3,0,77,32,0,7,0,0,0,40,16,0,3,0,0,0,23,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,13,156,3,56,3,33,6,253
123031446,0,0,9,0,3,18,33,3,0,0,0,0,0,4,0,0,7,0,4,0,10,5,7,3,0,0,0,13,4,0,11,0,0,0,17,4,3,10,0,0,0,16,16,4,14,0,5,0,40,35,0,12,3,3,0,49,48,0,13,0,0,0,59,53,0,3,0,0,0,51,12,0,7,0,0,0,14,6,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,3,0,18,196,14,83,7,20,14,335
123031447,5,0,18,3,4,17,49,0,5,0,3,4,0,14,0,10,7,0,0,0,14,8,61,15,16,3,0,92,18,20,12,7,0,0,56,26,12,28,0,3,0,69,140,8,43,4,0,0,190,347,12,53,5,3,3,424,144,0,13,0,0,0,160,31,0,4,0,0,0,36,9,0,0,0,0,0,11,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,9,3,3,4,38,738,126,209,46,21,23,1159
123031448,0,0,18,0,8,12,38,0,0,0,0,0,0,0,0,0,3,0,6,0,10,5,0,5,0,12,0,22,0,0,5,0,3,0,15,4,0,16,0,0,0,21,23,0,10,0,4,0,43,62,0,18,0,9,0,80,33,0,6,0,0,0,41,10,0,4,0,0,0,15,7,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8,0,3,0,15,162,0,106,0,43,15,332
124011449,3,3,8,0,6,11,21,0,3,0,0,0,0,3,0,3,13,0,0,0,20,7,10,12,3,0,0,34,14,0,14,0,0,0,36,27,3,20,3,5,0,60,129,4,23,0,4,0,160,124,4,30,0,0,0,149,34,0,0,0,0,0,39,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,3,0,12,353,28,134,5,16,11,543
124011450,0,3,15,3,0,7,26,0,0,0,3,0,0,4,0,11,10,3,0,0,21,3,22,5,9,0,0,38,4,11,6,0,0,0,27,18,15,21,0,0,0,56,46,8,31,3,12,0,101,227,13,73,4,3,0,319,176,0,33,0,3,0,215,64,0,12,0,0,0,77,19,0,0,0,0,0,22,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,12,3,0,0,27,589,80,210,35,17,14,940
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,0,7,28,0,4,18,64,3,9,0,0,0,0,12,6,23,25,8,0,0,63,41,66,29,24,3,0,172,39,9,23,3,5,0,76,95,21,56,11,3,3,189,226,15,68,10,0,0,329,353,13,64,6,0,0,443,96,0,17,0,0,0,119,23,0,8,0,0,0,34,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,15,4,3,3,54,909,191,334,68,29,26,1552
