SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
311061335,8,6,14,8,0,0,36,0,3,0,0,0,0,3,8,7,4,0,0,0,24,3,3,0,0,0,0,11,7,5,7,0,3,0,18,14,8,3,3,3,0,28,7,17,6,3,0,0,32,23,19,12,4,3,0,61,18,30,10,8,6,0,75,23,35,11,3,3,0,78,6,33,11,3,4,0,57,28,61,11,3,7,0,122,20,27,4,0,0,0,52,10,33,3,0,0,0,42,16,47,6,4,5,3,71,20,41,14,0,0,0,71,6,11,7,0,0,0,20,5,6,3,0,0,0,20,3,15,4,3,3,0,27,236,406,117,37,46,10,856
311061336,7,3,0,0,0,0,17,5,0,0,0,0,0,5,3,3,3,4,3,0,16,6,3,4,5,5,0,21,8,16,6,3,6,0,40,16,15,11,0,3,3,58,21,26,21,8,3,3,74,18,39,16,14,9,0,96,34,29,7,12,10,0,97,15,26,10,11,8,0,76,17,14,3,0,0,0,33,12,15,3,3,7,0,45,0,3,0,0,0,0,5,0,0,0,0,0,0,6,4,6,0,0,0,0,13,3,3,0,0,3,0,7,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,15,7,8,4,3,37,178,215,103,62,61,16,643
312011337,14,0,3,0,0,0,23,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,4,0,0,0,0,13,10,3,3,0,0,0,19,18,11,6,0,0,0,39,24,15,10,0,0,0,49,11,30,4,3,0,0,59,16,25,12,4,0,0,57,21,27,4,3,0,0,53,17,23,8,3,3,0,49,20,46,11,0,6,0,77,8,12,0,0,0,0,26,4,13,5,0,0,0,16,10,32,14,4,0,0,57,21,20,6,0,0,0,49,3,3,0,0,0,0,7,3,0,0,0,0,0,5,20,15,3,0,0,0,33,237,278,87,27,20,3,656
312011338,13,3,5,0,5,0,23,0,0,3,0,0,0,5,8,7,0,0,0,0,13,7,7,0,0,0,0,11,9,11,0,0,0,0,19,8,5,0,0,0,0,20,5,10,0,3,0,0,17,3,3,0,0,0,0,13,4,3,0,0,4,0,12,6,4,0,0,0,0,20,0,6,0,0,0,0,9,3,11,3,0,0,0,18,3,0,0,0,0,0,5,0,3,0,0,0,0,3,6,5,0,0,0,0,16,0,6,0,3,3,0,16,0,3,0,0,0,0,6,3,0,0,0,0,0,3,11,3,6,0,0,0,20,94,88,26,16,14,0,225
312011339,11,10,3,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,6,3,0,0,0,0,0,11,0,10,7,0,0,0,16,3,10,0,0,0,0,18,3,12,3,0,0,0,21,3,14,4,0,0,0,23,7,14,0,0,0,0,29,0,6,0,0,0,0,8,9,16,7,0,0,0,28,7,9,0,0,0,0,15,5,10,0,0,0,0,15,3,6,3,0,0,0,16,4,3,4,3,0,0,14,0,3,0,0,0,0,4,3,0,0,0,0,0,3,3,9,8,0,0,0,22,80,131,42,13,11,0,269
312011340,8,9,3,0,0,0,22,0,3,0,0,0,0,3,0,0,0,0,0,0,3,7,3,0,0,0,0,6,12,0,0,3,0,0,11,13,11,5,3,0,0,36,3,6,0,0,0,0,6,8,13,5,0,7,0,25,8,7,3,0,0,0,20,5,11,0,0,0,0,21,0,11,0,0,0,0,16,5,5,4,0,0,0,19,0,4,3,0,0,0,7,4,3,0,0,0,0,12,6,6,0,0,3,0,19,4,7,0,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,0,9,3,6,0,0,0,0,15,94,114,27,19,12,0,266
312011341,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,3,6,3,0,0,0,11,5,4,0,3,0,0,16,7,11,0,0,0,0,18,14,8,0,0,4,0,24,3,10,3,0,0,0,22,5,15,4,0,0,0,28,9,11,3,0,0,0,21,5,15,9,0,0,0,32,4,8,0,0,0,0,16,4,5,0,0,0,0,10,5,15,0,3,0,0,23,5,15,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,3,4,0,0,17,78,140,33,16,12,3,276
312021342,20,10,10,3,0,0,43,3,0,0,0,3,0,7,10,3,5,3,0,0,18,15,3,9,0,0,0,30,12,9,11,3,4,3,38,21,15,19,3,8,0,65,24,30,20,0,6,3,81,32,52,16,9,12,0,119,29,49,21,13,8,3,128,45,82,19,12,14,0,172,29,74,16,4,9,0,145,68,118,31,13,11,0,247,47,74,14,5,0,0,140,27,31,8,4,0,0,72,38,95,30,8,3,0,173,43,61,30,12,0,3,150,8,17,6,0,0,0,30,7,5,3,3,0,0,20,26,26,13,0,3,0,66,508,753,276,97,83,15,1739
312021343,4,5,0,0,0,0,11,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,5,0,0,0,0,5,0,3,0,0,0,0,4,7,6,4,0,4,0,19,3,6,0,3,0,0,18,13,14,6,3,0,0,34,4,8,3,0,0,0,12,7,18,3,3,0,0,33,8,20,7,0,0,0,29,4,29,6,5,3,0,48,8,13,0,0,0,0,21,0,3,0,0,0,0,8,7,8,0,0,0,0,17,13,8,3,0,3,0,25,0,5,0,0,0,0,5,3,4,0,0,0,0,5,3,0,0,0,0,0,11,85,160,44,18,16,3,330
312021344,11,7,4,0,0,0,23,0,3,0,0,0,0,6,3,0,0,0,0,0,9,3,0,10,3,0,0,16,10,5,8,0,0,0,24,13,11,4,0,6,0,35,16,29,8,4,3,0,57,30,30,13,7,0,0,80,21,31,8,9,3,0,78,32,46,18,6,0,0,103,44,43,10,3,0,0,97,51,95,32,6,3,0,192,24,51,12,6,3,0,99,31,51,12,8,0,0,91,44,112,24,5,3,0,190,51,102,28,11,8,0,202,18,24,5,0,0,0,49,14,13,4,0,0,0,33,20,17,9,0,3,0,42,426,674,213,70,40,6,1426
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,4,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,6,4,3,0,0,0,0,7,3,3,0,0,0,0,7,7,3,3,0,0,0,11,5,6,3,0,0,0,10,10,3,0,4,0,0,16,4,7,0,0,0,0,18,9,0,0,0,0,0,6,10,6,3,0,0,3,25,5,3,0,0,0,0,12,0,4,3,0,0,0,12,7,3,0,0,3,0,12,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,74,50,18,11,11,6,171
312021347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,23,7,0,3,4,0,37
312021348,19,13,12,4,0,0,46,0,0,0,0,0,0,6,3,0,9,0,0,0,13,6,5,3,0,0,0,16,16,10,3,0,0,0,31,11,17,8,0,3,0,37,19,22,10,3,6,0,60,27,32,9,6,7,0,78,26,30,8,3,3,0,74,34,41,14,5,0,0,96,24,28,13,4,0,0,71,41,74,22,7,8,0,145,26,49,14,3,4,0,94,19,41,4,9,0,0,67,33,77,21,6,9,0,151,43,112,27,4,3,3,188,13,31,7,0,0,0,55,3,19,3,0,3,0,25,17,17,8,0,3,3,46,384,616,196,67,43,11,1309
312021349,7,4,4,0,0,0,13,0,0,0,0,0,0,5,3,3,0,0,0,0,12,0,0,0,0,0,0,0,10,3,4,0,0,0,13,14,8,3,4,3,0,30,6,8,0,3,0,0,18,14,12,8,8,4,3,44,13,15,6,4,8,0,42,15,30,7,11,3,0,58,19,23,9,3,4,3,55,30,31,9,3,9,0,79,4,11,0,4,0,0,21,3,10,0,0,0,0,11,11,20,9,0,5,0,41,13,8,0,0,0,0,25,5,0,0,0,0,0,7,3,0,0,0,0,0,4,10,5,3,0,3,0,23,166,197,57,37,38,10,505
312021350,7,3,3,3,0,0,20,3,0,0,0,0,0,5,7,0,0,0,0,0,3,0,3,3,0,0,0,9,3,8,0,0,0,0,14,3,6,6,0,3,0,22,10,4,0,3,0,0,20,12,10,9,3,0,0,37,7,14,3,4,3,0,31,15,27,20,3,0,0,57,8,12,5,0,0,0,32,28,30,7,6,0,0,66,11,20,5,3,0,0,36,4,15,6,3,0,0,27,21,47,6,0,3,0,83,17,30,9,0,0,0,60,4,7,3,0,0,0,14,3,6,0,0,0,0,9,8,6,3,0,0,0,23,172,260,80,27,18,3,564
312021351,13,17,6,0,0,0,40,3,0,0,5,0,0,9,6,8,3,0,0,0,15,3,3,3,0,0,0,15,0,7,6,0,0,0,22,13,16,3,3,3,0,37,12,22,5,4,3,0,45,12,26,11,5,5,0,57,27,30,4,5,0,0,69,23,54,19,3,0,0,100,29,37,9,0,0,0,71,40,63,14,6,0,0,123,22,51,6,0,0,0,83,17,40,4,3,0,0,70,26,77,14,7,4,0,126,36,71,9,0,0,0,118,10,16,5,0,0,0,24,3,14,0,0,0,0,17,13,9,7,3,4,0,41,310,549,135,53,22,3,1074
312021352,23,8,10,0,4,0,36,4,5,0,0,0,0,10,7,10,3,0,3,0,22,9,0,3,3,0,0,15,12,9,6,0,8,0,34,28,17,13,4,0,0,65,27,30,7,3,5,0,72,45,32,13,11,6,0,106,43,31,16,4,6,0,93,45,42,12,4,0,0,107,17,42,10,9,3,0,77,65,70,26,9,5,0,169,17,39,3,0,0,0,60,15,27,9,0,0,0,52,45,62,19,3,3,0,136,43,54,20,0,0,0,118,14,20,8,0,0,0,48,3,8,3,0,0,0,21,31,26,16,0,6,4,76,489,525,186,56,59,12,1323
312021353,14,10,3,4,0,0,30,0,0,0,0,0,0,4,7,3,0,0,6,0,12,9,9,4,0,0,0,22,19,13,8,0,0,0,36,16,13,10,0,0,3,36,21,10,17,3,4,0,58,22,24,12,0,3,0,57,12,26,13,0,3,0,47,32,41,19,8,3,0,101,17,19,5,0,0,0,51,25,53,13,4,7,0,105,8,32,8,3,0,0,52,7,27,3,0,0,0,38,28,49,16,3,3,0,101,24,43,21,0,0,0,97,10,15,8,0,0,0,33,3,15,5,0,0,0,19,30,21,13,10,0,0,67,315,413,177,46,31,5,975
312021354,8,0,9,0,0,0,16,3,0,0,0,0,0,3,4,0,4,0,0,0,9,0,3,0,0,0,0,3,9,4,3,0,0,0,17,9,15,4,0,0,0,25,8,13,10,0,0,0,24,11,16,10,5,0,0,35,12,17,7,0,7,0,43,14,30,3,4,9,0,57,14,31,8,5,0,0,57,23,59,6,3,7,0,101,17,27,6,0,3,0,53,17,26,3,0,0,0,49,17,61,12,6,6,0,102,26,27,17,8,0,0,80,9,3,0,0,0,0,15,0,5,0,0,0,0,7,7,14,3,3,0,0,29,202,358,108,33,33,0,731
312021355,13,7,0,0,0,0,21,0,0,0,0,0,0,3,3,0,4,0,0,0,6,0,0,0,0,0,0,0,4,3,3,3,0,0,11,4,3,3,3,0,0,15,11,10,0,0,0,0,32,17,7,4,3,0,3,33,8,15,3,9,3,0,32,19,21,3,3,0,0,49,7,19,6,0,0,0,37,18,17,4,0,0,0,42,0,8,3,4,0,0,18,5,7,0,0,0,0,15,11,9,0,3,3,0,24,0,10,5,4,0,0,17,0,0,0,0,0,0,6,4,0,0,0,0,0,4,4,3,4,0,3,3,18,130,148,55,30,18,4,383
312021356,9,6,3,3,3,0,24,4,0,0,0,0,0,7,4,3,5,0,3,0,10,0,3,0,0,3,0,11,9,0,9,0,0,0,16,15,9,12,3,0,0,42,13,6,3,4,0,0,31,23,15,6,5,11,0,61,20,20,4,7,3,0,54,29,29,9,6,0,0,78,27,33,6,0,0,0,73,26,33,14,3,3,0,83,8,18,3,0,4,0,37,3,4,3,0,0,0,17,7,30,9,0,0,3,54,14,10,7,0,0,0,29,3,10,0,0,0,0,13,0,0,0,0,0,0,3,15,7,3,3,0,0,35,239,250,95,40,42,13,668
312021357,17,13,9,0,3,0,49,0,4,0,0,0,0,4,8,7,0,6,0,0,14,0,3,4,0,0,0,15,8,3,7,0,0,0,18,19,12,9,6,7,0,49,17,19,11,0,0,0,53,20,29,20,3,7,0,78,25,31,8,8,3,0,70,33,40,20,4,6,0,103,28,37,8,8,5,0,84,44,70,18,4,3,0,137,17,32,10,3,0,0,58,7,22,3,0,0,0,37,32,57,13,0,3,0,101,37,63,18,0,3,0,125,5,16,3,4,0,0,36,5,8,4,0,0,0,16,16,15,10,0,0,0,44,339,492,171,43,36,3,1091
312021358,8,3,4,0,0,0,14,3,3,0,0,0,0,9,7,0,3,0,0,0,11,0,4,4,0,0,0,5,5,5,0,0,0,0,16,8,12,10,0,3,0,32,12,4,4,4,3,0,28,15,12,8,3,3,0,46,12,13,10,4,7,0,46,28,34,11,6,7,0,88,13,34,10,3,0,0,58,16,38,11,9,0,0,73,11,22,5,0,0,0,36,4,12,3,0,0,0,19,11,28,9,0,3,0,48,3,18,3,0,0,0,24,8,3,0,0,0,0,9,4,3,0,0,0,0,5,7,6,3,0,0,0,14,175,261,88,27,28,3,591
312031359,13,12,0,3,0,0,32,3,0,0,0,0,0,8,17,3,0,0,3,0,22,4,0,0,0,0,0,6,13,3,3,5,3,0,27,15,13,6,5,0,0,43,28,16,5,0,3,0,53,24,17,9,5,6,0,59,32,32,3,7,3,0,75,36,34,7,8,3,0,85,26,38,3,3,0,0,71,33,69,9,7,3,0,121,19,31,3,0,0,0,54,16,23,0,0,0,0,40,36,59,12,3,0,0,108,31,50,7,0,4,0,92,6,12,0,0,0,0,22,8,12,0,0,0,0,23,20,20,8,0,0,0,46,383,437,81,62,32,4,1003
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,15,12,8,0,0,0,34,3,0,0,0,0,0,6,13,3,3,0,0,0,17,7,3,6,0,0,0,15,18,15,10,4,0,0,42,13,15,7,3,9,0,52,26,30,12,3,5,0,78,31,35,12,8,7,0,98,20,30,18,5,4,3,76,27,41,9,10,3,0,91,17,32,8,0,3,0,66,26,53,10,0,3,0,92,11,20,3,0,0,0,36,7,15,0,0,0,0,28,14,39,6,0,0,0,59,17,31,9,0,0,0,56,5,7,4,0,0,0,20,0,9,0,0,0,0,11,8,23,7,3,0,0,38,276,405,134,40,43,5,907
313011362,30,3,3,0,4,3,41,16,0,3,0,0,0,27,30,8,14,0,0,0,53,18,4,0,5,0,0,33,18,4,9,8,3,0,44,25,11,10,0,11,0,58,39,19,22,9,3,0,91,49,35,19,13,14,3,137,53,46,23,9,3,0,131,40,69,15,7,4,0,136,37,56,15,4,4,0,109,45,52,32,11,7,0,151,25,41,14,0,0,0,84,8,14,11,0,3,0,41,26,45,14,3,6,0,94,25,43,14,7,0,0,91,12,15,0,3,0,0,25,5,8,0,0,0,0,12,35,13,12,9,3,0,76,534,492,234,90,69,7,1430
313011363,41,5,10,0,3,0,51,19,0,3,3,3,0,25,25,5,5,0,3,0,35,27,0,3,0,5,0,29,27,12,8,0,12,0,60,49,11,5,3,6,0,71,39,12,14,10,6,0,88,40,16,17,11,7,0,95,55,20,18,9,3,0,104,37,36,16,13,7,0,117,27,35,16,9,0,0,91,55,50,20,6,4,0,145,22,36,12,0,0,0,66,5,8,3,0,4,0,25,41,22,16,0,6,0,90,39,31,12,3,3,0,93,18,15,3,3,0,0,35,6,9,3,0,0,0,22,27,9,13,3,3,0,61,609,348,197,74,82,4,1319
313021364,9,5,4,0,0,0,14,0,0,0,0,0,0,0,10,3,0,0,0,0,12,3,3,0,0,0,0,11,10,6,3,0,3,0,20,5,5,7,0,4,0,27,5,9,10,0,5,0,26,13,15,14,0,3,0,49,7,17,6,4,0,0,38,6,21,14,0,3,0,46,12,21,11,3,0,0,48,19,42,23,3,3,0,83,14,22,4,0,0,0,43,6,23,10,0,0,0,34,22,30,15,4,0,0,75,18,29,29,3,3,0,77,5,9,5,0,0,0,28,4,6,0,0,0,0,13,10,11,12,3,0,0,37,179,276,172,24,24,4,692
313021365,32,7,10,4,6,0,64,12,0,0,0,3,0,21,34,9,4,3,7,0,57,19,5,5,4,8,0,46,35,19,20,4,5,0,81,42,11,24,13,7,0,101,57,39,26,6,23,4,164,70,109,37,30,25,0,263,82,121,29,24,10,3,271,87,132,35,17,16,0,289,70,90,29,14,3,0,213,89,115,44,7,6,0,260,24,68,20,3,3,0,121,12,37,12,0,4,0,67,42,65,20,5,5,0,140,38,42,21,6,7,0,114,7,6,4,0,0,0,14,3,3,0,0,0,0,10,26,43,25,9,9,0,109,793,915,369,150,161,16,2400
313021366,20,3,4,3,6,0,40,8,0,0,0,0,0,14,20,5,9,0,3,3,36,17,4,3,0,3,0,29,21,5,11,10,9,0,59,32,28,6,11,20,0,94,37,33,12,10,18,3,112,60,54,27,30,20,0,186,54,96,21,16,15,3,207,74,109,30,10,18,0,248,44,65,30,5,6,0,145,41,66,15,6,6,0,138,10,26,8,6,4,0,53,14,13,0,0,3,0,26,23,13,9,0,0,0,48,6,8,4,4,0,0,26,4,4,0,0,0,0,10,0,0,0,0,0,0,4,18,25,9,7,6,0,56,509,561,213,112,134,12,1542
313021367,6,5,4,0,0,0,18,0,0,0,3,0,0,8,3,0,3,0,0,0,15,4,3,4,3,0,0,17,5,6,4,0,0,0,15,9,15,15,0,3,0,38,10,12,11,0,3,0,34,10,11,17,3,3,0,43,16,25,8,0,0,0,49,20,28,5,3,3,0,62,10,21,8,0,3,0,45,10,38,11,7,0,0,67,4,21,5,0,3,0,40,12,12,5,0,0,0,24,11,40,14,0,3,0,70,16,21,17,0,0,0,54,5,7,3,0,0,0,20,0,3,3,0,0,0,7,5,15,8,0,0,0,26,166,280,146,28,26,0,641
313021368,11,4,4,0,3,0,18,7,0,0,0,0,0,11,7,0,0,0,3,0,16,3,4,3,3,3,0,13,15,4,10,3,0,0,30,9,9,9,5,8,0,30,21,19,12,3,4,0,62,22,27,9,13,8,0,81,34,44,23,8,6,3,124,47,63,19,9,6,0,146,21,38,15,8,3,0,81,32,42,16,3,3,0,98,16,13,3,7,0,0,31,5,5,3,0,0,0,9,9,21,6,0,6,0,41,4,6,3,0,0,0,17,0,0,4,0,0,0,4,0,3,0,0,0,0,3,8,10,8,4,0,0,26,272,304,141,57,56,6,840
313021369,13,4,3,0,0,0,19,3,0,0,0,0,0,5,8,0,3,0,0,0,17,6,9,5,0,0,0,26,7,3,6,0,0,0,15,0,0,4,3,0,0,9,3,7,3,4,0,0,25,14,13,11,0,0,0,38,0,10,4,0,3,0,18,7,19,9,3,3,0,37,13,15,3,0,7,0,38,17,34,10,0,3,0,69,4,18,4,0,0,0,22,15,17,8,0,0,0,42,12,31,7,3,0,0,54,14,29,17,3,3,0,64,7,3,0,0,0,0,15,3,0,3,0,0,0,13,7,12,4,0,0,0,26,171,226,104,24,24,5,552
313031370,7,0,0,0,0,0,18,6,0,0,0,0,0,3,3,0,3,0,0,0,9,6,0,4,8,0,0,21,10,8,4,3,0,0,27,21,10,4,4,8,0,40,15,15,4,4,0,0,44,16,30,5,4,0,0,62,16,18,3,0,0,0,41,14,30,10,4,3,0,59,9,21,3,0,0,0,34,28,12,12,3,4,0,53,5,9,7,0,0,0,16,7,4,3,0,0,0,11,4,10,4,3,0,0,25,9,12,5,0,0,0,31,3,7,0,0,0,0,18,3,0,0,0,0,0,8,12,4,8,0,0,0,26,201,193,84,39,25,0,539
313031371,8,4,9,0,0,0,26,3,5,0,0,0,0,7,8,3,0,4,0,0,19,3,0,3,0,3,0,16,17,6,10,7,8,0,50,4,12,15,3,3,0,37,26,20,6,4,3,0,60,23,27,5,5,5,0,62,28,24,14,11,4,0,77,46,50,11,3,0,0,108,30,43,6,6,3,0,88,27,50,12,6,3,0,98,18,15,6,0,0,0,38,9,23,4,0,0,0,37,22,24,7,0,3,0,54,21,24,5,3,3,0,59,7,9,3,3,0,0,21,0,3,0,0,0,0,8,16,19,15,0,3,3,56,316,357,137,51,48,4,904
313041372,24,5,14,0,0,0,49,8,0,8,0,3,0,21,16,3,15,3,7,0,42,14,7,12,0,0,0,28,21,14,14,3,6,0,57,24,15,29,6,8,3,85,33,37,21,4,6,0,104,34,62,35,13,17,0,165,47,87,33,10,10,0,180,56,101,32,13,9,0,211,42,90,34,14,11,0,188,65,128,43,12,5,0,255,30,49,18,3,3,0,100,17,39,8,6,0,0,71,37,69,32,3,6,3,152,26,54,19,4,3,0,104,9,5,0,0,0,0,14,3,10,0,0,0,0,16,23,23,19,6,5,0,74,528,802,376,96,98,10,1914
313041373,30,7,12,0,5,0,52,8,8,4,0,0,0,16,13,10,3,0,3,0,25,9,8,10,7,7,0,39,23,9,14,13,12,3,72,36,29,18,13,17,0,116,51,37,25,20,12,0,146,75,75,36,15,26,4,223,67,89,41,22,19,7,239,77,131,38,25,22,3,293,39,81,27,19,4,0,182,70,100,48,23,13,3,251,18,37,22,0,0,0,80,8,17,10,0,0,0,40,26,50,34,5,4,0,118,22,38,15,3,3,0,82,8,11,0,0,0,0,25,0,3,3,0,0,0,8,38,24,13,4,8,0,89,625,771,375,165,157,17,2113
313041374,9,3,3,0,3,0,23,5,0,4,0,0,0,11,4,4,0,0,0,0,14,3,3,4,0,0,0,10,7,3,7,0,0,0,26,12,8,15,0,0,0,36,12,11,11,3,0,0,35,11,11,19,0,7,0,51,9,14,11,0,0,0,41,25,24,11,3,6,0,66,15,25,13,0,3,0,52,23,39,23,4,6,0,92,14,16,4,0,0,0,42,9,22,6,0,0,0,38,27,41,22,6,3,0,101,17,40,23,6,0,3,93,7,8,4,0,0,0,25,4,5,3,0,0,0,10,9,14,10,3,0,0,39,233,300,194,32,33,3,788
313041375,34,16,12,7,0,0,68,9,3,3,0,3,0,19,12,11,6,3,0,0,36,11,12,3,0,3,0,32,19,17,10,5,3,0,54,15,37,27,6,7,0,92,28,52,23,3,4,0,115,51,70,45,18,11,3,192,42,103,36,14,14,0,206,75,147,51,20,8,3,303,68,158,38,20,10,0,293,98,256,74,18,11,0,451,67,156,34,12,3,0,275,20,84,22,3,0,3,134,59,155,37,6,4,5,258,37,97,47,6,8,0,193,25,14,10,0,3,0,47,4,14,3,0,0,0,23,27,46,19,3,11,0,107,698,1440,513,144,95,14,2909
313041376,3,6,0,0,0,0,9,3,0,3,0,0,0,9,5,0,0,0,3,0,14,3,3,0,0,0,0,4,3,3,3,0,0,0,12,3,7,8,3,3,0,17,6,6,10,6,0,0,34,9,15,6,0,3,0,37,8,12,11,0,0,0,29,8,16,7,3,3,0,42,8,6,3,0,0,0,27,21,24,13,0,0,0,60,8,9,9,0,0,0,32,6,12,3,0,0,0,21,16,23,13,0,0,0,46,18,20,8,3,0,0,52,4,7,3,0,0,0,14,3,3,4,0,0,0,8,6,11,7,0,0,0,27,149,185,109,19,23,7,496
