SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
506011113,17,36,8,3,3,4,63,8,3,0,0,0,0,9,5,7,3,0,3,0,20,6,9,3,0,0,0,19,16,11,10,0,3,0,40,14,23,7,0,6,0,54,20,27,12,9,6,0,76,24,43,18,10,10,0,107,39,71,17,13,12,7,158,61,122,28,18,8,6,246,79,144,24,14,11,0,281,178,293,49,24,18,9,572,130,268,24,15,8,4,452,117,220,31,8,6,8,389,187,395,55,21,9,9,673,153,308,73,21,14,3,580,22,62,24,5,0,0,115,28,50,9,0,3,0,88,28,48,14,5,8,3,101,1137,2147,411,173,126,55,4049
506011114,17,5,4,0,5,0,33,8,4,0,0,3,0,17,9,9,3,4,3,0,33,14,5,8,0,7,0,32,13,15,6,3,8,0,52,19,16,12,11,13,0,69,22,18,16,0,15,0,71,35,35,27,9,10,0,118,26,41,11,14,13,0,105,29,64,14,9,12,4,130,24,38,17,6,10,0,99,49,73,32,9,3,3,163,21,31,7,0,3,0,70,18,11,3,0,0,0,33,27,32,15,7,3,0,87,24,37,12,3,3,0,71,6,5,0,0,0,0,13,4,11,7,0,0,0,20,11,17,9,4,3,0,46,366,474,204,88,123,15,1258
506011115,19,9,8,0,0,0,40,3,3,6,0,0,0,10,10,3,11,0,0,0,22,11,8,3,0,4,0,23,19,10,9,0,0,0,45,25,11,10,0,5,0,50,19,22,12,0,3,0,60,21,9,13,5,4,0,60,22,18,12,3,3,0,60,15,37,17,10,3,0,81,27,29,8,3,6,0,75,45,70,29,5,0,0,158,32,31,15,0,3,0,86,11,27,6,0,0,0,45,38,61,26,6,3,0,135,57,78,32,5,9,0,178,21,25,13,3,0,0,61,17,12,8,0,0,0,37,13,17,5,0,3,0,39,437,471,247,46,58,9,1269
506011116,13,11,4,7,3,0,29,4,7,4,0,0,0,12,8,4,6,0,0,0,23,4,4,4,3,0,0,19,6,8,7,3,0,0,23,17,9,14,3,6,0,45,18,20,14,3,4,0,65,24,24,16,3,3,0,69,14,22,10,4,0,0,56,15,40,17,8,3,0,78,23,25,8,9,3,0,64,38,51,28,6,4,0,123,20,41,3,3,0,0,70,25,32,15,0,0,0,64,42,63,20,10,3,0,145,50,73,34,4,6,0,167,16,22,8,3,0,0,44,9,13,9,3,0,0,29,9,19,11,0,7,0,42,351,484,224,68,44,3,1174
506011117,7,8,6,4,3,0,31,4,3,3,5,3,0,18,11,8,3,0,0,0,23,10,3,3,0,0,0,22,18,7,18,0,5,0,41,18,11,15,4,8,0,60,17,36,16,11,13,0,88,19,65,24,3,13,4,125,35,83,33,9,16,0,171,46,150,20,16,8,5,237,50,130,24,7,8,0,216,49,137,36,13,13,4,261,31,60,8,8,9,0,117,20,34,9,3,0,0,60,32,50,12,8,5,0,114,19,35,6,0,8,0,69,3,9,3,0,0,0,21,0,4,4,0,0,0,10,17,25,6,4,3,0,57,411,839,238,96,120,22,1722
506021118,24,13,5,0,0,0,48,8,3,3,0,0,0,12,10,6,3,3,3,0,28,9,4,3,0,0,0,18,15,11,3,3,3,0,41,20,15,12,3,7,0,50,22,22,13,7,8,0,71,34,24,11,7,11,0,86,27,25,6,3,9,0,68,36,43,11,3,4,0,95,26,38,13,9,9,0,93,66,72,24,5,11,9,178,31,45,6,3,4,0,88,23,44,6,3,0,0,82,52,54,13,8,4,0,134,59,71,25,0,3,0,164,16,25,4,3,0,0,52,11,14,11,0,0,0,40,13,16,6,4,3,3,53,495,536,182,61,78,23,1375
506021119,18,19,4,0,3,0,42,8,7,0,0,3,0,15,3,11,3,3,4,0,24,16,10,3,0,3,0,33,14,12,8,3,6,0,41,18,16,5,6,0,0,53,18,21,15,3,3,0,62,36,26,8,5,6,4,85,33,48,5,3,3,0,93,33,32,5,6,6,3,94,37,29,8,3,6,0,84,83,100,17,8,8,5,218,44,37,9,3,5,0,91,35,39,3,0,3,0,85,72,77,13,8,6,0,174,100,125,25,10,4,0,259,34,38,7,3,0,0,81,24,18,7,3,3,3,50,22,17,3,0,3,3,49,642,689,144,71,66,30,1639
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,33,27,8,6,6,5,88,8,3,0,0,0,0,13,10,9,3,3,5,0,28,11,4,11,0,3,0,27,17,6,9,0,4,0,45,20,30,13,5,11,3,85,28,24,8,3,9,0,77,50,30,14,9,12,0,114,46,51,17,12,13,3,139,60,76,10,14,12,3,181,43,57,7,5,5,3,127,82,119,13,10,16,5,247,53,72,12,7,3,0,143,49,58,12,3,5,0,123,75,102,20,8,6,3,214,96,107,16,9,9,4,241,20,25,10,4,0,3,57,18,17,6,3,0,0,37,20,14,7,0,3,3,47,749,828,210,101,112,44,2042
506021123,16,15,3,0,3,3,45,3,0,0,0,0,0,10,3,6,4,3,0,0,23,10,3,0,0,0,0,17,12,5,8,0,0,0,28,23,5,7,3,0,0,41,23,13,3,7,4,0,50,23,21,5,3,5,0,60,27,26,3,7,5,0,65,31,20,11,7,7,3,78,29,21,5,0,0,0,55,58,51,19,4,12,4,151,23,27,0,0,5,0,54,36,31,10,0,0,0,71,49,48,6,3,5,0,120,69,92,29,3,11,3,202,29,37,9,0,7,0,85,12,17,5,0,3,0,37,17,14,9,0,0,3,40,492,463,136,46,71,19,1229
506031124,15,15,12,0,0,3,46,4,3,5,0,0,0,16,9,4,5,4,3,0,24,5,6,3,0,0,0,25,9,5,8,4,8,0,33,12,16,3,3,8,0,39,20,22,10,3,3,0,64,14,16,6,4,3,0,49,36,27,11,7,3,0,80,27,33,10,3,10,6,83,46,46,8,6,0,5,107,60,61,11,8,7,3,148,28,32,12,3,4,6,79,25,35,7,3,0,0,81,40,43,13,0,7,3,113,57,82,19,4,0,0,165,11,27,9,3,0,4,59,10,7,8,3,0,3,32,14,21,9,3,3,0,43,447,499,167,67,61,38,1281
506031125,13,22,28,3,0,0,72,7,3,3,0,4,0,21,9,8,3,0,3,0,27,8,12,8,0,0,0,27,13,10,15,0,4,0,44,13,16,16,0,7,0,50,16,33,14,0,3,0,73,11,29,27,4,6,0,76,22,26,19,0,3,3,72,20,39,30,13,5,0,104,17,31,19,0,10,0,84,45,75,48,6,7,0,188,9,44,11,3,7,0,78,19,34,20,3,0,0,79,28,73,32,10,5,0,154,38,106,50,7,5,0,218,14,31,12,0,0,0,60,16,15,10,0,0,0,41,15,19,18,3,6,0,57,343,631,386,65,80,11,1515
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,24,22,7,3,5,5,72,7,6,3,0,0,0,16,12,0,4,0,3,0,25,4,7,3,0,3,0,18,8,8,4,0,9,0,30,14,14,5,4,8,3,50,17,33,10,3,11,0,73,32,36,10,0,11,0,88,32,45,10,6,7,5,115,55,69,14,13,9,6,171,50,71,18,8,4,3,153,79,111,26,13,15,10,242,42,71,20,3,6,3,143,29,51,14,4,3,0,96,35,67,19,3,7,3,135,40,63,22,0,6,3,133,8,15,6,0,4,3,34,10,17,6,0,0,0,31,14,24,5,0,3,4,49,515,724,216,66,107,51,1674
506031128,18,11,19,0,11,0,64,9,8,3,0,4,0,16,12,3,7,10,5,0,36,11,9,5,0,7,0,39,25,9,15,0,9,0,58,17,17,13,8,14,0,68,21,40,18,4,11,0,98,45,41,22,5,14,0,125,27,46,23,15,14,4,117,44,55,21,8,6,0,139,40,59,16,8,9,4,129,52,103,29,11,12,5,209,24,50,11,3,4,0,99,34,33,8,3,0,0,80,42,68,31,3,5,0,150,34,52,21,4,3,0,117,10,11,9,0,0,0,32,0,13,0,0,0,0,9,10,17,8,5,5,3,49,472,648,278,101,114,22,1643
506031129,22,25,24,3,8,0,83,3,0,3,0,0,0,10,6,0,10,3,3,0,26,13,6,3,4,0,0,22,7,7,15,5,0,0,39,10,12,10,4,6,0,47,12,25,15,3,4,0,62,14,30,8,0,8,0,57,7,26,16,3,3,0,55,16,33,15,8,3,0,72,11,22,10,0,4,0,47,19,66,41,13,7,0,147,10,31,8,0,3,0,64,5,36,11,0,5,0,55,22,66,13,5,7,0,110,18,117,48,4,3,0,201,16,59,20,3,3,3,105,16,52,33,0,0,0,101,5,22,13,3,5,0,49,244,658,325,56,76,8,1369
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,41,29,36,8,9,0,112,4,6,13,0,0,0,24,9,9,16,0,4,0,37,14,23,16,3,6,0,63,20,10,22,3,3,0,55,13,19,25,5,8,0,71,21,36,28,0,11,5,98,16,53,30,5,12,3,121,21,68,20,8,11,0,124,16,61,37,6,3,3,132,12,60,23,5,10,0,107,39,106,61,17,9,0,229,14,66,22,7,8,0,108,11,66,18,8,5,0,108,27,102,40,8,4,0,180,50,237,49,12,14,0,357,16,56,20,0,0,0,91,4,53,13,4,0,0,67,11,38,17,4,3,0,76,348,1085,495,105,117,16,2172
506041132,28,29,9,3,4,3,81,0,3,0,0,4,0,9,18,13,10,3,8,0,48,13,5,9,0,6,0,40,19,19,13,10,9,0,80,23,33,22,11,10,0,96,25,48,19,9,17,0,115,29,65,32,14,20,0,158,59,80,35,20,19,4,213,72,124,22,22,13,4,252,48,81,17,8,13,3,177,81,125,28,13,11,4,259,37,52,18,3,3,0,116,21,57,14,0,7,0,95,47,79,26,7,9,5,164,24,56,17,4,4,0,112,13,16,9,0,0,0,35,8,16,4,0,0,0,25,26,29,10,3,11,3,82,600,921,314,127,174,33,2171
506041133,32,51,17,3,10,3,115,8,6,7,0,0,0,24,15,20,8,0,8,0,51,9,16,13,3,4,0,45,23,24,14,6,3,0,68,21,41,24,4,8,3,102,35,61,37,8,16,5,158,46,84,34,10,10,3,187,44,94,51,9,11,3,205,47,122,49,15,11,5,246,39,106,34,5,10,5,196,84,236,96,17,22,3,461,44,151,28,7,4,3,247,37,119,35,9,3,3,206,78,243,59,18,8,4,408,95,219,103,12,18,6,456,16,59,29,8,3,3,114,20,22,12,0,0,0,57,25,56,21,3,7,3,118,698,1738,662,147,142,48,3442
506041134,23,13,9,5,10,0,54,6,3,3,0,7,3,24,16,8,7,0,11,0,52,21,11,15,6,6,0,56,29,14,14,4,11,0,75,35,29,16,7,24,0,106,33,50,29,12,23,0,147,51,63,32,21,23,4,197,66,103,36,18,20,3,251,82,175,37,22,27,6,354,76,121,31,27,14,0,272,87,160,36,12,16,6,317,23,58,8,4,6,0,108,14,23,14,4,4,3,65,31,74,13,3,4,0,127,20,41,14,7,0,0,83,9,11,9,0,0,0,21,0,5,0,0,0,0,8,18,24,11,9,8,3,73,653,987,337,167,215,37,2391
506041135,33,31,14,6,0,4,98,9,4,7,5,0,0,22,15,7,13,0,3,3,43,7,14,12,3,4,0,40,21,21,10,3,7,0,61,26,30,24,6,10,0,99,29,35,18,15,6,0,116,51,85,21,11,9,3,182,49,111,32,8,10,0,219,77,128,37,21,21,3,283,57,120,38,9,3,5,227,105,230,68,27,13,4,451,47,140,22,14,8,0,226,45,128,39,4,5,0,230,80,239,61,10,11,6,409,86,225,70,13,7,0,409,27,48,11,0,3,3,92,12,29,17,3,0,0,63,35,60,25,5,4,0,137,812,1704,539,171,129,32,3384
506041136,19,11,8,4,8,3,53,8,0,3,0,0,0,16,8,4,3,4,5,0,29,7,9,11,4,4,0,34,10,14,13,4,10,3,51,30,25,14,9,12,4,91,18,36,21,6,9,3,95,46,47,30,8,18,0,156,32,69,21,10,11,3,150,44,97,30,17,15,4,201,33,77,11,5,10,3,144,67,103,19,7,7,4,211,27,52,13,3,0,3,90,16,27,0,3,0,0,53,40,68,21,7,5,0,140,21,32,14,0,3,3,76,8,13,3,0,0,0,28,10,15,11,0,0,0,38,21,25,14,4,7,0,65,474,728,257,96,128,27,1708
506041137,49,31,21,3,12,0,110,18,3,8,4,0,0,35,17,25,9,0,10,0,67,18,18,12,3,6,0,60,31,23,19,7,12,0,100,43,37,33,13,9,3,140,46,72,44,9,15,3,188,65,85,50,21,30,0,246,53,107,46,23,23,3,263,66,139,58,24,16,9,305,61,135,30,16,14,5,265,91,198,55,13,16,0,388,50,112,24,8,4,0,197,34,74,19,3,3,0,131,70,124,46,12,4,0,259,35,75,42,8,5,3,171,20,25,18,3,0,0,65,13,23,3,0,3,0,38,38,34,21,6,13,3,112,826,1345,546,178,207,33,3129
506051138,24,22,10,0,7,4,68,3,0,5,0,3,0,9,5,10,10,0,3,0,23,18,8,6,0,4,0,34,18,19,15,0,10,0,57,28,13,14,7,17,0,77,35,48,15,7,13,0,112,43,73,33,18,21,4,190,41,76,21,16,9,3,175,74,113,32,30,23,4,282,71,108,28,12,8,0,232,113,194,41,22,13,4,386,69,136,22,10,0,0,241,52,102,20,9,3,3,186,104,181,41,6,11,3,348,71,120,31,6,13,3,242,12,21,8,4,3,0,51,8,15,4,0,0,0,33,46,38,12,5,5,3,118,836,1295,378,156,162,42,2866
506051139,14,16,4,3,3,3,43,7,3,3,0,0,0,10,14,5,3,0,3,0,21,9,3,9,3,9,0,30,13,17,16,5,11,0,64,21,15,12,9,11,0,71,25,29,16,6,10,0,86,31,50,21,9,23,0,130,26,40,20,11,11,0,109,44,61,17,12,12,3,155,48,43,11,17,9,3,127,81,118,27,16,17,3,260,42,57,17,6,8,6,138,25,55,12,4,3,0,96,59,83,22,7,3,0,176,35,72,14,3,9,0,130,5,13,4,3,0,0,27,3,10,4,0,0,0,19,13,15,12,4,8,0,55,509,699,256,119,150,21,1758
506051140,40,21,19,3,11,3,85,8,4,3,0,0,0,12,10,12,9,0,6,0,32,8,3,6,3,0,3,27,13,11,12,3,3,0,50,26,13,16,3,4,0,66,38,23,20,6,12,0,103,40,44,31,11,5,0,127,24,38,28,4,5,0,105,25,46,14,7,6,0,97,18,33,17,9,3,0,79,56,89,53,0,11,0,210,19,48,16,0,8,0,92,25,58,8,3,0,0,100,47,105,31,6,3,0,200,70,177,51,13,3,3,315,35,56,20,10,3,0,117,14,38,15,0,3,0,65,19,27,19,3,4,3,72,545,836,382,88,102,15,1967
506051141,32,18,11,3,0,0,63,7,5,3,0,0,0,18,14,10,3,0,0,0,26,3,10,3,0,8,0,27,17,7,9,6,3,0,46,18,17,6,6,9,0,50,17,39,26,5,6,0,92,21,31,20,7,12,0,87,16,34,19,8,3,0,81,19,40,14,7,15,0,94,18,43,18,6,4,0,85,33,90,27,9,4,0,164,15,41,13,4,3,0,77,16,40,10,3,0,0,64,38,71,30,3,7,0,153,47,129,37,7,9,0,235,22,36,17,0,4,0,82,9,16,14,0,0,0,46,14,23,15,0,5,3,64,375,719,300,67,93,10,1552
506061142,23,10,10,6,3,0,55,8,0,0,0,0,0,12,4,3,5,3,0,0,17,13,4,3,0,0,0,17,26,14,3,10,3,3,54,22,16,4,4,4,0,61,18,30,13,6,8,0,73,28,61,14,22,7,0,128,43,100,19,12,21,0,191,94,137,21,30,10,3,300,106,185,20,30,10,3,352,163,286,52,26,20,4,556,103,174,23,15,6,4,321,78,123,16,7,0,0,229,122,181,25,14,11,4,359,81,133,31,12,5,0,262,21,32,19,3,3,0,73,9,16,0,0,0,0,29,11,40,13,4,3,3,78,968,1548,297,209,114,27,3165
506061143,8,5,7,0,3,0,21,4,0,0,0,0,0,5,4,3,7,0,0,0,8,5,3,5,0,0,0,14,9,9,8,0,3,0,28,16,16,11,4,0,0,44,14,9,13,0,5,0,40,11,20,7,3,0,0,42,23,15,15,0,0,0,56,11,20,15,3,3,0,48,14,27,9,3,0,0,53,24,68,26,0,0,0,118,13,23,7,4,4,0,57,17,19,5,0,3,0,44,21,44,9,0,4,0,80,58,101,50,4,8,0,218,27,36,18,3,0,0,81,15,10,8,0,3,0,35,14,16,7,0,6,0,45,298,447,216,35,49,10,1044
506061144,13,7,4,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,6,3,3,0,0,0,11,5,0,3,0,0,0,13,16,7,5,3,0,0,29,16,8,9,3,0,0,31,9,10,8,0,3,0,38,17,14,9,4,4,0,50,11,23,3,0,0,0,39,19,31,13,5,0,0,68,11,18,3,0,0,0,31,4,4,3,0,3,0,22,16,31,4,3,3,0,60,29,45,12,0,0,0,91,12,14,0,4,0,0,31,5,10,4,0,0,0,24,12,6,11,0,0,0,32,211,240,105,22,30,4,605
506071145,24,13,4,6,13,0,60,5,3,0,0,0,0,9,3,0,3,0,4,0,13,10,3,0,0,0,0,19,5,6,5,0,0,0,20,18,10,9,3,8,0,39,15,8,4,5,4,0,36,19,16,10,3,5,0,46,26,16,14,4,9,0,62,29,10,8,8,6,0,56,22,20,3,5,0,0,42,53,52,8,3,7,0,132,20,17,5,3,0,3,53,25,18,7,5,0,0,56,32,39,18,8,7,0,106,84,91,24,7,3,0,208,34,56,15,3,3,0,108,31,36,16,0,0,0,88,20,17,5,0,3,0,45,465,427,157,58,78,20,1201
506071146,27,13,19,0,8,0,70,5,3,3,0,0,0,7,9,3,0,0,0,0,13,4,10,3,0,0,0,23,6,4,6,0,0,0,21,7,8,7,3,4,0,29,6,12,14,0,6,0,44,11,14,7,3,0,0,37,8,18,9,3,7,3,49,10,17,9,3,0,0,45,11,16,5,4,0,0,33,21,40,23,4,3,0,95,9,18,9,0,0,0,39,3,16,12,0,4,0,27,21,33,12,0,3,0,75,54,110,39,4,10,4,223,15,62,26,4,6,3,120,17,56,23,3,7,0,104,10,12,5,0,0,0,36,257,473,227,42,68,13,1086
506071147,32,27,27,4,9,0,93,5,3,3,0,3,0,18,7,6,3,0,0,0,18,7,5,3,0,0,0,22,12,18,4,0,0,0,32,13,13,7,4,3,3,42,22,16,12,6,4,0,56,12,21,14,3,3,0,56,17,26,14,3,4,0,66,20,19,9,3,0,0,54,16,18,6,3,0,0,38,46,36,27,6,4,3,124,11,16,7,0,0,0,37,17,31,9,0,3,0,53,27,38,9,0,0,3,84,74,123,30,3,3,0,241,48,86,24,3,5,0,161,59,102,35,4,10,3,206,18,27,3,3,0,0,56,468,628,238,41,51,19,1443
507011148,25,25,14,4,10,0,76,9,3,3,0,0,0,17,15,15,6,0,0,0,40,3,18,3,0,3,0,30,13,16,7,0,5,0,43,17,32,16,6,6,0,78,23,54,24,9,6,0,115,26,73,30,10,8,0,145,35,79,24,9,3,0,149,41,107,22,6,12,0,195,38,114,19,9,7,3,192,84,216,54,20,9,7,391,40,155,16,10,4,0,230,40,120,12,8,3,0,187,86,243,49,14,0,4,396,90,249,64,7,10,4,420,24,70,16,6,0,0,116,7,44,12,3,3,0,66,19,39,24,5,0,0,90,624,1661,441,127,100,21,2975
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,17,6,13,0,5,0,46,3,4,3,0,0,0,16,8,0,3,0,0,0,14,3,7,11,0,3,0,16,3,4,10,3,0,0,27,6,11,19,3,0,0,48,6,11,14,0,5,0,39,13,25,17,0,10,0,61,12,19,5,0,3,0,52,16,23,13,3,3,0,57,15,27,17,3,0,0,58,24,55,15,4,9,0,116,16,42,8,6,0,0,66,14,28,6,0,4,0,51,41,59,15,3,3,0,133,44,105,39,8,7,0,205,14,33,17,3,0,0,68,10,21,10,3,3,0,51,14,11,12,3,5,0,41,291,511,252,54,67,7,1175
507011153,20,4,7,10,3,0,44,4,0,0,0,0,0,8,11,8,3,0,9,3,25,3,3,6,3,3,0,24,16,15,6,9,8,0,51,7,19,10,5,7,0,49,10,13,4,7,10,0,40,18,19,7,3,7,0,55,9,33,5,3,4,0,60,20,33,11,5,7,0,68,19,37,0,0,4,0,57,35,54,16,6,9,0,118,16,22,0,3,0,0,41,18,17,9,4,0,0,49,30,49,8,3,4,0,94,23,56,12,7,5,3,100,9,18,5,0,0,0,29,3,5,5,3,0,0,18,6,6,6,5,3,0,32,273,407,132,66,77,13,969
507011154,14,3,10,3,4,0,34,3,0,0,0,0,0,9,3,5,7,3,0,0,19,4,3,10,3,4,0,27,7,8,8,3,4,0,29,13,14,6,3,4,0,38,19,14,6,7,5,0,41,13,16,7,3,8,0,55,17,29,7,7,5,0,67,21,30,11,9,9,4,80,26,37,11,14,5,0,88,33,49,11,8,9,0,118,21,37,7,3,3,0,67,11,17,0,4,0,3,33,43,46,3,3,4,4,107,34,42,7,7,0,0,94,11,6,0,0,0,0,20,6,9,0,0,0,0,17,11,7,5,3,11,0,42,313,371,110,87,82,14,971
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
