SA2_MAINCODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
121021577,0,0,0,0,4,0,0,0,0,8,9,37,21,239,55,39,15,0,5,413,0,0,0,12,4,17,3,0,0,33,0,0,3,0,3,4,3,0,3,19,7,6,4,11,13,4,0,0,0,46,0,7,14,48,17,11,4,3,0,98,0,0,0,0,0,0,3,0,0,7,3,3,5,63,18,7,3,5,4,109,0,0,4,46,16,9,7,0,0,74,0,3,17,77,14,12,0,0,0,125,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,7,0,3,9,8,6,9,3,0,0,47,7,4,3,42,11,6,0,0,0,79,0,0,0,0,3,3,3,0,0,13,0,3,3,19,0,3,0,0,0,26,7,38,29,231,77,41,43,30,15,509,23,31,47,173,62,43,33,11,8,441,918,1185,1180,4910,1410,1047,613,369,169,11801
121021578,0,0,0,5,0,4,0,0,0,10,4,3,11,76,21,20,16,6,0,154,0,0,4,7,9,20,9,0,3,54,0,4,0,8,12,10,10,4,6,51,0,3,11,4,9,9,3,3,0,49,3,21,14,45,24,18,5,4,6,133,0,0,0,0,0,0,3,0,0,4,0,3,4,21,13,13,6,0,0,51,0,0,3,21,0,3,3,0,0,35,0,0,6,27,6,8,3,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,12,3,22,4,0,3,0,0,46,0,5,0,18,6,16,5,0,0,54,0,0,0,0,3,0,0,0,0,10,0,0,0,8,5,3,0,0,0,14,3,8,12,118,59,56,36,31,14,344,36,55,37,197,73,65,57,39,21,576,695,1389,1138,3053,1509,1250,923,483,239,10679
121021579,0,0,0,3,0,4,0,0,0,11,6,18,14,136,25,19,14,3,0,236,0,0,0,4,0,12,3,3,3,20,0,4,0,9,5,3,3,14,3,42,7,18,0,18,11,11,5,0,0,64,3,18,11,25,25,20,20,14,9,141,0,0,0,3,0,3,0,0,0,10,3,4,0,31,8,3,3,3,0,61,0,0,3,32,10,4,9,0,0,57,0,3,0,26,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,5,7,3,16,0,8,5,0,0,46,0,0,0,33,3,7,0,0,3,51,0,0,0,0,3,0,0,0,3,11,0,3,0,6,0,0,3,0,0,14,6,43,17,183,50,37,28,13,22,391,32,44,38,163,49,40,38,38,22,458,733,1213,788,3453,1052,839,639,531,357,9601
121031407,0,0,0,11,24,18,5,18,4,83,0,11,7,62,14,18,3,3,0,117,0,4,3,12,3,3,3,3,0,40,0,3,0,3,17,15,14,10,9,63,0,43,29,34,9,22,14,3,0,150,3,26,55,94,95,81,33,21,7,406,0,0,0,3,0,3,3,0,0,11,0,0,4,21,25,23,14,8,0,96,6,18,35,165,48,43,27,3,0,348,0,5,8,34,7,5,3,0,0,60,0,0,0,0,0,0,0,0,0,3,0,4,3,3,9,7,0,0,0,30,12,54,37,41,28,30,12,3,3,212,0,0,3,36,21,6,6,0,0,73,0,4,0,14,8,3,11,3,0,38,0,0,0,3,5,9,0,0,0,18,4,37,51,153,125,88,60,43,25,596,20,80,96,188,121,94,67,47,45,754,985,2970,3182,4742,3353,2525,1764,1069,731,21327
121031408,0,0,0,10,28,17,6,7,3,77,0,6,11,79,32,18,4,3,0,154,0,0,0,7,3,8,3,4,3,33,0,0,7,16,31,21,16,0,6,94,4,48,16,51,18,13,15,4,3,180,6,18,29,113,63,76,27,9,3,345,0,0,0,0,0,6,0,3,0,6,0,4,7,26,24,10,0,4,3,85,0,7,24,121,32,38,22,5,0,250,0,7,10,45,11,0,3,0,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,3,0,11,11,57,26,33,45,17,13,5,0,207,0,3,3,57,20,14,3,3,0,97,0,0,0,0,5,5,0,0,0,9,0,0,0,14,10,4,0,0,0,29,5,36,34,165,114,88,67,55,32,595,29,87,79,200,132,106,90,55,57,836,1248,3673,3046,5272,3577,2623,1971,1140,599,23148
121031409,0,0,0,0,12,5,4,3,0,28,0,0,9,25,15,5,3,0,0,57,0,0,0,5,5,10,13,0,0,37,0,5,0,7,17,15,15,10,6,76,3,17,13,14,23,12,5,8,0,104,4,40,46,101,79,59,39,14,0,389,0,0,0,0,6,0,3,0,0,8,0,0,13,43,33,27,10,0,0,124,0,4,3,36,6,13,5,0,0,72,0,0,4,7,3,0,0,3,0,29,0,0,0,0,3,0,0,0,0,8,0,0,0,3,4,4,0,0,0,13,6,44,22,22,32,21,5,3,0,154,3,0,0,35,17,15,3,4,0,74,0,0,0,5,0,3,8,0,0,14,0,0,3,13,13,13,0,0,0,43,4,34,30,102,88,53,52,25,16,403,22,53,70,120,107,47,40,34,22,513,924,2715,2258,3442,2754,1853,1368,694,350,16352
121031410,0,3,0,8,12,13,4,3,3,48,0,3,0,32,14,5,9,0,0,66,0,0,0,11,11,15,6,8,4,58,0,8,11,16,32,15,14,14,8,118,4,18,31,37,26,12,14,3,3,146,8,137,211,429,411,345,149,68,21,1782,0,0,0,3,3,3,0,0,0,11,0,0,6,27,14,9,12,13,0,80,4,0,0,40,6,9,17,0,0,81,0,3,3,10,7,6,0,0,0,37,0,0,3,3,0,0,0,0,0,7,0,5,4,8,7,0,0,0,0,21,3,36,17,33,26,27,11,3,0,151,0,4,3,26,10,3,5,0,0,47,0,3,3,13,10,3,8,4,3,49,0,0,7,22,26,19,3,3,0,86,10,59,53,204,168,89,76,54,16,741,21,58,48,118,99,63,89,83,62,629,1164,3114,2405,4359,3090,2320,1964,1425,604,20451
121031411,0,0,0,9,6,11,3,3,0,35,0,3,3,16,20,10,14,3,0,80,0,0,0,8,8,9,10,3,0,44,0,0,9,9,20,18,12,22,12,107,0,15,18,14,16,6,4,7,0,79,8,45,58,110,127,71,49,30,17,516,0,0,0,0,0,0,0,3,0,8,0,0,6,15,22,14,8,3,3,74,3,3,0,33,7,7,10,3,0,68,0,5,3,9,11,0,0,0,0,32,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,0,0,0,7,0,31,31,28,19,7,21,11,4,144,0,0,3,32,12,10,3,0,0,68,0,3,0,3,4,9,0,5,0,31,0,0,4,10,13,10,9,3,0,52,0,37,35,156,82,69,70,49,27,533,32,78,54,121,91,67,90,140,244,917,932,2822,2279,3626,2905,2110,1872,1548,1166,19268
121031412,0,0,0,4,5,5,0,0,0,23,0,3,8,37,12,17,7,0,0,90,0,0,0,10,3,9,5,3,0,33,0,11,4,10,27,23,12,18,3,108,3,25,21,17,18,13,7,5,0,105,3,59,80,135,118,78,17,20,6,529,0,0,0,0,0,0,0,0,0,6,0,7,5,48,34,20,10,5,0,129,3,3,4,35,12,16,0,0,0,69,3,0,4,10,5,0,0,0,0,29,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,8,0,0,0,12,5,39,31,25,38,26,3,4,4,174,0,0,0,15,18,12,0,0,0,50,0,0,0,0,4,4,0,0,0,14,0,3,7,18,10,15,0,0,0,56,4,24,32,135,102,70,53,30,21,489,15,76,204,141,91,83,75,48,44,778,818,2594,2800,3377,2869,2140,1602,1030,590,17826
121041413,0,0,0,6,11,11,3,0,0,32,0,7,3,59,20,17,14,3,0,124,3,3,0,35,4,7,6,0,5,56,0,5,0,37,26,21,28,8,0,131,8,13,10,26,14,8,7,3,0,91,5,8,18,165,59,66,42,10,4,361,0,0,0,4,10,5,3,0,0,20,0,0,0,22,11,9,0,3,0,44,0,0,3,31,13,3,6,0,0,54,3,9,11,106,8,5,3,0,0,145,0,0,0,0,0,10,0,0,3,16,0,0,0,12,7,3,0,0,0,32,23,39,25,112,41,40,18,7,3,299,0,0,7,20,11,6,4,0,0,44,0,0,0,13,5,8,3,4,0,42,0,0,0,6,10,5,7,0,0,24,9,65,42,468,87,69,63,40,21,873,82,72,91,498,162,150,134,62,27,1273,1275,1769,1369,6948,2508,2187,1923,805,287,19079
121041414,0,0,0,12,8,0,0,0,0,30,3,11,17,118,29,21,20,0,0,205,0,3,4,40,4,9,4,4,0,71,0,0,4,50,20,9,15,3,3,107,0,5,8,31,11,9,9,0,0,67,0,3,15,150,43,42,14,10,0,278,0,0,0,11,3,3,0,3,0,22,0,4,4,35,8,3,3,3,7,71,0,0,5,47,3,7,3,0,0,70,3,5,17,76,18,10,4,0,0,134,0,0,0,4,3,3,0,0,3,11,0,0,0,7,0,0,0,0,0,10,8,17,38,95,30,17,14,3,0,223,0,3,0,37,9,8,3,0,0,62,0,0,0,10,7,7,6,0,0,29,0,0,0,17,14,4,0,0,0,33,12,22,36,557,95,65,66,28,14,892,64,59,92,569,159,121,86,48,27,1221,1171,1172,1386,8150,2185,1749,1368,606,235,18022
121041415,0,0,0,6,19,7,0,3,0,43,3,8,5,85,20,17,14,3,0,151,0,0,3,42,4,19,7,3,11,93,0,12,10,51,57,39,29,22,10,229,6,39,22,20,13,12,8,5,0,126,7,25,19,193,86,73,60,16,5,488,0,0,0,7,0,0,3,3,3,18,0,0,0,25,11,5,3,0,0,53,3,3,0,22,3,5,0,0,0,43,4,7,6,44,21,5,0,0,0,93,0,0,0,0,5,0,7,0,0,14,0,3,0,9,10,3,3,0,0,36,29,107,63,143,89,63,40,10,3,537,0,0,8,31,12,14,3,0,0,63,0,3,3,12,22,4,7,7,0,67,0,0,0,6,13,11,3,0,0,36,24,66,61,572,166,121,110,44,44,1210,90,198,186,588,286,251,188,137,90,2008,1493,3521,2858,7494,4273,3390,3000,1542,910,28475
121041416,0,0,0,11,7,7,3,4,0,23,0,9,10,90,21,10,6,7,3,164,0,0,0,48,6,4,10,3,0,66,4,3,3,41,27,21,17,12,9,131,0,7,9,35,3,3,0,4,0,67,0,3,15,139,38,41,27,14,0,291,0,0,0,0,3,3,4,0,0,12,0,0,0,35,6,9,11,0,3,60,0,4,9,22,5,4,0,0,0,45,3,0,10,96,14,5,0,0,0,133,0,0,0,3,0,0,0,0,0,3,0,3,0,14,3,3,0,0,0,25,10,31,18,139,50,37,16,5,4,305,0,0,4,27,7,4,4,0,0,48,0,0,5,17,7,0,0,0,3,36,0,0,0,14,4,5,3,3,0,29,15,19,46,508,93,78,65,37,17,867,60,71,118,659,159,205,155,77,69,1578,851,1074,1350,7687,2050,1897,1587,846,508,17852
121041417,0,0,0,3,6,3,0,0,0,9,0,4,8,97,19,8,4,3,0,140,0,3,0,20,0,8,0,0,0,39,0,0,0,30,9,11,5,4,0,63,0,0,7,28,4,5,4,0,0,54,0,4,9,76,22,20,17,4,0,152,0,0,0,4,0,3,3,0,0,8,0,0,0,27,7,5,3,3,0,51,0,3,3,47,8,4,3,0,0,69,0,0,4,53,5,4,0,0,0,74,0,0,0,5,0,3,0,0,0,3,0,0,0,12,6,0,0,0,0,20,3,30,7,83,36,27,10,3,0,204,0,0,4,33,0,3,6,3,0,53,0,0,0,3,5,0,7,0,0,18,0,0,0,6,0,3,0,0,0,11,5,21,41,285,54,27,30,23,4,487,32,42,113,472,137,106,86,41,9,1043,439,624,991,4588,1328,1225,996,402,117,10706
122011418,0,0,0,0,7,12,0,4,0,20,0,6,10,32,14,16,0,0,0,67,0,0,0,13,0,4,3,3,0,20,0,13,7,51,47,22,20,16,7,178,0,23,10,13,15,0,13,3,0,78,6,33,10,178,90,39,20,11,0,391,0,0,0,3,3,3,0,3,0,9,0,0,0,4,6,5,3,3,0,26,0,4,3,29,6,3,5,0,0,49,0,3,6,19,3,3,0,0,0,36,0,0,0,3,0,4,3,0,0,10,0,3,0,8,3,3,6,0,3,36,7,50,34,64,72,21,10,3,0,262,0,0,6,13,9,0,3,0,0,33,0,0,5,17,11,5,5,0,0,50,0,0,0,19,9,14,4,0,0,48,10,43,53,252,137,63,57,26,11,661,62,117,85,238,152,113,88,49,31,943,1368,3425,2184,4829,3329,2242,1586,824,401,20186
122011419,0,0,0,8,9,3,6,3,0,26,0,6,8,33,11,12,4,0,0,78,0,0,0,33,5,6,7,3,3,53,0,9,5,119,40,29,20,8,3,230,3,6,8,14,10,3,0,0,0,40,3,4,9,187,51,44,20,7,3,330,0,0,0,3,5,4,3,3,0,26,0,0,0,3,0,5,0,0,0,15,0,0,0,6,3,3,0,0,0,18,0,5,3,34,3,10,0,0,0,57,0,0,0,0,5,0,0,0,0,7,0,0,0,7,0,3,0,0,0,13,11,40,33,268,80,32,22,4,0,488,0,0,21,21,5,5,0,0,0,52,0,0,4,40,16,8,7,3,0,76,0,0,0,13,5,3,0,3,0,26,15,62,92,910,101,45,52,22,17,1323,61,89,150,703,208,178,148,68,57,1665,1260,1824,1794,8715,2704,2200,1808,910,483,21704
122021420,0,0,0,3,5,6,3,0,0,19,0,0,0,8,7,4,0,0,0,24,0,0,0,3,3,7,3,0,0,12,0,3,5,12,17,12,16,9,3,78,0,6,0,7,8,3,3,0,0,24,0,0,0,31,29,19,12,5,4,110,0,0,0,0,3,0,0,7,0,5,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,18,22,29,31,22,19,7,0,139,0,0,0,6,3,0,0,0,0,13,0,0,0,6,6,9,4,0,0,33,0,0,0,6,0,6,0,0,0,11,0,19,16,84,55,58,44,18,4,301,21,78,63,101,106,94,87,44,21,606,637,1635,1399,2127,1948,1962,1590,735,338,12376
122021421,0,0,0,0,3,3,0,0,0,10,0,0,5,4,3,6,0,0,0,27,0,0,0,5,0,4,3,0,0,18,0,4,3,13,6,20,12,7,4,67,0,9,9,4,3,0,0,0,0,27,0,13,13,40,23,24,23,9,6,145,0,0,0,3,4,0,0,3,3,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,7,10,17,25,22,11,5,0,102,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,8,3,6,0,23,0,0,0,5,3,0,0,0,0,9,5,16,12,51,61,47,39,26,11,266,21,60,52,114,99,103,109,65,21,641,501,1446,1112,1912,1616,1526,1378,843,413,10742
122021422,0,0,0,4,4,3,0,0,0,10,0,0,4,14,4,8,0,0,0,31,0,0,0,5,3,3,5,0,0,25,0,4,4,13,27,26,19,8,3,95,0,4,11,5,3,7,0,0,0,27,0,16,20,51,49,29,16,9,0,188,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,4,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,13,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,7,20,38,23,27,19,3,0,148,0,0,0,4,3,0,0,0,0,11,0,0,0,4,14,3,4,3,0,33,0,0,0,5,7,11,0,0,0,23,5,18,15,96,82,65,46,24,11,358,16,37,48,104,81,79,64,39,8,479,709,1874,1482,2736,2139,1998,1438,600,206,13181
122021423,0,0,0,3,5,10,3,0,0,22,0,0,3,54,22,21,0,4,0,101,0,0,0,12,11,7,12,0,3,42,0,3,10,29,26,19,36,19,8,138,0,0,5,4,8,7,0,0,0,36,0,19,38,121,79,34,20,13,3,316,0,0,0,3,11,13,17,28,8,77,0,0,0,9,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,3,25,8,11,0,0,0,50,0,0,0,0,0,4,0,0,0,4,0,0,4,9,7,3,0,0,0,20,6,16,15,46,31,26,14,0,3,155,0,0,3,18,7,5,5,0,0,41,0,0,3,13,6,5,6,7,0,42,0,0,3,15,3,12,5,0,0,43,11,23,37,336,117,86,85,33,14,743,68,105,96,293,161,158,160,118,66,1222,1587,3358,2596,5852,3395,2872,2391,1384,699,24132
122031424,0,0,0,5,9,3,0,0,0,12,0,8,11,79,35,28,9,3,0,168,0,0,0,4,0,11,7,0,4,28,3,3,3,19,25,15,10,12,4,88,0,0,0,0,5,3,0,3,0,14,0,5,10,39,29,18,15,3,5,117,0,0,0,10,8,11,7,10,3,61,0,0,0,3,3,6,0,0,0,10,0,0,3,0,0,0,3,0,0,8,0,0,8,27,11,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,11,22,13,3,3,3,0,69,0,0,0,13,10,10,4,0,0,38,0,0,0,12,7,0,3,4,0,27,0,0,0,9,6,4,0,0,0,13,3,13,29,157,103,62,64,22,11,471,14,79,70,143,109,76,92,58,35,671,827,1961,1687,3230,2135,1613,1209,827,383,13885
122031425,0,0,0,3,0,3,0,0,0,9,0,0,10,21,13,3,6,0,0,50,0,0,0,3,0,12,0,0,3,14,0,0,0,11,6,7,10,5,3,48,0,0,0,0,0,3,0,0,0,8,0,5,4,37,17,11,8,3,0,89,0,0,0,5,3,7,0,4,0,21,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14,16,3,6,0,0,37,0,0,6,3,3,3,0,0,0,10,0,0,0,5,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,6,8,71,32,27,19,19,13,192,20,22,37,72,50,45,43,34,11,331,439,1121,863,1659,1130,815,747,464,248,7482
122031426,0,0,0,7,5,0,0,0,0,10,3,33,51,253,122,67,15,7,3,546,0,0,0,42,11,24,3,0,3,84,0,3,7,50,24,27,26,16,0,146,3,3,8,11,9,5,6,0,0,45,6,10,18,115,42,34,16,3,0,251,0,0,4,29,22,40,12,14,7,122,0,0,0,6,0,0,0,3,0,18,0,3,0,11,0,0,0,0,0,12,4,3,26,97,48,20,3,0,0,193,0,0,0,7,0,0,0,0,0,7,0,0,0,19,11,6,0,0,0,38,4,17,23,79,23,13,12,3,0,181,0,4,17,40,19,15,0,4,0,101,0,5,5,23,6,8,5,0,0,56,0,0,3,9,9,5,0,0,0,25,14,76,109,1099,191,132,69,63,16,1773,112,145,169,561,249,176,115,81,28,1640,1769,2587,2583,9160,3514,2518,1547,900,375,24951
122031427,0,0,0,3,13,3,3,0,0,27,0,5,0,30,7,10,8,0,0,63,0,0,0,10,14,8,0,3,4,32,0,4,0,13,21,10,10,18,10,81,3,12,6,12,7,6,3,0,0,54,3,23,13,83,49,27,10,6,3,213,0,0,0,0,0,3,0,3,0,10,0,3,0,17,4,0,0,3,0,28,0,0,3,10,4,4,5,0,0,30,0,0,3,16,3,0,0,0,0,22,0,0,0,0,3,3,3,0,0,8,0,0,0,3,9,10,10,4,0,40,3,16,18,23,25,6,9,3,0,105,0,0,0,11,8,3,0,0,0,30,0,0,0,5,8,3,0,0,0,19,0,0,0,3,6,3,0,0,0,20,10,42,41,119,127,59,70,43,15,520,13,50,22,96,61,49,43,57,29,423,681,2266,1494,2645,2012,1279,1069,940,408,12798
122031428,0,0,0,11,13,3,0,0,3,35,0,0,3,16,22,26,3,8,0,88,0,0,0,12,5,4,7,3,3,37,3,11,6,22,36,27,28,19,3,165,0,10,8,15,11,10,7,0,0,59,0,42,64,152,110,58,41,18,10,493,0,0,0,6,3,9,7,3,0,29,0,0,0,4,4,3,4,3,0,16,0,3,0,9,4,3,0,0,0,15,0,3,4,19,11,3,0,3,0,42,0,0,0,0,4,3,4,0,0,7,0,0,0,0,12,14,12,7,3,47,4,28,33,53,43,31,19,6,0,213,0,0,0,20,3,7,4,0,0,34,0,0,0,17,13,11,11,4,0,59,0,0,0,23,17,3,4,0,0,46,3,31,50,226,194,125,110,67,17,832,31,64,75,157,118,109,137,146,98,929,1478,3991,3025,5182,3938,2586,2611,1643,719,25170
122031429,0,0,0,4,7,8,3,0,0,25,0,4,17,53,17,18,16,3,0,131,0,0,3,28,0,5,3,3,0,47,0,8,4,58,25,24,16,10,4,143,4,10,3,7,12,3,0,0,0,41,6,14,21,165,56,28,18,7,0,314,0,0,0,10,3,10,3,3,0,30,0,0,0,4,4,3,0,0,0,14,0,0,0,7,0,3,0,0,0,12,6,4,4,39,14,13,0,0,0,77,0,0,3,3,3,0,0,0,0,9,0,0,0,12,3,3,0,0,0,16,6,36,23,143,38,16,4,0,0,268,0,0,0,18,4,0,6,0,0,33,0,0,4,39,18,5,3,4,0,81,0,0,0,8,6,4,0,0,0,24,4,44,51,615,132,67,38,24,17,996,73,135,124,514,189,136,94,33,30,1331,1475,2617,2040,7605,2983,2024,1259,604,366,20978
122031430,0,0,0,7,5,4,3,0,0,20,0,8,14,59,23,18,7,3,0,131,0,0,0,16,8,8,4,0,7,37,0,3,0,42,34,28,21,17,3,148,8,15,0,3,3,7,5,0,0,36,0,10,10,96,41,24,22,9,0,204,0,0,0,5,7,0,0,0,0,13,0,0,0,3,3,3,0,0,0,12,0,0,0,4,7,10,0,0,0,18,0,3,7,32,7,6,3,0,0,62,0,0,0,3,4,0,0,0,0,12,0,0,0,3,3,0,0,0,0,13,4,19,8,45,25,15,0,0,0,120,0,0,0,6,4,3,5,0,0,15,0,0,0,23,9,4,5,8,0,52,0,0,0,4,3,3,0,0,0,23,3,31,29,328,100,44,33,26,18,610,43,55,55,198,86,63,54,81,33,669,1233,2647,1695,4569,2508,1655,1254,791,516,16870
122031431,0,0,0,3,8,0,4,0,0,17,0,0,5,59,29,16,3,3,0,118,0,0,0,19,7,8,4,0,0,37,0,13,5,52,29,26,31,12,14,183,0,5,3,9,8,4,0,0,0,31,3,19,26,103,58,22,16,3,4,247,0,0,0,8,12,10,5,6,6,43,0,0,0,11,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,9,0,4,5,30,3,8,3,0,0,47,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,5,13,14,51,19,19,12,5,0,143,0,0,3,4,3,4,0,0,0,22,0,0,0,16,14,6,3,3,4,47,0,0,0,7,6,0,4,0,0,22,17,34,43,480,138,71,56,32,19,884,72,111,135,423,168,177,148,142,153,1535,1522,2887,2561,6836,3417,2692,2157,1425,1282,24773
122031432,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,5,0,3,0,20,0,3,0,0,0,0,0,0,0,8,0,0,0,23,7,14,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,24,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,3,0,22,30,5,8,10,0,76,8,28,25,45,44,35,26,17,8,225,180,530,452,703,622,457,386,188,109,3646
123011433,0,0,0,4,0,0,0,0,0,10,0,3,0,9,5,9,3,0,0,28,0,0,0,9,4,0,3,3,3,24,0,0,3,12,6,20,25,16,5,84,0,0,0,0,0,0,5,0,0,12,0,0,4,16,6,4,5,3,0,39,0,0,0,0,4,3,3,3,0,6,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,6,3,7,3,7,3,0,0,31,0,0,0,5,3,0,0,0,0,6,0,0,0,3,3,3,3,0,5,21,0,0,3,3,0,3,0,0,0,7,0,5,6,38,28,25,28,19,9,157,14,47,46,108,53,46,65,54,61,502,791,1793,1449,3105,1595,1528,1310,774,609,12960
