SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
117031337,6,14,1473,6,0,1502,3,23,1231,0,0,1260,0,22,4638,0,12,4677,0,35,22,0,0,53,3,7,905,3,4,925,0,0,13,0,0,13,0,0,125,3,6,131,0,0,73,0,0,73,3,68,5777,7,20,5877,3,3,79,4,0,86,0,4,350,18,7,380,18,111,8909,37,31,9111
117031338,409,189,859,0,0,1459,177,359,2667,3,15,3221,78,308,5016,16,28,5441,7,269,1549,0,3,1824,31,76,918,8,14,1042,0,16,131,0,0,144,5,4,153,0,0,159,4,0,53,0,0,51,130,668,7813,23,43,8672,6,9,81,0,0,96,13,31,372,3,21,450,730,1262,11791,30,77,13889
118011339,582,384,755,12,16,1754,415,434,756,12,5,1626,79,135,2205,49,5,2464,0,0,126,0,0,129,41,57,563,18,6,683,0,0,12,0,0,10,0,3,30,0,0,36,4,3,25,0,0,37,132,194,2958,64,17,3365,9,3,31,0,20,64,29,26,148,3,5,217,1166,1045,4654,89,63,7022
118011340,367,488,738,0,5,1596,286,594,873,0,0,1751,82,245,2937,5,5,3274,4,0,135,0,0,137,42,95,679,0,6,812,0,3,22,0,0,21,0,0,27,0,0,32,0,3,42,0,0,48,127,351,3830,6,13,4318,4,13,24,0,0,42,31,33,198,0,0,262,808,1470,5664,7,17,7979
118011341,375,593,649,63,3,1687,307,656,453,21,10,1445,81,334,1535,99,3,2053,0,4,112,0,0,116,34,117,340,29,5,524,0,10,43,0,0,52,4,3,21,3,0,39,6,7,24,3,0,44,127,482,2082,130,13,2828,0,0,24,0,0,31,15,52,126,4,6,204,821,1789,3334,224,27,6196
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,1108,296,2126,3,20,3541,642,202,1366,0,10,2220,101,112,2628,19,12,2866,0,0,7,0,0,7,58,37,704,9,3,804,0,0,4,0,0,4,7,0,43,0,3,52,9,10,54,0,0,69,166,154,3436,25,12,3795,18,0,47,0,0,62,38,14,213,0,3,279,1971,666,7178,29,45,9891
118011344,682,164,388,7,6,1246,497,204,475,0,3,1182,91,63,923,3,3,1090,0,0,10,0,0,10,37,23,177,7,0,247,0,0,20,0,0,19,0,5,10,0,0,10,9,3,16,0,0,28,138,96,1156,8,5,1410,11,4,35,0,0,46,29,12,51,0,0,86,1358,475,2103,24,18,3973
118011345,122,1162,325,8,8,1622,69,1057,375,15,3,1521,19,868,1406,19,12,2323,0,9,36,0,0,47,11,234,287,11,3,552,0,3,11,0,0,16,7,14,15,0,0,36,3,17,9,0,0,30,39,1149,1763,31,19,3000,3,21,19,0,0,41,5,86,47,3,12,152,237,3473,2530,56,41,6331
118011346,1068,120,492,11,8,1702,629,120,315,12,7,1081,111,43,586,28,3,772,0,0,3,0,0,3,58,24,158,11,0,250,3,4,8,0,0,18,11,3,8,0,0,27,6,3,10,0,0,20,188,81,768,41,3,1086,7,17,28,0,0,55,48,8,48,6,0,105,1945,339,1655,70,19,4032
118011347,256,453,334,3,4,1047,152,301,287,0,3,743,25,185,587,8,3,807,0,0,11,0,4,17,12,68,140,4,4,229,0,7,0,0,0,7,3,5,4,0,0,13,0,12,6,0,0,19,46,276,752,13,11,1085,0,8,13,0,0,21,14,22,106,0,0,137,464,1056,1480,15,20,3035
118021348,894,463,996,9,9,2365,674,529,1021,15,19,2254,157,206,2973,37,4,3376,3,18,686,0,0,710,49,55,558,17,3,687,3,0,41,0,0,38,8,52,22,0,0,86,9,3,30,0,0,43,223,328,4315,57,15,4937,6,8,45,0,0,60,27,42,184,7,3,262,1824,1372,6562,89,37,9879
118021350,1834,364,204,4,5,2411,1330,542,368,8,3,2257,273,283,561,4,4,1125,73,360,592,0,0,1026,114,67,75,3,0,264,26,16,30,0,0,78,27,26,9,0,0,63,11,10,14,0,0,40,525,762,1278,10,6,2583,19,11,23,0,0,51,83,46,191,0,4,321,3796,1719,2070,13,24,7616
118021564,438,88,454,12,3,993,244,82,433,12,0,773,72,89,1694,12,5,1878,0,3,83,0,0,85,51,28,372,7,3,462,4,0,104,0,0,105,5,0,97,3,0,101,9,0,24,0,0,33,142,124,2371,23,10,2669,7,3,21,0,0,29,17,6,92,0,15,126,852,301,3373,47,22,4592
118021565,902,211,255,0,3,1371,496,178,310,0,4,996,202,178,1678,17,11,2085,4,12,120,0,0,136,114,61,359,7,4,550,3,0,13,0,0,23,8,6,43,0,0,56,4,0,19,0,0,22,343,256,2231,33,13,2868,10,0,24,0,0,37,45,21,101,0,20,178,1793,667,2922,33,36,5453
118021566,805,282,214,6,0,1308,409,247,214,0,3,872,119,105,571,21,5,823,5,11,54,0,0,63,56,26,105,3,0,186,3,0,4,0,0,7,0,3,5,4,0,15,0,0,9,0,0,7,184,143,745,25,10,1105,12,5,54,0,0,76,37,11,45,0,0,98,1451,690,1268,34,15,3455
118021567,458,264,225,0,0,952,274,323,320,4,5,915,100,167,753,13,7,1032,16,124,719,0,0,864,25,51,127,3,3,197,0,0,25,0,0,26,3,12,21,0,0,31,3,0,15,0,0,17,139,350,1654,10,11,2170,8,5,19,0,0,30,23,39,131,0,0,195,896,987,2351,13,15,4265
118021568,558,239,340,3,0,1142,309,261,329,4,0,904,113,126,896,15,0,1150,11,5,26,0,0,41,49,33,155,0,5,238,0,5,7,0,0,14,7,0,14,0,0,16,6,3,6,0,0,16,175,174,1103,15,4,1469,6,8,3,0,0,14,46,10,41,3,3,103,1095,687,1813,25,8,3633
118021569,378,407,783,5,3,1578,281,406,904,10,7,1612,54,156,2351,51,6,2618,0,6,60,0,0,63,32,45,433,13,9,537,0,0,26,0,0,31,0,0,24,3,0,28,3,5,28,3,0,39,90,211,2929,71,9,3315,3,8,21,0,0,39,18,22,137,3,3,184,767,1057,4766,99,24,6720
118021570,394,276,394,13,0,1077,283,311,456,13,0,1064,102,161,1588,65,3,1917,0,0,92,0,0,94,36,42,286,15,4,382,0,0,28,0,0,34,5,6,36,0,0,48,6,4,16,0,0,26,144,218,2048,79,6,2496,3,0,19,0,0,19,11,20,67,0,3,103,838,826,2982,106,10,4762
119011354,1928,157,32,0,3,2125,1676,330,11,0,7,2024,446,189,17,12,8,669,547,148,299,0,0,993,196,66,6,0,0,271,15,20,25,0,0,58,63,12,3,4,0,80,38,5,0,0,0,40,1302,432,355,18,8,2111,28,3,9,0,0,34,149,35,32,0,0,222,5087,954,430,23,18,6513
119011355,20,0,5,0,0,22,87,24,37,0,0,140,3,26,26,0,0,52,0,3,0,0,0,3,5,8,0,0,0,10,0,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,14,35,27,0,0,75,0,0,0,0,0,3,6,0,0,0,0,5,118,62,69,0,0,249
119011356,917,201,3,0,0,1122,682,382,3,5,5,1085,237,183,15,5,3,454,25,60,3,0,0,85,142,56,7,0,0,202,4,10,4,0,0,19,29,14,0,0,3,43,11,5,0,0,3,15,451,324,31,6,11,827,9,5,0,0,0,18,79,24,0,0,3,107,2150,943,39,13,20,3161
119011357,1868,344,26,8,0,2241,1568,660,87,0,10,2323,411,361,88,11,3,876,261,458,147,0,5,869,280,96,12,4,5,395,16,32,7,0,0,66,57,21,0,0,0,80,26,19,0,0,0,44,1051,983,262,22,19,2328,37,12,7,0,0,60,185,63,14,3,3,267,4701,2065,389,31,26,7213
119011358,1643,263,91,0,5,2001,1301,540,55,0,3,1896,453,236,99,7,8,797,191,161,26,0,0,375,131,57,20,3,3,213,7,30,29,0,0,65,15,3,4,0,0,21,6,9,0,0,0,15,807,494,174,8,6,1490,14,6,38,0,0,60,72,33,24,0,0,126,3834,1334,382,9,16,5578
119011359,2749,395,3,5,3,3154,2444,779,0,11,7,3237,622,316,16,40,4,997,248,158,173,0,0,584,158,57,4,3,3,220,14,3,11,0,0,27,18,7,3,0,0,31,22,4,0,0,0,31,1083,553,211,40,5,1896,27,10,4,0,0,35,126,33,20,3,3,181,6424,1767,234,61,22,8506
119011360,1312,331,12,0,0,1660,1076,660,24,0,10,1763,427,272,95,16,10,823,279,89,136,0,0,512,136,54,17,5,4,223,14,10,20,0,0,42,15,7,3,0,0,28,21,3,0,0,0,22,898,437,267,20,20,1651,27,6,11,0,0,45,95,37,11,0,0,146,3409,1482,329,27,30,5267
119011361,1626,178,100,3,0,1903,1280,348,199,3,3,1825,486,160,207,9,7,869,261,94,256,0,9,614,273,59,30,0,0,370,13,18,50,0,0,80,55,7,11,0,0,76,27,4,7,0,0,38,1124,338,558,12,18,2045,21,5,15,0,0,37,161,26,46,0,6,226,4201,894,903,21,24,6050
119011571,522,98,386,0,0,1006,363,169,783,0,3,1313,178,138,1389,3,3,1706,43,36,318,0,0,393,104,35,204,3,3,351,10,4,15,0,0,31,16,3,27,0,0,48,12,0,13,0,0,24,365,223,1964,4,10,2561,9,5,28,0,0,43,46,20,87,0,17,165,1299,510,3244,4,29,5087
119011572,821,128,236,14,3,1203,501,184,386,17,0,1086,223,133,753,13,3,1127,16,28,322,0,0,366,197,42,117,11,10,375,7,12,48,0,0,64,48,11,22,3,0,89,11,7,7,0,0,28,504,237,1277,30,14,2053,13,0,6,0,0,19,68,15,70,4,3,157,1904,571,1979,61,19,4531
119021362,1525,189,198,9,4,1920,1121,321,284,3,4,1730,406,188,982,18,9,1604,93,120,196,0,0,412,145,60,92,6,5,307,20,21,23,0,0,63,19,10,22,0,0,54,18,9,13,0,0,43,702,401,1322,27,13,2472,19,7,8,0,0,38,95,25,56,0,0,182,3455,953,1871,41,19,6341
119021363,1442,238,673,3,5,2362,875,388,1093,3,8,2368,374,301,2941,5,13,3628,39,61,172,0,0,274,187,69,449,4,5,714,10,21,31,0,0,63,27,12,90,3,3,125,22,7,36,0,3,62,660,467,3716,15,20,4868,15,9,36,0,0,56,105,42,173,0,9,333,3094,1145,5690,20,46,9987
119021364,3079,166,107,0,4,3352,2069,204,174,8,3,2458,623,141,277,13,15,1067,65,64,37,0,0,169,212,39,53,0,3,297,19,7,18,0,0,41,23,3,7,0,0,29,18,8,10,0,0,36,958,256,393,13,16,1634,34,9,9,0,0,58,170,18,24,0,5,219,6310,647,706,28,28,7721
119021366,1398,160,115,6,3,1683,1197,367,224,9,8,1798,360,162,654,47,10,1228,98,211,89,0,0,401,199,57,66,5,3,333,12,21,4,0,0,35,50,12,10,0,3,81,25,9,7,0,0,44,740,472,835,53,16,2116,19,10,14,0,0,38,138,33,74,7,3,249,3482,1045,1258,76,34,5883
119021367,1216,142,76,0,0,1438,1084,259,154,3,3,1513,268,123,328,16,10,740,43,81,69,0,0,192,82,29,31,0,0,145,8,16,7,0,0,31,23,0,3,0,0,29,17,7,0,0,0,27,440,255,442,21,9,1164,14,8,11,3,0,29,96,24,19,0,3,146,2844,689,711,27,16,4294
119021573,474,38,456,5,0,971,350,67,522,8,0,947,197,53,1964,13,12,2232,4,3,100,3,0,109,86,14,209,3,3,307,7,0,12,0,0,13,24,0,38,0,0,64,10,3,22,0,0,36,330,73,2337,15,10,2766,11,0,14,0,0,21,63,12,123,3,6,198,1215,194,3453,28,19,4909
119021574,353,45,185,3,0,585,277,55,315,0,0,658,144,41,1237,5,0,1423,10,4,83,0,0,99,55,9,85,0,0,152,0,0,5,0,0,8,10,3,16,0,0,27,10,0,12,0,0,22,231,58,1441,6,0,1732,7,0,8,0,0,19,36,6,74,0,0,123,900,163,2026,8,3,3112
119031368,1295,169,501,0,0,1971,929,217,883,0,0,2037,345,130,1766,5,14,2253,49,64,52,0,4,171,135,40,383,3,4,567,6,13,12,0,0,30,21,11,36,0,0,70,17,5,15,0,0,34,565,268,2268,7,17,3122,15,0,30,0,0,45,83,17,107,0,29,243,2894,676,3786,9,51,7417
119031369,1690,496,487,4,4,2677,1340,472,830,3,7,2649,351,263,1665,15,8,2302,13,36,82,0,0,127,98,40,220,14,0,374,3,3,14,0,0,19,15,7,17,3,0,42,13,0,12,0,0,31,491,354,2013,27,11,2893,14,4,14,0,0,30,68,35,94,0,3,206,3600,1355,3437,36,31,8454
119031370,1193,190,138,0,0,1527,869,230,210,3,0,1319,307,111,400,9,4,835,58,192,184,0,0,442,129,25,51,4,0,212,10,32,21,0,0,60,18,6,3,6,0,28,14,4,3,0,0,22,529,385,665,19,8,1606,18,10,4,0,0,33,63,27,41,0,3,134,2680,843,1058,21,10,4615
119031371,1595,140,130,0,3,1860,1107,98,119,0,0,1331,234,58,340,7,3,634,0,3,0,0,0,4,91,15,55,0,0,169,6,0,0,0,0,10,4,16,4,4,0,26,16,0,0,0,0,18,349,92,399,8,3,856,20,0,11,0,0,30,68,0,11,0,0,83,3143,329,667,12,4,4157
119031372,2204,383,11,3,7,2605,1809,303,29,3,5,2151,334,135,32,16,3,514,114,129,88,0,0,329,91,20,5,3,3,121,4,24,3,0,0,28,3,7,0,0,0,14,8,7,4,0,0,14,556,316,135,18,6,1029,21,26,0,0,0,50,105,29,9,0,0,148,4693,1057,186,20,15,5977
119031373,592,81,127,3,0,807,488,105,332,7,0,934,206,59,391,31,9,694,129,145,889,0,0,1164,84,13,82,8,3,182,9,8,70,0,0,84,11,3,7,3,0,24,9,3,9,0,0,25,443,228,1451,40,7,2177,11,11,24,0,0,42,55,24,60,0,4,139,1578,447,1993,57,17,4095
119031374,2068,270,412,5,9,2766,1672,278,576,3,3,2527,371,156,1018,7,10,1557,15,41,41,0,0,99,141,43,227,4,3,423,3,9,7,0,0,25,18,4,23,0,0,47,18,0,18,0,0,32,558,260,1339,14,14,2184,18,4,31,0,0,55,83,21,57,0,4,168,4402,838,2406,23,32,7706
119041375,1066,188,263,7,3,1527,826,251,1108,3,8,2192,263,135,2004,13,16,2431,4,26,174,0,0,210,136,56,353,12,8,562,13,4,32,0,0,52,16,0,45,0,0,64,12,4,12,0,0,27,437,232,2623,28,24,3343,4,7,34,0,0,44,80,29,127,3,10,249,2422,703,4147,41,45,7356
119041376,1815,557,340,7,0,2727,1451,604,669,10,9,2735,416,373,1257,40,8,2103,27,17,38,3,0,80,148,78,157,20,5,400,12,4,10,0,0,31,20,8,21,6,0,58,16,3,11,0,0,32,636,487,1493,68,17,2702,25,9,13,0,0,41,115,39,87,4,7,248,4043,1698,2598,85,31,8454
119041377,1688,98,47,4,0,1834,1025,106,92,0,3,1223,376,62,155,45,3,642,61,41,42,0,0,150,121,19,23,13,3,179,10,16,4,0,0,29,26,14,3,0,0,35,20,0,3,0,0,22,612,152,227,59,7,1056,16,5,11,0,0,30,75,7,10,0,0,101,3420,368,387,66,13,4250
119041378,544,110,307,0,0,967,342,114,596,0,0,1055,116,79,1195,23,3,1416,7,0,23,0,0,37,54,29,184,5,4,268,3,4,7,0,0,14,3,0,12,0,0,15,5,3,6,0,0,19,189,116,1427,30,7,1773,12,3,16,0,0,27,30,5,63,4,0,107,1123,349,2416,31,7,3919
119041379,1116,68,526,5,3,1715,836,99,638,3,0,1579,258,63,1305,22,4,1653,8,3,91,0,0,98,84,14,147,5,3,252,10,0,12,0,0,19,11,0,9,0,0,20,4,3,10,0,0,22,374,87,1572,25,7,2063,16,0,4,0,0,24,63,7,66,0,0,133,2396,269,2804,35,13,5506
119041380,999,269,529,0,0,1797,626,230,468,0,3,1319,208,140,1287,7,14,1653,4,3,80,0,0,90,57,33,146,0,0,237,6,9,10,0,0,19,6,4,12,3,0,25,15,0,13,0,0,23,293,192,1545,10,12,2053,17,0,18,0,0,37,53,14,74,0,3,151,1991,707,2640,10,14,5358
119041381,1043,85,456,47,3,1634,748,109,987,4,3,1852,253,83,1672,26,4,2047,5,11,82,0,0,109,138,23,266,15,0,445,8,19,17,0,5,46,12,3,32,14,3,64,11,3,16,0,0,26,429,141,2085,55,20,2732,21,12,17,0,3,52,87,18,105,6,5,223,2327,365,3649,118,36,6495
119041382,1344,715,396,14,6,2481,844,435,465,9,3,1747,313,262,776,23,0,1375,8,14,110,0,0,132,82,59,79,3,3,225,0,8,11,0,0,24,6,13,6,0,0,27,5,3,17,0,0,31,416,364,996,24,3,1799,12,5,10,0,0,22,78,53,52,0,4,192,2687,1570,1918,51,15,6251
120011383,1903,226,889,17,7,3049,1296,274,791,33,3,2394,367,127,951,55,10,1509,17,69,52,0,3,144,94,24,119,14,10,259,4,11,8,0,0,26,7,19,9,0,0,38,16,5,9,3,0,33,515,255,1147,68,21,2007,17,3,7,0,0,29,90,18,46,0,3,150,3820,771,2884,120,37,7636
120011384,1132,91,589,5,5,1821,774,202,1626,9,0,2617,235,146,2979,23,8,3386,16,22,48,0,0,80,90,31,469,7,0,589,3,0,29,0,0,33,6,42,101,0,0,147,11,3,20,0,0,33,351,238,3639,32,7,4271,5,4,35,0,0,42,57,12,117,0,0,194,2321,556,6010,43,13,8942
120011385,1496,201,710,5,7,2420,1135,253,614,6,12,2024,286,138,1192,29,11,1666,4,15,111,0,0,132,100,25,187,15,6,330,10,0,25,0,5,44,3,0,31,3,7,39,14,7,23,0,4,45,420,188,1570,45,33,2252,9,3,18,3,7,37,58,22,73,0,9,154,3113,658,2977,67,64,6888
120011386,1488,263,758,0,8,2520,987,322,903,12,8,2228,310,209,1403,40,14,1981,52,79,248,0,7,380,106,34,208,16,0,371,10,5,36,0,0,52,4,3,8,0,0,18,5,6,13,0,0,25,490,335,1923,60,19,2822,8,6,25,0,0,41,55,21,80,6,8,169,3036,947,3687,75,36,7782
120021387,194,1392,259,0,12,1857,173,1294,299,6,6,1771,59,670,963,0,13,1706,0,80,228,0,0,309,12,169,166,9,8,365,0,0,21,0,0,21,3,10,9,0,3,23,3,11,21,0,0,37,76,942,1402,9,22,2457,3,15,12,0,0,27,4,58,58,0,0,119,450,3706,2029,12,39,6231
120021388,727,1427,186,13,12,2370,860,2005,362,21,16,3259,381,1224,1217,66,25,2905,26,162,130,0,3,325,90,284,194,19,12,600,3,12,54,0,0,75,0,14,17,5,4,33,3,14,16,3,0,45,503,1709,1632,100,40,3988,11,22,10,0,0,43,44,90,59,5,7,209,2146,5258,2243,145,78,9862
120021389,389,684,273,8,8,1363,404,1053,334,13,9,1808,148,544,760,30,7,1490,3,50,227,0,0,279,31,139,80,16,4,280,0,3,3,0,0,6,4,25,3,0,0,36,3,4,9,0,0,22,189,766,1094,49,13,2114,9,8,5,0,0,23,13,51,47,3,4,118,1003,2573,1752,70,27,5420
120031390,1051,196,770,3,3,2021,619,224,1027,14,3,1892,216,185,2968,21,10,3399,15,7,115,0,0,136,131,51,474,7,13,680,13,12,65,0,0,89,13,4,34,0,3,57,15,3,39,0,0,56,400,260,3698,29,27,4414,10,3,33,0,0,50,51,10,161,5,145,375,2134,703,5702,47,179,8755
120031391,1502,333,452,4,6,2302,878,240,655,7,7,1785,317,211,1929,32,20,2509,11,41,172,0,0,228,159,69,492,12,13,739,10,7,24,0,0,46,25,16,75,4,0,122,17,7,20,0,3,51,538,346,2720,41,40,3692,20,6,21,0,0,49,97,27,117,4,14,253,3031,964,3966,58,62,8085
120031392,1027,117,156,24,3,1327,686,143,337,20,0,1192,163,82,519,52,0,816,8,9,26,0,0,45,48,14,84,14,0,167,0,3,11,0,0,15,4,3,5,0,0,15,5,0,11,0,0,15,232,104,659,71,5,1071,11,5,4,0,0,20,35,8,28,0,0,78,1989,384,1191,111,9,3687
120031393,1274,508,207,0,3,1991,916,624,337,3,5,1877,313,241,675,8,9,1237,24,121,87,0,0,226,94,54,80,0,3,233,15,14,31,0,3,64,12,13,17,0,0,46,7,8,5,0,0,27,462,458,890,15,12,1836,11,13,48,0,0,79,74,34,41,0,6,158,2731,1634,1521,21,29,5934
120031394,945,251,427,16,5,1650,743,334,736,35,3,1847,230,161,1762,106,11,2270,28,10,81,0,0,124,93,55,248,24,5,421,20,3,59,0,0,83,8,0,13,0,3,22,5,3,22,3,0,34,381,234,2181,135,23,2954,18,3,8,0,0,32,46,17,98,8,13,179,2133,846,3452,195,36,6658
120031395,1216,217,189,3,4,1629,704,280,355,4,0,1341,169,138,1112,12,7,1440,3,30,31,0,0,67,56,59,169,5,0,293,6,0,17,0,0,28,6,0,6,3,0,13,10,3,6,0,0,18,245,229,1349,20,11,1855,9,3,9,0,0,29,47,12,41,0,7,111,2224,745,1943,30,25,4963
120031396,321,30,296,5,3,655,243,84,1136,28,12,1509,128,100,1921,32,39,2226,5,21,84,0,0,106,52,17,243,8,13,329,7,7,21,0,0,37,3,0,73,0,9,83,3,0,15,0,0,24,197,146,2359,46,60,2807,7,3,12,0,0,20,26,3,124,3,15,170,792,262,3925,85,90,5159
120031575,1843,95,383,10,7,2336,1212,87,492,4,3,1799,350,136,1964,14,9,2472,26,6,106,0,0,141,115,25,366,4,0,518,6,5,22,0,3,35,10,0,30,0,3,50,10,3,23,0,3,45,519,177,2519,21,25,3258,20,4,32,0,0,51,83,19,244,3,0,347,3679,380,3670,36,32,7791
120031576,314,51,16,0,0,375,241,70,71,0,3,388,87,45,144,7,0,291,3,10,19,0,0,27,17,6,10,0,0,42,0,0,3,0,0,3,3,3,3,0,0,10,3,0,0,0,0,4,112,67,186,10,4,379,0,0,0,0,0,0,12,0,3,0,0,19,685,188,266,11,7,1160
121011398,1295,182,1219,0,3,2695,855,200,1167,0,0,2232,296,189,3464,12,7,3964,0,4,236,0,0,240,137,46,525,8,3,711,7,9,45,0,0,60,14,3,74,0,0,94,17,9,40,0,0,61,463,253,4383,16,14,5129,17,6,69,0,0,94,55,8,175,0,8,244,2689,652,7016,19,26,10392
121011399,1250,99,620,0,0,1979,1131,151,1272,0,0,2554,298,101,1992,3,3,2392,11,26,75,0,0,110,96,31,283,0,0,417,4,3,20,0,0,26,9,7,20,0,0,41,10,0,20,0,0,27,428,176,2401,4,6,3011,10,3,64,0,0,76,62,12,88,0,0,156,2879,443,4446,3,10,7774
121011400,2426,186,732,3,0,3347,2010,182,977,0,3,3175,404,98,1640,5,13,2161,10,47,19,0,0,79,148,34,267,0,5,447,8,3,74,0,0,78,11,4,17,0,22,52,15,3,14,0,3,42,587,191,2025,5,44,2852,20,3,70,0,5,97,74,15,88,3,4,178,5115,580,3899,14,58,9657
121011401,363,146,391,0,0,898,351,163,639,0,3,1157,80,104,1612,0,8,1807,0,3,52,0,0,53,34,23,223,0,0,292,3,0,14,0,0,15,3,3,22,0,0,30,0,0,9,0,0,15,126,136,1935,0,8,2211,3,0,11,0,0,20,14,12,49,3,0,80,863,455,3027,5,11,4367
121011402,2982,245,310,8,6,3557,2378,244,268,0,9,2898,532,145,578,21,3,1280,3,0,53,0,0,58,189,53,97,13,3,363,0,5,4,0,0,9,8,6,4,0,0,29,24,0,10,0,0,35,772,213,738,40,7,1765,33,3,15,0,0,53,105,3,26,3,3,141,6263,713,1364,48,26,8412
121021403,2070,74,12,0,5,2153,2629,122,45,0,0,2790,435,59,34,3,11,535,11,10,5,0,0,27,163,24,11,5,3,199,5,0,0,0,0,5,11,0,0,0,0,8,14,0,0,0,0,14,636,87,47,4,15,798,14,0,0,0,0,14,78,5,0,0,7,90,5423,288,99,6,28,5846
121021404,1392,43,7,0,12,1454,1727,67,7,0,6,1803,259,34,8,0,4,305,4,0,0,0,0,4,134,3,5,0,0,149,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,6,402,36,14,3,9,467,15,0,0,0,0,15,70,0,3,0,13,84,3604,151,29,5,33,3820
121021406,2034,203,17,3,3,2257,2298,251,17,0,3,2577,390,122,21,0,3,545,24,95,42,0,0,161,122,31,3,4,0,154,3,10,39,0,0,51,29,10,0,0,0,41,15,3,4,0,0,21,577,274,108,4,4,971,9,7,10,0,0,29,88,16,7,3,3,111,5005,753,160,7,12,5945
121021577,190,29,531,3,0,750,226,65,950,0,0,1242,97,45,1780,6,0,1932,3,0,148,0,0,147,49,4,267,0,0,326,0,0,37,0,0,38,8,0,22,0,0,25,0,0,17,0,0,22,159,56,2267,9,8,2488,0,0,22,0,0,28,18,3,80,0,0,95,596,150,3848,7,5,4605
121021578,1021,56,100,0,0,1178,1097,104,164,0,0,1364,245,87,308,4,4,641,22,60,39,0,0,129,87,30,49,0,3,174,9,3,45,0,0,58,0,6,3,0,0,13,10,3,5,0,0,19,378,184,452,4,7,1024,9,14,5,0,0,25,32,12,18,0,3,63,2534,368,737,4,16,3658
121021579,424,164,276,0,0,868,455,67,629,0,0,1149,155,38,821,8,0,1018,3,0,69,0,0,73,60,10,161,0,0,230,4,0,37,0,0,40,10,0,13,0,0,20,0,0,10,0,0,10,232,48,1112,9,3,1396,3,3,31,0,0,31,19,18,34,0,0,73,1129,300,2084,7,3,3516
121031407,2118,73,617,0,4,2817,1604,41,631,0,0,2280,378,39,909,0,0,1323,0,0,0,0,0,0,132,7,146,0,0,288,7,0,22,0,0,27,8,0,16,0,0,26,20,0,6,0,0,31,545,46,1101,3,3,1697,20,4,57,0,0,83,65,3,43,0,0,113,4352,176,2456,4,7,6992
