SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
306021156,243,5,0,0,5,0,245,26,30,4,0,34,0,56,3,0,0,0,6,0,7,0,0,0,0,0,0,0,28,34,7,0,35,0,66,0,0,0,0,0,0,0,268,39,7,0,42,0,315,304,12,0,0,12,5,316,22,45,9,0,53,0,77,0,3,3,0,4,0,4,0,0,0,0,0,0,0,24,49,7,0,55,0,79,0,0,0,0,0,0,0,329,61,7,0,72,5,398,157,6,0,0,6,0,165,13,21,3,0,17,0,32,0,0,0,0,4,0,3,0,0,0,0,0,0,0,14,20,5,0,21,0,37,0,0,0,0,0,0,0,168,27,5,0,34,0,203,110,4,0,0,4,0,114,11,11,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,23,0,0,0,0,0,0,0,123,16,0,0,16,0,138,118,4,0,0
306021157,117,3,0,0,3,3,124,10,42,3,0,44,0,57,0,11,0,0,11,0,11,0,0,0,0,0,0,0,10,48,3,0,56,0,70,0,0,0,0,0,0,0,125,52,3,0,57,3,189,98,3,0,0,3,3,113,13,25,0,0,25,0,39,0,4,4,0,4,0,4,0,0,0,0,0,0,0,13,34,3,0,37,0,45,0,0,0,0,0,0,0,109,33,3,0,39,3,156,51,3,0,0,3,0,58,6,11,3,0,14,0,12,0,0,6,0,7,0,7,0,0,0,0,0,0,0,6,11,6,0,17,0,21,0,0,0,0,0,3,4,60,14,6,0,23,4,80,37,0,0,0,0,0,37,3,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,6,0,15,0,0,0,0,0,0,0,43,9,0,0,6,0,49,46,0,0,0
306031158,113,3,0,0,4,0,111,0,11,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,10,0,0,0,0,0,0,0,111,16,0,0,14,0,125,143,5,0,0,5,3,156,10,6,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,8,0,17,0,0,0,0,0,0,0,155,11,0,0,10,3,171,111,4,0,3,9,0,120,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,118,9,0,3,14,0,131,74,7,0,0,4,0,76,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,72,7,0,0,4,0,76,75,3,0,0
306031159,218,3,0,0,3,0,224,15,63,7,0,68,0,87,0,9,6,0,14,0,14,0,0,0,0,0,0,0,15,71,9,3,84,0,96,0,0,0,0,0,0,0,230,77,9,3,91,0,319,271,11,0,0,11,0,283,18,48,8,0,59,0,68,0,3,4,0,7,0,7,0,0,0,0,0,0,0,18,51,14,0,63,0,77,3,0,0,0,0,0,4,285,62,14,0,74,0,364,147,0,0,0,0,0,152,9,14,3,0,16,0,27,0,0,3,0,4,0,4,0,0,0,0,0,0,0,12,16,6,0,19,0,32,0,0,0,0,0,3,3,161,16,6,0,19,3,184,103,3,0,0,4,0,104,11,11,3,0,17,0,22,0,5,0,0,6,0,6,0,0,0,0,0,0,0,11,17,3,0,22,0,28,0,0,0,0,0,0,0,112,20,3,0,24,0,132,130,5,0,0
306031160,292,9,0,0,9,3,308,16,16,0,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,16,0,30,0,0,0,0,0,0,0,303,21,0,0,25,3,333,313,0,0,0,0,6,316,12,15,0,0,15,0,24,0,3,0,0,4,0,4,0,0,0,0,0,0,0,12,18,0,0,18,0,29,4,0,0,0,0,0,3,324,21,0,0,21,7,351,166,5,0,0,5,0,164,8,7,0,0,7,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,0,0,11,0,15,0,0,0,0,0,0,0,171,10,0,0,11,0,181,114,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,4,122,6,0,0,8,0,124,154,3,0,0
306031161,333,9,0,0,15,0,346,23,35,3,0,39,0,61,3,0,0,0,0,0,5,0,0,0,0,0,0,0,25,35,3,0,43,0,64,0,0,0,0,0,0,0,356,51,3,0,54,0,413,343,18,0,0,19,0,360,17,37,3,0,39,0,52,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,38,3,0,42,0,58,0,0,0,0,0,0,0,361,52,6,0,55,3,417,209,6,0,0,6,0,215,6,16,0,0,16,0,24,0,3,0,0,3,0,3,0,3,0,0,3,0,3,6,20,0,0,21,0,26,0,0,0,0,0,0,0,218,25,0,0,26,0,241,128,3,0,0,3,0,126,5,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,8,0,15,0,0,0,0,0,0,0,133,9,0,0,16,0,144,160,3,0,0
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,97,0,0,0,0,0,96,3,10,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,7,7,0,7,3,10,0,7,15,0,17,0,0,0,0,0,0,0,100,10,0,7,17,0,120,144,3,0,0,3,0,149,0,16,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,0,19,0,0,0,0,0,0,0,150,17,0,0,18,0,164,101,0,0,0,0,0,96,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,3,6,0,6,3,0,0,0,0,0,4,97,10,0,3,11,0,110,52,0,0,0,0,0,53,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,7,0,0,0,0,0,0,0,52,10,0,0,9,0,67,42,0,0,0
306041164,190,3,0,0,3,0,199,8,8,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,18,0,0,0,0,0,0,0,204,15,0,0,15,0,212,226,9,0,0,9,0,233,13,16,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,20,0,29,0,0,0,0,0,0,0,235,25,0,0,25,0,265,127,0,0,0,0,0,134,3,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,12,0,0,0,0,0,0,0,131,8,0,0,8,0,140,74,0,0,0,0,0,71,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,5,0,0,0,0,0,0,0,79,3,0,0,3,0,80,101,0,0,0
306041165,128,3,0,0,3,0,133,8,15,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,15,0,17,0,0,0,0,0,0,0,140,14,0,0,14,0,154,138,0,0,0,0,0,146,11,6,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,3,0,17,0,0,0,0,0,0,0,153,6,0,0,7,0,160,77,0,0,0,0,0,77,0,4,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,0,0,0,0,0,0,0,77,4,0,0,6,0,82,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,44,43,0,0,0
306051166,387,7,3,0,11,0,402,3,17,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,17,0,22,0,0,0,0,0,3,4,392,23,3,0,23,3,424,409,12,0,0,12,0,419,13,12,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,12,0,24,0,0,0,0,0,0,0,423,25,0,0,25,0,445,237,0,0,0,0,0,240,4,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,11,0,0,0,0,0,0,0,245,8,0,0,8,3,252,154,0,0,0,0,0,154,5,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,11,0,0,0,0,0,0,0,159,4,0,0,4,0,165,167,0,0,0
306051167,136,6,0,0,6,0,135,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,140,6,0,0,6,0,143,176,0,0,0,0,0,182,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,0,182,3,0,0,3,0,187,117,0,0,0,0,0,122,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,122,3,0,0,3,0,123,60,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,63,79,0,0,0
306051168,115,6,0,0,6,0,114,11,9,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,9,0,16,0,0,0,0,0,0,0,122,8,0,0,8,0,133,173,7,0,0,7,0,179,8,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,9,0,16,0,0,0,0,0,0,0,180,9,0,0,11,0,192,100,0,0,0,0,0,101,5,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12,0,11,3,0,0,0,0,0,3,106,5,0,0,12,0,115,60,3,0,0,3,0,66,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,65,10,0,0,10,0,78,69,3,0,0
306051169,273,3,0,0,3,0,281,7,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,0,11,3,0,0,0,0,0,3,288,8,0,0,8,0,296,332,0,0,0,0,0,332,13,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,18,0,0,0,0,0,0,4,344,8,0,0,8,0,350,190,0,0,0,0,0,191,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,187,3,0,0,3,0,190,135,0,0,0,0,0,138,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,3,139,3,0,0,3,3,145,136,0,0,0
306051170,335,27,0,0,27,3,364,24,31,0,0,31,0,52,0,3,0,0,3,0,3,0,0,0,0,0,0,0,24,38,0,0,38,0,55,0,0,0,0,0,6,6,359,62,0,0,62,7,430,391,15,0,0,15,0,407,18,31,0,0,31,0,46,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,31,0,0,31,0,51,0,0,0,0,0,0,0,410,43,0,0,43,0,455,243,5,0,0,5,0,243,10,14,0,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,14,0,21,0,0,0,0,0,0,0,249,18,0,0,18,0,266,160,3,0,0,3,0,168,10,8,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,8,0,15,0,0,0,0,0,0,0,167,16,0,0,16,0,180,181,9,0,3
307011171,191,0,0,0,0,0,193,0,11,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,7,0,0,0,0,0,0,0,194,11,0,0,11,0,205,228,0,0,0,0,0,230,3,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,12,0,0,0,0,0,0,0,233,8,0,0,8,0,243,117,0,0,0,0,0,122,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,123,0,0,0,0,0,127,49,0,0,0,0,0,49,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,51,5,0,0,5,0,52,67,0,0,0
307011172,409,3,0,0,3,0,413,3,30,0,0,30,0,33,0,6,0,0,6,0,6,0,0,0,0,0,0,0,3,35,0,0,35,0,40,0,0,0,0,0,0,0,412,39,0,0,39,0,452,408,4,0,0,4,0,415,3,25,0,0,25,0,31,0,4,0,0,4,0,4,0,0,0,0,0,0,0,5,28,0,0,28,0,31,0,0,0,0,0,0,0,412,31,0,0,31,6,450,209,0,0,0,0,3,211,3,5,0,0,5,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,5,0,0,5,0,11,0,0,0,0,0,0,0,217,4,0,0,10,3,221,119,0,0,0,0,0,123,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,120,3,0,0,3,0,131,157,0,0,0
307011173,316,0,0,0,0,3,321,11,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,11,0,20,0,0,0,0,0,0,0,328,9,0,0,11,4,335,331,0,0,0,0,0,331,0,11,3,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,15,0,15,0,0,0,0,0,0,3,333,11,3,0,15,0,346,173,0,0,0,0,0,173,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,173,0,0,0,0,0,177,90,0,0,0,0,0,94,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,7,0,0,0,0,0,0,0,90,5,0,0,3,0,94,109,0,0,0
307011174,169,0,0,0,0,0,173,0,12,0,0,12,0,12,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,15,0,11,0,0,0,0,0,0,0,170,11,0,0,15,0,183,214,0,0,0,0,3,212,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,215,8,0,0,8,3,227,119,0,0,0,3,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,3,0,118,50,0,0,0,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,3,0,53,50,0,0,0
307011175,164,0,0,0,0,0,164,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,170,0,0,0,0,0,170,185,0,0,0,0,0,185,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,189,0,0,0,0,0,192,104,0,0,0,0,0,104,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,3,107,3,0,0,3,0,111,62,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,66,54,0,0,0
307011176,333,5,0,0,5,3,338,3,33,0,0,35,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,39,0,45,3,0,0,0,0,0,3,336,41,0,0,44,3,380,296,0,0,0,0,5,301,0,17,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,21,0,0,0,0,0,0,0,297,23,0,0,23,7,322,124,0,0,0,0,0,127,3,15,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,15,0,21,0,0,0,0,0,0,0,131,15,0,0,15,0,144,102,0,0,0,0,0,101,3,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,9,0,0,0,0,0,0,0,100,10,0,0,10,0,111,101,0,0,0
307011177,289,0,0,0,0,0,286,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,4,293,0,0,0,0,0,294,334,6,0,0,6,0,337,4,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,5,0,0,0,0,0,8,343,5,0,0,6,0,351,174,4,0,0,4,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,178,4,0,0,4,0,178,69,0,0,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,74,3,0,0,3,0,72,81,0,0,0
307011178,139,0,0,0,0,0,139,3,0,0,0,0,0,3,0,4,0,0,4,0,4,0,0,0,0,0,0,0,3,4,0,0,4,0,4,0,0,0,0,0,0,0,141,3,0,0,3,0,143,164,0,0,0,0,0,164,3,3,0,0,3,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,8,0,0,8,0,7,0,0,0,0,0,0,0,164,8,0,0,8,0,173,90,0,0,0,0,0,90,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,91,3,0,0,3,0,95,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,33,33,0,0,0
307021179,325,0,0,0,0,0,330,10,7,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,5,0,19,0,0,0,0,0,0,0,336,8,0,0,6,0,348,407,0,0,0,0,0,407,7,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,9,3,0,0,0,0,0,3,420,3,0,0,3,0,421,220,0,0,0,0,0,220,4,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,3,0,3,3,0,8,0,0,0,0,0,0,0,224,3,0,3,3,0,223,121,0,0,0,0,0,121,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,122,0,0,0,0,0,125,137,0,0,0
307021180,317,0,0,0,0,0,318,8,31,3,0,31,0,39,0,0,3,0,7,0,7,0,0,0,0,0,0,0,8,36,5,0,40,0,45,0,0,0,0,0,0,0,318,36,5,0,42,0,362,347,7,0,0,8,0,351,3,21,0,0,25,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,21,0,0,26,0,31,0,0,0,0,0,0,0,349,31,0,0,32,0,382,206,3,0,0,3,0,211,5,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,9,0,14,0,0,0,0,0,0,0,206,10,0,0,12,0,225,123,3,0,0,3,0,123,3,7,0,0,7,0,7,0,0,3,0,4,0,4,0,0,0,0,0,0,0,3,11,3,0,11,0,17,0,0,0,0,0,0,0,126,11,3,0,13,0,139,142,0,0,0
