SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
305031131,310,9,0,0,13,0,328,37,86,5,0,86,0,129,0,3,9,0,14,0,14,0,0,0,0,0,0,0,37,90,10,0,99,0,142,0,0,0,0,0,0,0,350,106,13,0,115,0,464,331,16,0,0,13,0,347,13,48,3,0,50,0,65,0,4,3,0,9,0,9,0,0,0,0,0,0,0,13,50,6,0,61,0,79,0,0,0,0,0,0,0,347,64,7,0,77,0,428,193,0,0,0,0,0,199,9,19,3,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,0,27,0,30,0,0,0,0,0,0,0,204,27,3,0,24,0,229,111,5,0,0,5,0,112,5,10,0,0,7,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,13,0,0,14,0,19,0,0,0,0,0,0,0,114,12,0,0,14,0,129,148,3,0,0
305041132,602,21,0,0,26,0,625,22,62,0,0,63,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,68,0,0,66,0,89,0,0,0,0,0,0,0,628,87,0,0,93,0,714,753,13,0,0,15,0,764,27,38,0,0,43,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,0,0,40,0,71,0,0,0,0,0,0,0,784,52,3,0,52,0,838,431,9,0,0,9,0,438,20,19,0,0,19,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,21,0,42,0,0,0,0,0,0,0,454,28,0,0,31,0,482,301,10,0,0,10,0,308,10,10,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,9,0,17,0,0,0,0,0,0,0,310,18,0,0,18,0,328,372,5,0,0
305041133,158,10,0,0,10,0,165,11,29,0,0,37,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,30,0,0,34,0,47,0,0,0,0,0,0,0,169,43,0,0,41,0,212,158,8,0,0,8,0,163,9,19,0,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,24,0,30,0,0,0,0,0,0,0,167,34,0,0,34,0,194,96,3,0,0,3,0,104,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,97,8,0,0,8,0,104,50,0,0,0,0,0,48,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,50,3,0,0,3,0,51,50,0,0,0
305041134,479,10,0,0,10,0,488,30,24,0,0,24,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,0,0,24,0,54,0,0,0,0,0,0,0,509,30,0,0,30,0,542,585,13,0,0,13,0,599,25,25,0,0,25,0,51,0,3,0,0,3,0,3,0,0,0,0,0,0,0,25,31,0,0,31,0,51,0,0,0,0,0,0,0,609,44,0,0,44,0,648,318,15,0,0,15,0,327,9,12,0,0,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,17,0,21,0,0,0,0,0,0,0,322,25,0,0,25,0,350,190,8,0,0,8,0,200,10,4,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,11,0,0,0,0,0,0,0,198,11,0,0,11,0,214,217,7,0,0
305041135,374,7,0,0,7,0,381,23,59,6,3,65,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,6,3,65,0,89,0,0,0,0,0,0,3,399,68,6,3,79,4,479,346,15,0,0,15,0,359,13,30,0,0,30,0,44,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,37,0,0,37,0,49,0,0,0,0,0,0,0,360,49,0,0,49,0,408,181,9,0,0,9,0,191,3,8,0,0,8,0,11,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,13,0,0,17,0,20,0,0,0,0,0,0,0,184,18,0,0,22,0,208,90,3,0,0,3,0,97,3,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,12,0,0,0,0,0,0,0,95,8,0,0,8,0,107,147,0,0,0
305041136,208,7,0,0,7,0,215,12,16,0,0,16,0,30,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,22,0,0,22,0,35,0,0,0,0,0,0,0,226,22,0,0,22,0,249,187,4,0,0,4,0,193,6,14,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,13,0,24,0,0,0,0,0,0,0,196,18,0,0,14,0,212,117,0,0,0,0,0,123,7,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,8,0,0,0,0,0,0,0,124,8,0,0,5,0,132,56,4,0,0,4,0,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,59,6,0,0,6,0,61,66,0,0,0
305041137,233,12,0,0,12,0,243,29,78,5,0,85,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,5,0,89,0,124,0,0,0,0,0,3,3,263,92,5,0,101,5,365,225,7,0,0,7,0,232,23,55,3,0,57,0,81,0,5,0,0,5,0,5,0,0,0,0,0,0,0,23,60,3,0,63,0,84,0,0,0,0,0,0,0,245,66,3,0,73,0,322,134,5,0,0,5,0,138,5,21,0,0,27,0,34,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,24,0,0,29,0,34,0,0,0,0,0,0,0,142,27,0,0,30,0,171,77,0,0,0,0,0,73,3,12,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,10,0,18,0,0,0,0,0,0,0,75,11,0,0,10,0,92,116,3,0,0
306011138,204,13,3,0,19,3,226,14,21,0,0,26,0,37,3,0,3,0,3,0,9,0,0,0,0,0,0,0,20,23,3,0,28,0,44,0,0,0,0,0,0,0,220,37,3,0,48,3,267,256,6,0,0,6,0,265,24,23,0,0,23,0,48,0,3,0,0,8,0,9,0,0,0,0,0,0,0,25,24,0,0,25,0,51,0,0,0,0,0,0,0,287,28,0,0,30,0,318,166,5,0,0,5,0,171,15,17,0,0,17,0,28,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,17,0,0,17,0,31,0,0,0,0,0,0,0,178,19,0,0,19,0,206,96,0,0,0,0,0,101,7,7,0,0,7,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,8,0,0,8,0,18,0,0,0,0,0,0,0,101,11,0,0,11,0,114,142,7,0,0
306011139,361,10,0,3,8,0,367,37,38,3,0,37,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,3,0,37,0,77,0,0,0,0,0,0,0,398,44,3,3,47,0,451,383,8,0,0,8,0,394,27,29,0,0,29,0,54,0,3,0,0,3,0,3,0,0,0,0,0,0,0,27,31,0,0,31,0,62,0,0,0,0,0,0,0,416,39,0,0,39,0,452,226,7,0,0,7,0,235,14,22,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,24,0,34,0,0,0,0,0,0,0,236,33,0,0,33,0,267,120,5,0,0,5,0,125,9,11,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,11,0,23,0,0,0,0,0,0,0,131,9,0,0,9,0,147,180,4,0,0
306011140,104,5,0,0,5,0,110,11,9,0,0,9,0,19,0,4,0,0,7,0,7,0,0,0,0,0,0,0,11,15,0,0,13,0,23,0,0,0,0,0,0,0,114,15,0,0,18,0,137,136,7,0,0,7,0,149,3,6,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,14,0,0,0,0,0,0,0,145,21,0,0,21,0,167,78,3,0,0,3,0,80,3,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,9,0,0,0,0,0,0,0,85,9,0,0,9,0,95,52,3,0,0,3,0,50,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,54,6,0,0,6,0,62,62,0,0,0
306011141,540,16,0,0,16,0,550,30,58,0,0,62,0,93,0,3,0,0,3,0,3,3,0,0,0,0,0,4,32,68,3,0,67,0,100,0,0,0,0,0,0,0,573,78,3,0,82,0,655,665,15,0,0,15,0,681,45,69,4,0,65,0,110,0,10,0,0,5,0,11,0,0,0,0,0,0,0,42,74,3,0,74,0,121,0,0,0,0,0,0,0,714,85,3,0,92,0,799,394,10,0,0,10,0,405,19,49,3,0,51,3,72,0,5,0,0,5,0,5,0,0,0,0,0,0,0,25,51,3,0,56,3,77,0,0,0,0,0,0,0,420,57,3,0,62,3,482,263,3,0,0,4,0,264,16,35,0,0,30,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,0,0,30,0,46,0,0,0,0,0,0,0,278,33,0,0,35,0,311,309,3,0,0
306011142,515,26,0,0,26,0,541,55,78,0,0,76,0,137,0,4,0,0,4,0,8,3,0,0,0,0,0,3,56,84,0,0,84,0,147,0,0,0,0,0,0,3,574,112,0,0,112,0,685,515,10,0,0,10,0,528,34,63,3,0,60,0,96,0,3,3,0,6,0,6,3,3,0,0,3,0,6,39,65,3,0,73,0,109,0,0,0,0,0,0,0,555,78,3,0,82,0,633,297,7,0,0,7,0,306,21,26,0,0,26,0,52,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,25,0,0,29,0,49,0,0,0,0,0,0,0,321,34,0,0,36,5,354,186,4,0,0,4,0,193,17,19,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,18,0,32,0,0,0,0,0,0,0,206,20,0,0,23,0,226,237,8,0,0
306011143,126,6,0,0,6,0,128,19,13,0,0,13,0,30,0,0,0,0,4,0,4,0,0,0,0,0,0,0,19,11,0,0,15,0,33,0,0,0,0,0,0,0,141,18,0,0,18,0,156,148,6,0,0,6,0,153,19,12,0,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,12,0,32,0,4,0,0,4,0,4,163,27,0,0,27,0,184,86,6,0,0,6,0,90,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,92,6,0,0,6,0,101,59,0,0,0,0,0,59,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,57,3,0,0,3,0,61,55,0,0,0
306021144,378,10,0,0,10,0,392,21,40,7,0,46,0,69,0,13,12,0,20,0,22,0,0,0,0,0,0,0,26,53,17,0,69,0,94,4,0,0,0,0,0,5,412,60,17,0,79,3,489,372,11,0,0,13,0,387,19,57,4,0,56,0,75,0,9,8,0,16,0,15,0,0,0,0,0,0,0,25,60,13,0,75,0,98,0,0,0,0,0,0,0,395,72,12,0,86,0,487,180,7,3,0,13,0,195,4,36,0,0,36,0,44,0,5,9,0,10,0,10,0,0,0,0,0,0,0,4,46,7,0,50,0,55,0,0,0,0,0,0,0,192,52,10,0,63,0,256,107,5,0,0,7,0,118,6,18,0,0,16,0,21,0,4,3,0,5,0,5,0,0,0,0,0,0,0,6,19,3,0,24,0,31,0,0,0,0,0,0,0,114,22,7,0,25,0,146,120,3,0,0
306021145,82,8,0,0,8,0,88,25,100,9,0,103,0,128,0,29,7,4,33,0,33,0,0,0,0,0,0,0,25,120,14,4,139,0,166,0,0,0,0,0,0,0,109,130,14,4,148,0,251,89,3,0,0,3,0,92,16,48,3,0,53,0,66,0,4,3,0,15,0,15,0,0,0,0,0,0,0,16,53,5,0,59,0,77,0,0,0,0,0,0,0,100,54,5,0,62,0,169,36,3,0,0,3,0,44,8,28,3,0,30,0,34,0,3,4,0,4,0,4,0,0,0,0,0,0,0,11,29,4,0,31,0,41,0,0,0,0,0,0,0,46,29,4,0,35,0,79,26,0,0,0,0,0,28,6,11,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,14,0,15,0,0,0,0,0,0,0,33,9,3,0,12,0,48,37,3,0,0
306021146,251,9,0,0,9,0,262,25,38,0,0,38,0,65,0,4,3,0,4,0,4,0,0,0,0,0,0,0,25,46,3,0,46,0,72,0,0,0,0,0,0,0,281,53,3,0,55,0,332,308,14,0,0,14,0,317,22,20,0,0,23,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,21,0,43,0,0,0,0,0,0,0,329,34,0,0,31,0,358,172,0,0,0,0,0,173,13,8,0,0,8,0,26,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,11,0,0,11,0,25,0,0,0,0,0,0,0,186,13,0,0,13,0,202,101,0,0,0,0,0,101,12,4,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,7,0,16,0,0,0,0,0,0,0,107,9,0,0,13,0,121,134,9,0,0
306021147,457,14,0,0,14,0,474,33,55,3,0,60,0,85,0,10,10,0,13,0,13,0,0,0,0,4,0,4,33,66,10,0,74,0,104,0,0,0,0,0,0,3,491,81,10,0,90,0,580,505,13,0,0,13,0,520,18,50,3,0,58,0,74,0,3,6,0,9,0,9,0,3,0,7,9,0,9,18,61,8,7,74,0,93,0,0,0,0,0,0,0,530,76,8,7,93,0,622,270,7,0,0,7,0,274,18,29,3,0,33,0,50,0,4,6,0,10,0,10,0,0,0,3,3,0,3,18,35,8,3,44,0,61,0,0,0,0,0,0,0,288,34,8,3,46,0,335,173,7,0,0,7,0,182,3,19,0,0,19,0,24,0,0,3,0,8,0,8,0,0,0,0,0,0,0,3,20,3,0,20,0,26,0,0,0,0,0,0,0,173,21,3,0,29,0,205,206,4,0,0
306021148,367,3,0,0,3,0,377,21,7,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,11,0,28,0,0,0,0,0,4,3,390,13,0,0,9,7,407,378,9,0,0,9,3,387,18,11,0,0,11,0,32,0,4,0,0,4,0,4,0,0,0,0,0,0,0,18,17,0,0,15,0,33,0,0,0,0,0,0,0,396,24,0,0,27,3,422,255,3,0,0,3,0,256,8,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,13,0,18,3,0,0,0,0,0,0,261,8,0,0,14,3,280,142,0,0,0,0,0,142,3,4,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,7,0,0,0,0,0,0,0,147,4,0,0,5,0,154,173,0,0,0
306021149,265,12,0,0,11,0,272,24,96,4,0,101,0,120,0,16,10,0,31,0,31,0,0,0,0,0,0,0,24,109,15,0,127,0,148,3,0,0,0,0,3,4,288,119,17,0,136,3,432,327,9,4,0,15,0,339,29,87,9,0,99,0,131,0,7,15,0,18,0,18,0,0,0,0,0,0,0,29,96,22,0,114,0,152,3,0,0,0,0,0,3,362,106,24,0,132,0,495,194,7,0,0,7,0,206,12,52,4,0,54,0,66,0,3,11,0,13,0,13,0,0,0,0,0,0,0,12,57,10,0,71,0,84,3,0,0,0,0,0,3,206,65,10,0,77,0,287,114,4,0,0,4,0,118,10,29,0,0,29,0,46,0,5,11,0,13,0,13,0,0,0,0,0,0,0,10,35,11,0,44,0,56,0,0,0,0,0,0,0,124,42,11,0,50,0,171,142,4,0,0
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,115,7,0,0,7,0,121,6,62,3,0,61,0,71,0,3,8,0,14,0,16,0,0,0,0,0,0,0,9,62,11,0,79,0,88,3,0,0,0,0,0,5,120,75,11,0,88,0,206,86,6,0,0,6,0,92,9,39,3,0,46,0,56,0,6,6,0,9,0,13,0,0,0,0,0,0,0,12,43,7,0,56,0,69,0,0,0,0,0,3,3,95,51,7,0,59,3,164,45,3,0,0,3,0,45,7,22,5,0,30,0,35,0,6,5,0,7,0,7,0,0,0,0,0,0,0,7,28,6,0,39,0,44,0,0,0,0,0,3,3,51,26,6,0,39,3,90,25,0,0,0,0,0,21,3,4,0,0,4,0,9,0,0,3,0,4,0,6,0,0,0,0,0,0,0,3,7,3,0,12,0,9,3,0,0,0,0,3,3,26,8,3,0,12,3,39,39,4,0,0
306021152,83,3,0,0,3,0,89,11,38,3,0,41,0,51,0,9,21,0,29,0,33,0,0,0,0,0,0,0,16,44,25,0,70,0,83,0,0,0,0,0,0,0,102,48,25,0,76,3,180,67,4,0,0,9,0,74,13,33,0,0,33,0,40,0,3,20,0,20,0,20,0,0,0,0,0,0,0,13,35,20,0,52,0,65,5,0,0,0,0,0,5,85,39,19,0,57,0,140,49,3,0,0,3,0,47,5,5,0,0,8,0,6,0,3,11,0,11,0,11,0,0,0,0,0,0,0,5,6,11,0,20,0,24,0,0,0,0,0,0,0,48,15,11,0,23,0,73,31,0,0,0,4,0,36,3,7,0,0,6,0,15,0,0,11,0,6,0,6,0,0,0,0,0,0,0,3,7,6,0,17,0,22,0,0,0,0,0,0,4,34,12,10,0,19,0,61,34,3,0,0
306021153,322,4,0,0,4,0,327,27,69,4,3,75,0,105,0,6,21,0,23,0,29,0,0,0,0,0,0,0,32,73,25,3,106,0,133,0,0,0,0,0,0,0,356,82,25,3,109,0,464,298,4,0,0,4,0,302,36,73,4,4,77,0,111,0,9,8,0,13,0,15,0,0,0,0,0,0,0,33,74,13,4,85,0,121,0,0,0,0,0,0,0,327,81,13,4,92,0,426,216,5,0,0,5,0,214,16,40,3,0,45,0,60,0,0,4,0,3,0,3,0,0,0,0,0,0,0,16,41,6,0,47,0,65,0,0,0,0,0,0,0,225,41,6,0,53,0,280,120,7,0,0,7,0,125,8,20,3,0,25,0,34,0,3,5,0,7,0,7,0,0,0,0,0,0,0,8,28,8,0,32,0,45,0,0,0,0,0,0,0,129,34,8,0,41,0,170,153,4,0,0
306021154,63,3,0,0,3,0,66,24,58,3,0,58,0,85,0,13,23,0,33,0,33,0,0,0,0,0,0,0,24,65,28,0,96,0,124,0,0,0,0,0,0,0,83,72,28,0,100,0,186,48,3,0,0,3,0,50,18,29,0,0,33,0,44,0,3,12,0,16,0,16,0,0,0,0,0,0,0,18,29,13,0,49,0,64,0,0,0,0,0,0,0,60,36,13,0,51,0,110,31,3,0,0,3,0,38,3,15,0,0,16,0,14,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,13,3,0,19,0,21,0,0,0,0,0,0,0,36,14,3,0,18,0,61,17,0,0,0,0,0,17,6,6,0,0,8,0,16,0,0,4,0,5,0,5,0,0,0,0,0,0,0,6,9,8,4,19,0,19,0,0,0,0,0,0,0,29,9,8,4,19,0,43,18,0,0,0
306021155,142,4,0,0,5,0,145,11,38,10,0,45,0,57,0,6,6,0,12,0,12,0,0,0,0,0,0,0,11,40,14,0,55,0,73,0,0,0,0,0,0,0,155,45,14,0,59,0,220,124,3,0,3,4,0,134,11,24,9,0,24,0,33,0,0,3,0,6,0,6,0,0,0,0,0,0,0,13,19,10,0,34,0,46,0,0,0,0,0,0,0,135,27,10,3,37,0,174,61,0,0,3,3,0,61,4,15,0,0,12,0,20,0,0,5,0,5,0,5,0,0,0,0,0,0,0,4,10,8,0,19,0,26,0,0,0,0,0,0,0,60,10,8,3,19,0,82,37,0,0,3,3,0,39,3,11,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,15,0,17,0,0,0,0,0,0,0,45,14,3,3,17,0,61,57,0,0,0
